Orthogroup	CAPO3	LYTVA_ok
OG0000639	CAPO305269	LYTVA_20363, LYTVA_03919
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	LYTVA_03860, LYTVA_03859, LYTVA_07734
OG0000642	CAPO302938, CAPO302939, CAPO304769, CAPO302566	LYTVA_04785
OG0000643	CAPO301316	LYTVA_12786
OG0000645	CAPO307784, CAPO304648	LYTVA_28374
OG0000648	CAPO306715	LYTVA_04746
OG0000648	CAPO307568	LYTVA_13183
OG0000650	CAPO302429	LYTVA_00920
OG0000651	CAPO301045	LYTVA_21211
OG0000652	CAPO307163	LYTVA_09743
OG0000653	CAPO304384	LYTVA_23124, LYTVA_03397, LYTVA_17085
OG0000657	CAPO304462	LYTVA_09513
OG0000660	CAPO304213	LYTVA_18194
OG0000662	CAPO308235	LYTVA_10468, LYTVA_18798, LYTVA_15423
OG0000663	CAPO303713	LYTVA_05261, LYTVA_03273
OG0000664	CAPO305353	LYTVA_13239, LYTVA_20056
OG0000665	CAPO304505, CAPO304163	LYTVA_06571, LYTVA_07973, LYTVA_29574
OG0000666	CAPO306172	LYTVA_07805
OG0000667	CAPO305865	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221, LYTVA_06080
OG0000672	CAPO301072	LYTVA_02177
OG0000672	CAPO301848	LYTVA_03099
OG0000674	CAPO303746	LYTVA_07878, LYTVA_11072
OG0000676	CAPO304343, CAPO305288	LYTVA_14394, LYTVA_22046
OG0000676	CAPO300920, CAPO304680	LYTVA_18544
OG0000683	CAPO304912	LYTVA_03132
OG0000683	CAPO305392, CAPO303509	LYTVA_12146
OG0000684	CAPO306227	LYTVA_20362
OG0000690	CAPO306653	LYTVA_01411, LYTVA_23445
OG0000690	CAPO306445	LYTVA_06618, LYTVA_16355
OG0000690	CAPO304114	LYTVA_03145
OG0000691	CAPO301028	LYTVA_25156, LYTVA_24386, LYTVA_24385
OG0000692	CAPO301383	LYTVA_10855, LYTVA_24724
OG0000692	CAPO306980	LYTVA_10854
OG0000693	CAPO300633	LYTVA_30080
OG0000693	CAPO307538	LYTVA_23568
OG0000694	CAPO302468	LYTVA_26928
OG0000696	CAPO305456	LYTVA_27060
OG0000696	CAPO305466	LYTVA_10486
OG0000696	CAPO301422	LYTVA_16853
OG0000697	CAPO304466, CAPO306724	LYTVA_14530
OG0000701	CAPO306727	LYTVA_09841
OG0000706	CAPO301985	LYTVA_22908, LYTVA_24146
OG0000709	CAPO305451	LYTVA_00851
OG0000711	CAPO304713	LYTVA_21398, LYTVA_16328, LYTVA_01208, LYTVA_21399
OG0000713	CAPO302804	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172
OG0000715	CAPO305197	LYTVA_20155
OG0000716	CAPO306457, CAPO306957	LYTVA_00845, LYTVA_04024
OG0000717	CAPO302989	LYTVA_13980, LYTVA_12572
OG0000718	CAPO301597, CAPO306021	LYTVA_29448
OG0000721	CAPO305154, CAPO301906	LYTVA_10906, LYTVA_26688
OG0000724	CAPO300826	LYTVA_01400
OG0000726	CAPO302910	LYTVA_10101
OG0000731	CAPO304569	LYTVA_25013
OG0000732	CAPO304867	LYTVA_19768
OG0000733	CAPO301695	LYTVA_09286, LYTVA_18704
OG0000735	CAPO302824	LYTVA_27173
OG0000736	CAPO306770	LYTVA_18375, LYTVA_16120, LYTVA_27996
OG0000737	CAPO304586	LYTVA_18640
OG0000743	CAPO306268	LYTVA_16362, LYTVA_16365
OG0000747	CAPO303187	LYTVA_10977, LYTVA_24505, LYTVA_11278
OG0000748	CAPO301276	LYTVA_10009
OG0000751	CAPO302771	LYTVA_23339
OG0000752	CAPO300507	LYTVA_07800
OG0000753	CAPO301378	LYTVA_08519
OG0000754	CAPO300911, CAPO306986, CAPO303353	LYTVA_22430
OG0000755	CAPO300267	LYTVA_15623, LYTVA_07352
OG0000757	CAPO307096	LYTVA_25030
OG0000758	CAPO305275	LYTVA_17208
OG0000759	CAPO300473	LYTVA_17588
OG0000761	CAPO305655	LYTVA_21617
OG0000765	CAPO301853	LYTVA_14871
OG0000766	CAPO300388	LYTVA_09454, LYTVA_03504
OG0000767	CAPO305367	LYTVA_25551
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	LYTVA_13832
OG0000774	CAPO306995	LYTVA_03484, LYTVA_13838
OG0000775	CAPO306201	LYTVA_27239, LYTVA_10620
OG0000776	CAPO307356	LYTVA_24103, LYTVA_22432, LYTVA_27701
OG0000777	CAPO304271	LYTVA_09488, LYTVA_01532
OG0000779	CAPO305943	LYTVA_16614, LYTVA_13236
OG0000779	CAPO300301	LYTVA_13810
OG0000788	CAPO304590	LYTVA_13146
OG0000791	CAPO304699	LYTVA_30188
OG0000792	CAPO305838	LYTVA_19484, LYTVA_19622
OG0000793	CAPO301604	LYTVA_16504
OG0000794	CAPO304031	LYTVA_18203
OG0000794	CAPO300402	LYTVA_09726
OG0000796	CAPO301075	LYTVA_09463
OG0000796	CAPO301385	LYTVA_28588
OG0000797	CAPO307534	LYTVA_21230
OG0000803	CAPO301668	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598
OG0000810	CAPO305098, CAPO306601	LYTVA_24721, LYTVA_23360, LYTVA_29037, LYTVA_14958
OG0000813	CAPO300040, CAPO308168	LYTVA_14140
OG0000814	CAPO307227	LYTVA_14186, LYTVA_14182, LYTVA_21141
OG0000815	CAPO300838	LYTVA_07142, LYTVA_15409, LYTVA_04889, LYTVA_14542
OG0000816	CAPO304990	LYTVA_27232, LYTVA_14905
OG0000817	CAPO308202	LYTVA_10096
OG0000818	CAPO307656	LYTVA_05278
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	LYTVA_10074, LYTVA_10071
OG0000824	CAPO303788	LYTVA_20926
OG0000825	CAPO305165, CAPO306157, CAPO306129	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313
OG0000826	CAPO306060	LYTVA_22022, LYTVA_18010
OG0000827	CAPO304578	LYTVA_29536, LYTVA_12934, LYTVA_14206, LYTVA_17613, LYTVA_02675
OG0000828	CAPO306023	LYTVA_04924
OG0000828	CAPO307153	LYTVA_16052
OG0000836	CAPO306019, CAPO307821	LYTVA_01338, LYTVA_01335
OG0000837	CAPO308104, CAPO303511	LYTVA_06689, LYTVA_07593, LYTVA_20841, LYTVA_20846
OG0000838	CAPO303856	LYTVA_17544, LYTVA_22484, LYTVA_01535, LYTVA_02107
OG0000841	CAPO307470	LYTVA_03788, LYTVA_29116
OG0000844	CAPO306591, CAPO307267	LYTVA_20301
OG0000845	CAPO303615	LYTVA_24907, LYTVA_06450
OG0000847	CAPO301759, CAPO307057	LYTVA_11994
OG0000847	CAPO308298	LYTVA_21656
OG0000849	CAPO304492	LYTVA_12639, LYTVA_10091
OG0000850	CAPO302141	LYTVA_06441
OG0000850	CAPO306299	LYTVA_26189, LYTVA_27854
OG0000851	CAPO304092	LYTVA_23092
OG0000852	CAPO307622	LYTVA_29382, LYTVA_07531
OG0000857	CAPO302559	LYTVA_21736
OG0000858	CAPO302161	LYTVA_08518
OG0000858	CAPO306693	LYTVA_00061
OG0000860	CAPO306338	LYTVA_09223
OG0000872	CAPO308293	LYTVA_18504
OG0000873	CAPO307878	LYTVA_06765
OG0000875	CAPO303418, CAPO302903	LYTVA_01072, LYTVA_12521
OG0000876	CAPO302150	LYTVA_02114
OG0000877	CAPO304981	LYTVA_15271, LYTVA_26866, LYTVA_01909
OG0000879	CAPO301982	LYTVA_08681
OG0000881	CAPO301333, CAPO300020	LYTVA_04165, LYTVA_11402
OG0000881	CAPO308042	LYTVA_22240, LYTVA_09159
OG0000888	CAPO300320	LYTVA_24269
OG0000889	CAPO302257	LYTVA_27694, LYTVA_27693
OG0000891	CAPO307358	LYTVA_20950, LYTVA_12002
OG0000894	CAPO300968, CAPO300967	LYTVA_12588
OG0000894	CAPO301227	LYTVA_19786
OG0000896	CAPO301183	LYTVA_29831
OG0000896	CAPO304049	LYTVA_08568
OG0000897	CAPO306059	LYTVA_25813, LYTVA_12897
OG0000899	CAPO300655	LYTVA_16229
OG0000904	CAPO305539	LYTVA_15877, LYTVA_15876, LYTVA_24978
OG0000905	CAPO303384	LYTVA_15702, LYTVA_23197
OG0000909	CAPO300878	LYTVA_20165, LYTVA_23767
OG0000911	CAPO302608	LYTVA_15861, LYTVA_05614
OG0000912	CAPO302397	LYTVA_10234
OG0000913	CAPO300255	LYTVA_02832, LYTVA_10765
OG0000914	CAPO302002	LYTVA_26358
OG0000915	CAPO306555	LYTVA_03342, LYTVA_14085
OG0000925	CAPO304563	LYTVA_00188, LYTVA_25795
OG0000928	CAPO301245	LYTVA_01217, LYTVA_23596
OG0000929	CAPO303494	LYTVA_25470, LYTVA_01755
OG0000931	CAPO303586	LYTVA_00992, LYTVA_16224
OG0000932	CAPO306783	LYTVA_26139
OG0000933	CAPO304170	LYTVA_06948
OG0000934	CAPO304006	LYTVA_20397
OG0000944	CAPO304090	LYTVA_08967
OG0000952	CAPO300179	LYTVA_15183, LYTVA_27737
OG0000954	CAPO303535	LYTVA_18195
OG0000954	CAPO305800	LYTVA_05025
OG0000955	CAPO308190	LYTVA_15857
OG0000960	CAPO304728	LYTVA_21462
OG0000963	CAPO303990	LYTVA_11219
OG0000965	CAPO305928	LYTVA_08512, LYTVA_30143, LYTVA_17394
OG0000965	CAPO302148	LYTVA_12319
OG0000967	CAPO304786	LYTVA_06230, LYTVA_06235
OG0000970	CAPO301807	LYTVA_26609
OG0000974	CAPO306940	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617
OG0000982	CAPO301371	LYTVA_01090
OG0000984	CAPO307940	LYTVA_20605, LYTVA_23816, LYTVA_17983
OG0000985	CAPO304864	LYTVA_22922
OG0000986	CAPO305058	LYTVA_05339
OG0000987	CAPO306365	LYTVA_29210
OG0000992	CAPO308244	LYTVA_26659, LYTVA_01840
OG0000993	CAPO303930	LYTVA_17730, LYTVA_18314
OG0000994	CAPO306999	LYTVA_00968
OG0000997	CAPO306501	LYTVA_09372, LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467
OG0000998	CAPO302508	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803, LYTVA_19247
OG0000999	CAPO303484, CAPO302236	LYTVA_18147, LYTVA_26377, LYTVA_17675, LYTVA_00175
OG0001006	CAPO308145	LYTVA_30116, LYTVA_11326
OG0001009	CAPO305830	LYTVA_20690, LYTVA_03437, LYTVA_22507, LYTVA_22506
OG0001015	CAPO304771	LYTVA_16130
OG0001016	CAPO300038	LYTVA_27385, LYTVA_23205
OG0001016	CAPO302596	LYTVA_10008
OG0001018	CAPO305732	LYTVA_04534
OG0001024	CAPO300862	LYTVA_13785, LYTVA_28952
OG0001033	CAPO305083	LYTVA_27425
OG0001036	CAPO301917	LYTVA_01189
OG0001037	CAPO306107	LYTVA_07115
OG0001039	CAPO305080	LYTVA_28151, LYTVA_04517, LYTVA_01352
OG0001042	CAPO301530	LYTVA_13445
OG0001044	CAPO305401, CAPO306389	LYTVA_24843, LYTVA_06578
OG0001048	CAPO306868	LYTVA_00731, LYTVA_09405
OG0001049	CAPO305769	LYTVA_09888
OG0001050	CAPO306760	LYTVA_04036, LYTVA_16457
OG0001062	CAPO300111	LYTVA_17131, LYTVA_15828
OG0001064	CAPO304594	LYTVA_11261
OG0001066	CAPO305156	LYTVA_22867
OG0001072	CAPO304331	LYTVA_21778, LYTVA_21225
OG0001073	CAPO307880	LYTVA_18221
OG0001075	CAPO305658	LYTVA_24384
OG0001076	CAPO306580	LYTVA_12589
OG0001078	CAPO300211	LYTVA_23690, LYTVA_03209
OG0001082	CAPO306944	LYTVA_14593, LYTVA_14830, LYTVA_06685, LYTVA_11262
OG0001083	CAPO306339	LYTVA_15288
OG0001085	CAPO305936	LYTVA_28264
OG0001092	CAPO303664	LYTVA_01908, LYTVA_21143
OG0001095	CAPO303064	LYTVA_10435
OG0001096	CAPO308143	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651
OG0001101	CAPO301529	LYTVA_28690
OG0001104	CAPO306923	LYTVA_25180
OG0001106	CAPO307850	LYTVA_24001, LYTVA_04820, LYTVA_25189
OG0001108	CAPO300863	LYTVA_12879
OG0001113	CAPO302840	LYTVA_28836
OG0001116	CAPO303103	LYTVA_16823
OG0001120	CAPO300555	LYTVA_20018, LYTVA_08711
OG0001121	CAPO305030	LYTVA_15718
OG0001122	CAPO300744	LYTVA_10807
OG0001123	CAPO305010	LYTVA_23681, LYTVA_01308
OG0001123	CAPO307047	LYTVA_15011
OG0001124	CAPO307326	LYTVA_16535, LYTVA_12081
OG0001125	CAPO304253	LYTVA_21515
OG0001126	CAPO301067	LYTVA_20544
OG0001126	CAPO308119	LYTVA_13765
OG0001129	CAPO306230	LYTVA_14702
OG0001130	CAPO305636	LYTVA_01563, LYTVA_15752, LYTVA_08958
OG0001132	CAPO303538	LYTVA_01795
OG0001133	CAPO302577	LYTVA_21722
OG0001133	CAPO300360	LYTVA_13505, LYTVA_08035
OG0001134	CAPO304261	LYTVA_23641
OG0001135	CAPO304787	LYTVA_26249
OG0001137	CAPO308164	LYTVA_08712
OG0001139	CAPO300537	LYTVA_17543
OG0001142	CAPO304790	LYTVA_17988
OG0001143	CAPO304300	LYTVA_01170
OG0001144	CAPO307577	LYTVA_24625
OG0001146	CAPO300511	LYTVA_06824
OG0001147	CAPO306370	LYTVA_16424
OG0001149	CAPO305549	LYTVA_04169, LYTVA_25161
OG0001156	CAPO306962	LYTVA_22449
OG0001157	CAPO304789	LYTVA_13906
OG0001158	CAPO302639	LYTVA_13180, LYTVA_17437
OG0001160	CAPO304743	LYTVA_26964
OG0001161	CAPO301112	LYTVA_10014
OG0001163	CAPO301684, CAPO307755, CAPO304886	LYTVA_24878, LYTVA_28270
OG0001167	CAPO307849	LYTVA_19097
OG0001168	CAPO301546	LYTVA_03414
OG0001169	CAPO301751	LYTVA_06902
OG0001170	CAPO302766	LYTVA_06397, LYTVA_13191
OG0001171	CAPO300420	LYTVA_23053
OG0001171	CAPO303195, CAPO305267	LYTVA_27044
OG0001175	CAPO304133, CAPO306812	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001179	CAPO300184	LYTVA_26628, LYTVA_09673
OG0001181	CAPO301983	LYTVA_20940, LYTVA_10373
OG0001183	CAPO301096	LYTVA_07928
OG0001184	CAPO306392	LYTVA_02863, LYTVA_18281
OG0001185	CAPO303366	LYTVA_09656
OG0001186	CAPO302303	LYTVA_28926
OG0001186	CAPO307451	LYTVA_01688
OG0001188	CAPO300558	LYTVA_25404
OG0001196	CAPO301570	LYTVA_03677
OG0001197	CAPO306552	LYTVA_08630
OG0001199	CAPO305690	LYTVA_28061, LYTVA_13204
OG0001201	CAPO302220	LYTVA_16866, LYTVA_02039
OG0001202	CAPO306186	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829
OG0001207	CAPO305627	LYTVA_05411
OG0001207	CAPO302093	LYTVA_20519, LYTVA_10763
OG0001208	CAPO300830	LYTVA_13276
OG0001210	CAPO300919	LYTVA_19275
OG0001210	CAPO302732, CAPO302555	LYTVA_04311
OG0001213	CAPO304729	LYTVA_07548, LYTVA_11628
OG0001213	CAPO303632	LYTVA_18522
OG0001215	CAPO302583	LYTVA_14835
OG0001216	CAPO307997	LYTVA_09816, LYTVA_23706
OG0001217	CAPO306810	LYTVA_22786, LYTVA_21151
OG0001218	CAPO307457	LYTVA_26113
OG0001221	CAPO307765	LYTVA_14047
OG0001222	CAPO301496, CAPO301391, CAPO303918	LYTVA_02187
OG0001232	CAPO304224	LYTVA_24297
OG0001233	CAPO303591	LYTVA_12332, LYTVA_06716
OG0001234	CAPO307897	LYTVA_27375
OG0001241	CAPO303368	LYTVA_01648
OG0001247	CAPO303193, CAPO307423	LYTVA_23646
OG0001248	CAPO303079	LYTVA_00986, LYTVA_16637
OG0001249	CAPO306922	LYTVA_03472
OG0001250	CAPO302323	LYTVA_23037
OG0001251	CAPO302019	LYTVA_12207
OG0001252	CAPO300016	LYTVA_28229, LYTVA_04840
OG0001253	CAPO306156	LYTVA_02267
OG0001254	CAPO307546	LYTVA_26444
OG0001261	CAPO302839	LYTVA_10322
OG0001262	CAPO301672	LYTVA_27431
OG0001263	CAPO301777	LYTVA_17717, LYTVA_22972, LYTVA_09084
OG0001267	CAPO307578	LYTVA_08091, LYTVA_09343
OG0001268	CAPO303692	LYTVA_20779
OG0001270	CAPO304393	LYTVA_18319
OG0001271	CAPO302779	LYTVA_09608
OG0001272	CAPO305566	LYTVA_29380, LYTVA_27489
OG0001274	CAPO308194	LYTVA_02869
OG0001276	CAPO302888	LYTVA_24445
OG0001278	CAPO306229	LYTVA_12248, LYTVA_16623, LYTVA_15868
OG0001279	CAPO302733	LYTVA_22555
OG0001281	CAPO304088, CAPO303543	LYTVA_23356
OG0001284	CAPO300970	LYTVA_30054, LYTVA_01526, LYTVA_15592
OG0001285	CAPO304179	LYTVA_29344, LYTVA_29345
OG0001286	CAPO303892	LYTVA_00885
OG0001287	CAPO302822, CAPO304538	LYTVA_06176
OG0001288	CAPO302651	LYTVA_10306
OG0001289	CAPO306071	LYTVA_16137, LYTVA_24768, LYTVA_02257
OG0001290	CAPO302574	LYTVA_13603
OG0001291	CAPO300695	LYTVA_11712
OG0001294	CAPO304223	LYTVA_19271
OG0001295	CAPO306210	LYTVA_15580
OG0001296	CAPO308260	LYTVA_20224
OG0001297	CAPO305437	LYTVA_24047, LYTVA_14610
OG0001300	CAPO300154	LYTVA_05607, LYTVA_03792
OG0001302	CAPO302654	LYTVA_01979, LYTVA_15833
OG0001302	CAPO302215	LYTVA_08998
OG0001304	CAPO302419	LYTVA_26874
OG0001305	CAPO304488	LYTVA_00811, LYTVA_15520
OG0001308	CAPO300864	LYTVA_09417
OG0001308	CAPO300432	LYTVA_06427, LYTVA_08159
OG0001309	CAPO300871	LYTVA_11009, LYTVA_28629, LYTVA_28628
OG0001310	CAPO305405	LYTVA_08839
OG0001310	CAPO300151	LYTVA_04185, LYTVA_11415
OG0001311	CAPO300585	LYTVA_28955, LYTVA_10099
OG0001312	CAPO304811	LYTVA_06396
OG0001314	CAPO306642	LYTVA_09665, LYTVA_17554, LYTVA_08218, LYTVA_08220
OG0001317	CAPO302225	LYTVA_09521
OG0001318	CAPO306280	LYTVA_16780
OG0001318	CAPO303315	LYTVA_28059
OG0001319	CAPO304915	LYTVA_24409, LYTVA_24410
OG0001320	CAPO307498	LYTVA_21775
OG0001320	CAPO304958	LYTVA_09922
OG0001322	CAPO302022	LYTVA_08843
OG0001323	CAPO301735	LYTVA_00847
OG0001325	CAPO304115	LYTVA_09407
OG0001326	CAPO306149	LYTVA_02897
OG0001327	CAPO305568	LYTVA_12279
OG0001330	CAPO304584, CAPO300112	LYTVA_04759
OG0001332	CAPO305487	LYTVA_11327, LYTVA_11322
OG0001333	CAPO301191	LYTVA_22466
OG0001333	CAPO305523	LYTVA_12467
OG0001344	CAPO308153	LYTVA_02352
OG0001345	CAPO306177	LYTVA_20477
OG0001348	CAPO304908	LYTVA_20545, LYTVA_22256
OG0001350	CAPO307484	LYTVA_25134
OG0001353	CAPO303379	LYTVA_22573
OG0001355	CAPO307732	LYTVA_11629
OG0001358	CAPO302204	LYTVA_28060
OG0001361	CAPO307400	LYTVA_24814
OG0001364	CAPO307249	LYTVA_09892
OG0001366	CAPO302707	LYTVA_01522
OG0001367	CAPO304628	LYTVA_20815
OG0001370	CAPO305064	LYTVA_22074
OG0001372	CAPO301063	LYTVA_11215
OG0001372	CAPO306529	LYTVA_06840
OG0001373	CAPO300734	LYTVA_08692
OG0001378	CAPO302717	LYTVA_17384
OG0001379	CAPO304865	LYTVA_28884
OG0001382	CAPO306735	LYTVA_23629, LYTVA_06738
OG0001383	CAPO300442	LYTVA_24693
OG0001386	CAPO305078	LYTVA_09276, LYTVA_15458
OG0001387	CAPO306110, CAPO306288	LYTVA_23743, LYTVA_03895
OG0001397	CAPO306119	LYTVA_19050, LYTVA_23784
OG0001399	CAPO304148	LYTVA_11204, LYTVA_26875
OG0001400	CAPO305841	LYTVA_25761
OG0001404	CAPO302450	LYTVA_25793, LYTVA_03852
OG0001405	CAPO302942	LYTVA_13898
OG0001406	CAPO305604	LYTVA_02505
OG0001409	CAPO300832	LYTVA_11490
OG0001410	CAPO304381	LYTVA_26149
OG0001412	CAPO304843	LYTVA_29467
OG0001413	CAPO300375	LYTVA_11550, LYTVA_08728, LYTVA_22106
OG0001414	CAPO301834	LYTVA_18745
OG0001414	CAPO303273	LYTVA_15413
OG0001415	CAPO307087	LYTVA_04754, LYTVA_19006, LYTVA_27686
OG0001416	CAPO300753	LYTVA_10946, LYTVA_28696
OG0001418	CAPO300218	LYTVA_00553
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	LYTVA_11976
OG0001422	CAPO308345, CAPO303120	LYTVA_28672
OG0001423	CAPO301310	LYTVA_12091, LYTVA_28484
OG0001424	CAPO304776	LYTVA_01086, LYTVA_05792
OG0001425	CAPO302275, CAPO302850	LYTVA_20870
OG0001426	CAPO302841	LYTVA_03466, LYTVA_13737
OG0001427	CAPO302723	LYTVA_08328
OG0001428	CAPO303027	LYTVA_04004
OG0001430	CAPO300562	LYTVA_05538
OG0001431	CAPO308230	LYTVA_23169
OG0001434	CAPO304740	LYTVA_19139
OG0001437	CAPO304955	LYTVA_02456
OG0001440	CAPO305450	LYTVA_21865, LYTVA_11891, LYTVA_17468
OG0001445	CAPO301958	LYTVA_06306
OG0001446	CAPO304614	LYTVA_05089, LYTVA_00329
OG0001447	CAPO307093	LYTVA_08300
OG0001449	CAPO306822	LYTVA_26829
OG0001449	CAPO307511	LYTVA_16874
OG0001451	CAPO300036	LYTVA_28152, LYTVA_15293, LYTVA_15292
OG0001452	CAPO301933	LYTVA_07052
OG0001454	CAPO303806	LYTVA_12706
OG0001456	CAPO307965	LYTVA_29753
OG0001459	CAPO307035	LYTVA_03447
OG0001460	CAPO300988	LYTVA_05188
OG0001460	CAPO305875	LYTVA_25220
OG0001463	CAPO304054	LYTVA_02407, LYTVA_02045
OG0001466	CAPO305831	LYTVA_06219, LYTVA_06226
OG0001467	CAPO304882	LYTVA_13981, LYTVA_22531
OG0001468	CAPO306475	LYTVA_26492
OG0001469	CAPO306371	LYTVA_18384
OG0001469	CAPO301724	LYTVA_08369
OG0001470	CAPO305163	LYTVA_05300
OG0001472	CAPO305311	LYTVA_00674, LYTVA_18392
OG0001473	CAPO304310	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712
OG0001474	CAPO306191	LYTVA_01292
OG0001475	CAPO305552	LYTVA_29056, LYTVA_29057, LYTVA_24837
OG0001476	CAPO305062	LYTVA_11849
OG0001478	CAPO303095	LYTVA_27270, LYTVA_05260
OG0001478	CAPO304965	LYTVA_16139, LYTVA_02086
OG0001479	CAPO306515	LYTVA_06390
OG0001482	CAPO307610	LYTVA_01060
OG0001484	CAPO301411	LYTVA_19019, LYTVA_27048
OG0001485	CAPO301954	LYTVA_14466, LYTVA_27906
OG0001486	CAPO302441	LYTVA_00800
OG0001490	CAPO305433	LYTVA_21998
OG0001492	CAPO305155	LYTVA_23916
OG0001495	CAPO302008	LYTVA_19058
OG0001496	CAPO301356	LYTVA_02996, LYTVA_18645, LYTVA_00598
OG0001500	CAPO300054	LYTVA_09855
OG0001501	CAPO305474	LYTVA_20209
OG0001503	CAPO305666	LYTVA_26157
OG0001503	CAPO307598	LYTVA_21678
OG0001504	CAPO307661	LYTVA_08379, LYTVA_08381
OG0001506	CAPO300953	LYTVA_24167
OG0001507	CAPO304204	LYTVA_01453, LYTVA_12072
OG0001511	CAPO306127, CAPO305043	LYTVA_02740
OG0001516	CAPO300345	LYTVA_11182, LYTVA_25941
OG0001517	CAPO303690	LYTVA_12522
OG0001519	CAPO306949	LYTVA_24034
OG0001522	CAPO303667	LYTVA_27748, LYTVA_05588, LYTVA_28109
OG0001524	CAPO300996	LYTVA_17084, LYTVA_14262
OG0001524	CAPO308304	LYTVA_25311
OG0001526	CAPO305679	LYTVA_26761, LYTVA_03589
OG0001527	CAPO300128	LYTVA_20326
OG0001529	CAPO300593	LYTVA_05701
OG0001530	CAPO302602	LYTVA_09311, LYTVA_19256
OG0001532	CAPO301981	LYTVA_28954
OG0001532	CAPO300282	LYTVA_28949
OG0001533	CAPO306032	LYTVA_13013
OG0001534	CAPO304425	LYTVA_02078
OG0001545	CAPO300895	LYTVA_21798
OG0001548	CAPO301500	LYTVA_13287, LYTVA_01570, LYTVA_15807, LYTVA_12151, LYTVA_05620, LYTVA_12723, LYTVA_14554, LYTVA_01710, LYTVA_22660, LYTVA_00882, LYTVA_03864, LYTVA_06302
OG0001551	CAPO306604	LYTVA_06090
OG0001553	CAPO308172	LYTVA_29518
OG0001554	CAPO302370	LYTVA_00642
OG0001557	CAPO304176	LYTVA_23103
OG0001558	CAPO301132	LYTVA_06196
OG0001559	CAPO301785	LYTVA_27028
OG0001561	CAPO301999	LYTVA_04106, LYTVA_00921
OG0001563	CAPO306378	LYTVA_18255, LYTVA_29179, LYTVA_21711
OG0001564	CAPO301061	LYTVA_04654, LYTVA_21130
OG0001567	CAPO300948	LYTVA_24465, LYTVA_26978, LYTVA_26194
OG0001568	CAPO301468	LYTVA_29892
OG0001570	CAPO303364	LYTVA_25305
OG0001572	CAPO304756	LYTVA_17414
OG0001572	CAPO304137	LYTVA_21491
OG0001573	CAPO305125, CAPO303819	LYTVA_09972
OG0001576	CAPO306270	LYTVA_04399
OG0001578	CAPO300715	LYTVA_07447
OG0001581	CAPO306056	LYTVA_03103
OG0001582	CAPO307073	LYTVA_05770
OG0001583	CAPO306289	LYTVA_00600
OG0001584	CAPO301068	LYTVA_16613
OG0001589	CAPO303301, CAPO304004	LYTVA_18831, LYTVA_18102
OG0001590	CAPO302386	LYTVA_02727
OG0001599	CAPO300887	LYTVA_01284, LYTVA_27246
OG0001600	CAPO305994	LYTVA_19566
OG0001603	CAPO306228	LYTVA_09954, LYTVA_09254, LYTVA_25121, LYTVA_29742
OG0001604	CAPO303898	LYTVA_01583
OG0001605	CAPO307473	LYTVA_28463, LYTVA_28464, LYTVA_27230
OG0001609	CAPO304683	LYTVA_06544
OG0001609	CAPO302057	LYTVA_09772, LYTVA_05376
OG0001611	CAPO305038	LYTVA_23650, LYTVA_24498
OG0001612	CAPO302202	LYTVA_09143
OG0001614	CAPO303895	LYTVA_00842, LYTVA_23993
OG0001614	CAPO307630	LYTVA_08406
OG0001615	CAPO300749	LYTVA_16791, LYTVA_29681, LYTVA_02240
OG0001617	CAPO302798	LYTVA_01260, LYTVA_18507
OG0001621	CAPO302875	LYTVA_26251
OG0001622	CAPO302121	LYTVA_08170, LYTVA_12311
OG0001634	CAPO305614	LYTVA_20717
OG0001638	CAPO303528	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001641	CAPO303281	LYTVA_15842
OG0001643	CAPO306838	LYTVA_10368
OG0001644	CAPO303665	LYTVA_08193
OG0001652	CAPO302838	LYTVA_10972, LYTVA_22143
OG0001653	CAPO305118	LYTVA_15506
OG0001655	CAPO302812	LYTVA_29262
OG0001657	CAPO304165, CAPO303952	LYTVA_24520
OG0001660	CAPO305930	LYTVA_26564
