Orthogroup	CAPO3	LYTVA_ok
OG0002870	CAPO303935	LYTVA_13335
OG0002875	CAPO302434	LYTVA_29837
OG0002876	CAPO302622	LYTVA_03623
OG0002878	CAPO304014	LYTVA_11914
OG0002884	CAPO306804	LYTVA_15779
OG0002888	CAPO302979	LYTVA_16817, LYTVA_26979, LYTVA_26972
OG0002890	CAPO307147	LYTVA_20159
OG0002891	CAPO305115	LYTVA_09791, LYTVA_12147
OG0002895	CAPO306767, CAPO303745	LYTVA_26396
OG0002896	CAPO301218	LYTVA_13760
OG0002897	CAPO306671	LYTVA_21966
OG0002899	CAPO306014	LYTVA_26043
OG0002900	CAPO303795	LYTVA_01793
OG0002902	CAPO300125	LYTVA_25031
OG0002908	CAPO301293	LYTVA_05679
OG0002909	CAPO302801	LYTVA_25972
OG0002911	CAPO306312	LYTVA_24799
OG0002913	CAPO307505	LYTVA_29014, LYTVA_16275
OG0002914	CAPO304158	LYTVA_16256
OG0002915	CAPO307623	LYTVA_04120
OG0002917	CAPO304597	LYTVA_12457, LYTVA_05198
OG0002921	CAPO307445	LYTVA_27879
OG0002923	CAPO307207	LYTVA_00338
OG0002926	CAPO301908	LYTVA_17562, LYTVA_04390
OG0002927	CAPO307647	LYTVA_13304, LYTVA_02118
OG0002944	CAPO306630	LYTVA_05446, LYTVA_16324, LYTVA_09446
OG0002945	CAPO307786	LYTVA_06562, LYTVA_11930
OG0002947	CAPO306510	LYTVA_12540
OG0002948	CAPO303072	LYTVA_06849, LYTVA_06850, LYTVA_11784
OG0002949	CAPO305527, CAPO304499	LYTVA_16087
OG0002950	CAPO302322	LYTVA_14557, LYTVA_20825
OG0002952	CAPO304062, CAPO304063	LYTVA_11677
OG0002953	CAPO305937	LYTVA_24232
OG0002954	CAPO303510	LYTVA_27076
OG0002955	CAPO305617	LYTVA_08492
OG0002957	CAPO303846	LYTVA_02020
OG0002959	CAPO305557	LYTVA_09399
OG0002961	CAPO306313	LYTVA_01187
OG0002962	CAPO302937	LYTVA_21311
OG0002969	CAPO301408	LYTVA_21133, LYTVA_18655
OG0002973	CAPO301405	LYTVA_25878
OG0002974	CAPO300358	LYTVA_28658, LYTVA_15364
OG0002976	CAPO304649	LYTVA_21549
OG0002977	CAPO306762	LYTVA_25111
OG0002979	CAPO300623	LYTVA_23820
OG0002982	CAPO306469	LYTVA_23766
OG0002983	CAPO302346	LYTVA_21419
OG0002985	CAPO300589	LYTVA_15482, LYTVA_08966
OG0002987	CAPO306603	LYTVA_03673
OG0002988	CAPO300003	LYTVA_22486
OG0002990	CAPO304869	LYTVA_23760
OG0002991	CAPO300778	LYTVA_08511, LYTVA_10060
OG0002994	CAPO307303	LYTVA_17251
OG0002997	CAPO307685	LYTVA_11217
OG0002998	CAPO302958	LYTVA_24592, LYTVA_26894
OG0003001	CAPO302423	LYTVA_10762
OG0003002	CAPO303999	LYTVA_10978
OG0003002	CAPO304848	LYTVA_10079, LYTVA_02883
OG0003004	CAPO304489	LYTVA_18695
OG0003005	CAPO302131	LYTVA_02900
OG0003005	CAPO302452, CAPO300516	LYTVA_16562
OG0003006	CAPO302605	LYTVA_29828
OG0003010	CAPO303642	LYTVA_08548, LYTVA_02560
OG0003014	CAPO304419	LYTVA_22017
OG0003016	CAPO301025	LYTVA_27110, LYTVA_09030
OG0003017	CAPO303755	LYTVA_19123
OG0003018	CAPO301697	LYTVA_21456
OG0003019	CAPO307689	LYTVA_10940, LYTVA_20369
OG0003020	CAPO306543, CAPO306821	LYTVA_21575, LYTVA_21923, LYTVA_26820
OG0003022	CAPO308155	LYTVA_20857, LYTVA_11755
OG0003025	CAPO306077	LYTVA_21705
OG0003026	CAPO304742	LYTVA_04075
OG0003027	CAPO302145	LYTVA_14207
OG0003028	CAPO307794	LYTVA_26826
OG0003029	CAPO301992	LYTVA_18674
OG0003030	CAPO304737	LYTVA_04978
OG0003033	CAPO300181	LYTVA_09117
OG0003034	CAPO300214, CAPO307271	LYTVA_09525
OG0003037	CAPO305626	LYTVA_00120, LYTVA_12907, LYTVA_00121, LYTVA_16935, LYTVA_12672, LYTVA_16933
OG0003038	CAPO300861	LYTVA_17319
OG0003041	CAPO306033	LYTVA_21518, LYTVA_08163, LYTVA_17266
OG0003042	CAPO301480	LYTVA_29954, LYTVA_21714, LYTVA_03237
OG0003043	CAPO304921	LYTVA_21296
OG0003044	CAPO300082	LYTVA_27780
OG0003046	CAPO302851	LYTVA_11309, LYTVA_01962
OG0003048	CAPO300169	LYTVA_03001, LYTVA_03002
OG0003049	CAPO300501, CAPO307086, CAPO305726	LYTVA_12503
OG0003053	CAPO305034	LYTVA_03274
OG0003054	CAPO305605	LYTVA_02503
OG0003055	CAPO307832	LYTVA_01129
OG0003056	CAPO300334	LYTVA_27575, LYTVA_15255
OG0003058	CAPO305219	LYTVA_15514
OG0003059	CAPO307928	LYTVA_28530
OG0003060	CAPO300265	LYTVA_15832
OG0003063	CAPO306091	LYTVA_13937
OG0003064	CAPO303600	LYTVA_26915
OG0003065	CAPO305486	LYTVA_18370
OG0003072	CAPO300719	LYTVA_05083
OG0003073	CAPO300571	LYTVA_10379, LYTVA_23184
OG0003074	CAPO305232	LYTVA_27450, LYTVA_22595
OG0003079	CAPO303732	LYTVA_18034
OG0003103	CAPO300058	LYTVA_02396
OG0003106	CAPO300222	LYTVA_02338
OG0003107	CAPO305408	LYTVA_08803
OG0003108	CAPO307100	LYTVA_01209
OG0003110	CAPO302380	LYTVA_00846
OG0003111	CAPO305398	LYTVA_10117, LYTVA_13563
OG0003112	CAPO305044	LYTVA_12015, LYTVA_15965
OG0003113	CAPO303380	LYTVA_03180
OG0003114	CAPO305811	LYTVA_24574
OG0003115	CAPO305328	LYTVA_09781
OG0003116	CAPO304220	LYTVA_02140, LYTVA_02145, LYTVA_21147
OG0003119	CAPO301756	LYTVA_04583
OG0003120	CAPO301313	LYTVA_05733
OG0003121	CAPO300078	LYTVA_26398
OG0003122	CAPO305152	LYTVA_29592
OG0003124	CAPO307110	LYTVA_26612, LYTVA_10083
OG0003125	CAPO308199	LYTVA_18948
OG0003128	CAPO300639	LYTVA_12794
OG0003130	CAPO308112	LYTVA_13846
OG0003131	CAPO301104	LYTVA_22393, LYTVA_00785, LYTVA_19188
OG0003135	CAPO304970	LYTVA_25688, LYTVA_09090
OG0003136	CAPO303233	LYTVA_01323
OG0003138	CAPO307798	LYTVA_08319
OG0003144	CAPO304802	LYTVA_27951, LYTVA_27950
OG0003145	CAPO301669	LYTVA_18564
OG0003146	CAPO304953	LYTVA_26154, LYTVA_09272
OG0003147	CAPO305754	LYTVA_29462
OG0003149	CAPO303321	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791
OG0003150	CAPO304553	LYTVA_19654
OG0003151	CAPO302311	LYTVA_15917
OG0003153	CAPO305242	LYTVA_03003
OG0003154	CAPO308152	LYTVA_02322
OG0003157	CAPO300659	LYTVA_21022
OG0003158	CAPO304754	LYTVA_11944
OG0003159	CAPO307514	LYTVA_17654
OG0003160	CAPO305734	LYTVA_16473
OG0003161	CAPO307952, CAPO307190, CAPO305141	LYTVA_24026
OG0003162	CAPO303406	LYTVA_18182
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	LYTVA_08131, LYTVA_00115
OG0003166	CAPO306562	LYTVA_11208
OG0003169	CAPO302137	LYTVA_23879
OG0003172	CAPO306984	LYTVA_20354, LYTVA_07071
OG0003174	CAPO306817	LYTVA_25932
OG0003176	CAPO307890	LYTVA_24549
OG0003177	CAPO305441	LYTVA_18012, LYTVA_27860
OG0003178	CAPO303283	LYTVA_19101
OG0003179	CAPO300801	LYTVA_04455
OG0003181	CAPO304354	LYTVA_18551, LYTVA_04265
OG0003184	CAPO303123	LYTVA_06204
OG0003185	CAPO301951	LYTVA_04498
OG0003187	CAPO303479	LYTVA_17204, LYTVA_14632
OG0003189	CAPO303157	LYTVA_15037, LYTVA_03261
OG0003190	CAPO303910	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760
OG0003191	CAPO306279	LYTVA_04471, LYTVA_10768
OG0003192	CAPO301014	LYTVA_21359
OG0003193	CAPO301211	LYTVA_19147
OG0003194	CAPO301882	LYTVA_17057, LYTVA_08696, LYTVA_12324, LYTVA_19921
OG0003196	CAPO301946	LYTVA_22665
OG0003196	CAPO306231	LYTVA_00345
OG0003198	CAPO304417	LYTVA_05453
OG0003199	CAPO305890	LYTVA_14841
OG0003200	CAPO301026	LYTVA_15853
OG0003202	CAPO307016	LYTVA_17714
OG0003203	CAPO305085	LYTVA_08240
OG0003206	CAPO306250	LYTVA_07286
OG0003207	CAPO301521	LYTVA_15862
OG0003210	CAPO303247	LYTVA_15515
OG0003211	CAPO307771	LYTVA_01718, LYTVA_29781
OG0003212	CAPO300076	LYTVA_21928
OG0003214	CAPO305438	LYTVA_25327, LYTVA_22874
OG0003215	CAPO305646	LYTVA_05541
OG0003217	CAPO304366	LYTVA_00325
OG0003218	CAPO308113	LYTVA_24470, LYTVA_25657
OG0003219	CAPO306660	LYTVA_03705
OG0003220	CAPO304799	LYTVA_16356
OG0003221	CAPO300283	LYTVA_24463
OG0003223	CAPO307650	LYTVA_01295
OG0003225	CAPO303179	LYTVA_27283
OG0003227	CAPO306597	LYTVA_27439
OG0003228	CAPO305495	LYTVA_12062
OG0003230	CAPO301507	LYTVA_17038
OG0003231	CAPO301890	LYTVA_10960
OG0003234	CAPO306221	LYTVA_19458
OG0003235	CAPO301047	LYTVA_21510
OG0003251	CAPO307251	LYTVA_05050
OG0003252	CAPO305303	LYTVA_06155, LYTVA_01361, LYTVA_18274
OG0003254	CAPO307938	LYTVA_09955, LYTVA_19250
OG0003257	CAPO303231	LYTVA_21941
OG0003266	CAPO303168	LYTVA_04525
OG0003267	CAPO300914	LYTVA_15112
OG0003268	CAPO301821	LYTVA_09669, LYTVA_05049
OG0003269	CAPO304139	LYTVA_23633, LYTVA_11040
OG0003273	CAPO307851	LYTVA_22153
OG0003277	CAPO306142	LYTVA_01672
OG0003278	CAPO306634	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141
OG0003279	CAPO306251	LYTVA_22067
OG0003282	CAPO305239	LYTVA_26660
OG0003283	CAPO304400	LYTVA_19055
OG0003284	CAPO302648	LYTVA_07395
OG0003287	CAPO306546	LYTVA_04035
OG0003288	CAPO307866	LYTVA_05759
OG0003291	CAPO306657	LYTVA_16947
OG0003293	CAPO300956	LYTVA_23172
OG0003294	CAPO303988	LYTVA_21015
OG0003296	CAPO301282	LYTVA_15653
OG0003297	CAPO307941	LYTVA_26218, LYTVA_19287, LYTVA_19286
OG0003298	CAPO306456	LYTVA_06668
OG0003300	CAPO307904	LYTVA_08691, LYTVA_06659, LYTVA_18142
OG0003301	CAPO300201	LYTVA_23817
OG0003302	CAPO303848	LYTVA_14810
OG0003306	CAPO303291	LYTVA_12285, LYTVA_00241
OG0003309	CAPO301499	LYTVA_24870
OG0003315	CAPO301649	LYTVA_27566, LYTVA_23855
OG0003316	CAPO300235	LYTVA_10053
OG0003317	CAPO304285	LYTVA_16088
OG0003318	CAPO302830	LYTVA_12509
OG0003320	CAPO303640	LYTVA_27746
OG0003323	CAPO304122	LYTVA_21921, LYTVA_29457
OG0003324	CAPO308312	LYTVA_19291
OG0003325	CAPO300972, CAPO304961	LYTVA_29523
OG0003326	CAPO308259	LYTVA_08651, LYTVA_27915
OG0003329	CAPO300711	LYTVA_23352
OG0003331	CAPO303947	LYTVA_27609
OG0003332	CAPO307894	LYTVA_18115
OG0003333	CAPO307836	LYTVA_07549, LYTVA_15167
OG0003334	CAPO305710	LYTVA_07048, LYTVA_05755, LYTVA_06269
OG0003335	CAPO302255	LYTVA_09092
OG0003340	CAPO305389	LYTVA_13141
OG0003341	CAPO301683	LYTVA_16037
OG0003345	CAPO302682	LYTVA_14037, LYTVA_04588, LYTVA_15485
OG0003348	CAPO308059, CAPO308052	LYTVA_06310
OG0003349	CAPO300780	LYTVA_10341, LYTVA_20619
OG0003353	CAPO304897	LYTVA_20644, LYTVA_01424
OG0003354	CAPO300396	LYTVA_25191, LYTVA_01307, LYTVA_04843
OG0003355	CAPO308186	LYTVA_27910
OG0003356	CAPO306224	LYTVA_06879
OG0003357	CAPO307953	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906
OG0003358	CAPO307281	LYTVA_12289
OG0003359	CAPO303262, CAPO304527	LYTVA_06032
OG0003360	CAPO301722	LYTVA_13266, LYTVA_19199
OG0003361	CAPO301802	LYTVA_03232, LYTVA_03231
OG0003362	CAPO306572	LYTVA_05394
OG0003364	CAPO301569	LYTVA_03516, LYTVA_25779
OG0003365	CAPO301538	LYTVA_23475
OG0003366	CAPO302011	LYTVA_15074
OG0003368	CAPO307793	LYTVA_02645, LYTVA_18642
OG0003369	CAPO305084	LYTVA_14942
OG0003370	CAPO302725	LYTVA_24757
OG0003373	CAPO301869	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970
OG0003374	CAPO305683	LYTVA_08104
OG0003375	CAPO301633, CAPO305837	LYTVA_28328, LYTVA_27365
OG0003376	CAPO306560	LYTVA_05006, LYTVA_26307
OG0003377	CAPO301205	LYTVA_19125
OG0003378	CAPO305510	LYTVA_13045
OG0003379	CAPO301575	LYTVA_06980
OG0003380	CAPO301115	LYTVA_05440
OG0003382	CAPO302262	LYTVA_16589, LYTVA_00823
OG0003383	CAPO305778	LYTVA_14856
OG0003384	CAPO306617	LYTVA_07291, LYTVA_28006
OG0003386	CAPO300917	LYTVA_26042
OG0003388	CAPO302657, CAPO304459, CAPO302957	LYTVA_28705
OG0003391	CAPO301846	LYTVA_14803, LYTVA_04532
OG0003392	CAPO304278	LYTVA_24826
OG0003393	CAPO304102	LYTVA_20136
OG0003419	CAPO301040	LYTVA_11665
OG0003422	CAPO300121	LYTVA_16836, LYTVA_20308
OG0003424	CAPO307323	LYTVA_05782
OG0003425	CAPO304371	LYTVA_04392
OG0003426	CAPO301532	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520
OG0003428	CAPO300586	LYTVA_15286
OG0003429	CAPO307638	LYTVA_20604, LYTVA_26105
OG0003431	CAPO308284	LYTVA_13731
OG0003434	CAPO303572	LYTVA_01169
OG0003435	CAPO300552	LYTVA_08543
OG0003438	CAPO304548, CAPO305602, CAPO302554	LYTVA_23556, LYTVA_12357
OG0003443	CAPO306901, CAPO306924	LYTVA_22146
OG0003447	CAPO304621, CAPO305856	LYTVA_21925
OG0003449	CAPO304421	LYTVA_10114, LYTVA_02809, LYTVA_25272, LYTVA_06699, LYTVA_25271
OG0003450	CAPO304313	LYTVA_13056, LYTVA_24553
OG0003451	CAPO302760	LYTVA_22097
OG0003453	CAPO304718	LYTVA_02587
OG0003454	CAPO305798	LYTVA_02948
OG0003455	CAPO300221	LYTVA_25388, LYTVA_24850
OG0003457	CAPO307022	LYTVA_19871, LYTVA_20572, LYTVA_14447
OG0003458	CAPO301287	LYTVA_03618
OG0003459	CAPO304210	LYTVA_10994
OG0003461	CAPO304469	LYTVA_14255
OG0003462	CAPO306452	LYTVA_28602, LYTVA_22633, LYTVA_03993
OG0003464	CAPO306136	LYTVA_06647
OG0003465	CAPO307530	LYTVA_23986, LYTVA_07116
OG0003467	CAPO306150	LYTVA_25547, LYTVA_21585
OG0003471	CAPO304216	LYTVA_12384, LYTVA_00020
OG0003475	CAPO307501	LYTVA_22320, LYTVA_27992, LYTVA_00238
OG0003477	CAPO308122	LYTVA_09865
OG0003478	CAPO300139	LYTVA_27751
OG0003480	CAPO303582	LYTVA_03416
OG0003483	CAPO305509	LYTVA_09501
OG0003486	CAPO304249	LYTVA_21614
OG0003487	CAPO300925	LYTVA_22813
OG0003489	CAPO305291	LYTVA_24756, LYTVA_07007
OG0003491	CAPO304911	LYTVA_11242, LYTVA_18975
OG0003492	CAPO306303	LYTVA_17125
OG0003493	CAPO306533	LYTVA_03266
OG0003497	CAPO305660	LYTVA_24897
OG0003498	CAPO306898	LYTVA_06432
OG0003499	CAPO301160	LYTVA_10932
OG0003500	CAPO304927	LYTVA_25392
OG0003501	CAPO303209	LYTVA_00202
OG0003502	CAPO306906	LYTVA_01228, LYTVA_20788
OG0003503	CAPO307158	LYTVA_13641
OG0003505	CAPO305207	LYTVA_07063, LYTVA_28433, LYTVA_23504
OG0003506	CAPO302826	LYTVA_23421
OG0003507	CAPO303307	LYTVA_06440
OG0003508	CAPO307911	LYTVA_19543
OG0003509	CAPO305689	LYTVA_02422
OG0003511	CAPO307348, CAPO308352	LYTVA_08783, LYTVA_14080
OG0003512	CAPO303631, CAPO302677, CAPO302168	LYTVA_25060, LYTVA_26135, LYTVA_26133, LYTVA_14562
OG0003515	CAPO307211	LYTVA_04862
OG0003518	CAPO307641	LYTVA_18666
OG0003519	CAPO307608	LYTVA_19352
OG0003522	CAPO306659	LYTVA_09959, LYTVA_30110
OG0003523	CAPO304976	LYTVA_11260
OG0003525	CAPO305089	LYTVA_16398, LYTVA_14455
OG0003528	CAPO306484	LYTVA_25429, LYTVA_25427
OG0003531	CAPO300308	LYTVA_03603
OG0003532	CAPO303744	LYTVA_14462
OG0003533	CAPO301327	LYTVA_23225, LYTVA_12475
OG0003537	CAPO301555	LYTVA_07265
OG0003538	CAPO301093	LYTVA_28207, LYTVA_28211
OG0003539	CAPO300449	LYTVA_02480
OG0003541	CAPO300603	LYTVA_21300
OG0003543	CAPO301989	LYTVA_04479
OG0003544	CAPO300418	LYTVA_29003, LYTVA_27728
OG0003546	CAPO303583	LYTVA_09882
OG0003547	CAPO308031	LYTVA_02953
OG0003550	CAPO300137	LYTVA_30065
OG0003552	CAPO307114	LYTVA_11397
OG0003554	CAPO301001	LYTVA_26313
OG0003557	CAPO306086	LYTVA_20994, LYTVA_29355
OG0003562	CAPO303388	LYTVA_15863
OG0003563	CAPO300808, CAPO301102	LYTVA_28497
OG0003566	CAPO300164	LYTVA_12411
OG0003567	CAPO307296	LYTVA_13855
OG0003568	CAPO303992	LYTVA_25025
OG0003569	CAPO306390	LYTVA_07436
OG0003570	CAPO305849	LYTVA_16300
OG0003573	CAPO300904	LYTVA_12228
OG0003577	CAPO306764	LYTVA_24980
OG0003578	CAPO307426	LYTVA_14123
OG0003579	CAPO300766	LYTVA_21586, LYTVA_25548
OG0003599	CAPO301420	LYTVA_25495, LYTVA_28141
OG0003600	CAPO305414	LYTVA_15659, LYTVA_29737
OG0003607	CAPO301867	LYTVA_04001, LYTVA_09961
OG0003610	CAPO302401	LYTVA_07203, LYTVA_24955
OG0003611	CAPO306320	LYTVA_25213
OG0003612	CAPO304993	LYTVA_13319
OG0003613	CAPO305029	LYTVA_26048, LYTVA_10701
OG0003617	CAPO306844	LYTVA_08952, LYTVA_11704
OG0003618	CAPO302109	LYTVA_08987
OG0003619	CAPO304837	LYTVA_29115, LYTVA_05151
OG0003620	CAPO306673	LYTVA_14583
OG0003621	CAPO302199	LYTVA_14368
OG0003622	CAPO305075	LYTVA_12050
OG0003624	CAPO303633	LYTVA_16657
OG0003630	CAPO308012	LYTVA_11059, LYTVA_22109
OG0003631	CAPO303610	LYTVA_17311
OG0003633	CAPO300056	LYTVA_08775, LYTVA_18589
OG0003635	CAPO308133	LYTVA_06198, LYTVA_24849
OG0003638	CAPO305555	LYTVA_26670
OG0003640	CAPO301244	LYTVA_28983
OG0003641	CAPO300746	LYTVA_11566
OG0003644	CAPO304835	LYTVA_19920
OG0003645	CAPO307108	LYTVA_01752
OG0003646	CAPO304914	LYTVA_05796
OG0003648	CAPO302617	LYTVA_17027
OG0003649	CAPO301930	LYTVA_12300, LYTVA_23539
OG0003650	CAPO306633	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	CAPO305370	LYTVA_17096
OG0003652	CAPO300427	LYTVA_28066
OG0003655	CAPO303553	LYTVA_23764
OG0003656	CAPO301350	LYTVA_05217
OG0003657	CAPO305783	LYTVA_11266
OG0003658	CAPO303162	LYTVA_02606
OG0003661	CAPO300815	LYTVA_05212
OG0003664	CAPO305504	LYTVA_05022
OG0003666	CAPO300690	LYTVA_14443
OG0003667	CAPO303859	LYTVA_08344
OG0003668	CAPO300260	LYTVA_23185
OG0003669	CAPO305883	LYTVA_20979, LYTVA_00369
OG0003671	CAPO308173	LYTVA_20433
OG0003672	CAPO300582	LYTVA_28748
OG0003677	CAPO300011	LYTVA_29925
OG0003680	CAPO300884	LYTVA_20499
OG0003682	CAPO301860	LYTVA_10459
OG0003684	CAPO302734	LYTVA_15283, LYTVA_06200, LYTVA_08637, LYTVA_01162
OG0003685	CAPO305996	LYTVA_22072
OG0003686	CAPO302144	LYTVA_11888, LYTVA_24636
OG0003688	CAPO307252	LYTVA_24642
OG0003690	CAPO307478	LYTVA_15125
OG0003693	CAPO302269	LYTVA_10292
OG0003694	CAPO307654	LYTVA_21490
OG0003695	CAPO303363	LYTVA_08219
OG0003696	CAPO304903	LYTVA_10724
OG0003697	CAPO307718	LYTVA_24825
OG0003698	CAPO306302	LYTVA_00449, LYTVA_00450
OG0003700	CAPO304411	LYTVA_05846
OG0003703	CAPO305764	LYTVA_15204, LYTVA_25249
OG0003704	CAPO308213	LYTVA_22078
OG0003710	CAPO301647	LYTVA_01367
OG0003712	CAPO300556	LYTVA_13639, LYTVA_13640
OG0003713	CAPO306178	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	CAPO303976	LYTVA_00505
OG0003717	CAPO306282	LYTVA_24800
OG0003718	CAPO307310	LYTVA_22052
OG0003719	CAPO300227	LYTVA_16501
OG0003721	CAPO300976, CAPO300975	LYTVA_29839
OG0003722	CAPO300031	LYTVA_09208, LYTVA_00262
OG0003724	CAPO308007	LYTVA_28771
OG0003729	CAPO307394	LYTVA_20503
OG0003730	CAPO305074	LYTVA_17088
OG0003731	CAPO304053	LYTVA_05810
OG0003732	CAPO306498	LYTVA_25663, LYTVA_20441
OG0003733	CAPO305671	LYTVA_13502, LYTVA_08036
OG0003734	CAPO305564	LYTVA_19044, LYTVA_23146
OG0003735	CAPO308150	LYTVA_11688, LYTVA_28003
OG0003738	CAPO304238	LYTVA_24822
OG0003739	CAPO300467	LYTVA_20011
OG0003740	CAPO307238	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	CAPO305770	LYTVA_18369, LYTVA_00346
OG0003742	CAPO303080	LYTVA_26372
OG0003743	CAPO302360	LYTVA_26127, LYTVA_26126
OG0003744	CAPO306491	LYTVA_06947
OG0003749	CAPO306992	LYTVA_18850
OG0003750	CAPO304840	LYTVA_02287, LYTVA_01689
OG0003752	CAPO306304	LYTVA_01820
OG0003754	CAPO305643	LYTVA_22465
OG0003758	CAPO308214	LYTVA_17109
OG0003759	CAPO307476	LYTVA_26967
OG0003760	CAPO304944	LYTVA_30090, LYTVA_22219
OG0003761	CAPO301690	LYTVA_05534
OG0003762	CAPO303010	LYTVA_17274
OG0003764	CAPO300879	LYTVA_17144, LYTVA_11016
OG0003767	CAPO301363	LYTVA_08194
OG0003769	CAPO305668	LYTVA_18678
OG0003770	CAPO300865, CAPO305387	LYTVA_21288, LYTVA_11378
OG0003771	CAPO300755	LYTVA_28045
OG0003773	CAPO301706	LYTVA_22099, LYTVA_08704
OG0003778	CAPO302558	LYTVA_11821
OG0003779	CAPO304919	LYTVA_10521
OG0003798	CAPO300229	LYTVA_21450
OG0003803	CAPO307540	LYTVA_17645
OG0003806	CAPO304817	LYTVA_30001
OG0003807	CAPO308021	LYTVA_29933
OG0003808	CAPO308095	LYTVA_19229
OG0003809	CAPO306197	LYTVA_25226
OG0003811	CAPO302863	LYTVA_01732
OG0003813	CAPO305053	LYTVA_00532
OG0003818	CAPO306945	LYTVA_09712
OG0003820	CAPO302724	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003823	CAPO305304	LYTVA_28299
OG0003824	CAPO300109	LYTVA_20107, LYTVA_06706
OG0003826	CAPO303948	LYTVA_13850
OG0003827	CAPO302156	LYTVA_03265
OG0003828	CAPO304442	LYTVA_13423
OG0003829	CAPO304825	LYTVA_18420
OG0003831	CAPO301320	LYTVA_24443
OG0003833	CAPO305448	LYTVA_27868, LYTVA_23190
OG0003834	CAPO307203	LYTVA_28662
OG0003836	CAPO301610	LYTVA_24859
OG0003837	CAPO304430	LYTVA_29929
OG0003838	CAPO304061, CAPO304064	LYTVA_17094
OG0003839	CAPO300238, CAPO301543, CAPO307066	LYTVA_23937, LYTVA_14573
OG0003840	CAPO300299	LYTVA_04824
OG0003844	CAPO306235	LYTVA_23802
OG0003845	CAPO302000	LYTVA_09006
OG0003846	CAPO300905	LYTVA_03898, LYTVA_08542
OG0003848	CAPO305229, CAPO305228	LYTVA_12543
OG0003850	CAPO306458	LYTVA_06404
OG0003851	CAPO301154	LYTVA_27115, LYTVA_26448
OG0003852	CAPO302241	LYTVA_02920
OG0003853	CAPO308238	LYTVA_09397
OG0003854	CAPO306385	LYTVA_16966
OG0003855	CAPO304198	LYTVA_19474
OG0003856	CAPO308004	LYTVA_25797
OG0003857	CAPO302185	LYTVA_25367, LYTVA_25796
OG0003858	CAPO300728	LYTVA_01327, LYTVA_27055
OG0003859	CAPO306990	LYTVA_21927
OG0003860	CAPO303899	LYTVA_18534
OG0003861	CAPO302754	LYTVA_09141
OG0003863	CAPO300200	LYTVA_25098
OG0003864	CAPO300087	LYTVA_16744
OG0003865	CAPO304904	LYTVA_06719, LYTVA_29186
OG0003866	CAPO302683	LYTVA_29703
OG0003867	CAPO301767	LYTVA_19438, LYTVA_29419
OG0003868	CAPO306848	LYTVA_16042
OG0003869	CAPO307094	LYTVA_12197
OG0003870	CAPO305132	LYTVA_09623, LYTVA_02604
OG0003871	CAPO304658	LYTVA_29042
OG0003873	CAPO305775	LYTVA_12402
OG0003875	CAPO303382	LYTVA_02952
OG0003876	CAPO307728	LYTVA_08885
OG0003878	CAPO308329	LYTVA_06775, LYTVA_04340
OG0003881	CAPO303685	LYTVA_02265
OG0003886	CAPO304109	LYTVA_00295
OG0003887	CAPO307036	LYTVA_04461
OG0003888	CAPO302763	LYTVA_17977
OG0003888	CAPO302764	LYTVA_27229, LYTVA_07798
OG0003890	CAPO304707	LYTVA_19129, LYTVA_23306
OG0003892	CAPO307708	LYTVA_28820
OG0003893	CAPO300022	LYTVA_17888, LYTVA_12620, LYTVA_25794, LYTVA_09128
OG0003894	CAPO302778	LYTVA_30206
OG0003897	CAPO303759	LYTVA_01009, LYTVA_18263
OG0003898	CAPO307893, CAPO307749, CAPO306069	LYTVA_11060, LYTVA_08754
OG0003899	CAPO300674	LYTVA_01604
OG0003900	CAPO301714	LYTVA_00171, LYTVA_09089
OG0003901	CAPO301256	LYTVA_25425, LYTVA_13674
OG0003903	CAPO305736	LYTVA_02798, LYTVA_02947, LYTVA_14426
OG0003904	CAPO305947	LYTVA_08407
OG0003906	CAPO301369	LYTVA_00896
OG0003908	CAPO301425	LYTVA_01934, LYTVA_01565
OG0003908	CAPO308216	LYTVA_23240
OG0003909	CAPO301220	LYTVA_09021, LYTVA_04292
OG0003910	CAPO302786	LYTVA_15956
OG0003911	CAPO305312	LYTVA_13769
OG0003912	CAPO307896	LYTVA_20384
OG0003913	CAPO306587	LYTVA_01876, LYTVA_18035, LYTVA_17952, LYTVA_20575
OG0003914	CAPO301224	LYTVA_00538
OG0003915	CAPO304633	LYTVA_03286, LYTVA_20325, LYTVA_29470
OG0003917	CAPO306797	LYTVA_26563, LYTVA_13069
OG0003920	CAPO301554	LYTVA_03736
OG0003921	CAPO300430	LYTVA_29296
OG0003922	CAPO304241	LYTVA_21766, LYTVA_20004
