Orthogroup	CAPO3	HUMAN
OG0002373	CAPO306206	HUMAN09024
OG0002374	CAPO302309	HUMAN13712, HUMAN13711, HUMAN19212
OG0002375	CAPO305178, CAPO300285	HUMAN26013
OG0002376	CAPO304863	HUMAN08832, HUMAN04793, HUMAN04794
OG0002377	CAPO301847	HUMAN16997, HUMAN29697, HUMAN08799
OG0002379	CAPO301214	HUMAN21651, HUMAN11813, HUMAN11812
OG0002379	CAPO307312	HUMAN14399
OG0002383	CAPO302731	HUMAN05663
OG0002384	CAPO305065	HUMAN29809, HUMAN29808, HUMAN12433, HUMAN12383, HUMAN02993, HUMAN02999, HUMAN06786, HUMAN06787
OG0002396	CAPO302410	HUMAN04896, HUMAN17031
OG0002398	CAPO306938	HUMAN30259, HUMAN30258, HUMAN17416, HUMAN27452
OG0002405	CAPO308161	HUMAN27479, HUMAN07489, HUMAN29973
OG0002406	CAPO304138	HUMAN05709, HUMAN11344, HUMAN05707, HUMAN05708, HUMAN11342, HUMAN11345, HUMAN11346
OG0002407	CAPO301366	HUMAN30305, HUMAN03387
OG0002409	CAPO301533	HUMAN30558, HUMAN02835
OG0002410	CAPO305170	HUMAN19269, HUMAN19268
OG0002411	CAPO305052	HUMAN01621, HUMAN09554, HUMAN01620
OG0002413	CAPO307797	HUMAN14693, HUMAN14692
OG0002414	CAPO304631	HUMAN13805, HUMAN19247
OG0002415	CAPO304905	HUMAN03247
OG0002418	CAPO303802	HUMAN07184, HUMAN05898
OG0002419	CAPO303825	HUMAN10282, HUMAN10283
OG0002421	CAPO305365	HUMAN11189, HUMAN11188
OG0002422	CAPO302014	HUMAN30114, HUMAN03138
OG0002425	CAPO304491	HUMAN00384, HUMAN00382, HUMAN00383
OG0002426	CAPO303294	HUMAN25972, HUMAN15924, HUMAN25971, HUMAN20163
OG0002429	CAPO305260	HUMAN11474, HUMAN19001
OG0002433	CAPO302444	HUMAN13299, HUMAN13300
OG0002435	CAPO304613	HUMAN28995, HUMAN28997, HUMAN28998
OG0002436	CAPO307054	HUMAN20017, HUMAN20016, HUMAN20015, HUMAN26419
OG0002437	CAPO303352	HUMAN29423
OG0002439	CAPO302565	HUMAN02864
OG0002441	CAPO304429	HUMAN30009
OG0002442	CAPO300535	HUMAN11990, HUMAN16430, HUMAN19185
OG0002443	CAPO301424	HUMAN06724, HUMAN06723
OG0002445	CAPO304782	HUMAN00497
OG0002446	CAPO303707	HUMAN20216, HUMAN20215
OG0002448	CAPO308204	HUMAN03308
OG0002453	CAPO305834	HUMAN05698, HUMAN05699
OG0002454	CAPO305157	HUMAN26457, HUMAN07300, HUMAN26455, HUMAN26456
OG0002466	CAPO305593	HUMAN15905, HUMAN15904, HUMAN15903, HUMAN09335, HUMAN02254, HUMAN09333, HUMAN09329, HUMAN09332, HUMAN09334
OG0002467	CAPO302869	HUMAN00486, HUMAN28100, HUMAN16607
OG0002476	CAPO307617	HUMAN25139, HUMAN11340, HUMAN11341
OG0002484	CAPO305360	HUMAN22078, HUMAN22079, HUMAN22077
OG0002486	CAPO303598	HUMAN02600, HUMAN02597, HUMAN02601, HUMAN02598, HUMAN02599
OG0002489	CAPO304231	HUMAN03673, HUMAN03674, HUMAN03675, HUMAN18641
OG0002490	CAPO307409, CAPO300849	HUMAN30506, HUMAN26817, HUMAN26816, HUMAN26815
OG0002492	CAPO305743	HUMAN18352, HUMAN18351
OG0002494	CAPO307620	HUMAN27784, HUMAN19149, HUMAN27783, HUMAN19150, HUMAN19148, HUMAN27785
OG0002495	CAPO306559	HUMAN17937
OG0002496	CAPO300997	HUMAN28683, HUMAN28684, HUMAN10156
OG0002497	CAPO301629	HUMAN12673, HUMAN20584
OG0002499	CAPO308309	HUMAN00044
OG0002500	CAPO305159	HUMAN10791
OG0002501	CAPO305150	HUMAN13100, HUMAN13102, HUMAN13101
OG0002503	CAPO301024	HUMAN24375, HUMAN24374
OG0002505	CAPO302692	HUMAN26605
OG0002506	CAPO301029	HUMAN08683, HUMAN08684, HUMAN02496
OG0002507	CAPO303215	HUMAN28896, HUMAN01305, HUMAN28924
OG0002509	CAPO305905, CAPO306732	HUMAN03306
OG0002510	CAPO305793	HUMAN05353
OG0002511	CAPO303146	HUMAN26058, HUMAN26057, HUMAN18058
OG0002516	CAPO307569	HUMAN05465, HUMAN05466, HUMAN05464
OG0002518	CAPO304200	HUMAN00380
OG0002519	CAPO302874	HUMAN24014, HUMAN07755
OG0002523	CAPO301008	HUMAN20518, HUMAN27049, HUMAN09159, HUMAN09158
OG0002525	CAPO300787	HUMAN25695, HUMAN21372
OG0002526	CAPO303145	HUMAN16770, HUMAN16769
OG0002527	CAPO306066	HUMAN02229, HUMAN29157
OG0002528	CAPO301891	HUMAN23868
OG0002529	CAPO301231, CAPO301232	HUMAN18399, HUMAN05153, HUMAN05156
OG0002531	CAPO304673	HUMAN02680, HUMAN08403, HUMAN08404, HUMAN04814, HUMAN04815
OG0002532	CAPO307265	HUMAN13392
OG0002533	CAPO302353	HUMAN11744
OG0002534	CAPO302248	HUMAN09818, HUMAN28633
OG0002539	CAPO305908	HUMAN04359, HUMAN20308
OG0002542	CAPO300062	HUMAN02954, HUMAN12501, HUMAN06676
OG0002543	CAPO306889, CAPO301493	HUMAN19881
OG0002548	CAPO303502	HUMAN09003, HUMAN15556, HUMAN02706
OG0002555	CAPO301095	HUMAN08456, HUMAN02670, HUMAN02671
OG0002556	CAPO306661	HUMAN29549, HUMAN29548
OG0002557	CAPO302757	HUMAN08141, HUMAN08142, HUMAN08140, HUMAN24875, HUMAN24874, HUMAN08143
OG0002558	CAPO301820	HUMAN02583, HUMAN08611, HUMAN08610
OG0002559	CAPO306363	HUMAN24273, HUMAN24274, HUMAN28697, HUMAN28696
OG0002561	CAPO306761	HUMAN04664, HUMAN04663
OG0002562	CAPO305283	HUMAN14234, HUMAN14233
OG0002563	CAPO307417	HUMAN05152, HUMAN05151, HUMAN05150, HUMAN05149
OG0002564	CAPO307297	HUMAN13229, HUMAN13228, HUMAN25943
OG0002565	CAPO302611	HUMAN00212, HUMAN21579
OG0002566	CAPO303827	HUMAN22073, HUMAN22074
OG0002567	CAPO304319	HUMAN20913
OG0002569	CAPO306658	HUMAN19564, HUMAN05641
OG0002570	CAPO307215	HUMAN18921, HUMAN18922, HUMAN18920, HUMAN18918
OG0002574	CAPO307488	HUMAN16956, HUMAN08751, HUMAN08750, HUMAN16955
OG0002578	CAPO301504	HUMAN00692, HUMAN29352, HUMAN29348
OG0002587	CAPO300512	HUMAN19157, HUMAN14124, HUMAN11248, HUMAN19158
OG0002589	CAPO302447	HUMAN22847, HUMAN22848
OG0002592	CAPO300278	HUMAN17364, HUMAN17363
OG0002594	CAPO304177	HUMAN11372, HUMAN08170, HUMAN11373
OG0002598	CAPO300566	HUMAN01102, HUMAN01103, HUMAN28755
OG0002599	CAPO303706	HUMAN02429
OG0002600	CAPO305861	HUMAN14759, HUMAN14758
OG0002601	CAPO300675	HUMAN18780
OG0002602	CAPO303637	HUMAN13365, HUMAN13362, HUMAN10244, HUMAN10241, HUMAN10243
OG0002605	CAPO303522	HUMAN01301
OG0002608	CAPO303192	HUMAN06843, HUMAN03969
OG0002609	CAPO304999	HUMAN01607, HUMAN23225, HUMAN23226
OG0002610	CAPO307043	HUMAN10997, HUMAN28410
OG0002611	CAPO302425	HUMAN02802, HUMAN02803, HUMAN02801, HUMAN06400, HUMAN06401
OG0002617	CAPO307606	HUMAN23924
OG0002618	CAPO307902	HUMAN13257, HUMAN13256
OG0002620	CAPO300598	HUMAN29212, HUMAN01335
OG0002624	CAPO307642	HUMAN23301, HUMAN18420, HUMAN28386, HUMAN28385
OG0002630	CAPO300618	HUMAN27917
OG0002631	CAPO302228	HUMAN07483
OG0002632	CAPO301605	HUMAN09952, HUMAN23528, HUMAN09954
OG0002633	CAPO301845	HUMAN16875, HUMAN08371
OG0002633	CAPO305887, CAPO307352, CAPO300298, CAPO304676, CAPO305300, CAPO307166	HUMAN08372
OG0002634	CAPO303763	HUMAN09415, HUMAN09416, HUMAN09414
OG0002636	CAPO302443	HUMAN16278, HUMAN16274, HUMAN16276, HUMAN16277, HUMAN16275
OG0002638	CAPO301720	HUMAN01787, HUMAN01789, HUMAN01788
OG0002642	CAPO302887	HUMAN17220, HUMAN17221
OG0002643	CAPO305403	HUMAN20604
OG0002644	CAPO300686	HUMAN29591, HUMAN29590, HUMAN30338
OG0002645	CAPO302012	HUMAN29930, HUMAN29929
OG0002646	CAPO300302	HUMAN27004, HUMAN27005
OG0002651	CAPO307502	HUMAN02517
OG0002652	CAPO305413	HUMAN11375
OG0002656	CAPO301386	HUMAN13128, HUMAN26931, HUMAN26932, HUMAN26934, HUMAN17858
OG0002657	CAPO301921	HUMAN20563, HUMAN06618, HUMAN18022
OG0002659	CAPO302308	HUMAN16666, HUMAN16665
OG0002661	CAPO300165	HUMAN04404, HUMAN20052, HUMAN20051
OG0002662	CAPO307949	HUMAN10335, HUMAN13304, HUMAN20097, HUMAN10336
OG0002663	CAPO308163	HUMAN05387, HUMAN21645
OG0002665	CAPO307055	HUMAN07139, HUMAN04995
OG0002666	CAPO308350	HUMAN10480, HUMAN10479
OG0002668	CAPO301754	HUMAN11506, HUMAN21494
OG0002669	CAPO301762	HUMAN15599, HUMAN15608, HUMAN15609, HUMAN15610
OG0002672	CAPO307527	HUMAN28364, HUMAN16765
OG0002677	CAPO303005	HUMAN13550, HUMAN13549
OG0002682	CAPO301064	HUMAN01000
OG0002682	CAPO300171	HUMAN26025, HUMAN26027, HUMAN26026
OG0002705	CAPO303959	HUMAN14290, HUMAN14291, HUMAN14293, HUMAN14292, HUMAN23419
OG0002706	CAPO306125	HUMAN10611, HUMAN10613, HUMAN10612
OG0002708	CAPO306708	HUMAN25380
OG0002710	CAPO301641	HUMAN14340, HUMAN14339, HUMAN09798, HUMAN14342
OG0002713	CAPO306909	HUMAN05228
OG0002715	CAPO303783	HUMAN21069
OG0002716	CAPO302306	HUMAN25959, HUMAN25960
OG0002717	CAPO307873	HUMAN23809, HUMAN30267, HUMAN23808, HUMAN30266
OG0002718	CAPO306705	HUMAN00242
OG0002720	CAPO304077	HUMAN18873
OG0002722	CAPO300697	HUMAN08443
OG0002726	CAPO303092	HUMAN22818, HUMAN03294
OG0002728	CAPO304582	HUMAN12474, HUMAN12475
OG0002730	CAPO300185	HUMAN25397, HUMAN19383
OG0002731	CAPO304916	HUMAN29258, HUMAN29259
OG0002732	CAPO305751	HUMAN03450, HUMAN22172, HUMAN22173
OG0002736	CAPO302364	HUMAN05454
OG0002739	CAPO303462	HUMAN22427
OG0002740	CAPO303044	HUMAN25260, HUMAN00797, HUMAN00798
OG0002741	CAPO305001	HUMAN09492, HUMAN23696, HUMAN14382, HUMAN01630
OG0002743	CAPO305659	HUMAN26086
OG0002744	CAPO307532	HUMAN02185, HUMAN29309
OG0002745	CAPO302960	HUMAN13551, HUMAN13554, HUMAN13552
OG0002746	CAPO301404	HUMAN15625, HUMAN15627, HUMAN15626
OG0002747	CAPO308121	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149
OG0002749	CAPO305516	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711
OG0002750	CAPO305820	HUMAN23774
OG0002751	CAPO300590	HUMAN19898
OG0002752	CAPO306571	HUMAN07518
OG0002753	CAPO301419	HUMAN20449, HUMAN26788
OG0002755	CAPO303504	HUMAN29043
OG0002756	CAPO302206	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711
OG0002757	CAPO301022	HUMAN19060, HUMAN22296
OG0002758	CAPO302892, CAPO307678	HUMAN26372
OG0002760	CAPO306120	HUMAN06968, HUMAN06969
OG0002764	CAPO300451	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	CAPO307679	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	CAPO300475	HUMAN08906, HUMAN08907
OG0002767	CAPO302818	HUMAN05408, HUMAN07551, HUMAN22340
OG0002770	CAPO300723	HUMAN27518, HUMAN24212, HUMAN27519, HUMAN24213
OG0002771	CAPO307480	HUMAN25873, HUMAN08432
OG0002772	CAPO301657	HUMAN14317, HUMAN14316
OG0002773	CAPO300783	HUMAN29570, HUMAN29569
OG0002774	CAPO301900	HUMAN14548, HUMAN09559
OG0002776	CAPO300785	HUMAN24086, HUMAN24085
OG0002777	CAPO303340	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002779	CAPO306710	HUMAN00272
OG0002780	CAPO306806	HUMAN13335, HUMAN13336
OG0002782	CAPO301842	HUMAN04941, HUMAN17052
OG0002785	CAPO300520	HUMAN01002, HUMAN23487
OG0002787	CAPO307667	HUMAN11405, HUMAN11406, HUMAN26131
OG0002788	CAPO304831	HUMAN04344
OG0002790	CAPO302263	HUMAN05161, HUMAN05162
OG0002793	CAPO305498	HUMAN04912, HUMAN04911
OG0002799	CAPO301814	HUMAN10338
OG0002814	CAPO300792	HUMAN22724, HUMAN03269, HUMAN22722, HUMAN23887
OG0002815	CAPO305247	HUMAN00768, HUMAN25357
OG0002816	CAPO300822	HUMAN00890, HUMAN00892, HUMAN00891
OG0002817	CAPO305631	HUMAN08723, HUMAN08722
OG0002818	CAPO300344	HUMAN10886, HUMAN02885
OG0002821	CAPO300805, CAPO300806	HUMAN15011
OG0002822	CAPO300505	HUMAN25950, HUMAN13533
OG0002824	CAPO304804	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	CAPO303958	HUMAN06784, HUMAN06785
OG0002826	CAPO305161	HUMAN18765, HUMAN15887
OG0002827	CAPO302357	HUMAN25478, HUMAN30650, HUMAN25479
OG0002828	CAPO302033	HUMAN05585
OG0002831	CAPO303454	HUMAN27007, HUMAN27006
OG0002833	CAPO302961	HUMAN10332
OG0002835	CAPO306542	HUMAN00763, HUMAN25369
OG0002836	CAPO301463	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	CAPO304096	HUMAN07500, HUMAN22403
OG0002838	CAPO305478	HUMAN27777, HUMAN27775, HUMAN27776, HUMAN27773
OG0002839	CAPO302420	HUMAN20812
OG0002841	CAPO302293	HUMAN26964
OG0002842	CAPO300353	HUMAN27767, HUMAN27768
OG0002843	CAPO300339	HUMAN07115, HUMAN07114, HUMAN07116
OG0002844	CAPO306381, CAPO305443	HUMAN20872, HUMAN20871
OG0002845	CAPO305717	HUMAN09735
OG0002847	CAPO307024	HUMAN07253
OG0002848	CAPO306888	HUMAN24487
OG0002850	CAPO305439	HUMAN00049, HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	CAPO304239	HUMAN19430, HUMAN25764
OG0002858	CAPO302020	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002860	CAPO304305	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002864	CAPO303008	HUMAN14277
OG0002864	CAPO303007	HUMAN14276, HUMAN12823, HUMAN09490
OG0002865	CAPO302058	HUMAN28403
OG0002866	CAPO307089	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	CAPO307730	HUMAN00784, HUMAN23304
OG0002870	CAPO303935	HUMAN25356
OG0002873	CAPO302439	HUMAN10502
OG0002875	CAPO302434	HUMAN02510, HUMAN08692, HUMAN08694
OG0002876	CAPO302622	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	CAPO303139	HUMAN14970
OG0002878	CAPO304014	HUMAN11292
OG0002883	CAPO300600	HUMAN03205
OG0002884	CAPO306804	HUMAN25023, HUMAN20289
OG0002888	CAPO302979	HUMAN10695, HUMAN10696, HUMAN10697, HUMAN12024
OG0002890	CAPO307147	HUMAN24548, HUMAN24546, HUMAN24549, HUMAN24547
OG0002891	CAPO305115	HUMAN14847, HUMAN14848, HUMAN25521
OG0002894	CAPO307506	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	CAPO306767, CAPO303745	HUMAN05785, HUMAN02351
OG0002896	CAPO301218	HUMAN17455, HUMAN21544
OG0002897	CAPO306671	HUMAN17714
OG0002899	CAPO306014	HUMAN05885, HUMAN21832
OG0002900	CAPO303795	HUMAN10029, HUMAN01530
OG0002902	CAPO300125	HUMAN10680, HUMAN10681, HUMAN10682
OG0002907	CAPO303347	HUMAN23627, HUMAN10077
OG0002909	CAPO302801	HUMAN20938, HUMAN26836, HUMAN26837
OG0002911	CAPO306312	HUMAN03713, HUMAN03712, HUMAN27704
OG0002913	CAPO307505	HUMAN02967, HUMAN02966, HUMAN30354
OG0002914	CAPO304158	HUMAN06127, HUMAN06128
OG0002915	CAPO307623	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	CAPO307991	HUMAN14289, HUMAN23418
OG0002917	CAPO304597	HUMAN18334
OG0002921	CAPO307445	HUMAN10838, HUMAN10837
OG0002922	CAPO305731	HUMAN03714, HUMAN27706, HUMAN27705
OG0002923	CAPO307207	HUMAN11494, HUMAN28009, HUMAN18863, HUMAN18862
OG0002926	CAPO301908	HUMAN23488, HUMAN15077
OG0002927	CAPO307647	HUMAN28958, HUMAN28957
OG0002931	CAPO300557	HUMAN26901, HUMAN21062, HUMAN08829
OG0002944	CAPO306630	HUMAN25196, HUMAN22813, HUMAN27905
OG0002945	CAPO307786	HUMAN13182
OG0002946	CAPO302209	HUMAN13499
OG0002947	CAPO306510	HUMAN24582
OG0002948	CAPO303072	HUMAN00328, HUMAN11994, HUMAN11995
OG0002949	CAPO305527, CAPO304499	HUMAN16285, HUMAN16286
OG0002950	CAPO302322	HUMAN12148, HUMAN12147
OG0002952	CAPO304062, CAPO304063	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	CAPO305937	HUMAN20502, HUMAN20503
OG0002954	CAPO303510	HUMAN04343, HUMAN07071
OG0002955	CAPO305617	HUMAN08814
OG0002957	CAPO303846	HUMAN07640, HUMAN07639
OG0002959	CAPO305557	HUMAN02575, HUMAN08717
OG0002960	CAPO301301	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	CAPO306313	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	CAPO302937	HUMAN13396, HUMAN10441
OG0002965	CAPO304902	HUMAN03579
OG0002968	CAPO306161	HUMAN00733
OG0002969	CAPO301408	HUMAN12532
OG0002973	CAPO301405	HUMAN20383, HUMAN21067, HUMAN20382, HUMAN21068
OG0002974	CAPO300358	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002976	CAPO304649	HUMAN23538
OG0002977	CAPO306762	HUMAN12250
OG0002979	CAPO300623	HUMAN25788, HUMAN29730, HUMAN29729, HUMAN25789, HUMAN25790
OG0002981	CAPO305421	HUMAN02146
OG0002982	CAPO306469	HUMAN03720, HUMAN03721
OG0002983	CAPO302346	HUMAN25834, HUMAN02094
OG0002985	CAPO300589	HUMAN10424
OG0002987	CAPO306603	HUMAN26273, HUMAN24326
OG0002988	CAPO300003	HUMAN19631, HUMAN19632, HUMAN19630
OG0002990	CAPO304869	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	CAPO300778	HUMAN03582
OG0002992	CAPO307180	HUMAN27319, HUMAN27320, HUMAN06343, HUMAN06339
OG0002994	CAPO307303	HUMAN24550
OG0002997	CAPO307685	HUMAN00852
OG0002998	CAPO302958	HUMAN07028, HUMAN07029, HUMAN21010
OG0003001	CAPO302423	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854
OG0003002	CAPO304848	HUMAN18280, HUMAN18279
OG0003004	CAPO304489	HUMAN16853, HUMAN15812
OG0003005	CAPO302452, CAPO300516	HUMAN25078
OG0003006	CAPO302605	HUMAN10234, HUMAN10235
OG0003010	CAPO303642	HUMAN03814
OG0003012	CAPO302272	HUMAN21461
OG0003014	CAPO304419	HUMAN27437
OG0003016	CAPO301025	HUMAN22317, HUMAN22316, HUMAN05184
OG0003017	CAPO303755	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074
OG0003018	CAPO301697	HUMAN03994
OG0003019	CAPO302687	HUMAN16722
OG0003022	CAPO308155	HUMAN21669, HUMAN30014
OG0003024	CAPO300933	HUMAN02731
OG0003025	CAPO306077	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	CAPO304742	HUMAN13454
OG0003027	CAPO302145	HUMAN12410, HUMAN10065
OG0003028	CAPO307794	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	CAPO301992	HUMAN14110
OG0003030	CAPO304737	HUMAN01274, HUMAN01273, HUMAN14654
OG0003033	CAPO300181	HUMAN21249, HUMAN21248
OG0003034	CAPO300214, CAPO307271	HUMAN22892, HUMAN05432
OG0003037	CAPO305626	HUMAN07328
OG0003038	CAPO300861	HUMAN19517, HUMAN15534
OG0003041	CAPO306033	HUMAN28108
OG0003042	CAPO301480	HUMAN17848, HUMAN17847
OG0003043	CAPO304921	HUMAN11992
OG0003044	CAPO300082	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003046	CAPO302851	HUMAN11214, HUMAN23145
OG0003048	CAPO300169	HUMAN14031, HUMAN14032
OG0003049	CAPO300501, CAPO307086, CAPO305726	HUMAN28913, HUMAN01126
OG0003053	CAPO305034	HUMAN29024, HUMAN29025
OG0003054	CAPO305605	HUMAN07888, HUMAN07887
OG0003055	CAPO307832	HUMAN14798
OG0003056	CAPO300334	HUMAN19464, HUMAN19465, HUMAN18715
OG0003058	CAPO305219	HUMAN25573, HUMAN13691, HUMAN18992, HUMAN18993
OG0003059	CAPO307928	HUMAN17041
OG0003060	CAPO300265	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857
OG0003063	CAPO306091	HUMAN07039
OG0003064	CAPO303600	HUMAN14490
OG0003065	CAPO305486	HUMAN15663, HUMAN15662
OG0003067	CAPO301062	HUMAN18654, HUMAN27679
OG0003071	CAPO303765	HUMAN30173, HUMAN30148, HUMAN30178, HUMAN30177, HUMAN30174, HUMAN30633, HUMAN29599, HUMAN17216
OG0003072	CAPO300719	HUMAN01387, HUMAN26957
OG0003073	CAPO300571	HUMAN13091
OG0003074	CAPO305232	HUMAN19155, HUMAN13753
OG0003079	CAPO303732	HUMAN28617, HUMAN14136
OG0003103	CAPO300058	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562
OG0003104	CAPO300208	HUMAN29466, HUMAN29467, HUMAN02051
OG0003106	CAPO300222	HUMAN09821
OG0003107	CAPO305408	HUMAN11467, HUMAN11466
OG0003108	CAPO307100	HUMAN06800, HUMAN06805
OG0003110	CAPO302380	HUMAN28424
OG0003111	CAPO305398	HUMAN14710
OG0003112	CAPO305044	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	CAPO303380	HUMAN16708
OG0003114	CAPO305811	HUMAN04985, HUMAN04984
OG0003115	CAPO305328	HUMAN09938, HUMAN13968, HUMAN09937, HUMAN13967, HUMAN01842, HUMAN14224
OG0003116	CAPO304220	HUMAN22981
OG0003119	CAPO301756	HUMAN21319
OG0003120	CAPO301313	HUMAN03127
OG0003121	CAPO300078	HUMAN09673, HUMAN14356, HUMAN26950
OG0003122	CAPO305152	HUMAN08549, HUMAN26906
OG0003124	CAPO307110	HUMAN07397
OG0003125	CAPO308199	HUMAN01967, HUMAN01966, HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968
OG0003126	CAPO302418	HUMAN28486
OG0003128	CAPO300639	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003130	CAPO308112	HUMAN13118, HUMAN13117
OG0003131	CAPO301104	HUMAN07183
OG0003135	CAPO304970	HUMAN15787
OG0003136	CAPO303233	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003138	CAPO307798	HUMAN18543, HUMAN18544, HUMAN18545, HUMAN18546
OG0003141	CAPO300915	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003144	CAPO304802	HUMAN17201, HUMAN19445
OG0003145	CAPO301669	HUMAN01270
OG0003146	CAPO304953	HUMAN16762, HUMAN28091, HUMAN16761
OG0003147	CAPO305754	HUMAN17255
OG0003149	CAPO303321	HUMAN01810
OG0003150	CAPO304553	HUMAN07682, HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	CAPO302311	HUMAN27968, HUMAN18869, HUMAN08206
OG0003152	CAPO306395	HUMAN12025, HUMAN12215, HUMAN12216
OG0003153	CAPO305242	HUMAN19216, HUMAN19215
OG0003154	CAPO308152	HUMAN01026
OG0003157	CAPO300659	HUMAN05273, HUMAN05272
OG0003158	CAPO304754	HUMAN18128, HUMAN03028, HUMAN18129
OG0003159	CAPO307514	HUMAN27504, HUMAN03044
OG0003160	CAPO305734	HUMAN03497
OG0003161	CAPO307952, CAPO307190, CAPO305141	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003162	CAPO303406	HUMAN08502, HUMAN18293
OG0003163	CAPO304744	HUMAN09880
OG0003163	CAPO300707, CAPO304931, CAPO305637, CAPO307669, CAPO300284	HUMAN09879, HUMAN14441
OG0003164	CAPO302879	HUMAN30072, HUMAN27461
OG0003165	CAPO302597	HUMAN25662, HUMAN00646, HUMAN00647
OG0003166	CAPO306562	HUMAN07796, HUMAN07794, HUMAN07795
OG0003169	CAPO302137	HUMAN17978
OG0003172	CAPO306984	HUMAN01490
OG0003174	CAPO306817	HUMAN23922, HUMAN23921, HUMAN23923
OG0003175	CAPO306274	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591
OG0003176	CAPO307890	HUMAN11334
OG0003177	CAPO305441	HUMAN22137
OG0003178	CAPO303283	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	CAPO300801	HUMAN22541
OG0003181	CAPO304354	HUMAN12376
OG0003182	CAPO308003	HUMAN08117, HUMAN08118
OG0003184	CAPO303123	HUMAN24341, HUMAN22777
OG0003185	CAPO301951	HUMAN04155, HUMAN04154, HUMAN06198
OG0003187	CAPO303479	HUMAN14927
OG0003189	CAPO303157	HUMAN19512, HUMAN19511
OG0003190	CAPO303910	HUMAN23026
OG0003191	CAPO306279	HUMAN06605
OG0003192	CAPO301014	HUMAN18075, HUMAN20801
OG0003193	CAPO301211	HUMAN07624
OG0003196	CAPO301946	HUMAN10464
OG0003196	CAPO306231	HUMAN10463, HUMAN10462
OG0003197	CAPO307855	HUMAN17603
OG0003199	CAPO305890	HUMAN30572
OG0003200	CAPO301026	HUMAN27357
OG0003202	CAPO307016	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	CAPO305085	HUMAN20643, HUMAN12521
OG0003206	CAPO306250	HUMAN10329, HUMAN10330
OG0003207	CAPO301521	HUMAN20855, HUMAN26777
OG0003210	CAPO303247	HUMAN29324, HUMAN02072
OG0003211	CAPO307771	HUMAN20350, HUMAN20349
OG0003212	CAPO300076	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	CAPO305438	HUMAN06365, HUMAN17740
OG0003215	CAPO305646	HUMAN02681, HUMAN08405
OG0003217	CAPO304366	HUMAN14937, HUMAN29000
OG0003218	CAPO308113	HUMAN30583
OG0003219	CAPO306660	HUMAN22950, HUMAN22949
OG0003220	CAPO304799	HUMAN29636, HUMAN00810
OG0003221	CAPO300283	HUMAN24556, HUMAN00790
OG0003223	CAPO307650	HUMAN19114
OG0003225	CAPO303179	HUMAN05599
OG0003227	CAPO306597	HUMAN10018
OG0003228	CAPO305495	HUMAN08956
OG0003230	CAPO301507	HUMAN03745
OG0003231	CAPO301890	HUMAN19297, HUMAN19298
OG0003235	CAPO301047	HUMAN30554, HUMAN30553, HUMAN30552
