transcript_id	gene_id
rna-XM_035808287.1	LOC118407765
rna-XM_035811952.1	LOC118410334
rna-XM_035811953.1	LOC118410335
rna-XM_035811954.1	LOC118410336
rna-XM_035811955.1	LOC118410337
rna-XM_035811956.1	LOC118410337
rna-XM_035811957.1	LOC118410338
rna-XM_035811958.1	LOC118410338
rna-XM_035811959.1	LOC118410338
rna-XM_035810463.1	LOC118409433
rna-XM_035810464.1	LOC118409433
rna-XM_035810465.1	LOC118409433
rna-XM_035810460.1	LOC118409432
rna-XM_035810461.1	LOC118409432
rna-XM_035807232.1	LOC118406853
rna-XM_035807212.1	LOC118406853
rna-XM_035807221.1	LOC118406853
rna-XM_035809728.1	LOC118408866
rna-XM_035811432.1	LOC118409991
rna-XM_035810568.1	LOC118409505
rna-XM_035810569.1	LOC118409505
rna-XM_035810474.1	LOC118409442
rna-XM_035810475.1	LOC118409442
rna-XM_035810753.1	LOC118409610
rna-XM_035810754.1	LOC118409610
rna-XM_035810751.1	LOC118409610
rna-XM_035810758.1	LOC118409610
rna-XM_035810756.1	LOC118409610
rna-XM_035810752.1	LOC118409610
rna-XM_035810755.1	LOC118409610
rna-XM_035810746.1	LOC118409606
rna-XM_035810744.1	LOC118409606
rna-XM_035810745.1	LOC118409606
rna-XM_035810760.1	LOC118409613
rna-XM_035810748.1	LOC118409608
rna-XM_035810749.1	LOC118409608
rna-XM_035810750.1	LOC118409609
rna-XM_035810759.1	LOC118409612
rna-XM_035810747.1	LOC118409607
rna-XM_035811046.1	LOC118409760
rna-XM_035811045.1	LOC118409759
rna-XM_035811044.1	LOC118409759
rna-XM_035807166.1	LOC118406821
rna-XM_035806952.1	LOC118406657
rna-XM_035806934.1	LOC118406657
rna-XM_035806909.1	LOC118406657
rna-XM_035806919.1	LOC118406657
rna-XM_035806967.1	LOC118406657
rna-XM_035806927.1	LOC118406657
rna-XM_035806976.1	LOC118406657
rna-XM_035806960.1	LOC118406657
rna-XM_035806944.1	LOC118406657
rna-XM_035806959.1	LOC118406657
rna-XM_035806899.1	LOC118406657
rna-XM_035806985.1	LOC118406657
rna-XM_035807009.1	LOC118406717
rna-XM_035807000.1	LOC118406717
rna-XM_035807046.1	LOC118406744
rna-XM_035807126.1	LOC118406789
rna-XM_035806885.1	LOC118406652
rna-XM_035807179.1	LOC118406828
rna-XM_035807103.1	LOC118406781
rna-XM_035807111.1	LOC118406781
rna-XM_035807090.1	LOC118406771
rna-XM_035809738.1	LOC118408875
rna-XM_035809749.1	LOC118408886
rna-XM_035807059.1	LOC118406751
rna-XM_035807068.1	LOC118406751
rna-XM_035807022.1	LOC118406729
rna-XM_035807156.1	LOC118406810
rna-XM_035807136.1	LOC118406795
rna-XM_035807144.1	LOC118406795
rna-XM_035807191.1	LOC118406834
rna-XM_035807198.1	LOC118406834
rna-XM_035807079.1	LOC118406764
rna-XM_035807034.1	LOC118406734
rna-XM_035810512.1	LOC118409470
rna-XM_035810510.1	LOC118409469
rna-XM_035810511.1	LOC118409469
rna-XM_035811106.1	LOC118409795
rna-XM_035809760.1	LOC118408898
rna-XM_035805536.1	LOC118405776
rna-XM_035805527.1	LOC118405776
rna-XM_035805519.1	LOC118405776
rna-XM_035805505.1	LOC118405763
rna-XM_035805497.1	LOC118405763
rna-XM_035805485.1	LOC118405741
rna-XM_035805477.1	LOC118405741
rna-XM_035805467.1	LOC118405741
rna-XM_035805458.1	LOC118405741
rna-XM_035809770.1	LOC118408909
rna-XM_035810786.1	LOC118409631
rna-XM_035811460.1	LOC118410012
rna-XM_035811458.1	LOC118410011
rna-XM_035811459.1	LOC118410011
rna-XM_035811463.1	LOC118410014
rna-XM_035811461.1	LOC118410013
rna-XM_035811466.1	LOC118410015
rna-XM_035811465.1	LOC118410015
rna-XM_035811464.1	LOC118410015
rna-XM_035803681.1	LOC118404509
rna-XM_035803646.1	LOC118404509
rna-XM_035803638.1	LOC118404509
rna-XM_035803672.1	LOC118404509
rna-XM_035803654.1	LOC118404509
rna-XM_035803663.1	LOC118404509
rna-XM_035803628.1	LOC118404509
rna-XM_035803691.1	LOC118404541
rna-XM_035810824.1	LOC118409654
rna-XM_035810479.1	LOC118409447
rna-XM_035806459.1	LOC118406416
rna-XM_035806472.1	LOC118406422
rna-XM_035806484.1	LOC118406429
rna-XM_035809779.1	LOC118408919
rna-XM_035806637.1	LOC118406546
rna-XM_035806583.1	LOC118406519
rna-XM_035806552.1	LOC118406439
rna-XM_035806501.1	LOC118406439
rna-XM_035806516.1	LOC118406439
rna-XM_035806531.1	LOC118406439
rna-XM_035806495.1	LOC118406439
rna-XM_035806538.1	LOC118406439
rna-XM_035806546.1	LOC118406439
rna-XM_035806523.1	LOC118406439
rna-XM_035806566.1	LOC118406439
rna-XM_035806558.1	LOC118406439
rna-XM_035806574.1	LOC118406439
rna-XM_035806509.1	LOC118406439
rna-XM_035806598.1	LOC118406526
rna-XM_035806607.1	LOC118406526
rna-XM_035806591.1	LOC118406526
rna-XM_035806624.1	LOC118406542
rna-XM_035811807.1	LOC118410246
rna-XM_035811808.1	LOC118410246
rna-XM_035812326.1	LOC118410554
rna-XM_035812079.1	LOC118410388
rna-XM_035809795.1	LOC118408927
rna-XM_035806840.1	LOC118406633
rna-XM_035806860.1	LOC118406633
rna-XM_035806850.1	LOC118406633
rna-XM_035806825.1	LOC118406632
rna-XM_035810451.1	LOC118409426
rna-XM_035810448.1	LOC118409426
rna-XM_035810452.1	LOC118409426
rna-XM_035810450.1	LOC118409426
rna-XM_035810444.1	LOC118409424
rna-XM_035810446.1	LOC118409424
rna-XM_035810443.1	LOC118409424
rna-XM_035810445.1	LOC118409424
rna-XM_035810442.1	LOC118409424
rna-XM_035810447.1	LOC118409424
rna-XM_035810454.1	LOC118409428
rna-XM_035810453.1	LOC118409427
rna-XM_035810338.1	LOC118409364
rna-XM_035810336.1	LOC118409361
rna-XM_035810325.1	LOC118409358
rna-XM_035810326.1	LOC118409358
rna-XM_035810329.1	LOC118409358
rna-XM_035810330.1	LOC118409358
rna-XM_035810328.1	LOC118409358
rna-XM_035810331.1	LOC118409359
rna-XM_035810333.1	LOC118409359
rna-XM_035810332.1	LOC118409359
rna-XM_035810334.1	LOC118409359
rna-XM_035810337.1	LOC118409363
rna-XM_035810335.1	LOC118409360
rna-XM_035811682.1	LOC118410151
rna-XM_035809806.1	LOC118408933
rna-XM_035811963.1	LOC118410340
rna-XM_035811961.1	LOC118410340
rna-XM_035811994.1	LOC118410340
rna-XM_035811960.1	LOC118410340
rna-XM_035811977.1	LOC118410340
rna-XM_035811985.1	LOC118410340
rna-XM_035811972.1	LOC118410340
rna-XM_035811989.1	LOC118410340
rna-XM_035811969.1	LOC118410340
rna-XM_035811973.1	LOC118410340
rna-XM_035811987.1	LOC118410340
rna-XM_035811998.1	LOC118410340
rna-XM_035811990.1	LOC118410340
rna-XM_035812000.1	LOC118410340
rna-XM_035811970.1	LOC118410340
rna-XM_035811979.1	LOC118410340
rna-XM_035811971.1	LOC118410340
rna-XM_035811980.1	LOC118410340
rna-XM_035811988.1	LOC118410340
rna-XM_035811999.1	LOC118410340
rna-XM_035811995.1	LOC118410340
rna-XM_035812002.1	LOC118410340
rna-XM_035811974.1	LOC118410340
rna-XM_035811981.1	LOC118410340
rna-XM_035811976.1	LOC118410340
rna-XM_035811982.1	LOC118410340
rna-XM_035811992.1	LOC118410340
rna-XM_035812001.1	LOC118410340
rna-XM_035811996.1	LOC118410340
rna-XM_035812003.1	LOC118410340
rna-XM_035811978.1	LOC118410340
rna-XM_035811983.1	LOC118410340
rna-XM_035811993.1	LOC118410340
rna-XM_035812004.1	LOC118410340
rna-XM_035811991.1	LOC118410340
rna-XM_035811962.1	LOC118410340
rna-XM_035811984.1	LOC118410340
rna-XM_035811966.1	LOC118410340
rna-XM_035811968.1	LOC118410340
rna-XM_035811967.1	LOC118410340
rna-XM_035811965.1	LOC118410340
rna-XM_035812131.1	LOC118410416
rna-XM_035812132.1	LOC118410417
rna-XM_035812134.1	LOC118410418
rna-XM_035812135.1	LOC118410419
rna-XM_035812179.1	LOC118410448
rna-XM_035812182.1	LOC118410451
rna-XM_035812180.1	LOC118410449
rna-XM_035812181.1	LOC118410450
rna-XM_035811805.1	LOC118410242
rna-XM_035808932.1	LOC118408258
rna-XM_035808924.1	LOC118408258
rna-XM_035811484.1	LOC118410026
rna-XM_035811481.1	LOC118410026
rna-XM_035811480.1	LOC118410026
rna-XM_035811482.1	LOC118410026
rna-XM_035811483.1	LOC118410026
rna-XM_035811493.1	LOC118410029
rna-XM_035811491.1	LOC118410029
rna-XM_035811492.1	LOC118410029
rna-XM_035811490.1	LOC118410029
rna-XM_035811489.1	LOC118410029
rna-XM_035811497.1	LOC118410036
rna-XM_035811495.1	LOC118410033
rna-XM_035811485.1	LOC118410027
rna-XM_035811487.1	LOC118410027
rna-XM_035811494.1	LOC118410032
rna-XM_035811488.1	LOC118410028
rna-XM_035811496.1	LOC118410035
rna-XM_035811898.1	LOC118410316
rna-XM_035811899.1	LOC118410316
rna-XM_035810456.1	LOC118409429
rna-XM_035810455.1	LOC118409429
rna-XM_035810457.1	LOC118409429
rna-XM_035810458.1	LOC118409429
rna-XM_035810459.1	LOC118409431
rna-XM_035811455.1	LOC118410008
rna-XM_035811454.1	LOC118410008
rna-XM_035811835.1	LOC118410275
rna-XM_035811834.1	LOC118410275
rna-XM_035811056.1	LOC118409764
rna-XM_035809826.1	LOC118408955
rna-XM_035810501.1	LOC118409463
rna-XM_035810500.1	LOC118409463
rna-XM_035811061.1	LOC118409768
rna-XM_035811498.1	LOC118410037
rna-XM_035811500.1	LOC118410037
rna-XM_035810106.1	LOC118409241
rna-XM_035810111.1	LOC118409243
rna-XM_035810107.1	LOC118409242
rna-XM_035810110.1	LOC118409242
rna-XM_035810109.1	LOC118409242
rna-XM_035811674.1	LOC118410146
rna-XM_035810264.1	LOC118409318
rna-XM_035810265.1	LOC118409318
rna-XM_035810263.1	LOC118409318
rna-XM_035810262.1	LOC118409317
rna-XM_035810261.1	LOC118409317
rna-XM_035810645.1	LOC118409541
rna-XM_035803334.1	LOC118404270
rna-XM_035803342.1	LOC118404270
rna-XM_035803350.1	LOC118404270
rna-XM_035803362.1	LOC118404291
rna-XM_035803309.1	LOC118404254
rna-XM_035803321.1	LOC118404263
rna-XM_035811254.1	LOC118409882
rna-XM_035812183.1	LOC118410453
rna-XM_035812184.1	LOC118410453
rna-XM_035808518.1	LOC118407941
rna-XM_035808538.1	LOC118407941
rna-XM_035808526.1	LOC118407941
rna-XM_035812013.1	LOC118410350
rna-XM_035812279.1	LOC118410522
rna-XM_035812280.1	LOC118410522
rna-XM_035812281.1	LOC118410523
rna-XM_035812282.1	LOC118410523
rna-XM_035812283.1	LOC118410523
rna-XM_035812276.1	LOC118410521
rna-XM_035812278.1	LOC118410521
rna-XM_035811448.1	LOC118410003
rna-XM_035811447.1	LOC118410003
rna-XM_035810794.1	LOC118409634
rna-XM_035809835.1	LOC118408964
rna-XM_035809843.1	LOC118408976
rna-XM_035811477.1	LOC118410022
rna-XM_035811476.1	LOC118410022
rna-XM_035811839.1	LOC118410279
rna-XM_035811840.1	LOC118410279
rna-XM_035812210.1	LOC118410472
rna-XM_035844324.1	LOC118432706
rna-XM_035810642.1	LOC118409537
rna-XM_035810644.1	LOC118409539
rna-XM_035809854.1	LOC118408985
rna-XM_035810632.1	LOC118409533
rna-XM_035810631.1	LOC118409533
rna-XM_035810634.1	LOC118409533
rna-XM_035810630.1	LOC118409533
rna-XM_035810635.1	LOC118409533
rna-XM_035810633.1	LOC118409533
rna-XM_035810636.1	LOC118409535
rna-XM_035810637.1	LOC118409535
rna-XM_035810643.1	LOC118409538
rna-XM_035810640.1	LOC118409536
rna-XM_035810641.1	LOC118409536
rna-XM_035810638.1	LOC118409536
rna-XM_035809863.1	LOC118408996
rna-XM_035811070.1	LOC118409775
rna-XM_035811075.1	LOC118409775
rna-XM_035811076.1	LOC118409775
rna-XM_035811073.1	LOC118409775
rna-XM_035811078.1	LOC118409775
rna-XM_035811077.1	LOC118409775
rna-XM_035811072.1	LOC118409775
rna-XM_035811071.1	LOC118409775
rna-XM_035811080.1	LOC118409776
rna-XM_035811079.1	LOC118409776
rna-XM_035811068.1	LOC118409774
rna-XM_035811069.1	LOC118409774
rna-XM_035810839.1	LOC118409664
rna-XM_035810843.1	LOC118409664
rna-XM_035810840.1	LOC118409664
rna-XM_035810837.1	LOC118409664
rna-XM_035810842.1	LOC118409664
rna-XM_035810841.1	LOC118409664
rna-XM_035810844.1	LOC118409665
rna-XM_035810845.1	LOC118409665
rna-XM_035810847.1	LOC118409666
rna-XM_035810846.1	LOC118409666
rna-XM_035810848.1	LOC118409666
rna-XM_035810849.1	LOC118409666
rna-XM_035809269.1	LOC118408450
rna-XM_035809226.1	LOC118408416
rna-XM_035809234.1	LOC118408416
rna-XM_035809250.1	LOC118408416
rna-XM_035809242.1	LOC118408416
rna-XM_035809260.1	LOC118408440
rna-XM_035809281.1	LOC118408461
rna-XM_035811855.1	LOC118410295
rna-XM_035812460.1	LOC118410657
rna-XM_035812459.1	LOC118410656
rna-XM_035811268.1	LOC118409893
rna-XM_035811269.1	LOC118409894
rna-XM_035811263.1	LOC118409890
rna-XM_035811262.1	LOC118409889
rna-XM_035811261.1	LOC118409889
rna-XM_035811264.1	LOC118409891
rna-XM_035811266.1	LOC118409891
rna-XM_035811270.1	LOC118409895
rna-XM_035811267.1	LOC118409892
rna-XM_035810437.1	LOC118409422
rna-XM_035810439.1	LOC118409422
rna-XM_035810438.1	LOC118409422
rna-XM_035810436.1	LOC118409421
rna-XM_035810434.1	LOC118409420
rna-XM_035810825.1	LOC118409655
rna-XM_035809884.1	LOC118409014
rna-XM_035811381.1	LOC118409964
rna-XM_035811468.1	LOC118410018
rna-XM_035808014.1	LOC118407534
rna-XM_035808021.1	LOC118407534
rna-XM_035808029.1	LOC118407534
rna-XM_035808036.1	LOC118407534
rna-XM_035808005.1	LOC118407523
rna-XM_035811118.1	LOC118409799
rna-XM_035811119.1	LOC118409799
rna-XM_035811114.1	LOC118409798
rna-XM_035811117.1	LOC118409798
rna-XM_035811115.1	LOC118409798
rna-XM_035811116.1	LOC118409798
rna-XM_035811112.1	LOC118409798
rna-XM_035811120.1	LOC118409800
rna-XM_035810650.1	LOC118409548
rna-XM_035810651.1	LOC118409548
rna-XM_035806179.1	LOC118406238
rna-XM_035806174.1	LOC118406238
rna-XM_035806165.1	LOC118406238
rna-XM_035809905.1	LOC118409031
rna-XM_035806190.1	LOC118406258
rna-XM_035806330.1	LOC118406361
rna-XM_035806309.1	LOC118406346
rna-XM_035806318.1	LOC118406346
rna-XM_035806297.1	LOC118406334
rna-XM_035806278.1	LOC118406334
rna-XM_035806285.1	LOC118406334
rna-XM_035806236.1	LOC118406297
rna-XM_035806267.1	LOC118406297
rna-XM_035806252.1	LOC118406297
rna-XM_035806232.1	LOC118406297
rna-XM_035806258.1	LOC118406297
rna-XM_035806250.1	LOC118406297
rna-XM_035806242.1	LOC118406297
rna-XM_035809915.1	LOC118409042
rna-XM_035806209.1	LOC118406267
rna-XM_035806201.1	LOC118406267
rna-XM_035806212.1	LOC118406267
rna-XM_035806220.1	LOC118406267
rna-XM_035810308.1	LOC118409346
rna-XM_035810305.1	LOC118409342
rna-XM_035810307.1	LOC118409345
rna-XM_035810306.1	LOC118409343
rna-XM_035810309.1	LOC118409347
rna-XM_035810314.1	LOC118409350
rna-XM_035810316.1	LOC118409351
rna-XM_035810317.1	LOC118409351
rna-XM_035810315.1	LOC118409351
rna-XM_035810311.1	LOC118409348
rna-XM_035810312.1	LOC118409349
rna-XM_035810313.1	LOC118409349
rna-XM_035812442.1	LOC118410649
rna-XM_035812441.1	LOC118410649
rna-XM_035812444.1	LOC118410649
rna-XM_035812447.1	LOC118410649
rna-XM_035812445.1	LOC118410649
rna-XM_035812446.1	LOC118410649
rna-XM_035812450.1	LOC118410649
rna-XM_035812451.1	LOC118410649
rna-XM_035812443.1	LOC118410649
rna-XM_035812448.1	LOC118410649
rna-XM_035812452.1	LOC118410649
rna-XM_035812453.1	LOC118410650
rna-XM_035811083.1	LOC118409779
rna-XM_035804003.1	LOC118404703
rna-XM_035803986.1	LOC118404703
rna-XM_035803994.1	LOC118404703
rna-XM_035803970.1	LOC118404703
rna-XM_035803978.1	LOC118404703
rna-XM_035811281.1	LOC118409906
rna-XM_035811283.1	LOC118409906
rna-XM_035842616.1	LOC118431395
rna-XM_035842660.1	LOC118431395
rna-XM_035842634.1	LOC118431395
rna-XM_035842625.1	LOC118431395
rna-XM_035842669.1	LOC118431395
rna-XM_035842652.1	LOC118431395
rna-XM_035842642.1	LOC118431395
rna-XM_035842594.1	LOC118431395
rna-XM_035842602.1	LOC118431395
rna-XM_035842677.1	LOC118431395
rna-XM_035842694.1	LOC118431395
rna-XM_035842689.1	LOC118431395
rna-XM_035842685.1	LOC118431395
rna-XM_035842581.1	LOC118431390
rna-XM_035810782.1	LOC118409627
rna-XM_035810781.1	LOC118409627
rna-XM_035810784.1	LOC118409630
rna-XM_035810783.1	LOC118409629
rna-XM_035809923.1	LOC118409053
rna-XM_035809934.1	LOC118409063
rna-XM_035812152.1	LOC118410431
rna-XM_035812405.1	LOC118410623
rna-XM_035811285.1	LOC118409908
rna-XM_035811284.1	LOC118409908
rna-XM_035811363.1	LOC118409949
rna-XM_035811367.1	LOC118409951
rna-XM_035811366.1	LOC118409951
rna-XM_035811365.1	LOC118409951
rna-XM_035811325.1	LOC118409928
rna-XM_035811336.1	LOC118409934
rna-XM_035811380.1	LOC118409960
rna-XM_035811332.1	LOC118409931
rna-XM_035811330.1	LOC118409931
rna-XM_035811331.1	LOC118409931
rna-XM_035811308.1	LOC118409918
rna-XM_035811305.1	LOC118409918
rna-XM_035811306.1	LOC118409918
rna-XM_035811307.1	LOC118409918
rna-XM_035811311.1	LOC118409921
rna-XM_035811312.1	LOC118409921
rna-XM_035811371.1	LOC118409955
rna-XM_035809941.1	LOC118409073
rna-XM_035811328.1	LOC118409930
rna-XM_035811329.1	LOC118409930
rna-XM_035811286.1	LOC118409909
rna-XM_035811327.1	LOC118409929
rna-XM_035811377.1	LOC118409958
rna-XM_035811375.1	LOC118409958
rna-XM_035811376.1	LOC118409958
rna-XM_035811300.1	LOC118409915
rna-XM_035811317.1	LOC118409926
rna-XM_035811318.1	LOC118409926
rna-XM_035811321.1	LOC118409927
rna-XM_035811319.1	LOC118409927
rna-XM_035811323.1	LOC118409927
rna-XM_035811322.1	LOC118409927
rna-XM_035811320.1	LOC118409927
rna-XM_035811324.1	LOC118409927
rna-XM_035811340.1	LOC118409937
rna-XM_035811295.1	LOC118409913
rna-XM_035811298.1	LOC118409913
rna-XM_035811297.1	LOC118409913
rna-XM_035811310.1	LOC118409920
rna-XM_035811339.1	LOC118409936
rna-XM_035811333.1	LOC118409932
rna-XM_035811344.1	LOC118409939
rna-XM_035811364.1	LOC118409950
rna-XM_035811368.1	LOC118409952
rna-XM_035811372.1	LOC118409956
rna-XM_035811374.1	LOC118409957
rna-XM_035811373.1	LOC118409957
rna-XM_035811345.1	LOC118409940
rna-XM_035811313.1	LOC118409923
rna-XM_035811288.1	LOC118409910
rna-XM_035811315.1	LOC118409925
rna-XM_035811360.1	LOC118409947
rna-XM_035811294.1	LOC118409912
rna-XM_035811362.1	LOC118409948
rna-XM_035811353.1	LOC118409942
rna-XM_035811289.1	LOC118409911
rna-XM_035811293.1	LOC118409911
rna-XM_035811291.1	LOC118409911
rna-XM_035811290.1	LOC118409911
rna-XM_035811292.1	LOC118409911
rna-XM_035811357.1	LOC118409944
rna-XM_035811379.1	LOC118409959
rna-XM_035811370.1	LOC118409954
rna-XM_035811334.1	LOC118409933
rna-XM_035811304.1	LOC118409916
rna-XM_035811302.1	LOC118409916
rna-XM_035811303.1	LOC118409916
rna-XM_035811301.1	LOC118409916
rna-XM_035811337.1	LOC118409935
rna-XM_035811338.1	LOC118409935
rna-XM_035811299.1	LOC118409914
rna-XM_035811347.1	LOC118409941
rna-XM_035811346.1	LOC118409941
rna-XM_035811348.1	LOC118409941
rna-XM_035811350.1	LOC118409941
rna-XM_035811349.1	LOC118409941
rna-XM_035811351.1	LOC118409941
rna-XM_035811309.1	LOC118409919
rna-XM_035811359.1	LOC118409946
rna-XM_035811358.1	LOC118409945
rna-XM_035809943.1	LOC118409078
rna-XM_035811356.1	LOC118409943
rna-XM_035811355.1	LOC118409943
rna-XM_035811354.1	LOC118409943
rna-XM_035811341.1	LOC118409938
rna-XM_035811342.1	LOC118409938
rna-XM_035811314.1	LOC118409924
rna-XM_035810249.1	LOC118409312
rna-XM_035810248.1	LOC118409312
rna-XM_035810250.1	LOC118409312
rna-XM_035807436.1	LOC118407019
rna-XM_035807448.1	LOC118407029
rna-XM_035807455.1	LOC118407029
rna-XM_035807485.1	LOC118407064
rna-XM_035807493.1	LOC118407064
rna-XM_035807474.1	LOC118407046
rna-XM_035807466.1	LOC118407046
rna-XM_035810667.1	LOC118409560
rna-XM_035810359.1	LOC118409375
rna-XM_035810361.1	LOC118409375
rna-XM_035810362.1	LOC118409375
rna-XM_035810355.1	LOC118409371
rna-XM_035810353.1	LOC118409371
rna-XM_035810354.1	LOC118409371
rna-XM_035810351.1	LOC118409370
rna-XM_035810356.1	LOC118409372
rna-XM_035810363.1	LOC118409376
rna-XM_035810364.1	LOC118409376
rna-XM_035810357.1	LOC118409373
rna-XM_035810358.1	LOC118409374
rna-XM_035810350.1	LOC118409368
rna-XM_035810348.1	LOC118409368
rna-XM_035810344.1	LOC118409368
rna-XM_035810341.1	LOC118409368
rna-XM_035810349.1	LOC118409368
rna-XM_035810345.1	LOC118409368
rna-XM_035810346.1	LOC118409368
rna-XM_035810342.1	LOC118409368
rna-XM_035810347.1	LOC118409368
rna-XM_035810343.1	LOC118409368
rna-XM_035810340.1	LOC118409368
rna-XM_035811829.1	LOC118410270
rna-XM_035811828.1	LOC118410270
rna-XM_035811827.1	LOC118410269
rna-XM_035807550.1	LOC118407127
rna-XM_035807510.1	LOC118407081
rna-XM_035807503.1	LOC118407081
rna-XM_035809944.1	LOC118409080
rna-XM_035807532.1	LOC118407110
rna-XM_035807539.1	LOC118407110
rna-XM_035807521.1	LOC118407099
rna-XM_035811695.1	LOC118410163
rna-XM_035810817.1	LOC118409649
rna-XM_035843927.1	LOC118432375
rna-XM_035812298.1	LOC118410538
rna-XM_035812297.1	LOC118410538
rna-XM_035812299.1	LOC118410538
rna-XM_035812143.1	LOC118410426
rna-XM_035812144.1	LOC118410427
rna-XM_035812141.1	LOC118410425
rna-XM_035812142.1	LOC118410425
rna-XM_035812145.1	LOC118410428
rna-XM_035812146.1	LOC118410428
rna-XM_035812147.1	LOC118410428
rna-XM_035812139.1	LOC118410424
rna-XM_035811852.1	LOC118410293
rna-XM_035810219.1	LOC118409300
rna-XM_035810220.1	LOC118409300
rna-XM_035810217.1	LOC118409300
rna-XM_035810218.1	LOC118409300
rna-XM_035810221.1	LOC118409300
rna-XM_035810222.1	LOC118409300
rna-XM_035812185.1	LOC118410454
rna-XM_035810772.1	LOC118409621
rna-XM_035810771.1	LOC118409621
rna-XM_035810774.1	LOC118409621
rna-XM_035810773.1	LOC118409621
rna-XM_035810770.1	LOC118409620
rna-XM_035810301.1	LOC118409339
rna-XM_035810299.1	LOC118409339
rna-XM_035810298.1	LOC118409338
rna-XM_035810297.1	LOC118409338
rna-XM_035801955.1	LOC118403297
rna-XM_035801963.1	LOC118403297
rna-XM_035842825.1	LOC118431580
rna-XM_035803476.1	LOC118404396
rna-XM_035803469.1	LOC118404396
rna-XM_035803510.1	LOC118404412
rna-XM_035803486.1	LOC118404412
rna-XM_035803518.1	LOC118404412
rna-XM_035803494.1	LOC118404412
rna-XM_035803526.1	LOC118404412
rna-XM_035803502.1	LOC118404412
rna-XM_035809945.1	LOC118409081
rna-XM_035803458.1	LOC118404385
rna-XM_035808467.1	LOC118407892
rna-XM_035808446.1	LOC118407877
rna-XM_035808479.1	LOC118407903
rna-XM_035808459.1	LOC118407882
rna-XM_035812213.1	LOC118410476
rna-XM_035812212.1	LOC118410474
rna-XM_035812211.1	LOC118410473
rna-XM_035810602.1	LOC118409523
rna-XM_035810603.1	LOC118409523
rna-XM_035810609.1	LOC118409525
rna-XM_035810610.1	LOC118409525
rna-XM_035810611.1	LOC118409525
rna-XM_035810608.1	LOC118409525
rna-XM_035810604.1	LOC118409524
rna-XM_035810605.1	LOC118409524
rna-XM_035810607.1	LOC118409524
rna-XM_035810606.1	LOC118409524
rna-XM_035802562.1	LOC118403753
rna-XM_035802554.1	LOC118403753
rna-XM_035809946.1	LOC118409082
rna-XM_035803396.1	LOC118404324
rna-XM_035803406.1	LOC118404335
rna-XM_035803384.1	LOC118404313
rna-XM_035812104.1	LOC118410406
rna-XM_035812106.1	LOC118410409
rna-XM_035812105.1	LOC118410408
rna-XM_035812108.1	LOC118410410
rna-XM_035812107.1	LOC118410410
rna-XM_035803816.1	LOC118404553
rna-XM_035803808.1	LOC118404553
rna-XM_035803738.1	LOC118404553
rna-XM_035803718.1	LOC118404553
rna-XM_035803764.1	LOC118404553
rna-XM_035803800.1	LOC118404553
rna-XM_035803781.1	LOC118404553
rna-XM_035803728.1	LOC118404553
rna-XM_035803791.1	LOC118404553
rna-XM_035803773.1	LOC118404553
rna-XM_035803746.1	LOC118404553
rna-XM_035803755.1	LOC118404553
rna-XM_035803710.1	LOC118404553
rna-XM_035803948.1	LOC118404693
rna-XM_035803851.1	LOC118404619
rna-XM_035803897.1	LOC118404655
rna-XM_035803904.1	LOC118404655
rna-XM_035803863.1	LOC118404628
rna-XM_035803880.1	LOC118404628
rna-XM_035803871.1	LOC118404628
rna-XM_035803887.1	LOC118404628
rna-XM_035803926.1	LOC118404680
rna-XM_035803935.1	LOC118404680
rna-XM_035803916.1	LOC118404671
rna-XM_035803839.1	LOC118404612
rna-XM_035803827.1	LOC118404612
rna-XM_035810151.1	LOC118409263
rna-XM_035810152.1	LOC118409264
rna-XM_035810153.1	LOC118409264
rna-XM_035810131.1	LOC118409255
rna-XM_035810134.1	LOC118409255
rna-XM_035810132.1	LOC118409255
rna-XM_035810136.1	LOC118409255
rna-XM_035810133.1	LOC118409255
rna-XM_035811584.1	LOC118410096
rna-XM_035812241.1	LOC118410501
rna-XM_035812237.1	LOC118410497
rna-XM_035812236.1	LOC118410497
rna-XM_035812238.1	LOC118410498
rna-XM_035812240.1	LOC118410500
rna-XM_035812239.1	LOC118410499
rna-XM_035812007.1	LOC118410345
rna-XM_035811386.1	LOC118409967
rna-XM_035811387.1	LOC118409967
rna-XM_035810230.1	LOC118409304
rna-XM_035810229.1	LOC118409304
rna-XM_035810228.1	LOC118409304
rna-XM_035810231.1	LOC118409304
rna-XM_035810227.1	LOC118409303
rna-XM_035810226.1	LOC118409302
rna-XM_035810225.1	LOC118409302
rna-XM_035810827.1	LOC118409656
rna-XM_035812324.1	LOC118410552
rna-XM_035812325.1	LOC118410553
rna-XM_035812316.1	LOC118410550
rna-XM_035812315.1	LOC118410550
rna-XM_035812313.1	LOC118410550
rna-XM_035812317.1	LOC118410550
rna-XM_035812318.1	LOC118410550
rna-XM_035812319.1	LOC118410550
rna-XM_035812321.1	LOC118410550
rna-XM_035812322.1	LOC118410550
rna-XM_035812323.1	LOC118410550
rna-XM_035812314.1	LOC118410550
rna-XM_035810113.1	LOC118409246
rna-XM_035810114.1	LOC118409246
rna-XM_035810112.1	LOC118409244
rna-XM_035810115.1	LOC118409247
rna-XM_035810528.1	LOC118409482
rna-XM_035810527.1	LOC118409482
rna-XM_035810370.1	LOC118409380
rna-XM_035810371.1	LOC118409381
rna-XM_035810372.1	LOC118409382
