transcript_id	gene_id
rna-XM_035832608.1	LOC118424119
rna-XM_035831995.1	LOC118423776
rna-XM_035833252.1	LOC118424613
rna-XM_035833253.1	LOC118424613
rna-XM_035833254.1	LOC118424613
rna-XM_035833255.1	LOC118424613
rna-XM_035832884.1	LOC118424335
rna-XM_035832885.1	LOC118424336
rna-XM_035832887.1	LOC118424339
rna-XM_035833075.1	LOC118424498
rna-XM_035833074.1	LOC118424498
rna-XM_035833076.1	LOC118424498
rna-XM_035833092.1	LOC118424513
rna-XM_035833091.1	LOC118424513
rna-XM_035832940.1	LOC118424394
rna-XM_035832941.1	LOC118424394
rna-XM_035832942.1	LOC118424395
rna-XM_035831991.1	LOC118423770
rna-XM_035831990.1	LOC118423770
rna-XM_035831992.1	LOC118423770
rna-XM_035831989.1	LOC118423769
rna-XM_035831987.1	LOC118423769
rna-XM_035833981.1	LOC118425155
rna-XM_035831974.1	LOC118423763
rna-XM_035831998.1	LOC118423781
rna-XM_035831999.1	LOC118423781
rna-XM_035832005.1	LOC118423783
rna-XM_035832007.1	LOC118423783
rna-XM_035832002.1	LOC118423783
rna-XM_035832003.1	LOC118423783
rna-XM_035832004.1	LOC118423783
rna-XM_035832006.1	LOC118423783
rna-XM_035832008.1	LOC118423783
rna-XM_035832000.1	LOC118423782
rna-XM_035832001.1	LOC118423782
rna-XM_035832299.1	LOC118423965
rna-XM_035832298.1	LOC118423965
rna-XM_035832301.1	LOC118423965
rna-XM_035832302.1	LOC118423965
rna-XM_035832300.1	LOC118423965
rna-XM_035832303.1	LOC118423965
rna-XM_035832304.1	LOC118423965
rna-XM_035832305.1	LOC118423965
rna-XM_035832297.1	LOC118423964
rna-XM_035832949.1	LOC118424399
rna-XM_035832951.1	LOC118424399
rna-XM_035832947.1	LOC118424399
rna-XM_035832945.1	LOC118424399
rna-XM_035832948.1	LOC118424399
rna-XM_035832950.1	LOC118424399
rna-XM_035832952.1	LOC118424399
rna-XM_035832953.1	LOC118424399
rna-XM_035832281.1	LOC118423951
rna-XM_035832282.1	LOC118423953
rna-XM_035833033.1	LOC118424462
rna-XM_035833034.1	LOC118424462
rna-XM_035832510.1	LOC118424054
rna-XM_035832511.1	LOC118424054
rna-XM_035832512.1	LOC118424054
rna-XM_035832513.1	LOC118424054
rna-XM_035832386.1	LOC118424006
rna-XM_035832388.1	LOC118424006
rna-XM_035832389.1	LOC118424006
rna-XM_035832391.1	LOC118424006
rna-XM_035832390.1	LOC118424006
rna-XM_035832392.1	LOC118424006
rna-XM_035832393.1	LOC118424006
rna-XM_035832463.1	LOC118424032
rna-XM_035832506.1	LOC118424051
rna-XM_035832505.1	LOC118424051
rna-XM_035832542.1	LOC118424068
rna-XM_035832587.1	LOC118424095
rna-XM_035832537.1	LOC118424064
rna-XM_035832449.1	LOC118424026
rna-XM_035832447.1	LOC118424026
rna-XM_035832446.1	LOC118424026
rna-XM_035832443.1	LOC118424023
rna-XM_035832442.1	LOC118424023
rna-XM_035832500.1	LOC118424047
rna-XM_035832441.1	LOC118424022
rna-XM_035832432.1	LOC118424017
rna-XM_035832890.1	LOC118424341
rna-XM_035832440.1	LOC118424021
rna-XM_035832439.1	LOC118424021
rna-XM_035832483.1	LOC118424038
rna-XM_035832462.1	LOC118424031
rna-XM_035832484.1	LOC118424039
rna-XM_035832520.1	LOC118424058
rna-XM_035832519.1	LOC118424058
rna-XM_035832436.1	LOC118424019
rna-XM_035832461.1	LOC118424030
rna-XM_035832487.1	LOC118424041
rna-XM_035832576.1	LOC118424086
rna-XM_035832575.1	LOC118424086
rna-XM_035832445.1	LOC118424025
rna-XM_035832444.1	LOC118424025
rna-XM_035832489.1	LOC118424043
rna-XM_035832543.1	LOC118424069
rna-XM_035832544.1	LOC118424069
rna-XM_035832547.1	LOC118424069
rna-XM_035832545.1	LOC118424069
rna-XM_035832509.1	LOC118424053
rna-XM_035832507.1	LOC118424052
rna-XM_035832508.1	LOC118424052
rna-XM_035832558.1	LOC118424078
rna-XM_035832553.1	LOC118424074
rna-XM_035832539.1	LOC118424065
rna-XM_035832516.1	LOC118424056
rna-XM_035832517.1	LOC118424056
rna-XM_035832515.1	LOC118424056
rna-XM_035832566.1	LOC118424081
rna-XM_035832565.1	LOC118424081
rna-XM_035832568.1	LOC118424081
rna-XM_035832567.1	LOC118424081
rna-XM_035832480.1	LOC118424036
rna-XM_035832573.1	LOC118424084
rna-XM_035832557.1	LOC118424077
rna-XM_035832499.1	LOC118424046
rna-XM_035832498.1	LOC118424046
rna-XM_035832497.1	LOC118424046
rna-XM_035832496.1	LOC118424046
rna-XM_035832495.1	LOC118424046
rna-XM_035832493.1	LOC118424046
rna-XM_035832494.1	LOC118424046
rna-XM_035832891.1	LOC118424342
rna-XM_035832585.1	LOC118424093
rna-XM_035832583.1	LOC118424092
rna-XM_035832482.1	LOC118424037
rna-XM_035832536.1	LOC118424062
rna-XM_035832534.1	LOC118424062
rna-XM_035832535.1	LOC118424062
rna-XM_035832533.1	LOC118424062
rna-XM_035832532.1	LOC118424062
rna-XM_035832531.1	LOC118424062
rna-XM_035832529.1	LOC118424062
rna-XM_035832528.1	LOC118424062
rna-XM_035832527.1	LOC118424062
rna-XM_035832526.1	LOC118424062
rna-XM_035832530.1	LOC118424062
rna-XM_035832580.1	LOC118424088
rna-XM_035832406.1	LOC118424011
rna-XM_035832407.1	LOC118424011
rna-XM_035832485.1	LOC118424040
rna-XM_035832486.1	LOC118424040
rna-XM_035832385.1	LOC118424005
rna-XM_035832525.1	LOC118424061
rna-XM_035832524.1	LOC118424061
rna-XM_035832412.1	LOC118424014
rna-XM_035832559.1	LOC118424079
rna-XM_035832560.1	LOC118424079
rna-XM_035832490.1	LOC118424044
rna-XM_035832455.1	LOC118424028
rna-XM_035832456.1	LOC118424028
rna-XM_035832457.1	LOC118424028
rna-XM_035832459.1	LOC118424028
rna-XM_035832549.1	LOC118424071
rna-XM_035832434.1	LOC118424018
rna-XM_035832433.1	LOC118424018
rna-XM_035832892.1	LOC118424343
rna-XM_035832893.1	LOC118424344
rna-XM_035832590.1	LOC118424099
rna-XM_035832518.1	LOC118424057
rna-XM_035832554.1	LOC118424075
rna-XM_035832894.1	LOC118424345
rna-XM_035832582.1	LOC118424091
rna-XM_035832895.1	LOC118424346
rna-XM_035832399.1	LOC118424009
rna-XM_035832398.1	LOC118424009
rna-XM_035832400.1	LOC118424009
rna-XM_035832401.1	LOC118424009
rna-XM_035832593.1	LOC118424101
rna-XM_035832578.1	LOC118424087
rna-XM_035832579.1	LOC118424087
rna-XM_035832577.1	LOC118424087
rna-XM_035832492.1	LOC118424045
rna-XM_035832491.1	LOC118424045
rna-XM_035832574.1	LOC118424085
rna-XM_035832548.1	LOC118424070
rna-XM_035832896.1	LOC118424348
rna-XM_035832897.1	LOC118424349
rna-XM_035832504.1	LOC118424050
rna-XM_035832431.1	LOC118424016
rna-XM_035832450.1	LOC118424027
rna-XM_035832452.1	LOC118424027
rna-XM_035832451.1	LOC118424027
rna-XM_035832454.1	LOC118424027
rna-XM_035832453.1	LOC118424027
rna-XM_035832417.1	LOC118424015
rna-XM_035832413.1	LOC118424015
rna-XM_035832415.1	LOC118424015
rna-XM_035832414.1	LOC118424015
rna-XM_035832418.1	LOC118424015
rna-XM_035832420.1	LOC118424015
rna-XM_035832419.1	LOC118424015
rna-XM_035832425.1	LOC118424015
rna-XM_035832428.1	LOC118424015
rna-XM_035832429.1	LOC118424015
rna-XM_035832427.1	LOC118424015
rna-XM_035832421.1	LOC118424015
rna-XM_035832422.1	LOC118424015
rna-XM_035832430.1	LOC118424015
rna-XM_035832423.1	LOC118424015
rna-XM_035832424.1	LOC118424015
rna-XM_035832521.1	LOC118424059
rna-XM_035832464.1	LOC118424033
rna-XM_035832541.1	LOC118424067
rna-XM_035832472.1	LOC118424034
rna-XM_035832475.1	LOC118424034
rna-XM_035832467.1	LOC118424034
rna-XM_035832479.1	LOC118424034
rna-XM_035832465.1	LOC118424034
rna-XM_035832473.1	LOC118424034
rna-XM_035832468.1	LOC118424034
rna-XM_035832477.1	LOC118424034
rna-XM_035832469.1	LOC118424034
rna-XM_035832476.1	LOC118424034
rna-XM_035832478.1	LOC118424034
rna-XM_035832471.1	LOC118424034
rna-XM_035832474.1	LOC118424034
rna-XM_035832470.1	LOC118424034
rna-XM_035832395.1	LOC118424007
rna-XM_035832396.1	LOC118424007
rna-XM_035832394.1	LOC118424007
rna-XM_035832397.1	LOC118424007
rna-XM_035832591.1	LOC118424100
rna-XM_035832570.1	LOC118424082
rna-XM_035832569.1	LOC118424082
rna-XM_035832514.1	LOC118424055
rna-XM_035832540.1	LOC118424066
rna-XM_035832460.1	LOC118424029
rna-XM_035832488.1	LOC118424042
rna-XM_035832501.1	LOC118424048
rna-XM_035832588.1	LOC118424096
rna-XM_035832551.1	LOC118424072
rna-XM_035832552.1	LOC118424072
rna-XM_035832550.1	LOC118424072
rna-XM_035832503.1	LOC118424049
rna-XM_035832502.1	LOC118424049
rna-XM_035832571.1	LOC118424083
rna-XM_035832562.1	LOC118424080
rna-XM_035832564.1	LOC118424080
rna-XM_035832561.1	LOC118424080
rna-XM_035832522.1	LOC118424060
rna-XM_035832523.1	LOC118424060
rna-XM_035832438.1	LOC118424020
rna-XM_035832437.1	LOC118424020
rna-XM_035832586.1	LOC118424094
rna-XM_035832898.1	LOC118424350
rna-XM_035832900.1	LOC118424351
rna-XM_035832556.1	LOC118424076
rna-XM_035832403.1	LOC118424010
rna-XM_035832405.1	LOC118424010
rna-XM_035832404.1	LOC118424010
rna-XM_035832901.1	LOC118424352
rna-XM_035832581.1	LOC118424090
rna-XM_035832409.1	LOC118424012
rna-XM_035832408.1	LOC118424012
rna-XM_035832411.1	LOC118424012
rna-XM_035832410.1	LOC118424012
rna-XM_035832902.1	LOC118424353
rna-XM_035832998.1	LOC118424434
rna-XM_035832997.1	LOC118424433
rna-XM_035832903.1	LOC118424354
rna-XM_035832996.1	LOC118424431
rna-XM_035833389.1	LOC118424707
rna-XM_035832944.1	LOC118424398
rna-XM_035833664.1	LOC118424857
rna-XM_035832151.1	LOC118423859
rna-XM_035832150.1	LOC118423859
rna-XM_035832904.1	LOC118424355
rna-XM_035832148.1	LOC118423856
rna-XM_035832147.1	LOC118423856
rna-XM_035832149.1	LOC118423857
rna-XM_035832905.1	LOC118424356
rna-XM_035833132.1	LOC118424537
rna-XM_035833130.1	LOC118424537
rna-XM_035833127.1	LOC118424537
rna-XM_035833129.1	LOC118424537
rna-XM_035833131.1	LOC118424537
rna-XM_035832906.1	LOC118424357
rna-XM_035832908.1	LOC118424358
rna-XM_035832909.1	LOC118424360
rna-XM_035833185.1	LOC118424562
rna-XM_035833208.1	LOC118424578
rna-XM_035833173.1	LOC118424553
rna-XM_035833135.1	LOC118424538
rna-XM_035833134.1	LOC118424538
rna-XM_035833133.1	LOC118424538
rna-XM_035833138.1	LOC118424538
rna-XM_035833136.1	LOC118424538
rna-XM_035833139.1	LOC118424538
rna-XM_035833137.1	LOC118424538
rna-XM_035833140.1	LOC118424538
rna-XM_035833141.1	LOC118424538
rna-XM_035833142.1	LOC118424538
rna-XM_035833144.1	LOC118424538
rna-XM_035833145.1	LOC118424538
rna-XM_035833161.1	LOC118424547
rna-XM_035833162.1	LOC118424548
rna-XM_035833166.1	LOC118424548
rna-XM_035833163.1	LOC118424548
rna-XM_035833164.1	LOC118424548
rna-XM_035833165.1	LOC118424548
rna-XM_035832910.1	LOC118424361
rna-XM_035833148.1	LOC118424541
rna-XM_035833149.1	LOC118424541
rna-XM_035832911.1	LOC118424362
rna-XM_035833187.1	LOC118424564
rna-XM_035833176.1	LOC118424556
rna-XM_035833153.1	LOC118424543
rna-XM_035833151.1	LOC118424543
rna-XM_035833192.1	LOC118424567
rna-XM_035833184.1	LOC118424561
rna-XM_035833182.1	LOC118424561
rna-XM_035833181.1	LOC118424560
rna-XM_035833180.1	LOC118424559
rna-XM_035833179.1	LOC118424559
rna-XM_035833177.1	LOC118424557
rna-XM_035833178.1	LOC118424557
rna-XM_035833196.1	LOC118424570
rna-XM_035833203.1	LOC118424575
rna-XM_035833205.1	LOC118424575
rna-XM_035833204.1	LOC118424575
rna-XM_035833158.1	LOC118424546
rna-XM_035833159.1	LOC118424546
rna-XM_035833160.1	LOC118424546
rna-XM_035833200.1	LOC118424572
rna-XM_035833198.1	LOC118424572
rna-XM_035833199.1	LOC118424572
rna-XM_035833201.1	LOC118424573
rna-XM_035833172.1	LOC118424552
rna-XM_035833170.1	LOC118424552
rna-XM_035833169.1	LOC118424552
rna-XM_035832912.1	LOC118424363
rna-XM_035833175.1	LOC118424555
rna-XM_035833174.1	LOC118424554
rna-XM_035833154.1	LOC118424545
rna-XM_035833156.1	LOC118424545
rna-XM_035833155.1	LOC118424545
rna-XM_035833197.1	LOC118424571
rna-XM_035832913.1	LOC118424364
rna-XM_035833147.1	LOC118424540
rna-XM_035833146.1	LOC118424540
rna-XM_035833206.1	LOC118424577
rna-XM_035833168.1	LOC118424551
rna-XM_035832915.1	LOC118424367
rna-XM_035833150.1	LOC118424542
rna-XM_035832916.1	LOC118424368
rna-XM_035832920.1	LOC118424371
rna-XM_035832921.1	LOC118424372
rna-XM_035833194.1	LOC118424569
rna-XM_035833190.1	LOC118424565
rna-XM_035833191.1	LOC118424565
rna-XM_035833189.1	LOC118424565
rna-XM_035833188.1	LOC118424565
rna-XM_035833193.1	LOC118424568
rna-XM_035833202.1	LOC118424574
rna-XM_035833167.1	LOC118424550
rna-XM_035833186.1	LOC118424563
rna-XM_035832183.1	LOC118423876
rna-XM_035832175.1	LOC118423876
rna-XM_035832184.1	LOC118423876
rna-XM_035832185.1	LOC118423876
rna-XM_035832179.1	LOC118423876
rna-XM_035832173.1	LOC118423876
rna-XM_035832180.1	LOC118423876
rna-XM_035832182.1	LOC118423876
rna-XM_035832178.1	LOC118423876
rna-XM_035832181.1	LOC118423876
rna-XM_035832176.1	LOC118423876
rna-XM_035832174.1	LOC118423876
rna-XM_035833397.1	LOC118424715
rna-XM_035832138.1	LOC118423851
rna-XM_035832137.1	LOC118423849
rna-XM_035832136.1	LOC118423849
rna-XM_035832135.1	LOC118423848
rna-XM_035832925.1	LOC118424376
rna-XM_035832926.1	LOC118424376
rna-XM_035832927.1	LOC118424376
rna-XM_035833675.1	LOC118424868
rna-XM_035831982.1	LOC118423765
rna-XM_035831978.1	LOC118423764
rna-XM_035831981.1	LOC118423764
rna-XM_035831977.1	LOC118423764
rna-XM_035831976.1	LOC118423764
rna-XM_035831980.1	LOC118423764
rna-XM_035831975.1	LOC118423764
rna-XM_035833676.1	LOC118424869
rna-XM_035832062.1	LOC118423807
rna-XM_035832059.1	LOC118423807
rna-XM_035832061.1	LOC118423807
rna-XM_035832042.1	LOC118423807
rna-XM_035832043.1	LOC118423807
rna-XM_035832040.1	LOC118423807
rna-XM_035832049.1	LOC118423807
rna-XM_035832050.1	LOC118423807
rna-XM_035832041.1	LOC118423807
rna-XM_035832045.1	LOC118423807
rna-XM_035832048.1	LOC118423807
rna-XM_035832046.1	LOC118423807
rna-XM_035832056.1	LOC118423807
rna-XM_035832054.1	LOC118423807
rna-XM_035832047.1	LOC118423807
rna-XM_035832051.1	LOC118423807
rna-XM_035832058.1	LOC118423807
rna-XM_035832052.1	LOC118423807
rna-XM_035832055.1	LOC118423807
rna-XM_035832057.1	LOC118423807
rna-XM_035832064.1	LOC118423807
rna-XM_035832065.1	LOC118423807
rna-XM_035832053.1	LOC118423807
rna-XM_035832063.1	LOC118423807
rna-XM_035833317.1	LOC118424659
rna-XM_035833318.1	LOC118424660
rna-XM_035833677.1	LOC118424870
rna-XM_035833678.1	LOC118424871
rna-XM_035833679.1	LOC118424873
rna-XM_035833680.1	LOC118424874
rna-XM_035833044.1	LOC118424475
rna-XM_035833681.1	LOC118424875
rna-XM_035833683.1	LOC118424876
rna-XM_035833684.1	LOC118424877
rna-XM_035831942.1	LOC118423738
rna-XM_035833240.1	LOC118424602
rna-XM_035833685.1	LOC118424878
rna-XM_035833686.1	LOC118424879
rna-XM_035833010.1	LOC118424443
rna-XM_035833687.1	LOC118424880
rna-XM_035833688.1	LOC118424881
rna-XM_035833689.1	LOC118424882
rna-XM_035833641.1	LOC118424841
rna-XM_035833665.1	LOC118424858
rna-XM_035833690.1	LOC118424884
rna-XM_035833691.1	LOC118424885
rna-XM_035833692.1	LOC118424886
rna-XM_035833694.1	LOC118424887
rna-XM_035832933.1	LOC118424386
rna-XM_035832932.1	LOC118424384
rna-XM_035833695.1	LOC118424888
rna-XM_035833673.1	LOC118424866
rna-XM_035832262.1	LOC118423938
rna-XM_035832263.1	LOC118423938
rna-XM_035832268.1	LOC118423941
rna-XM_035832267.1	LOC118423941
rna-XM_035832259.1	LOC118423934
rna-XM_035832269.1	LOC118423942
rna-XM_035832260.1	LOC118423935
rna-XM_035832261.1	LOC118423937
rna-XM_035832265.1	LOC118423939
rna-XM_035832266.1	LOC118423940
rna-XM_035833696.1	LOC118424889
rna-XM_035833697.1	LOC118424890
rna-XM_035833698.1	LOC118424891
rna-XM_035833699.1	LOC118424892
rna-XM_035833700.1	LOC118424893
rna-XM_035833701.1	LOC118424895
rna-XM_035833003.1	LOC118424438
rna-XM_035833640.1	LOC118424840
rna-XM_035831957.1	LOC118423749
rna-XM_035831962.1	LOC118423754
rna-XM_035833126.1	LOC118424535
rna-XM_035832067.1	LOC118423811
rna-XM_035833080.1	LOC118424501
rna-XM_035833374.1	LOC118424694
rna-XM_035833702.1	LOC118424896
rna-XM_035833070.1	LOC118424495
rna-XM_035833071.1	LOC118424496
rna-XM_035833072.1	LOC118424497
rna-XM_035833069.1	LOC118424493
rna-XM_035833068.1	LOC118424492
rna-XM_035833703.1	LOC118424897
rna-XM_035833227.1	LOC118424588
rna-XM_035833226.1	LOC118424588
rna-XM_035833216.1	LOC118424587
rna-XM_035833213.1	LOC118424587
rna-XM_035833220.1	LOC118424587
rna-XM_035833219.1	LOC118424587
rna-XM_035833225.1	LOC118424587
rna-XM_035833214.1	LOC118424587
rna-XM_035833215.1	LOC118424587
rna-XM_035833221.1	LOC118424587
rna-XM_035833222.1	LOC118424587
rna-XM_035833218.1	LOC118424587
rna-XM_035833223.1	LOC118424587
rna-XM_035833224.1	LOC118424587
rna-XM_035833642.1	LOC118424842
rna-XM_035832172.1	LOC118423875
rna-XM_035832168.1	LOC118423874
rna-XM_035832171.1	LOC118423874
rna-XM_035832169.1	LOC118423874
rna-XM_035832170.1	LOC118423874
rna-XM_035833705.1	LOC118424898
rna-XM_035833971.1	LOC118425147
rna-XM_035832693.1	LOC118424160
rna-XM_035832789.1	LOC118424248
rna-XM_035833706.1	LOC118424899
rna-XM_035832613.1	LOC118424124
rna-XM_035832615.1	LOC118424124
rna-XM_035832614.1	LOC118424124
rna-XM_035832616.1	LOC118424124
rna-XM_035833004.1	LOC118424439
rna-XM_035832031.1	LOC118423796
rna-XM_035833707.1	LOC118424900
rna-XM_035833708.1	LOC118424901
rna-XM_035833334.1	LOC118424677
rna-XM_035832785.1	LOC118424245
rna-XM_035832787.1	LOC118424246
rna-XM_035832786.1	LOC118424246
rna-XM_035833709.1	LOC118424902
rna-XM_035832773.1	LOC118424232
rna-XM_035832770.1	LOC118424230
rna-XM_035832772.1	LOC118424231
rna-XM_035831921.1	LOC118423725
rna-XM_035833212.1	LOC118424585
rna-XM_035833666.1	LOC118424859
rna-XM_035833982.1	LOC118425156
rna-XM_035833710.1	LOC118424903
rna-XM_035833984.1	LOC118425158
rna-XM_035833287.1	LOC118424634
rna-XM_035833290.1	LOC118424634
rna-XM_035833288.1	LOC118424634
rna-XM_035833985.1	LOC118425159
rna-XM_035833027.1	LOC118424458
rna-XM_035833711.1	LOC118424904
rna-XM_035833233.1	LOC118424594
rna-XM_035833231.1	LOC118424594
rna-XM_035833232.1	LOC118424594
rna-XM_035833234.1	LOC118424594
rna-XM_035832216.1	LOC118423903
rna-XM_035832217.1	LOC118423904
rna-XM_035832667.1	LOC118424144
rna-XM_035832664.1	LOC118424143
rna-XM_035832666.1	LOC118424143
rna-XM_035832662.1	LOC118424143
rna-XM_035832663.1	LOC118424143
rna-XM_035832665.1	LOC118424143
rna-XM_035832366.1	LOC118423991
rna-XM_035832367.1	LOC118423992
rna-XM_035832369.1	LOC118423993
rna-XM_035832372.1	LOC118423993
rna-XM_035832371.1	LOC118423993
rna-XM_035832370.1	LOC118423993
rna-XM_035832374.1	LOC118423995
rna-XM_035832373.1	LOC118423994
rna-XM_035832375.1	LOC118423996
rna-XM_035832377.1	LOC118423997
rna-XM_035832378.1	LOC118423997
rna-XM_035832379.1	LOC118423997
rna-XM_035832380.1	LOC118423998
rna-XM_035832972.1	LOC118424413
rna-XM_035833712.1	LOC118424907
rna-XM_035833713.1	LOC118424908
rna-XM_035833714.1	LOC118424909
rna-XM_035833007.1	LOC118424441
rna-XM_035833008.1	LOC118424442
rna-XM_035833009.1	LOC118424442
rna-XM_035833716.1	LOC118424910
rna-XM_035833717.1	LOC118424911
rna-XM_035833718.1	LOC118424912
rna-XM_035833660.1	LOC118424851
rna-XM_035833659.1	LOC118424851
rna-XM_035833658.1	LOC118424851
rna-XM_035833661.1	LOC118424851
rna-XM_035833663.1	LOC118424853
rna-XM_035833647.1	LOC118424845
rna-XM_035833648.1	LOC118424846
rna-XM_035833649.1	LOC118424846
rna-XM_035833652.1	LOC118424846
rna-XM_035833651.1	LOC118424846
rna-XM_035833650.1	LOC118424846
rna-XM_035833656.1	LOC118424849
rna-XM_035833662.1	LOC118424852
rna-XM_035833654.1	LOC118424848
rna-XM_035833657.1	LOC118424850
rna-XM_035833719.1	LOC118424913
rna-XM_035833644.1	LOC118424843
rna-XM_035833643.1	LOC118424843
rna-XM_035833645.1	LOC118424844
rna-XM_035833653.1	LOC118424847
rna-XM_035833720.1	LOC118424914
rna-XM_035832970.1	LOC118424410
rna-XM_035833042.1	LOC118424472
rna-XM_035833041.1	LOC118424472
rna-XM_035832320.1	LOC118423973
rna-XM_035832319.1	LOC118423973
rna-XM_035832329.1	LOC118423973
rna-XM_035832326.1	LOC118423973
rna-XM_035832331.1	LOC118423973
rna-XM_035832325.1	LOC118423973
rna-XM_035832323.1	LOC118423973
rna-XM_035832324.1	LOC118423973
rna-XM_035832327.1	LOC118423973
rna-XM_035832328.1	LOC118423973
rna-XM_035832342.1	LOC118423973
rna-XM_035832338.1	LOC118423973
rna-XM_035832333.1	LOC118423973
rna-XM_035832321.1	LOC118423973
rna-XM_035832332.1	LOC118423973
rna-XM_035832335.1	LOC118423973
rna-XM_035832334.1	LOC118423973
rna-XM_035832322.1	LOC118423973
rna-XM_035832337.1	LOC118423973
rna-XM_035832339.1	LOC118423973
rna-XM_035832341.1	LOC118423973
rna-XM_035832340.1	LOC118423973
rna-XM_035832348.1	LOC118423980
rna-XM_035832347.1	LOC118423979
rna-XM_035832350.1	LOC118423982
rna-XM_035833721.1	LOC118424915
rna-XM_035832349.1	LOC118423981
rna-XM_035833722.1	LOC118424916
rna-XM_035832351.1	LOC118423984
rna-XM_035832345.1	LOC118423977
rna-XM_035832346.1	LOC118423978
rna-XM_035832344.1	LOC118423976
rna-XM_035832248.1	LOC118423933
rna-XM_035832256.1	LOC118423933
rna-XM_035832258.1	LOC118423933
rna-XM_035832255.1	LOC118423933
rna-XM_035832257.1	LOC118423933
rna-XM_035832251.1	LOC118423933
rna-XM_035832253.1	LOC118423933
rna-XM_035832254.1	LOC118423933
rna-XM_035832249.1	LOC118423933
rna-XM_035832252.1	LOC118423933
rna-XM_035833948.1	LOC118425129
rna-XM_035832028.1	LOC118423794
rna-XM_035832027.1	LOC118423794
rna-XM_035832030.1	LOC118423794
rna-XM_035832029.1	LOC118423794
rna-XM_035832287.1	LOC118423956
rna-XM_035832286.1	LOC118423956
rna-XM_035832288.1	LOC118423957
rna-XM_035833723.1	LOC118424917
rna-XM_035833398.1	LOC118424716
rna-XM_035833724.1	LOC118424918
rna-XM_035832988.1	LOC118424423
rna-XM_035832986.1	LOC118424423
rna-XM_035832987.1	LOC118424423
rna-XM_035832764.1	LOC118424223
rna-XM_035832763.1	LOC118424222
rna-XM_035833043.1	LOC118424474
rna-XM_035832924.1	LOC118424375
rna-XM_035833725.1	LOC118424919
rna-XM_035832312.1	LOC118423969
rna-XM_035832311.1	LOC118423969
rna-XM_035832313.1	LOC118423970
rna-XM_035832316.1	LOC118423970
rna-XM_035832315.1	LOC118423970
rna-XM_035832314.1	LOC118423970
rna-XM_035832623.1	LOC118424128
rna-XM_035833271.1	LOC118424626
rna-XM_035833272.1	LOC118424626
rna-XM_035833269.1	LOC118424626
rna-XM_035833273.1	LOC118424626
rna-XM_035833278.1	LOC118424629
rna-XM_035833279.1	LOC118424629
rna-XM_035833280.1	LOC118424629
rna-XM_035833281.1	LOC118424629
rna-XM_035833282.1	LOC118424629
rna-XM_035833277.1	LOC118424628
rna-XM_035833275.1	LOC118424628
rna-XM_035833274.1	LOC118424628
rna-XM_035833087.1	LOC118424509
rna-XM_035833726.1	LOC118424920
rna-XM_035833727.1	LOC118424921
rna-XM_035833728.1	LOC118424922
rna-XM_035833052.1	LOC118424481
rna-XM_035833053.1	LOC118424481
rna-XM_035833051.1	LOC118424480
rna-XM_035833050.1	LOC118424480
rna-XM_035833054.1	LOC118424482
rna-XM_035833055.1	LOC118424483
rna-XM_035833056.1	LOC118424483
rna-XM_035832691.1	LOC118424157
rna-XM_035832690.1	LOC118424157
rna-XM_035834003.1	LOC118425172
rna-XM_035833667.1	LOC118424860
rna-XM_035833729.1	LOC118424923
rna-XM_035831971.1	LOC118423761
rna-XM_035831972.1	LOC118423761
rna-XM_035833730.1	LOC118424924
rna-XM_035832978.1	LOC118424418
rna-XM_035832977.1	LOC118424417
rna-XM_035832976.1	LOC118424417
rna-XM_035833106.1	LOC118424524
rna-XM_035833110.1	LOC118424524
rna-XM_035833109.1	LOC118424524
rna-XM_035833112.1	LOC118424524
rna-XM_035833108.1	LOC118424524
rna-XM_035833111.1	LOC118424524
rna-XM_035833116.1	LOC118424527
rna-XM_035833115.1	LOC118424527
rna-XM_035833114.1	LOC118424526
rna-XM_035833113.1	LOC118424526
rna-XM_035833118.1	LOC118424530
rna-XM_035833117.1	LOC118424529
rna-XM_035833731.1	LOC118424925
rna-XM_035832037.1	LOC118423802
rna-XM_035832797.1	LOC118424254
rna-XM_035832796.1	LOC118424253
rna-XM_035832795.1	LOC118424253
rna-XM_035832794.1	LOC118424253
rna-XM_035832793.1	LOC118424252
rna-XM_035832791.1	LOC118424251
rna-XM_035833732.1	LOC118424926
rna-XM_035833031.1	LOC118424461
rna-XM_035833030.1	LOC118424460
rna-XM_035832995.1	LOC118424430
rna-XM_035833973.1	LOC118425149
rna-XM_035833733.1	LOC118424927
rna-XM_035833734.1	LOC118424928
rna-XM_035833735.1	LOC118424929
rna-XM_035833736.1	LOC118424930
rna-XM_035833737.1	LOC118424932
rna-XM_035834018.1	LOC118425186
rna-XM_035833738.1	LOC118424933
rna-XM_035833739.1	LOC118424934
rna-XM_035833610.1	LOC118424814
rna-XM_035833608.1	LOC118424814
rna-XM_035833609.1	LOC118424814
rna-XM_035833741.1	LOC118424935
rna-XM_035833669.1	LOC118424863
rna-XM_035831964.1	LOC118423756
rna-XM_035833742.1	LOC118424936
rna-XM_035833743.1	LOC118424937
rna-XM_035833292.1	LOC118424636
rna-XM_035833291.1	LOC118424635
rna-XM_035833744.1	LOC118424938
rna-XM_035833294.1	LOC118424638
rna-XM_035833293.1	LOC118424637
rna-XM_035833745.1	LOC118424939
rna-XM_035831968.1	LOC118423760
rna-XM_035832628.1	LOC118424131
rna-XM_035832627.1	LOC118424130
rna-XM_035832973.1	LOC118424414
