Orthogroup	ORYLA	XENTR
OG0001188	ORYLA04742	XENTR04124
OG0001189	ORYLA20265	XENTR16871
OG0001189	ORYLA10691, ORYLA11979	XENTR08031
OG0001189	ORYLA07034	XENTR04626
OG0001190	ORYLA10580	XENTR06259
OG0001190	ORYLA14507, ORYLA10859	XENTR16660, XENTR16659
OG0001191	ORYLA17734	XENTR02213
OG0001191	ORYLA04735, ORYLA08358	XENTR13144
OG0001191	ORYLA01217	XENTR08963
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011	XENTR18694, XENTR11054
OG0001196	ORYLA03783	XENTR19094
OG0001197	ORYLA13277	XENTR14109
OG0001197	ORYLA01817, ORYLA05607	XENTR02293
OG0001197	ORYLA09693	XENTR07184
OG0001198	ORYLA10310	XENTR13281
OG0001198	ORYLA15038	XENTR16301
OG0001199	ORYLA11679	XENTR12723
OG0001200	ORYLA12001	XENTR03069
OG0001201	ORYLA15842, ORYLA14298	XENTR05955
OG0001201	ORYLA15310	XENTR17811
OG0001202	ORYLA09275	XENTR11567, XENTR11566
OG0001203	ORYLA10082	XENTR10957
OG0001203	ORYLA00091	XENTR14354
OG0001204	ORYLA03247	XENTR13340
OG0001205	ORYLA11970, ORYLA10540	XENTR14919
OG0001205	ORYLA01265	XENTR03556
OG0001207	ORYLA09156	XENTR10602
OG0001207	ORYLA16388	XENTR06956
OG0001207	ORYLA08504	XENTR16548
OG0001208	ORYLA06825, ORYLA09868	XENTR05399
OG0001208	ORYLA01795	XENTR14797
OG0001209	ORYLA07316, ORYLA00319	XENTR17550
OG0001210	ORYLA11799	XENTR12983
OG0001210	ORYLA06775	XENTR09378
OG0001211	ORYLA20079	XENTR04154
OG0001211	ORYLA07900	XENTR06866
OG0001212	ORYLA10644	XENTR16368
OG0001213	ORYLA08112	XENTR10507
OG0001213	ORYLA02321	XENTR01205
OG0001214	ORYLA09019	XENTR02921
OG0001215	ORYLA06541	XENTR12954
OG0001215	ORYLA08559, ORYLA09761, ORYLA09762	XENTR16550, XENTR16549
OG0001216	ORYLA12067, ORYLA15267	XENTR05946
OG0001217	ORYLA04237	XENTR07688
OG0001217	ORYLA01368	XENTR11580
OG0001217	ORYLA10596, ORYLA10595	XENTR00148
OG0001217	ORYLA10337	XENTR13893
OG0001218	ORYLA05869, ORYLA01891	XENTR16071
OG0001218	ORYLA14508	XENTR10134
OG0001218	ORYLA07468	XENTR14884, XENTR14883, XENTR16396
OG0001219	ORYLA01206, ORYLA04598	XENTR03647
OG0001219	ORYLA01690	XENTR18228
OG0001219	ORYLA05777	XENTR12113
OG0001220	ORYLA02345	XENTR06343
OG0001220	ORYLA12823	XENTR09829
OG0001221	ORYLA07491	XENTR15915
OG0001223	ORYLA06793	XENTR07799
OG0001223	ORYLA07569, ORYLA06727	XENTR13605
OG0001223	ORYLA15616, ORYLA13963	XENTR02494, XENTR02495
OG0001224	ORYLA16020, ORYLA14224	XENTR18588
OG0001225	ORYLA14806, ORYLA12335	XENTR09310
OG0001225	ORYLA02910	XENTR06994
OG0001225	ORYLA13489, ORYLA13488	XENTR15732
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656	XENTR11877
OG0001226	ORYLA11722	XENTR07881
OG0001226	ORYLA02207	XENTR05450
OG0001227	ORYLA13792, ORYLA15900	XENTR02799
OG0001227	ORYLA01936, ORYLA01935	XENTR12049
OG0001227	ORYLA09591	XENTR10779
OG0001230	ORYLA01799	XENTR05023
OG0001230	ORYLA05998	XENTR07941
OG0001230	ORYLA02055	XENTR12054
OG0001230	ORYLA05997	XENTR07940
OG0001231	ORYLA10425	XENTR03878
OG0001231	ORYLA04865	XENTR01648
OG0001232	ORYLA17130	XENTR01820
OG0001233	ORYLA07453	XENTR15515
OG0001234	ORYLA05594, ORYLA02233	XENTR15695
OG0001234	ORYLA19956	XENTR00503
OG0001236	ORYLA05857	XENTR16068
OG0001237	ORYLA12698, ORYLA15237	XENTR03125
OG0001237	ORYLA01731, ORYLA06118	XENTR11439
OG0001237	ORYLA17671, ORYLA02367	XENTR05845
OG0001238	ORYLA01295	XENTR08981
OG0001238	ORYLA07056	XENTR12621
OG0001239	ORYLA14159, ORYLA20197	XENTR11309
OG0001240	ORYLA12695, ORYLA20300	XENTR01403
OG0001240	ORYLA12696	XENTR05719
OG0001240	ORYLA06113	XENTR12304
OG0001240	ORYLA02471, ORYLA17502	XENTR05718
OG0001241	ORYLA15497	XENTR12971
OG0001241	ORYLA01008	XENTR02055
OG0001243	ORYLA07317, ORYLA07318	XENTR17516, XENTR17517
OG0001245	ORYLA00901	XENTR03643
OG0001245	ORYLA00456	XENTR11740
OG0001245	ORYLA04906	XENTR09295
OG0001246	ORYLA08383	XENTR08405
OG0001247	ORYLA10879	XENTR18189
OG0001247	ORYLA15933	XENTR18467
OG0001247	ORYLA18030	XENTR11045
OG0001248	ORYLA08537	XENTR01078
OG0001248	ORYLA07036	XENTR18804
OG0001248	ORYLA14359, ORYLA16193	XENTR03776
OG0001249	ORYLA13090	XENTR10239
OG0001249	ORYLA00311	XENTR04710
OG0001249	ORYLA06571, ORYLA12934	XENTR00318
OG0001250	ORYLA17061, ORYLA00854	XENTR04777
OG0001250	ORYLA07782, ORYLA16768	XENTR07316
OG0001251	ORYLA12301	XENTR03730
OG0001251	ORYLA08970	XENTR12411
OG0001252	ORYLA19528, ORYLA08946	XENTR03993, XENTR03992
OG0001252	ORYLA13487	XENTR09825
OG0001253	ORYLA10839, ORYLA15354	XENTR01323
OG0001253	ORYLA15393	XENTR07953
OG0001253	ORYLA18494	XENTR11293
OG0001253	ORYLA10838	XENTR01322
OG0001253	ORYLA14430, ORYLA15691	XENTR02523
OG0001254	ORYLA12036, ORYLA14643	XENTR01471
OG0001255	ORYLA01752	XENTR13075
OG0001255	ORYLA13259	XENTR00445
OG0001255	ORYLA16171, ORYLA16170	XENTR02994
OG0001255	ORYLA11960	XENTR07995
OG0001261	ORYLA07239, ORYLA00479	XENTR03563
OG0001261	ORYLA09455	XENTR16999
OG0001262	ORYLA02427	XENTR06170, XENTR06171
OG0001263	ORYLA07820, ORYLA17132	XENTR06868
OG0001264	ORYLA13965	XENTR02490
OG0001264	ORYLA02150	XENTR03731
OG0001266	ORYLA09233, ORYLA07109	XENTR10900
OG0001266	ORYLA14460	XENTR02450
OG0001267	ORYLA18685	XENTR14460
OG0001267	ORYLA17985	XENTR06333
OG0001268	ORYLA00335	XENTR08282
OG0001268	ORYLA15813	XENTR18855
OG0001270	ORYLA07988	XENTR01782
OG0001270	ORYLA18804	XENTR12521, XENTR12522
OG0001271	ORYLA09251	XENTR17754
OG0001271	ORYLA07889	XENTR02751
OG0001271	ORYLA14013	XENTR07226
OG0001272	ORYLA07941	XENTR18340
OG0001272	ORYLA03248, ORYLA04104	XENTR09464
OG0001272	ORYLA01178	XENTR00960
OG0001273	ORYLA12209	XENTR13224
OG0001273	ORYLA13178, ORYLA06380	XENTR14752
OG0001273	ORYLA02385	XENTR14082
OG0001274	ORYLA06279	XENTR13249
OG0001274	ORYLA00711	XENTR15210, XENTR15211
OG0001274	ORYLA02589, ORYLA18123	XENTR07752
OG0001275	ORYLA11544	XENTR14625
OG0001275	ORYLA11543	XENTR14624
OG0001276	ORYLA03566	XENTR09721
OG0001276	ORYLA01477	XENTR13760
OG0001278	ORYLA16678, ORYLA00727	XENTR09813
OG0001279	ORYLA04097, ORYLA03712	XENTR11976
OG0001279	ORYLA10544	XENTR14916
OG0001280	ORYLA06847, ORYLA12954	XENTR04350
OG0001280	ORYLA19875, ORYLA00452	XENTR07156
OG0001281	ORYLA03725	XENTR10819
OG0001281	ORYLA20463, ORYLA18306	XENTR07891
OG0001281	ORYLA20026	XENTR12911
OG0001281	ORYLA07382	XENTR17643
OG0001282	ORYLA04230	XENTR16436
OG0001282	ORYLA10205, ORYLA08831	XENTR00274
OG0001284	ORYLA09027	XENTR15697
OG0001284	ORYLA01634, ORYLA14635	XENTR01467, XENTR01466
OG0001285	ORYLA10432	XENTR08874
OG0001285	ORYLA05192	XENTR13103
OG0001286	ORYLA12022	XENTR12687
OG0001287	ORYLA03902	XENTR06418
OG0001287	ORYLA09735	XENTR10568
OG0001287	ORYLA00961	XENTR10975, XENTR14177
OG0001288	ORYLA02420	XENTR05832, XENTR05833
OG0001289	ORYLA10464	XENTR03860
OG0001290	ORYLA18055, ORYLA19128	XENTR00546
OG0001290	ORYLA14552	XENTR09553
OG0001290	ORYLA19558, ORYLA18829	XENTR04590
OG0001291	ORYLA17986	XENTR02209
OG0001291	ORYLA07358	XENTR05578
OG0001291	ORYLA01427, ORYLA04147	XENTR07580, XENTR07579
OG0001292	ORYLA09364	XENTR01086
OG0001293	ORYLA17295	XENTR06445
OG0001293	ORYLA17851, ORYLA02768	XENTR06449, XENTR06446
OG0001293	ORYLA04584	XENTR16665, XENTR14560
OG0001294	ORYLA10122	XENTR08985, XENTR08984
OG0001295	ORYLA09900	XENTR07162
OG0001295	ORYLA08242	XENTR10843
OG0001295	ORYLA01819	XENTR03343
OG0001296	ORYLA07385	XENTR16218
OG0001296	ORYLA00095, ORYLA19357	XENTR01664, XENTR01665
OG0001297	ORYLA14020	XENTR01254
OG0001297	ORYLA12085	XENTR17500
OG0001300	ORYLA10216	XENTR09380
OG0001300	ORYLA09658	XENTR15087
OG0001300	ORYLA04280	XENTR13396
OG0001302	ORYLA12923	XENTR00019
OG0001302	ORYLA05687	XENTR05127, XENTR05128
OG0001304	ORYLA06728, ORYLA06729	XENTR13603
OG0001304	ORYLA12651	XENTR09891
OG0001304	ORYLA06796	XENTR07804
OG0001304	ORYLA13823	XENTR02497
OG0001305	ORYLA00057, ORYLA17092	XENTR06508
OG0001305	ORYLA02873	XENTR06784
OG0001305	ORYLA06351	XENTR15394
OG0001306	ORYLA06638, ORYLA13454	XENTR00068
OG0001308	ORYLA12511	XENTR08924
OG0001308	ORYLA01298	XENTR10339
OG0001308	ORYLA19818, ORYLA19817	XENTR11736
OG0001309	ORYLA06422	XENTR12950
OG0001310	ORYLA10760	XENTR02393
OG0001310	ORYLA12263	XENTR15418
OG0001311	ORYLA02079, ORYLA06081	XENTR11767
OG0001311	ORYLA06033	XENTR16951
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	XENTR12977
OG0001313	ORYLA04150	XENTR05706
OG0001313	ORYLA13534	XENTR13563
OG0001315	ORYLA07817	XENTR18202
OG0001315	ORYLA07784, ORYLA16771	XENTR00932
OG0001315	ORYLA00635, ORYLA16948, ORYLA00636	XENTR03902
OG0001316	ORYLA12796	XENTR05492
OG0001316	ORYLA09110	XENTR15964
OG0001316	ORYLA01031	XENTR00686
OG0001317	ORYLA11270	XENTR06399
OG0001318	ORYLA08255	XENTR10187
OG0001318	ORYLA09731	XENTR00640
OG0001319	ORYLA00925	XENTR15508
OG0001319	ORYLA04255, ORYLA01358	XENTR00669
OG0001319	ORYLA10213	XENTR10926
OG0001319	ORYLA09481	XENTR09062
OG0001320	ORYLA11905	XENTR13078
OG0001321	ORYLA06094, ORYLA02144	XENTR12156
OG0001321	ORYLA19802	XENTR11250
OG0001321	ORYLA06811	XENTR11532
OG0001321	ORYLA13481, ORYLA13483	XENTR11534
OG0001322	ORYLA12031	XENTR10160
OG0001322	ORYLA03496	XENTR07426
OG0001323	ORYLA07539	XENTR14533
OG0001323	ORYLA10096	XENTR06661
OG0001323	ORYLA03039	XENTR12671
OG0001324	ORYLA08370	XENTR08414
OG0001325	ORYLA18675, ORYLA10649	XENTR05586, XENTR05589, XENTR05579, XENTR05585, XENTR05588, XENTR08671, XENTR05587, XENTR05590, XENTR05591
OG0001325	ORYLA08927	XENTR05592
OG0001326	ORYLA00013, ORYLA05047	XENTR09549
OG0001326	ORYLA02306	XENTR01917
OG0001326	ORYLA02304	XENTR01916, XENTR08643
OG0001326	ORYLA00758	XENTR11848
OG0001327	ORYLA11280	XENTR10101
OG0001327	ORYLA14397	XENTR14547
OG0001329	ORYLA10954, ORYLA14747	XENTR00757
OG0001329	ORYLA20436	XENTR03282
OG0001329	ORYLA09944	XENTR17152
OG0001330	ORYLA07932, ORYLA16248	XENTR14976
OG0001330	ORYLA04009, ORYLA03267	XENTR11097
OG0001330	ORYLA17273	XENTR10939
OG0001331	ORYLA00931	XENTR14937
OG0001331	ORYLA03956	XENTR18315
OG0001332	ORYLA07497	XENTR11574
OG0001333	ORYLA07772	XENTR01835
OG0001335	ORYLA12708, ORYLA12707	XENTR12114
OG0001335	ORYLA18097, ORYLA13160	XENTR09833
OG0001337	ORYLA02348, ORYLA17664	XENTR04761
OG0001337	ORYLA06931	XENTR09361
OG0001338	ORYLA13422	XENTR04653
OG0001338	ORYLA16567	XENTR04924
OG0001338	ORYLA13604, ORYLA02518	XENTR09182
OG0001338	ORYLA13665	XENTR08090
OG0001338	ORYLA13063	XENTR00438
OG0001338	ORYLA02837	XENTR14154
OG0001339	ORYLA11675	XENTR10662
OG0001341	ORYLA14314	XENTR17450
OG0001344	ORYLA02700	XENTR06464
OG0001345	ORYLA15535	XENTR02832
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775	XENTR02721
OG0001348	ORYLA01011, ORYLA01010	XENTR02053
OG0001350	ORYLA06653	XENTR00070
OG0001351	ORYLA04330	XENTR06632
OG0001351	ORYLA09616, ORYLA08732	XENTR02308
OG0001352	ORYLA17415	XENTR02276
OG0001352	ORYLA09343, ORYLA14143	XENTR07810
OG0001353	ORYLA11826	XENTR09948
OG0001353	ORYLA06297	XENTR09957
OG0001353	ORYLA20269	XENTR02518
OG0001354	ORYLA00266	XENTR12221
OG0001354	ORYLA06924	XENTR00037
OG0001354	ORYLA17236	XENTR04304
OG0001355	ORYLA06341, ORYLA03610	XENTR03193
OG0001355	ORYLA09570, ORYLA12270	XENTR09059
OG0001355	ORYLA19438	XENTR08752
OG0001355	ORYLA00855	XENTR12634
OG0001355	ORYLA17810, ORYLA02331	XENTR02287, XENTR14204
OG0001356	ORYLA14068, ORYLA15897	XENTR11301
OG0001356	ORYLA14716	XENTR02362
OG0001356	ORYLA16052	XENTR06819
OG0001357	ORYLA10513	XENTR02425
OG0001357	ORYLA03046	XENTR12657
OG0001358	ORYLA03714	XENTR12813
OG0001358	ORYLA00979	XENTR14180
OG0001358	ORYLA11552	XENTR08002
OG0001359	ORYLA13603, ORYLA10324	XENTR04346
OG0001359	ORYLA12621	XENTR10433
OG0001359	ORYLA05730	XENTR18085
OG0001360	ORYLA19445, ORYLA19446, ORYLA00396	XENTR05571
OG0001361	ORYLA12083	XENTR11816, XENTR11817
OG0001362	ORYLA05597	XENTR03162
OG0001362	ORYLA06832	XENTR05387
OG0001363	ORYLA02934	XENTR06150
OG0001364	ORYLA07287	XENTR17966
OG0001364	ORYLA06962	XENTR03257
OG0001365	ORYLA09935	XENTR03966
OG0001365	ORYLA07169, ORYLA00431	XENTR05559
OG0001366	ORYLA08891	XENTR13631
OG0001367	ORYLA07111, ORYLA09231	XENTR12179
OG0001367	ORYLA11747, ORYLA12559	XENTR12890
OG0001368	ORYLA04793	XENTR09946
OG0001368	ORYLA11335, ORYLA10470	XENTR11688
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773	XENTR07049
OG0001369	ORYLA14398	XENTR14549, XENTR14550
OG0001370	ORYLA12598, ORYLA14966	XENTR01446
OG0001370	ORYLA18543	XENTR09409
OG0001371	ORYLA00720	XENTR09788
OG0001372	ORYLA13141	XENTR17215
OG0001373	ORYLA16751	XENTR01826
OG0001373	ORYLA16639	XENTR09130
OG0001374	ORYLA12418	XENTR15855
OG0001375	ORYLA11959	XENTR07997
OG0001375	ORYLA01972, ORYLA01971	XENTR12997
OG0001376	ORYLA03122	XENTR13691
OG0001376	ORYLA05570	XENTR14498
OG0001376	ORYLA09409, ORYLA08741	XENTR07143
OG0001377	ORYLA07389	XENTR07904
OG0001377	ORYLA04674	XENTR16306
OG0001378	ORYLA17783, ORYLA02855	XENTR01985
OG0001378	ORYLA04943	XENTR01998
OG0001378	ORYLA00326, ORYLA01139	XENTR11085
OG0001378	ORYLA01326	XENTR12484
OG0001379	ORYLA06942, ORYLA12825, ORYLA01022, ORYLA01021	XENTR05934
OG0001379	ORYLA04265	XENTR18078, XENTR18079
OG0001380	ORYLA04452	XENTR13793
OG0001380	ORYLA01164, ORYLA00371	XENTR03477, XENTR03478
OG0001381	ORYLA13157	XENTR15731
OG0001381	ORYLA12338	XENTR09312
OG0001381	ORYLA02912, ORYLA18091	XENTR06992
OG0001382	ORYLA16357	XENTR05428
OG0001383	ORYLA02878	XENTR06787
OG0001384	ORYLA08770, ORYLA03152	XENTR06196
OG0001384	ORYLA09543	XENTR07238
OG0001386	ORYLA07835	XENTR17191
OG0001386	ORYLA01995	XENTR01734
OG0001387	ORYLA08421, ORYLA09694	XENTR00111
OG0001388	ORYLA04165	XENTR06312
OG0001388	ORYLA01262	XENTR11586
OG0001389	ORYLA07219	XENTR01018
OG0001389	ORYLA20465	XENTR09739
OG0001390	ORYLA02234, ORYLA02235	XENTR03382
OG0001390	ORYLA08034	XENTR16716
OG0001390	ORYLA20355	XENTR00398
OG0001390	ORYLA13684, ORYLA15679	XENTR02568
OG0001394	ORYLA03843	XENTR14743
OG0001394	ORYLA01445	XENTR16874
OG0001395	ORYLA10336	XENTR05456
OG0001395	ORYLA12492	XENTR16923
OG0001395	ORYLA01370	XENTR11578
OG0001395	ORYLA08821	XENTR07687
OG0001397	ORYLA01225	XENTR17141
OG0001397	ORYLA05017	XENTR17665
OG0001397	ORYLA08172	XENTR11843
OG0001399	ORYLA04243	XENTR06193, XENTR06192
OG0001399	ORYLA18690	XENTR02498
OG0001400	ORYLA09903	XENTR07182
OG0001400	ORYLA01837, ORYLA05625	XENTR03349, XENTR03348
OG0001401	ORYLA09174	XENTR11324
OG0001402	ORYLA17574	XENTR04534
OG0001402	ORYLA03602	XENTR04036
OG0001403	ORYLA17267	XENTR17701, XENTR10933
OG0001404	ORYLA16925	XENTR15166, XENTR15165
OG0001404	ORYLA20012	XENTR10088
OG0001405	ORYLA12568	XENTR07643
OG0001405	ORYLA05423	XENTR11005
OG0001405	ORYLA07257	XENTR16937, XENTR16938
OG0001406	ORYLA13300	XENTR09026
OG0001406	ORYLA01398	XENTR05268
OG0001408	ORYLA02846	XENTR06160
OG0001408	ORYLA00579	XENTR13671
OG0001408	ORYLA08954	XENTR01315
OG0001409	ORYLA05905, ORYLA01929	XENTR08239
OG0001409	ORYLA09977	XENTR15156
OG0001410	ORYLA16518	XENTR04211
OG0001410	ORYLA09213	XENTR08205
OG0001411	ORYLA12881	XENTR05513
OG0001412	ORYLA17594	XENTR01134
OG0001413	ORYLA17782	XENTR10327
OG0001414	ORYLA05226	XENTR16760
OG0001414	ORYLA18972	XENTR03396
OG0001415	ORYLA17926	XENTR00799
OG0001416	ORYLA16022	XENTR04093
OG0001416	ORYLA14442	XENTR17575
OG0001417	ORYLA09055	XENTR16786
OG0001417	ORYLA00545	XENTR05604
OG0001418	ORYLA17080	XENTR11447
OG0001418	ORYLA13376	XENTR00014
OG0001418	ORYLA13151, ORYLA06383	XENTR05877
OG0001418	ORYLA02393	XENTR04739
OG0001419	ORYLA10533	XENTR02430, XENTR02429
OG0001420	ORYLA10419	XENTR12964
OG0001420	ORYLA20224, ORYLA16034	XENTR18542
OG0001420	ORYLA13711, ORYLA13830	XENTR07058
OG0001420	ORYLA10876	XENTR02347
OG0001421	ORYLA04093	XENTR02091
OG0001421	ORYLA11990	XENTR10761
OG0001421	ORYLA11681	XENTR11862
OG0001422	ORYLA08800	XENTR07180
OG0001422	ORYLA05608	XENTR03319
OG0001423	ORYLA06105, ORYLA06106	XENTR11753
OG0001423	ORYLA19580	XENTR07724
OG0001423	ORYLA00859, ORYLA17104	XENTR12211
OG0001424	ORYLA13598	XENTR09472
OG0001424	ORYLA09682	XENTR01101
OG0001425	ORYLA11812	XENTR00165
OG0001425	ORYLA14660	XENTR10054
OG0001425	ORYLA02799, ORYLA17328	XENTR15292
OG0001426	ORYLA13127, ORYLA13128	XENTR10547
OG0001426	ORYLA16142, ORYLA14438	XENTR11607
OG0001426	ORYLA07443	XENTR18289
OG0001427	ORYLA20270	XENTR12966
OG0001428	ORYLA15651	XENTR08058
OG0001429	ORYLA09352	XENTR06303
OG0001429	ORYLA11873	XENTR08005
OG0001430	ORYLA11790	XENTR09506
OG0001430	ORYLA10149	XENTR03841
OG0001430	ORYLA03115, ORYLA03625	XENTR12647
OG0001431	ORYLA06418	XENTR12951
OG0001431	ORYLA16444	XENTR14198
OG0001431	ORYLA17811	XENTR02286
OG0001431	ORYLA08082	XENTR13477
OG0001432	ORYLA06470	XENTR14704
OG0001432	ORYLA11304	XENTR18322, XENTR18323
OG0001433	ORYLA10563, ORYLA19887	XENTR12757
OG0001433	ORYLA02213	XENTR01397
OG0001433	ORYLA05137	XENTR08074
OG0001434	ORYLA11926	XENTR14258, XENTR14256, XENTR14257, XENTR14255
OG0001436	ORYLA08580, ORYLA09662	XENTR01109
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	XENTR08203
OG0001438	ORYLA13293	XENTR00285
OG0001438	ORYLA14084	XENTR09773
OG0001438	ORYLA04502	XENTR08739
OG0001439	ORYLA03814	XENTR02628
OG0001440	ORYLA06607	XENTR02912, XENTR02913
OG0001440	ORYLA09297	XENTR13967
OG0001441	ORYLA19944, ORYLA11690, ORYLA11689	XENTR15537
OG0001442	ORYLA11523	XENTR09401
OG0001442	ORYLA01983, ORYLA05951	XENTR12864
OG0001445	ORYLA18556	XENTR00603
OG0001445	ORYLA03367, ORYLA03366	XENTR11995
OG0001446	ORYLA03689	XENTR11107
OG0001447	ORYLA10401	XENTR06688
OG0001447	ORYLA03364	XENTR11993
OG0001447	ORYLA11793	XENTR11860
OG0001447	ORYLA01063	XENTR09505
OG0001449	ORYLA11305	XENTR18530
OG0001449	ORYLA09746	XENTR17594
OG0001451	ORYLA17593	XENTR01133
OG0001451	ORYLA14632	XENTR09852
OG0001452	ORYLA17672	XENTR05846
OG0001452	ORYLA12044	XENTR01476
OG0001452	ORYLA18698	XENTR12152
OG0001453	ORYLA06111	XENTR15215
OG0001453	ORYLA12155	XENTR02669
OG0001453	ORYLA19589	XENTR09383
OG0001454	ORYLA03869	XENTR01618
OG0001454	ORYLA10714	XENTR01050
OG0001455	ORYLA12940	XENTR00058
OG0001455	ORYLA17467	XENTR11013
OG0001455	ORYLA13172	XENTR05881
OG0001455	ORYLA00256, ORYLA17114	XENTR12230
OG0001456	ORYLA10215	XENTR09379
OG0001457	ORYLA05130	XENTR05747
OG0001457	ORYLA01846, ORYLA05144, ORYLA02210	XENTR01401
OG0001458	ORYLA20478, ORYLA20479	XENTR03285
OG0001458	ORYLA04251, ORYLA01275	XENTR14377
OG0001458	ORYLA09939	XENTR03961
OG0001458	ORYLA08813	XENTR03960
OG0001459	ORYLA16343	XENTR05668
OG0001460	ORYLA08107, ORYLA05005	XENTR14447
OG0001461	ORYLA19866	XENTR05990
OG0001462	ORYLA11791	XENTR15395
OG0001463	ORYLA12639	XENTR15129
OG0001463	ORYLA12308	XENTR03741
OG0001464	ORYLA09804	XENTR03158
OG0001464	ORYLA05677	XENTR17134
OG0001464	ORYLA16104	XENTR06200
OG0001465	ORYLA16128	XENTR17228
OG0001466	ORYLA11704	XENTR16300
OG0001466	ORYLA01209	XENTR03641
OG0001467	ORYLA03144	XENTR16639
OG0001468	ORYLA08601, ORYLA08600	XENTR04167
OG0001468	ORYLA09151, ORYLA06717	XENTR10607
OG0001468	ORYLA16189, ORYLA16188	XENTR03785
OG0001469	ORYLA17794	XENTR01908
OG0001469	ORYLA05419	XENTR01260
OG0001470	ORYLA03759	XENTR08880
OG0001472	ORYLA05712	XENTR12389
OG0001472	ORYLA15948	XENTR13330
OG0001473	ORYLA00647, ORYLA16961, ORYLA16960	XENTR16670, XENTR04818, XENTR04817
OG0001474	ORYLA07769	XENTR01827
OG0001475	ORYLA13842, ORYLA15634	XENTR12916
OG0001476	ORYLA03172, ORYLA04062	XENTR11401
OG0001478	ORYLA11904	XENTR14390
OG0001479	ORYLA13290	XENTR01295
OG0001479	ORYLA16589	XENTR15874
OG0001479	ORYLA18144, ORYLA02932	XENTR09664
OG0001481	ORYLA11569	XENTR08156
OG0001481	ORYLA10733	XENTR03822
OG0001482	ORYLA07921, ORYLA16884	XENTR16187
OG0001482	ORYLA02763, ORYLA17970	XENTR10305
OG0001482	ORYLA04390	XENTR01513
OG0001484	ORYLA15816, ORYLA13829, ORYLA13710	XENTR07065
OG0001485	ORYLA12718, ORYLA14982	XENTR03119
OG0001485	ORYLA17705	XENTR03410
OG0001486	ORYLA11156, ORYLA15307	XENTR14269
OG0001486	ORYLA16351	XENTR05434
OG0001486	ORYLA12057	XENTR04448, XENTR04449
OG0001487	ORYLA15269	XENTR03755
OG0001487	ORYLA05370	XENTR07678
OG0001489	ORYLA12865	XENTR00338
OG0001489	ORYLA02403	XENTR12149
OG0001490	ORYLA00195, ORYLA04616	XENTR16191
OG0001490	ORYLA07533	XENTR12791
OG0001490	ORYLA10697	XENTR03053
OG0001491	ORYLA19762, ORYLA16648	XENTR09782
OG0001491	ORYLA05791, ORYLA05790	XENTR05675
OG0001491	ORYLA16773, ORYLA07789	XENTR00937
OG0001492	ORYLA17613	XENTR01139
OG0001493	ORYLA08069	XENTR09429
OG0001493	ORYLA07182	XENTR14218
OG0001493	ORYLA04965	XENTR06696
OG0001495	ORYLA20241	XENTR13170
OG0001496	ORYLA01505	XENTR07933
OG0001498	ORYLA18106, ORYLA18108, ORYLA09403	XENTR17050, XENTR18305
OG0001500	ORYLA07552	XENTR12582
OG0001500	ORYLA09604	XENTR10830
OG0001501	ORYLA10661	XENTR06683, XENTR06684
OG0001501	ORYLA10605	XENTR12986
OG0001502	ORYLA17055	XENTR17438
OG0001503	ORYLA13177	XENTR14751
OG0001503	ORYLA17046, ORYLA17047	XENTR05638
OG0001504	ORYLA15456	XENTR02517
OG0001505	ORYLA08833, ORYLA07422	XENTR00271
OG0001506	ORYLA07141	XENTR00266
OG0001506	ORYLA16222	XENTR08441, XENTR08440
OG0001507	ORYLA10103	XENTR08992
OG0001507	ORYLA04138	XENTR07481
OG0001508	ORYLA12347, ORYLA14625	XENTR15984, XENTR15983
OG0001508	ORYLA16349, ORYLA16350	XENTR11480, XENTR11479
OG0001509	ORYLA17832	XENTR04530
OG0001509	ORYLA12274	XENTR10571
OG0001509	ORYLA03612	XENTR03196
OG0001510	ORYLA17456	XENTR07005
OG0001510	ORYLA13247	XENTR00355
OG0001511	ORYLA03620	XENTR03205
OG0001512	ORYLA02917, ORYLA02918, ORYLA17795	XENTR06982
OG0001512	ORYLA13561, ORYLA13562	XENTR02683
OG0001513	ORYLA09815	XENTR03148
OG0001513	ORYLA15965	XENTR05200
OG0001514	ORYLA00905	XENTR09780
OG0001514	ORYLA01213	XENTR08966
OG0001515	ORYLA04533	XENTR04041
OG0001515	ORYLA17572	XENTR04537
OG0001516	ORYLA18645, ORYLA18644	XENTR11018
OG0001517	ORYLA17447	XENTR13941
OG0001517	ORYLA08991	XENTR13905
OG0001517	ORYLA13528, ORYLA13529	XENTR09064
OG0001518	ORYLA06952	XENTR06101
OG0001518	ORYLA20178	XENTR00879
OG0001518	ORYLA13276	XENTR10542
OG0001519	ORYLA13560	XENTR04354
OG0001519	ORYLA07350	XENTR07152
OG0001519	ORYLA00409	XENTR01425, XENTR01426, XENTR01427
OG0001520	ORYLA02116	XENTR12857
OG0001520	ORYLA11477	XENTR05173
OG0001521	ORYLA17656, ORYLA02478	XENTR14078
OG0001522	ORYLA11664, ORYLA10662	XENTR06664
OG0001523	ORYLA11194, ORYLA15086	XENTR17742
