Orthogroup	ORYLA	XENTR
OG0002033	ORYLA10365	XENTR03400
OG0002034	ORYLA12642	XENTR12642
OG0002034	ORYLA07571	XENTR04597
OG0002034	ORYLA05480	XENTR02935
OG0002035	ORYLA06666	XENTR12372
OG0002035	ORYLA17470	XENTR13991
OG0002036	ORYLA03829	XENTR02413
OG0002037	ORYLA08894	XENTR13065
OG0002037	ORYLA19594, ORYLA08405	XENTR08811
OG0002038	ORYLA06362	XENTR04004
OG0002038	ORYLA06107	XENTR11762
OG0002038	ORYLA18130	XENTR06156
OG0002039	ORYLA01394	XENTR10345
OG0002039	ORYLA05279	XENTR08918
OG0002039	ORYLA12787	XENTR03306
OG0002043	ORYLA01939	XENTR04074
OG0002043	ORYLA09238	XENTR04633
OG0002044	ORYLA20157, ORYLA15884	XENTR06010
OG0002046	ORYLA12103, ORYLA15123	XENTR12240
OG0002046	ORYLA11111, ORYLA15024	XENTR12878
OG0002047	ORYLA00271	XENTR06501
OG0002047	ORYLA12899	XENTR16267
OG0002047	ORYLA02463, ORYLA17252	XENTR15391, XENTR06796
OG0002049	ORYLA17723	XENTR06986
OG0002057	ORYLA17454	XENTR05735
OG0002057	ORYLA06932	XENTR09356
OG0002059	ORYLA00052	XENTR06499
OG0002059	ORYLA13405	XENTR04009, XENTR04010
OG0002060	ORYLA10763, ORYLA10764	XENTR03044
OG0002060	ORYLA00769, ORYLA04853	XENTR09085
OG0002060	ORYLA01069	XENTR11618
OG0002061	ORYLA02790	XENTR09573, XENTR13579, XENTR12690
OG0002062	ORYLA14663, ORYLA12126	XENTR10057
OG0002062	ORYLA13654	XENTR05037
OG0002063	ORYLA04871	XENTR00538
OG0002064	ORYLA12527	XENTR00155
OG0002064	ORYLA10068	XENTR06658
OG0002066	ORYLA11678	XENTR13591
OG0002066	ORYLA01862	XENTR16110
OG0002067	ORYLA16258	XENTR11063
OG0002068	ORYLA10239	XENTR08494
OG0002069	ORYLA14291, ORYLA20009	XENTR02513, XENTR02512
OG0002070	ORYLA00580	XENTR17017
OG0002070	ORYLA13305	XENTR03998
OG0002070	ORYLA02738	XENTR06833
OG0002071	ORYLA18282	XENTR01207
OG0002071	ORYLA03245	XENTR13312
OG0002072	ORYLA16858	XENTR01781
OG0002073	ORYLA10798	XENTR08969, XENTR17145, XENTR07900
OG0002075	ORYLA08142	XENTR06558
OG0002075	ORYLA05161	XENTR06559
OG0002075	ORYLA11392	XENTR11280
OG0002076	ORYLA18898	XENTR05229
OG0002076	ORYLA01759, ORYLA06069	XENTR17066
OG0002077	ORYLA00208	XENTR13971, XENTR13972
OG0002077	ORYLA09024	XENTR02927
OG0002078	ORYLA16744	XENTR16673
OG0002078	ORYLA07778	XENTR07358
OG0002080	ORYLA17616	XENTR01136, XENTR01135
OG0002080	ORYLA04310	XENTR13342
OG0002081	ORYLA09511	XENTR00903
OG0002084	ORYLA08353	XENTR12442
OG0002084	ORYLA04731	XENTR12443
OG0002084	ORYLA07268	XENTR11320
OG0002085	ORYLA01037	XENTR12804
OG0002085	ORYLA05010	XENTR08902
OG0002085	ORYLA10114	XENTR03047
OG0002086	ORYLA12184	XENTR08521
OG0002087	ORYLA19239	XENTR06831
OG0002088	ORYLA19280	XENTR14121
OG0002089	ORYLA16217	XENTR03801
OG0002090	ORYLA16730	XENTR15595
OG0002091	ORYLA03356	XENTR16710
OG0002091	ORYLA17411	XENTR10291
OG0002094	ORYLA13770	XENTR07026, XENTR07025
OG0002095	ORYLA19514	XENTR13181
OG0002095	ORYLA00949	XENTR14381
OG0002095	ORYLA13520	XENTR09072
OG0002097	ORYLA06823	XENTR04416
OG0002097	ORYLA04159, ORYLA09040	XENTR03687
OG0002098	ORYLA18194, ORYLA18193, ORYLA18195	XENTR01020
OG0002099	ORYLA15411	XENTR02496
OG0002100	ORYLA03546, ORYLA04555	XENTR04934
OG0002102	ORYLA13490, ORYLA06940	XENTR06095
OG0002102	ORYLA04110	XENTR11926
OG0002103	ORYLA01062	XENTR15782
OG0002104	ORYLA14297, ORYLA13358, ORYLA07573, ORYLA12654	XENTR05884
OG0002105	ORYLA12021	XENTR11631
OG0002105	ORYLA15102, ORYLA11046	XENTR14520
OG0002106	ORYLA12790	XENTR03305
OG0002106	ORYLA01901	XENTR11760
OG0002107	ORYLA08119	XENTR10514
OG0002108	ORYLA04701	XENTR13048
OG0002109	ORYLA02992, ORYLA19809	XENTR09179
OG0002110	ORYLA00811, ORYLA02954, ORYLA02941, ORYLA00810	XENTR19051, XENTR17888, XENTR19217, XENTR16994, XENTR18888, XENTR18889, XENTR18230, XENTR16974
OG0002111	ORYLA01392	XENTR05252
OG0002111	ORYLA09425, ORYLA09424	XENTR05187
OG0002112	ORYLA17801	XENTR13787
OG0002112	ORYLA14940	XENTR10060
OG0002112	ORYLA12953, ORYLA06846	XENTR11946
OG0002112	ORYLA05718	XENTR18203
OG0002122	ORYLA01348	XENTR13182
OG0002122	ORYLA13521	XENTR09071
OG0002123	ORYLA07103	XENTR04632
OG0002125	ORYLA18986	XENTR18863
OG0002125	ORYLA03523	XENTR01325
OG0002127	ORYLA12893	XENTR08596
OG0002128	ORYLA09521	XENTR02317
OG0002128	ORYLA00986	XENTR03444
OG0002129	ORYLA03138	XENTR08464
OG0002129	ORYLA04298	XENTR00664
OG0002129	ORYLA00458	XENTR13829
OG0002131	ORYLA19717	XENTR05730
OG0002131	ORYLA19718, ORYLA02406	XENTR05731, XENTR18308, XENTR17313
OG0002134	ORYLA02151	XENTR07771, XENTR05125
OG0002135	ORYLA05991	XENTR08449
OG0002135	ORYLA09373	XENTR18195
OG0002135	ORYLA11870	XENTR01218
OG0002136	ORYLA01501	XENTR08714
OG0002136	ORYLA00428	XENTR05562
OG0002136	ORYLA07856	XENTR09538
OG0002137	ORYLA10913	XENTR04141, XENTR04140
OG0002137	ORYLA03326	XENTR03111
OG0002138	ORYLA11124	XENTR08958
OG0002139	ORYLA12543	XENTR00173
OG0002139	ORYLA11644, ORYLA10453	XENTR13536
OG0002140	ORYLA11736	XENTR07463
OG0002140	ORYLA09094	XENTR14702
OG0002141	ORYLA09502	XENTR00916
OG0002141	ORYLA00345	XENTR11777
OG0002142	ORYLA14648	XENTR12125
OG0002142	ORYLA02614, ORYLA13014	XENTR10633
OG0002143	ORYLA07349	XENTR07155
OG0002144	ORYLA07925	XENTR18301
OG0002144	ORYLA17412	XENTR10292
OG0002145	ORYLA15097	XENTR06603
OG0002146	ORYLA11113, ORYLA15028	XENTR12879
OG0002146	ORYLA15530	XENTR02800
OG0002147	ORYLA06496	XENTR00295
OG0002148	ORYLA11951	XENTR13087
OG0002148	ORYLA08140, ORYLA08139	XENTR09100
OG0002149	ORYLA20057	XENTR06941
OG0002149	ORYLA09288, ORYLA06612	XENTR02903
OG0002150	ORYLA15117	XENTR01454
OG0002151	ORYLA16673	XENTR01675
OG0002152	ORYLA11044	XENTR06605
OG0002153	ORYLA01296	XENTR10343
OG0002154	ORYLA00754, ORYLA04660	XENTR08853
OG0002155	ORYLA03984	XENTR07126
OG0002155	ORYLA14329	XENTR11228
OG0002156	ORYLA00171	XENTR04891
OG0002157	ORYLA00558, ORYLA08180, ORYLA16643	XENTR10258
OG0002158	ORYLA08985	XENTR02132
OG0002159	ORYLA18204	XENTR12686
OG0002160	ORYLA15473	XENTR18209
OG0002161	ORYLA05496	XENTR03398
OG0002161	ORYLA08334	XENTR14188
OG0002161	ORYLA09825	XENTR12700
OG0002162	ORYLA06330	XENTR03932
OG0002162	ORYLA02560	XENTR07744
OG0002163	ORYLA11188	XENTR00389
OG0002163	ORYLA14577	XENTR18816
OG0002163	ORYLA11189	XENTR00388
OG0002163	ORYLA14408	XENTR07424
OG0002164	ORYLA00943, ORYLA10722	XENTR08035
OG0002165	ORYLA01091	XENTR12790
OG0002166	ORYLA02664	XENTR10313
OG0002166	ORYLA04541	XENTR06523
OG0002167	ORYLA02307	XENTR01922
OG0002167	ORYLA04145	XENTR03650
OG0002168	ORYLA02174	XENTR05025
OG0002168	ORYLA13630	XENTR15448
OG0002169	ORYLA08351	XENTR12444
OG0002170	ORYLA05827	XENTR13652
OG0002171	ORYLA14148	XENTR02510
OG0002171	ORYLA15889	XENTR15921
OG0002172	ORYLA12014	XENTR04445
OG0002172	ORYLA11160	XENTR05333
OG0002173	ORYLA02263	XENTR02932
OG0002173	ORYLA12622, ORYLA01813	XENTR05324
OG0002175	ORYLA18155	XENTR06785
OG0002175	ORYLA16037	XENTR15142
OG0002176	ORYLA10984	XENTR16743, XENTR16744
OG0002176	ORYLA12346, ORYLA14786	XENTR04434
OG0002177	ORYLA11512	XENTR05111
OG0002177	ORYLA11656	XENTR02389
OG0002178	ORYLA16731	XENTR15594
OG0002179	ORYLA10677	XENTR17544
OG0002180	ORYLA09069	XENTR09330
OG0002182	ORYLA20335	XENTR05974
OG0002182	ORYLA13962	XENTR01224
OG0002183	ORYLA11256	XENTR11513
OG0002183	ORYLA14409	XENTR13324
OG0002184	ORYLA02413	XENTR05819
OG0002184	ORYLA16807, ORYLA00706	XENTR11457
OG0002185	ORYLA15148	XENTR06645
OG0002185	ORYLA15149	XENTR00451
OG0002186	ORYLA19064	XENTR01085
OG0002186	ORYLA07126, ORYLA09033	XENTR10999
OG0002187	ORYLA17747	XENTR16423
OG0002188	ORYLA12233	XENTR01062
OG0002189	ORYLA06568	XENTR00331
OG0002190	ORYLA03440	XENTR06037
OG0002190	ORYLA05925	XENTR01498, XENTR01499
OG0002191	ORYLA09161	XENTR01870
OG0002191	ORYLA16118	XENTR03789
OG0002192	ORYLA08010	XENTR07302
OG0002192	ORYLA05985	XENTR11890
OG0002193	ORYLA13372	XENTR00017
OG0002194	ORYLA14319, ORYLA14318	XENTR00805, XENTR00806, XENTR00804, XENTR18712
OG0002194	ORYLA03592	XENTR18437
OG0002195	ORYLA14242	XENTR09243, XENTR09244
OG0002195	ORYLA13048	XENTR04403
OG0002195	ORYLA05879	XENTR16060
OG0002196	ORYLA12500	XENTR08934
OG0002199	ORYLA15000	XENTR10728
OG0002201	ORYLA20288	XENTR09884
OG0002203	ORYLA20035, ORYLA20034, ORYLA20033	XENTR07640, XENTR07639
OG0002203	ORYLA06985, ORYLA12767	XENTR04502
OG0002203	ORYLA15953, ORYLA14284	XENTR13325
OG0002204	ORYLA06015	XENTR18579, XENTR17088, XENTR17093, XENTR10615, XENTR17092, XENTR17090, XENTR19256, XENTR17091, XENTR17089, XENTR17161, XENTR14744, XENTR18474, XENTR14745, XENTR14746, XENTR17156, XENTR17159, XENTR17160, XENTR17158, XENTR17157
OG0002205	ORYLA06501	XENTR13620
OG0002209	ORYLA10933	XENTR01337
OG0002209	ORYLA15457	XENTR02797
OG0002211	ORYLA04014	XENTR09443
OG0002212	ORYLA18081	XENTR05799
OG0002213	ORYLA04720	XENTR02106
OG0002214	ORYLA00940, ORYLA10795	XENTR07930
OG0002214	ORYLA05296	XENTR16498
OG0002214	ORYLA17751, ORYLA02673	XENTR02689, XENTR02690
OG0002216	ORYLA11063	XENTR02859
OG0002217	ORYLA11354	XENTR09078
OG0002218	ORYLA12593, ORYLA12594, ORYLA14961, ORYLA14960	XENTR02678
OG0002218	ORYLA17492	XENTR05714
OG0002219	ORYLA14264, ORYLA14265	XENTR18224
OG0002221	ORYLA07423, ORYLA19144	XENTR19085
OG0002221	ORYLA15583	XENTR13112, XENTR09240
OG0002222	ORYLA07432, ORYLA12895	XENTR03278
OG0002223	ORYLA14399	XENTR14551
OG0002224	ORYLA02313	XENTR01944
OG0002226	ORYLA00869	XENTR06512
OG0002227	ORYLA09258	XENTR18535
OG0002228	ORYLA16905, ORYLA00066	XENTR07401
OG0002228	ORYLA05787	XENTR11182
OG0002229	ORYLA02659	XENTR00831
OG0002233	ORYLA19151, ORYLA19152	XENTR09065
OG0002234	ORYLA17063	XENTR05616
OG0002235	ORYLA07393	XENTR18072, XENTR18071
OG0002236	ORYLA14289	XENTR02976
OG0002236	ORYLA09077	XENTR06598
OG0002237	ORYLA02112	XENTR05472
OG0002237	ORYLA11525	XENTR14618
OG0002239	ORYLA05769	XENTR17177
OG0002239	ORYLA12675	XENTR09309
OG0002239	ORYLA17306	XENTR17015
OG0002240	ORYLA13133	XENTR09016
OG0002241	ORYLA02657, ORYLA01650	XENTR15534
OG0002242	ORYLA20362, ORYLA01960	XENTR11857
OG0002242	ORYLA16093	XENTR03011
OG0002242	ORYLA15207	XENTR07757
OG0002243	ORYLA01202	XENTR03644
OG0002243	ORYLA17744	XENTR06468
OG0002244	ORYLA04246	XENTR05927
OG0002245	ORYLA16401	XENTR06908
OG0002246	ORYLA12403	XENTR09317
OG0002246	ORYLA06117	XENTR11437
OG0002248	ORYLA04893	XENTR08913
OG0002249	ORYLA02964, ORYLA02963, ORYLA17439	XENTR09189
OG0002249	ORYLA13369, ORYLA10327, ORYLA10328	XENTR15384
OG0002251	ORYLA17336	XENTR13199
OG0002251	ORYLA17759, ORYLA02672	XENTR02220
OG0002252	ORYLA16893	XENTR09805
OG0002252	ORYLA16926	XENTR07309
OG0002253	ORYLA11430	XENTR09599
OG0002254	ORYLA08135	XENTR09536
OG0002254	ORYLA02938, ORYLA02937	XENTR18652
OG0002254	ORYLA05498	XENTR10483
OG0002255	ORYLA19958	XENTR05622
OG0002255	ORYLA19959	XENTR07271
OG0002255	ORYLA08968	XENTR02965
OG0002256	ORYLA15390	XENTR07416
OG0002256	ORYLA10927	XENTR14053
OG0002257	ORYLA10400	XENTR03831
OG0002258	ORYLA08480, ORYLA19891, ORYLA19894	XENTR11554
OG0002259	ORYLA03533, ORYLA04091	XENTR16720
OG0002259	ORYLA17556, ORYLA02692	XENTR04562
OG0002260	ORYLA11582, ORYLA08596	XENTR05549
OG0002261	ORYLA00563	XENTR12712
OG0002261	ORYLA17198	XENTR18200
OG0002261	ORYLA00564	XENTR12711
OG0002262	ORYLA01803	XENTR03359
OG0002263	ORYLA09178	XENTR11327
OG0002264	ORYLA00976	XENTR11031
OG0002264	ORYLA05961	XENTR12994
OG0002265	ORYLA11537	XENTR08018
OG0002265	ORYLA05513	XENTR15740
OG0002266	ORYLA19304	XENTR10523
OG0002266	ORYLA07982	XENTR01757
OG0002267	ORYLA01652	XENTR15521
OG0002267	ORYLA02927	XENTR17369
OG0002268	ORYLA09246, ORYLA09245	XENTR09207
OG0002268	ORYLA16116	XENTR03791
OG0002270	ORYLA09476	XENTR01124
OG0002270	ORYLA15715	XENTR13158
OG0002270	ORYLA10941	XENTR01343
OG0002271	ORYLA13527	XENTR09066
OG0002271	ORYLA03881	XENTR07534, XENTR07535
OG0002271	ORYLA10717	XENTR01048
OG0002272	ORYLA14290	XENTR02511
OG0002274	ORYLA04367	XENTR16520, XENTR07122
OG0002276	ORYLA08251	XENTR10859
OG0002276	ORYLA14367, ORYLA15766	XENTR17603
OG0002277	ORYLA15031	XENTR06393
OG0002277	ORYLA16004	XENTR14559
OG0002278	ORYLA03506	XENTR11991
OG0002278	ORYLA18187	XENTR15310
OG0002279	ORYLA09917	XENTR17502
OG0002279	ORYLA10298	XENTR08016
OG0002280	ORYLA11499	XENTR13539, XENTR13538
OG0002280	ORYLA05957	XENTR05453
OG0002281	ORYLA17715	XENTR02192
OG0002281	ORYLA05014, ORYLA08208	XENTR11832
OG0002281	ORYLA17429	XENTR08042
OG0002282	ORYLA00051, ORYLA01468	XENTR06507
OG0002283	ORYLA05023	XENTR08932
OG0002283	ORYLA00509	XENTR04899
OG0002283	ORYLA20492	XENTR04898
OG0002284	ORYLA18851	XENTR09193
OG0002284	ORYLA13455	XENTR00069
OG0002285	ORYLA02308	XENTR01924, XENTR01925
OG0002287	ORYLA15952	XENTR13326
OG0002287	ORYLA12928	XENTR15096
OG0002288	ORYLA01492	XENTR12739
OG0002288	ORYLA03879	XENTR07532
OG0002289	ORYLA01359	XENTR02736, XENTR05940
OG0002289	ORYLA07291	XENTR16084
OG0002290	ORYLA17919	XENTR00793
OG0002290	ORYLA04425	XENTR07136
OG0002291	ORYLA02360	XENTR04746
OG0002292	ORYLA14591	XENTR11818
OG0002293	ORYLA18515	XENTR04957
OG0002293	ORYLA02245	XENTR12754
OG0002294	ORYLA17434	XENTR05741
OG0002294	ORYLA13472, ORYLA06668	XENTR12369
OG0002295	ORYLA14972, ORYLA12602	XENTR01465
OG0002295	ORYLA13018	XENTR14069
OG0002295	ORYLA10306	XENTR14825
OG0002295	ORYLA14091	XENTR03418
OG0002296	ORYLA04644	XENTR12455
OG0002297	ORYLA13569	XENTR00024, XENTR00025, XENTR00023
OG0002299	ORYLA10314, ORYLA03833, ORYLA10221	XENTR17577, XENTR05014, XENTR19269, XENTR16488, XENTR16487, XENTR18615
OG0002299	ORYLA03018	XENTR16820
OG0002312	ORYLA03960	XENTR06437, XENTR06436
OG0002314	ORYLA12805	XENTR05505
OG0002315	ORYLA13257	XENTR00326
OG0002316	ORYLA18514	XENTR13680, XENTR13681
OG0002316	ORYLA18191	XENTR04956
OG0002317	ORYLA10101	XENTR08993
OG0002317	ORYLA03376	XENTR11973
OG0002318	ORYLA16808	XENTR14796
OG0002319	ORYLA09946	XENTR02334
OG0002319	ORYLA06584	XENTR00284
OG0002320	ORYLA04205, ORYLA03781	XENTR06033
OG0002320	ORYLA19577	XENTR16688
OG0002321	ORYLA00417	XENTR17990
OG0002322	ORYLA16542	XENTR15485
OG0002322	ORYLA00069	XENTR07398
OG0002323	ORYLA04235	XENTR18240
OG0002324	ORYLA02003	XENTR11808
OG0002325	ORYLA09406	XENTR08080
OG0002326	ORYLA11565	XENTR11657, XENTR05110
OG0002327	ORYLA15817	XENTR06367
OG0002327	ORYLA13784, ORYLA15549	XENTR18257
OG0002328	ORYLA19317	XENTR17536, XENTR11540
OG0002329	ORYLA02023	XENTR02119
OG0002329	ORYLA20294	XENTR09882
OG0002330	ORYLA02778	XENTR00853
OG0002330	ORYLA03538	XENTR16723
OG0002331	ORYLA16153	XENTR02956
OG0002331	ORYLA02004	XENTR08347
OG0002332	ORYLA18167	XENTR04333
OG0002332	ORYLA17748, ORYLA02677	XENTR06466
OG0002333	ORYLA17670	XENTR05844
OG0002334	ORYLA08810, ORYLA09439	XENTR17858
OG0002335	ORYLA08903	XENTR02895
OG0002336	ORYLA10302	XENTR08017
OG0002337	ORYLA02605	XENTR12506
OG0002337	ORYLA03304, ORYLA04420	XENTR04056
OG0002339	ORYLA07926	XENTR17950
OG0002339	ORYLA12267	XENTR18616, XENTR02709, XENTR09054
OG0002340	ORYLA06795	XENTR07803
OG0002342	ORYLA05478	XENTR10598
OG0002342	ORYLA10344	XENTR12752
OG0002343	ORYLA14859	XENTR09466
OG0002343	ORYLA15811, ORYLA13993	XENTR17455
OG0002343	ORYLA15321	XENTR10712
OG0002344	ORYLA03231, ORYLA04391	XENTR01511
OG0002344	ORYLA02759	XENTR10309
OG0002346	ORYLA11133, ORYLA19705	XENTR16322
OG0002347	ORYLA20292	XENTR15999
OG0002348	ORYLA10141	XENTR03865
OG0002350	ORYLA13102	XENTR01302
OG0002350	ORYLA18013	XENTR12001
OG0002352	ORYLA02159, ORYLA05389	XENTR10484
OG0002353	ORYLA04514	XENTR15953
OG0002354	ORYLA05380	XENTR07671
OG0002355	ORYLA00163, ORYLA18882	XENTR01023
OG0002355	ORYLA18880	XENTR01621
OG0002356	ORYLA11103, ORYLA15335	XENTR11801
OG0002356	ORYLA17176	XENTR14127
OG0002357	ORYLA11857	XENTR15504
OG0002357	ORYLA10405	XENTR14393
OG0002358	ORYLA14623	XENTR15985
OG0002359	ORYLA10402	XENTR14398
OG0002360	ORYLA08190	XENTR06917
OG0002360	ORYLA01791	XENTR14802
OG0002361	ORYLA05219	XENTR00595
OG0002361	ORYLA11387, ORYLA10650	XENTR12105
OG0002362	ORYLA17724	XENTR06985
OG0002362	ORYLA06844	XENTR01436, XENTR11944
OG0002363	ORYLA00546, ORYLA17125	XENTR01831
OG0002363	ORYLA08274	XENTR13726
OG0002364	ORYLA02907	XENTR00498
OG0002365	ORYLA00879	XENTR13206
OG0002366	ORYLA16177, ORYLA16178	XENTR03010
OG0002366	ORYLA09060	XENTR09341
OG0002366	ORYLA12029, ORYLA15155	XENTR07763
OG0002367	ORYLA13424	XENTR04656
OG0002367	ORYLA02914	XENTR04737
OG0002368	ORYLA10667, ORYLA10668	XENTR03040
OG0002368	ORYLA04693	XENTR01632
OG0002369	ORYLA10237	XENTR08498
OG0002370	ORYLA05820	XENTR11205
OG0002371	ORYLA19391, ORYLA19392	XENTR13442
OG0002371	ORYLA10411	XENTR02101, XENTR08507
OG0002373	ORYLA11399, ORYLA10186	XENTR07192
OG0002374	ORYLA06304, ORYLA06305	XENTR09958
OG0002375	ORYLA06161	XENTR03186
OG0002376	ORYLA08717, ORYLA08716	XENTR03067
OG0002377	ORYLA04855	XENTR08904
OG0002377	ORYLA11508	XENTR03045
OG0002378	ORYLA12488	XENTR11423
OG0002378	ORYLA14590	XENTR11821
OG0002379	ORYLA13125, ORYLA13124	XENTR09370
OG0002379	ORYLA04236	XENTR18063
OG0002380	ORYLA17375	XENTR06478
OG0002380	ORYLA05085	XENTR13029
OG0002380	ORYLA02833	XENTR17006
OG0002383	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702	XENTR15253, XENTR17463, XENTR17464, XENTR18732
OG0002384	ORYLA02998	XENTR19273, XENTR06855, XENTR06854
OG0002385	ORYLA16918	XENTR01823
OG0002385	ORYLA07751, ORYLA17005	XENTR04768
OG0002385	ORYLA00241, ORYLA16796	XENTR07386
OG0002395	ORYLA07701	XENTR04724
OG0002396	ORYLA07692, ORYLA03941	XENTR06625
OG0002396	ORYLA04763	XENTR12782
OG0002398	ORYLA01402, ORYLA01403	XENTR05249
OG0002398	ORYLA09428	XENTR10576
OG0002398	ORYLA01344, ORYLA00381	XENTR05514
OG0002399	ORYLA14287, ORYLA15962	XENTR02977
OG0002399	ORYLA09074	XENTR09322
OG0002400	ORYLA15435	XENTR11297
OG0002400	ORYLA11164	XENTR02866
OG0002400	ORYLA14428, ORYLA15689	XENTR00907
OG0002401	ORYLA09513, ORYLA08584	XENTR19155, XENTR00898, XENTR00899, XENTR00900
OG0002401	ORYLA12785	XENTR03453
OG0002401	ORYLA01261	XENTR09261
OG0002402	ORYLA13329	XENTR18948
OG0002403	ORYLA06925	XENTR03076
OG0002404	ORYLA13073	XENTR00427
OG0002405	ORYLA01447	XENTR14459
OG0002405	ORYLA09001	XENTR14636
OG0002406	ORYLA16129	XENTR13694
OG0002406	ORYLA14436	XENTR16471
OG0002407	ORYLA08149	XENTR16253
OG0002408	ORYLA05690	XENTR05124
OG0002409	ORYLA16162	XENTR17207
OG0002409	ORYLA10955	XENTR00759
OG0002409	ORYLA20139	XENTR02804
OG0002410	ORYLA15865, ORYLA16064	XENTR18986
OG0002411	ORYLA12407	XENTR10283
OG0002411	ORYLA01614	XENTR09696
OG0002412	ORYLA14855	XENTR12811
OG0002413	ORYLA16559, ORYLA07321	XENTR12213
OG0002414	ORYLA06977, ORYLA12840	XENTR04525
OG0002414	ORYLA15520, ORYLA16073	XENTR13332
OG0002415	ORYLA05291	XENTR18259
OG0002416	ORYLA11573	XENTR00162
OG0002418	ORYLA02287	XENTR13921, XENTR13922
OG0002418	ORYLA15400	XENTR08069
OG0002418	ORYLA05868	XENTR15285
OG0002420	ORYLA03118	XENTR12655
OG0002420	ORYLA10255	XENTR02423, XENTR02422
OG0002420	ORYLA04754	XENTR00619
OG0002422	ORYLA00987	XENTR12603
OG0002423	ORYLA09785	XENTR14926
OG0002424	ORYLA10433, ORYLA00909	XENTR09777
OG0002425	ORYLA15577	XENTR18312
OG0002426	ORYLA16721	XENTR00967
OG0002426	ORYLA17014	XENTR04791
OG0002427	ORYLA11285	XENTR11500
OG0002428	ORYLA01782	XENTR05363
OG0002429	ORYLA15290	XENTR05949
OG0002429	ORYLA13354	XENTR18057
OG0002429	ORYLA15843	XENTR02469
OG0002430	ORYLA16799	XENTR18278, XENTR10773
OG0002431	ORYLA05866	XENTR15276, XENTR15277
OG0002431	ORYLA05865	XENTR15280, XENTR15278, XENTR15279
OG0002432	ORYLA01243	XENTR06432
OG0002432	ORYLA12789, ORYLA12788	XENTR03304
OG0002433	ORYLA08325, ORYLA16664	XENTR13711
OG0002434	ORYLA14466, ORYLA16112	XENTR07224
OG0002434	ORYLA08339	XENTR04195
OG0002435	ORYLA18219	XENTR04305
OG0002436	ORYLA17581	XENTR00885
OG0002436	ORYLA03980, ORYLA03455	XENTR03664
OG0002437	ORYLA17242	XENTR06859, XENTR03646, XENTR12985, XENTR00540, XENTR07070, XENTR06175
OG0002438	ORYLA13927	XENTR08545
OG0002439	ORYLA11248	XENTR00776, XENTR00775
OG0002441	ORYLA03932	XENTR05912
OG0002441	ORYLA11521	XENTR09399
OG0002442	ORYLA00930	XENTR16535
OG0002442	ORYLA13946	XENTR16802
OG0002443	ORYLA14682	XENTR00383
OG0002444	ORYLA13798	XENTR02476
OG0002444	ORYLA18577	XENTR07484
OG0002445	ORYLA10624	XENTR03182
OG0002447	ORYLA13517, ORYLA13518	XENTR09073
OG0002448	ORYLA08063	XENTR17600
OG0002449	ORYLA07366	XENTR09497
OG0002449	ORYLA11583	XENTR05548
OG0002449	ORYLA10501	XENTR11703
OG0002450	ORYLA06178	XENTR19093
OG0002450	ORYLA17657	XENTR14079
OG0002451	ORYLA13911	XENTR16464
OG0002451	ORYLA20343	XENTR09280
OG0002452	ORYLA09813, ORYLA12244	XENTR03150
OG0002452	ORYLA08195	XENTR10752
OG0002453	ORYLA04128	XENTR10071
OG0002454	ORYLA02662	XENTR10315
OG0002454	ORYLA03604, ORYLA04535	XENTR04033
OG0002455	ORYLA15598	XENTR11478
OG0002455	ORYLA03626	XENTR00256
OG0002456	ORYLA01754	XENTR14930
OG0002456	ORYLA00742	XENTR12253
OG0002457	ORYLA10176	XENTR07718
OG0002459	ORYLA16722	XENTR00970
OG0002461	ORYLA03186	XENTR04357
OG0002462	ORYLA08286	XENTR09111
OG0002464	ORYLA08088	XENTR07553
OG0002464	ORYLA01159, ORYLA01160, ORYLA01161, ORYLA00385	XENTR03314
OG0002465	ORYLA01740	XENTR12392
OG0002465	ORYLA12495	XENTR06262
OG0002466	ORYLA13222	XENTR03928
OG0002467	ORYLA10339	XENTR11901
OG0002467	ORYLA01725	XENTR00224
OG0002467	ORYLA10395	XENTR12141
OG0002476	ORYLA15177	XENTR00493
OG0002477	ORYLA00716	XENTR15214
OG0002477	ORYLA09140	XENTR18901
OG0002478	ORYLA00839, ORYLA01108	XENTR07451
OG0002478	ORYLA01315	XENTR17938
OG0002479	ORYLA17552	XENTR13918, XENTR13917
OG0002480	ORYLA18825	XENTR07395
OG0002481	ORYLA04107	XENTR02103, XENTR02102
OG0002482	ORYLA12367, ORYLA14603	XENTR08708
OG0002482	ORYLA11138, ORYLA15700	XENTR15748
OG0002486	ORYLA13034, ORYLA13035	XENTR12613
OG0002487	ORYLA10077	XENTR08514
OG0002489	ORYLA07869	XENTR14912
OG0002489	ORYLA10725	XENTR08038
OG0002490	ORYLA20206	XENTR06810
OG0002490	ORYLA03483	XENTR02883
OG0002491	ORYLA16148	XENTR08254
OG0002491	ORYLA13367	XENTR15373
OG0002492	ORYLA13129	XENTR09648
OG0002495	ORYLA09473	XENTR01127
OG0002496	ORYLA17308	XENTR18038
OG0002496	ORYLA06622	XENTR07307
OG0002497	ORYLA16464	XENTR12266
OG0002497	ORYLA02147	XENTR01749
OG0002499	ORYLA04232	XENTR14604
OG0002499	ORYLA16130	XENTR11611
OG0002500	ORYLA16848	XENTR19041, XENTR19042
OG0002501	ORYLA04100	XENTR13311
OG0002503	ORYLA20467	XENTR09737
