Orthogroup	ORYLA	SACKO_ok
OG0001042	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	SACKO_12664
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	SACKO_19301
OG0001047	ORYLA03716, ORYLA03850, ORYLA03098, ORYLA01025	SACKO_22110, SACKO_22089, SACKO_19312
OG0001048	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597	SACKO_21452
OG0001049	ORYLA13294, ORYLA06586	SACKO_28210
OG0001049	ORYLA03790, ORYLA15642	SACKO_03823
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	SACKO_13547
OG0001052	ORYLA04967, ORYLA04966, ORYLA02277	SACKO_17741
OG0001052	ORYLA18159, ORYLA04669	SACKO_29699
OG0001053	ORYLA18523, ORYLA08049, ORYLA16446, ORYLA07098, ORYLA15733, ORYLA09475	SACKO_17162
OG0001053	ORYLA20458	SACKO_10734
OG0001054	ORYLA00542, ORYLA16915, ORYLA16783, ORYLA01880, ORYLA05818	SACKO_03187
OG0001057	ORYLA13279, ORYLA04087, ORYLA09608, ORYLA01089	SACKO_34054
OG0001058	ORYLA02850, ORYLA17789, ORYLA03281, ORYLA03823	SACKO_30744
OG0001059	ORYLA07025, ORYLA11863	SACKO_34066
OG0001060	ORYLA11754	SACKO_10412
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	SACKO_29376
OG0001063	ORYLA04692	SACKO_31591
OG0001065	ORYLA10407, ORYLA11700	SACKO_06065
OG0001068	ORYLA08837, ORYLA01885, ORYLA05843	SACKO_05518
OG0001072	ORYLA17591	SACKO_03267
OG0001072	ORYLA18588	SACKO_03307
OG0001073	ORYLA01147, ORYLA12256	SACKO_21449, SACKO_04327
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	SACKO_11315, SACKO_14262
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	SACKO_06837
OG0001077	ORYLA06555	SACKO_10234
OG0001077	ORYLA01775	SACKO_02065, SACKO_02030
OG0001077	ORYLA10005	SACKO_02068
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	SACKO_03626
OG0001079	ORYLA13958, ORYLA14764, ORYLA20201	SACKO_30352
OG0001080	ORYLA06070	SACKO_28482
OG0001080	ORYLA01954, ORYLA12745	SACKO_17655
OG0001081	ORYLA12631, ORYLA12630	SACKO_20233, SACKO_20239
OG0001082	ORYLA16190, ORYLA14374	SACKO_05811, SACKO_32916
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	SACKO_03733
OG0001084	ORYLA08418, ORYLA10033, ORYLA10032, ORYLA08417	SACKO_24296
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	SACKO_23475
OG0001086	ORYLA03507, ORYLA10518, ORYLA10517, ORYLA01082, ORYLA04201	SACKO_01139
OG0001089	ORYLA06013, ORYLA06012	SACKO_12550
OG0001090	ORYLA18206	SACKO_29439, SACKO_29447
OG0001091	ORYLA09872, ORYLA07822, ORYLA01798, ORYLA07821, ORYLA01797, ORYLA09871	SACKO_17088
OG0001092	ORYLA00474	SACKO_08155
OG0001092	ORYLA00476	SACKO_08149
OG0001093	ORYLA01792, ORYLA08189, ORYLA17127, ORYLA09876	SACKO_20225
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	SACKO_26687
OG0001096	ORYLA08777, ORYLA09557	SACKO_26925, SACKO_33433
OG0001101	ORYLA10929	SACKO_12678
OG0001102	ORYLA05217	SACKO_03700
OG0001102	ORYLA05138	SACKO_27070
OG0001103	ORYLA08995	SACKO_18268
OG0001104	ORYLA12177	SACKO_17440, SACKO_10508
OG0001104	ORYLA01647, ORYLA11309	SACKO_03224
OG0001105	ORYLA03632	SACKO_04214
OG0001106	ORYLA20354	SACKO_09682
OG0001107	ORYLA12765, ORYLA03943, ORYLA01001, ORYLA08767, ORYLA09544	SACKO_06919
OG0001108	ORYLA14450	SACKO_04290
OG0001108	ORYLA18375	SACKO_31250
OG0001109	ORYLA16661, ORYLA14078	SACKO_08252, SACKO_08246, SACKO_08241, SACKO_08240, SACKO_08237
OG0001110	ORYLA08952, ORYLA02458, ORYLA08953, ORYLA18020	SACKO_08229
OG0001112	ORYLA12894, ORYLA09914, ORYLA08799	SACKO_18503
OG0001113	ORYLA16987	SACKO_21432
OG0001113	ORYLA00138	SACKO_05156
OG0001115	ORYLA15699, ORYLA13897, ORYLA14688, ORYLA10923	SACKO_33624, SACKO_33583, SACKO_18619
OG0001116	ORYLA08841	SACKO_23852
OG0001116	ORYLA16423, ORYLA08216	SACKO_20251
OG0001117	ORYLA06972, ORYLA06971, ORYLA14305	SACKO_06898
OG0001119	ORYLA05124	SACKO_20836
OG0001119	ORYLA09259	SACKO_20847
OG0001120	ORYLA03903, ORYLA01234	SACKO_19029
OG0001121	ORYLA05153, ORYLA20092	SACKO_32575
OG0001123	ORYLA09262	SACKO_00205
OG0001123	ORYLA17703	SACKO_33269
OG0001124	ORYLA08277	SACKO_10008
OG0001124	ORYLA02278	SACKO_04873
OG0001127	ORYLA06210, ORYLA08911	SACKO_04963
OG0001129	ORYLA15169, ORYLA12442	SACKO_22362
OG0001129	ORYLA05461	SACKO_19446
OG0001131	ORYLA00774, ORYLA11383	SACKO_02814
OG0001132	ORYLA15693	SACKO_22464
OG0001133	ORYLA01655	SACKO_03939
OG0001133	ORYLA02500	SACKO_03870
OG0001134	ORYLA16671	SACKO_00371
OG0001135	ORYLA18988, ORYLA08362	SACKO_12991
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	SACKO_08700, SACKO_08683
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	SACKO_31589
OG0001138	ORYLA14334, ORYLA15755, ORYLA09204, ORYLA06399, ORYLA09997	SACKO_06420
OG0001139	ORYLA15805	SACKO_11336
OG0001139	ORYLA14857, ORYLA11008	SACKO_08887
OG0001141	ORYLA02472, ORYLA17498	SACKO_15539
OG0001142	ORYLA07693	SACKO_08495
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	SACKO_27075
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	SACKO_23855
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	SACKO_04608, SACKO_10399
OG0001148	ORYLA01854, ORYLA05396	SACKO_05323, SACKO_05299
OG0001149	ORYLA01670, ORYLA13258	SACKO_23060
OG0001155	ORYLA02504, ORYLA02505	SACKO_29197
OG0001155	ORYLA03252	SACKO_06972
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	SACKO_12887
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120	SACKO_22305, SACKO_17286
OG0001159	ORYLA10160, ORYLA05356	SACKO_14618
OG0001160	ORYLA11144, ORYLA18207	SACKO_03583
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	SACKO_21600, SACKO_15264
OG0001162	ORYLA03278, ORYLA04547, ORYLA08795	SACKO_17543, SACKO_14294
OG0001163	ORYLA08093, ORYLA04995	SACKO_31507
OG0001165	ORYLA11504	SACKO_18359
OG0001165	ORYLA09619	SACKO_32002, SACKO_31998
OG0001166	ORYLA11757, ORYLA11756, ORYLA11755, ORYLA10465	SACKO_31708
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	SACKO_12026
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	SACKO_18942
OG0001169	ORYLA03593	SACKO_01891
OG0001170	ORYLA03658	SACKO_27342
OG0001171	ORYLA09088	SACKO_20825
OG0001172	ORYLA08914, ORYLA06213, ORYLA09461	SACKO_07899
OG0001172	ORYLA09708, ORYLA16481	SACKO_23083
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	SACKO_00167
OG0001177	ORYLA07071	SACKO_26073
OG0001177	ORYLA17818	SACKO_10730, SACKO_26943
OG0001178	ORYLA12858	SACKO_03875
OG0001178	ORYLA09479	SACKO_32742, SACKO_08914
OG0001179	ORYLA12445	SACKO_26771
OG0001179	ORYLA14131	SACKO_32134
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	SACKO_08231, SACKO_27253, SACKO_08232
OG0001182	ORYLA04656, ORYLA10537	SACKO_00852, SACKO_21729, SACKO_06706, SACKO_28390, SACKO_28391
OG0001182	ORYLA17798, ORYLA12681	SACKO_19557
OG0001183	ORYLA16340, ORYLA08337	SACKO_22928
OG0001184	ORYLA01867	SACKO_04686
OG0001184	ORYLA12325	SACKO_02591, SACKO_02594
OG0001185	ORYLA04885	SACKO_25271
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	SACKO_04961
OG0001186	ORYLA12305	SACKO_32087
OG0001187	ORYLA14064	SACKO_27459, SACKO_22028
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	SACKO_25731
OG0001189	ORYLA20265, ORYLA15490, ORYLA10691, ORYLA11979, ORYLA07034	SACKO_26954
OG0001190	ORYLA10580, ORYLA14507, ORYLA10859	SACKO_19736, SACKO_29072
OG0001191	ORYLA00416, ORYLA17734, ORYLA04735, ORYLA08358, ORYLA01217, ORYLA03865	SACKO_28961
OG0001192	ORYLA08463, ORYLA08481, ORYLA08473, ORYLA08475, ORYLA05874	SACKO_04055
OG0001192	ORYLA19942	SACKO_12212
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	SACKO_02477
OG0001197	ORYLA13277	SACKO_32347
OG0001198	ORYLA10310, ORYLA13600	SACKO_23091
OG0001198	ORYLA15038	SACKO_05861
OG0001199	ORYLA11679	SACKO_03906
OG0001200	ORYLA12001	SACKO_20799
OG0001201	ORYLA15310	SACKO_15686
OG0001202	ORYLA09275	SACKO_21894, SACKO_33694
OG0001204	ORYLA04102, ORYLA03247	SACKO_05436
OG0001205	ORYLA01265	SACKO_12981
OG0001207	ORYLA10023	SACKO_03977
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	SACKO_25128
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	SACKO_25532
OG0001209	ORYLA07316, ORYLA00319	SACKO_17895, SACKO_21794
OG0001210	ORYLA11799	SACKO_12027
OG0001210	ORYLA06775	SACKO_22645
OG0001211	ORYLA20079, ORYLA07900	SACKO_06728
OG0001213	ORYLA08112	SACKO_12475
OG0001214	ORYLA09019	SACKO_17861
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	SACKO_19345
OG0001216	ORYLA07420	SACKO_20921
OG0001216	ORYLA12067, ORYLA15267	SACKO_23314
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595	SACKO_25190
OG0001217	ORYLA10337	SACKO_25209
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	SACKO_09575
OG0001219	ORYLA01206, ORYLA04598, ORYLA01690, ORYLA05777	SACKO_31732
OG0001220	ORYLA02345	SACKO_02206
OG0001221	ORYLA07491	SACKO_31267, SACKO_31272, SACKO_31273
OG0001223	ORYLA06793, ORYLA07569, ORYLA06727, ORYLA15616, ORYLA13963	SACKO_16161
OG0001224	ORYLA16020	SACKO_15671
OG0001225	ORYLA14806, ORYLA12335, ORYLA02910, ORYLA13489, ORYLA13488	SACKO_13197, SACKO_21032
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722	SACKO_21968, SACKO_20774
OG0001231	ORYLA10425, ORYLA04865, ORYLA08146, ORYLA03393, ORYLA04275	SACKO_32360
OG0001232	ORYLA17130	SACKO_31671
OG0001233	ORYLA07453	SACKO_00389, SACKO_00384, SACKO_00398
OG0001235	ORYLA16914, ORYLA20442	SACKO_17900
OG0001236	ORYLA05535	SACKO_22328
OG0001237	ORYLA12698, ORYLA15237, ORYLA01731, ORYLA06118, ORYLA17671, ORYLA02367	SACKO_16321, SACKO_16315, SACKO_30993
OG0001237	ORYLA14669	SACKO_12973, SACKO_17092
OG0001238	ORYLA01295	SACKO_10255
OG0001238	ORYLA07056	SACKO_15368, SACKO_15935
OG0001239	ORYLA14159, ORYLA20197	SACKO_01576
OG0001240	ORYLA06112, ORYLA12695, ORYLA20300, ORYLA12696, ORYLA06113, ORYLA02471, ORYLA17502	SACKO_21921
OG0001241	ORYLA15497	SACKO_21518
OG0001241	ORYLA01008	SACKO_25804
OG0001242	ORYLA09141, ORYLA18475	SACKO_19062, SACKO_19023
OG0001243	ORYLA07317, ORYLA07318, ORYLA12130	SACKO_00190
OG0001245	ORYLA00901, ORYLA00456, ORYLA04906	SACKO_17905
OG0001246	ORYLA08383	SACKO_32855
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	SACKO_16919
OG0001248	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193	SACKO_03917
OG0001249	ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	SACKO_07044
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	SACKO_22060
OG0001251	ORYLA08970	SACKO_21043
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	SACKO_00497
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	SACKO_07955
OG0001254	ORYLA12036, ORYLA14643	SACKO_17104
OG0001255	ORYLA01752, ORYLA11946, ORYLA11945, ORYLA13259, ORYLA00050, ORYLA16171, ORYLA16170, ORYLA11960	SACKO_21405
OG0001256	ORYLA10228	SACKO_32561
OG0001261	ORYLA07239, ORYLA00479, ORYLA09455	SACKO_02379
OG0001262	ORYLA02427	SACKO_14536, SACKO_14562, SACKO_14419, SACKO_00970, SACKO_00906, SACKO_33160
OG0001263	ORYLA17939, ORYLA08064	SACKO_18553
OG0001263	ORYLA07820, ORYLA17132	SACKO_10674
OG0001264	ORYLA13965, ORYLA12302, ORYLA02150	SACKO_25559
OG0001266	ORYLA09233, ORYLA07109, ORYLA14460	SACKO_34097
OG0001267	ORYLA18685	SACKO_05778, SACKO_25091
OG0001267	ORYLA17985, ORYLA00677	SACKO_21996
OG0001268	ORYLA00335	SACKO_11197, SACKO_06254
OG0001268	ORYLA15813	SACKO_30805
OG0001270	ORYLA07988	SACKO_24994
OG0001270	ORYLA18804	SACKO_01019
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	SACKO_30312
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	SACKO_25421
OG0001273	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660	SACKO_29270
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	SACKO_16020
OG0001275	ORYLA11544	SACKO_31416
OG0001275	ORYLA11543	SACKO_31414
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	SACKO_30635
OG0001278	ORYLA16678, ORYLA00727	SACKO_28908, SACKO_12827, SACKO_12823
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	SACKO_20454
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	SACKO_17298
OG0001281	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	SACKO_11635
OG0001283	ORYLA20044, ORYLA20045, ORYLA14193, ORYLA09723, ORYLA13051, ORYLA08577, ORYLA10812	SACKO_01310, SACKO_15324
OG0001284	ORYLA09027	SACKO_27293
OG0001284	ORYLA01634, ORYLA14635	SACKO_16492
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	SACKO_31693
OG0001288	ORYLA14902, ORYLA02420	SACKO_15962
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	SACKO_09675, SACKO_22471
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	SACKO_21943
OG0001292	ORYLA09364, ORYLA10046	SACKO_15420
OG0001293	ORYLA17295, ORYLA17851, ORYLA02768, ORYLA02767, ORYLA17854, ORYLA04584	SACKO_21987
OG0001294	ORYLA10122	SACKO_03533
OG0001295	ORYLA09900	SACKO_22899
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357	SACKO_11661
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	SACKO_31951, SACKO_31914
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	SACKO_02042
OG0001302	ORYLA12923	SACKO_07352
OG0001302	ORYLA05687	SACKO_13308
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	SACKO_19061
OG0001305	ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	SACKO_26780
OG0001306	ORYLA06638, ORYLA13454	SACKO_25708
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	SACKO_29701
OG0001309	ORYLA18337, ORYLA07669, ORYLA07716, ORYLA07715, ORYLA07717, ORYLA07670, ORYLA18200, ORYLA06422	SACKO_31608
OG0001310	ORYLA10760	SACKO_11650
OG0001310	ORYLA12263	SACKO_12687
OG0001311	ORYLA02079, ORYLA06081	SACKO_03046
OG0001311	ORYLA06033, ORYLA01860	SACKO_14169
OG0001312	ORYLA09136, ORYLA09135, ORYLA09133, ORYLA09134	SACKO_03694
OG0001315	ORYLA07817, ORYLA07784, ORYLA16771, ORYLA00635, ORYLA16948, ORYLA00636	SACKO_09990
OG0001316	ORYLA12796, ORYLA09110, ORYLA01031	SACKO_32180
OG0001317	ORYLA11270	SACKO_20482
OG0001317	ORYLA18001	SACKO_08200
OG0001318	ORYLA08255	SACKO_20260
OG0001318	ORYLA09731	SACKO_33046
OG0001319	ORYLA00925	SACKO_33893
OG0001319	ORYLA04255, ORYLA01358, ORYLA10213, ORYLA09481	SACKO_17261
OG0001320	ORYLA11905	SACKO_03528
OG0001321	ORYLA19802, ORYLA06811, ORYLA13481, ORYLA13483, ORYLA06093	SACKO_00755
OG0001322	ORYLA12031	SACKO_08315
OG0001322	ORYLA03496	SACKO_00634, SACKO_05223
OG0001324	ORYLA08370	SACKO_04648
OG0001326	ORYLA00013, ORYLA05047, ORYLA02306, ORYLA02304, ORYLA00758	SACKO_30260
OG0001327	ORYLA15316	SACKO_11723
OG0001327	ORYLA11280, ORYLA14397	SACKO_26434
OG0001329	ORYLA10954, ORYLA14747, ORYLA20436, ORYLA09411, ORYLA09944, ORYLA00672	SACKO_23438
OG0001330	ORYLA07932, ORYLA16248, ORYLA04009, ORYLA03267, ORYLA17273	SACKO_00723
OG0001331	ORYLA00931, ORYLA03956	SACKO_23573
OG0001332	ORYLA07497	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770
OG0001333	ORYLA17399, ORYLA07772	SACKO_02537, SACKO_31933, SACKO_31954
OG0001337	ORYLA02348, ORYLA17664, ORYLA06931	SACKO_02804
OG0001339	ORYLA11675	SACKO_07781
OG0001341	ORYLA14314	SACKO_06241
OG0001344	ORYLA02700	SACKO_14763
OG0001345	ORYLA15535	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715
OG0001348	ORYLA09547, ORYLA09548, ORYLA08775, ORYLA01011, ORYLA01010	SACKO_28912
OG0001350	ORYLA06653	SACKO_01084, SACKO_01074
OG0001351	ORYLA09616, ORYLA08732	SACKO_20883
OG0001352	ORYLA17415, ORYLA09343, ORYLA14143	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435
OG0001353	ORYLA11826	SACKO_22195
OG0001353	ORYLA06297, ORYLA20269	SACKO_05612
OG0001354	ORYLA13415, ORYLA00266, ORYLA06924, ORYLA17236	SACKO_27003
OG0001355	ORYLA19438, ORYLA00855, ORYLA17810, ORYLA02331	SACKO_12733
OG0001356	ORYLA14068, ORYLA15897, ORYLA14716, ORYLA11021, ORYLA16052	SACKO_23436
OG0001357	ORYLA07719, ORYLA10513, ORYLA03046	SACKO_32377
OG0001358	ORYLA11553	SACKO_18923
OG0001358	ORYLA03714, ORYLA00979, ORYLA11552	SACKO_18913
OG0001359	ORYLA13603, ORYLA10324, ORYLA12621, ORYLA05730	SACKO_04499
OG0001360	ORYLA07267, ORYLA19445, ORYLA19446, ORYLA00396	SACKO_33652
OG0001361	ORYLA12083, ORYLA10943	SACKO_13566
OG0001363	ORYLA06964, ORYLA02934	SACKO_02886
OG0001364	ORYLA07287, ORYLA06962	SACKO_22285
OG0001365	ORYLA09935, ORYLA07169, ORYLA00431	SACKO_18744
OG0001366	ORYLA19471	SACKO_14270
OG0001367	ORYLA14461, ORYLA07111, ORYLA09231, ORYLA11747, ORYLA12559	SACKO_11804
OG0001368	ORYLA04793, ORYLA11335, ORYLA10470	SACKO_12370
OG0001369	ORYLA13851, ORYLA13852, ORYLA13773, ORYLA14398	SACKO_30830
OG0001370	ORYLA12598, ORYLA14966	SACKO_10513
OG0001370	ORYLA18543	SACKO_00812
OG0001371	ORYLA00720	SACKO_17304, SACKO_17312, SACKO_19756
OG0001372	ORYLA13141	SACKO_27587
OG0001373	ORYLA16751, ORYLA16639, ORYLA08259, ORYLA07770	SACKO_09984
OG0001374	ORYLA12417, ORYLA12418	SACKO_07337
OG0001375	ORYLA11959, ORYLA01972, ORYLA01971	SACKO_21495
OG0001376	ORYLA03122, ORYLA05570, ORYLA09409, ORYLA08741	SACKO_34148
OG0001377	ORYLA07389, ORYLA04674	SACKO_25288
OG0001378	ORYLA17783, ORYLA02855, ORYLA04943, ORYLA00326, ORYLA01139, ORYLA01326	SACKO_21687
OG0001380	ORYLA04452, ORYLA03211, ORYLA01164, ORYLA00371	SACKO_30081, SACKO_01944, SACKO_30082
OG0001381	ORYLA13157, ORYLA12338, ORYLA02912, ORYLA18091	SACKO_25884
OG0001384	ORYLA08770, ORYLA03152, ORYLA09543	SACKO_13100
OG0001386	ORYLA07835, ORYLA01995	SACKO_02115
OG0001387	ORYLA08421, ORYLA09694, ORYLA15977	SACKO_07056
OG0001388	ORYLA04165, ORYLA01262	SACKO_17625
OG0001389	ORYLA12186, ORYLA07219, ORYLA20465	SACKO_01374
OG0001395	ORYLA10336, ORYLA12492, ORYLA01370, ORYLA08821	SACKO_14815
OG0001397	ORYLA01225, ORYLA05017	SACKO_20543
OG0001397	ORYLA08172	SACKO_02267
OG0001399	ORYLA04243	SACKO_22119
OG0001399	ORYLA18690	SACKO_19007
OG0001400	ORYLA08237, ORYLA17207, ORYLA09903, ORYLA01837, ORYLA05625	SACKO_05641
OG0001402	ORYLA17574, ORYLA03602	SACKO_07573
OG0001404	ORYLA20012	SACKO_05491
OG0001405	ORYLA12568, ORYLA05423	SACKO_26862
OG0001405	ORYLA07257	SACKO_07421
OG0001406	ORYLA13300, ORYLA07680, ORYLA01398	SACKO_29996
OG0001408	ORYLA02846, ORYLA00579, ORYLA08954	SACKO_32306
OG0001409	ORYLA05905, ORYLA01929, ORYLA09977	SACKO_32640
OG0001410	ORYLA16518	SACKO_14471
OG0001410	ORYLA09213	SACKO_00287
OG0001411	ORYLA12881	SACKO_04096
OG0001412	ORYLA17594	SACKO_09199, SACKO_13714
OG0001413	ORYLA17782	SACKO_13707
OG0001414	ORYLA05226	SACKO_04758
OG0001414	ORYLA18972	SACKO_30191
OG0001415	ORYLA17926	SACKO_02741
OG0001416	ORYLA16022, ORYLA14442	SACKO_14338
OG0001417	ORYLA09055	SACKO_19012
OG0001417	ORYLA00545	SACKO_29213, SACKO_19020
OG0001418	ORYLA17080, ORYLA13376, ORYLA13151, ORYLA06383, ORYLA02393	SACKO_04240
OG0001419	ORYLA04900, ORYLA20043, ORYLA20042, ORYLA10533	SACKO_11370
OG0001420	ORYLA10419, ORYLA20224, ORYLA16034, ORYLA13711, ORYLA13830, ORYLA10876	SACKO_11942
OG0001421	ORYLA11990, ORYLA11681	SACKO_11974
OG0001422	ORYLA08800, ORYLA05608, ORYLA05609, ORYLA09888	SACKO_08100
OG0001423	ORYLA06105, ORYLA06106, ORYLA19580, ORYLA13563, ORYLA00859, ORYLA17104	SACKO_22783
OG0001424	ORYLA13598	SACKO_10409
OG0001425	ORYLA11812, ORYLA14660, ORYLA02799, ORYLA17328	SACKO_32937
OG0001426	ORYLA13127, ORYLA13128, ORYLA16142, ORYLA14438, ORYLA07443	SACKO_29415
OG0001427	ORYLA20270, ORYLA07026, ORYLA11867	SACKO_25289
OG0001428	ORYLA15651, ORYLA13762, ORYLA18311, ORYLA05873, ORYLA01893	SACKO_29404
OG0001429	ORYLA09352, ORYLA05975, ORYLA11873	SACKO_04211
OG0001429	ORYLA11872	SACKO_04222
OG0001430	ORYLA11790, ORYLA01079, ORYLA10149, ORYLA03115, ORYLA03625	SACKO_23248
OG0001431	ORYLA06418, ORYLA16444	SACKO_19695
OG0001433	ORYLA10563, ORYLA19887, ORYLA02213, ORYLA05137	SACKO_20980
OG0001434	ORYLA11926	SACKO_08035, SACKO_22760
OG0001435	ORYLA07135, ORYLA07136, ORYLA07134, ORYLA07133, ORYLA09304, ORYLA09303, ORYLA09306, ORYLA09305	SACKO_09568, SACKO_09561, SACKO_09540, SACKO_09588, SACKO_09604, SACKO_09579, SACKO_09550, SACKO_09534
OG0001436	ORYLA09342, ORYLA06774	SACKO_20014
OG0001437	ORYLA09273, ORYLA06548, ORYLA09274	SACKO_01223
OG0001438	ORYLA13293	SACKO_22113, SACKO_28211
OG0001440	ORYLA06607, ORYLA09297	SACKO_13032
OG0001441	ORYLA05650, ORYLA02185, ORYLA19944, ORYLA11690, ORYLA11689	SACKO_07486
OG0001445	ORYLA18556, ORYLA03367, ORYLA03366	SACKO_32917
OG0001446	ORYLA03689	SACKO_29922, SACKO_01303, SACKO_29925
OG0001447	ORYLA10401, ORYLA03364, ORYLA11793	SACKO_02819
OG0001449	ORYLA11305	SACKO_30150
OG0001449	ORYLA09746	SACKO_24439
OG0001451	ORYLA17593	SACKO_10470
OG0001451	ORYLA14632	SACKO_05414, SACKO_07824
OG0001452	ORYLA17672, ORYLA12044, ORYLA18698	SACKO_08603
OG0001453	ORYLA06111, ORYLA12155	SACKO_00292, SACKO_12622
OG0001454	ORYLA03869, ORYLA10714	SACKO_25073
OG0001455	ORYLA12940, ORYLA17467, ORYLA13172, ORYLA06381, ORYLA00256, ORYLA17114	SACKO_15116
OG0001457	ORYLA05130, ORYLA01846, ORYLA05144, ORYLA02210, ORYLA05145	SACKO_30564, SACKO_25543
OG0001458	ORYLA20478, ORYLA20479, ORYLA04251, ORYLA01275, ORYLA09939, ORYLA08813	SACKO_09504
OG0001459	ORYLA16343	SACKO_12626
OG0001460	ORYLA02314	SACKO_33477
OG0001460	ORYLA08107, ORYLA05005	SACKO_22427
OG0001461	ORYLA19866	SACKO_33755, SACKO_32797
OG0001462	ORYLA11791	SACKO_04210
OG0001463	ORYLA12639, ORYLA12308	SACKO_06141, SACKO_31720, SACKO_15166, SACKO_29008, SACKO_29029, SACKO_29002
OG0001464	ORYLA09804, ORYLA08394, ORYLA05677, ORYLA16104, ORYLA14378	SACKO_17111, SACKO_16693
OG0001465	ORYLA16128	SACKO_08994
OG0001466	ORYLA11704	SACKO_25244
OG0001466	ORYLA01209	SACKO_06437
OG0001467	ORYLA18147	SACKO_17605, SACKO_17589, SACKO_14633
OG0001467	ORYLA03144	SACKO_14405
OG0001468	ORYLA08601, ORYLA08600, ORYLA09151, ORYLA06717	SACKO_04663
