Orthogroup	ORYLA	SACKO_ok
OG0002779	ORYLA20250	SACKO_04611
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	SACKO_00640
OG0002782	ORYLA04664, ORYLA18620	SACKO_03511
OG0002783	ORYLA02442	SACKO_18585
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	SACKO_09777
OG0002786	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650	SACKO_16533
OG0002787	ORYLA20316	SACKO_04918
OG0002788	ORYLA14654	SACKO_19152
OG0002790	ORYLA03569	SACKO_33939
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	SACKO_17510
OG0002793	ORYLA07270	SACKO_08034
OG0002794	ORYLA02734, ORYLA06923	SACKO_26739
OG0002795	ORYLA12451, ORYLA19180	SACKO_22695
OG0002797	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206	SACKO_28530
OG0002799	ORYLA16295	SACKO_18293
OG0002811	ORYLA14627	SACKO_07953
OG0002812	ORYLA02302, ORYLA13564, ORYLA06285	SACKO_07193
OG0002813	ORYLA13821, ORYLA02183, ORYLA20283	SACKO_15396
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	SACKO_31511
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	SACKO_30783
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	SACKO_00126
OG0002817	ORYLA10713, ORYLA11993	SACKO_32465
OG0002818	ORYLA15484, ORYLA15048	SACKO_26045
OG0002819	ORYLA07493, ORYLA08859, ORYLA14483, ORYLA15630	SACKO_07228
OG0002821	ORYLA13169, ORYLA06382	SACKO_07013
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	SACKO_10617
OG0002824	ORYLA09339, ORYLA06204	SACKO_27741, SACKO_03538
OG0002825	ORYLA11065	SACKO_23367, SACKO_20554
OG0002826	ORYLA11355, ORYLA03113	SACKO_09112
OG0002828	ORYLA03128	SACKO_16788, SACKO_09297
OG0002829	ORYLA16753	SACKO_06729
OG0002830	ORYLA11471, ORYLA10187	SACKO_17684
OG0002831	ORYLA15327	SACKO_11570
OG0002833	ORYLA08022	SACKO_15589
OG0002834	ORYLA05742, ORYLA01543, ORYLA17481	SACKO_08996
OG0002835	ORYLA05983, ORYLA02044	SACKO_15153
OG0002836	ORYLA19854, ORYLA03764	SACKO_17669
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	SACKO_14528
OG0002838	ORYLA05289, ORYLA00320	SACKO_21690
OG0002839	ORYLA05647	SACKO_29169
OG0002840	ORYLA12723, ORYLA13362	SACKO_28316
OG0002841	ORYLA15081, ORYLA11075	SACKO_08709, SACKO_08680
OG0002842	ORYLA02771, ORYLA13461	SACKO_27573
OG0002843	ORYLA17609	SACKO_05859
OG0002844	ORYLA20136	SACKO_23634
OG0002847	ORYLA19258	SACKO_19881
OG0002848	ORYLA08986	SACKO_10131
OG0002850	ORYLA03637	SACKO_14200
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	SACKO_18925
OG0002853	ORYLA02715, ORYLA13602	SACKO_26265
OG0002855	ORYLA03649	SACKO_05275
OG0002858	ORYLA01755, ORYLA12296	SACKO_16157, SACKO_32118
OG0002859	ORYLA07035	SACKO_17015
OG0002861	ORYLA12105	SACKO_30500, SACKO_13223
OG0002862	ORYLA04015, ORYLA05434, ORYLA05308	SACKO_03068
OG0002863	ORYLA17400	SACKO_00512
OG0002864	ORYLA12604, ORYLA07144, ORYLA07143	SACKO_28336, SACKO_19209
OG0002865	ORYLA10366	SACKO_30786
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	SACKO_19174
OG0002869	ORYLA13866, ORYLA16223	SACKO_06610, SACKO_06611
OG0002870	ORYLA10371	SACKO_04207
OG0002871	ORYLA15130	SACKO_07598, SACKO_23392
OG0002872	ORYLA02121	SACKO_30221
OG0002873	ORYLA19407	SACKO_09763
OG0002874	ORYLA15908, ORYLA14760	SACKO_30820
OG0002875	ORYLA11748	SACKO_27826
OG0002876	ORYLA08640, ORYLA04839	SACKO_11226
OG0002877	ORYLA13198	SACKO_09233, SACKO_22408
OG0002878	ORYLA20310, ORYLA05630	SACKO_29610, SACKO_29621
OG0002879	ORYLA12228, ORYLA10562	SACKO_33049
OG0002880	ORYLA11943	SACKO_12966
OG0002883	ORYLA12507	SACKO_28241
OG0002885	ORYLA07258, ORYLA07265, ORYLA00177	SACKO_11582
OG0002887	ORYLA02731	SACKO_03876
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	SACKO_13850
OG0002889	ORYLA14307, ORYLA10855	SACKO_25507
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	SACKO_30231
OG0002891	ORYLA16619, ORYLA00864	SACKO_25660
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	SACKO_25315
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	SACKO_02334
OG0002895	ORYLA11053, ORYLA14341	SACKO_07081
OG0002896	ORYLA09565, ORYLA09164	SACKO_21159
OG0002897	ORYLA08407	SACKO_11527
OG0002898	ORYLA00671, ORYLA00670	SACKO_12347, SACKO_11652, SACKO_11662
OG0002899	ORYLA05880, ORYLA13052	SACKO_20293
OG0002900	ORYLA14973, ORYLA02100	SACKO_11843
OG0002901	ORYLA11557	SACKO_31339
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	SACKO_31560
OG0002903	ORYLA20427	SACKO_20856, SACKO_20816
OG0002905	ORYLA15649, ORYLA07137	SACKO_05520
OG0002906	ORYLA19340, ORYLA14581	SACKO_11930, SACKO_11931
OG0002907	ORYLA02959, ORYLA14978	SACKO_16536
OG0002908	ORYLA16113	SACKO_04538
OG0002909	ORYLA15541, ORYLA10906	SACKO_23664
OG0002910	ORYLA10834	SACKO_29263
OG0002911	ORYLA05286, ORYLA17637	SACKO_07058
OG0002912	ORYLA12570	SACKO_26709, SACKO_25820, SACKO_25821
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	SACKO_06634
OG0002914	ORYLA15001	SACKO_00833
OG0002915	ORYLA15159, ORYLA06424	SACKO_04947
OG0002916	ORYLA12904, ORYLA02397	SACKO_29255
OG0002917	ORYLA03614	SACKO_26409
OG0002919	ORYLA19627, ORYLA12045, ORYLA13148	SACKO_02462
OG0002920	ORYLA12554, ORYLA06438	SACKO_13867
OG0002921	ORYLA16247	SACKO_33268
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	SACKO_17100
OG0002923	ORYLA02176, ORYLA15614	SACKO_26728
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	SACKO_13053
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	SACKO_11448
OG0002926	ORYLA02418, ORYLA12816	SACKO_00854
OG0002927	ORYLA05678	SACKO_16689
OG0002931	ORYLA11036, ORYLA14528, ORYLA14527, ORYLA12002, ORYLA18663	SACKO_09069
OG0002934	ORYLA08524, ORYLA08523, ORYLA08521, ORYLA08522	SACKO_05341
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	SACKO_29103
OG0002945	ORYLA00078	SACKO_10023
OG0002946	ORYLA08309, ORYLA16682	SACKO_25372
OG0002947	ORYLA18625	SACKO_28885, SACKO_15400
OG0002948	ORYLA20132, ORYLA04220	SACKO_14209
OG0002949	ORYLA05800	SACKO_05711
OG0002952	ORYLA04612	SACKO_25112
OG0002953	ORYLA13902	SACKO_25506
OG0002954	ORYLA12023	SACKO_31927, SACKO_03834
OG0002955	ORYLA10112	SACKO_05650
OG0002956	ORYLA13006, ORYLA06858	SACKO_00857
OG0002957	ORYLA09640	SACKO_29770
OG0002959	ORYLA10475	SACKO_03836
OG0002960	ORYLA01661, ORYLA05586	SACKO_10276
OG0002961	ORYLA11825	SACKO_22229
OG0002962	ORYLA16540	SACKO_02237
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	SACKO_22385
OG0002965	ORYLA05184	SACKO_32335, SACKO_14337
OG0002966	ORYLA02492	SACKO_04692
OG0002967	ORYLA03303, ORYLA04206	SACKO_11046
OG0002968	ORYLA02038	SACKO_06975
OG0002969	ORYLA07908	SACKO_02667
OG0002971	ORYLA20367, ORYLA05979, ORYLA05520	SACKO_19758
OG0002973	ORYLA14521	SACKO_14102
OG0002974	ORYLA05639, ORYLA12657	SACKO_29031
OG0002975	ORYLA10560	SACKO_32354
OG0002976	ORYLA17659	SACKO_31461
OG0002977	ORYLA03469	SACKO_20192
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	SACKO_17957
OG0002981	ORYLA08734	SACKO_26792
OG0002982	ORYLA05260	SACKO_13358
OG0002983	ORYLA05176, ORYLA13535	SACKO_27335
OG0002984	ORYLA05793	SACKO_19745
OG0002985	ORYLA16699, ORYLA00625	SACKO_30570
OG0002987	ORYLA15486, ORYLA01526	SACKO_24109
OG0002989	ORYLA15869	SACKO_23453
OG0002990	ORYLA04627	SACKO_28950
OG0002991	ORYLA04672	SACKO_16196
OG0002992	ORYLA09196, ORYLA15747	SACKO_30998
OG0002994	ORYLA02194	SACKO_15129
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	SACKO_16051
OG0002997	ORYLA06949	SACKO_03884
OG0002998	ORYLA14765, ORYLA16031	SACKO_08408
OG0003001	ORYLA09162	SACKO_02123
OG0003002	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760	SACKO_24578
OG0003003	ORYLA19741, ORYLA02206, ORYLA11693	SACKO_12840
OG0003004	ORYLA10597, ORYLA03379	SACKO_15243, SACKO_08904
OG0003005	ORYLA05246	SACKO_09366
OG0003006	ORYLA16962	SACKO_09983
OG0003007	ORYLA13640, ORYLA00272	SACKO_23209
OG0003008	ORYLA06672, ORYLA13325	SACKO_14283
OG0003009	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229	SACKO_23162
OG0003010	ORYLA08264	SACKO_04866, SACKO_33454
OG0003011	ORYLA00062, ORYLA17088	SACKO_09511
OG0003012	ORYLA13725, ORYLA14487	SACKO_26048
OG0003013	ORYLA09697, ORYLA05595	SACKO_22831
OG0003014	ORYLA11816, ORYLA12535	SACKO_30554
OG0003016	ORYLA00344, ORYLA19566	SACKO_10324
OG0003017	ORYLA19080	SACKO_30528, SACKO_28070
OG0003018	ORYLA04241, ORYLA03378	SACKO_21884, SACKO_15715
OG0003019	ORYLA11447	SACKO_29411
OG0003021	ORYLA07431	SACKO_12395
OG0003022	ORYLA00947	SACKO_00432
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	SACKO_15718, SACKO_24498
OG0003024	ORYLA12540	SACKO_04764
OG0003025	ORYLA16836, ORYLA06771	SACKO_25265
OG0003026	ORYLA00734	SACKO_02570
OG0003027	ORYLA17665, ORYLA15116	SACKO_20718
OG0003028	ORYLA02137	SACKO_26969
OG0003029	ORYLA02221, ORYLA15312	SACKO_23336
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	SACKO_20385
OG0003031	ORYLA16489, ORYLA08839	SACKO_31229, SACKO_13025
OG0003032	ORYLA01141, ORYLA08340	SACKO_02283
OG0003033	ORYLA09580	SACKO_21096
OG0003034	ORYLA00457	SACKO_10723
OG0003035	ORYLA12815, ORYLA17690	SACKO_13056
OG0003036	ORYLA06888, ORYLA13097	SACKO_03961
OG0003037	ORYLA17542	SACKO_16276
OG0003038	ORYLA03300, ORYLA05385	SACKO_26887
OG0003040	ORYLA07281, ORYLA07280	SACKO_21624, SACKO_30839
OG0003041	ORYLA05365	SACKO_15164
OG0003042	ORYLA09859	SACKO_01751
OG0003043	ORYLA13460	SACKO_02021
OG0003044	ORYLA04573	SACKO_29708
OG0003046	ORYLA15260, ORYLA06310	SACKO_19289
OG0003048	ORYLA15156, ORYLA08890	SACKO_30401
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	SACKO_27605
OG0003050	ORYLA00454, ORYLA19968	SACKO_15528
OG0003051	ORYLA03600, ORYLA09446	SACKO_22120
OG0003053	ORYLA02834	SACKO_00124
OG0003054	ORYLA12266, ORYLA09573	SACKO_23775
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	SACKO_14713
OG0003057	ORYLA03418, ORYLA11578	SACKO_10359
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	SACKO_30857
OG0003059	ORYLA00217, ORYLA04759	SACKO_10958, SACKO_20443
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	SACKO_07187
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	SACKO_01288
OG0003063	ORYLA10950	SACKO_07757
OG0003064	ORYLA13156	SACKO_30917
OG0003065	ORYLA05920, ORYLA02018	SACKO_12532
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	SACKO_05874
OG0003067	ORYLA17416	SACKO_24076
OG0003069	ORYLA13162	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101
OG0003071	ORYLA01342	SACKO_01947, SACKO_09087
OG0003072	ORYLA13683, ORYLA10914	SACKO_22003
OG0003073	ORYLA04415	SACKO_19888
OG0003073	ORYLA14154	SACKO_03463
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	SACKO_00277
OG0003075	ORYLA09107	SACKO_11591
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	SACKO_28671
OG0003078	ORYLA10487	SACKO_33444
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	SACKO_01137
OG0003084	ORYLA03661, ORYLA03660	SACKO_01950
OG0003086	ORYLA08071	SACKO_22457, SACKO_23788
OG0003089	ORYLA14073, ORYLA13491	SACKO_18518, SACKO_14107, SACKO_20028
OG0003090	ORYLA19422, ORYLA09568	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	SACKO_20862
OG0003103	ORYLA01778	SACKO_09737
OG0003104	ORYLA02871, ORYLA13475	SACKO_11227
OG0003105	ORYLA01500	SACKO_04098
OG0003106	ORYLA14898	SACKO_29288
OG0003107	ORYLA15014, ORYLA12389	SACKO_16349
OG0003108	ORYLA11282, ORYLA15369	SACKO_22455, SACKO_26646
OG0003109	ORYLA16315	SACKO_13832
OG0003110	ORYLA09478	SACKO_26390
OG0003111	ORYLA00857	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371
OG0003112	ORYLA05183	SACKO_27668
OG0003114	ORYLA07363	SACKO_15238
OG0003115	ORYLA06857, ORYLA17487	SACKO_01855
OG0003116	ORYLA20434	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	SACKO_04745
OG0003119	ORYLA04168, ORYLA20444	SACKO_13546
OG0003120	ORYLA19924	SACKO_22096, SACKO_22116
OG0003121	ORYLA14892, ORYLA13008	SACKO_16521
OG0003122	ORYLA04700, ORYLA10184	SACKO_03121
OG0003122	ORYLA11034	SACKO_18543, SACKO_26066
OG0003124	ORYLA02774	SACKO_04410
OG0003126	ORYLA02613	SACKO_18141
OG0003127	ORYLA10091	SACKO_04031
OG0003128	ORYLA00377	SACKO_04405
OG0003129	ORYLA15338	SACKO_08453
OG0003130	ORYLA03739	SACKO_29703
OG0003131	ORYLA17361, ORYLA20425	SACKO_18830
OG0003132	ORYLA02170	SACKO_33715
OG0003133	ORYLA15165	SACKO_25555
OG0003134	ORYLA05931, ORYLA16455	SACKO_16499, SACKO_07502
OG0003135	ORYLA03082	SACKO_03116
OG0003136	ORYLA03448, ORYLA10254	SACKO_03114
OG0003138	ORYLA10305	SACKO_22321
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	SACKO_06695
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	SACKO_03614
OG0003142	ORYLA17712	SACKO_05126
OG0003144	ORYLA04082	SACKO_03680
OG0003145	ORYLA13404, ORYLA06360	SACKO_14415
OG0003146	ORYLA11707	SACKO_04352
OG0003147	ORYLA20499	SACKO_09203, SACKO_13733
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	SACKO_01512, SACKO_01504
OG0003149	ORYLA05759	SACKO_12102
OG0003150	ORYLA01440, ORYLA09448	SACKO_33473
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	SACKO_18699
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	SACKO_11895
OG0003153	ORYLA18339	SACKO_16378
OG0003154	ORYLA06654	SACKO_22446
OG0003157	ORYLA04495	SACKO_30627
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	SACKO_02553
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	SACKO_17748, SACKO_01588
OG0003160	ORYLA05070, ORYLA19915	SACKO_12466
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	SACKO_09109
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	SACKO_09082, SACKO_09115, SACKO_09128
OG0003163	ORYLA13213, ORYLA17286	SACKO_09039
OG0003164	ORYLA20487, ORYLA00816	SACKO_24629
OG0003165	ORYLA08595, ORYLA10561	SACKO_09454
OG0003167	ORYLA16879, ORYLA03605	SACKO_21224
OG0003169	ORYLA09698	SACKO_19319
OG0003171	ORYLA06807	SACKO_11574
OG0003172	ORYLA09854	SACKO_02203, SACKO_02691
OG0003173	ORYLA00376, ORYLA02346	SACKO_02198
OG0003174	ORYLA20481	SACKO_14589
OG0003175	ORYLA01979, ORYLA06140	SACKO_26238
OG0003176	ORYLA12690	SACKO_19057
OG0003177	ORYLA00856	SACKO_24963
OG0003178	ORYLA03270	SACKO_18493
OG0003179	ORYLA00445	SACKO_33031, SACKO_21707
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	SACKO_20193
OG0003181	ORYLA00243	SACKO_00391
OG0003182	ORYLA06751	SACKO_16383
OG0003183	ORYLA16117, ORYLA02124	SACKO_15802
OG0003184	ORYLA01211, ORYLA07345	SACKO_29685
OG0003185	ORYLA12363, ORYLA15072	SACKO_19190
OG0003186	ORYLA01090, ORYLA09963, ORYLA09962	SACKO_01675, SACKO_05027
OG0003187	ORYLA12776	SACKO_23198
OG0003188	ORYLA12586, ORYLA14947	SACKO_32262
OG0003189	ORYLA04108	SACKO_10353
OG0003190	ORYLA00506	SACKO_23848
OG0003191	ORYLA18538, ORYLA15754	SACKO_03093
OG0003192	ORYLA09709, ORYLA08386	SACKO_13024
OG0003193	ORYLA12245, ORYLA09712	SACKO_21175
OG0003195	ORYLA16742	SACKO_28742
OG0003196	ORYLA06022	SACKO_13980, SACKO_08178
OG0003197	ORYLA18639	SACKO_29949
OG0003199	ORYLA15973, ORYLA15714	SACKO_33150
OG0003200	ORYLA05114	SACKO_21528
OG0003202	ORYLA02354	SACKO_17487
OG0003203	ORYLA02126, ORYLA16448	SACKO_00607, SACKO_00828
OG0003204	ORYLA08375	SACKO_31707
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	SACKO_12111
OG0003206	ORYLA16318	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	ORYLA14484, ORYLA19094	SACKO_07582
OG0003210	ORYLA02461, ORYLA06655	SACKO_27430
OG0003211	ORYLA20322	SACKO_07520
OG0003212	ORYLA15489, ORYLA10940	SACKO_00699
OG0003214	ORYLA09799	SACKO_02358
OG0003215	ORYLA00108, ORYLA19619	SACKO_14011
OG0003216	ORYLA19919, ORYLA19002, ORYLA05782	SACKO_05075, SACKO_33513
OG0003217	ORYLA13146, ORYLA02509	SACKO_20635
OG0003218	ORYLA19022	SACKO_33469
OG0003219	ORYLA07225, ORYLA00485	SACKO_24194
OG0003220	ORYLA01985, ORYLA05947	SACKO_26339, SACKO_03695
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	SACKO_26715
OG0003223	ORYLA15511	SACKO_26827
OG0003224	ORYLA08420	SACKO_07681
OG0003225	ORYLA19236, ORYLA19235	SACKO_07427
OG0003226	ORYLA12048	SACKO_15104
OG0003227	ORYLA15109	SACKO_30234
OG0003228	ORYLA10708	SACKO_07288
OG0003229	ORYLA07923, ORYLA01487	SACKO_02081
OG0003230	ORYLA08114	SACKO_19470
OG0003231	ORYLA20228	SACKO_07487
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	SACKO_01247
OG0003234	ORYLA01163	SACKO_06768
OG0003235	ORYLA20268	SACKO_26089
OG0003236	ORYLA02520	SACKO_13088
OG0003236	ORYLA16788	SACKO_28630
OG0003238	ORYLA12178	SACKO_17755
OG0003239	ORYLA15027	SACKO_15782
OG0003240	ORYLA15566, ORYLA13941, ORYLA16395	SACKO_09100
OG0003250	ORYLA11719, ORYLA16208	SACKO_00843
OG0003251	ORYLA05486, ORYLA12659	SACKO_32082
OG0003252	ORYLA11431, ORYLA10758	SACKO_18053
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	SACKO_23089
OG0003254	ORYLA01055	SACKO_11378
OG0003255	ORYLA01639	SACKO_02946
OG0003258	ORYLA13111	SACKO_14130
OG0003259	ORYLA17769	SACKO_01956
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	SACKO_25373
OG0003262	ORYLA04363, ORYLA17978	SACKO_00711
OG0003263	ORYLA05786	SACKO_24493
OG0003265	ORYLA14054, ORYLA11239	SACKO_09798
OG0003266	ORYLA03848, ORYLA04542	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	ORYLA19756	SACKO_32336
OG0003268	ORYLA01959	SACKO_05287
OG0003269	ORYLA07800, ORYLA16726	SACKO_28019
OG0003270	ORYLA14592	SACKO_25439
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	SACKO_12753
OG0003273	ORYLA04340	SACKO_11959
OG0003275	ORYLA09029, ORYLA13943	SACKO_30780, SACKO_30771
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	SACKO_32351
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	SACKO_01244
OG0003278	ORYLA12553	SACKO_03134
OG0003279	ORYLA01238	SACKO_30116
OG0003280	ORYLA05574	SACKO_10441
OG0003282	ORYLA04149, ORYLA01430	SACKO_27155
OG0003283	ORYLA19093	SACKO_28354, SACKO_30822
OG0003284	ORYLA18705	SACKO_30896
OG0003286	ORYLA16774	SACKO_17313
OG0003287	ORYLA15508, ORYLA11362	SACKO_28184
OG0003288	ORYLA04254	SACKO_10698
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	SACKO_01897
OG0003293	ORYLA14350	SACKO_06484, SACKO_23226
OG0003294	ORYLA12880	SACKO_17331
OG0003295	ORYLA04874, ORYLA19440	SACKO_10530
OG0003296	ORYLA18095, ORYLA02301	SACKO_04472
OG0003298	ORYLA01355	SACKO_14529
OG0003299	ORYLA12913	SACKO_29252
OG0003301	ORYLA03284, ORYLA12501	SACKO_27778
OG0003302	ORYLA01208	SACKO_17873
OG0003304	ORYLA05709	SACKO_33198
OG0003305	ORYLA02939, ORYLA18010	SACKO_20237
OG0003306	ORYLA15915	SACKO_02846
OG0003307	ORYLA00404, ORYLA01512	SACKO_00155
OG0003308	ORYLA02810, ORYLA10199	SACKO_03501
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	SACKO_05588
OG0003314	ORYLA04286, ORYLA00307	SACKO_02370
OG0003315	ORYLA05354	SACKO_11264
OG0003316	ORYLA06489	SACKO_02137
OG0003317	ORYLA00142	SACKO_05670
OG0003318	ORYLA14596, ORYLA15728	SACKO_23709
OG0003319	ORYLA15491, ORYLA07033	SACKO_26946
OG0003320	ORYLA17866	SACKO_10308, SACKO_31257
OG0003321	ORYLA19455, ORYLA05648	SACKO_30235
OG0003323	ORYLA02747	SACKO_13406
OG0003325	ORYLA08076, ORYLA04984	SACKO_05232
OG0003326	ORYLA04931	SACKO_25613
OG0003327	ORYLA02456, ORYLA06278	SACKO_29807, SACKO_16114
OG0003329	ORYLA17667, ORYLA02366	SACKO_09850, SACKO_03764
OG0003330	ORYLA14948	SACKO_32249
OG0003331	ORYLA03745	SACKO_03264
OG0003332	ORYLA06788, ORYLA02078	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	ORYLA19135	SACKO_30489
OG0003335	ORYLA10536	SACKO_15302
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	SACKO_22803, SACKO_22795
OG0003337	ORYLA20124	SACKO_14865
OG0003338	ORYLA13363, ORYLA17314	SACKO_27567
OG0003340	ORYLA05123, ORYLA01941	SACKO_04037
OG0003341	ORYLA00218	SACKO_02784, SACKO_02780
OG0003343	ORYLA03249	SACKO_29714
OG0003344	ORYLA11978	SACKO_26970
OG0003346	ORYLA07076	SACKO_09097
OG0003347	ORYLA09885, ORYLA04679	SACKO_04192
OG0003348	ORYLA07117, ORYLA09434	SACKO_18275
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	SACKO_20573
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	SACKO_26402, SACKO_27781
OG0003351	ORYLA14628	SACKO_06361
OG0003352	ORYLA08412, ORYLA10054	SACKO_16000
OG0003353	ORYLA10916	SACKO_27934
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	SACKO_00210
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	SACKO_21459
OG0003356	ORYLA00555, ORYLA16745	SACKO_19562
OG0003357	ORYLA01325	SACKO_12468
OG0003358	ORYLA14258	SACKO_23618
OG0003359	ORYLA11531	SACKO_15411
OG0003360	ORYLA10113	SACKO_11966
OG0003361	ORYLA10105, ORYLA03006	SACKO_19401
OG0003364	ORYLA14543, ORYLA16352	SACKO_11623
OG0003366	ORYLA19482	SACKO_31581
OG0003367	ORYLA19314	SACKO_32690, SACKO_10006, SACKO_09981
OG0003368	ORYLA01157	SACKO_17847
OG0003369	ORYLA17954, ORYLA05099	SACKO_17735
OG0003370	ORYLA02169, ORYLA05635	SACKO_33714
OG0003372	ORYLA13263, ORYLA19929	SACKO_30945
OG0003373	ORYLA11155, ORYLA15306	SACKO_09624
OG0003374	ORYLA05369	SACKO_32930
OG0003375	ORYLA17409	SACKO_08748
OG0003376	ORYLA07502	SACKO_10287
OG0003377	ORYLA12102	SACKO_23381
OG0003379	ORYLA05666	SACKO_33311, SACKO_33295
OG0003380	ORYLA02294, ORYLA17353	SACKO_05451
OG0003381	ORYLA10983, ORYLA12366	SACKO_04584
OG0003382	ORYLA06657, ORYLA06055	SACKO_12662
OG0003383	ORYLA08272	SACKO_08095
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	SACKO_24086
OG0003385	ORYLA16115	SACKO_11016
OG0003386	ORYLA06516, ORYLA12917	SACKO_01067
OG0003387	ORYLA16634	SACKO_03779
OG0003388	ORYLA19757, ORYLA04964	SACKO_17919, SACKO_17906
OG0003391	ORYLA10703	SACKO_12505
OG0003392	ORYLA00140, ORYLA00535	SACKO_10639, SACKO_10646
OG0003393	ORYLA08548	SACKO_33236
OG0003396	ORYLA20291	SACKO_32243, SACKO_07005
OG0003398	ORYLA05425, ORYLA09331, ORYLA12460, ORYLA05424	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279
OG0003401	ORYLA18469	SACKO_27469
OG0003419	ORYLA07674	SACKO_07603
OG0003421	ORYLA20432	SACKO_01930, SACKO_01928, SACKO_01939
OG0003422	ORYLA11143	SACKO_04586
OG0003424	ORYLA16837	SACKO_05692
OG0003425	ORYLA19551, ORYLA19552	SACKO_21290
OG0003426	ORYLA01060	SACKO_29295
OG0003428	ORYLA07230	SACKO_19906
OG0003429	ORYLA15696	SACKO_18851
