Orthogroup	ORYLA	SCHMD
OG0000285	ORYLA18449	SCHMD29037
OG0000288	ORYLA16173, ORYLA06317, ORYLA14637, ORYLA12168, ORYLA08853	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	ORYLA13565, ORYLA06948, ORYLA17464	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	ORYLA11776	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	ORYLA16746, ORYLA00613	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	ORYLA14209	SCHMD12746
OG0000299	ORYLA06308, ORYLA15623, ORYLA02095, ORYLA02094, ORYLA05585, ORYLA11794	SCHMD13170, SCHMD20344
OG0000303	ORYLA16302	SCHMD12943, SCHMD06255, SCHMD11348
OG0000305	ORYLA05505	SCHMD04764
OG0000305	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761	SCHMD01975
OG0000306	ORYLA17215	SCHMD02490, SCHMD21359
OG0000306	ORYLA19413	SCHMD02489
OG0000308	ORYLA08644, ORYLA03830, ORYLA03011	SCHMD26369
OG0000308	ORYLA08982	SCHMD14069, SCHMD01003, SCHMD00895
OG0000310	ORYLA09618	SCHMD09298, SCHMD11775
OG0000313	ORYLA07713, ORYLA09993, ORYLA12846, ORYLA05854	SCHMD03134
OG0000315	ORYLA10390, ORYLA03355	SCHMD06241
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	SCHMD17654
OG0000315	ORYLA14332, ORYLA10891	SCHMD01939
OG0000316	ORYLA00490, ORYLA05028, ORYLA00489, ORYLA00488	SCHMD10536, SCHMD22735
OG0000316	ORYLA06812, ORYLA13482	SCHMD10615, SCHMD19154
OG0000317	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343	SCHMD15845
OG0000319	ORYLA07102	SCHMD18991
OG0000319	ORYLA17421, ORYLA02486, ORYLA17422	SCHMD16069
OG0000321	ORYLA12958, ORYLA02627	SCHMD10046
OG0000321	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	SCHMD04699, SCHMD05278
OG0000322	ORYLA02330, ORYLA02329, ORYLA17228, ORYLA02554, ORYLA02714, ORYLA11174	SCHMD03845, SCHMD03842
OG0000323	ORYLA08920	SCHMD05058
OG0000323	ORYLA05750	SCHMD21571, SCHMD14125
OG0000326	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182	SCHMD05388, SCHMD24730
OG0000326	ORYLA13893	SCHMD29727
OG0000329	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	ORYLA02409	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311
OG0000333	ORYLA02740	SCHMD26037, SCHMD21228
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319, ORYLA17367, ORYLA06348	SCHMD23566, SCHMD22193
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	SCHMD17969
OG0000339	ORYLA13968	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	SCHMD10731, SCHMD08099
OG0000346	ORYLA18917	SCHMD02546
OG0000346	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973	SCHMD26404
OG0000350	ORYLA09458, ORYLA10263, ORYLA11347	SCHMD23543
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	SCHMD07814
OG0000352	ORYLA19045, ORYLA15089	SCHMD03216
OG0000353	ORYLA17564, ORYLA02784	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	ORYLA20188, ORYLA13681	SCHMD05389, SCHMD00245
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	SCHMD22062, SCHMD19961
OG0000357	ORYLA11167, ORYLA14261, ORYLA15724	SCHMD01155
OG0000358	ORYLA20349	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	ORYLA09367, ORYLA12791, ORYLA14415	SCHMD06047
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050, ORYLA14306, ORYLA15500, ORYLA07069, ORYLA11818	SCHMD09947
OG0000372	ORYLA14491	SCHMD26866
OG0000372	ORYLA15492, ORYLA11861	SCHMD21831, SCHMD11336
OG0000373	ORYLA17975, ORYLA07919, ORYLA16362	SCHMD08646, SCHMD00201
OG0000373	ORYLA10269, ORYLA07659	SCHMD13176, SCHMD08271
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	SCHMD04677, SCHMD23864
OG0000375	ORYLA04642	SCHMD00715
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	SCHMD07011, SCHMD12188
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	SCHMD05583
OG0000379	ORYLA03532	SCHMD22438, SCHMD05351
OG0000379	ORYLA08182	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	ORYLA00689	SCHMD09123, SCHMD25695
OG0000379	ORYLA02012	SCHMD18189, SCHMD00174
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	SCHMD02292
OG0000384	ORYLA19370	SCHMD15878
OG0000386	ORYLA00517, ORYLA01282, ORYLA04071	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	SCHMD03232, SCHMD09731
OG0000392	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229	SCHMD08120
OG0000393	ORYLA18186	SCHMD10497
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	SCHMD07915
OG0000397	ORYLA18921	SCHMD20119
OG0000397	ORYLA19892, ORYLA08378, ORYLA10415	SCHMD04641
OG0000399	ORYLA11860	SCHMD23059
OG0000400	ORYLA05314	SCHMD00908
OG0000400	ORYLA01626	SCHMD11940
OG0000402	ORYLA12469	SCHMD02881, SCHMD11412
OG0000403	ORYLA04119	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	ORYLA07320	SCHMD02429
OG0000404	ORYLA13254, ORYLA19722	SCHMD03546
OG0000405	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691	SCHMD26927, SCHMD22788, SCHMD20823
OG0000411	ORYLA07194	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	ORYLA08106, ORYLA05004	SCHMD11584
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	SCHMD19663
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	SCHMD18817, SCHMD28614
OG0000417	ORYLA08856	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000417	ORYLA13788	SCHMD05338
OG0000417	ORYLA10936	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	ORYLA11288	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	ORYLA03182, ORYLA20448	SCHMD23004
OG0000422	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	ORYLA19753	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000426	ORYLA01331, ORYLA03961	SCHMD02251
OG0000426	ORYLA16632, ORYLA05829, ORYLA16908	SCHMD19378, SCHMD08176
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	SCHMD05143
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	SCHMD02042
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	SCHMD00614
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	SCHMD11313
OG0000433	ORYLA20053, ORYLA16936	SCHMD05136
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	ORYLA02067	SCHMD11371, SCHMD07829
OG0000435	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458	SCHMD12216, SCHMD19476
OG0000436	ORYLA08530, ORYLA02125	SCHMD13323, SCHMD09381
OG0000437	ORYLA08615, ORYLA10009	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	ORYLA03345, ORYLA09542	SCHMD12679
OG0000443	ORYLA05691, ORYLA19682	SCHMD09029
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	SCHMD00767, SCHMD00766
OG0000445	ORYLA10377, ORYLA11833	SCHMD29179
OG0000446	ORYLA02066	SCHMD12871
OG0000448	ORYLA09927, ORYLA09928, ORYLA06684	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000448	ORYLA12252, ORYLA01096, ORYLA01523, ORYLA04315, ORYLA07462, ORYLA00324	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228
OG0000449	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079	SCHMD07672
OG0000450	ORYLA18902, ORYLA03353	SCHMD15839, SCHMD21713
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	SCHMD11564
OG0000454	ORYLA02884, ORYLA13625, ORYLA02103	SCHMD17914
OG0000458	ORYLA02033, ORYLA02032, ORYLA09072	SCHMD04852, SCHMD04851
OG0000459	ORYLA04622	SCHMD17754
OG0000461	ORYLA16495	SCHMD03515
OG0000461	ORYLA04397, ORYLA17538	SCHMD06358
OG0000464	ORYLA11931, ORYLA13387	SCHMD15646, SCHMD10522, SCHMD04348, SCHMD09504
OG0000464	ORYLA03102, ORYLA09654	SCHMD16156, SCHMD15923, SCHMD02223
OG0000464	ORYLA06387	SCHMD02410, SCHMD13834, SCHMD04551, SCHMD23598
OG0000464	ORYLA18045, ORYLA17307	SCHMD08246, SCHMD10195, SCHMD03352
OG0000464	ORYLA10730	SCHMD14949, SCHMD17749, SCHMD18334
OG0000465	ORYLA07067	SCHMD09590
OG0000469	ORYLA14324, ORYLA13835, ORYLA15812	SCHMD15597
OG0000470	ORYLA06621, ORYLA17202	SCHMD05493
OG0000470	ORYLA10519, ORYLA11404, ORYLA04902	SCHMD03185
OG0000472	ORYLA08544, ORYLA08994	SCHMD01784
OG0000472	ORYLA17717, ORYLA04214, ORYLA03558	SCHMD01783
OG0000473	ORYLA16474, ORYLA13402, ORYLA16579, ORYLA16577, ORYLA00585	SCHMD29413, SCHMD13933
OG0000476	ORYLA19318	SCHMD25720, SCHMD19904
OG0000479	ORYLA10578	SCHMD10108
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	SCHMD14823, SCHMD04174
OG0000480	ORYLA15386	SCHMD19204, SCHMD14582
OG0000481	ORYLA17197	SCHMD12328
OG0000481	ORYLA02862, ORYLA19409	SCHMD11352, SCHMD11001
OG0000481	ORYLA03884, ORYLA19808	SCHMD06297
OG0000482	ORYLA11345	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000485	ORYLA09796, ORYLA18526	SCHMD13016, SCHMD17436
OG0000485	ORYLA03726, ORYLA03727	SCHMD16799
OG0000486	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475	SCHMD19250
OG0000487	ORYLA00064, ORYLA16901	SCHMD20744
OG0000488	ORYLA15556	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	ORYLA05330, ORYLA05331, ORYLA01637, ORYLA00198, ORYLA04716, ORYLA14139, ORYLA01840	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	ORYLA01902, ORYLA06098, ORYLA18025	SCHMD21870
OG0000491	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	ORYLA02260, ORYLA05483, ORYLA12646, ORYLA19790, ORYLA05482, ORYLA12645	SCHMD10819
OG0000496	ORYLA02259, ORYLA05481, ORYLA12644	SCHMD00832
OG0000497	ORYLA02363, ORYLA03738, ORYLA04309	SCHMD07173
OG0000497	ORYLA02565, ORYLA13651	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	SCHMD01390, SCHMD06719
OG0000503	ORYLA14950	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618	SCHMD10454
OG0000505	ORYLA14936	SCHMD28069
OG0000506	ORYLA18768, ORYLA06518, ORYLA06517, ORYLA04180, ORYLA13275, ORYLA04114, ORYLA01026	SCHMD05024
OG0000513	ORYLA08054, ORYLA17768, ORYLA00440, ORYLA03886	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	SCHMD15950, SCHMD28993
OG0000514	ORYLA00293	SCHMD17111
OG0000519	ORYLA19812, ORYLA02303	SCHMD19355, SCHMD25526
OG0000520	ORYLA02661, ORYLA16383	SCHMD05956
OG0000521	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372	SCHMD05167, SCHMD05164
OG0000523	ORYLA05415, ORYLA12411	SCHMD13520
OG0000524	ORYLA04981, ORYLA08073	SCHMD01087, SCHMD12691
OG0000525	ORYLA06511	SCHMD04369
OG0000525	ORYLA07450	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618	SCHMD13845, SCHMD20940, SCHMD24670
OG0000528	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813	SCHMD02315, SCHMD09612
OG0000529	ORYLA05863, ORYLA01890, ORYLA04329	SCHMD06409
OG0000529	ORYLA19259	SCHMD22774
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000532	ORYLA10268	SCHMD07765
OG0000538	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216	SCHMD23313
OG0000540	ORYLA11764, ORYLA02783, ORYLA17949, ORYLA00759, ORYLA04707, ORYLA10788, ORYLA17876, ORYLA02782, ORYLA07101, ORYLA08508, ORYLA09759, ORYLA14349, ORYLA16387	SCHMD22622
OG0000544	ORYLA18168	SCHMD08368
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000546	ORYLA06265	SCHMD15753, SCHMD08158
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893	SCHMD11369
OG0000548	ORYLA11445, ORYLA04341	SCHMD02725, SCHMD00205
OG0000550	ORYLA10024	SCHMD04377, SCHMD04195
OG0000551	ORYLA15546	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	ORYLA02316	SCHMD16245, SCHMD21874
OG0000552	ORYLA01268	SCHMD07234
OG0000552	ORYLA19748	SCHMD13011
OG0000553	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765	SCHMD06981
OG0000554	ORYLA11866, ORYLA02853	SCHMD06339
OG0000560	ORYLA04875	SCHMD12681, SCHMD24482
OG0000561	ORYLA11841, ORYLA01515	SCHMD09766
OG0000562	ORYLA06574, ORYLA13197	SCHMD10853
OG0000566	ORYLA13005, ORYLA20281, ORYLA14818, ORYLA12608, ORYLA14819	SCHMD24931, SCHMD26489
OG0000567	ORYLA12167	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	ORYLA12905	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	SCHMD10816
OG0000572	ORYLA13763, ORYLA15650	SCHMD25603
OG0000573	ORYLA12607, ORYLA14820	SCHMD16187
OG0000574	ORYLA00058	SCHMD00489
OG0000576	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873	SCHMD15710
OG0000578	ORYLA07686, ORYLA04727, ORYLA10429, ORYLA03394, ORYLA04274	SCHMD00300, SCHMD17617
OG0000579	ORYLA20327, ORYLA19001	SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	ORYLA12110, ORYLA14690	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	ORYLA10424, ORYLA04861, ORYLA08147, ORYLA07531	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	ORYLA04860, ORYLA10423	SCHMD03457
OG0000581	ORYLA10422	SCHMD28022
OG0000582	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132	SCHMD16063, SCHMD04882
OG0000583	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646
OG0000585	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000585	ORYLA11172	SCHMD25418
OG0000586	ORYLA12015, ORYLA11291, ORYLA15040, ORYLA08031, ORYLA16360	SCHMD22071, SCHMD26810, SCHMD08470
OG0000587	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215	SCHMD03879, SCHMD05571
OG0000588	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646	SCHMD01542
OG0000588	ORYLA04266	SCHMD09247, SCHMD07021, SCHMD07022
OG0000589	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	ORYLA06142, ORYLA02148, ORYLA16465	SCHMD08634
OG0000590	ORYLA06302, ORYLA06303, ORYLA14008	SCHMD18326
OG0000591	ORYLA16935, ORYLA00569	SCHMD10835
OG0000591	ORYLA03099	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	ORYLA17452, ORYLA11854, ORYLA14631, ORYLA12104, ORYLA04227	SCHMD11895, SCHMD04777
OG0000594	ORYLA04212, ORYLA03767, ORYLA08739, ORYLA03768, ORYLA08738, ORYLA14067, ORYLA14715	SCHMD01864
OG0000597	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653	SCHMD00271
OG0000602	ORYLA01432, ORYLA06917, ORYLA13271, ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431	SCHMD08918, SCHMD16862
OG0000603	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	SCHMD15890
OG0000604	ORYLA20050	SCHMD15253
OG0000608	ORYLA16986	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452
OG0000609	ORYLA08612, ORYLA08611	SCHMD17568
OG0000611	ORYLA12728	SCHMD10118
OG0000612	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604	SCHMD04363, SCHMD09119
OG0000612	ORYLA15846	SCHMD12368
OG0000613	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989	SCHMD11333
OG0000614	ORYLA10528	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
OG0000615	ORYLA12415	SCHMD03881
OG0000615	ORYLA01393	SCHMD24438, SCHMD15895
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	SCHMD20094
OG0000623	ORYLA04745	SCHMD06017, SCHMD06018
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	SCHMD01951
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221	SCHMD21997
OG0000628	ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646	SCHMD24762, SCHMD25901
OG0000634	ORYLA14177	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845
OG0000635	ORYLA00054, ORYLA17095	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798
OG0000635	ORYLA03671	SCHMD16010
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	ORYLA02746, ORYLA16896, ORYLA00139	SCHMD24038
OG0000639	ORYLA02529	SCHMD15823
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	SCHMD12604, SCHMD12603
OG0000641	ORYLA15443, ORYLA14453, ORYLA15439, ORYLA15440, ORYLA15441, ORYLA14452, ORYLA15880	SCHMD25977
OG0000642	ORYLA07221, ORYLA00442, ORYLA00566	SCHMD07724
OG0000643	ORYLA03009, ORYLA10818	SCHMD14321
OG0000645	ORYLA00407	SCHMD29005
OG0000646	ORYLA05850, ORYLA13497, ORYLA07440	SCHMD24176
OG0000646	ORYLA07488, ORYLA05442, ORYLA01675	SCHMD25176, SCHMD22477
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	SCHMD29494
OG0000648	ORYLA06524, ORYLA12473, ORYLA12472	SCHMD18065
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000652	ORYLA19493	SCHMD03285, SCHMD29341, SCHMD05205, SCHMD08162
OG0000653	ORYLA06368, ORYLA10074, ORYLA00719	SCHMD07619, SCHMD08845
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	SCHMD01650, SCHMD19469
OG0000657	ORYLA17525	SCHMD14159, SCHMD28173
OG0000657	ORYLA17523, ORYLA17524, ORYLA12065	SCHMD18210
OG0000660	ORYLA09622, ORYLA19737	SCHMD02770
OG0000660	ORYLA06492, ORYLA17770, ORYLA03243, ORYLA06455	SCHMD20422, SCHMD27193
OG0000662	ORYLA07752	SCHMD05635
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	SCHMD04491, SCHMD14555
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	SCHMD09294
OG0000666	ORYLA11061, ORYLA08199, ORYLA15920	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849
OG0000672	ORYLA19020	SCHMD03901
OG0000674	ORYLA05775, ORYLA18358	SCHMD14256
OG0000674	ORYLA10869, ORYLA15085, ORYLA19997	SCHMD27363, SCHMD28202
OG0000676	ORYLA18665	SCHMD18867
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	SCHMD08131
OG0000680	ORYLA03909, ORYLA06287, ORYLA15087	SCHMD17558
OG0000680	ORYLA18896	SCHMD25925
OG0000681	ORYLA00168, ORYLA00958	SCHMD26784, SCHMD03976
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512
OG0000683	ORYLA19477	SCHMD21601
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	SCHMD02797, SCHMD09882
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	SCHMD24354
OG0000690	ORYLA07589	SCHMD17313, SCHMD21259, SCHMD18093
OG0000692	ORYLA04625	SCHMD24514, SCHMD18362, SCHMD11826
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	SCHMD02121, SCHMD02119
OG0000696	ORYLA11558	SCHMD17223, SCHMD17224, SCHMD29303
OG0000696	ORYLA20017	SCHMD10590
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	SCHMD10349, SCHMD08041
OG0000699	ORYLA04436, ORYLA04234	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	SCHMD02913, SCHMD15835, SCHMD15836
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	SCHMD21765, SCHMD21766
