Orthogroup	AMPFI_ok	BRAFL
OG0001234	AMPFI_10815	bflo_14036
OG0001236	AMPFI_04390	bflo_24082
OG0001237	AMPFI_09608	bflo_07801
OG0001238	AMPFI_08671	bflo_06313
OG0001238	AMPFI_08263	bflo_26480
OG0001241	AMPFI_10474	bflo_06240
OG0001241	AMPFI_05156	bflo_21597
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	bflo_26271, bflo_25905, bflo_25751, bflo_25417, bflo_26351, bflo_25804
OG0001243	AMPFI_09177	bflo_08723
OG0001245	AMPFI_07722	bflo_08692
OG0001246	AMPFI_05364	bflo_18611, bflo_27266, bflo_18610, bflo_03922, bflo_19063
OG0001247	AMPFI_24091	bflo_12136
OG0001248	AMPFI_15716	bflo_00177
OG0001249	AMPFI_23310	bflo_25407, bflo_25542
OG0001250	AMPFI_07433	bflo_23893
OG0001251	AMPFI_15272	bflo_13478
OG0001252	AMPFI_21190, AMPFI_00156	bflo_25844
OG0001253	AMPFI_05658	bflo_11668, bflo_06734
OG0001256	AMPFI_15458	bflo_27204, bflo_17356
OG0001261	AMPFI_25069, AMPFI_21898	bflo_27125, bflo_14339
OG0001262	AMPFI_14619	bflo_15864
OG0001263	AMPFI_11017	bflo_10303
OG0001264	AMPFI_05271	bflo_13401
OG0001267	AMPFI_16785	bflo_14627, bflo_14348
OG0001267	AMPFI_03197	bflo_20420
OG0001268	AMPFI_21846	bflo_06467
OG0001268	AMPFI_17603	bflo_11029
OG0001270	AMPFI_10234	bflo_23365
OG0001270	AMPFI_15423	bflo_22891
OG0001271	AMPFI_12722	bflo_11260, bflo_18970
OG0001272	AMPFI_10847	bflo_20203
OG0001273	AMPFI_08982	bflo_00724, bflo_03191
OG0001274	AMPFI_01753	bflo_15721
OG0001275	AMPFI_10981, AMPFI_05849	bflo_17335
OG0001276	AMPFI_14910	bflo_14135
OG0001278	AMPFI_10211	bflo_02941, bflo_01205
OG0001279	AMPFI_05903	bflo_08526
OG0001280	AMPFI_23298	bflo_05584
OG0001281	AMPFI_16027	bflo_06100
OG0001284	AMPFI_11093	bflo_19270
OG0001284	AMPFI_06659	bflo_06254
OG0001287	AMPFI_14082	bflo_14817
OG0001288	AMPFI_00778	bflo_06118
OG0001290	AMPFI_18904	bflo_05691
OG0001291	AMPFI_17861	bflo_08573
OG0001292	AMPFI_10776	bflo_18759
OG0001293	AMPFI_14701	bflo_20495
OG0001294	AMPFI_20455, AMPFI_01514	bflo_18510
OG0001295	AMPFI_06419	bflo_00207
OG0001296	AMPFI_12346	bflo_12324
OG0001297	AMPFI_16113	bflo_10353
OG0001300	AMPFI_08329	bflo_05337, bflo_26790, bflo_20405
OG0001302	AMPFI_15529	bflo_25165
OG0001302	AMPFI_08047	bflo_08709
OG0001304	AMPFI_10342	bflo_13694
OG0001305	AMPFI_00755	bflo_15741
OG0001306	AMPFI_19010	bflo_25980
OG0001306	AMPFI_21641	bflo_16344
OG0001308	AMPFI_00605, AMPFI_01794, AMPFI_03456	bflo_08681
OG0001309	AMPFI_12360	bflo_25672, bflo_00185, bflo_26471, bflo_05346, bflo_00102, bflo_00238, bflo_26246, bflo_26313, bflo_25742, bflo_26400
OG0001310	AMPFI_04482, AMPFI_16368	bflo_20260
OG0001310	AMPFI_06804	bflo_17144
OG0001311	AMPFI_12130	bflo_00386
OG0001313	AMPFI_18837, AMPFI_10514, AMPFI_03552	bflo_08797, bflo_24288, bflo_09898, bflo_10384, bflo_14942
OG0001314	AMPFI_14399	bflo_18178
OG0001314	AMPFI_21411, AMPFI_14658, AMPFI_05186	bflo_15272, bflo_13793
OG0001315	AMPFI_19734, AMPFI_21563, AMPFI_03331	bflo_23287
OG0001316	AMPFI_11413	bflo_15475
OG0001317	AMPFI_14996	bflo_10965
OG0001317	AMPFI_02448	bflo_16409
OG0001318	AMPFI_07561	bflo_03324
OG0001318	AMPFI_11299	bflo_04124
OG0001319	AMPFI_11777	bflo_21304
OG0001320	AMPFI_25009, AMPFI_10016	bflo_10273
OG0001320	AMPFI_00452	bflo_05629
OG0001321	AMPFI_00079	bflo_08721
OG0001322	AMPFI_10344	bflo_09889
OG0001322	AMPFI_23671	bflo_23924
OG0001323	AMPFI_21599	bflo_19666
OG0001324	AMPFI_24533	bflo_02826
OG0001325	AMPFI_10346	bflo_13293
OG0001327	AMPFI_08065	bflo_01466
OG0001327	AMPFI_15522	bflo_11384
OG0001329	AMPFI_21747	bflo_08763, bflo_14333
OG0001330	AMPFI_05140	bflo_20123
OG0001331	AMPFI_12424	bflo_08815
OG0001332	AMPFI_20259	bflo_06611, bflo_06610, bflo_25803, bflo_25758
OG0001333	AMPFI_13930	bflo_09852
OG0001334	AMPFI_00084	bflo_11343, bflo_11345, bflo_04435, bflo_22826, bflo_23599, bflo_13032, bflo_09630, bflo_22824
OG0001335	AMPFI_02356, AMPFI_10205	bflo_05620
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347	bflo_09453
OG0001339	AMPFI_11085	bflo_06139
OG0001341	AMPFI_01027	bflo_11107
OG0001343	AMPFI_12861, AMPFI_12298	bflo_18851, bflo_17959
OG0001344	AMPFI_22417	bflo_08238, bflo_05567
OG0001345	AMPFI_09770	bflo_12252, bflo_11238, bflo_11249
OG0001348	AMPFI_00159	bflo_21574
OG0001350	AMPFI_25832	bflo_25719
OG0001351	AMPFI_22361	bflo_21262
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	bflo_23166, bflo_23187
OG0001353	AMPFI_10664	bflo_05764
OG0001354	AMPFI_24004	bflo_13887
OG0001355	AMPFI_14446	bflo_10179
OG0001356	AMPFI_01615	bflo_10948
OG0001357	AMPFI_24417	bflo_21298
OG0001360	AMPFI_21614	bflo_08174
OG0001360	AMPFI_12400, AMPFI_23660	bflo_08197
OG0001362	AMPFI_22273	bflo_10725
OG0001363	AMPFI_09800, AMPFI_08365	bflo_16519
OG0001364	AMPFI_14823	bflo_24323
OG0001365	AMPFI_13985, AMPFI_25879, AMPFI_10449	bflo_14935
OG0001366	AMPFI_17877	bflo_19736
OG0001366	AMPFI_02545	bflo_19732
OG0001367	AMPFI_02161	bflo_16121
OG0001368	AMPFI_11158	bflo_01730, bflo_01015, bflo_20314
OG0001369	AMPFI_22208	bflo_11602
OG0001370	AMPFI_06706	bflo_05809
OG0001370	AMPFI_09461	bflo_18847
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	bflo_23286, bflo_22936, bflo_22937, bflo_22938
OG0001372	AMPFI_18921	bflo_13574
OG0001373	AMPFI_00190	bflo_22620
OG0001374	AMPFI_17974	bflo_07194
OG0001375	AMPFI_00915	bflo_05780
OG0001375	AMPFI_06104	bflo_25517
OG0001376	AMPFI_21697	bflo_06943
OG0001378	AMPFI_15247	bflo_08974
OG0001379	AMPFI_14320	bflo_05155, bflo_21724
OG0001380	AMPFI_08147	bflo_14218
OG0001381	AMPFI_12006	bflo_05646, bflo_05543
OG0001383	AMPFI_07068, AMPFI_11555	bflo_16647
OG0001384	AMPFI_23681	bflo_21717
OG0001387	AMPFI_00234	bflo_21652
OG0001389	AMPFI_05693, AMPFI_24952	bflo_14302
OG0001394	AMPFI_09024	bflo_15041
OG0001395	AMPFI_24070	bflo_17427, bflo_09664
OG0001396	AMPFI_23711	bflo_25573
OG0001397	AMPFI_21706	bflo_10128
OG0001397	AMPFI_17878, AMPFI_10775	bflo_09338
OG0001398	AMPFI_06855	bflo_15202
OG0001399	AMPFI_07188	bflo_21669
OG0001399	AMPFI_21935	bflo_12579
OG0001400	AMPFI_24285	bflo_02687
OG0001401	AMPFI_02014	bflo_16741, bflo_02833, bflo_06418, bflo_21239, bflo_00707, bflo_03742, bflo_03741, bflo_07794
OG0001402	AMPFI_26005	bflo_19487
OG0001403	AMPFI_17230	bflo_20986, bflo_01674, bflo_09800
OG0001404	AMPFI_18013	bflo_23159
OG0001404	AMPFI_10794, AMPFI_03093	bflo_24535
OG0001405	AMPFI_15743	bflo_13790
OG0001405	AMPFI_16561	bflo_23990
OG0001406	AMPFI_09333	bflo_21284
OG0001407	AMPFI_18401, AMPFI_23996, AMPFI_09787, AMPFI_02642	bflo_16959, bflo_16123, bflo_16958, bflo_16132, bflo_16960, bflo_16961
OG0001408	AMPFI_21365	bflo_17072
OG0001410	AMPFI_02616	bflo_14262
OG0001411	AMPFI_10031	bflo_14652
OG0001412	AMPFI_08141	bflo_09295
OG0001413	AMPFI_15619	bflo_20564
OG0001413	AMPFI_22440	bflo_06589
OG0001414	AMPFI_24645	bflo_22712, bflo_10760
OG0001414	AMPFI_20423	bflo_10406
OG0001415	AMPFI_19237	bflo_14008, bflo_20533
OG0001415	AMPFI_17043	bflo_21227
OG0001417	AMPFI_09940	bflo_02373
OG0001418	AMPFI_15591	bflo_26213
OG0001419	AMPFI_25243, AMPFI_17376	bflo_18205
OG0001421	AMPFI_22931	bflo_21002
OG0001422	AMPFI_23699	bflo_00253
OG0001423	AMPFI_19050, AMPFI_22796	bflo_16047
OG0001424	AMPFI_01906	bflo_06976
OG0001424	AMPFI_17965	bflo_05506
OG0001425	AMPFI_13079	bflo_06116, bflo_05585
OG0001426	AMPFI_07973	bflo_24890
OG0001427	AMPFI_07391	bflo_04082, bflo_04073
OG0001428	AMPFI_11938	bflo_24663
OG0001429	AMPFI_15702, AMPFI_21567	bflo_17955
OG0001430	AMPFI_07622	bflo_10599
OG0001431	AMPFI_11117	bflo_26459
OG0001433	AMPFI_00657	bflo_06374
OG0001434	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637	bflo_03898
OG0001435	AMPFI_15537, AMPFI_05263	bflo_18813
OG0001436	AMPFI_07709	bflo_02923
OG0001437	AMPFI_07780, AMPFI_13432	bflo_11365, bflo_13730, bflo_13248
OG0001438	AMPFI_17699	bflo_24637
OG0001441	AMPFI_01278	bflo_05732
OG0001442	AMPFI_09777	bflo_17388
OG0001444	AMPFI_09712, AMPFI_01804, AMPFI_21209, AMPFI_00542, AMPFI_17968	bflo_01969, bflo_03209, bflo_14239
OG0001445	AMPFI_06828	bflo_08938
OG0001447	AMPFI_14165	bflo_24721
OG0001448	AMPFI_01038	bflo_20958
OG0001448	AMPFI_16616	bflo_20723
OG0001449	AMPFI_17066	bflo_06102
OG0001449	AMPFI_22357	bflo_02343
OG0001451	AMPFI_16214	bflo_04723
OG0001452	AMPFI_17582	bflo_05982
OG0001453	AMPFI_20721	bflo_07649
OG0001454	AMPFI_18370	bflo_14303
OG0001455	AMPFI_16555	bflo_25643
OG0001456	AMPFI_01959	bflo_05447
OG0001456	AMPFI_00318	bflo_02658
OG0001459	AMPFI_19783	bflo_09086
OG0001460	AMPFI_01461	bflo_22004
OG0001460	AMPFI_23946	bflo_06898
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976	bflo_10892, bflo_11178, bflo_19369, bflo_21910
OG0001464	AMPFI_22525, AMPFI_17212	bflo_02860
OG0001466	AMPFI_23243	bflo_04036
OG0001466	AMPFI_06839	bflo_07291
OG0001467	AMPFI_23736, AMPFI_21779	bflo_22950, bflo_11088
OG0001468	AMPFI_19331	bflo_02942
OG0001469	AMPFI_02483	bflo_14078
OG0001470	AMPFI_01501	bflo_21111
OG0001470	AMPFI_19107	bflo_07140
OG0001471	AMPFI_01914, AMPFI_19786	bflo_21230
OG0001472	AMPFI_01053	bflo_19444
OG0001472	AMPFI_03075	bflo_09223
OG0001473	AMPFI_03739, AMPFI_01823	bflo_13907, bflo_23419, bflo_23420
OG0001474	AMPFI_18399, AMPFI_15974	bflo_19387
OG0001474	AMPFI_25092, AMPFI_21316	bflo_23794
OG0001475	AMPFI_15659	bflo_24732, bflo_24910
OG0001476	AMPFI_07443, AMPFI_07837	bflo_17228
OG0001477	AMPFI_17380	bflo_23776
OG0001478	AMPFI_01874	bflo_13944
OG0001478	AMPFI_18015, AMPFI_17948	bflo_23859
OG0001479	AMPFI_06247	bflo_16721
OG0001480	AMPFI_21537	bflo_02349
OG0001481	AMPFI_03464	bflo_07408
OG0001483	AMPFI_21717	bflo_09972, bflo_09992
OG0001483	AMPFI_05890	bflo_22427
OG0001484	AMPFI_10813	bflo_12487
OG0001486	AMPFI_03189	bflo_03322
OG0001488	AMPFI_03748	bflo_19631
OG0001488	AMPFI_00093	bflo_19633
OG0001488	AMPFI_23509, AMPFI_21442	bflo_19632
OG0001489	AMPFI_21994	bflo_26167
OG0001490	AMPFI_13984	bflo_06679
OG0001491	AMPFI_18001, AMPFI_23928	bflo_23728
OG0001492	AMPFI_14495	bflo_20319
OG0001493	AMPFI_23286	bflo_07693
OG0001493	AMPFI_21759	bflo_07049
OG0001495	AMPFI_01445	bflo_12191
OG0001496	AMPFI_04050	bflo_22121, bflo_06089, bflo_08665, bflo_18354, bflo_10263
OG0001498	AMPFI_14616	bflo_10159, bflo_15380, bflo_09760
OG0001499	AMPFI_01147	bflo_15457
OG0001500	AMPFI_22915, AMPFI_03212	bflo_21478
OG0001501	AMPFI_02881	bflo_17919
OG0001501	AMPFI_21405	bflo_09946
OG0001503	AMPFI_03346	bflo_06788
OG0001503	AMPFI_06513	bflo_23876
OG0001504	AMPFI_14749	bflo_12663, bflo_20928
OG0001505	AMPFI_09677	bflo_24098
OG0001506	AMPFI_22691	bflo_24347
OG0001507	AMPFI_02586, AMPFI_16748	bflo_09479
OG0001508	AMPFI_01605	bflo_10335
OG0001509	AMPFI_22351	bflo_20228
OG0001509	AMPFI_24011	bflo_21309
OG0001510	AMPFI_24135	bflo_25624
OG0001511	AMPFI_24393	bflo_21400
OG0001512	AMPFI_20643	bflo_08360
OG0001513	AMPFI_05082	bflo_00374
OG0001515	AMPFI_22558	bflo_24482
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	bflo_25717
OG0001517	AMPFI_19672	bflo_11766, bflo_25356
OG0001518	AMPFI_20936	bflo_11551, bflo_05396
OG0001519	AMPFI_15431	bflo_05680
OG0001520	AMPFI_11649, AMPFI_06123	bflo_01540
OG0001522	AMPFI_05516	bflo_07703
OG0001523	AMPFI_21945	bflo_09139
OG0001524	AMPFI_12143	bflo_09720
OG0001524	AMPFI_24831	bflo_13114
OG0001525	AMPFI_18416	bflo_20724
OG0001527	AMPFI_06183	bflo_21123
OG0001527	AMPFI_10281	bflo_12778
OG0001529	AMPFI_24259	bflo_18691
OG0001531	AMPFI_17638	bflo_10610
OG0001532	AMPFI_06472	bflo_24051
OG0001533	AMPFI_11865	bflo_02142, bflo_02367
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	bflo_22738
OG0001536	AMPFI_24601	bflo_22446, bflo_16100
OG0001537	AMPFI_14693, AMPFI_14694	bflo_23337, bflo_10427, bflo_09547, bflo_10294, bflo_00406, bflo_00656, bflo_15216, bflo_10257, bflo_08812
OG0001538	AMPFI_06922	bflo_01463
OG0001545	AMPFI_07768	bflo_06766
OG0001546	AMPFI_19645, AMPFI_14806	bflo_21713
OG0001547	AMPFI_08820	bflo_20613
OG0001548	AMPFI_05577, AMPFI_18646	bflo_05101, bflo_27342
OG0001549	AMPFI_01171, AMPFI_04433	bflo_01443
OG0001550	AMPFI_12309, AMPFI_21451	bflo_20670, bflo_20647
OG0001551	AMPFI_18500	bflo_11722, bflo_27019
OG0001552	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377	bflo_12216
OG0001553	AMPFI_24765	bflo_07695
OG0001554	AMPFI_06413	bflo_18473
OG0001555	AMPFI_22141	bflo_14150, bflo_22388
OG0001557	AMPFI_09537	bflo_10504
OG0001558	AMPFI_15140	bflo_05037
OG0001559	AMPFI_05445	bflo_13140
OG0001560	AMPFI_08835	bflo_08072
OG0001561	AMPFI_06589	bflo_11585
OG0001563	AMPFI_13947, AMPFI_22270	bflo_06090, bflo_10722, bflo_05442, bflo_26270
OG0001564	AMPFI_02020, AMPFI_01949, AMPFI_20454, AMPFI_24971	bflo_21764
OG0001566	AMPFI_23598	bflo_17501
OG0001568	AMPFI_05220	bflo_23295
OG0001569	AMPFI_09953	bflo_21689, bflo_21249, bflo_07290, bflo_26272, bflo_07461, bflo_07460
OG0001570	AMPFI_12961	bflo_25416
OG0001570	AMPFI_12059	bflo_13444
OG0001571	AMPFI_18530	bflo_19458
OG0001572	AMPFI_12157	bflo_21964
OG0001572	AMPFI_15021	bflo_12786
OG0001573	AMPFI_05942	bflo_26307
OG0001574	AMPFI_09279	bflo_23111
OG0001575	AMPFI_15706	bflo_11339
OG0001576	AMPFI_16525	bflo_02643
OG0001577	AMPFI_07336	bflo_09161
OG0001578	AMPFI_11954	bflo_09036
OG0001580	AMPFI_13898	bflo_12800
OG0001581	AMPFI_14541, AMPFI_22362	bflo_05146, bflo_18279, bflo_23926, bflo_07277
OG0001582	AMPFI_01796, AMPFI_13928	bflo_20280
OG0001583	AMPFI_20716	bflo_09911
OG0001584	AMPFI_22734	bflo_10874
OG0001588	AMPFI_02082, AMPFI_14208, AMPFI_03229, AMPFI_20258, AMPFI_23578, AMPFI_14929	bflo_19714, bflo_19156, bflo_13434
OG0001589	AMPFI_11604	bflo_22654
OG0001590	AMPFI_24468	bflo_06753, bflo_25342, bflo_06809
OG0001592	AMPFI_20340, AMPFI_22753	bflo_07991
OG0001593	AMPFI_15712	bflo_07353
OG0001594	AMPFI_13904	bflo_17592, bflo_12242
OG0001594	AMPFI_25650	bflo_17591
OG0001595	AMPFI_02395	bflo_25346, bflo_26163, bflo_14732
OG0001596	AMPFI_21924	bflo_11748
OG0001596	AMPFI_21524	bflo_11000
OG0001597	AMPFI_13604	bflo_19431
OG0001599	AMPFI_03121	bflo_22926, bflo_23581
OG0001600	AMPFI_10540	bflo_05648
OG0001602	AMPFI_16253	bflo_09147
OG0001603	AMPFI_09370, AMPFI_09372	bflo_15819
OG0001604	AMPFI_07862, AMPFI_04179	bflo_23568
OG0001604	AMPFI_13911	bflo_20603
OG0001605	AMPFI_24911, AMPFI_18083	bflo_13484, bflo_14059
OG0001606	AMPFI_03478	bflo_10362
OG0001608	AMPFI_07127	bflo_13828
OG0001609	AMPFI_10765	bflo_21761
OG0001609	AMPFI_06902	bflo_10966
OG0001610	AMPFI_05189	bflo_01194
OG0001611	AMPFI_12536	bflo_16854
OG0001612	AMPFI_24849	bflo_17732
OG0001614	AMPFI_14043	bflo_05850
OG0001614	AMPFI_09076	bflo_23076
OG0001617	AMPFI_25615	bflo_11629
OG0001619	AMPFI_19326, AMPFI_13542, AMPFI_19358, AMPFI_08756, AMPFI_00612, AMPFI_24224, AMPFI_24411	bflo_05806
OG0001621	AMPFI_09527	bflo_14954
OG0001622	AMPFI_23787	bflo_10214
OG0001623	AMPFI_14540, AMPFI_21345	bflo_14242
OG0001624	AMPFI_12384	bflo_01118
OG0001625	AMPFI_06515	bflo_25460
OG0001626	AMPFI_08426	bflo_08451
OG0001627	AMPFI_13242	bflo_10613
OG0001627	AMPFI_22299	bflo_10609
OG0001628	AMPFI_14676	bflo_24987
OG0001628	AMPFI_12805	bflo_07205
OG0001630	AMPFI_09150	bflo_24506
OG0001632	AMPFI_15399	bflo_11892
OG0001633	AMPFI_10105	bflo_13089
OG0001634	AMPFI_21874	bflo_15784
OG0001634	AMPFI_22894	bflo_11774
OG0001635	AMPFI_19476	bflo_14263
OG0001636	AMPFI_05825	bflo_12513
OG0001637	AMPFI_14209	bflo_20340
OG0001638	AMPFI_08503	bflo_20506
OG0001639	AMPFI_08162	bflo_06123
OG0001640	AMPFI_16472, AMPFI_03375, AMPFI_17177	bflo_11220
OG0001641	AMPFI_08722	bflo_02353
OG0001642	AMPFI_15628	bflo_20407
OG0001644	AMPFI_12516	bflo_06394
OG0001645	AMPFI_06481	bflo_18683, bflo_05926
OG0001651	AMPFI_03860	bflo_07530
OG0001652	AMPFI_03475	bflo_16056
OG0001654	AMPFI_05689	bflo_01253, bflo_01087
OG0001655	AMPFI_16010	bflo_15013
OG0001656	AMPFI_09616	bflo_02447
OG0001657	AMPFI_11506	bflo_20602
OG0001658	AMPFI_21118, AMPFI_21173	bflo_06441
OG0001659	AMPFI_10173	bflo_17623
OG0001660	AMPFI_15599	bflo_15018
OG0001661	AMPFI_03268, AMPFI_17995, AMPFI_16309	bflo_20556
OG0001661	AMPFI_24993, AMPFI_21610	bflo_02558
OG0001662	AMPFI_25752	bflo_18110
OG0001662	AMPFI_08109	bflo_17483
OG0001663	AMPFI_14386	bflo_11604
OG0001664	AMPFI_06252	bflo_26299
OG0001665	AMPFI_22180	bflo_23160
OG0001665	AMPFI_01269, AMPFI_18705, AMPFI_12597	bflo_22668
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	bflo_00429
OG0001667	AMPFI_09938	bflo_19445
OG0001668	AMPFI_06781	bflo_17191
OG0001669	AMPFI_22930, AMPFI_17544	bflo_06010, bflo_05293, bflo_06931, bflo_12396, bflo_11323, bflo_11320, bflo_16527, bflo_16769, bflo_06378
OG0001671	AMPFI_15852	bflo_11632
OG0001671	AMPFI_16125, AMPFI_09893	bflo_11637
OG0001672	AMPFI_19341	bflo_00223
OG0001673	AMPFI_18848	bflo_18854
OG0001674	AMPFI_20075, AMPFI_01079	bflo_08347
OG0001676	AMPFI_10805	bflo_08246
OG0001677	AMPFI_23211	bflo_20838
OG0001678	AMPFI_03152	bflo_03114
OG0001679	AMPFI_09908, AMPFI_15820, AMPFI_01883	bflo_10339
OG0001680	AMPFI_18352	bflo_13497
OG0001682	AMPFI_12014	bflo_04551
OG0001682	AMPFI_00082, AMPFI_04432	bflo_04552
OG0001683	AMPFI_22061	bflo_17547
OG0001684	AMPFI_24253	bflo_16609
OG0001685	AMPFI_05011	bflo_14264
OG0001686	AMPFI_25112	bflo_24461
OG0001687	AMPFI_24429, AMPFI_09173, AMPFI_17336	bflo_21798, bflo_21375, bflo_21796, bflo_21373
OG0001688	AMPFI_10724	bflo_14161
OG0001689	AMPFI_19247	bflo_20561
OG0001690	AMPFI_20974, AMPFI_20761	bflo_16304
OG0001691	AMPFI_08102	bflo_19887
OG0001692	AMPFI_02593	bflo_26337
OG0001693	AMPFI_08682	bflo_19690
OG0001694	AMPFI_10870	bflo_17708, bflo_14665, bflo_13821, bflo_17360, bflo_17361, bflo_26038
OG0001695	AMPFI_18897	bflo_05275, bflo_07735, bflo_07736, bflo_03951, bflo_04175, bflo_16106, bflo_04182, bflo_12151, bflo_04163, bflo_16894, bflo_04693, bflo_12379, bflo_01271, bflo_04622, bflo_13621, bflo_14564, bflo_04189, bflo_07925, bflo_04241
OG0001703	AMPFI_10306, AMPFI_20867, AMPFI_22896	bflo_26234, bflo_08744
OG0001704	AMPFI_22958, AMPFI_17780	bflo_15432, bflo_14401, bflo_14402, bflo_14619
OG0001706	AMPFI_00734	bflo_20030
OG0001707	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071	bflo_01901, bflo_01997, bflo_01998
OG0001708	AMPFI_10288, AMPFI_03554	bflo_23305, bflo_19700, bflo_03419
OG0001709	AMPFI_24047	bflo_14697
OG0001710	AMPFI_18639, AMPFI_00172	bflo_11983
OG0001711	AMPFI_23859, AMPFI_17093	bflo_07326
OG0001712	AMPFI_01037, AMPFI_08833	bflo_07157
OG0001713	AMPFI_07986	bflo_01714
OG0001714	AMPFI_05879	bflo_23316
OG0001714	AMPFI_12759	bflo_20708
OG0001716	AMPFI_13866, AMPFI_15456	bflo_12929
OG0001717	AMPFI_14911	bflo_27091
OG0001718	AMPFI_15984	bflo_16668
OG0001719	AMPFI_22269	bflo_21535, bflo_21536, bflo_21531
OG0001720	AMPFI_01920	bflo_20056
OG0001721	AMPFI_11273	bflo_17395
OG0001723	AMPFI_21807	bflo_22206
OG0001724	AMPFI_12909	bflo_17956
OG0001726	AMPFI_23403	bflo_09335
OG0001726	AMPFI_15123	bflo_07477
OG0001727	AMPFI_09267	bflo_24508
OG0001728	AMPFI_01049	bflo_06838
OG0001729	AMPFI_05820	bflo_10997
OG0001730	AMPFI_09157	bflo_09904
OG0001731	AMPFI_18090, AMPFI_24445	bflo_10453
OG0001732	AMPFI_05707, AMPFI_19074	bflo_21629
OG0001733	AMPFI_08124	bflo_09429
OG0001734	AMPFI_02431, AMPFI_02529	bflo_22510
OG0001735	AMPFI_02680	bflo_18755
OG0001736	AMPFI_04077	bflo_13056
OG0001737	AMPFI_20661	bflo_06725
OG0001738	AMPFI_08169	bflo_09831
OG0001739	AMPFI_18533	bflo_09231
OG0001740	AMPFI_08487	bflo_08908
OG0001741	AMPFI_01583	bflo_17808, bflo_17817
OG0001741	AMPFI_03493	bflo_17713, bflo_17737
OG0001742	AMPFI_22432	bflo_02057, bflo_11102, bflo_12499, bflo_11689, bflo_22348
OG0001743	AMPFI_21237	bflo_16404
OG0001744	AMPFI_19292	bflo_00285, bflo_08796, bflo_09593
OG0001746	AMPFI_09609	bflo_04112
OG0001747	AMPFI_21460, AMPFI_03962	bflo_11303, bflo_00673, bflo_12158
OG0001749	AMPFI_19296, AMPFI_24575, AMPFI_18873	bflo_14757, bflo_14765
OG0001750	AMPFI_12484	bflo_19223
OG0001751	AMPFI_25042, AMPFI_24009	bflo_10092
OG0001752	AMPFI_05645	bflo_06937
OG0001755	AMPFI_19529	bflo_09237
OG0001756	AMPFI_19308	bflo_08900
OG0001756	AMPFI_09088	bflo_07604
OG0001757	AMPFI_11105	bflo_08786
OG0001758	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809	bflo_15004
OG0001759	AMPFI_25203	bflo_09496, bflo_10048
OG0001760	AMPFI_13517	bflo_12182
OG0001768	AMPFI_03119	bflo_05479
OG0001768	AMPFI_14756, AMPFI_14757	bflo_03382
OG0001769	AMPFI_17583	bflo_07667
OG0001769	AMPFI_24487	bflo_19246
OG0001770	AMPFI_16335	bflo_14858
OG0001772	AMPFI_22476, AMPFI_21430	bflo_08296, bflo_08112
OG0001773	AMPFI_25296	bflo_09065
OG0001773	AMPFI_01715	bflo_13459, bflo_04570, bflo_12632, bflo_13030, bflo_06119, bflo_06115, bflo_00491, bflo_01245
OG0001774	AMPFI_10680	bflo_11693, bflo_12263
OG0001775	AMPFI_09788	bflo_06692
OG0001776	AMPFI_14879	bflo_09329, bflo_10089, bflo_09337
OG0001777	AMPFI_14080	bflo_14658
OG0001777	AMPFI_03827, AMPFI_10624	bflo_07717
OG0001778	AMPFI_14017, AMPFI_10692	bflo_13440
OG0001779	AMPFI_14359, AMPFI_04902, AMPFI_15956, AMPFI_09586	bflo_06322, bflo_06871
OG0001780	AMPFI_07742	bflo_20503
OG0001781	AMPFI_23560	bflo_18622
OG0001781	AMPFI_08314	bflo_16431
OG0001782	AMPFI_24297	bflo_05868
OG0001782	AMPFI_12965	bflo_07274
OG0001783	AMPFI_24257, AMPFI_01182	bflo_22073, bflo_22072, bflo_22396
OG0001785	AMPFI_02986, AMPFI_16358	bflo_03664
OG0001787	AMPFI_25681	bflo_17783
OG0001788	AMPFI_09753	bflo_25158
OG0001789	AMPFI_24598	bflo_20646
OG0001792	AMPFI_21133	bflo_17375
OG0001792	AMPFI_07829	bflo_06166
OG0001793	AMPFI_08492	bflo_00631
OG0001793	AMPFI_17091	bflo_02034
OG0001796	AMPFI_24328, AMPFI_10392	bflo_25305, bflo_25304, bflo_14007
OG0001798	AMPFI_13433	bflo_10312
OG0001798	AMPFI_09922	bflo_08172
OG0001800	AMPFI_11453	bflo_12187
OG0001803	AMPFI_13781	bflo_08151
OG0001804	AMPFI_10708	bflo_20294
OG0001805	AMPFI_11465	bflo_10340
OG0001806	AMPFI_11361	bflo_12137
OG0001807	AMPFI_13156	bflo_05428, bflo_05429, bflo_09269, bflo_02527
