Orthogroup	AMPFI_ok	BRAFL
OG0003546	AMPFI_21995, AMPFI_00349	bflo_16201
OG0003547	AMPFI_04834	bflo_10227
OG0003548	AMPFI_24768	bflo_09354
OG0003549	AMPFI_15331	bflo_18405
OG0003550	AMPFI_18741	bflo_00232
OG0003551	AMPFI_07598	bflo_25362
OG0003552	AMPFI_05955	bflo_16108
OG0003553	AMPFI_21634	bflo_08891
OG0003554	AMPFI_22132	bflo_10753
OG0003555	AMPFI_10844	bflo_24243, bflo_23498
OG0003556	AMPFI_08098	bflo_06642
OG0003557	AMPFI_05440	bflo_15889
OG0003558	AMPFI_20154	bflo_04064
OG0003560	AMPFI_04633	bflo_11890
OG0003561	AMPFI_06137	bflo_04334
OG0003562	AMPFI_06538	bflo_01200
OG0003563	AMPFI_05251	bflo_23836
OG0003563	AMPFI_22795	bflo_08114
OG0003564	AMPFI_08755	bflo_09292
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	bflo_25721
OG0003566	AMPFI_01090	bflo_03002
OG0003567	AMPFI_22713	bflo_04792
OG0003568	AMPFI_06943	bflo_20229
OG0003570	AMPFI_06993	bflo_26249
OG0003571	AMPFI_12433	bflo_05241
OG0003572	AMPFI_17304, AMPFI_00364	bflo_24403
OG0003573	AMPFI_10938	bflo_20068
OG0003574	AMPFI_12831	bflo_24168
OG0003576	AMPFI_02605	bflo_13166
OG0003577	AMPFI_25920, AMPFI_04085, AMPFI_19335	bflo_00343
OG0003578	AMPFI_08173	bflo_20566, bflo_14712
OG0003579	AMPFI_22532	bflo_07074
OG0003597	AMPFI_11403	bflo_10323
OG0003598	AMPFI_08091	bflo_16711
OG0003599	AMPFI_03084	bflo_06072
OG0003601	AMPFI_22792	bflo_19194, bflo_18911
OG0003603	AMPFI_14800	bflo_23649
OG0003604	AMPFI_14560	bflo_20404
OG0003607	AMPFI_01035, AMPFI_08981	bflo_05933
OG0003608	AMPFI_20147	bflo_15932
OG0003610	AMPFI_08064	bflo_01164
OG0003611	AMPFI_03674	bflo_09170
OG0003612	AMPFI_22358	bflo_25558
OG0003613	AMPFI_14181	bflo_12262
OG0003615	AMPFI_05633	bflo_26275
OG0003616	AMPFI_05609	bflo_11097
OG0003618	AMPFI_07271	bflo_01473
OG0003619	AMPFI_10351	bflo_14248
OG0003620	AMPFI_09860	bflo_25025
OG0003622	AMPFI_11239, AMPFI_21860, AMPFI_12437	bflo_11800
OG0003623	AMPFI_13962	bflo_10738
OG0003625	AMPFI_14897	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671
OG0003626	AMPFI_06082	bflo_02389
OG0003627	AMPFI_04313	bflo_21960
OG0003628	AMPFI_06318	bflo_05874
OG0003629	AMPFI_13944	bflo_22183
OG0003630	AMPFI_13915	bflo_20004
OG0003631	AMPFI_20160	bflo_23468
OG0003633	AMPFI_20276	bflo_00307
OG0003634	AMPFI_00355, AMPFI_24717, AMPFI_01365, AMPFI_14902, AMPFI_09982	bflo_24973
OG0003635	AMPFI_14547	bflo_07120
OG0003635	AMPFI_15181	bflo_14711
OG0003636	AMPFI_00213	bflo_05787, bflo_07722
OG0003638	AMPFI_07537	bflo_17869
OG0003639	AMPFI_22785, AMPFI_14707	bflo_21388, bflo_21692
OG0003640	AMPFI_16498	bflo_26670, bflo_02410
OG0003641	AMPFI_07323	bflo_13272
OG0003642	AMPFI_06630	bflo_04341
OG0003643	AMPFI_12454	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	AMPFI_06306	bflo_16458
OG0003645	AMPFI_16881	bflo_14727
OG0003646	AMPFI_06564	bflo_03551
OG0003647	AMPFI_00053	bflo_06536
OG0003648	AMPFI_01550	bflo_22126
OG0003650	AMPFI_12108	bflo_21715
OG0003651	AMPFI_09243	bflo_01723
OG0003652	AMPFI_10927	bflo_17868
OG0003653	AMPFI_11406	bflo_13101
OG0003654	AMPFI_17684	bflo_05910
OG0003655	AMPFI_08590	bflo_17616
OG0003656	AMPFI_15780	bflo_08293
OG0003658	AMPFI_13106	bflo_00698
OG0003659	AMPFI_02966	bflo_02419
OG0003660	AMPFI_24288, AMPFI_15577	bflo_07809
OG0003661	AMPFI_09102	bflo_26559
OG0003662	AMPFI_13941	bflo_10412
OG0003663	AMPFI_22056	bflo_07065
OG0003664	AMPFI_25223	bflo_23489
OG0003665	AMPFI_01410	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003666	AMPFI_10136	bflo_11627, bflo_27012
OG0003667	AMPFI_08073	bflo_20479
OG0003668	AMPFI_07166	bflo_06147
OG0003669	AMPFI_11157	bflo_25341
OG0003670	AMPFI_02015	bflo_05026
OG0003671	AMPFI_00179	bflo_09735
OG0003672	AMPFI_09980	bflo_23403
OG0003674	AMPFI_05762	bflo_23396
OG0003675	AMPFI_08157	bflo_02379
OG0003676	AMPFI_18881	bflo_15747, bflo_04781, bflo_04777
OG0003677	AMPFI_07661	bflo_19132
OG0003678	AMPFI_07460	bflo_25551
OG0003679	AMPFI_07845	bflo_02036, bflo_13294
OG0003680	AMPFI_09842	bflo_01532
OG0003681	AMPFI_19503	bflo_03957
OG0003682	AMPFI_07578	bflo_07489
OG0003683	AMPFI_02901	bflo_20104
OG0003684	AMPFI_00490, AMPFI_16180	bflo_13833
OG0003685	AMPFI_12477	bflo_07993
OG0003686	AMPFI_07985	bflo_12834
OG0003687	AMPFI_00830	bflo_19027
OG0003688	AMPFI_03029	bflo_24589
OG0003689	AMPFI_14009	bflo_19565
OG0003690	AMPFI_05747	bflo_13292
OG0003691	AMPFI_11092	bflo_14352
OG0003691	AMPFI_06458	bflo_03283
OG0003692	AMPFI_03589	bflo_09441
OG0003693	AMPFI_18222, AMPFI_02553	bflo_11485
OG0003694	AMPFI_08303	bflo_07368
OG0003695	AMPFI_15699	bflo_16279
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	bflo_11319
OG0003697	AMPFI_11115	bflo_23717
OG0003699	AMPFI_09512	bflo_03400
OG0003700	AMPFI_09947	bflo_22951
OG0003701	AMPFI_00012, AMPFI_24465	bflo_01336
OG0003702	AMPFI_15283	bflo_11082
OG0003703	AMPFI_10771	bflo_03241
OG0003704	AMPFI_14195	bflo_06360
OG0003705	AMPFI_23254	bflo_01256
OG0003706	AMPFI_05005	bflo_15874
OG0003707	AMPFI_07583	bflo_06702
OG0003708	AMPFI_12625	bflo_17394
OG0003709	AMPFI_06172	bflo_13931
OG0003710	AMPFI_12106, AMPFI_01123	bflo_18086
OG0003711	AMPFI_07533, AMPFI_12979	bflo_12884
OG0003712	AMPFI_04984	bflo_23878
OG0003713	AMPFI_04283	bflo_02056
OG0003714	AMPFI_25572	bflo_24976, bflo_27475
OG0003716	AMPFI_04436, AMPFI_02826	bflo_24004
OG0003717	AMPFI_00073	bflo_01566
OG0003718	AMPFI_18529	bflo_02164
OG0003719	AMPFI_04202	bflo_04239
OG0003720	AMPFI_24923	bflo_16565
OG0003721	AMPFI_08300	bflo_09733
OG0003722	AMPFI_16876	bflo_16670
OG0003723	AMPFI_00551	bflo_04881
OG0003724	AMPFI_09411	bflo_24348
OG0003725	AMPFI_06286	bflo_25497
OG0003727	AMPFI_11496	bflo_07862
OG0003728	AMPFI_22309	bflo_16366
OG0003729	AMPFI_24000	bflo_02888
OG0003730	AMPFI_06364	bflo_09786
OG0003731	AMPFI_22155	bflo_09228
OG0003732	AMPFI_21718	bflo_21803
OG0003733	AMPFI_08970	bflo_25583
OG0003734	AMPFI_18672	bflo_15650
OG0003735	AMPFI_19574	bflo_17363
OG0003736	AMPFI_04878	bflo_12719
OG0003738	AMPFI_15996	bflo_23509
OG0003739	AMPFI_04457	bflo_04782, bflo_26767
OG0003740	AMPFI_12630	bflo_09974
OG0003742	AMPFI_17579, AMPFI_21157	bflo_00933
OG0003743	AMPFI_21068	bflo_17350
OG0003744	AMPFI_11890	bflo_11052
OG0003745	AMPFI_06392	bflo_13758, bflo_07859
OG0003748	AMPFI_12821, AMPFI_25550	bflo_12393
OG0003749	AMPFI_09561	bflo_09949, bflo_09953
OG0003750	AMPFI_19492	bflo_14314
OG0003751	AMPFI_03897, AMPFI_10264	bflo_08903, bflo_02875
OG0003752	AMPFI_09468	bflo_09978
OG0003754	AMPFI_09209	bflo_10581
OG0003755	AMPFI_19354	bflo_20955
OG0003756	AMPFI_17707	bflo_13745
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	bflo_05823
OG0003759	AMPFI_06066	bflo_25051
OG0003760	AMPFI_08456	bflo_06355
OG0003761	AMPFI_18129	bflo_07994
OG0003762	AMPFI_16490	bflo_23845
OG0003763	AMPFI_20405, AMPFI_19416	bflo_18232
OG0003764	AMPFI_00088	bflo_23348
OG0003765	AMPFI_01150, AMPFI_22446	bflo_11672
OG0003767	AMPFI_01797	bflo_13723, bflo_13725, bflo_13724
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	bflo_14840
OG0003769	AMPFI_04434, AMPFI_04953	bflo_13838
OG0003771	AMPFI_07160	bflo_23473
OG0003773	AMPFI_10699	bflo_23068
OG0003776	AMPFI_18606	bflo_19353
OG0003777	AMPFI_20144	bflo_05355
OG0003778	AMPFI_24942	bflo_03437
OG0003794	AMPFI_16922	bflo_12963
OG0003795	AMPFI_09136	bflo_11372
OG0003798	AMPFI_02948	bflo_17437
OG0003803	AMPFI_12565	bflo_25196
OG0003805	AMPFI_04647	bflo_12380
OG0003806	AMPFI_05818	bflo_23190, bflo_00688
OG0003807	AMPFI_03351	bflo_23696
OG0003808	AMPFI_14079	bflo_01527
OG0003809	AMPFI_02614, AMPFI_04031	bflo_07420
OG0003810	AMPFI_19950	bflo_15440
OG0003811	AMPFI_10478	bflo_14145
OG0003812	AMPFI_10138	bflo_24338
OG0003813	AMPFI_07875	bflo_08536
OG0003815	AMPFI_09900, AMPFI_05813	bflo_18600
OG0003818	AMPFI_17759	bflo_26938, bflo_10045
OG0003819	AMPFI_19740, AMPFI_17113, AMPFI_22517, AMPFI_21528	bflo_14692
OG0003820	AMPFI_17489	bflo_03485
OG0003821	AMPFI_03105	bflo_11241
OG0003822	AMPFI_04513	bflo_19782, bflo_19813, bflo_19570, bflo_19126, bflo_19569, bflo_19568, bflo_19572
OG0003823	AMPFI_06889	bflo_01062
OG0003824	AMPFI_06085	bflo_01655
OG0003825	AMPFI_06918	bflo_06191
OG0003827	AMPFI_21409	bflo_26098, bflo_25484, bflo_25483, bflo_26097
OG0003828	AMPFI_11909	bflo_16758
OG0003829	AMPFI_00127	bflo_16298
OG0003830	AMPFI_07093	bflo_17896
OG0003831	AMPFI_12797	bflo_15015
OG0003832	AMPFI_20517	bflo_11645
OG0003833	AMPFI_18982	bflo_15287
OG0003834	AMPFI_10226	bflo_13313
OG0003835	AMPFI_03066	bflo_01951
OG0003836	AMPFI_14280	bflo_14104
OG0003837	AMPFI_24684	bflo_04359
OG0003838	AMPFI_19657	bflo_14249
OG0003840	AMPFI_23271	bflo_06986
OG0003841	AMPFI_21826	bflo_04276
OG0003844	AMPFI_14349	bflo_05707
OG0003845	AMPFI_07956	bflo_20330
OG0003846	AMPFI_06425	bflo_08816
OG0003847	AMPFI_22971	bflo_16688
OG0003848	AMPFI_23978	bflo_27156, bflo_15576
OG0003850	AMPFI_10267	bflo_11358
OG0003851	AMPFI_00905	bflo_00554
OG0003851	AMPFI_16652	bflo_00750
OG0003852	AMPFI_10208	bflo_07596
OG0003853	AMPFI_21676	bflo_21440
OG0003854	AMPFI_03224	bflo_02025
OG0003855	AMPFI_20260	bflo_01488
OG0003856	AMPFI_08524	bflo_23888
OG0003857	AMPFI_07120	bflo_23884
OG0003858	AMPFI_00370	bflo_16889
OG0003861	AMPFI_02803	bflo_18325
OG0003863	AMPFI_16528	bflo_08746
OG0003864	AMPFI_13775	bflo_17590
OG0003865	AMPFI_11940	bflo_02430
OG0003866	AMPFI_14452	bflo_18467, bflo_18468
OG0003867	AMPFI_17746	bflo_24398
OG0003868	AMPFI_11838	bflo_15648
OG0003869	AMPFI_17164	bflo_18781
OG0003870	AMPFI_05899	bflo_10490
OG0003871	AMPFI_16112	bflo_21378
OG0003872	AMPFI_14866	bflo_16387
OG0003874	AMPFI_14478	bflo_06454
OG0003876	AMPFI_22260	bflo_25231
OG0003877	AMPFI_15725, AMPFI_00796	bflo_22483
OG0003878	AMPFI_12599	bflo_11907
OG0003879	AMPFI_02846, AMPFI_04216, AMPFI_06329	bflo_01976
OG0003880	AMPFI_08957	bflo_21721, bflo_21549
OG0003881	AMPFI_15319, AMPFI_15320	bflo_12239
OG0003883	AMPFI_12967	bflo_09030
OG0003884	AMPFI_11418	bflo_08247
OG0003885	AMPFI_12606	bflo_05699
OG0003886	AMPFI_05835	bflo_02594
OG0003887	AMPFI_10957	bflo_07640
OG0003888	AMPFI_01567	bflo_17272
OG0003890	AMPFI_14577	bflo_14828, bflo_10736
OG0003892	AMPFI_11859, AMPFI_18544	bflo_11576
OG0003893	AMPFI_15310	bflo_18061
OG0003894	AMPFI_18671	bflo_15776
OG0003896	AMPFI_07056	bflo_23104
OG0003898	AMPFI_09375	bflo_21662
OG0003899	AMPFI_00789	bflo_04991
OG0003900	AMPFI_23235	bflo_22302
OG0003903	AMPFI_19280	bflo_17448
OG0003904	AMPFI_04520	bflo_08053
OG0003905	AMPFI_11956	bflo_03339
OG0003906	AMPFI_11162	bflo_04877
OG0003907	AMPFI_25753	bflo_15071
OG0003910	AMPFI_04464	bflo_17784
OG0003911	AMPFI_08416	bflo_01450
OG0003912	AMPFI_24373	bflo_13927
OG0003913	AMPFI_21191	bflo_25822
OG0003914	AMPFI_08353	bflo_07842
OG0003915	AMPFI_10789	bflo_22605
OG0003916	AMPFI_09047	bflo_12715
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	bflo_14511
OG0003918	AMPFI_05529	bflo_07118
OG0003920	AMPFI_25048	bflo_17349
OG0003921	AMPFI_13490	bflo_01051
OG0003922	AMPFI_19502	bflo_24628, bflo_03949
OG0003923	AMPFI_15048, AMPFI_23190	bflo_18828
OG0003924	AMPFI_14060	bflo_08629, bflo_26895
OG0003925	AMPFI_08582	bflo_24965
OG0003927	AMPFI_25825	bflo_21017, bflo_21016
OG0003928	AMPFI_01023	bflo_13839
OG0003930	AMPFI_07230	bflo_03015
OG0003931	AMPFI_26056	bflo_23064
OG0003932	AMPFI_10182	bflo_06821
OG0003932	AMPFI_23012	bflo_15910
OG0003933	AMPFI_24509	bflo_12445
OG0003934	AMPFI_16560	bflo_25582
OG0003937	AMPFI_09658	bflo_09216
OG0003938	AMPFI_22623	bflo_17513
OG0003939	AMPFI_06063	bflo_25332
OG0003940	AMPFI_19837	bflo_12482
OG0003942	AMPFI_14927	bflo_17261
OG0003943	AMPFI_08179	bflo_06013, bflo_05488
OG0003944	AMPFI_07557	bflo_17891
OG0003945	AMPFI_08691	bflo_23336
OG0003946	AMPFI_00888	bflo_08890
OG0003947	AMPFI_23175	bflo_10038, bflo_26937
OG0003948	AMPFI_09703	bflo_21792
OG0003949	AMPFI_12679	bflo_04795, bflo_20040, bflo_04980
OG0003950	AMPFI_25875	bflo_04796
OG0003951	AMPFI_11617	bflo_10924
OG0003952	AMPFI_08594	bflo_03025
OG0003953	AMPFI_19332	bflo_14350
OG0003954	AMPFI_06716	bflo_06529
OG0003955	AMPFI_11128	bflo_15067
OG0003956	AMPFI_23118	bflo_25554
OG0003957	AMPFI_08683	bflo_12685
OG0003958	AMPFI_00232	bflo_07451
OG0003959	AMPFI_04671	bflo_16654
OG0003960	AMPFI_08480	bflo_03368
OG0003961	AMPFI_06314	bflo_01052
OG0003962	AMPFI_16905	bflo_14558
OG0003964	AMPFI_01234	bflo_16381, bflo_22238, bflo_22112, bflo_22610
OG0003965	AMPFI_04828	bflo_01681
OG0003966	AMPFI_05727	bflo_18046
OG0003967	AMPFI_05943, AMPFI_08131	bflo_23352
OG0003968	AMPFI_06736	bflo_09937
OG0003969	AMPFI_07721	bflo_11550
OG0003970	AMPFI_07812	bflo_08004
OG0003971	AMPFI_14528	bflo_09929
OG0003972	AMPFI_15565	bflo_13739
OG0003973	AMPFI_20438	bflo_07614
OG0003974	AMPFI_21735	bflo_02985
OG0003997	AMPFI_18866	bflo_14358
OG0003997	AMPFI_13806, AMPFI_18937	bflo_17824
OG0003998	AMPFI_02502, AMPFI_02531, AMPFI_05249, AMPFI_09969	bflo_19399
OG0004000	AMPFI_16405, AMPFI_21863	bflo_02654
OG0004002	AMPFI_02137	bflo_05675
OG0004003	AMPFI_04742	bflo_06656
OG0004004	AMPFI_09791	bflo_00245
OG0004005	AMPFI_05677	bflo_05822
OG0004007	AMPFI_00209	bflo_25579
OG0004008	AMPFI_08106, AMPFI_20191, AMPFI_07363	bflo_08872
OG0004009	AMPFI_12935	bflo_08409
OG0004010	AMPFI_15924	bflo_25494
OG0004011	AMPFI_07886	bflo_07481
OG0004012	AMPFI_11587	bflo_10107
OG0004014	AMPFI_09780	bflo_01604
OG0004015	AMPFI_12276	bflo_27508, bflo_25882
OG0004016	AMPFI_03659	bflo_26991, bflo_11062
OG0004016	AMPFI_07732	bflo_02411
OG0004017	AMPFI_05329, AMPFI_16787	bflo_06408
OG0004018	AMPFI_23571	bflo_12053, bflo_12055
OG0004019	AMPFI_04656, AMPFI_20503	bflo_03365
OG0004020	AMPFI_05398	bflo_21634
OG0004021	AMPFI_13532	bflo_20663
OG0004022	AMPFI_19771	bflo_03904, bflo_18302
OG0004023	AMPFI_19933	bflo_13771, bflo_13445
OG0004024	AMPFI_16537, AMPFI_25945	bflo_22710
OG0004025	AMPFI_13676	bflo_08844
OG0004027	AMPFI_22283	bflo_19261
OG0004028	AMPFI_19763, AMPFI_10335	bflo_08558
OG0004029	AMPFI_16894	bflo_19601
OG0004031	AMPFI_05716	bflo_16318
OG0004032	AMPFI_18750	bflo_22471
OG0004033	AMPFI_03927	bflo_10163
OG0004034	AMPFI_05228	bflo_00483
OG0004035	AMPFI_24745	bflo_13352
OG0004036	AMPFI_19780	bflo_04917
OG0004037	AMPFI_03972	bflo_21736
OG0004039	AMPFI_20896, AMPFI_13108, AMPFI_01095, AMPFI_04352	bflo_00182
OG0004042	AMPFI_16992	bflo_01092
OG0004043	AMPFI_09709	bflo_18420
OG0004044	AMPFI_00282	bflo_01005
OG0004045	AMPFI_08610	bflo_10090
OG0004046	AMPFI_09272	bflo_20151
OG0004047	AMPFI_19469	bflo_07563, bflo_15046, bflo_16184, bflo_14780
OG0004048	AMPFI_12579	bflo_05759
OG0004049	AMPFI_07284	bflo_17743
OG0004050	AMPFI_14154, AMPFI_16794, AMPFI_00721	bflo_12480
OG0004051	AMPFI_17845	bflo_00363
OG0004052	AMPFI_05448	bflo_07404
OG0004053	AMPFI_17533	bflo_06844
OG0004054	AMPFI_08608	bflo_17321
OG0004055	AMPFI_10976	bflo_18237
OG0004056	AMPFI_02644, AMPFI_12573	bflo_08362
OG0004057	AMPFI_09381	bflo_03481
OG0004058	AMPFI_02646	bflo_03305
OG0004059	AMPFI_10187	bflo_09431
OG0004060	AMPFI_14285	bflo_10224
OG0004061	AMPFI_10286	bflo_25941
OG0004063	AMPFI_25939	bflo_04519
OG0004064	AMPFI_07536	bflo_06053
OG0004065	AMPFI_19408	bflo_24951
OG0004066	AMPFI_11470	bflo_16059
OG0004067	AMPFI_09979	bflo_21757
OG0004068	AMPFI_18859	bflo_04452
OG0004069	AMPFI_11248	bflo_07987
OG0004070	AMPFI_16812	bflo_23729
OG0004071	AMPFI_07328	bflo_16403
OG0004072	AMPFI_04941	bflo_19459
OG0004073	AMPFI_04508	bflo_03411
OG0004073	AMPFI_25607	bflo_16850
OG0004074	AMPFI_16175	bflo_06358
OG0004075	AMPFI_22791	bflo_12360
OG0004076	AMPFI_08732	bflo_06535
OG0004077	AMPFI_24197	bflo_27169, bflo_16619, bflo_16837
OG0004078	AMPFI_16143	bflo_09450
OG0004079	AMPFI_22149	bflo_15451
OG0004080	AMPFI_07191	bflo_18882
OG0004081	AMPFI_07325	bflo_21861
OG0004082	AMPFI_08776	bflo_00978
OG0004083	AMPFI_21612, AMPFI_04296	bflo_19440
OG0004084	AMPFI_15041	bflo_04730
OG0004085	AMPFI_10044	bflo_21712
OG0004086	AMPFI_24999	bflo_15527
OG0004087	AMPFI_07453	bflo_00774
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	bflo_08888
OG0004089	AMPFI_00735	bflo_24435
OG0004090	AMPFI_22810	bflo_02550
OG0004091	AMPFI_15165	bflo_25537
OG0004092	AMPFI_06912	bflo_18722
OG0004093	AMPFI_17563	bflo_10011
OG0004094	AMPFI_05712	bflo_17070
OG0004096	AMPFI_17501	bflo_25120, bflo_16105
OG0004097	AMPFI_07052	bflo_23785
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	bflo_25548
OG0004099	AMPFI_13965	bflo_23751
OG0004100	AMPFI_19382	bflo_10859
OG0004101	AMPFI_18949	bflo_02328
OG0004102	AMPFI_15461	bflo_10530
OG0004103	AMPFI_17250, AMPFI_04569	bflo_18116, bflo_01589
OG0004104	AMPFI_00944, AMPFI_00216, AMPFI_03708	bflo_06763
OG0004105	AMPFI_00050	bflo_05301
OG0004106	AMPFI_09128	bflo_23964, bflo_24930
OG0004107	AMPFI_09933	bflo_26512, bflo_10561
OG0004108	AMPFI_10746, AMPFI_11075	bflo_14163
OG0004110	AMPFI_12307	bflo_06903
OG0004111	AMPFI_07741	bflo_06133
OG0004112	AMPFI_17086, AMPFI_15301	bflo_05743
OG0004113	AMPFI_10578	bflo_11906
OG0004114	AMPFI_07189	bflo_18466
OG0004115	AMPFI_13715	bflo_24357
OG0004116	AMPFI_14003	bflo_14868
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	bflo_06359
OG0004118	AMPFI_15447	bflo_11032
OG0004119	AMPFI_07138	bflo_05817
OG0004120	AMPFI_07749	bflo_06902
OG0004121	AMPFI_19218	bflo_24414
OG0004122	AMPFI_02482	bflo_16663
OG0004123	AMPFI_13800, AMPFI_02624	bflo_01120
OG0004124	AMPFI_07154	bflo_01444
OG0004125	AMPFI_01741	bflo_02477
OG0004126	AMPFI_19897, AMPFI_16862	bflo_12737
OG0004128	AMPFI_01941	bflo_11243
OG0004129	AMPFI_01837	bflo_11922
OG0004130	AMPFI_17105	bflo_05927
OG0004131	AMPFI_02623	bflo_16570
OG0004132	AMPFI_13812	bflo_13126
OG0004133	AMPFI_00729	bflo_21730
OG0004134	AMPFI_11318	bflo_09300
OG0004135	AMPFI_23953	bflo_23100
OG0004136	AMPFI_23022, AMPFI_00272	bflo_25663, bflo_25662
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	bflo_05477
OG0004142	AMPFI_18239	bflo_11007
OG0004143	AMPFI_12398, AMPFI_15415	bflo_04320
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	bflo_18803
OG0004145	AMPFI_03194	bflo_17954
OG0004146	AMPFI_03964	bflo_20192
OG0004147	AMPFI_22254	bflo_26420
OG0004148	AMPFI_12585	bflo_18685
OG0004149	AMPFI_26020	bflo_22473
OG0004150	AMPFI_13804	bflo_09053
OG0004151	AMPFI_00134	bflo_13322
OG0004153	AMPFI_22147	bflo_07572, bflo_07571
OG0004154	AMPFI_13478	bflo_05130, bflo_01086
OG0004155	AMPFI_02561	bflo_23494
OG0004156	AMPFI_06309	bflo_12353
OG0004157	AMPFI_19370	bflo_11422
OG0004158	AMPFI_07649	bflo_02113
OG0004159	AMPFI_08829	bflo_05541
OG0004160	AMPFI_00568	bflo_25508
OG0004161	AMPFI_14248, AMPFI_05464	bflo_13481, bflo_27086
OG0004162	AMPFI_16383	bflo_23463
OG0004163	AMPFI_06150	bflo_05333, bflo_05332, bflo_10119
OG0004164	AMPFI_05757	bflo_07953
OG0004166	AMPFI_19424	bflo_10003
OG0004167	AMPFI_24252, AMPFI_22854	bflo_06366
OG0004169	AMPFI_09723	bflo_23613
OG0004170	AMPFI_18162	bflo_08931
OG0004174	AMPFI_00630	bflo_25477
OG0004175	AMPFI_18073	bflo_13043
OG0004176	AMPFI_01331, AMPFI_23021	bflo_07261
OG0004178	AMPFI_03249	bflo_11717
OG0004179	AMPFI_06442	bflo_23006
OG0004180	AMPFI_06582	bflo_19742, bflo_19473
OG0004181	AMPFI_10263	bflo_14869
OG0004182	AMPFI_14315	bflo_27213
OG0004182	AMPFI_15250	bflo_17268, bflo_17270, bflo_04774
OG0004183	AMPFI_11544	bflo_08248
OG0004184	AMPFI_12472	bflo_17251
OG0004185	AMPFI_18248	bflo_21307
OG0004186	AMPFI_18492	bflo_07573
OG0004187	AMPFI_19435	bflo_13222
OG0004188	AMPFI_24196	bflo_11714, bflo_16377
OG0004189	AMPFI_25484	bflo_20223
OG0004190	AMPFI_25836	bflo_23894
OG0004214	AMPFI_11834	bflo_05900
OG0004215	AMPFI_05972	bflo_20025
OG0004216	AMPFI_02909	bflo_12603
OG0004217	AMPFI_11613	bflo_14087
OG0004219	AMPFI_05687	bflo_02280
OG0004220	AMPFI_06135	bflo_01267
OG0004223	AMPFI_14106, AMPFI_14107	bflo_01727
OG0004225	AMPFI_15711	bflo_00301
OG0004226	AMPFI_10795	bflo_19811
OG0004227	AMPFI_07234	bflo_25102
OG0004228	AMPFI_24494	bflo_01224
OG0004229	AMPFI_04684	bflo_07812
OG0004230	AMPFI_16103	bflo_14845
OG0004231	AMPFI_06317, AMPFI_24209	bflo_05384
OG0004232	AMPFI_18466	bflo_10173
OG0004233	AMPFI_05856	bflo_24143
OG0004234	AMPFI_16563	bflo_24057
OG0004234	AMPFI_04170, AMPFI_09059	bflo_24055
OG0004235	AMPFI_18111	bflo_23719
OG0004236	AMPFI_18952	bflo_07373
OG0004237	AMPFI_10494	bflo_14843
OG0004238	AMPFI_20812	bflo_01078
OG0004239	AMPFI_05780	bflo_16055
OG0004240	AMPFI_18787	bflo_14064
OG0004241	AMPFI_24897	bflo_22009
OG0004243	AMPFI_10050	bflo_02341
OG0004244	AMPFI_25390	bflo_11658
OG0004245	AMPFI_14565	bflo_10377
OG0004246	AMPFI_08562	bflo_23079
OG0004247	AMPFI_09617	bflo_19177, bflo_17721
OG0004248	AMPFI_06429	bflo_24542, bflo_24543
OG0004249	AMPFI_13244	bflo_14267
OG0004250	AMPFI_12407	bflo_20438
OG0004251	AMPFI_12152, AMPFI_09987	bflo_16457
OG0004252	AMPFI_09692	bflo_03055
OG0004253	AMPFI_11137	bflo_21064
OG0004254	AMPFI_23528	bflo_08133
OG0004255	AMPFI_05607	bflo_25003
OG0004257	AMPFI_12483	bflo_01868
OG0004258	AMPFI_04576	bflo_14122
OG0004259	AMPFI_05436	bflo_03895
OG0004260	AMPFI_03269	bflo_07593
OG0004262	AMPFI_15895	bflo_17291
OG0004263	AMPFI_19144	bflo_18760
OG0004265	AMPFI_18948, AMPFI_24112, AMPFI_22206	bflo_16650
OG0004266	AMPFI_04244	bflo_18049
OG0004266	AMPFI_00291	bflo_19974
OG0004266	AMPFI_08243	bflo_19971
OG0004267	AMPFI_03672	bflo_04121
OG0004268	AMPFI_19077	bflo_13534
OG0004269	AMPFI_19802, AMPFI_02131	bflo_23956
OG0004270	AMPFI_22607	bflo_05847
OG0004271	AMPFI_00357	bflo_11927
OG0004272	AMPFI_03000, AMPFI_03190	bflo_05950
OG0004273	AMPFI_20320, AMPFI_02222	bflo_23163
OG0004274	AMPFI_14696	bflo_04876, bflo_13254
OG0004275	AMPFI_10196	bflo_19058
