Orthogroup	AMPFI_ok	NEMVE
OG0003489	AMPFI_24006	NEMVE05755
OG0003490	AMPFI_14734, AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193	NEMVE07514
OG0003491	AMPFI_11101	NEMVE14708
OG0003492	AMPFI_19481, AMPFI_18221, AMPFI_00099	NEMVE06260
OG0003493	AMPFI_16534, AMPFI_17852	NEMVE15798
OG0003496	AMPFI_21723	NEMVE20920
OG0003496	AMPFI_23368	NEMVE00055
OG0003497	AMPFI_04681	NEMVE01002
OG0003498	AMPFI_14554	NEMVE10613, NEMVE20419
OG0003499	AMPFI_10057	NEMVE25845
OG0003500	AMPFI_12019	NEMVE05089, NEMVE12196
OG0003501	AMPFI_09583	NEMVE13383
OG0003502	AMPFI_22051	NEMVE06419
OG0003503	AMPFI_05344	NEMVE14218, NEMVE14261
OG0003504	AMPFI_15622	NEMVE05266
OG0003504	AMPFI_24432	NEMVE14390
OG0003505	AMPFI_07475	NEMVE05913
OG0003506	AMPFI_14856	NEMVE25216
OG0003507	AMPFI_14147	NEMVE06192
OG0003508	AMPFI_00704, AMPFI_22615	NEMVE10416
OG0003509	AMPFI_07776	NEMVE10409
OG0003510	AMPFI_19782	NEMVE10643
OG0003511	AMPFI_01623	NEMVE22014, NEMVE01517
OG0003512	AMPFI_02821	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	AMPFI_21434	NEMVE14528
OG0003515	AMPFI_20138	NEMVE07802
OG0003516	AMPFI_25715	NEMVE22943, NEMVE13148
OG0003517	AMPFI_03039	NEMVE22199
OG0003518	AMPFI_13631	NEMVE07929
OG0003519	AMPFI_10068	NEMVE22344
OG0003520	AMPFI_05023	NEMVE01051
OG0003521	AMPFI_14287	NEMVE15787
OG0003521	AMPFI_02594, AMPFI_19196	NEMVE15788
OG0003522	AMPFI_15136	NEMVE24059
OG0003522	AMPFI_01034	NEMVE16819
OG0003523	AMPFI_07760	NEMVE07334
OG0003524	AMPFI_02059, AMPFI_12429	NEMVE20753, NEMVE23630
OG0003527	AMPFI_08564, AMPFI_09571	NEMVE02209
OG0003528	AMPFI_08029	NEMVE12358, NEMVE13793
OG0003529	AMPFI_16196	NEMVE22936
OG0003531	AMPFI_10001	NEMVE23009
OG0003532	AMPFI_24750	NEMVE01942
OG0003533	AMPFI_02269, AMPFI_18447	NEMVE21770
OG0003534	AMPFI_09003	NEMVE01935, NEMVE05102, NEMVE01995
OG0003535	AMPFI_24072	NEMVE18138, NEMVE18330
OG0003536	AMPFI_00410	NEMVE23719
OG0003537	AMPFI_09546, AMPFI_11095	NEMVE15401
OG0003538	AMPFI_21724, AMPFI_23397	NEMVE24834
OG0003539	AMPFI_00975	NEMVE14225
OG0003540	AMPFI_21206, AMPFI_00306	NEMVE25772
OG0003541	AMPFI_21493, AMPFI_04066	NEMVE05768
OG0003542	AMPFI_06443	NEMVE05244
OG0003543	AMPFI_24581	NEMVE21904
OG0003544	AMPFI_19004	NEMVE21778
OG0003545	AMPFI_15023, AMPFI_13578	NEMVE09118
OG0003546	AMPFI_00349	NEMVE00903
OG0003547	AMPFI_04834	NEMVE21707
OG0003548	AMPFI_24768	NEMVE24045
OG0003549	AMPFI_15331	NEMVE22192
OG0003550	AMPFI_18741	NEMVE14633
OG0003551	AMPFI_07598	NEMVE25468
OG0003552	AMPFI_05955	NEMVE13583
OG0003554	AMPFI_22132	NEMVE05007
OG0003555	AMPFI_10844	NEMVE10803
OG0003555	AMPFI_19471	NEMVE10802
OG0003556	AMPFI_08098	NEMVE17151
OG0003557	AMPFI_05440	NEMVE12283
OG0003558	AMPFI_20154	NEMVE23552
OG0003560	AMPFI_04633	NEMVE06594
OG0003561	AMPFI_06137	NEMVE01009, NEMVE02397
OG0003562	AMPFI_06538	NEMVE13820
OG0003563	AMPFI_05251	NEMVE09047
OG0003563	AMPFI_22795	NEMVE25142
OG0003564	AMPFI_08755	NEMVE07651, NEMVE05001
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	NEMVE24799
OG0003566	AMPFI_01090	NEMVE24534
OG0003567	AMPFI_22713	NEMVE14039
OG0003568	AMPFI_06943	NEMVE23185
OG0003570	AMPFI_06993	NEMVE24756
OG0003571	AMPFI_12433	NEMVE07104, NEMVE21760
OG0003573	AMPFI_10938	NEMVE15669
OG0003574	AMPFI_03779, AMPFI_00325	NEMVE12660
OG0003574	AMPFI_12831	NEMVE05954
OG0003577	AMPFI_19335	NEMVE01484
OG0003578	AMPFI_08173	NEMVE14882, NEMVE12325
OG0003579	AMPFI_22532	NEMVE14468
OG0003597	AMPFI_11403	NEMVE06178, NEMVE07749
OG0003598	AMPFI_08091	NEMVE09849
OG0003599	AMPFI_03084	NEMVE00164
OG0003601	AMPFI_22792	NEMVE01801
OG0003603	AMPFI_14800	NEMVE13720
OG0003604	AMPFI_14560	NEMVE14417
OG0003606	AMPFI_02736	NEMVE07584
OG0003607	AMPFI_01035	NEMVE12941, NEMVE12994
OG0003608	AMPFI_20147	NEMVE05516, NEMVE19157
OG0003610	AMPFI_08064	NEMVE07493, NEMVE14129
OG0003611	AMPFI_03674	NEMVE07655, NEMVE15407
OG0003612	AMPFI_22358	NEMVE22973
OG0003613	AMPFI_14181	NEMVE08287
OG0003615	AMPFI_05633	NEMVE03122
OG0003616	AMPFI_05609	NEMVE22796
OG0003617	AMPFI_00387	NEMVE04879
OG0003618	AMPFI_07271	NEMVE14538
OG0003619	AMPFI_10351	NEMVE25213
OG0003620	AMPFI_09860	NEMVE14400
OG0003622	AMPFI_21860, AMPFI_12437	NEMVE09372
OG0003625	AMPFI_19199, AMPFI_14897	NEMVE23563
OG0003626	AMPFI_06082	NEMVE00939, NEMVE20827
OG0003629	AMPFI_13944	NEMVE13677
OG0003630	AMPFI_13915	NEMVE01474
OG0003631	AMPFI_20160	NEMVE20518, NEMVE20475
OG0003633	AMPFI_02327, AMPFI_20276	NEMVE24448
OG0003634	AMPFI_01365	NEMVE09286, NEMVE17797
OG0003634	AMPFI_14902, AMPFI_09982	NEMVE17799
OG0003635	AMPFI_14547	NEMVE14571
OG0003635	AMPFI_15181	NEMVE17691
OG0003636	AMPFI_00213	NEMVE10467
OG0003638	AMPFI_07537	NEMVE14258
OG0003639	AMPFI_22785, AMPFI_14707, AMPFI_21939, AMPFI_17905, AMPFI_20047	NEMVE05431
OG0003640	AMPFI_16498	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	AMPFI_07323	NEMVE25925, NEMVE21020
OG0003642	AMPFI_06630	NEMVE13366
OG0003643	AMPFI_12454	NEMVE21963
OG0003644	AMPFI_06306	NEMVE14219, NEMVE19898
OG0003645	AMPFI_16881	NEMVE06456, NEMVE06446
OG0003646	AMPFI_06564	NEMVE06017
OG0003647	AMPFI_00053	NEMVE18107
OG0003648	AMPFI_01550	NEMVE10380
OG0003649	AMPFI_09951	NEMVE10970
OG0003650	AMPFI_12108	NEMVE01779
OG0003651	AMPFI_09243	NEMVE07230
OG0003652	AMPFI_10927	NEMVE14170
OG0003655	AMPFI_08590	NEMVE21782
OG0003656	AMPFI_15780	NEMVE23361
OG0003658	AMPFI_13106	NEMVE14339
OG0003659	AMPFI_02966	NEMVE01974
OG0003661	AMPFI_09102	NEMVE00922
OG0003662	AMPFI_13941	NEMVE08035
OG0003664	AMPFI_15265	NEMVE01033
OG0003664	AMPFI_25223	NEMVE07963
OG0003665	AMPFI_01410	NEMVE22002, NEMVE13012, NEMVE21940
OG0003667	AMPFI_08073	NEMVE05425
OG0003668	AMPFI_07166	NEMVE14297
OG0003669	AMPFI_11157	NEMVE07090
OG0003670	AMPFI_20733, AMPFI_02015, AMPFI_17913, AMPFI_18620	NEMVE20471, NEMVE23703
OG0003671	AMPFI_00179	NEMVE14323
OG0003672	AMPFI_09980	NEMVE08668
OG0003673	AMPFI_02480	NEMVE16428
OG0003674	AMPFI_05762	NEMVE05251
OG0003675	AMPFI_08157	NEMVE14081
OG0003676	AMPFI_18881	NEMVE21802, NEMVE07553
OG0003677	AMPFI_07661	NEMVE22425
OG0003678	AMPFI_07460	NEMVE25356
OG0003679	AMPFI_07845	NEMVE11368
OG0003680	AMPFI_09842	NEMVE13143
OG0003681	AMPFI_19503	NEMVE01693
OG0003682	AMPFI_07578	NEMVE22975
OG0003683	AMPFI_02901	NEMVE21208, NEMVE25273
OG0003684	AMPFI_16180	NEMVE10127
OG0003684	AMPFI_25038	NEMVE10124
OG0003685	AMPFI_12477	NEMVE07449
OG0003686	AMPFI_07985	NEMVE09181
OG0003687	AMPFI_00830	NEMVE23894, NEMVE12128
OG0003689	AMPFI_14009	NEMVE15357
OG0003690	AMPFI_05747	NEMVE15068
OG0003691	AMPFI_11092	NEMVE21817
OG0003691	AMPFI_06458	NEMVE16405
OG0003692	AMPFI_03589	NEMVE20806, NEMVE11090
OG0003693	AMPFI_02553	NEMVE09308
OG0003694	AMPFI_08303	NEMVE22408
OG0003695	AMPFI_15699	NEMVE01731
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	NEMVE11320
OG0003697	AMPFI_11115	NEMVE17845
OG0003698	AMPFI_19011	NEMVE22878
OG0003699	AMPFI_24416, AMPFI_09512	NEMVE16490
OG0003700	AMPFI_09947	NEMVE05136, NEMVE03153
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	NEMVE05754
OG0003703	AMPFI_10771	NEMVE24764
OG0003704	AMPFI_14195	NEMVE24279
OG0003705	AMPFI_23254	NEMVE23677
OG0003706	AMPFI_05005	NEMVE16662
OG0003707	AMPFI_07583, AMPFI_09443	NEMVE04617
OG0003708	AMPFI_12625	NEMVE07588
OG0003709	AMPFI_06172	NEMVE18151
OG0003710	AMPFI_12106, AMPFI_01123	NEMVE22261
OG0003711	AMPFI_07533, AMPFI_12979	NEMVE13813, NEMVE21206
OG0003712	AMPFI_04984	NEMVE13197
OG0003714	AMPFI_25572	NEMVE13060
OG0003715	AMPFI_07207, AMPFI_12007, AMPFI_13868, AMPFI_19126, AMPFI_00806, AMPFI_00249, AMPFI_23796, AMPFI_14837, AMPFI_08813	NEMVE16285
OG0003716	AMPFI_04436, AMPFI_02826	NEMVE13656
OG0003717	AMPFI_00073	NEMVE06991
OG0003718	AMPFI_18529	NEMVE22937
OG0003719	AMPFI_04202	NEMVE08960
OG0003720	AMPFI_22323	NEMVE13058
OG0003721	AMPFI_08300	NEMVE18963
OG0003722	AMPFI_16876	NEMVE01466, NEMVE20465
OG0003724	AMPFI_09411	NEMVE13663, NEMVE17013, NEMVE22380
OG0003725	AMPFI_06286	NEMVE14781
OG0003728	AMPFI_22309	NEMVE23247
OG0003729	AMPFI_24000	NEMVE25381
OG0003730	AMPFI_06364	NEMVE15317, NEMVE13968
OG0003731	AMPFI_22155	NEMVE23012
OG0003732	AMPFI_21718	NEMVE13725
OG0003734	AMPFI_18672	NEMVE22526
OG0003735	AMPFI_19574	NEMVE23342
OG0003736	AMPFI_04878	NEMVE22403
OG0003738	AMPFI_15996	NEMVE24821, NEMVE25967
OG0003739	AMPFI_04457	NEMVE09958
OG0003740	AMPFI_12630	NEMVE22455
OG0003742	AMPFI_21157	NEMVE15271
OG0003743	AMPFI_21068	NEMVE21709
OG0003744	AMPFI_11890	NEMVE05864
OG0003745	AMPFI_06392	NEMVE24615
OG0003749	AMPFI_09561	NEMVE22325
OG0003750	AMPFI_19492	NEMVE13166
OG0003751	AMPFI_03897, AMPFI_10264	NEMVE03634, NEMVE10234
OG0003752	AMPFI_09468	NEMVE10007, NEMVE01099, NEMVE09376
OG0003754	AMPFI_09209	NEMVE12822, NEMVE01565
OG0003755	AMPFI_19354	NEMVE07225
OG0003756	AMPFI_17707	NEMVE08256
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	NEMVE25101
OG0003758	AMPFI_19318	NEMVE24097
OG0003759	AMPFI_06066	NEMVE07147
OG0003760	AMPFI_08456	NEMVE25257
OG0003761	AMPFI_18129	NEMVE06273
OG0003762	AMPFI_16490	NEMVE13179
OG0003763	AMPFI_20405, AMPFI_19416, AMPFI_23055	NEMVE18331
OG0003764	AMPFI_00088	NEMVE01625
OG0003766	AMPFI_01207	NEMVE12147
OG0003767	AMPFI_01797	NEMVE24136
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	NEMVE13220
OG0003769	AMPFI_04434, AMPFI_04953, AMPFI_03825	NEMVE25860
OG0003770	AMPFI_04882	NEMVE14300
OG0003771	AMPFI_07160	NEMVE24800
OG0003773	AMPFI_10699	NEMVE23658
OG0003775	AMPFI_13847, AMPFI_21974, AMPFI_24851	NEMVE06322
OG0003776	AMPFI_18606	NEMVE25761
OG0003777	AMPFI_20144	NEMVE13412
OG0003778	AMPFI_24942	NEMVE22626
OG0003795	AMPFI_09136	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	AMPFI_02948	NEMVE14516
OG0003803	AMPFI_12565	NEMVE24989
OG0003806	AMPFI_05818	NEMVE14378
OG0003807	AMPFI_03351	NEMVE13183
OG0003808	AMPFI_14079	NEMVE11383
OG0003809	AMPFI_02614, AMPFI_04031	NEMVE22938
OG0003811	AMPFI_10478	NEMVE12033, NEMVE10353
OG0003812	AMPFI_10138	NEMVE18581
OG0003813	AMPFI_07875	NEMVE22400
OG0003815	AMPFI_12793	NEMVE13162
OG0003815	AMPFI_09900, AMPFI_05813	NEMVE23225
OG0003817	AMPFI_00947	NEMVE12881, NEMVE22126
OG0003818	AMPFI_17759	NEMVE20836, NEMVE05581
OG0003819	AMPFI_22880, AMPFI_19740, AMPFI_17113, AMPFI_22517, AMPFI_21528	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707
OG0003820	AMPFI_17489	NEMVE18008
OG0003821	AMPFI_03105	NEMVE22804
OG0003822	AMPFI_04513	NEMVE05304
OG0003823	AMPFI_06889	NEMVE13544
OG0003824	AMPFI_06085	NEMVE12681, NEMVE22639
OG0003825	AMPFI_06918	NEMVE06848
OG0003826	AMPFI_13869	NEMVE24498, NEMVE21062
OG0003827	AMPFI_21409	NEMVE22358
OG0003828	AMPFI_11909	NEMVE13970
OG0003829	AMPFI_00127	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	AMPFI_12797	NEMVE24194
OG0003832	AMPFI_20517	NEMVE07346
OG0003833	AMPFI_18982, AMPFI_01803	NEMVE22798
OG0003834	AMPFI_10226	NEMVE25157
OG0003835	AMPFI_03066	NEMVE19413, NEMVE21309
OG0003836	AMPFI_14280	NEMVE04677
OG0003837	AMPFI_24684	NEMVE15152
OG0003838	AMPFI_19657	NEMVE07828
OG0003840	AMPFI_23271	NEMVE14763, NEMVE17541
OG0003841	AMPFI_21826	NEMVE13973
OG0003843	AMPFI_05992	NEMVE14695
OG0003844	AMPFI_14349	NEMVE24944
OG0003845	AMPFI_07956	NEMVE01473
OG0003846	AMPFI_06425	NEMVE07025
OG0003847	AMPFI_22971	NEMVE23780
OG0003848	AMPFI_17686	NEMVE01752
OG0003848	AMPFI_23978	NEMVE03237
OG0003850	AMPFI_10267	NEMVE14788
OG0003851	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652	NEMVE13091
OG0003852	AMPFI_10208	NEMVE07134
OG0003853	AMPFI_21676	NEMVE09522
OG0003854	AMPFI_03224	NEMVE18328
OG0003855	AMPFI_13948, AMPFI_20260	NEMVE01478
OG0003856	AMPFI_02809	NEMVE15583
OG0003857	AMPFI_07120	NEMVE20217, NEMVE25998
OG0003858	AMPFI_25088, AMPFI_00370	NEMVE07192
OG0003861	AMPFI_02803	NEMVE05952
OG0003862	AMPFI_24710	NEMVE06342
OG0003863	AMPFI_16528	NEMVE15299
OG0003864	AMPFI_13775	NEMVE12479, NEMVE05255
OG0003865	AMPFI_11940	NEMVE08854
OG0003866	AMPFI_14452	NEMVE14786
OG0003867	AMPFI_17746	NEMVE14855
OG0003868	AMPFI_11838	NEMVE23932
OG0003869	AMPFI_17164	NEMVE25452
OG0003870	AMPFI_05899	NEMVE09270
OG0003871	AMPFI_16112, AMPFI_10551	NEMVE02634
OG0003871	AMPFI_09651	NEMVE00146
OG0003872	AMPFI_14866	NEMVE06420
OG0003873	AMPFI_09750	NEMVE07141
OG0003874	AMPFI_14478	NEMVE23530
OG0003875	AMPFI_06901	NEMVE04885
OG0003876	AMPFI_22260	NEMVE06222, NEMVE12361
OG0003877	AMPFI_15725, AMPFI_00796	NEMVE20725, NEMVE07878
OG0003878	AMPFI_12599	NEMVE17672
OG0003879	AMPFI_02846, AMPFI_04216, AMPFI_06329	NEMVE00015
OG0003880	AMPFI_08957	NEMVE18635, NEMVE21199
OG0003881	AMPFI_15319, AMPFI_15320	NEMVE21229, NEMVE25591
OG0003883	AMPFI_12967	NEMVE24051
OG0003884	AMPFI_11418	NEMVE04622
OG0003885	AMPFI_12606	NEMVE07560
OG0003886	AMPFI_05835	NEMVE07112
OG0003887	AMPFI_10957	NEMVE13010
OG0003888	AMPFI_01567	NEMVE07601
OG0003890	AMPFI_14577	NEMVE01588
OG0003892	AMPFI_11859, AMPFI_18544	NEMVE22031, NEMVE14752
OG0003893	AMPFI_02785	NEMVE17393
OG0003893	AMPFI_15310	NEMVE17391
OG0003894	AMPFI_18671	NEMVE13262
OG0003896	AMPFI_07056	NEMVE05289
OG0003898	AMPFI_09375	NEMVE00029, NEMVE20445
OG0003899	AMPFI_00789	NEMVE25516
OG0003900	AMPFI_23235	NEMVE17139
OG0003903	AMPFI_19280	NEMVE25716
OG0003904	AMPFI_04520	NEMVE13657
OG0003905	AMPFI_11955	NEMVE25933
OG0003905	AMPFI_02600	NEMVE01485, NEMVE19789, NEMVE20803
OG0003906	AMPFI_11162	NEMVE08844
OG0003910	AMPFI_04464	NEMVE11947, NEMVE14228
OG0003911	AMPFI_08416	NEMVE13548
OG0003912	AMPFI_24373	NEMVE23480
OG0003913	AMPFI_21191	NEMVE06219
OG0003913	AMPFI_21520, AMPFI_15449	NEMVE06190
OG0003914	AMPFI_08353	NEMVE23883
OG0003915	AMPFI_10789	NEMVE13987
OG0003916	AMPFI_09047	NEMVE04869
OG0003917	AMPFI_16651	NEMVE07359
OG0003918	AMPFI_05529	NEMVE15132
OG0003919	AMPFI_15999	NEMVE10991
OG0003920	AMPFI_25048	NEMVE13794
OG0003921	AMPFI_13490	NEMVE13546, NEMVE03026
OG0003922	AMPFI_19502	NEMVE11796
OG0003923	AMPFI_15048, AMPFI_23190	NEMVE01001, NEMVE12285
OG0003925	AMPFI_08582	NEMVE14404
OG0003927	AMPFI_25825	NEMVE14203, NEMVE11015, NEMVE11697
OG0003930	AMPFI_07230	NEMVE11142
OG0003931	AMPFI_26056	NEMVE05283
OG0003932	AMPFI_10182	NEMVE10145
OG0003932	AMPFI_23012	NEMVE17360
OG0003933	AMPFI_24509	NEMVE16001
OG0003934	AMPFI_16560	NEMVE10808
OG0003936	AMPFI_09358	NEMVE07930
OG0003937	AMPFI_09658	NEMVE18859
OG0003938	AMPFI_22623	NEMVE14790
OG0003939	AMPFI_06063	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	AMPFI_19837	NEMVE16875
OG0003941	AMPFI_17393, AMPFI_15479	NEMVE08171
OG0003941	AMPFI_17021, AMPFI_17097	NEMVE17561
OG0003942	AMPFI_14927	NEMVE22462
OG0003944	AMPFI_07557	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	AMPFI_05796, AMPFI_08691	NEMVE14589
OG0003946	AMPFI_00888	NEMVE09626
OG0003947	AMPFI_23175	NEMVE01496, NEMVE12187
OG0003948	AMPFI_09703	NEMVE19651
OG0003949	AMPFI_12679	NEMVE07570, NEMVE23133
OG0003950	AMPFI_25875	NEMVE04576
OG0003951	AMPFI_11617	NEMVE21774
OG0003952	AMPFI_08594	NEMVE24632
OG0003954	AMPFI_06716	NEMVE08288, NEMVE00930
OG0003955	AMPFI_11128	NEMVE06429
OG0003956	AMPFI_23119, AMPFI_23118	NEMVE23428
OG0003957	AMPFI_14329, AMPFI_10061, AMPFI_08683	NEMVE06353, NEMVE09576
OG0003958	AMPFI_00232	NEMVE15102
OG0003959	AMPFI_04671	NEMVE23777
OG0003961	AMPFI_06314	NEMVE15127
OG0003962	AMPFI_16905	NEMVE16096, NEMVE01907
OG0003964	AMPFI_01234	NEMVE15732
OG0003965	AMPFI_04828	NEMVE25502
OG0003966	AMPFI_05727	NEMVE13810
OG0003967	AMPFI_05943, AMPFI_08131	NEMVE23105
OG0003968	AMPFI_06736	NEMVE08572
OG0003969	AMPFI_07721	NEMVE07890
OG0003970	AMPFI_07812	NEMVE23326
OG0003971	AMPFI_14528	NEMVE22272
OG0003972	AMPFI_15565	NEMVE13775
OG0003973	AMPFI_20438	NEMVE14779
OG0003974	AMPFI_21735	NEMVE22748
OG0003996	AMPFI_02858, AMPFI_08068, AMPFI_22067	NEMVE18416, NEMVE18325
OG0003997	AMPFI_23015, AMPFI_18866, AMPFI_13806, AMPFI_18937	NEMVE05978
OG0003998	AMPFI_02531	NEMVE09141
OG0003998	AMPFI_05249	NEMVE00894
OG0004002	AMPFI_02137	NEMVE11741, NEMVE18518, NEMVE05646
OG0004004	AMPFI_09791	NEMVE06251
OG0004005	AMPFI_05677	NEMVE23848
OG0004006	AMPFI_24746, AMPFI_00872	NEMVE20989, NEMVE11118
OG0004007	AMPFI_00209	NEMVE13953
OG0004009	AMPFI_12935	NEMVE21729
OG0004010	AMPFI_15924	NEMVE14978, NEMVE12830
OG0004011	AMPFI_07886	NEMVE25743
OG0004012	AMPFI_11587	NEMVE12899, NEMVE22318
OG0004013	AMPFI_01835	NEMVE19412, NEMVE15825
OG0004013	AMPFI_07165, AMPFI_07164, AMPFI_01740, AMPFI_25350, AMPFI_02077	NEMVE18707, NEMVE20554
OG0004015	AMPFI_12276	NEMVE09359
OG0004016	AMPFI_03659	NEMVE08938
OG0004016	AMPFI_07732	NEMVE13204
OG0004017	AMPFI_05329, AMPFI_16787	NEMVE14537
OG0004018	AMPFI_23571	NEMVE17555
OG0004019	AMPFI_04656, AMPFI_20503	NEMVE05373
OG0004020	AMPFI_05398	NEMVE22667
OG0004021	AMPFI_13532	NEMVE03953, NEMVE00245, NEMVE06416
OG0004022	AMPFI_19771	NEMVE22354, NEMVE07265
OG0004023	AMPFI_19933, AMPFI_24548	NEMVE10125
OG0004024	AMPFI_16537, AMPFI_25945	NEMVE24877
OG0004025	AMPFI_13676, AMPFI_23617	NEMVE14321
OG0004028	AMPFI_19763, AMPFI_10335	NEMVE00045, NEMVE01939
OG0004030	AMPFI_22173	NEMVE09561
OG0004031	AMPFI_05716	NEMVE09520
OG0004032	AMPFI_18750	NEMVE11647, NEMVE08726
OG0004033	AMPFI_03927	NEMVE05049
OG0004034	AMPFI_05228	NEMVE13874, NEMVE06071
OG0004035	AMPFI_24745	NEMVE23476
OG0004036	AMPFI_19780	NEMVE22269
OG0004037	AMPFI_03972	NEMVE24489
OG0004039	AMPFI_20896, AMPFI_13108	NEMVE05684
OG0004039	AMPFI_01095, AMPFI_04352	NEMVE15872
OG0004040	AMPFI_23302	NEMVE11657
OG0004042	AMPFI_16992	NEMVE24907
OG0004043	AMPFI_09709	NEMVE25672
OG0004044	AMPFI_00282	NEMVE14670
OG0004045	AMPFI_08610	NEMVE22942
OG0004046	AMPFI_09272	NEMVE20796, NEMVE25121
OG0004047	AMPFI_19469	NEMVE14207
OG0004048	AMPFI_12579	NEMVE04894
OG0004049	AMPFI_07284	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060
OG0004050	AMPFI_00721	NEMVE24654
OG0004051	AMPFI_17845	NEMVE16748
OG0004052	AMPFI_05448	NEMVE04588
OG0004053	AMPFI_17533	NEMVE19218
OG0004055	AMPFI_10976	NEMVE22198
OG0004056	AMPFI_12573	NEMVE12001, NEMVE17803
OG0004057	AMPFI_09381	NEMVE14174
OG0004058	AMPFI_08684, AMPFI_02646	NEMVE06021
OG0004059	AMPFI_10187	NEMVE10461
OG0004060	AMPFI_14285	NEMVE05949
OG0004061	AMPFI_10286	NEMVE09085
OG0004063	AMPFI_25939	NEMVE10277
OG0004064	AMPFI_07536	NEMVE23672
OG0004065	AMPFI_19408	NEMVE13633
OG0004066	AMPFI_11470	NEMVE18474
OG0004068	AMPFI_18859	NEMVE14104
OG0004069	AMPFI_11248	NEMVE10507
OG0004069	AMPFI_09189	NEMVE10503
OG0004070	AMPFI_16812	NEMVE00018, NEMVE22616
OG0004071	AMPFI_07328	NEMVE14977
OG0004072	AMPFI_04941	NEMVE15269
OG0004074	AMPFI_16175	NEMVE01933, NEMVE11914
OG0004074	AMPFI_02501	NEMVE21072
OG0004075	AMPFI_22791	NEMVE15118
OG0004076	AMPFI_08732	NEMVE11675, NEMVE01100
OG0004078	AMPFI_16143	NEMVE13560, NEMVE07028
OG0004079	AMPFI_22149	NEMVE25325
OG0004080	AMPFI_07191	NEMVE06984
OG0004081	AMPFI_07325	NEMVE22578
OG0004082	AMPFI_08776	NEMVE11384, NEMVE01381
OG0004083	AMPFI_03305, AMPFI_21612, AMPFI_04296	NEMVE14362
OG0004084	AMPFI_15041	NEMVE14693
OG0004085	AMPFI_10044	NEMVE14248, NEMVE19893, NEMVE17924
OG0004086	AMPFI_24999	NEMVE02965
OG0004087	AMPFI_07453	NEMVE04747
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	NEMVE13678
OG0004089	AMPFI_00735	NEMVE22289, NEMVE23169
OG0004090	AMPFI_22810	NEMVE14306
OG0004091	AMPFI_15165	NEMVE00934
OG0004092	AMPFI_06912	NEMVE12115, NEMVE21794
OG0004093	AMPFI_23222, AMPFI_17563	NEMVE00957
OG0004094	AMPFI_05712	NEMVE25166
OG0004096	AMPFI_17501	NEMVE22332
OG0004098	AMPFI_24260	NEMVE05211, NEMVE00611
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	NEMVE01526
OG0004099	AMPFI_13965	NEMVE08673
OG0004100	AMPFI_19382	NEMVE13287
OG0004101	AMPFI_18949	NEMVE23681
OG0004102	AMPFI_15461	NEMVE00016, NEMVE08375
OG0004103	AMPFI_17250, AMPFI_04569	NEMVE23564
OG0004104	AMPFI_03708	NEMVE24910, NEMVE24911, NEMVE18049
OG0004105	AMPFI_00050	NEMVE12111, NEMVE13481
OG0004106	AMPFI_09128	NEMVE15033
OG0004107	AMPFI_09933	NEMVE13823
OG0004108	AMPFI_10746, AMPFI_11075	NEMVE11403
OG0004110	AMPFI_12307	NEMVE22977
OG0004111	AMPFI_07741	NEMVE08919
OG0004113	AMPFI_10578	NEMVE02452
OG0004114	AMPFI_07189	NEMVE17396
OG0004115	AMPFI_13715, AMPFI_12783	NEMVE00036, NEMVE17538
OG0004116	AMPFI_14003	NEMVE02528, NEMVE25696
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	NEMVE11174
OG0004118	AMPFI_15447	NEMVE13160
OG0004119	AMPFI_07138	NEMVE13042, NEMVE11744, NEMVE22499, NEMVE11571, NEMVE11572
OG0004120	AMPFI_07749	NEMVE24901
OG0004121	AMPFI_19218	NEMVE13634
OG0004122	AMPFI_02482	NEMVE25053
OG0004123	AMPFI_13800	NEMVE17411
OG0004123	AMPFI_02624	NEMVE17410
OG0004124	AMPFI_07154	NEMVE07304
OG0004125	AMPFI_01741	NEMVE13816
OG0004126	AMPFI_04028, AMPFI_19897, AMPFI_16862	NEMVE08221, NEMVE20754
OG0004127	AMPFI_23987	NEMVE18642
OG0004128	AMPFI_01941	NEMVE13713
