Orthogroup	AMPFI_ok	NEMVE
OG0001065	AMPFI_22583, AMPFI_10458, AMPFI_00107, AMPFI_21491, AMPFI_25290, AMPFI_20969, AMPFI_20706	NEMVE18639
OG0001066	AMPFI_04799, AMPFI_05155	NEMVE24583
OG0001067	AMPFI_07922	NEMVE18870, NEMVE18446, NEMVE25152
OG0001068	AMPFI_16104, AMPFI_09935, AMPFI_09937, AMPFI_11068	NEMVE21454
OG0001068	AMPFI_09936	NEMVE04571
OG0001072	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521
OG0001072	AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751	NEMVE01518
OG0001073	AMPFI_19188	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	AMPFI_00014	NEMVE07705, NEMVE15967
OG0001076	AMPFI_25701, AMPFI_03111, AMPFI_09505, AMPFI_03148, AMPFI_21677	NEMVE01471
OG0001077	AMPFI_17348	NEMVE06665
OG0001078	AMPFI_08816, AMPFI_13210	NEMVE21841, NEMVE03024
OG0001079	AMPFI_02862	NEMVE10902
OG0001080	AMPFI_00813	NEMVE25549
OG0001080	AMPFI_09613	NEMVE24155
OG0001081	AMPFI_07991	NEMVE14063
OG0001082	AMPFI_11475	NEMVE13496
OG0001083	AMPFI_01600	NEMVE07865
OG0001085	AMPFI_03348	NEMVE23730
OG0001086	AMPFI_12526	NEMVE21870
OG0001088	AMPFI_25806	NEMVE10969
OG0001089	AMPFI_25612	NEMVE21830
OG0001091	AMPFI_08267	NEMVE05727
OG0001092	AMPFI_23695	NEMVE00964, NEMVE07353
OG0001092	AMPFI_21806	NEMVE01451
OG0001093	AMPFI_00814, AMPFI_01496	NEMVE01792
OG0001094	AMPFI_17757	NEMVE16663, NEMVE22581, NEMVE21711, NEMVE21712, NEMVE18919
OG0001095	AMPFI_21259	NEMVE24881
OG0001096	AMPFI_10807, AMPFI_10808, AMPFI_22875	NEMVE10292, NEMVE12692
OG0001097	AMPFI_17017	NEMVE07237
OG0001101	AMPFI_12698	NEMVE14957
OG0001102	AMPFI_21024	NEMVE01649
OG0001102	AMPFI_14421	NEMVE08655, NEMVE08649, NEMVE13238, NEMVE19915, NEMVE07408
OG0001103	AMPFI_02682	NEMVE01302
OG0001103	AMPFI_24729	NEMVE05814
OG0001104	AMPFI_11622	NEMVE04017, NEMVE06719
OG0001105	AMPFI_12581	NEMVE13446
OG0001105	AMPFI_14430	NEMVE17686
OG0001105	AMPFI_10401	NEMVE17688
OG0001105	AMPFI_18273	NEMVE25923
OG0001106	AMPFI_04453	NEMVE10844, NEMVE10846
OG0001106	AMPFI_22282	NEMVE04090
OG0001107	AMPFI_16073, AMPFI_19311	NEMVE00952
OG0001108	AMPFI_13440	NEMVE22820
OG0001108	AMPFI_13784	NEMVE03343
OG0001109	AMPFI_10273, AMPFI_13387	NEMVE17631
OG0001110	AMPFI_05484	NEMVE25055, NEMVE25054
OG0001111	AMPFI_04458	NEMVE12657, NEMVE05880, NEMVE17909, NEMVE18987, NEMVE05284, NEMVE18142
OG0001112	AMPFI_06514, AMPFI_08572	NEMVE18988
OG0001113	AMPFI_16641	NEMVE11789, NEMVE13858
OG0001114	AMPFI_25604	NEMVE13059
OG0001117	AMPFI_09422	NEMVE07059
OG0001118	AMPFI_25968, AMPFI_00976, AMPFI_22735, AMPFI_16307, AMPFI_02493	NEMVE08045
OG0001119	AMPFI_06894	NEMVE00905, NEMVE12022
OG0001121	AMPFI_15985, AMPFI_08055	NEMVE15144
OG0001123	AMPFI_21122, AMPFI_04929	NEMVE08367, NEMVE00548
OG0001123	AMPFI_09974	NEMVE07298
OG0001124	AMPFI_15848	NEMVE14042
OG0001125	AMPFI_19160	NEMVE05272
OG0001126	AMPFI_20016	NEMVE21706
OG0001127	AMPFI_21530, AMPFI_00371	NEMVE23507
OG0001128	AMPFI_08735	NEMVE07541
OG0001129	AMPFI_05280	NEMVE22537, NEMVE23490, NEMVE23489
OG0001131	AMPFI_08885	NEMVE02265
OG0001133	AMPFI_17650	NEMVE24785
OG0001133	AMPFI_24426, AMPFI_16747	NEMVE17872
OG0001133	AMPFI_21275	NEMVE22361
OG0001134	AMPFI_07585	NEMVE10572
OG0001135	AMPFI_25799	NEMVE08713, NEMVE13852
OG0001136	AMPFI_07457	NEMVE14986
OG0001137	AMPFI_25398	NEMVE09544, NEMVE24640, NEMVE09543
OG0001138	AMPFI_08224	NEMVE25571, NEMVE23415, NEMVE15977
OG0001139	AMPFI_16920	NEMVE14993
OG0001139	AMPFI_10168	NEMVE07868
OG0001140	AMPFI_12273	NEMVE06552
OG0001140	AMPFI_22519	NEMVE12189, NEMVE00314
OG0001141	AMPFI_18156, AMPFI_05552	NEMVE13888
OG0001143	AMPFI_13922, AMPFI_07389	NEMVE07319
OG0001144	AMPFI_09246	NEMVE02135
OG0001146	AMPFI_05945	NEMVE18037, NEMVE07073
OG0001147	AMPFI_20662, AMPFI_05223	NEMVE05148
OG0001148	AMPFI_05179	NEMVE09889
OG0001155	AMPFI_06783	NEMVE18709
OG0001155	AMPFI_17194, AMPFI_15411	NEMVE14646
OG0001156	AMPFI_16501	NEMVE14927
OG0001158	AMPFI_14324, AMPFI_03369	NEMVE13124
OG0001159	AMPFI_15828, AMPFI_15637	NEMVE02254
OG0001161	AMPFI_10090, AMPFI_19031	NEMVE13207
OG0001162	AMPFI_21383	NEMVE23909, NEMVE23908, NEMVE22577
OG0001164	AMPFI_02597, AMPFI_21888, AMPFI_23885, AMPFI_00138, AMPFI_24570, AMPFI_17125	NEMVE07314
OG0001164	AMPFI_09821, AMPFI_17052	NEMVE17008
OG0001165	AMPFI_11630	NEMVE15007
OG0001167	AMPFI_05454	NEMVE01035
OG0001168	AMPFI_05372	NEMVE14002
OG0001169	AMPFI_09626	NEMVE22495
OG0001170	AMPFI_16363, AMPFI_08205, AMPFI_15728	NEMVE01927
OG0001171	AMPFI_21141	NEMVE08775
OG0001172	AMPFI_09322	NEMVE14607
OG0001174	AMPFI_23115	NEMVE06466
OG0001175	AMPFI_11579, AMPFI_01291	NEMVE18808, NEMVE00944
OG0001176	AMPFI_15457	NEMVE06025
OG0001176	AMPFI_17036	NEMVE04714
OG0001177	AMPFI_08044	NEMVE07007
OG0001178	AMPFI_18821	NEMVE13445, NEMVE00910
OG0001178	AMPFI_01265	NEMVE11867
OG0001178	AMPFI_01492	NEMVE14023
OG0001181	AMPFI_13623, AMPFI_10170	NEMVE04930
OG0001183	AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752	NEMVE02043
OG0001184	AMPFI_20865	NEMVE23775
OG0001184	AMPFI_08874	NEMVE05038
OG0001185	AMPFI_07596	NEMVE15207
OG0001186	AMPFI_07934	NEMVE07796
OG0001186	AMPFI_10517	NEMVE14205
OG0001188	AMPFI_02144	NEMVE04912
OG0001189	AMPFI_09388	NEMVE24274
OG0001190	AMPFI_02258, AMPFI_24898	NEMVE07335, NEMVE20942
OG0001191	AMPFI_06865	NEMVE02357
OG0001196	AMPFI_05001	NEMVE08224, NEMVE12229
OG0001197	AMPFI_13739	NEMVE01874
OG0001197	AMPFI_25096	NEMVE09865
OG0001198	AMPFI_11677, AMPFI_01112	NEMVE24571
OG0001198	AMPFI_14243	NEMVE22207, NEMVE25198, NEMVE00766
OG0001199	AMPFI_08720	NEMVE23802, NEMVE12602
OG0001200	AMPFI_13405, AMPFI_22505, AMPFI_18393	NEMVE09033
OG0001201	AMPFI_02387	NEMVE09573
OG0001202	AMPFI_07863	NEMVE18910, NEMVE19217
OG0001203	AMPFI_00203	NEMVE06946
OG0001204	AMPFI_14021, AMPFI_11338	NEMVE16401
OG0001205	AMPFI_13876	NEMVE09608
OG0001207	AMPFI_02832	NEMVE07504
OG0001208	AMPFI_25578	NEMVE13141
OG0001209	AMPFI_10000	NEMVE13903
OG0001211	AMPFI_10364	NEMVE14313
OG0001212	AMPFI_24007	NEMVE02933, NEMVE00040
OG0001213	AMPFI_07381	NEMVE09096
OG0001213	AMPFI_18186	NEMVE14427
OG0001214	AMPFI_05265	NEMVE05859
OG0001215	AMPFI_10063	NEMVE25378
OG0001216	AMPFI_06120	NEMVE13574
OG0001216	AMPFI_13697	NEMVE14479
OG0001218	AMPFI_18506	NEMVE21894
OG0001219	AMPFI_23839	NEMVE22457
OG0001220	AMPFI_03787	NEMVE13508, NEMVE06753
OG0001220	AMPFI_14887, AMPFI_03086	NEMVE23904
OG0001221	AMPFI_09440	NEMVE10455, NEMVE21175
OG0001224	AMPFI_01499	NEMVE18437
OG0001225	AMPFI_05889	NEMVE24191
OG0001230	AMPFI_11806	NEMVE14462
OG0001231	AMPFI_23517	NEMVE18418
OG0001232	AMPFI_08459, AMPFI_09206, AMPFI_03213	NEMVE08692
OG0001233	AMPFI_12663, AMPFI_14959, AMPFI_17326	NEMVE05554
OG0001234	AMPFI_10815, AMPFI_24580	NEMVE18230, NEMVE12291
OG0001236	AMPFI_04390	NEMVE24358
OG0001238	AMPFI_08671	NEMVE14613
OG0001238	AMPFI_08263	NEMVE05651
OG0001241	AMPFI_10474	NEMVE23698
OG0001241	AMPFI_05156	NEMVE22413
OG0001242	AMPFI_08208, AMPFI_01628, AMPFI_22498	NEMVE22613, NEMVE09980, NEMVE25393, NEMVE13690
OG0001243	AMPFI_09177	NEMVE04580
OG0001245	AMPFI_07722	NEMVE23125
OG0001246	AMPFI_05364	NEMVE07108
OG0001247	AMPFI_24091	NEMVE03420
OG0001248	AMPFI_15716	NEMVE14608
OG0001249	AMPFI_23310	NEMVE08338
OG0001250	AMPFI_07433	NEMVE07058
OG0001251	AMPFI_15272	NEMVE05777
OG0001252	AMPFI_21190, AMPFI_00156	NEMVE05179
OG0001253	AMPFI_05658	NEMVE14445
OG0001254	AMPFI_10158	NEMVE01446, NEMVE14277
OG0001256	AMPFI_15458	NEMVE11467, NEMVE20435
OG0001261	AMPFI_25069, AMPFI_21898	NEMVE12600, NEMVE24381
OG0001264	AMPFI_05271	NEMVE09188
OG0001265	AMPFI_23423, AMPFI_04012, AMPFI_19596	NEMVE15204
OG0001265	AMPFI_14886	NEMVE16184, NEMVE09370
OG0001266	AMPFI_22613, AMPFI_06682	NEMVE14615, NEMVE13420, NEMVE23687
OG0001267	AMPFI_16785	NEMVE25606
OG0001267	AMPFI_03197	NEMVE22271
OG0001268	AMPFI_21846	NEMVE13796
OG0001268	AMPFI_17603	NEMVE10358
OG0001270	AMPFI_10234	NEMVE21909, NEMVE12078
OG0001270	AMPFI_15423	NEMVE22554
OG0001271	AMPFI_12722	NEMVE00839, NEMVE16016, NEMVE12266
OG0001272	AMPFI_10847	NEMVE24865
OG0001273	AMPFI_08982	NEMVE06058
OG0001274	AMPFI_01753	NEMVE24783
OG0001275	AMPFI_10981, AMPFI_05849	NEMVE02957
OG0001276	AMPFI_14910	NEMVE24658
OG0001277	AMPFI_20731, AMPFI_12136, AMPFI_16962, AMPFI_19276, AMPFI_13039, AMPFI_11990, AMPFI_08088, AMPFI_23862, AMPFI_21730, AMPFI_22050, AMPFI_25434, AMPFI_13913	NEMVE08949
OG0001278	AMPFI_10211	NEMVE22456
OG0001278	AMPFI_19943	NEMVE08441
OG0001279	AMPFI_05903	NEMVE06730
OG0001280	AMPFI_23298	NEMVE15111, NEMVE13261
OG0001283	AMPFI_00187, AMPFI_08340	NEMVE18885, NEMVE15140
OG0001284	AMPFI_11093	NEMVE15039
OG0001284	AMPFI_06659	NEMVE12745, NEMVE19495
OG0001285	AMPFI_25522	NEMVE07034
OG0001287	AMPFI_14082	NEMVE13851
OG0001288	AMPFI_00778	NEMVE20273
OG0001290	AMPFI_22521	NEMVE20389
OG0001290	AMPFI_18904	NEMVE22813, NEMVE07506
OG0001291	AMPFI_17861	NEMVE25091
OG0001293	AMPFI_14701	NEMVE24929
OG0001294	AMPFI_20455	NEMVE21404
OG0001294	AMPFI_01514	NEMVE10810
OG0001295	AMPFI_06419	NEMVE10114
OG0001296	AMPFI_12346	NEMVE10339
OG0001297	AMPFI_16113	NEMVE03104
OG0001300	AMPFI_08329	NEMVE10660
OG0001302	AMPFI_16649	NEMVE13962, NEMVE18411
OG0001302	AMPFI_15529	NEMVE11902
OG0001302	AMPFI_08047	NEMVE17610
OG0001303	AMPFI_16967, AMPFI_16729, AMPFI_10469, AMPFI_23492	NEMVE25499, NEMVE25051, NEMVE24313
OG0001304	AMPFI_08298, AMPFI_10342	NEMVE01937
OG0001305	AMPFI_00755	NEMVE06825
OG0001306	AMPFI_19010	NEMVE16218
OG0001306	AMPFI_08010, AMPFI_21641	NEMVE08625
OG0001308	AMPFI_03456	NEMVE06230
OG0001309	AMPFI_12360	NEMVE23002, NEMVE18542
OG0001310	AMPFI_04482, AMPFI_16368	NEMVE22452
OG0001310	AMPFI_06804	NEMVE14637
OG0001311	AMPFI_12130	NEMVE05964, NEMVE03793
OG0001314	AMPFI_14399	NEMVE24317
OG0001314	AMPFI_04724	NEMVE16666
OG0001317	AMPFI_14996	NEMVE01591
OG0001317	AMPFI_02448	NEMVE13378
OG0001318	AMPFI_07561	NEMVE22575
OG0001318	AMPFI_11299	NEMVE14651
OG0001319	AMPFI_11777	NEMVE01465
OG0001320	AMPFI_25009, AMPFI_10016	NEMVE10295
OG0001320	AMPFI_00452	NEMVE25688
OG0001321	AMPFI_00079	NEMVE21741, NEMVE15029
OG0001322	AMPFI_10344	NEMVE14406
OG0001322	AMPFI_23671	NEMVE05068, NEMVE21787
OG0001323	AMPFI_21599	NEMVE17138
OG0001323	AMPFI_22091	NEMVE11887
OG0001324	AMPFI_20900, AMPFI_04734, AMPFI_24533	NEMVE19268, NEMVE11187
OG0001326	AMPFI_12886	NEMVE14355
OG0001327	AMPFI_08065	NEMVE09298
OG0001327	AMPFI_15522	NEMVE15997
OG0001329	AMPFI_21747	NEMVE06386
OG0001330	AMPFI_05140	NEMVE14535
OG0001331	AMPFI_12424	NEMVE23983
OG0001332	AMPFI_20259	NEMVE13389, NEMVE22532, NEMVE10338
OG0001335	AMPFI_02356, AMPFI_10205	NEMVE06061
OG0001339	AMPFI_08229	NEMVE09406
OG0001339	AMPFI_11085	NEMVE25120
OG0001341	AMPFI_18936	NEMVE02363
OG0001341	AMPFI_01027	NEMVE00960, NEMVE01284
OG0001343	AMPFI_12861, AMPFI_12298	NEMVE18205, NEMVE19131, NEMVE25260, NEMVE17073, NEMVE23290, NEMVE24415
OG0001344	AMPFI_22417	NEMVE22371
OG0001345	AMPFI_09770	NEMVE15150
OG0001348	AMPFI_00159	NEMVE25188
OG0001350	AMPFI_25832	NEMVE14117
OG0001351	AMPFI_22361	NEMVE17590
OG0001352	AMPFI_15694, AMPFI_18452, AMPFI_22485	NEMVE14525, NEMVE21813
OG0001353	AMPFI_10664	NEMVE14645
OG0001354	AMPFI_24004	NEMVE15994, NEMVE05871
OG0001355	AMPFI_14446	NEMVE14405
OG0001356	AMPFI_01615	NEMVE04630
OG0001357	AMPFI_24417	NEMVE07199
OG0001360	AMPFI_21614, AMPFI_12400, AMPFI_23660	NEMVE11479, NEMVE02997, NEMVE11480, NEMVE03456
OG0001362	AMPFI_22273	NEMVE13199
OG0001362	AMPFI_13811	NEMVE12236
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365	NEMVE24406
OG0001364	AMPFI_14823, AMPFI_11134	NEMVE25546, NEMVE21006
OG0001366	AMPFI_17877	NEMVE15255
OG0001367	AMPFI_02161	NEMVE10311
OG0001368	AMPFI_11158	NEMVE07089, NEMVE22569, NEMVE25218, NEMVE04773, NEMVE01407
OG0001369	AMPFI_22208	NEMVE07342
OG0001370	AMPFI_06706	NEMVE16952
OG0001370	AMPFI_09461	NEMVE14662
OG0001371	AMPFI_10372, AMPFI_15938, AMPFI_12819	NEMVE13180, NEMVE10017, NEMVE03671
OG0001372	AMPFI_21335	NEMVE14621, NEMVE12678
OG0001372	AMPFI_18921	NEMVE24235
OG0001373	AMPFI_00190	NEMVE13198
OG0001375	AMPFI_00915	NEMVE21718, NEMVE18400
OG0001375	AMPFI_06104	NEMVE06380
OG0001376	AMPFI_21697	NEMVE14506
OG0001378	AMPFI_15247	NEMVE14996
OG0001379	AMPFI_14320	NEMVE14262
OG0001380	AMPFI_08147	NEMVE10957
OG0001381	AMPFI_12006	NEMVE08816
OG0001383	AMPFI_07068, AMPFI_11555	NEMVE09447
OG0001384	AMPFI_23681	NEMVE03030
OG0001386	AMPFI_07982	NEMVE11740
OG0001388	AMPFI_08168	NEMVE08765
OG0001388	AMPFI_11567, AMPFI_07764, AMPFI_16897	NEMVE06267
OG0001389	AMPFI_05693, AMPFI_24952	NEMVE07341
OG0001394	AMPFI_09024	NEMVE08699
OG0001395	AMPFI_24070	NEMVE10872, NEMVE02945
OG0001397	AMPFI_21706	NEMVE22946
OG0001397	AMPFI_17878, AMPFI_10775	NEMVE25397
OG0001398	AMPFI_06855	NEMVE01787
OG0001399	AMPFI_21935	NEMVE23382
OG0001401	AMPFI_16893, AMPFI_02014	NEMVE23498
OG0001402	AMPFI_26005	NEMVE22752
OG0001403	AMPFI_17230	NEMVE08195
OG0001404	AMPFI_17704	NEMVE25280
OG0001404	AMPFI_10794	NEMVE13694
OG0001405	AMPFI_15743	NEMVE25349
OG0001405	AMPFI_16561	NEMVE08567
OG0001406	AMPFI_09333	NEMVE18633, NEMVE16331
OG0001407	AMPFI_18401, AMPFI_23996, AMPFI_09787, AMPFI_02642	NEMVE23925
OG0001408	AMPFI_21365	NEMVE25885
OG0001410	AMPFI_02616	NEMVE03165
OG0001411	AMPFI_10031	NEMVE25920
OG0001412	AMPFI_08141	NEMVE19652
OG0001413	AMPFI_15619	NEMVE06553, NEMVE06540
OG0001413	AMPFI_20583	NEMVE23533
OG0001413	AMPFI_22440	NEMVE20094
OG0001414	AMPFI_24645	NEMVE11734
OG0001415	AMPFI_19237	NEMVE14658
OG0001415	AMPFI_17043	NEMVE01687, NEMVE08737, NEMVE04278
OG0001415	AMPFI_08129	NEMVE03240
OG0001416	AMPFI_14851	NEMVE10436
OG0001416	AMPFI_14850	NEMVE15378
OG0001417	AMPFI_09940, AMPFI_02655	NEMVE02519
OG0001418	AMPFI_15591	NEMVE12090, NEMVE01985
OG0001419	AMPFI_25243, AMPFI_17376	NEMVE05935
OG0001421	AMPFI_22931	NEMVE00612
OG0001422	AMPFI_23699	NEMVE07209
OG0001423	AMPFI_19050, AMPFI_22796	NEMVE08632
OG0001424	AMPFI_01906	NEMVE01171
OG0001424	AMPFI_17965	NEMVE25742
OG0001425	AMPFI_13079	NEMVE19543, NEMVE14280
OG0001426	AMPFI_07973	NEMVE08760
OG0001427	AMPFI_07391	NEMVE15208
OG0001428	AMPFI_11938	NEMVE21876
OG0001430	AMPFI_07622	NEMVE13108
OG0001431	AMPFI_11117	NEMVE23887
OG0001432	AMPFI_20982, AMPFI_07409	NEMVE01898
OG0001433	AMPFI_00657	NEMVE06558
OG0001434	AMPFI_06188	NEMVE01045
OG0001437	AMPFI_07780, AMPFI_13432	NEMVE13628
OG0001438	AMPFI_17699	NEMVE23399
OG0001445	AMPFI_06828	NEMVE05296
OG0001446	AMPFI_19480, AMPFI_18957	NEMVE13345, NEMVE13458
OG0001447	AMPFI_14165	NEMVE05648
OG0001448	AMPFI_01038	NEMVE00791, NEMVE02092, NEMVE15574, NEMVE00572, NEMVE07132, NEMVE13653
OG0001448	AMPFI_16616	NEMVE00820
OG0001449	AMPFI_17066	NEMVE14841, NEMVE20272
OG0001449	AMPFI_22357	NEMVE13482
OG0001450	AMPFI_21801, AMPFI_22800, AMPFI_25470, AMPFI_17013	NEMVE00959
OG0001451	AMPFI_16214	NEMVE13777
OG0001452	AMPFI_17582	NEMVE10972
OG0001452	AMPFI_16484	NEMVE19496
OG0001452	AMPFI_24052	NEMVE00042
OG0001453	AMPFI_20721	NEMVE09283
OG0001454	AMPFI_18370	NEMVE14180
OG0001455	AMPFI_16555	NEMVE14951
OG0001456	AMPFI_19906	NEMVE20973
OG0001456	AMPFI_01959	NEMVE22085
OG0001456	AMPFI_00318	NEMVE11079, NEMVE05799
OG0001459	AMPFI_19783	NEMVE25233, NEMVE00289
OG0001460	AMPFI_23946	NEMVE07626
OG0001461	AMPFI_23123, AMPFI_22344	NEMVE00568
OG0001462	AMPFI_17739	NEMVE11473
OG0001464	AMPFI_22525, AMPFI_17212	NEMVE06290, NEMVE07201, NEMVE10766
OG0001465	AMPFI_23606	NEMVE09463
OG0001466	AMPFI_23243	NEMVE11395
OG0001466	AMPFI_06839	NEMVE24631
OG0001467	AMPFI_23736	NEMVE09380
OG0001468	AMPFI_19331	NEMVE03519
OG0001469	AMPFI_05229	NEMVE13119
OG0001469	AMPFI_02483	NEMVE05710
OG0001470	AMPFI_01501	NEMVE01457
OG0001471	AMPFI_01914, AMPFI_19786	NEMVE23668
OG0001472	AMPFI_01053	NEMVE05967
OG0001472	AMPFI_03075, AMPFI_01967	NEMVE23386
OG0001473	AMPFI_03739, AMPFI_01823	NEMVE12413
OG0001474	AMPFI_18399, AMPFI_15974	NEMVE07106
OG0001474	AMPFI_25092, AMPFI_21316	NEMVE03081, NEMVE10570
OG0001475	AMPFI_15659	NEMVE23631
OG0001476	AMPFI_07443, AMPFI_07837	NEMVE10280, NEMVE10281
OG0001477	AMPFI_17380	NEMVE12181, NEMVE14548
OG0001478	AMPFI_17948	NEMVE11979
OG0001479	AMPFI_06247	NEMVE06797, NEMVE06784
OG0001480	AMPFI_00476, AMPFI_21537	NEMVE16556
OG0001482	AMPFI_20329	NEMVE13241
OG0001483	AMPFI_21717, AMPFI_05890, AMPFI_08005	NEMVE23590
OG0001484	AMPFI_10813	NEMVE23070
OG0001486	AMPFI_03189	NEMVE22710
OG0001488	AMPFI_03583	NEMVE04734
OG0001488	AMPFI_03748	NEMVE04737
OG0001488	AMPFI_00093	NEMVE02200
OG0001488	AMPFI_21442	NEMVE02146
OG0001489	AMPFI_21994	NEMVE23571, NEMVE21444
OG0001492	AMPFI_14495	NEMVE17956
OG0001493	AMPFI_23286, AMPFI_21759	NEMVE14619
OG0001495	AMPFI_01445	NEMVE15483
OG0001496	AMPFI_04050	NEMVE13319
OG0001500	AMPFI_22915, AMPFI_03212	NEMVE07759
OG0001501	AMPFI_02881	NEMVE20248, NEMVE10383
OG0001501	AMPFI_04091, AMPFI_20063, AMPFI_19980	NEMVE02681
OG0001502	AMPFI_02061	NEMVE06312
OG0001503	AMPFI_03346	NEMVE13535
OG0001503	AMPFI_06513	NEMVE15019
OG0001505	AMPFI_04877, AMPFI_09677	NEMVE14234
OG0001506	AMPFI_22691	NEMVE16287
OG0001507	AMPFI_03792	NEMVE18318
OG0001507	AMPFI_02586, AMPFI_16748	NEMVE01058
OG0001508	AMPFI_01605	NEMVE06884
OG0001509	AMPFI_22351	NEMVE01491
OG0001509	AMPFI_24011	NEMVE23903
OG0001510	AMPFI_24135	NEMVE00716, NEMVE23759
OG0001511	AMPFI_24393	NEMVE06177
OG0001512	AMPFI_20643	NEMVE14517
OG0001513	AMPFI_05914	NEMVE06330
OG0001513	AMPFI_05082	NEMVE06320
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	NEMVE23626
OG0001517	AMPFI_19672	NEMVE14577, NEMVE14581
OG0001518	AMPFI_20936	NEMVE10672
OG0001520	AMPFI_06123	NEMVE06996
OG0001522	AMPFI_05516	NEMVE03232
OG0001523	AMPFI_21945	NEMVE04670
OG0001524	AMPFI_12143	NEMVE25396
OG0001524	AMPFI_24831	NEMVE05484
OG0001525	AMPFI_18416	NEMVE02407
OG0001527	AMPFI_06183	NEMVE14422
OG0001527	AMPFI_10281	NEMVE03078
OG0001528	AMPFI_20250	NEMVE14401
OG0001529	AMPFI_24259	NEMVE02084, NEMVE24342
OG0001530	AMPFI_20395, AMPFI_21100, AMPFI_17451, AMPFI_04325	NEMVE08975
OG0001531	AMPFI_13148	NEMVE05034
OG0001531	AMPFI_17638	NEMVE22954
OG0001532	AMPFI_06472	NEMVE02971
OG0001534	AMPFI_24532, AMPFI_01303, AMPFI_12321	NEMVE00470
OG0001536	AMPFI_24601	NEMVE11894, NEMVE05661
OG0001537	AMPFI_14693, AMPFI_14694	NEMVE23147
OG0001538	AMPFI_06922	NEMVE11486
OG0001546	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267	NEMVE08644
OG0001550	AMPFI_12309, AMPFI_21451	NEMVE19108, NEMVE17874
OG0001551	AMPFI_18500	NEMVE01664
OG0001552	AMPFI_21436	NEMVE15633
OG0001553	AMPFI_24765	NEMVE15083
OG0001554	AMPFI_06413	NEMVE07256
OG0001558	AMPFI_15140	NEMVE08767
OG0001559	AMPFI_05445	NEMVE10463
OG0001560	AMPFI_08835	NEMVE07241
OG0001561	AMPFI_06589	NEMVE13680
OG0001563	AMPFI_13947, AMPFI_22270	NEMVE09315, NEMVE16630, NEMVE15254
OG0001564	AMPFI_01949, AMPFI_20454	NEMVE01813
OG0001567	AMPFI_05324	NEMVE07133
OG0001568	AMPFI_05220	NEMVE12145, NEMVE13029, NEMVE04566
OG0001569	AMPFI_09953	NEMVE22103
OG0001570	AMPFI_12961	NEMVE10457, NEMVE19638
OG0001571	AMPFI_18530	NEMVE05898
OG0001572	AMPFI_12157	NEMVE21698
OG0001572	AMPFI_15021	NEMVE14084
OG0001573	AMPFI_05942	NEMVE05590
OG0001574	AMPFI_09279	NEMVE24808
OG0001575	AMPFI_15706	NEMVE08150
OG0001576	AMPFI_16525	NEMVE10771
OG0001577	AMPFI_25892, AMPFI_07336	NEMVE14595
OG0001578	AMPFI_11954	NEMVE02073
OG0001580	AMPFI_13898	NEMVE04880
OG0001581	AMPFI_14541, AMPFI_22362	NEMVE09495, NEMVE13982, NEMVE20122
OG0001582	AMPFI_01796, AMPFI_13928	NEMVE14586, NEMVE16677
OG0001583	AMPFI_20716	NEMVE12298, NEMVE07434
OG0001584	AMPFI_22734	NEMVE03502
OG0001588	AMPFI_02082, AMPFI_14208, AMPFI_03229, AMPFI_20258, AMPFI_23578, AMPFI_14929	NEMVE09735, NEMVE02707, NEMVE02610, NEMVE02611
OG0001589	AMPFI_03776, AMPFI_14809, AMPFI_11604	NEMVE15586
OG0001590	AMPFI_24468	NEMVE15049
OG0001591	AMPFI_11783, AMPFI_11782	NEMVE19630
OG0001592	AMPFI_20340, AMPFI_22753	NEMVE14685
OG0001593	AMPFI_15712	NEMVE07459
OG0001594	AMPFI_13904	NEMVE00343
OG0001594	AMPFI_25650	NEMVE13600
OG0001594	AMPFI_18261, AMPFI_11597	NEMVE22378
OG0001596	AMPFI_14311, AMPFI_21924	NEMVE06150
OG0001596	AMPFI_21524	NEMVE06132
OG0001597	AMPFI_13604	NEMVE17805
OG0001597	AMPFI_12341	NEMVE07623
OG0001599	AMPFI_03121	NEMVE14138
OG0001600	AMPFI_10540	NEMVE09547
OG0001602	AMPFI_16253, AMPFI_00833, AMPFI_23527	NEMVE04820
OG0001603	AMPFI_09372	NEMVE00310
OG0001604	AMPFI_07862, AMPFI_04179	NEMVE20359, NEMVE13990
OG0001604	AMPFI_13911	NEMVE01133
OG0001605	AMPFI_24911	NEMVE21422
OG0001605	AMPFI_18083	NEMVE17315
OG0001606	AMPFI_03478	NEMVE14918
OG0001609	AMPFI_10765	NEMVE17441
OG0001609	AMPFI_06902	NEMVE13471
OG0001610	AMPFI_05189	NEMVE21979
OG0001611	AMPFI_12536	NEMVE04740
OG0001612	AMPFI_24849	NEMVE00916
OG0001614	AMPFI_14043	NEMVE02024
OG0001614	AMPFI_09076	NEMVE09707, NEMVE14265
