Orthogroup	AMPFI_ok	CAEEL
OG0001296	AMPFI_12346	CAEEL00003, CAEEL14758
OG0001300	AMPFI_08329	CAEEL09562
OG0001302	AMPFI_16649, AMPFI_15529	CAEEL01736
OG0001302	AMPFI_08047	CAEEL12633
OG0001304	AMPFI_08298, AMPFI_10342	CAEEL00728
OG0001305	AMPFI_00755	CAEEL19700
OG0001306	AMPFI_19010	CAEEL05042
OG0001306	AMPFI_08010, AMPFI_21641	CAEEL06741
OG0001310	AMPFI_22226, AMPFI_04482, AMPFI_16368	CAEEL16286
OG0001315	AMPFI_19734, AMPFI_21563, AMPFI_03331	CAEEL20540
OG0001318	AMPFI_07561	CAEEL06153
OG0001318	AMPFI_11299	CAEEL02686
OG0001319	AMPFI_11777	CAEEL15967
OG0001320	AMPFI_25009, AMPFI_10016	CAEEL02958
OG0001320	AMPFI_00452	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001323	AMPFI_21599	CAEEL15888
OG0001324	AMPFI_04915	CAEEL11902
OG0001325	AMPFI_10346	CAEEL12980
OG0001326	AMPFI_12886	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	AMPFI_15522	CAEEL12070
OG0001329	AMPFI_21747	CAEEL03625, CAEEL07934
OG0001330	AMPFI_05140	CAEEL07772
OG0001332	AMPFI_20259	CAEEL00462, CAEEL09523, CAEEL04986, CAEEL04987
OG0001333	AMPFI_00843, AMPFI_13930	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001335	AMPFI_02356, AMPFI_10205	CAEEL01950
OG0001339	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490	CAEEL01555
OG0001341	AMPFI_18936, AMPFI_14355, AMPFI_06570, AMPFI_10755, AMPFI_01027	CAEEL12273
OG0001344	AMPFI_22417	CAEEL12166
OG0001348	AMPFI_00159	CAEEL20290
OG0001350	AMPFI_25832	CAEEL06068
OG0001353	AMPFI_10664	CAEEL07231
OG0001355	AMPFI_14446	CAEEL19633
OG0001356	AMPFI_01615	CAEEL10619
OG0001357	AMPFI_24417	CAEEL15128
OG0001360	AMPFI_21614	CAEEL17002, CAEEL19681, CAEEL19680
OG0001363	AMPFI_00070, AMPFI_09800, AMPFI_08365, AMPFI_02799, AMPFI_04841, AMPFI_18618	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	AMPFI_02281, AMPFI_19179, AMPFI_14823, AMPFI_11134	CAEEL16269
OG0001366	AMPFI_17877, AMPFI_02545	CAEEL07140
OG0001367	AMPFI_02161, AMPFI_22268	CAEEL16176
OG0001368	AMPFI_11158	CAEEL15247
OG0001369	AMPFI_22208	CAEEL05836
OG0001370	AMPFI_06706	CAEEL19838
OG0001370	AMPFI_09461	CAEEL11201
OG0001372	AMPFI_21335	CAEEL04824, CAEEL16917
OG0001372	AMPFI_18921	CAEEL01785
OG0001373	AMPFI_00190	CAEEL18831
OG0001374	AMPFI_17974	CAEEL02048
OG0001375	AMPFI_06104	CAEEL01718
OG0001376	AMPFI_21697	CAEEL18806
OG0001378	AMPFI_15247	CAEEL01898
OG0001379	AMPFI_14320	CAEEL20800, CAEEL08440
OG0001380	AMPFI_08147	CAEEL07027
OG0001381	AMPFI_12006	CAEEL01510
OG0001383	AMPFI_07068, AMPFI_11555	CAEEL18479
OG0001387	AMPFI_00234, AMPFI_22448	CAEEL01449, CAEEL05040, CAEEL06498
OG0001388	AMPFI_11567, AMPFI_07764, AMPFI_16897	CAEEL06695
OG0001389	AMPFI_05693, AMPFI_24952	CAEEL06582
OG0001394	AMPFI_09024	CAEEL16146
OG0001395	AMPFI_24070	CAEEL01604
OG0001397	AMPFI_21706	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	AMPFI_17878, AMPFI_10775	CAEEL19290
OG0001398	AMPFI_06855	CAEEL14339
OG0001399	AMPFI_07188, AMPFI_21935	CAEEL00972
OG0001402	AMPFI_26005	CAEEL04844, CAEEL04850
OG0001404	AMPFI_17704, AMPFI_18013	CAEEL15778
OG0001405	AMPFI_15743	CAEEL00987
OG0001405	AMPFI_16561	CAEEL02297
OG0001408	AMPFI_21365	CAEEL19513
OG0001409	AMPFI_10191	CAEEL02567
OG0001410	AMPFI_02616	CAEEL16277
OG0001411	AMPFI_10031	CAEEL07405
OG0001413	AMPFI_15619	CAEEL08368
OG0001413	AMPFI_20583, AMPFI_22440	CAEEL04716
OG0001414	AMPFI_02896	CAEEL15043
OG0001414	AMPFI_24645, AMPFI_20423	CAEEL13823
OG0001415	AMPFI_17043	CAEEL07146
OG0001416	AMPFI_14850	CAEEL04141, CAEEL04142
OG0001417	AMPFI_02655	CAEEL02921
OG0001418	AMPFI_15591	CAEEL11722
OG0001421	AMPFI_22931	CAEEL14241
OG0001422	AMPFI_23699	CAEEL06778
OG0001423	AMPFI_19050, AMPFI_22796	CAEEL18493
OG0001424	AMPFI_01906	CAEEL12121
OG0001425	AMPFI_13079	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	AMPFI_07973	CAEEL06005, CAEEL06004
OG0001427	AMPFI_07391	CAEEL17428, CAEEL17430, CAEEL05861
OG0001428	AMPFI_11938	CAEEL05279
OG0001430	AMPFI_07622	CAEEL14236
OG0001431	AMPFI_11117	CAEEL01932, CAEEL07478
OG0001432	AMPFI_20982, AMPFI_07409	CAEEL18746
OG0001433	AMPFI_00657	CAEEL01226
OG0001437	AMPFI_07780, AMPFI_13432, AMPFI_20020	CAEEL01346, CAEEL01345
OG0001445	AMPFI_06828	CAEEL10043, CAEEL10044
OG0001446	AMPFI_19480, AMPFI_18957	CAEEL19040, CAEEL19039
OG0001449	AMPFI_17066	CAEEL05216
OG0001452	AMPFI_17582	CAEEL02837
OG0001454	AMPFI_18370	CAEEL07513
OG0001455	AMPFI_16555	CAEEL04493
OG0001459	AMPFI_19783	CAEEL20135, CAEEL17975
OG0001460	AMPFI_01461	CAEEL11040, CAEEL11027
OG0001461	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344	CAEEL09368
OG0001464	AMPFI_22525, AMPFI_17212	CAEEL07180
OG0001466	AMPFI_23243, AMPFI_06839	CAEEL00165
OG0001467	AMPFI_21779	CAEEL08160, CAEEL08126
OG0001468	AMPFI_19331	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	AMPFI_05229	CAEEL06147
OG0001469	AMPFI_24846, AMPFI_02483	CAEEL06502
OG0001472	AMPFI_01053	CAEEL07491
OG0001472	AMPFI_03075, AMPFI_01967	CAEEL02663
OG0001473	AMPFI_01823	CAEEL15728, CAEEL16017
OG0001474	AMPFI_25092, AMPFI_21316	CAEEL07328
OG0001475	AMPFI_15659	CAEEL05298
OG0001476	AMPFI_07443, AMPFI_07837	CAEEL00667
OG0001478	AMPFI_01874, AMPFI_18015, AMPFI_17948	CAEEL11433
OG0001479	AMPFI_06247	CAEEL19245
OG0001480	AMPFI_00476, AMPFI_21537	CAEEL01047
OG0001482	AMPFI_20329	CAEEL08859
OG0001484	AMPFI_09544, AMPFI_10813	CAEEL01076, CAEEL01075
OG0001486	AMPFI_03189	CAEEL06199
OG0001489	AMPFI_21994	CAEEL05101
OG0001490	AMPFI_13984	CAEEL16486
OG0001492	AMPFI_14495	CAEEL08792
OG0001493	AMPFI_21759	CAEEL18137, CAEEL03082, CAEEL11731
OG0001500	AMPFI_22915, AMPFI_03212	CAEEL11009
OG0001501	AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980	CAEEL00103
OG0001502	AMPFI_02061	CAEEL06434, CAEEL06435
OG0001503	AMPFI_03346	CAEEL04111
OG0001503	AMPFI_06513	CAEEL08520
OG0001504	AMPFI_14749	CAEEL05392
OG0001505	AMPFI_04877, AMPFI_09677	CAEEL05185, CAEEL08607
OG0001506	AMPFI_22691	CAEEL04371
OG0001507	AMPFI_03792	CAEEL02101
OG0001508	AMPFI_01605	CAEEL19670
OG0001510	AMPFI_24135	CAEEL19165
OG0001512	AMPFI_20643	CAEEL01283
OG0001513	AMPFI_05082	CAEEL08114
OG0001514	AMPFI_07458	CAEEL18917
OG0001515	AMPFI_22558	CAEEL07598
OG0001516	AMPFI_17534, AMPFI_22070, AMPFI_04046	CAEEL05831
OG0001517	AMPFI_19672	CAEEL20700
OG0001522	AMPFI_05516, AMPFI_18320, AMPFI_13603	CAEEL01881
OG0001523	AMPFI_21945	CAEEL20306
OG0001524	AMPFI_24831	CAEEL18987, CAEEL00715
OG0001525	AMPFI_18416	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001527	AMPFI_06183	CAEEL08026
OG0001527	AMPFI_10281	CAEEL02029
OG0001528	AMPFI_20250	CAEEL20795
OG0001529	AMPFI_24259	CAEEL01822, CAEEL20748, CAEEL06896
OG0001531	AMPFI_13148	CAEEL08503
OG0001532	AMPFI_06472	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	AMPFI_11865	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	AMPFI_24601	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	AMPFI_06922	CAEEL15530
OG0001546	AMPFI_24267	CAEEL14468
OG0001549	AMPFI_04433	CAEEL18956
OG0001551	AMPFI_18500	CAEEL13359
OG0001552	AMPFI_21436	CAEEL09513
OG0001553	AMPFI_24765	CAEEL10745
OG0001554	AMPFI_06413	CAEEL00812
OG0001555	AMPFI_20766, AMPFI_04413, AMPFI_22141	CAEEL17420, CAEEL04181
OG0001557	AMPFI_09537	CAEEL09005
OG0001558	AMPFI_15140	CAEEL05103, CAEEL08374
OG0001559	AMPFI_05445	CAEEL16062
OG0001560	AMPFI_08835	CAEEL01011
OG0001561	AMPFI_06589	CAEEL11007
OG0001567	AMPFI_05324	CAEEL04524
OG0001568	AMPFI_05220	CAEEL15339
OG0001570	AMPFI_12961	CAEEL11034
OG0001572	AMPFI_12157	CAEEL00311
OG0001575	AMPFI_15706	CAEEL09642
OG0001576	AMPFI_22659, AMPFI_16525	CAEEL00120
OG0001578	AMPFI_11954	CAEEL10814, CAEEL18928
OG0001580	AMPFI_13898	CAEEL02579
OG0001581	AMPFI_14541, AMPFI_22362	CAEEL09430, CAEEL13347, CAEEL16915
OG0001582	AMPFI_01796, AMPFI_13928	CAEEL07031, CAEEL00211
OG0001583	AMPFI_20716	CAEEL19802
OG0001584	AMPFI_15798	CAEEL09032
OG0001589	AMPFI_11604	CAEEL18417
OG0001590	AMPFI_24468	CAEEL15262, CAEEL15263
OG0001593	AMPFI_15712	CAEEL02963, CAEEL13946
OG0001594	AMPFI_13904	CAEEL08545
OG0001594	AMPFI_18261, AMPFI_11597	CAEEL04807, CAEEL04125
OG0001596	AMPFI_14311, AMPFI_21924	CAEEL10536
OG0001597	AMPFI_13604	CAEEL10283
OG0001599	AMPFI_03121	CAEEL20479
OG0001602	AMPFI_16253, AMPFI_00833, AMPFI_23527	CAEEL18101
OG0001604	AMPFI_07862, AMPFI_04179, AMPFI_13911	CAEEL04879
OG0001605	AMPFI_24911	CAEEL09382
OG0001606	AMPFI_03478	CAEEL15795
OG0001608	AMPFI_07127	CAEEL02190, CAEEL02191
OG0001609	AMPFI_10765	CAEEL19774
OG0001609	AMPFI_06902	CAEEL10790
OG0001610	AMPFI_05189	CAEEL02035, CAEEL20252
OG0001611	AMPFI_12536	CAEEL15699
OG0001614	AMPFI_14043	CAEEL01012
OG0001620	AMPFI_12324	CAEEL18514, CAEEL18862
OG0001621	AMPFI_09527	CAEEL08615
OG0001627	AMPFI_13242, AMPFI_22299	CAEEL00684
OG0001628	AMPFI_23293, AMPFI_19870, AMPFI_15107, AMPFI_14676, AMPFI_12805	CAEEL00193
OG0001629	AMPFI_05227	CAEEL19941
OG0001630	AMPFI_09150	CAEEL05563
OG0001632	AMPFI_15399	CAEEL16035
OG0001635	AMPFI_19476	CAEEL08024
OG0001638	AMPFI_08503	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	AMPFI_16472, AMPFI_03375, AMPFI_17177	CAEEL10788
OG0001641	AMPFI_08722	CAEEL00743
OG0001642	AMPFI_15628	CAEEL15818
OG0001651	AMPFI_03860	CAEEL10611
OG0001652	AMPFI_17438, AMPFI_03475	CAEEL15806
OG0001653	AMPFI_18635	CAEEL03026
OG0001654	AMPFI_05689	CAEEL20359, CAEEL20360
OG0001655	AMPFI_21729, AMPFI_16010	CAEEL05314
OG0001656	AMPFI_09616	CAEEL07456
OG0001657	AMPFI_11506	CAEEL08928, CAEEL08927
OG0001659	AMPFI_10173	CAEEL00855
OG0001661	AMPFI_03268, AMPFI_17995, AMPFI_16309	CAEEL14147
OG0001663	AMPFI_19928, AMPFI_14386	CAEEL10899, CAEEL10898
OG0001665	AMPFI_22180, AMPFI_01269, AMPFI_18705, AMPFI_12597	CAEEL07716
OG0001666	AMPFI_24481, AMPFI_12799, AMPFI_14898	CAEEL07781
OG0001668	AMPFI_06781	CAEEL00277
OG0001671	AMPFI_08592, AMPFI_08591, AMPFI_15852, AMPFI_16125, AMPFI_09893	CAEEL19781
OG0001672	AMPFI_19341	CAEEL08375
OG0001673	AMPFI_18848	CAEEL17134, CAEEL17133
OG0001673	AMPFI_05431	CAEEL02728
OG0001675	AMPFI_04125	CAEEL00808
OG0001676	AMPFI_10805	CAEEL01617
OG0001677	AMPFI_23211	CAEEL07860
OG0001679	AMPFI_09908, AMPFI_15820, AMPFI_01883	CAEEL18912
OG0001680	AMPFI_18352	CAEEL15664
OG0001682	AMPFI_12014	CAEEL17995
OG0001683	AMPFI_22061	CAEEL00875
OG0001684	AMPFI_22117	CAEEL08266
OG0001684	AMPFI_24253	CAEEL08513, CAEEL19560
OG0001685	AMPFI_05011	CAEEL06629, CAEEL19461
OG0001688	AMPFI_10724	CAEEL06653
OG0001689	AMPFI_23147	CAEEL08769
OG0001690	AMPFI_25400, AMPFI_12711, AMPFI_20974, AMPFI_20761	CAEEL02923
OG0001691	AMPFI_08102, AMPFI_00359	CAEEL09136, CAEEL09137
OG0001706	AMPFI_00734	CAEEL00824
OG0001707	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732, AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071	CAEEL18144, CAEEL17802
OG0001709	AMPFI_24047	CAEEL07646, CAEEL07650
OG0001710	AMPFI_18639, AMPFI_00172	CAEEL11053
OG0001711	AMPFI_23859, AMPFI_17093	CAEEL15052
OG0001713	AMPFI_07986	CAEEL02704
OG0001714	AMPFI_05879	CAEEL12772
OG0001714	AMPFI_12759	CAEEL15825
OG0001718	AMPFI_26075, AMPFI_15984	CAEEL12769
OG0001720	AMPFI_01920	CAEEL07819
OG0001721	AMPFI_11273	CAEEL10104, CAEEL11043
OG0001724	AMPFI_12909, AMPFI_21586	CAEEL00188, CAEEL09412
OG0001726	AMPFI_23403	CAEEL15546
OG0001727	AMPFI_09267	CAEEL15354
OG0001728	AMPFI_01049	CAEEL20444
OG0001730	AMPFI_09157	CAEEL04519
OG0001731	AMPFI_24445	CAEEL19569
OG0001732	AMPFI_05707, AMPFI_19074	CAEEL05337
OG0001733	AMPFI_08124	CAEEL11586
OG0001734	AMPFI_02431, AMPFI_02529	CAEEL11289
OG0001735	AMPFI_02680	CAEEL08598
OG0001736	AMPFI_04077	CAEEL20331
OG0001736	AMPFI_10858	CAEEL15724, CAEEL15493
OG0001738	AMPFI_08169	CAEEL09745, CAEEL09746
OG0001739	AMPFI_18533	CAEEL10953
OG0001743	AMPFI_21237	CAEEL18830
OG0001744	AMPFI_19292	CAEEL18540
OG0001746	AMPFI_09609	CAEEL09374
OG0001747	AMPFI_21460, AMPFI_03962	CAEEL13414, CAEEL14611, CAEEL15557
OG0001749	AMPFI_19296	CAEEL07118
OG0001750	AMPFI_12484	CAEEL08294
OG0001755	AMPFI_19529	CAEEL12716
OG0001756	AMPFI_19308, AMPFI_09088	CAEEL02757
OG0001758	AMPFI_22682, AMPFI_05121, AMPFI_08230, AMPFI_04712, AMPFI_10363, AMPFI_04809	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001768	AMPFI_02419	CAEEL10363
OG0001769	AMPFI_17583	CAEEL12367
OG0001770	AMPFI_16335	CAEEL12180
OG0001774	AMPFI_10680	CAEEL07377, CAEEL01266
OG0001775	AMPFI_09788	CAEEL01757
OG0001776	AMPFI_14879	CAEEL20827
OG0001777	AMPFI_14080	CAEEL07037
OG0001778	AMPFI_05245	CAEEL00649
OG0001780	AMPFI_07742	CAEEL12979
OG0001781	AMPFI_23560	CAEEL04378
OG0001781	AMPFI_08314	CAEEL06468
OG0001782	AMPFI_12965	CAEEL11605
OG0001783	AMPFI_01182	CAEEL18807
OG0001785	AMPFI_16195, AMPFI_02986, AMPFI_16358	CAEEL10450, CAEEL07502
OG0001785	AMPFI_11500	CAEEL07424
OG0001787	AMPFI_25681	CAEEL07669
OG0001792	AMPFI_07829	CAEEL00159
OG0001793	AMPFI_08492	CAEEL07806
OG0001797	AMPFI_22232, AMPFI_16217, AMPFI_16614	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	AMPFI_13433	CAEEL02504
OG0001799	AMPFI_22445	CAEEL07172
OG0001800	AMPFI_11453	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	AMPFI_11465	CAEEL10422, CAEEL19401
OG0001808	AMPFI_01463	CAEEL18904
OG0001808	AMPFI_10214	CAEEL17962
OG0001809	AMPFI_15697	CAEEL18133
OG0001810	AMPFI_19617	CAEEL00534
OG0001816	AMPFI_15030	CAEEL05710
OG0001818	AMPFI_13689	CAEEL16460
OG0001819	AMPFI_01254	CAEEL08110
OG0001820	AMPFI_19349	CAEEL00161
OG0001822	AMPFI_12887	CAEEL14275, CAEEL14276
OG0001823	AMPFI_19202	CAEEL18465
OG0001824	AMPFI_19143, AMPFI_18005, AMPFI_02433	CAEEL20525
OG0001825	AMPFI_16509	CAEEL00895
OG0001827	AMPFI_12500	CAEEL12511
OG0001828	AMPFI_14487	CAEEL07411
OG0001830	AMPFI_00628	CAEEL00742
OG0001831	AMPFI_22534, AMPFI_24544	CAEEL10161, CAEEL19257
OG0001832	AMPFI_01169	CAEEL05995
OG0001834	AMPFI_07413	CAEEL08270
OG0001835	AMPFI_23564	CAEEL15709
OG0001846	AMPFI_05493	CAEEL02581, CAEEL02580
OG0001849	AMPFI_09620	CAEEL04779
OG0001849	AMPFI_25919, AMPFI_01435	CAEEL07132
OG0001850	AMPFI_19567, AMPFI_02254, AMPFI_21066	CAEEL04901
OG0001852	AMPFI_09915	CAEEL10571
OG0001853	AMPFI_25436	CAEEL00334, CAEEL01622
OG0001854	AMPFI_15993, AMPFI_13024	CAEEL12618
OG0001857	AMPFI_05151	CAEEL04635
OG0001860	AMPFI_06272	CAEEL19534
OG0001861	AMPFI_02118	CAEEL19043
OG0001862	AMPFI_00240	CAEEL07094
OG0001863	AMPFI_13121	CAEEL11286
OG0001864	AMPFI_00388	CAEEL00359
OG0001865	AMPFI_08697	CAEEL08319
OG0001867	AMPFI_05628	CAEEL18932
OG0001869	AMPFI_03173	CAEEL04506
OG0001870	AMPFI_13982	CAEEL18619
OG0001872	AMPFI_00865	CAEEL20718
OG0001873	AMPFI_03890	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	AMPFI_11538	CAEEL00933
OG0001875	AMPFI_06025	CAEEL09917
OG0001876	AMPFI_19823, AMPFI_19536, AMPFI_16540	CAEEL11614
OG0001878	AMPFI_00022	CAEEL07138
OG0001879	AMPFI_09991	CAEEL07021, CAEEL20524, CAEEL09154
OG0001881	AMPFI_23664	CAEEL18890
OG0001883	AMPFI_12079	CAEEL19810
OG0001884	AMPFI_08790	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	AMPFI_21596	CAEEL20566, CAEEL20351
OG0001888	AMPFI_13172, AMPFI_06802	CAEEL18672, CAEEL11639
OG0001889	AMPFI_19720	CAEEL11129, CAEEL11128
OG0001890	AMPFI_12534	CAEEL18655
OG0001895	AMPFI_06234	CAEEL00352, CAEEL16104
OG0001897	AMPFI_11385	CAEEL00130
OG0001898	AMPFI_24797, AMPFI_19357, AMPFI_23331	CAEEL15099
OG0001899	AMPFI_14699	CAEEL14131
OG0001900	AMPFI_14979, AMPFI_14680, AMPFI_22311, AMPFI_02765, AMPFI_06753	CAEEL16160
OG0001903	AMPFI_22480	CAEEL12995
OG0001913	AMPFI_20028	CAEEL00139
OG0001914	AMPFI_03280, AMPFI_16420	CAEEL15938
OG0001915	AMPFI_24256	CAEEL10189
OG0001916	AMPFI_05143	CAEEL14482
OG0001916	AMPFI_00220	CAEEL07131
OG0001917	AMPFI_25940	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	AMPFI_18720, AMPFI_24620	CAEEL07844
OG0001919	AMPFI_20817	CAEEL18092
OG0001920	AMPFI_08261	CAEEL03600
OG0001923	AMPFI_05606	CAEEL00866, CAEEL02499
OG0001926	AMPFI_12255	CAEEL05295
OG0001928	AMPFI_03201	CAEEL19148
OG0001930	AMPFI_11064	CAEEL01812
OG0001932	AMPFI_22509	CAEEL18548, CAEEL17132
OG0001934	AMPFI_10308	CAEEL04980, CAEEL04981
OG0001935	AMPFI_16321	CAEEL01455
OG0001939	AMPFI_25514	CAEEL05317
OG0001940	AMPFI_23874	CAEEL08846
OG0001945	AMPFI_00770, AMPFI_12531	CAEEL05071
OG0001946	AMPFI_08294	CAEEL11023
OG0001947	AMPFI_19758	CAEEL20697
OG0001948	AMPFI_02982	CAEEL15692
OG0001949	AMPFI_14432	CAEEL19721
OG0001950	AMPFI_03608	CAEEL05818
OG0001951	AMPFI_06568	CAEEL08644, CAEEL02798
OG0001952	AMPFI_12492	CAEEL00959
OG0001953	AMPFI_16409	CAEEL01457
OG0001956	AMPFI_00676	CAEEL07023
OG0001958	AMPFI_00496	CAEEL19146
OG0001961	AMPFI_18694	CAEEL11703
OG0001963	AMPFI_06610	CAEEL09651
OG0001964	AMPFI_15416	CAEEL12015, CAEEL18880
OG0001965	AMPFI_25846	CAEEL15340
OG0001966	AMPFI_23585, AMPFI_04379	CAEEL15352, CAEEL06723
OG0001968	AMPFI_02828	CAEEL10639
OG0001969	AMPFI_20288	CAEEL09244, CAEEL09472, CAEEL00361
OG0001971	AMPFI_13714	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	AMPFI_21573	CAEEL10261
OG0001985	AMPFI_00548	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	AMPFI_15909	CAEEL06766
OG0001988	AMPFI_17891	CAEEL02095
OG0001989	AMPFI_13109	CAEEL20436
OG0001990	AMPFI_22626, AMPFI_02181	CAEEL18486
OG0001992	AMPFI_09449	CAEEL00543
OG0001994	AMPFI_17060	CAEEL19344, CAEEL02372
OG0001998	AMPFI_11941	CAEEL08296
OG0002000	AMPFI_07619, AMPFI_12151	CAEEL08459
OG0002001	AMPFI_02709	CAEEL07856
OG0002002	AMPFI_00081	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	AMPFI_24835	CAEEL18663
OG0002004	AMPFI_00749	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550
OG0002005	AMPFI_08128	CAEEL10504
OG0002006	AMPFI_06516	CAEEL16051, CAEEL18232
OG0002008	AMPFI_22453, AMPFI_06546	CAEEL11706
OG0002009	AMPFI_08474, AMPFI_11951, AMPFI_13652	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	AMPFI_05538	CAEEL06587, CAEEL01459
OG0002013	AMPFI_00191, AMPFI_10559, AMPFI_10560	CAEEL00803, CAEEL01317
OG0002015	AMPFI_07020	CAEEL07232
OG0002016	AMPFI_07033	CAEEL10751
OG0002017	AMPFI_20559	CAEEL04551
OG0002018	AMPFI_23650	CAEEL08242
OG0002020	AMPFI_07498, AMPFI_07314	CAEEL20282
OG0002023	AMPFI_10310, AMPFI_25831	CAEEL12418
OG0002025	AMPFI_05377	CAEEL01720
OG0002026	AMPFI_00510, AMPFI_07639	CAEEL09267
OG0002027	AMPFI_12845	CAEEL19841
OG0002031	AMPFI_08223	CAEEL07288
OG0002032	AMPFI_07992	CAEEL15092
OG0002035	AMPFI_01549	CAEEL04843, CAEEL04846
OG0002036	AMPFI_17675	CAEEL17432
OG0002042	AMPFI_06985	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	AMPFI_11574	CAEEL01497
OG0002057	AMPFI_07261, AMPFI_19509	CAEEL04582, CAEEL04584
OG0002058	AMPFI_08457, AMPFI_00532, AMPFI_12631	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570
OG0002059	AMPFI_12396	CAEEL20695
OG0002062	AMPFI_20199	CAEEL01567
OG0002063	AMPFI_24725	CAEEL01336
OG0002064	AMPFI_02057, AMPFI_04113	CAEEL17790
OG0002067	AMPFI_16394	CAEEL08430
OG0002068	AMPFI_21310	CAEEL15280
OG0002073	AMPFI_25365	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	AMPFI_01458	CAEEL18383
OG0002075	AMPFI_02738	CAEEL15213
OG0002076	AMPFI_24244	CAEEL17850
OG0002077	AMPFI_10995	CAEEL08392
OG0002079	AMPFI_23455	CAEEL07901
OG0002080	AMPFI_00131, AMPFI_15363	CAEEL03246, CAEEL12691
OG0002081	AMPFI_19669, AMPFI_25653	CAEEL14941, CAEEL14928
OG0002085	AMPFI_25343	CAEEL11230, CAEEL11229
OG0002086	AMPFI_07571	CAEEL01985
OG0002087	AMPFI_07836	CAEEL07742
OG0002089	AMPFI_25949	CAEEL13352
OG0002089	AMPFI_01974	CAEEL00011, CAEEL11035, CAEEL17973
OG0002090	AMPFI_10383	CAEEL00790
OG0002094	AMPFI_06144	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002097	AMPFI_09945	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	AMPFI_19251, AMPFI_11854	CAEEL05221
OG0002101	AMPFI_12592, AMPFI_10537	CAEEL04990
OG0002102	AMPFI_10163	CAEEL20714
OG0002103	AMPFI_02167, AMPFI_02166	CAEEL16392, CAEEL16394
OG0002104	AMPFI_09366, AMPFI_09367	CAEEL08654
OG0002105	AMPFI_11643	CAEEL18772
OG0002106	AMPFI_23682	CAEEL18235, CAEEL08825
OG0002107	AMPFI_02795	CAEEL07845
OG0002108	AMPFI_14729	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	AMPFI_14982, AMPFI_20626	CAEEL09431
OG0002123	AMPFI_13795	CAEEL05315
OG0002124	AMPFI_19622, AMPFI_11396, AMPFI_17930	CAEEL05107
OG0002125	AMPFI_14988	CAEEL10327
OG0002125	AMPFI_19443, AMPFI_19550	CAEEL06344
OG0002131	AMPFI_11577	CAEEL00336
OG0002135	AMPFI_21688	CAEEL01398, CAEEL15762
OG0002136	AMPFI_16117	CAEEL12257
OG0002139	AMPFI_09567	CAEEL15822
OG0002142	AMPFI_05160	CAEEL01037
OG0002144	AMPFI_07287, AMPFI_05043	CAEEL08787
OG0002145	AMPFI_10121	CAEEL00125
OG0002146	AMPFI_05844	CAEEL10604
OG0002147	AMPFI_12842, AMPFI_03644, AMPFI_12841	CAEEL05229
OG0002148	AMPFI_23168	CAEEL13205
OG0002149	AMPFI_04102	CAEEL09018, CAEEL08046
OG0002150	AMPFI_15348	CAEEL00860
OG0002151	AMPFI_09038	CAEEL19229
