Orthogroup	AMPFI_ok	CAEEL
OG0003368	AMPFI_10687	CAEEL04652
OG0003369	AMPFI_06268	CAEEL11911
OG0003370	AMPFI_12902	CAEEL19630, CAEEL09274
OG0003372	AMPFI_00013	CAEEL04956
OG0003374	AMPFI_21401	CAEEL09698
OG0003375	AMPFI_21891	CAEEL04860
OG0003378	AMPFI_07027	CAEEL04638
OG0003380	AMPFI_09994	CAEEL07698, CAEEL08643
OG0003384	AMPFI_15736	CAEEL12353
OG0003386	AMPFI_09487	CAEEL04616
OG0003387	AMPFI_04036	CAEEL12649, CAEEL12648
OG0003392	AMPFI_06246	CAEEL18713
OG0003394	AMPFI_18861	CAEEL09212
OG0003419	AMPFI_08900	CAEEL20583, CAEEL07865
OG0003421	AMPFI_09669	CAEEL18393
OG0003425	AMPFI_09816	CAEEL12188
OG0003426	AMPFI_00436	CAEEL06462
OG0003429	AMPFI_24807, AMPFI_20170	CAEEL00390
OG0003430	AMPFI_06485	CAEEL05290
OG0003433	AMPFI_08027	CAEEL17744
OG0003435	AMPFI_19921, AMPFI_14379	CAEEL04157
OG0003439	AMPFI_10791	CAEEL10524
OG0003443	AMPFI_21912	CAEEL18884
OG0003444	AMPFI_06726	CAEEL04842
OG0003448	AMPFI_23029	CAEEL01220
OG0003451	AMPFI_03894	CAEEL02776, CAEEL02805
OG0003452	AMPFI_22152	CAEEL02730
OG0003454	AMPFI_07469	CAEEL07771
OG0003455	AMPFI_09746	CAEEL01134
OG0003457	AMPFI_19507, AMPFI_22980	CAEEL19244
OG0003459	AMPFI_23502	CAEEL16050
OG0003460	AMPFI_09159	CAEEL19133
OG0003462	AMPFI_05379	CAEEL11837
OG0003463	AMPFI_25834	CAEEL07464
OG0003465	AMPFI_12228	CAEEL00222
OG0003466	AMPFI_12980, AMPFI_11213	CAEEL06482
OG0003467	AMPFI_25477, AMPFI_05595	CAEEL09664
OG0003468	AMPFI_07635	CAEEL10655
OG0003469	AMPFI_12359	CAEEL09108
OG0003472	AMPFI_06841	CAEEL07680, CAEEL07681
OG0003473	AMPFI_07801	CAEEL09171
OG0003475	AMPFI_21852, AMPFI_24738	CAEEL01731
OG0003476	AMPFI_21659	CAEEL11774
OG0003477	AMPFI_11760	CAEEL02502
OG0003478	AMPFI_13018	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	AMPFI_08938	CAEEL12384
OG0003480	AMPFI_07447	CAEEL01792
OG0003484	AMPFI_18735	CAEEL02712
OG0003486	AMPFI_16158	CAEEL04926
OG0003487	AMPFI_23106	CAEEL02123
OG0003489	AMPFI_24006	CAEEL00223
OG0003491	AMPFI_11101	CAEEL18627, CAEEL05479
OG0003496	AMPFI_21723	CAEEL01506
OG0003498	AMPFI_14554	CAEEL16452
OG0003500	AMPFI_12019	CAEEL01125
OG0003501	AMPFI_09583	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	AMPFI_22051	CAEEL02400, CAEEL02281
OG0003503	AMPFI_19098, AMPFI_05344	CAEEL04457, CAEEL04454
OG0003505	AMPFI_07475	CAEEL07950
OG0003506	AMPFI_14856	CAEEL05248
OG0003507	AMPFI_14147	CAEEL05679
OG0003508	AMPFI_00704, AMPFI_22615	CAEEL17418
OG0003509	AMPFI_07776	CAEEL04891
OG0003511	AMPFI_01623	CAEEL08351
OG0003513	AMPFI_21434	CAEEL07182
OG0003514	AMPFI_07562	CAEEL12733, CAEEL12734
OG0003515	AMPFI_20138	CAEEL06636
OG0003517	AMPFI_03039	CAEEL05196
OG0003518	AMPFI_13631	CAEEL01719
OG0003519	AMPFI_10068	CAEEL07239
OG0003522	AMPFI_15136	CAEEL06276
OG0003523	AMPFI_07760	CAEEL18694
OG0003524	AMPFI_02059, AMPFI_12429	CAEEL04264, CAEEL04265
OG0003526	AMPFI_06222	CAEEL16001
OG0003528	AMPFI_08029	CAEEL00365
OG0003531	AMPFI_10001	CAEEL15168, CAEEL18062
OG0003532	AMPFI_24750	CAEEL05027
OG0003538	AMPFI_21724, AMPFI_23397	CAEEL11099
OG0003539	AMPFI_00975	CAEEL05895
OG0003541	AMPFI_21493, AMPFI_04066, AMPFI_25161	CAEEL01632
OG0003542	AMPFI_06443	CAEEL01115
OG0003543	AMPFI_24581	CAEEL08637
OG0003544	AMPFI_19004, AMPFI_17826	CAEEL06236, CAEEL08896
OG0003545	AMPFI_15023, AMPFI_13578	CAEEL12984
OG0003548	AMPFI_24768	CAEEL19888
OG0003550	AMPFI_18741	CAEEL06728
OG0003551	AMPFI_07598	CAEEL05919
OG0003552	AMPFI_05955	CAEEL18151
OG0003554	AMPFI_22132	CAEEL05099
OG0003556	AMPFI_08098	CAEEL11919
OG0003560	AMPFI_04633	CAEEL04113
OG0003561	AMPFI_06137	CAEEL01643
OG0003562	AMPFI_06538	CAEEL19208, CAEEL04183
OG0003563	AMPFI_05251	CAEEL07782
OG0003564	AMPFI_08755	CAEEL18104
OG0003566	AMPFI_01090	CAEEL04245
OG0003567	AMPFI_14197, AMPFI_22713	CAEEL15549
OG0003570	AMPFI_06993	CAEEL08761
OG0003571	AMPFI_12433	CAEEL00659
OG0003573	AMPFI_10938	CAEEL10174, CAEEL18886
OG0003577	AMPFI_19335	CAEEL07169
OG0003578	AMPFI_08173	CAEEL08037
OG0003579	AMPFI_22532	CAEEL10103
OG0003597	AMPFI_11403	CAEEL05204
OG0003598	AMPFI_08091	CAEEL20069
OG0003599	AMPFI_03084	CAEEL01022
OG0003604	AMPFI_14560	CAEEL08873
OG0003606	AMPFI_02736	CAEEL01180
OG0003607	AMPFI_01035, AMPFI_08981	CAEEL05764
OG0003611	AMPFI_03674	CAEEL15351
OG0003612	AMPFI_22358, AMPFI_00951	CAEEL12107
OG0003613	AMPFI_14181	CAEEL10330
OG0003615	AMPFI_05633	CAEEL04572
OG0003618	AMPFI_07271	CAEEL10379
OG0003619	AMPFI_10351	CAEEL19948, CAEEL09130
OG0003620	AMPFI_09860	CAEEL05074
OG0003623	AMPFI_13962	CAEEL11847
OG0003624	AMPFI_03514	CAEEL11456
OG0003629	AMPFI_13944	CAEEL18064
OG0003630	AMPFI_13915	CAEEL01945
OG0003634	AMPFI_01365	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	AMPFI_07537	CAEEL14206
OG0003639	AMPFI_22785, AMPFI_14707	CAEEL07019
OG0003640	AMPFI_16498	CAEEL01151
OG0003641	AMPFI_07323	CAEEL02290
OG0003644	AMPFI_06306	CAEEL07060
OG0003645	AMPFI_16881	CAEEL08952
OG0003646	AMPFI_06564	CAEEL04268
OG0003647	AMPFI_00053	CAEEL08061
OG0003649	AMPFI_09951	CAEEL02106
OG0003650	AMPFI_12108	CAEEL01596
OG0003652	AMPFI_10927	CAEEL00198, CAEEL00197
OG0003655	AMPFI_08590	CAEEL01543
OG0003656	AMPFI_15780	CAEEL00717
OG0003658	AMPFI_13106	CAEEL17892
OG0003659	AMPFI_02966	CAEEL00820
OG0003660	AMPFI_24383, AMPFI_21513	CAEEL11348
OG0003661	AMPFI_09102	CAEEL11758
OG0003664	AMPFI_15265, AMPFI_25223	CAEEL10164
OG0003667	AMPFI_08073	CAEEL14775
OG0003668	AMPFI_07166	CAEEL09161, CAEEL09163
OG0003669	AMPFI_11157	CAEEL08786, CAEEL08784
OG0003672	AMPFI_09980	CAEEL12653
OG0003676	AMPFI_18881	CAEEL00672
OG0003677	AMPFI_07661	CAEEL08632
OG0003678	AMPFI_07460	CAEEL03764
OG0003679	AMPFI_07845	CAEEL14380
OG0003680	AMPFI_09842	CAEEL10627
OG0003681	AMPFI_19503	CAEEL03276
OG0003683	AMPFI_02901	CAEEL06697
OG0003686	AMPFI_07985	CAEEL01983
OG0003688	AMPFI_03029	CAEEL03025
OG0003689	AMPFI_14009	CAEEL07514
OG0003690	AMPFI_05747	CAEEL08798
OG0003692	AMPFI_03589	CAEEL09322
OG0003693	AMPFI_18222, AMPFI_02553	CAEEL09517
OG0003694	AMPFI_08303	CAEEL08779
OG0003695	AMPFI_15699	CAEEL18980
OG0003696	AMPFI_04491, AMPFI_03543	CAEEL15341
OG0003697	AMPFI_11115	CAEEL07546
OG0003698	AMPFI_19011	CAEEL05872
OG0003700	AMPFI_09947	CAEEL08489
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	CAEEL04838
OG0003702	AMPFI_15283	CAEEL19917
OG0003704	AMPFI_14195	CAEEL02747
OG0003708	AMPFI_12625	CAEEL02697, CAEEL19979
OG0003710	AMPFI_12106, AMPFI_01123	CAEEL05057
OG0003712	AMPFI_04984	CAEEL12274
OG0003716	AMPFI_04436, AMPFI_02826	CAEEL00239
OG0003718	AMPFI_18529	CAEEL00456
OG0003719	AMPFI_04202	CAEEL01088
OG0003721	AMPFI_08300	CAEEL19092
OG0003724	AMPFI_09411	CAEEL04996
OG0003725	AMPFI_06286	CAEEL04639
OG0003727	AMPFI_09286, AMPFI_11496	CAEEL20128
OG0003729	AMPFI_24000	CAEEL01397
OG0003731	AMPFI_22155	CAEEL14842
OG0003732	AMPFI_21718	CAEEL10948
OG0003733	AMPFI_08970, AMPFI_15657	CAEEL05542
OG0003734	AMPFI_18672	CAEEL18003
OG0003735	AMPFI_19574	CAEEL04830, CAEEL04829
OG0003736	AMPFI_04878	CAEEL10845
OG0003739	AMPFI_04457	CAEEL06789
OG0003740	AMPFI_12630	CAEEL07837
OG0003741	AMPFI_21028	CAEEL07870
OG0003745	AMPFI_06392	CAEEL16018, CAEEL17606
OG0003748	AMPFI_12821, AMPFI_25550	CAEEL00242
OG0003749	AMPFI_09561	CAEEL20507
OG0003750	AMPFI_19492	CAEEL05076
OG0003752	AMPFI_09468	CAEEL04520
OG0003754	AMPFI_09209	CAEEL19668, CAEEL05669
OG0003755	AMPFI_19354	CAEEL09173
OG0003756	AMPFI_17707	CAEEL01606
OG0003758	AMPFI_19318	CAEEL05748
OG0003759	AMPFI_06066	CAEEL09625
OG0003761	AMPFI_18129	CAEEL19863
OG0003763	AMPFI_23055	CAEEL02011
OG0003764	AMPFI_00088	CAEEL15954
OG0003766	AMPFI_01207	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	AMPFI_01797	CAEEL07794
OG0003768	AMPFI_17858	CAEEL07458
OG0003771	AMPFI_07160	CAEEL18560, CAEEL05367
OG0003775	AMPFI_13847	CAEEL06672
OG0003776	AMPFI_18606	CAEEL14271
OG0003778	AMPFI_24942	CAEEL10576
OG0003795	AMPFI_09136	CAEEL09855
OG0003798	AMPFI_02948	CAEEL11938
OG0003803	AMPFI_12565	CAEEL19629
OG0003806	AMPFI_05818	CAEEL10842
OG0003807	AMPFI_03351	CAEEL06933
OG0003808	AMPFI_14079	CAEEL08177
OG0003811	AMPFI_10478	CAEEL07020
OG0003812	AMPFI_10138	CAEEL07296
OG0003813	AMPFI_07875	CAEEL10820
OG0003818	AMPFI_01575, AMPFI_17759	CAEEL15512
OG0003821	AMPFI_03105	CAEEL09346
OG0003824	AMPFI_06085	CAEEL17849
OG0003825	AMPFI_06918	CAEEL18577
OG0003827	AMPFI_21409	CAEEL04098
OG0003829	AMPFI_00127, AMPFI_00025	CAEEL08428
OG0003831	AMPFI_12797	CAEEL08097
OG0003832	AMPFI_20517	CAEEL11899
OG0003833	AMPFI_18982, AMPFI_01803	CAEEL05813, CAEEL14180
OG0003834	AMPFI_10226	CAEEL00145
OG0003837	AMPFI_17550, AMPFI_24684	CAEEL11909, CAEEL11910
OG0003838	AMPFI_19657	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	AMPFI_07382	CAEEL11415
OG0003840	AMPFI_23271	CAEEL01767
OG0003841	AMPFI_21826	CAEEL10859, CAEEL18915
OG0003843	AMPFI_05992	CAEEL14293
OG0003846	AMPFI_06425	CAEEL00811, CAEEL18648
OG0003847	AMPFI_22971, AMPFI_07589	CAEEL06874
OG0003848	AMPFI_23978	CAEEL08837
OG0003850	AMPFI_10267	CAEEL11705
OG0003851	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652	CAEEL08777
OG0003852	AMPFI_10208	CAEEL00155
OG0003853	AMPFI_21676	CAEEL13793
OG0003854	AMPFI_03224	CAEEL01789
OG0003855	AMPFI_13948	CAEEL18132
OG0003856	AMPFI_08524, AMPFI_02809	CAEEL07428
OG0003857	AMPFI_07120	CAEEL19675
OG0003858	AMPFI_25088, AMPFI_00370	CAEEL06932
OG0003863	AMPFI_16528	CAEEL18943
OG0003864	AMPFI_13775	CAEEL01846
OG0003865	AMPFI_11940	CAEEL02514
OG0003866	AMPFI_14452	CAEEL00295
OG0003867	AMPFI_17746	CAEEL15761
OG0003868	AMPFI_11838	CAEEL18485
OG0003869	AMPFI_17164	CAEEL00094
OG0003870	AMPFI_05899	CAEEL17745
OG0003871	AMPFI_16112, AMPFI_10551	CAEEL20153
OG0003872	AMPFI_14866	CAEEL14869
OG0003873	AMPFI_09750	CAEEL07437
OG0003875	AMPFI_06901	CAEEL00868
OG0003876	AMPFI_22260	CAEEL04369
OG0003877	AMPFI_15725, AMPFI_00796	CAEEL18175
OG0003879	AMPFI_02846, AMPFI_04216, AMPFI_06329	CAEEL00338, CAEEL01399
OG0003881	AMPFI_15319, AMPFI_15320	CAEEL12169
OG0003884	AMPFI_11418	CAEEL01060
OG0003885	AMPFI_12606	CAEEL01791
OG0003886	AMPFI_05835	CAEEL10383
OG0003887	AMPFI_10957	CAEEL09446
OG0003892	AMPFI_11859, AMPFI_18544	CAEEL11760
OG0003893	AMPFI_02785, AMPFI_26011, AMPFI_15310	CAEEL05797
OG0003894	AMPFI_18671	CAEEL01425
OG0003898	AMPFI_09375	CAEEL05728
OG0003900	AMPFI_23235	CAEEL08813
OG0003902	AMPFI_14257	CAEEL07968, CAEEL07686
OG0003904	AMPFI_04520	CAEEL00419
OG0003905	AMPFI_02600	CAEEL00484
OG0003906	AMPFI_11162	CAEEL00814
OG0003910	AMPFI_04464	CAEEL08553
OG0003911	AMPFI_08416	CAEEL20590
OG0003912	AMPFI_24373	CAEEL02731
OG0003913	AMPFI_21191	CAEEL05199
OG0003915	AMPFI_10789	CAEEL04887
OG0003916	AMPFI_09047	CAEEL07068
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	CAEEL07507
OG0003918	AMPFI_05529	CAEEL11925, CAEEL11924
OG0003920	AMPFI_25048	CAEEL00358
OG0003921	AMPFI_13490	CAEEL14832, CAEEL18358
OG0003922	AMPFI_19502	CAEEL11421, CAEEL11420
OG0003923	AMPFI_15048	CAEEL08718
OG0003924	AMPFI_01856	CAEEL01297
OG0003925	AMPFI_08582	CAEEL04108
OG0003930	AMPFI_07230	CAEEL05047
OG0003931	AMPFI_26056	CAEEL15548
OG0003932	AMPFI_10182	CAEEL12182, CAEEL12183
OG0003933	AMPFI_24509	CAEEL11609
OG0003934	AMPFI_16560	CAEEL10046
OG0003937	AMPFI_09658	CAEEL19289
OG0003938	AMPFI_22623	CAEEL07167
OG0003939	AMPFI_06063	CAEEL04128
OG0003940	AMPFI_19837	CAEEL15126, CAEEL19780
OG0003943	AMPFI_08179	CAEEL00131
OG0003944	AMPFI_07557	CAEEL05219
OG0003945	AMPFI_05796, AMPFI_08691	CAEEL17988
OG0003946	AMPFI_00888	CAEEL18782
OG0003947	AMPFI_23175	CAEEL16177
OG0003949	AMPFI_12679	CAEEL02494
OG0003950	AMPFI_25875	CAEEL05823
OG0003951	AMPFI_11617	CAEEL10367
OG0003954	AMPFI_06716	CAEEL11860
OG0003955	AMPFI_11128	CAEEL08204
OG0003959	AMPFI_04671	CAEEL18903
OG0003961	AMPFI_06314	CAEEL10706
OG0003964	AMPFI_01234	CAEEL20597
OG0003965	AMPFI_04828	CAEEL09858, CAEEL18478
OG0003967	AMPFI_05943, AMPFI_08131	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	AMPFI_06736	CAEEL18441
OG0003969	AMPFI_07721	CAEEL01428, CAEEL15342
OG0003970	AMPFI_07812	CAEEL00141, CAEEL08636
OG0003971	AMPFI_14528	CAEEL03035
OG0003972	AMPFI_15565	CAEEL09414
OG0003973	AMPFI_20438	CAEEL17822
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	CAEEL02254
OG0004004	AMPFI_09791	CAEEL09931
OG0004005	AMPFI_05677	CAEEL09757
OG0004007	AMPFI_00209	CAEEL08380, CAEEL20738
OG0004009	AMPFI_12935	CAEEL10425
OG0004010	AMPFI_15924	CAEEL11606
OG0004012	AMPFI_11587	CAEEL08889
OG0004015	AMPFI_12276	CAEEL03765
OG0004016	AMPFI_20165, AMPFI_03659	CAEEL09802
OG0004017	AMPFI_05329, AMPFI_16787	CAEEL08935
OG0004021	AMPFI_13532	CAEEL07321
OG0004023	AMPFI_19933	CAEEL00807
OG0004025	AMPFI_13676, AMPFI_23617	CAEEL20824
OG0004027	AMPFI_22283	CAEEL07583
OG0004028	AMPFI_10335	CAEEL11434
OG0004029	AMPFI_10197	CAEEL07149
OG0004031	AMPFI_05716	CAEEL15887
OG0004032	AMPFI_18750	CAEEL15185
OG0004033	AMPFI_03927	CAEEL15848
OG0004035	AMPFI_24745	CAEEL06509
OG0004036	AMPFI_19780	CAEEL05364
OG0004037	AMPFI_03972	CAEEL05545
OG0004042	AMPFI_16992	CAEEL00958
OG0004044	AMPFI_00282	CAEEL07379
OG0004047	AMPFI_19469	CAEEL19277, CAEEL00270
OG0004048	AMPFI_12579	CAEEL05729
OG0004051	AMPFI_17845	CAEEL06861
OG0004052	AMPFI_05448	CAEEL02741
OG0004053	AMPFI_17533	CAEEL01273
OG0004054	AMPFI_08608	CAEEL15244
OG0004056	AMPFI_02644, AMPFI_12573	CAEEL01652
OG0004057	AMPFI_09381	CAEEL03603
OG0004059	AMPFI_10187	CAEEL14867
OG0004061	AMPFI_10286	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	AMPFI_25939	CAEEL02350
OG0004064	AMPFI_07536	CAEEL00654
OG0004065	AMPFI_19408	CAEEL05056
OG0004067	AMPFI_09979	CAEEL02869
OG0004068	AMPFI_18859	CAEEL10640
OG0004069	AMPFI_09189	CAEEL01498
OG0004071	AMPFI_07328	CAEEL00928
OG0004072	AMPFI_04941	CAEEL09095, CAEEL07075
OG0004073	AMPFI_25607	CAEEL03280
OG0004074	AMPFI_02501	CAEEL01304
OG0004076	AMPFI_08732	CAEEL07566
OG0004080	AMPFI_07191	CAEEL12810
OG0004081	AMPFI_07325	CAEEL18163
OG0004084	AMPFI_15041	CAEEL14072
OG0004085	AMPFI_10044	CAEEL04587
OG0004087	AMPFI_07453	CAEEL07761
OG0004089	AMPFI_00735	CAEEL11769, CAEEL11770
OG0004090	AMPFI_22810	CAEEL02918
OG0004091	AMPFI_15165	CAEEL04573
OG0004092	AMPFI_06912	CAEEL07326
OG0004093	AMPFI_23222	CAEEL18523
OG0004096	AMPFI_17501	CAEEL09363
OG0004097	AMPFI_07052	CAEEL05789
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	CAEEL05361
OG0004099	AMPFI_13965	CAEEL07071
OG0004100	AMPFI_19382	CAEEL19773
OG0004101	AMPFI_18949	CAEEL10753
OG0004102	AMPFI_15461	CAEEL20123
OG0004103	AMPFI_17250, AMPFI_04569	CAEEL10626
OG0004104	AMPFI_03708	CAEEL04801
OG0004105	AMPFI_00050	CAEEL05115
OG0004106	AMPFI_09128	CAEEL04225
OG0004110	AMPFI_12307	CAEEL01260
OG0004112	AMPFI_17086, AMPFI_15301	CAEEL00522
OG0004113	AMPFI_14558, AMPFI_10578	CAEEL09663
OG0004114	AMPFI_07189	CAEEL13365
OG0004115	AMPFI_13715, AMPFI_12783	CAEEL05975
OG0004116	AMPFI_14003	CAEEL17798
OG0004118	AMPFI_15447	CAEEL09754
OG0004119	AMPFI_07138	CAEEL00177
OG0004120	AMPFI_07749	CAEEL09396
OG0004121	AMPFI_19218	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	AMPFI_02482	CAEEL20018
OG0004123	AMPFI_13800, AMPFI_02624	CAEEL05731
OG0004124	AMPFI_07154	CAEEL02724, CAEEL02723
OG0004127	AMPFI_23987	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	AMPFI_01941	CAEEL11738
OG0004130	AMPFI_17105	CAEEL02356
OG0004133	AMPFI_00729	CAEEL05363
OG0004134	AMPFI_11318	CAEEL07495
OG0004135	AMPFI_23953	CAEEL19516
OG0004136	AMPFI_23022, AMPFI_00272	CAEEL04479
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	CAEEL00169, CAEEL00170
OG0004142	AMPFI_18239	CAEEL10168
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	CAEEL00709
OG0004145	AMPFI_17789	CAEEL14009
OG0004145	AMPFI_03194	CAEEL14333
OG0004147	AMPFI_22254	CAEEL07109
OG0004148	AMPFI_12585	CAEEL07951
OG0004150	AMPFI_21548	CAEEL09285
OG0004151	AMPFI_00134, AMPFI_15889	CAEEL01499
OG0004153	AMPFI_22147	CAEEL11562
OG0004156	AMPFI_06309	CAEEL05393
OG0004157	AMPFI_19370	CAEEL18994
OG0004158	AMPFI_07649	CAEEL00394
OG0004159	AMPFI_08829	CAEEL16103
OG0004160	AMPFI_00568, AMPFI_00062	CAEEL08700
OG0004161	AMPFI_14248, AMPFI_05464	CAEEL18958
OG0004164	AMPFI_05757	CAEEL10119
OG0004166	AMPFI_19424	CAEEL04359
OG0004167	AMPFI_24252, AMPFI_22854	CAEEL14218
OG0004168	AMPFI_12418	CAEEL08233
OG0004169	AMPFI_09723	CAEEL01556
OG0004170	AMPFI_18162	CAEEL10605
OG0004171	AMPFI_05713	CAEEL11852
OG0004176	AMPFI_01331, AMPFI_23021	CAEEL01489
OG0004178	AMPFI_03249	CAEEL09854
OG0004179	AMPFI_06442	CAEEL10656
OG0004180	AMPFI_06582	CAEEL08381
OG0004181	AMPFI_10263	CAEEL13830
OG0004182	AMPFI_14315, AMPFI_15250, AMPFI_11529	CAEEL14269
OG0004184	AMPFI_12472	CAEEL15780, CAEEL15781
OG0004185	AMPFI_18248	CAEEL19854
OG0004186	AMPFI_18492	CAEEL13926
OG0004187	AMPFI_19435	CAEEL02068
OG0004188	AMPFI_24196	CAEEL15410
OG0004189	AMPFI_25484	CAEEL17811
OG0004215	AMPFI_05972	CAEEL08870
OG0004216	AMPFI_02909	CAEEL02995
OG0004217	AMPFI_11613	CAEEL08020
OG0004219	AMPFI_05687	CAEEL00713
OG0004222	AMPFI_22508	CAEEL05571
OG0004223	AMPFI_14106, AMPFI_14107	CAEEL05790
OG0004225	AMPFI_15711	CAEEL07717
OG0004227	AMPFI_07234	CAEEL05233
OG0004228	AMPFI_24494, AMPFI_18790	CAEEL13669
OG0004229	AMPFI_04684	CAEEL11625
OG0004230	AMPFI_16103	CAEEL07897
OG0004231	AMPFI_06317, AMPFI_24209	CAEEL00452
OG0004232	AMPFI_18466	CAEEL03690
OG0004233	AMPFI_05856	CAEEL12306
OG0004236	AMPFI_18952	CAEEL15188
OG0004238	AMPFI_17804, AMPFI_21342, AMPFI_25643	CAEEL19751
OG0004240	AMPFI_18787	CAEEL11686
OG0004241	AMPFI_24897	CAEEL20251
OG0004243	AMPFI_10050	CAEEL01439
OG0004244	AMPFI_25390	CAEEL12157
OG0004245	AMPFI_14565	CAEEL11730
OG0004246	AMPFI_08562	CAEEL17853
OG0004248	AMPFI_06429	CAEEL11465
OG0004249	AMPFI_13244	CAEEL17634
OG0004250	AMPFI_12407	CAEEL16187
OG0004252	AMPFI_09692	CAEEL07003
OG0004253	AMPFI_11137	CAEEL06637
OG0004254	AMPFI_23528	CAEEL05989
OG0004255	AMPFI_05607	CAEEL03031
OG0004257	AMPFI_12483	CAEEL01608
OG0004258	AMPFI_04576	CAEEL00939
OG0004259	AMPFI_05436	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	AMPFI_09942	CAEEL04677
OG0004262	AMPFI_15895	CAEEL13871
OG0004263	AMPFI_19144	CAEEL04092, CAEEL20329
OG0004265	AMPFI_24112, AMPFI_22206	CAEEL08248
OG0004267	AMPFI_03672	CAEEL04354, CAEEL04355
OG0004268	AMPFI_19077	CAEEL02406
OG0004269	AMPFI_02131	CAEEL07842
OG0004270	AMPFI_22607	CAEEL02066
OG0004271	AMPFI_00357	CAEEL10494
OG0004273	AMPFI_20320, AMPFI_02222, AMPFI_01584	CAEEL04799
OG0004274	AMPFI_14696	CAEEL05009
OG0004278	AMPFI_00741	CAEEL07238
OG0004280	AMPFI_08532	CAEEL16211, CAEEL16212
OG0004282	AMPFI_03603	CAEEL18359, CAEEL13638
OG0004283	AMPFI_04258, AMPFI_22058	CAEEL08314
OG0004284	AMPFI_07793	CAEEL08527
OG0004285	AMPFI_05686	CAEEL01238
OG0004287	AMPFI_03750	CAEEL00835
OG0004288	AMPFI_12843	CAEEL01059
OG0004289	AMPFI_15989	CAEEL02984
OG0004290	AMPFI_20931	CAEEL02030
OG0004294	AMPFI_25254	CAEEL04571
OG0004295	AMPFI_09939	CAEEL03919
OG0004297	AMPFI_04000	CAEEL19228
OG0004299	AMPFI_10108	CAEEL07283
OG0004301	AMPFI_21938	CAEEL07551
OG0004302	AMPFI_16467	CAEEL07295
OG0004303	AMPFI_18613	CAEEL12783
OG0004305	AMPFI_12729	CAEEL02874
OG0004307	AMPFI_10120	CAEEL00090
OG0004308	AMPFI_06434	CAEEL00320
OG0004309	AMPFI_07893, AMPFI_01305	CAEEL13877
OG0004310	AMPFI_01502	CAEEL02565
OG0004312	AMPFI_14477	CAEEL05846
OG0004314	AMPFI_17299	CAEEL00001
OG0004316	AMPFI_06233	CAEEL10340
OG0004321	AMPFI_03701	CAEEL11975
OG0004324	AMPFI_13538	CAEEL07830
OG0004328	AMPFI_06204	CAEEL00916
OG0004329	AMPFI_18366	CAEEL16040
OG0004330	AMPFI_21323, AMPFI_04638	CAEEL15513
OG0004331	AMPFI_13825	CAEEL11038
OG0004332	AMPFI_12419, AMPFI_16570, AMPFI_16569	CAEEL19699
OG0004333	AMPFI_16945, AMPFI_02290, AMPFI_02368	CAEEL19900
OG0004334	AMPFI_04344, AMPFI_23930	CAEEL04372
OG0004335	AMPFI_01647	CAEEL09206
OG0004337	AMPFI_08351	CAEEL11698, CAEEL01133
OG0004338	AMPFI_03726	CAEEL07793
OG0004344	AMPFI_24893	CAEEL16267
OG0004345	AMPFI_12564	CAEEL06934
OG0004348	AMPFI_02439	CAEEL08518
OG0004349	AMPFI_24895	CAEEL06923, CAEEL06922
OG0004350	AMPFI_18421	CAEEL01588
OG0004351	AMPFI_20164	CAEEL08854
OG0004353	AMPFI_13654	CAEEL03078
OG0004355	AMPFI_09199	CAEEL17139
OG0004356	AMPFI_05341	CAEEL10602
OG0004357	AMPFI_08395	CAEEL01908
OG0004358	AMPFI_22150	CAEEL10874
OG0004359	AMPFI_05530	CAEEL05118
OG0004360	AMPFI_14833	CAEEL08760
OG0004361	AMPFI_04236	CAEEL01764
OG0004362	AMPFI_09867	CAEEL01360
OG0004364	AMPFI_11780	CAEEL05913
OG0004365	AMPFI_18925	CAEEL00507
OG0004368	AMPFI_05539	CAEEL20084
OG0004369	AMPFI_22531	CAEEL08210
OG0004370	AMPFI_05169	CAEEL03244, CAEEL09918
OG0004373	AMPFI_02861	CAEEL05891
OG0004374	AMPFI_07980	CAEEL07100
OG0004376	AMPFI_15019	CAEEL08383
OG0004377	AMPFI_03913	CAEEL07838
OG0004378	AMPFI_09387	CAEEL08612
OG0004379	AMPFI_07942	CAEEL06174
OG0004380	AMPFI_00883	CAEEL04195
