Orthogroup	STRPU_ok	HUMAN
OG0000467	STRPU_23158	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851
OG0000468	STRPU_12712, STRPU_12711	HUMAN29031
OG0000468	STRPU_05357	HUMAN08624
OG0000469	STRPU_23215, STRPU_23221	HUMAN20925, HUMAN02455, HUMAN20460, HUMAN20461, HUMAN02876, HUMAN30502, HUMAN30503
OG0000469	STRPU_26522	HUMAN23651
OG0000470	STRPU_08272	HUMAN10148, HUMAN13194
OG0000470	STRPU_21506	HUMAN08602, HUMAN08603, HUMAN02695
OG0000471	STRPU_04284	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462
OG0000471	STRPU_05358	HUMAN03379, HUMAN24314, HUMAN22679, HUMAN24313, HUMAN24312
OG0000473	STRPU_11774, STRPU_11776, STRPU_11775, STRPU_11770, STRPU_11769, STRPU_12358, STRPU_12355, STRPU_12357, STRPU_12356, STRPU_07336, STRPU_07334, STRPU_07339, STRPU_07343, STRPU_12220, STRPU_07338, STRPU_07341, STRPU_00699, STRPU_07857, STRPU_07858, STRPU_09283, STRPU_01281, STRPU_18224, STRPU_24862, STRPU_26869, STRPU_26868	HUMAN12691, HUMAN14596
OG0000474	STRPU_23394	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157
OG0000475	STRPU_25082	HUMAN21413, HUMAN06680
OG0000475	STRPU_25083	HUMAN23203, HUMAN21411
OG0000476	STRPU_20170	HUMAN29055
OG0000476	STRPU_19628, STRPU_19687	HUMAN29052
OG0000478	STRPU_01166, STRPU_18289	HUMAN26855
OG0000479	STRPU_17435	HUMAN00548, HUMAN25778, HUMAN30326
OG0000479	STRPU_14315	HUMAN04562, HUMAN19754, HUMAN19753
OG0000480	STRPU_00362, STRPU_11025	HUMAN21970, HUMAN21960, HUMAN21962
OG0000481	STRPU_14885	HUMAN10858
OG0000481	STRPU_19958, STRPU_01189	HUMAN29163, HUMAN29162
OG0000481	STRPU_04460	HUMAN23804, HUMAN27663
OG0000482	STRPU_20466	HUMAN18685
OG0000482	STRPU_21122	HUMAN18687
OG0000484	STRPU_19234	HUMAN14629, HUMAN01113, HUMAN01114, HUMAN23384, HUMAN23383, HUMAN23382, HUMAN15014
OG0000485	STRPU_03873	HUMAN05761, HUMAN05762
OG0000486	STRPU_20016, STRPU_18622, STRPU_08732	HUMAN22789, HUMAN03580
OG0000487	STRPU_09230, STRPU_02195	HUMAN13410
OG0000490	STRPU_19396, STRPU_19397	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378
OG0000491	STRPU_04966	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052
OG0000494	STRPU_15055, STRPU_15147, STRPU_02528	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288
OG0000495	STRPU_05984, STRPU_14646	HUMAN25846
OG0000496	STRPU_01872, STRPU_25187	HUMAN02986
OG0000497	STRPU_14149, STRPU_14171	HUMAN07212, HUMAN12464
OG0000497	STRPU_19651, STRPU_19670	HUMAN29410, HUMAN02197
OG0000498	STRPU_25913	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327
OG0000499	STRPU_21743, STRPU_21679	HUMAN02683
OG0000503	STRPU_12805, STRPU_12804	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938
OG0000503	STRPU_19380	HUMAN09859, HUMAN09860
OG0000504	STRPU_26516	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762
OG0000505	STRPU_21978	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623
OG0000506	STRPU_06642	HUMAN30006
OG0000508	STRPU_13773	HUMAN12380, HUMAN26281
OG0000508	STRPU_22049	HUMAN06650, HUMAN18003
OG0000510	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041
OG0000511	STRPU_09341	HUMAN25187
OG0000514	STRPU_08933	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479
OG0000515	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521	HUMAN03447
OG0000516	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368	HUMAN28002, HUMAN28001, HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499, HUMAN24427
OG0000519	STRPU_02530, STRPU_15149	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992
OG0000520	STRPU_15354	HUMAN07303, HUMAN10919
OG0000520	STRPU_02843, STRPU_02884, STRPU_02842	HUMAN15317, HUMAN05571
OG0000521	STRPU_20675	HUMAN15885, HUMAN08587, HUMAN16883
OG0000522	STRPU_09848, STRPU_09558	HUMAN22247
OG0000522	STRPU_09785	HUMAN17343
OG0000523	STRPU_24945, STRPU_24944	HUMAN07168, HUMAN28721
OG0000524	STRPU_04273	HUMAN03324
OG0000525	STRPU_19423	HUMAN02221, HUMAN02222, HUMAN29313
OG0000525	STRPU_08644	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019
OG0000526	STRPU_05063, STRPU_05136, STRPU_20230, STRPU_20229, STRPU_19766, STRPU_05140, STRPU_05065, STRPU_05139, STRPU_05064	HUMAN18666, HUMAN17074
OG0000527	STRPU_25067	HUMAN02303, HUMAN14497
OG0000528	STRPU_21360	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886
OG0000529	STRPU_19440	HUMAN02129
OG0000529	STRPU_00345, STRPU_11005	HUMAN05856, HUMAN11986, HUMAN00177
OG0000530	STRPU_19193	HUMAN14150, HUMAN29041, HUMAN01293
OG0000531	STRPU_08418	HUMAN12927, HUMAN18096
OG0000534	STRPU_01453, STRPU_08723	HUMAN06370
OG0000535	STRPU_26923, STRPU_07113, STRPU_00139, STRPU_22164, STRPU_22159	HUMAN29487, HUMAN24304, HUMAN22290
OG0000537	STRPU_06545, STRPU_06553	HUMAN30216, HUMAN07840, HUMAN18315
OG0000537	STRPU_06546	HUMAN18316, HUMAN30217, HUMAN07839
OG0000538	STRPU_13554	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004
OG0000542	STRPU_05583, STRPU_05643	HUMAN22939, HUMAN07559, HUMAN30229
OG0000542	STRPU_21969	HUMAN20659
OG0000544	STRPU_05322	HUMAN07581
OG0000544	STRPU_04548	HUMAN22577
OG0000545	STRPU_21165, STRPU_21157	HUMAN09330
OG0000545	STRPU_07091, STRPU_21313	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565
OG0000548	STRPU_10337	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638
OG0000548	STRPU_20610	HUMAN02528
OG0000548	STRPU_22797, STRPU_01956	HUMAN06895, HUMAN20990, HUMAN30501
OG0000551	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417	HUMAN21041
OG0000552	STRPU_01962, STRPU_22803	HUMAN23579, HUMAN23580
OG0000553	STRPU_23171	HUMAN02361, HUMAN06910
OG0000553	STRPU_03995, STRPU_03988	HUMAN19362, HUMAN05458, HUMAN05459
OG0000553	STRPU_09287	HUMAN20240, HUMAN12995
OG0000560	STRPU_20770, STRPU_20918, STRPU_20919, STRPU_01418, STRPU_23742, STRPU_10871	HUMAN03172, HUMAN03171
OG0000561	STRPU_21549	HUMAN08902
OG0000562	STRPU_26809	HUMAN14967, HUMAN14968
OG0000562	STRPU_25528	HUMAN20748, HUMAN20749
OG0000563	STRPU_02520, STRPU_15138	HUMAN07268
OG0000564	STRPU_21576, STRPU_00279	HUMAN25870, HUMAN09308
OG0000564	STRPU_20975	HUMAN09010, HUMAN18697
OG0000565	STRPU_25126, STRPU_25127	HUMAN26571
OG0000565	STRPU_12091, STRPU_12090, STRPU_26877	HUMAN26569, HUMAN26572, HUMAN26570
OG0000566	STRPU_22145	HUMAN09507
OG0000566	STRPU_14680	HUMAN12454
OG0000567	STRPU_26517	HUMAN07964, HUMAN01748
OG0000567	STRPU_18559	HUMAN14288, HUMAN14286, HUMAN14287
OG0000570	STRPU_23827, STRPU_23864, STRPU_23861, STRPU_23825, STRPU_23826, STRPU_23863, STRPU_23858, STRPU_23822, STRPU_23816, STRPU_23850	HUMAN29797, HUMAN29796, HUMAN29795, HUMAN29794, HUMAN20050, HUMAN13467, HUMAN13468, HUMAN20512
OG0000572	STRPU_21193	HUMAN16893, HUMAN09020, HUMAN04717
OG0000572	STRPU_11231, STRPU_11269	HUMAN05894, HUMAN00191
OG0000573	STRPU_11052, STRPU_00392	HUMAN26705, HUMAN21827, HUMAN00083
OG0000573	STRPU_27100, STRPU_27089	HUMAN09505
OG0000574	STRPU_08865, STRPU_00956	HUMAN12049
OG0000574	STRPU_00802, STRPU_19767	HUMAN14519
OG0000575	STRPU_15788	HUMAN19743, HUMAN04569, HUMAN23201, HUMAN17765, HUMAN17763
OG0000576	STRPU_23119	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496
OG0000578	STRPU_21618	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467
OG0000579	STRPU_23503	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498
OG0000580	STRPU_12039, STRPU_01257, STRPU_12038	HUMAN19287, HUMAN03958
OG0000581	STRPU_21308	HUMAN08477
OG0000581	STRPU_21309	HUMAN16920, HUMAN08478, HUMAN08479
OG0000583	STRPU_17032, STRPU_01798	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760
OG0000587	STRPU_06588, STRPU_06512	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632
OG0000587	STRPU_21487, STRPU_21496	HUMAN15867
OG0000588	STRPU_00676, STRPU_18950	HUMAN14858, HUMAN01187, HUMAN28650
OG0000588	STRPU_17075	HUMAN05176, HUMAN05175
OG0000589	STRPU_13052	HUMAN16335, HUMAN03934, HUMAN02319
OG0000590	STRPU_25115	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597
OG0000590	STRPU_25616	HUMAN13708, HUMAN19211
OG0000591	STRPU_08932	HUMAN12144
OG0000592	STRPU_16888	HUMAN11498
OG0000592	STRPU_15820, STRPU_15868	HUMAN04372, HUMAN04369
OG0000593	STRPU_09183, STRPU_02152	HUMAN25908, HUMAN20155, HUMAN13573
OG0000594	STRPU_23518	HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	STRPU_14406	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090
OG0000597	STRPU_22530	HUMAN09706, HUMAN28946
OG0000598	STRPU_26530, STRPU_26404, STRPU_26772	HUMAN06002
OG0000600	STRPU_18065, STRPU_18063	HUMAN25688, HUMAN29715, HUMAN30123
OG0000601	STRPU_16081, STRPU_16088, STRPU_16087	HUMAN12747, HUMAN12745, HUMAN12746, HUMAN03315, HUMAN03312, HUMAN03310, HUMAN03311, HUMAN03313, HUMAN27680
OG0000602	STRPU_06890, STRPU_06914	HUMAN30350, HUMAN07761
OG0000602	STRPU_06715	HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762
OG0000603	STRPU_00284, STRPU_21569	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962
OG0000609	STRPU_24853	HUMAN08370
OG0000609	STRPU_24616	HUMAN18125, HUMAN18126
OG0000610	STRPU_27140, STRPU_27141	HUMAN01601, HUMAN09728
OG0000610	STRPU_19602	HUMAN29369
OG0000611	STRPU_26016	HUMAN11001, HUMAN11004
OG0000613	STRPU_26787	HUMAN23544, HUMAN23543
OG0000614	STRPU_21878	HUMAN15491
OG0000615	STRPU_06171	HUMAN30186, HUMAN17431, HUMAN11804, HUMAN21799, HUMAN30187, HUMAN11805, HUMAN11807
OG0000616	STRPU_03576	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633
OG0000616	STRPU_03499, STRPU_03575, STRPU_03497	HUMAN05634, HUMAN01902
OG0000617	STRPU_22373	HUMAN06246
OG0000618	STRPU_17394, STRPU_17402	HUMAN25830
OG0000619	STRPU_06659	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310
OG0000623	STRPU_07960, STRPU_07951	HUMAN29673, HUMAN25277
OG0000623	STRPU_00318	HUMAN13183, HUMAN20164
OG0000624	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863
OG0000625	STRPU_03700, STRPU_02905	HUMAN21164, HUMAN21163, HUMAN21166, HUMAN21167, HUMAN05685
OG0000626	STRPU_24334	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947, HUMAN25546, HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310
OG0000627	STRPU_03283, STRPU_03246	HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321
OG0000628	STRPU_17753	HUMAN00812, HUMAN29648
OG0000628	STRPU_07211	HUMAN19013, HUMAN19012, HUMAN25575, HUMAN13689, HUMAN13690
OG0000634	STRPU_00599	HUMAN19294
OG0000635	STRPU_25070	HUMAN14893, HUMAN14894
OG0000635	STRPU_17828	HUMAN15837
OG0000636	STRPU_09946	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047
OG0000637	STRPU_20362	HUMAN29494
OG0000639	STRPU_27017	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006
OG0000639	STRPU_25405	HUMAN11331, HUMAN27984, HUMAN18874
OG0000642	STRPU_04607, STRPU_04606, STRPU_04846	HUMAN22651
OG0000643	STRPU_14556	HUMAN07323, HUMAN26427
OG0000645	STRPU_25221	HUMAN10998
OG0000646	STRPU_11448	HUMAN21940, HUMAN26714, HUMAN26713, HUMAN26712
OG0000646	STRPU_25760	HUMAN08137, HUMAN15251, HUMAN20778
OG0000648	STRPU_00211	HUMAN24454, HUMAN24452
OG0000648	STRPU_25924	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455, HUMAN11456
OG0000649	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415, STRPU_00020, STRPU_13871, STRPU_13879	HUMAN25984
OG0000651	STRPU_22117	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593
OG0000654	STRPU_25001	HUMAN06311, HUMAN02928, HUMAN12517, HUMAN12516, HUMAN17734
OG0000657	STRPU_00184, STRPU_17300	HUMAN28804, HUMAN09580
OG0000660	STRPU_13999	HUMAN17951
OG0000660	STRPU_02267, STRPU_17655	HUMAN29765, HUMAN20002, HUMAN12473
OG0000662	STRPU_09696, STRPU_09739	HUMAN07575, HUMAN24055
OG0000662	STRPU_08344	HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159
OG0000664	STRPU_23931	HUMAN29786, HUMAN06961, HUMAN02401
OG0000664	STRPU_24936	HUMAN18076, HUMAN26530
OG0000665	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736
OG0000666	STRPU_22324	HUMAN29934
OG0000670	STRPU_06883	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595
OG0000671	STRPU_24917	HUMAN26170, HUMAN26169
OG0000671	STRPU_24916	HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726
OG0000672	STRPU_20779	HUMAN13493
OG0000674	STRPU_26356	HUMAN09924, HUMAN01613
OG0000675	STRPU_13877, STRPU_13866, STRPU_10967, STRPU_10930, STRPU_10541, STRPU_04200, STRPU_04240, STRPU_06740, STRPU_16651, STRPU_06154	HUMAN03749, HUMAN03750
OG0000676	STRPU_24012	HUMAN28075, HUMAN19050
OG0000676	STRPU_06999	HUMAN18527, HUMAN30341, HUMAN07788
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	HUMAN06270
OG0000681	STRPU_05744	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593
OG0000681	STRPU_12569, STRPU_12568	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347
OG0000682	STRPU_09978, STRPU_09955	HUMAN17110, HUMAN03634, HUMAN22132
OG0000683	STRPU_06350	HUMAN29566
OG0000683	STRPU_18850	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198
OG0000684	STRPU_25416	HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584
OG0000690	STRPU_08035	HUMAN00660, HUMAN25490
OG0000690	STRPU_17155	HUMAN30038
OG0000690	STRPU_18294, STRPU_01161	HUMAN23985
OG0000691	STRPU_25430	HUMAN27972, HUMAN11215
OG0000691	STRPU_24302	HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866
OG0000692	STRPU_20690, STRPU_24956, STRPU_15312	HUMAN11735
OG0000693	STRPU_11407	HUMAN00433, HUMAN11745
OG0000693	STRPU_19430, STRPU_19438	HUMAN29182, HUMAN29183
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	HUMAN02728, HUMAN02501, HUMAN17273
OG0000696	STRPU_24482	HUMAN25700
OG0000696	STRPU_10267, STRPU_23135	HUMAN02408
OG0000697	STRPU_22408	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106
OG0000698	STRPU_21595	HUMAN02486, HUMAN02485
OG0000698	STRPU_21594	HUMAN04921, HUMAN08679, HUMAN08678
OG0000700	STRPU_16384, STRPU_16362	HUMAN06079, HUMAN03881
OG0000701	STRPU_09920, STRPU_09919	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261
OG0000702	STRPU_23036, STRPU_00912	HUMAN14229, HUMAN13986, HUMAN09541
OG0000703	STRPU_04784	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697
OG0000706	STRPU_23155	HUMAN02403, HUMAN02402
OG0000707	STRPU_05171, STRPU_26965, STRPU_05172, STRPU_05093	HUMAN06817, HUMAN06815
OG0000708	STRPU_18963, STRPU_18977	HUMAN01283
OG0000708	STRPU_00882, STRPU_23008	HUMAN06223, HUMAN30508, HUMAN30507
OG0000709	STRPU_20537	HUMAN04953, HUMAN25132
OG0000710	STRPU_25484	HUMAN17439, HUMAN17440, HUMAN00560, HUMAN00561
OG0000711	STRPU_12186	HUMAN04234, HUMAN06823
OG0000711	STRPU_11659	HUMAN03946
OG0000712	STRPU_05053, STRPU_05129	HUMAN24190, HUMAN30314, HUMAN05265, HUMAN23072
OG0000713	STRPU_00026	HUMAN11950
OG0000713	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681
OG0000715	STRPU_13461	HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620
OG0000716	STRPU_17012	HUMAN29657, HUMAN29658, HUMAN25164
OG0000717	STRPU_19581	HUMAN02062
OG0000718	STRPU_04006, STRPU_04005	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484
OG0000720	STRPU_22043	HUMAN23733, HUMAN09669, HUMAN09667
OG0000721	STRPU_14994, STRPU_14964	HUMAN19959
OG0000722	STRPU_20560	HUMAN09223, HUMAN02691, HUMAN04759, HUMAN04418, HUMAN27014
OG0000724	STRPU_21597	HUMAN25095, HUMAN09359, HUMAN09361
OG0000725	STRPU_19812, STRPU_00755	HUMAN01233
OG0000725	STRPU_12601	HUMAN04340
OG0000726	STRPU_13494	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404
OG0000730	STRPU_18716	HUMAN26220, HUMAN17582, HUMAN06664, HUMAN06663
OG0000731	STRPU_06695	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696
OG0000732	STRPU_06871	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536
OG0000733	STRPU_21566	HUMAN08500, HUMAN04842, HUMAN02482
OG0000733	STRPU_20797	HUMAN08921, HUMAN08918, HUMAN25076
OG0000734	STRPU_20020	HUMAN29415, HUMAN29414, HUMAN01343, HUMAN01342
OG0000735	STRPU_24284	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	HUMAN20622, HUMAN06476
OG0000736	STRPU_22089	HUMAN17852, HUMAN02972
OG0000737	STRPU_09307	HUMAN03705, HUMAN17101, HUMAN17102
OG0000740	STRPU_13396, STRPU_13375	HUMAN18572, HUMAN28388
OG0000743	STRPU_08228	HUMAN10614, HUMAN16281, HUMAN13445
OG0000743	STRPU_08229	HUMAN10624, HUMAN10625, HUMAN13443
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	HUMAN00289, HUMAN00292, HUMAN00290, HUMAN00281, HUMAN07979, HUMAN27970, HUMAN18870
OG0000745	STRPU_19598	HUMAN16914, HUMAN16913, HUMAN16912
OG0000746	STRPU_20405	HUMAN25657
OG0000746	STRPU_20321, STRPU_20397	HUMAN25656
OG0000748	STRPU_22034	HUMAN12918, HUMAN12919
OG0000749	STRPU_21644, STRPU_21708	HUMAN25082, HUMAN04939, HUMAN04940, HUMAN04938, HUMAN08964, HUMAN08965, HUMAN08966, HUMAN08963
OG0000750	STRPU_21563	HUMAN08524, HUMAN20901, HUMAN20902
OG0000750	STRPU_04644, STRPU_04622	HUMAN24690, HUMAN24689, HUMAN24092
OG0000751	STRPU_13591, STRPU_01611	HUMAN14198, HUMAN26069, HUMAN21913
OG0000752	STRPU_10384	HUMAN03702
OG0000752	STRPU_17910	HUMAN29677, HUMAN29676, HUMAN29675
OG0000752	STRPU_19015	HUMAN00918, HUMAN14778
OG0000753	STRPU_23569	HUMAN09485
OG0000753	STRPU_03838	HUMAN02007, HUMAN05622, HUMAN05621
OG0000755	STRPU_26250	HUMAN08181, HUMAN24591
OG0000757	STRPU_14828	HUMAN10800
OG0000758	STRPU_24891	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598
OG0000759	STRPU_25007	HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543
OG0000760	STRPU_01895, STRPU_22741	HUMAN05782, HUMAN21049
OG0000761	STRPU_19482	HUMAN29145, HUMAN14464, HUMAN02283
OG0000762	STRPU_24145	HUMAN06537, HUMAN17947, HUMAN17946, HUMAN26153
OG0000763	STRPU_26640	HUMAN01779, HUMAN23673, HUMAN15002, HUMAN23674, HUMAN15712, HUMAN15711
OG0000764	STRPU_19433, STRPU_19427	HUMAN01181
OG0000765	STRPU_20844, STRPU_20882	HUMAN01542, HUMAN07243
OG0000766	STRPU_26502, STRPU_12701	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727
OG0000767	STRPU_20571	HUMAN09350, HUMAN18691, HUMAN18692
OG0000768	STRPU_23593	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	HUMAN28705, HUMAN28706, HUMAN28704
OG0000774	STRPU_01825, STRPU_19314	HUMAN01303
OG0000774	STRPU_09065, STRPU_02041	HUMAN01304, HUMAN25353
OG0000774	STRPU_23589	HUMAN29842
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	HUMAN25468, HUMAN07094
OG0000777	STRPU_26898, STRPU_26897, STRPU_08984	HUMAN13333
OG0000778	STRPU_11330	HUMAN00118, HUMAN21684, HUMAN00117
OG0000779	STRPU_20061	HUMAN29418
OG0000779	STRPU_15696	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878
OG0000780	STRPU_21536	HUMAN08674
OG0000780	STRPU_18748	HUMAN12283, HUMAN12282
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701, STRPU_25935	HUMAN25364
OG0000782	STRPU_27022	HUMAN14354, HUMAN13919, HUMAN01526, HUMAN09694
OG0000784	STRPU_24373	HUMAN18358, HUMAN24114, HUMAN21806, HUMAN07657, HUMAN19259
OG0000786	STRPU_15453	HUMAN02357, HUMAN01417, HUMAN19903, HUMAN12082
OG0000787	STRPU_04197, STRPU_04234	HUMAN24287, HUMAN27681, HUMAN24285, HUMAN03250, HUMAN22686
OG0000788	STRPU_11964, STRPU_01625	HUMAN04411, HUMAN04410, HUMAN27018
OG0000788	STRPU_26569	HUMAN28674, HUMAN01749, HUMAN14357
OG0000790	STRPU_22128	HUMAN02458, HUMAN14409, HUMAN14408, HUMAN14410
OG0000791	STRPU_13705, STRPU_00440	HUMAN27291, HUMAN27292, HUMAN06332, HUMAN18232
OG0000792	STRPU_25047	HUMAN26127
OG0000792	STRPU_14909	HUMAN07120, HUMAN07119
OG0000793	STRPU_26762, STRPU_26748	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	HUMAN05033, HUMAN05029
OG0000797	STRPU_04347	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004
OG0000798	STRPU_05696	HUMAN12996, HUMAN10260
OG0000799	STRPU_09727, STRPU_09770	HUMAN03572, HUMAN03573, HUMAN24207, HUMAN24208, HUMAN24205, HUMAN22273, HUMAN22272, HUMAN22274, HUMAN17345, HUMAN17346, HUMAN24206
OG0000801	STRPU_23079, STRPU_00663	HUMAN09761, HUMAN13969
OG0000802	STRPU_18369	HUMAN01155, HUMAN01153, HUMAN01154, HUMAN14855, HUMAN01190, HUMAN01189, HUMAN14331, HUMAN14330, HUMAN15853, HUMAN15854, HUMAN08400, HUMAN08401, HUMAN23294
OG0000803	STRPU_12487, STRPU_12512	HUMAN04198, HUMAN06177
OG0000809	STRPU_18374	HUMAN01051, HUMAN15029, HUMAN15032, HUMAN15033, HUMAN15030, HUMAN23557
OG0000810	STRPU_19223	HUMAN00991, HUMAN00992
OG0000810	STRPU_16445	HUMAN21423, HUMAN20624, HUMAN20625
OG0000811	STRPU_14620, STRPU_14638, STRPU_22961, STRPU_22960, STRPU_14640, STRPU_25911	HUMAN20401
OG0000813	STRPU_04740, STRPU_04739	HUMAN03259, HUMAN22179
OG0000814	STRPU_21983	HUMAN09482
OG0000814	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083	HUMAN26312
OG0000816	STRPU_21113	HUMAN04902, HUMAN17010, HUMAN15773
OG0000816	STRPU_04037, STRPU_00076	HUMAN22732, HUMAN03583
OG0000817	STRPU_22107	HUMAN13385, HUMAN06596
OG0000817	STRPU_04676	HUMAN03169
OG0000817	STRPU_14081, STRPU_00839	HUMAN27263
OG0000818	STRPU_08499	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928
