Orthogroup	STRPU_ok	HUMAN
OG0007501	STRPU_12196	HUMAN06876, HUMAN06874, HUMAN06875
OG0007503	STRPU_06365	HUMAN03263, HUMAN03264, HUMAN03265
OG0007504	STRPU_09266	HUMAN26616
OG0007507	STRPU_21650, STRPU_21714	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725
OG0007508	STRPU_19349	HUMAN29445
OG0007509	STRPU_18472, STRPU_18429	HUMAN12458
OG0007510	STRPU_24670	HUMAN00670, HUMAN00669
OG0007513	STRPU_22835	HUMAN02838
OG0007514	STRPU_19287, STRPU_00399	HUMAN23377, HUMAN00924
OG0007515	STRPU_18519	HUMAN25910
OG0007517	STRPU_12725	HUMAN04257
OG0007518	STRPU_23498	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938
OG0007520	STRPU_19057	HUMAN20799, HUMAN17640, HUMAN17646, HUMAN20798
OG0007521	STRPU_21340	HUMAN03514
OG0007522	STRPU_12179, STRPU_12137	HUMAN08876
OG0007524	STRPU_06777, STRPU_06757	HUMAN26701, HUMAN30360
OG0007525	STRPU_19058	HUMAN01310
OG0007527	STRPU_25511	HUMAN14056
OG0007528	STRPU_20344	HUMAN01170
OG0007529	STRPU_08309	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629
OG0007531	STRPU_26815	HUMAN23525, HUMAN23527, HUMAN23526
OG0007533	STRPU_10369	HUMAN18647
OG0007582	STRPU_23581	HUMAN23412, HUMAN23413, HUMAN23411
OG0007583	STRPU_10217	HUMAN03503
OG0007584	STRPU_08534	HUMAN10216, HUMAN10215
OG0007586	STRPU_23321	HUMAN28828
OG0007587	STRPU_08054	HUMAN28082
OG0007588	STRPU_12918	HUMAN05800
OG0007589	STRPU_05858	HUMAN23044
OG0007591	STRPU_24089	HUMAN12931
OG0007595	STRPU_26820	HUMAN26771, HUMAN26772
OG0007597	STRPU_16840	HUMAN07406
OG0007598	STRPU_05871	HUMAN22979
OG0007600	STRPU_06011	HUMAN07630, HUMAN21662
OG0007601	STRPU_04895	HUMAN12973
OG0007602	STRPU_18498	HUMAN00917
OG0007603	STRPU_25672	HUMAN11097
OG0007604	STRPU_25514	HUMAN11462, HUMAN11463
OG0007605	STRPU_21432, STRPU_21431	HUMAN25002
OG0007606	STRPU_20480	HUMAN16824, HUMAN16823
OG0007607	STRPU_11445	HUMAN00121
OG0007608	STRPU_07591	HUMAN24575, HUMAN24576
OG0007609	STRPU_06155	HUMAN07130
OG0007610	STRPU_22670	HUMAN20947
OG0007611	STRPU_20758	HUMAN08580
OG0007612	STRPU_12149, STRPU_12117	HUMAN06201
OG0007613	STRPU_19078	HUMAN14918, HUMAN14919, HUMAN14917
OG0007614	STRPU_25420	HUMAN11569, HUMAN11570, HUMAN11567
OG0007615	STRPU_22841	HUMAN17636
OG0007616	STRPU_07311	HUMAN16740
OG0007617	STRPU_27119	HUMAN28528
OG0007618	STRPU_17660, STRPU_02260	HUMAN05174, HUMAN05173
OG0007619	STRPU_11082	HUMAN21829
OG0007621	STRPU_17762	HUMAN01027, HUMAN06000
OG0007622	STRPU_23712	HUMAN21098
OG0007623	STRPU_21885, STRPU_21884	HUMAN14413, HUMAN02716
OG0007624	STRPU_17423	HUMAN00744
OG0007626	STRPU_06813	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030
OG0007628	STRPU_04985	HUMAN22378
OG0007629	STRPU_26798	HUMAN23337
OG0007630	STRPU_06644	HUMAN05291
OG0007631	STRPU_17252	HUMAN25386, HUMAN17448
OG0007632	STRPU_21185	HUMAN16885
OG0007633	STRPU_22913, STRPU_22898	HUMAN13873
OG0007634	STRPU_20702	HUMAN22721
OG0007635	STRPU_04820	HUMAN22830
OG0007637	STRPU_20893, STRPU_20856	HUMAN08470
OG0007638	STRPU_22792, STRPU_01951	HUMAN25473
OG0007639	STRPU_04817	HUMAN03357, HUMAN03356
OG0007640	STRPU_26951	HUMAN14964, HUMAN14963
OG0007641	STRPU_27406	HUMAN23720, HUMAN23721, HUMAN23719
OG0007642	STRPU_22026	HUMAN02914
OG0007643	STRPU_24615	HUMAN26301
OG0007645	STRPU_08498	HUMAN10615, HUMAN10616
OG0007646	STRPU_05885	HUMAN29544
OG0007647	STRPU_13787	HUMAN02929
OG0007648	STRPU_25029	HUMAN29977, HUMAN29976
OG0007649	STRPU_10009	HUMAN01321
OG0007651	STRPU_16780	HUMAN16641
OG0007652	STRPU_19601	HUMAN29441
OG0007653	STRPU_21076	HUMAN17027, HUMAN17025, HUMAN17026
OG0007656	STRPU_22735	HUMAN02869
OG0007658	STRPU_17693	HUMAN30007
OG0007659	STRPU_22169, STRPU_22176	HUMAN18167, HUMAN18165, HUMAN18169
OG0007660	STRPU_26049	HUMAN02075
OG0007662	STRPU_21243	HUMAN05169
OG0007663	STRPU_16698, STRPU_16669	HUMAN19568
OG0007664	STRPU_09994	HUMAN10066
OG0007665	STRPU_10331	HUMAN27691, HUMAN27690
OG0007666	STRPU_09239	HUMAN10319
OG0007667	STRPU_20524	HUMAN15603
OG0007668	STRPU_14387	HUMAN07341
OG0007669	STRPU_23356	HUMAN26809, HUMAN26810
OG0007670	STRPU_07110	HUMAN25254
OG0007671	STRPU_24947	HUMAN18044
OG0007673	STRPU_07544, STRPU_00576	HUMAN30108, HUMAN00583
OG0007674	STRPU_20960	HUMAN08286
OG0007675	STRPU_07164	HUMAN25956, HUMAN25982
OG0007676	STRPU_20181	HUMAN24899
OG0007677	STRPU_19821	HUMAN29231, HUMAN29232
OG0007679	STRPU_10417	HUMAN23101
OG0007680	STRPU_21987, STRPU_21989	HUMAN17909
OG0007681	STRPU_26557	HUMAN09648
OG0007684	STRPU_20671	HUMAN15836
OG0007685	STRPU_21750, STRPU_21685	HUMAN18793
OG0007686	STRPU_25432	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599
OG0007687	STRPU_08938	HUMAN20268
OG0007688	STRPU_13812	HUMAN27313, HUMAN27311
OG0007689	STRPU_14907	HUMAN07121
OG0007690	STRPU_09461	HUMAN27678
OG0007691	STRPU_18903, STRPU_07661	HUMAN27822
OG0007692	STRPU_08445	HUMAN02061
OG0007694	STRPU_26080	HUMAN20746
OG0007695	STRPU_27322	HUMAN28172
OG0007696	STRPU_22742, STRPU_01896	HUMAN05784
OG0007698	STRPU_26351	HUMAN29272
OG0007700	STRPU_15499	HUMAN07314
OG0007701	STRPU_02521, STRPU_15139	HUMAN07269
OG0007702	STRPU_12514, STRPU_12489	HUMAN20314
OG0007703	STRPU_04278	HUMAN22827
OG0007704	STRPU_24663	HUMAN21556
OG0007705	STRPU_04695	HUMAN03246
OG0007706	STRPU_01456, STRPU_08718	HUMAN10609, HUMAN10610
OG0007708	STRPU_13276	HUMAN06488
OG0007709	STRPU_22031	HUMAN23750, HUMAN01625
OG0007711	STRPU_17114, STRPU_17099	HUMAN25855
OG0007712	STRPU_10119, STRPU_10045	HUMAN03420
OG0007713	STRPU_13904	HUMAN06586
OG0007714	STRPU_05559, STRPU_05617	HUMAN30023
OG0007715	STRPU_15268	HUMAN19961
OG0007716	STRPU_18371	HUMAN10202, HUMAN10203
OG0007717	STRPU_21970	HUMAN03284
OG0007718	STRPU_02380, STRPU_13696	HUMAN02952, HUMAN02953
OG0007719	STRPU_10661	HUMAN26223
OG0007721	STRPU_09464	HUMAN03623
OG0007722	STRPU_27029	HUMAN03285
OG0007723	STRPU_24016	HUMAN26538
OG0007724	STRPU_24974	HUMAN03962
OG0007726	STRPU_00545, STRPU_10701	HUMAN04435
OG0007728	STRPU_05337	HUMAN27883
OG0007729	STRPU_25886	HUMAN11128, HUMAN11127
OG0007730	STRPU_00213, STRPU_25952	HUMAN27996, HUMAN27997, HUMAN27995
OG0007732	STRPU_09831	HUMAN24163, HUMAN24162
OG0007733	STRPU_22633	HUMAN01349
OG0007734	STRPU_19011	HUMAN00972, HUMAN17214
OG0007735	STRPU_14336	HUMAN12324
OG0007736	STRPU_15391	HUMAN13041
OG0007738	STRPU_03929	HUMAN19368
OG0007739	STRPU_02301, STRPU_17620	HUMAN01347
OG0007740	STRPU_03741	HUMAN05471, HUMAN05472
OG0007741	STRPU_21247	HUMAN02503
OG0007743	STRPU_24127, STRPU_24118	HUMAN09883, HUMAN06357
OG0007744	STRPU_23575	HUMAN26813, HUMAN26814
OG0007745	STRPU_25603	HUMAN11543, HUMAN11542
OG0007746	STRPU_21712, STRPU_21648	HUMAN25134
OG0007747	STRPU_18980, STRPU_18966	HUMAN01081
OG0007748	STRPU_21768, STRPU_21704	HUMAN02622
OG0007749	STRPU_22396	HUMAN26822
OG0007750	STRPU_19182	HUMAN14835, HUMAN14833
OG0007751	STRPU_10275	HUMAN17117, HUMAN17120
OG0007752	STRPU_06635	HUMAN05362
OG0007753	STRPU_00174	HUMAN23321
OG0007754	STRPU_10555	HUMAN21523
OG0007755	STRPU_12547	HUMAN02406
OG0007756	STRPU_21181	HUMAN18795
OG0007757	STRPU_18160	HUMAN01101
OG0007758	STRPU_22297	HUMAN29935
OG0007759	STRPU_20396	HUMAN01276
OG0007760	STRPU_07851	HUMAN19195
OG0007761	STRPU_10995, STRPU_00332	HUMAN00323
OG0007762	STRPU_06431	HUMAN07584
OG0007763	STRPU_18521	HUMAN01210
OG0007765	STRPU_26090	HUMAN26181, HUMAN26182
OG0007766	STRPU_09268	HUMAN10522
OG0007767	STRPU_10899	HUMAN17614
OG0007768	STRPU_10831, STRPU_10850	HUMAN11819, HUMAN11818
OG0007769	STRPU_08985	HUMAN10250
OG0007770	STRPU_14804	HUMAN07204, HUMAN07203, HUMAN07205
OG0007771	STRPU_23888	HUMAN06957
OG0007772	STRPU_06020	HUMAN21301
OG0007773	STRPU_06714	HUMAN22030
OG0007774	STRPU_01586, STRPU_13567	HUMAN17885, HUMAN17884
OG0007775	STRPU_14887	HUMAN13077
OG0007776	STRPU_26802	HUMAN13908, HUMAN13907, HUMAN13906
OG0007779	STRPU_13722	HUMAN18212
OG0007780	STRPU_21386	HUMAN08419, HUMAN08418
OG0007781	STRPU_20710	HUMAN02870
OG0007782	STRPU_04650, STRPU_04628	HUMAN10939
OG0007783	STRPU_08382	HUMAN10560
OG0007784	STRPU_13640, STRPU_02424	HUMAN12802
OG0007786	STRPU_21038	HUMAN18705
OG0007788	STRPU_14402	HUMAN10906, HUMAN10907
OG0007789	STRPU_14189	HUMAN10825, HUMAN10824
OG0007790	STRPU_02139, STRPU_09177	HUMAN25976
OG0007791	STRPU_07025, STRPU_07083	HUMAN00111
OG0007794	STRPU_14546	HUMAN07379, HUMAN07378
OG0007795	STRPU_19188	HUMAN00877, HUMAN00879, HUMAN00878
OG0007796	STRPU_27124	HUMAN01833
OG0007797	STRPU_14188	HUMAN10834
OG0007798	STRPU_03729	HUMAN23022
OG0007799	STRPU_22231	HUMAN26285
OG0007800	STRPU_05914	HUMAN05271, HUMAN05270
OG0007801	STRPU_08682	HUMAN12139, HUMAN12140, HUMAN12141
OG0007802	STRPU_08198	HUMAN16301
OG0007803	STRPU_20812	HUMAN17024
OG0007804	STRPU_07109	HUMAN27359
OG0007805	STRPU_02864	HUMAN05569
OG0007807	STRPU_09639	HUMAN03444
OG0007808	STRPU_00690	HUMAN20964
OG0007809	STRPU_01217	HUMAN01412
OG0007810	STRPU_23899	HUMAN20972
OG0007811	STRPU_03731	HUMAN21891
OG0007812	STRPU_22426	HUMAN23209
OG0007813	STRPU_21166, STRPU_21158	HUMAN02512
OG0007814	STRPU_04174	HUMAN03364
OG0007815	STRPU_22130	HUMAN18937, HUMAN18939, HUMAN18936, HUMAN18938
OG0007816	STRPU_11279, STRPU_11241	HUMAN00100, HUMAN00099
OG0007818	STRPU_05587	HUMAN07509, HUMAN07511, HUMAN07510
OG0007820	STRPU_14551	HUMAN11761
OG0007823	STRPU_10202	HUMAN03449
OG0007825	STRPU_22030	HUMAN14274
OG0007826	STRPU_14677	HUMAN07299
OG0007827	STRPU_21248	HUMAN16930, HUMAN16931, HUMAN16929
OG0007828	STRPU_22516	HUMAN13883, HUMAN13882
OG0007829	STRPU_24523	HUMAN11339
OG0007830	STRPU_23024, STRPU_00898	HUMAN01001
OG0007831	STRPU_09308	HUMAN27771
OG0007832	STRPU_20682	HUMAN08812
OG0007833	STRPU_14655	HUMAN19927, HUMAN19926
OG0007834	STRPU_10327	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232
OG0007835	STRPU_18438, STRPU_18480	HUMAN23278
OG0007836	STRPU_11716, STRPU_02083, STRPU_09114	HUMAN30213
OG0007837	STRPU_05347	HUMAN29610
OG0007838	STRPU_14725	HUMAN19928
OG0007840	STRPU_07497	HUMAN27820
OG0007841	STRPU_04794	HUMAN03161
OG0007842	STRPU_13856	HUMAN02588, HUMAN02589
OG0007843	STRPU_04967	HUMAN23053, HUMAN24119
OG0007845	STRPU_23996	HUMAN11436, HUMAN11435
OG0007848	STRPU_17665, STRPU_02256	HUMAN19483
OG0007849	STRPU_21446	HUMAN08686
OG0007850	STRPU_11144	HUMAN19514
OG0007851	STRPU_25916	HUMAN02220, HUMAN10989
OG0007854	STRPU_17077	HUMAN25144, HUMAN25143
OG0007857	STRPU_05228	HUMAN22885, HUMAN24371
OG0007858	STRPU_10385	HUMAN27701
OG0007859	STRPU_13382, STRPU_13362	HUMAN17826
OG0007860	STRPU_23368	HUMAN01367
OG0007862	STRPU_25121	HUMAN02592, HUMAN12841, HUMAN12840
OG0007866	STRPU_08484	HUMAN13545, HUMAN13544
OG0007907	STRPU_24934	HUMAN18079, HUMAN18078
OG0007908	STRPU_25541, STRPU_00808	HUMAN27841
OG0007911	STRPU_01387, STRPU_08771	HUMAN16282, HUMAN16283
OG0007913	STRPU_27355	HUMAN09685
OG0007915	STRPU_07165	HUMAN16719, HUMAN16718
OG0007916	STRPU_18067	HUMAN17441
OG0007917	STRPU_05212	HUMAN07730
OG0007918	STRPU_14375	HUMAN24900, HUMAN24901
OG0007922	STRPU_20555, STRPU_20554	HUMAN15444, HUMAN15445
OG0007924	STRPU_26419	HUMAN16777
OG0007926	STRPU_08883, STRPU_00937	HUMAN09355, HUMAN09356
OG0007927	STRPU_22375	HUMAN26473
OG0007929	STRPU_26184	HUMAN14120
OG0007930	STRPU_25690, STRPU_25707	HUMAN19209
OG0007931	STRPU_05870	HUMAN05429, HUMAN22978
OG0007932	STRPU_24833	HUMAN24557
OG0007933	STRPU_11844	HUMAN17540, HUMAN20405
OG0007934	STRPU_23987	HUMAN21422
OG0007935	STRPU_17390	HUMAN25433
OG0007937	STRPU_20783	HUMAN02729
OG0007938	STRPU_23539	HUMAN06734
OG0007939	STRPU_01898, STRPU_22744	HUMAN02969
OG0007940	STRPU_21856	HUMAN09227, HUMAN09226
OG0007941	STRPU_07421	HUMAN10745
OG0007942	STRPU_18585, STRPU_18624	HUMAN14706, HUMAN14708, HUMAN14707
OG0007943	STRPU_17782	HUMAN05448
OG0007944	STRPU_05221	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560
OG0007945	STRPU_19882, STRPU_19857, STRPU_19883	HUMAN11683, HUMAN11682
OG0007946	STRPU_12944	HUMAN01410
OG0007948	STRPU_14560	HUMAN11837
OG0007949	STRPU_07271, STRPU_07250	HUMAN13796, HUMAN13795
OG0007951	STRPU_25923	HUMAN19098
OG0007952	STRPU_01876, STRPU_25192	HUMAN21513
OG0007953	STRPU_10228	HUMAN29593
OG0007954	STRPU_16949, STRPU_02017	HUMAN25141, HUMAN25140
OG0007955	STRPU_21208	HUMAN08358, HUMAN08359
OG0007956	STRPU_26493, STRPU_26482	HUMAN23725
OG0007957	STRPU_22897, STRPU_22912	HUMAN12395
OG0007958	STRPU_23999	HUMAN10130
OG0007959	STRPU_18433, STRPU_18476	HUMAN00914
OG0007962	STRPU_05230	HUMAN23916
OG0007963	STRPU_11066	HUMAN00077
OG0007964	STRPU_08331	HUMAN26269
OG0007965	STRPU_08251	HUMAN10628
OG0007966	STRPU_23496	HUMAN23684
OG0007967	STRPU_25118	HUMAN14599, HUMAN14598, HUMAN14597
OG0007968	STRPU_16704, STRPU_16705, STRPU_16673	HUMAN03235
OG0007969	STRPU_18693	HUMAN11764
OG0007970	STRPU_10774	HUMAN11987, HUMAN11988
OG0007971	STRPU_24401	HUMAN20515
OG0007972	STRPU_26053	HUMAN08234, HUMAN08235
OG0007973	STRPU_22392	HUMAN18842, HUMAN18843
OG0007974	STRPU_06486	HUMAN21538
OG0007975	STRPU_10654, STRPU_10646	HUMAN00101
OG0007976	STRPU_08167	HUMAN10652
OG0007977	STRPU_08102, STRPU_08116	HUMAN10711
OG0007978	STRPU_00914, STRPU_23038	HUMAN26591, HUMAN26590
OG0007979	STRPU_05418	HUMAN28431
OG0007980	STRPU_21051	HUMAN25126
OG0007981	STRPU_20974	HUMAN08911, HUMAN08912
OG0007982	STRPU_14540, STRPU_14543, STRPU_14544	HUMAN24581
OG0007983	STRPU_21626	HUMAN02648, HUMAN02647, HUMAN02649
OG0007984	STRPU_06805	HUMAN11790
OG0007985	STRPU_04501	HUMAN22845
OG0007986	STRPU_27161	HUMAN23732
OG0007988	STRPU_00212, STRPU_25951	HUMAN08136
OG0007990	STRPU_25244	HUMAN28217, HUMAN28218, HUMAN28216
OG0007991	STRPU_21578	HUMAN09310
OG0007992	STRPU_27350	HUMAN15218
OG0007993	STRPU_20903, STRPU_20866	HUMAN02476
OG0007994	STRPU_21302	HUMAN25068
OG0007995	STRPU_26083	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640
OG0007996	STRPU_14493	HUMAN05904
OG0007997	STRPU_14219	HUMAN25806
OG0007998	STRPU_25023, STRPU_02658	HUMAN27286
OG0007999	STRPU_00442, STRPU_13703	HUMAN13157
OG0008000	STRPU_07107	HUMAN16710
OG0008001	STRPU_04410	HUMAN17244, HUMAN17245, HUMAN17243
OG0008003	STRPU_00351, STRPU_11012	HUMAN11963
OG0008004	STRPU_25364	HUMAN07936
OG0008006	STRPU_06440, STRPU_05993	HUMAN30122
OG0008007	STRPU_18169, STRPU_18152	HUMAN28574, HUMAN28573
OG0008008	STRPU_09006	HUMAN25914
OG0008009	STRPU_21986	HUMAN01656
OG0008011	STRPU_23173	HUMAN20883
OG0008012	STRPU_13565, STRPU_01585, STRPU_13566, STRPU_01584	HUMAN12766
OG0008013	STRPU_01498, STRPU_13750	HUMAN02948, HUMAN02949, HUMAN02950
OG0008014	STRPU_08889, STRPU_00932	HUMAN13088
OG0008016	STRPU_26699	HUMAN17122
OG0008017	STRPU_22417	HUMAN29822
OG0008018	STRPU_09880	HUMAN03518
OG0008019	STRPU_10623	HUMAN26686
OG0008020	STRPU_20510	HUMAN25874
OG0008022	STRPU_05163, STRPU_05084	HUMAN08326, HUMAN08325
OG0008023	STRPU_11509, STRPU_11507	HUMAN00347
OG0008025	STRPU_09009	HUMAN25944
OG0008026	STRPU_07788	HUMAN07017
OG0008027	STRPU_00198	HUMAN09297, HUMAN09295
OG0008028	STRPU_24551	HUMAN13789, HUMAN13788
OG0008029	STRPU_15046	HUMAN26373
OG0008030	STRPU_15321	HUMAN20023
OG0008031	STRPU_05008	HUMAN10154
OG0008036	STRPU_08424	HUMAN25880
OG0008037	STRPU_27256, STRPU_27272	HUMAN09652
OG0008038	STRPU_23474	HUMAN21043
OG0008039	STRPU_14997	HUMAN19944
OG0008040	STRPU_17738	HUMAN25453, HUMAN25452
OG0008041	STRPU_23915	HUMAN27061
OG0008043	STRPU_04958	HUMAN09312
OG0008044	STRPU_25925	HUMAN11521
OG0008045	STRPU_23375	HUMAN26584, HUMAN26585, HUMAN26582, HUMAN26580, HUMAN26583, HUMAN26581, HUMAN26586
OG0008046	STRPU_26252	HUMAN28416, HUMAN28418
OG0008047	STRPU_24493	HUMAN02867, HUMAN02866
OG0008048	STRPU_25277	HUMAN28014, HUMAN28015
OG0008049	STRPU_15388	HUMAN26750
OG0008050	STRPU_18857, STRPU_18939	HUMAN23560, HUMAN23558, HUMAN23559
OG0008051	STRPU_08564	HUMAN10716
OG0008052	STRPU_21075	HUMAN09315, HUMAN09316
OG0008053	STRPU_12802	HUMAN26036
OG0008054	STRPU_14071, STRPU_00848	HUMAN20568
OG0008055	STRPU_22383	HUMAN06710
OG0008056	STRPU_23986	HUMAN29996
OG0008057	STRPU_13507	HUMAN19652
OG0008058	STRPU_03014	HUMAN15328, HUMAN15329, HUMAN15330
OG0008060	STRPU_11516	HUMAN01458
OG0008061	STRPU_08064	HUMAN27886
OG0008062	STRPU_24838	HUMAN09476
OG0008064	STRPU_25371	HUMAN26176
OG0008065	STRPU_12835	HUMAN20388
OG0008066	STRPU_26862	HUMAN09760
OG0008067	STRPU_07880, STRPU_07879, STRPU_07873	HUMAN25616
OG0008068	STRPU_05085	HUMAN23056, HUMAN24120
OG0008069	STRPU_18561	HUMAN14189
OG0008070	STRPU_07316	HUMAN13658, HUMAN13659, HUMAN13660
OG0008071	STRPU_18691	HUMAN01032
OG0008072	STRPU_10971	HUMAN00396, HUMAN00395
OG0008073	STRPU_19495	HUMAN29336, HUMAN29335
OG0008074	STRPU_15529	HUMAN12463
OG0008075	STRPU_05647	HUMAN29868
OG0008076	STRPU_24685	HUMAN06293, HUMAN06291, HUMAN06292, HUMAN06290
OG0008077	STRPU_21507	HUMAN26662, HUMAN26661
OG0008078	STRPU_16025	HUMAN06472
OG0008079	STRPU_10602	HUMAN27934
OG0008080	STRPU_11728	HUMAN04666
OG0008081	STRPU_25423	HUMAN20765
OG0008083	STRPU_20792	HUMAN08783
OG0008084	STRPU_21019	HUMAN09222
OG0008085	STRPU_22984	HUMAN02875
OG0008086	STRPU_10021	HUMAN03738
OG0008087	STRPU_22236	HUMAN18084
OG0008088	STRPU_20687	HUMAN08520, HUMAN08522, HUMAN08521
OG0008089	STRPU_01939, STRPU_22781	HUMAN26782
OG0008090	STRPU_13719	HUMAN02903, HUMAN02904
OG0008091	STRPU_14230, STRPU_14237	HUMAN07361, HUMAN07360
OG0008092	STRPU_12736	HUMAN04427
OG0008093	STRPU_22120	HUMAN27677
OG0008094	STRPU_00876, STRPU_23001	HUMAN11989
OG0008098	STRPU_20868, STRPU_20905	HUMAN17004, HUMAN17003
OG0008099	STRPU_01822, STRPU_19317	HUMAN10505, HUMAN10506
OG0008100	STRPU_11576, STRPU_01365	HUMAN00523
OG0008102	STRPU_19361	HUMAN29480
OG0008103	STRPU_21002	HUMAN04801, HUMAN04800
OG0008104	STRPU_10201	HUMAN03550, HUMAN03549, HUMAN03551
OG0008105	STRPU_20958	HUMAN16819
OG0008106	STRPU_01988, STRPU_22827	HUMAN20536, HUMAN20534
OG0008107	STRPU_24019	HUMAN23200, HUMAN23199
OG0008108	STRPU_26222	HUMAN11110
OG0008109	STRPU_14632, STRPU_14614	HUMAN11770, HUMAN11769, HUMAN11771
OG0008110	STRPU_10554	HUMAN17613
OG0008111	STRPU_26446	HUMAN09690
OG0008112	STRPU_20662	HUMAN08268, HUMAN08270, HUMAN08269
OG0008113	STRPU_22759, STRPU_01915	HUMAN14020
OG0008115	STRPU_21414	HUMAN08321
OG0008117	STRPU_20393	HUMAN01737
OG0008119	STRPU_15413	HUMAN26741
OG0008120	STRPU_17327, STRPU_17355	HUMAN00765
OG0008123	STRPU_21615	HUMAN04954
OG0008124	STRPU_23306	HUMAN06531
OG0008125	STRPU_23740	HUMAN24198, HUMAN24197
OG0008126	STRPU_26946	HUMAN01802
OG0008127	STRPU_05706	HUMAN07524
OG0008136	STRPU_25668	HUMAN19121
OG0008143	STRPU_05162, STRPU_05083	HUMAN23788, HUMAN23787
OG0008156	STRPU_09357	HUMAN18652
OG0008194	STRPU_02878, STRPU_02868	HUMAN01965
OG0008199	STRPU_05240	HUMAN23058, HUMAN23057
OG0008201	STRPU_22376	HUMAN21455
OG0008202	STRPU_17834	HUMAN02093
OG0008203	STRPU_04749	HUMAN23819
OG0008204	STRPU_26185	HUMAN11260
OG0008205	STRPU_19994, STRPU_01211	HUMAN29340
OG0008206	STRPU_16714	HUMAN02339
OG0008208	STRPU_23576	HUMAN20538
OG0008209	STRPU_06066	HUMAN26670, HUMAN26672, HUMAN26671
OG0008211	STRPU_26400	HUMAN28680, HUMAN28681
OG0008212	STRPU_21908	HUMAN12505
OG0008213	STRPU_17840	HUMAN21183, HUMAN21184
OG0008214	STRPU_11043, STRPU_00381	HUMAN26684
OG0008215	STRPU_05690	HUMAN07579, HUMAN07580, HUMAN07578
OG0008216	STRPU_21481	HUMAN08718
OG0008217	STRPU_08322	HUMAN20199
OG0008219	STRPU_08830	HUMAN27873
OG0008220	STRPU_04988	HUMAN30201
OG0008221	STRPU_25774, STRPU_25791	HUMAN11125
OG0008222	STRPU_09459	HUMAN17180
OG0008223	STRPU_05864	HUMAN30263
OG0008224	STRPU_26047	HUMAN11586
OG0008225	STRPU_04941	HUMAN24187
OG0008227	STRPU_26816	HUMAN28826
OG0008228	STRPU_22094	HUMAN21146
OG0008229	STRPU_19496	HUMAN29482
OG0008230	STRPU_26192	HUMAN08125
OG0008231	STRPU_09959, STRPU_09981	HUMAN03677
OG0008232	STRPU_06639	HUMAN11841
OG0008234	STRPU_00978, STRPU_08838	HUMAN13620, HUMAN13618, HUMAN13619
OG0008235	STRPU_11051, STRPU_00391	HUMAN00821
OG0008236	STRPU_02457, STRPU_13607	HUMAN02910
OG0008237	STRPU_22078	HUMAN23647
OG0008238	STRPU_25394	HUMAN16279
OG0008239	STRPU_04714	HUMAN03298, HUMAN03297
OG0008240	STRPU_24238, STRPU_01069	HUMAN10132, HUMAN10131
OG0008242	STRPU_05596, STRPU_05536	HUMAN01163, HUMAN01162, HUMAN01161, HUMAN01160
OG0008243	STRPU_17185, STRPU_00183	HUMAN25428
OG0008244	STRPU_08801	HUMAN10161
OG0008245	STRPU_14717	HUMAN29072
OG0008246	STRPU_24678	HUMAN06614
OG0008247	STRPU_14875	HUMAN03620
OG0008249	STRPU_18754	HUMAN14662
OG0008250	STRPU_26602	HUMAN14966
OG0008251	STRPU_23045	HUMAN23749
OG0008252	STRPU_26447	HUMAN23703
OG0008253	STRPU_10288	HUMAN22268, HUMAN22269, HUMAN22270, HUMAN22271
OG0008254	STRPU_27154	HUMAN01824
OG0008255	STRPU_13593, STRPU_02472	HUMAN28692
OG0008256	STRPU_09311	HUMAN16605, HUMAN16606
OG0008257	STRPU_06487	HUMAN21537
OG0008258	STRPU_20943	HUMAN02572
OG0008259	STRPU_24361	HUMAN16697
OG0008260	STRPU_25766	HUMAN28949
OG0008261	STRPU_05899	HUMAN05256, HUMAN05253, HUMAN05254, HUMAN05257
OG0008262	STRPU_19539	HUMAN29219
OG0008263	STRPU_21353	HUMAN04927
OG0008264	STRPU_27244	HUMAN23694
OG0008265	STRPU_23499	HUMAN30496, HUMAN30495
OG0008266	STRPU_26018	HUMAN09367
OG0008267	STRPU_23302	HUMAN06220, HUMAN06219
OG0008268	STRPU_22864	HUMAN29112
OG0008269	STRPU_23379	HUMAN21396
OG0008270	STRPU_00220, STRPU_25959	HUMAN00750
OG0008271	STRPU_22100	HUMAN14372
OG0008272	STRPU_12792	HUMAN04358
OG0008273	STRPU_11363	HUMAN11962, HUMAN11961
OG0008274	STRPU_23528	HUMAN21051
OG0008275	STRPU_17151	HUMAN25394
OG0008277	STRPU_11820	HUMAN04134
OG0008278	STRPU_15382	HUMAN07236
OG0008280	STRPU_06804	HUMAN22014
OG0008281	STRPU_20708	HUMAN04744
OG0008282	STRPU_18517	HUMAN00895
OG0008283	STRPU_14385	HUMAN07219
OG0008284	STRPU_00433, STRPU_14196	HUMAN08430, HUMAN15813
