Orthogroup	STRPU_ok	SACKO_ok
OG0000403	STRPU_17049, STRPU_17068, STRPU_17241, STRPU_17239	SACKO_31259, SACKO_14239
OG0000404	STRPU_19097	SACKO_23210
OG0000404	STRPU_18842	SACKO_23206
OG0000405	STRPU_27356	SACKO_03471
OG0000409	STRPU_22634, STRPU_22593	SACKO_01185, SACKO_25495
OG0000409	STRPU_09794, STRPU_09789	SACKO_11398, SACKO_29371
OG0000410	STRPU_14218, STRPU_25139, STRPU_16035, STRPU_16038, STRPU_16031	SACKO_04463, SACKO_21592
OG0000411	STRPU_16984	SACKO_05252
OG0000411	STRPU_15941, STRPU_00503	SACKO_04974
OG0000412	STRPU_04141	SACKO_20586
OG0000412	STRPU_20062	SACKO_09277
OG0000413	STRPU_21399	SACKO_11939
OG0000413	STRPU_06626	SACKO_26133
OG0000415	STRPU_05911	SACKO_15332, SACKO_04092
OG0000418	STRPU_10410	SACKO_28065, SACKO_16670, SACKO_16304, SACKO_14006, SACKO_10055, SACKO_12318
OG0000419	STRPU_14681	SACKO_13235
OG0000422	STRPU_07102	SACKO_01649, SACKO_01631
OG0000423	STRPU_12670, STRPU_12669, STRPU_12672, STRPU_13863, STRPU_13865, STRPU_13876, STRPU_13846, STRPU_13862, STRPU_13860, STRPU_13840, STRPU_22974, STRPU_12673, STRPU_13474, STRPU_14025	SACKO_02032, SACKO_02071, SACKO_02082, SACKO_02063
OG0000424	STRPU_11870	SACKO_03765
OG0000424	STRPU_04472, STRPU_04471	SACKO_31497
OG0000425	STRPU_20951	SACKO_06112
OG0000425	STRPU_20952, STRPU_02711	SACKO_09919
OG0000426	STRPU_09853	SACKO_26352, SACKO_06534
OG0000426	STRPU_00627	SACKO_02762
OG0000427	STRPU_12503, STRPU_00637	SACKO_23359
OG0000427	STRPU_11390	SACKO_09178
OG0000429	STRPU_24289	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695
OG0000430	STRPU_12372, STRPU_12374	SACKO_17116
OG0000431	STRPU_08891	SACKO_22052
OG0000431	STRPU_05364	SACKO_06822
OG0000431	STRPU_06554, STRPU_06544	SACKO_26117
OG0000432	STRPU_22651	SACKO_04551
OG0000432	STRPU_22624	SACKO_26085
OG0000433	STRPU_08440	SACKO_18114
OG0000433	STRPU_17896	SACKO_07662
OG0000433	STRPU_17895	SACKO_07666
OG0000434	STRPU_07317	SACKO_12594
OG0000435	STRPU_24868	SACKO_25249
OG0000435	STRPU_22156	SACKO_21913, SACKO_31971
OG0000436	STRPU_23785	SACKO_03318
OG0000441	STRPU_08090	SACKO_23073, SACKO_18284, SACKO_32979, SACKO_27949
OG0000442	STRPU_06501	SACKO_15700
OG0000442	STRPU_17294	SACKO_00306
OG0000442	STRPU_16903	SACKO_06006
OG0000443	STRPU_13819	SACKO_14263
OG0000443	STRPU_27362	SACKO_12295, SACKO_25347
OG0000444	STRPU_12350	SACKO_08879, SACKO_08903
OG0000444	STRPU_12803	SACKO_16809
OG0000445	STRPU_26060, STRPU_17672	SACKO_08275, SACKO_00462, SACKO_33751, SACKO_27331, SACKO_27357
OG0000446	STRPU_24898	SACKO_11810
OG0000446	STRPU_01634, STRPU_11972	SACKO_28154, SACKO_19980
OG0000446	STRPU_24006	SACKO_08437
OG0000447	STRPU_05018	SACKO_31056
OG0000448	STRPU_05001	SACKO_30613
OG0000450	STRPU_14805	SACKO_10223
OG0000453	STRPU_11780	SACKO_27333, SACKO_27397, SACKO_25837
OG0000453	STRPU_11765, STRPU_11767, STRPU_11764	SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489
OG0000454	STRPU_26357	SACKO_15534
OG0000456	STRPU_02653, STRPU_01238	SACKO_25121, SACKO_04182, SACKO_18180
OG0000457	STRPU_24815	SACKO_06483
OG0000458	STRPU_07041	SACKO_26555
OG0000458	STRPU_07995, STRPU_07993, STRPU_07994	SACKO_12957
OG0000459	STRPU_13769, STRPU_13771, STRPU_13770, STRPU_13271, STRPU_17503, STRPU_13880, STRPU_13872, STRPU_13841, STRPU_13861, STRPU_13458, STRPU_13459	SACKO_12873, SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786
OG0000460	STRPU_05282	SACKO_30614
OG0000460	STRPU_00443, STRPU_13702, STRPU_07345, STRPU_23366, STRPU_18478, STRPU_18435	SACKO_30600, SACKO_10794
OG0000461	STRPU_22427	SACKO_15370
OG0000461	STRPU_14492	SACKO_07130
OG0000463	STRPU_13114, STRPU_13087	SACKO_15405
OG0000463	STRPU_24320	SACKO_05462
OG0000463	STRPU_27309	SACKO_21927
OG0000465	STRPU_07200	SACKO_34041
OG0000465	STRPU_07201	SACKO_34024
OG0000465	STRPU_10825	SACKO_07203
OG0000465	STRPU_10953, STRPU_10955	SACKO_20894, SACKO_07234
OG0000466	STRPU_18747, STRPU_18365, STRPU_14250, STRPU_06849, STRPU_06848, STRPU_17536, STRPU_13571, STRPU_01590, STRPU_13167, STRPU_13148, STRPU_13147, STRPU_13168, STRPU_13146, STRPU_13149, STRPU_13169	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455
OG0000467	STRPU_23158	SACKO_32050
OG0000468	STRPU_12712, STRPU_12711	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657
OG0000468	STRPU_05357	SACKO_06761
OG0000468	STRPU_15078	SACKO_29000, SACKO_28335
OG0000469	STRPU_23215, STRPU_23221	SACKO_32529, SACKO_32539
OG0000469	STRPU_26522	SACKO_12218
OG0000470	STRPU_08272	SACKO_13430
OG0000470	STRPU_21506	SACKO_20424
OG0000471	STRPU_04284	SACKO_31836, SACKO_31844
OG0000472	STRPU_04400, STRPU_14561	SACKO_22535, SACKO_22150
OG0000472	STRPU_10557	SACKO_09536
OG0000474	STRPU_22424	SACKO_26698
OG0000474	STRPU_23394	SACKO_26694
OG0000475	STRPU_25084	SACKO_01439
OG0000475	STRPU_25083	SACKO_01437
OG0000475	STRPU_25081	SACKO_18627
OG0000476	STRPU_20170	SACKO_17515
OG0000476	STRPU_20169	SACKO_25313
OG0000476	STRPU_19628, STRPU_19687	SACKO_16110
OG0000477	STRPU_14774, STRPU_02549	SACKO_22969, SACKO_22972
OG0000479	STRPU_17435	SACKO_30305
OG0000479	STRPU_14315	SACKO_20169
OG0000480	STRPU_11203	SACKO_21578
OG0000480	STRPU_00362, STRPU_11025	SACKO_16958
OG0000481	STRPU_14885	SACKO_18810
OG0000481	STRPU_19958, STRPU_01189	SACKO_02151, SACKO_09218
OG0000481	STRPU_04460	SACKO_17872
OG0000482	STRPU_20466	SACKO_25732
OG0000482	STRPU_21122	SACKO_25747
OG0000484	STRPU_19234	SACKO_23202
OG0000485	STRPU_03873	SACKO_32346
OG0000486	STRPU_20016, STRPU_18622	SACKO_29937, SACKO_07182, SACKO_07195
OG0000486	STRPU_08732	SACKO_28616, SACKO_28629
OG0000487	STRPU_21236	SACKO_33051, SACKO_15021, SACKO_04845, SACKO_06932, SACKO_06952
OG0000487	STRPU_09230, STRPU_02195	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	STRPU_21579, STRPU_09666	SACKO_32393
OG0000489	STRPU_24241, STRPU_01065	SACKO_02942, SACKO_11413
OG0000490	STRPU_19396, STRPU_19397	SACKO_25826
OG0000491	STRPU_04966	SACKO_09275
OG0000494	STRPU_15055	SACKO_09661, SACKO_20661, SACKO_20676
OG0000494	STRPU_15147, STRPU_02528	SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	STRPU_05984	SACKO_17840, SACKO_17826
OG0000495	STRPU_14646	SACKO_02191, SACKO_02199
OG0000496	STRPU_01872, STRPU_25187	SACKO_17283
OG0000496	STRPU_25443	SACKO_19033
OG0000497	STRPU_14149, STRPU_14171	SACKO_07766
OG0000497	STRPU_19651, STRPU_19670	SACKO_21404
OG0000498	STRPU_25913	SACKO_16151
OG0000499	STRPU_21743, STRPU_21679	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000501	STRPU_04968, STRPU_24516, STRPU_24080, STRPU_00604, STRPU_24511, STRPU_24509, STRPU_04537, STRPU_04519, STRPU_00603, STRPU_24513, STRPU_24508, STRPU_24507, STRPU_24505, STRPU_24504, STRPU_24506, STRPU_24510, STRPU_24688, STRPU_24704, STRPU_24687, STRPU_24705	SACKO_02655, SACKO_04583, SACKO_04590, SACKO_28718, SACKO_28744, SACKO_31552, SACKO_31557, SACKO_28634, SACKO_29583, SACKO_33267, SACKO_29576, SACKO_22573, SACKO_04851, SACKO_22575, SACKO_32214
OG0000502	STRPU_06621	SACKO_31957, SACKO_31944, SACKO_31935, SACKO_31929, SACKO_31956
OG0000503	STRPU_12805, STRPU_12804	SACKO_26118
OG0000504	STRPU_13814	SACKO_01404
OG0000504	STRPU_26516	SACKO_26022
OG0000505	STRPU_21978	SACKO_33776
OG0000506	STRPU_06642	SACKO_28370
OG0000508	STRPU_13773	SACKO_04141
OG0000508	STRPU_22049	SACKO_03535
OG0000510	STRPU_23102	SACKO_08802
OG0000511	STRPU_10354	SACKO_16608, SACKO_16632, SACKO_17075
OG0000513	STRPU_04474	SACKO_20073
OG0000514	STRPU_08933	SACKO_06731
OG0000515	STRPU_19518, STRPU_19526, STRPU_19523, STRPU_19522, STRPU_19524, STRPU_19525, STRPU_19751, STRPU_19749, STRPU_06347, STRPU_26585, STRPU_26583, STRPU_19521	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000516	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368	SACKO_26866, SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833
OG0000519	STRPU_02530, STRPU_15149	SACKO_32736
OG0000520	STRPU_15354	SACKO_18204
OG0000520	STRPU_02843, STRPU_02884, STRPU_02842	SACKO_09249, SACKO_06826
OG0000521	STRPU_20674	SACKO_05642
OG0000521	STRPU_08500	SACKO_19264, SACKO_19258, SACKO_30251
OG0000521	STRPU_20675	SACKO_05637
OG0000522	STRPU_09848	SACKO_03537, SACKO_08795
OG0000522	STRPU_09558	SACKO_03413
OG0000523	STRPU_24945, STRPU_24944	SACKO_25122
OG0000524	STRPU_04273	SACKO_11508
OG0000525	STRPU_19423	SACKO_14070
OG0000525	STRPU_08645, STRPU_08644	SACKO_16659
OG0000526	STRPU_05063, STRPU_05136	SACKO_01849
OG0000526	STRPU_20230	SACKO_09502, SACKO_07763
OG0000526	STRPU_20229, STRPU_19766	SACKO_25850
OG0000526	STRPU_05140, STRPU_05065, STRPU_05139, STRPU_05064	SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	STRPU_25067	SACKO_06738
OG0000528	STRPU_10713	SACKO_04604
OG0000528	STRPU_21360	SACKO_09093
OG0000528	STRPU_23137	SACKO_23862
OG0000529	STRPU_19440	SACKO_27420
OG0000529	STRPU_00345, STRPU_11005	SACKO_22339
OG0000530	STRPU_19193	SACKO_04253
OG0000532	STRPU_20648, STRPU_20646, STRPU_20647	SACKO_04015
OG0000533	STRPU_16980, STRPU_17000, STRPU_17001	SACKO_10942, SACKO_02806, SACKO_02812
OG0000534	STRPU_00112	SACKO_02672
OG0000534	STRPU_13181	SACKO_02674
OG0000534	STRPU_01453, STRPU_08723	SACKO_28185
OG0000535	STRPU_00139, STRPU_22164, STRPU_22159	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000536	STRPU_22972, STRPU_23973, STRPU_23949, STRPU_23210, STRPU_23751, STRPU_23209, STRPU_22732, STRPU_22582, STRPU_22573, STRPU_22575, STRPU_22572, STRPU_22583, STRPU_22574	SACKO_33770
OG0000537	STRPU_06545, STRPU_06553	SACKO_26142
OG0000537	STRPU_06546	SACKO_26151
OG0000538	STRPU_13554	SACKO_05534, SACKO_05532
OG0000541	STRPU_08237	SACKO_34149, SACKO_34143, SACKO_34121, SACKO_34138, SACKO_34126, SACKO_34131, SACKO_34113, SACKO_34137, SACKO_34140, SACKO_02528, SACKO_02532, SACKO_13125, SACKO_13548, SACKO_02536, SACKO_01488, SACKO_13122, SACKO_09874, SACKO_19487, SACKO_33223
OG0000541	STRPU_18129, STRPU_24836, STRPU_20916, STRPU_13928, STRPU_13913, STRPU_05000, STRPU_12096	SACKO_33225, SACKO_28290, SACKO_34141, SACKO_13115, SACKO_33222
OG0000542	STRPU_05583, STRPU_05643	SACKO_04085, SACKO_33246
OG0000542	STRPU_21969	SACKO_31227, SACKO_03340
OG0000544	STRPU_05322	SACKO_01595
OG0000544	STRPU_01164, STRPU_18291	SACKO_20647
OG0000544	STRPU_04548	SACKO_21942
OG0000545	STRPU_21165, STRPU_21157	SACKO_31593
OG0000545	STRPU_07091, STRPU_21313	SACKO_11658
OG0000546	STRPU_21806	SACKO_09949
OG0000547	STRPU_22678, STRPU_21964, STRPU_01969, STRPU_22811	SACKO_10842, SACKO_10831, SACKO_10812
OG0000548	STRPU_10337	SACKO_24136
OG0000548	STRPU_20610	SACKO_21638
OG0000548	STRPU_22797, STRPU_01956	SACKO_01196
OG0000549	STRPU_26917	SACKO_09190
OG0000549	STRPU_12468, STRPU_12545	SACKO_27792
OG0000550	STRPU_25032	SACKO_24656
OG0000550	STRPU_24490	SACKO_29039
OG0000551	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417	SACKO_27987
OG0000552	STRPU_01962, STRPU_22803	SACKO_16965
OG0000553	STRPU_23171	SACKO_30818
OG0000553	STRPU_03995, STRPU_03988	SACKO_27631
OG0000553	STRPU_09287	SACKO_24378
OG0000554	STRPU_16675, STRPU_16708	SACKO_04829
OG0000560	STRPU_20770	SACKO_03111
OG0000560	STRPU_20918, STRPU_20919, STRPU_01418, STRPU_23742	SACKO_03110
OG0000560	STRPU_10871	SACKO_30877
OG0000561	STRPU_21549	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000562	STRPU_26809	SACKO_07813
OG0000564	STRPU_21576, STRPU_00279	SACKO_32358
OG0000564	STRPU_20975	SACKO_24811, SACKO_12013
OG0000565	STRPU_12091, STRPU_12090, STRPU_26877	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	STRPU_22145	SACKO_13906
OG0000566	STRPU_14680	SACKO_18189
OG0000567	STRPU_20922, STRPU_20921	SACKO_32703, SACKO_18072
OG0000567	STRPU_26517	SACKO_21311
OG0000567	STRPU_18559	SACKO_01005
OG0000568	STRPU_26999	SACKO_15842, SACKO_14342
OG0000569	STRPU_27223	SACKO_03979
OG0000570	STRPU_23827, STRPU_23864	SACKO_16042
OG0000570	STRPU_23861, STRPU_23825, STRPU_23826, STRPU_23863	SACKO_16064
OG0000572	STRPU_21193	SACKO_18077
OG0000573	STRPU_11052, STRPU_00392	SACKO_21574
OG0000573	STRPU_27100, STRPU_27089	SACKO_26024
OG0000574	STRPU_09296	SACKO_33381
OG0000574	STRPU_08865, STRPU_00956	SACKO_28187
OG0000574	STRPU_00802, STRPU_19767	SACKO_25843
OG0000575	STRPU_15788	SACKO_27278, SACKO_27258
OG0000576	STRPU_23119	SACKO_23536
OG0000577	STRPU_17273, STRPU_17434, STRPU_11943, STRPU_11903, STRPU_11902, STRPU_11942, STRPU_01705, STRPU_16733, STRPU_01709, STRPU_16737, STRPU_16736, STRPU_01708, STRPU_17320, STRPU_17331, STRPU_17318, STRPU_22685, STRPU_22832	SACKO_02404
OG0000578	STRPU_21618	SACKO_32404
OG0000579	STRPU_23503	SACKO_30809
OG0000580	STRPU_12039, STRPU_01257, STRPU_12038	SACKO_19146
OG0000581	STRPU_21308	SACKO_01235
OG0000581	STRPU_21309	SACKO_01269
OG0000581	STRPU_21310	SACKO_01278
OG0000582	STRPU_19500	SACKO_28539
OG0000583	STRPU_17032, STRPU_01798	SACKO_33042
OG0000584	STRPU_19344, STRPU_19222	SACKO_22450
OG0000585	STRPU_22740, STRPU_01894	SACKO_33151
OG0000586	STRPU_11843	SACKO_01531
OG0000587	STRPU_06588, STRPU_06512	SACKO_31646
OG0000587	STRPU_21487, STRPU_21496	SACKO_32372
OG0000588	STRPU_00676, STRPU_18950	SACKO_19722
OG0000588	STRPU_17075	SACKO_13333
OG0000589	STRPU_13052	SACKO_03632
OG0000590	STRPU_25115	SACKO_30925
OG0000590	STRPU_25616	SACKO_30919, SACKO_30264
OG0000591	STRPU_08932	SACKO_22613
OG0000591	STRPU_06603	SACKO_32003
OG0000592	STRPU_16888	SACKO_27135
OG0000592	STRPU_15820, STRPU_15868	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108
OG0000593	STRPU_09183, STRPU_02152	SACKO_28197
OG0000594	STRPU_12480	SACKO_03549
OG0000594	STRPU_23518	SACKO_33771
OG0000596	STRPU_01212, STRPU_25747, STRPU_05818, STRPU_05681, STRPU_05680, STRPU_03711, STRPU_05445, STRPU_05525, STRPU_05516, STRPU_05235, STRPU_05703	SACKO_14397, SACKO_14403, SACKO_15641, SACKO_13334, SACKO_02687
OG0000597	STRPU_14406	SACKO_18453
OG0000597	STRPU_22530	SACKO_13955
OG0000598	STRPU_26530, STRPU_26404, STRPU_26772	SACKO_05680
OG0000599	STRPU_26871	SACKO_26034, SACKO_33847
OG0000599	STRPU_01860, STRPU_03970	SACKO_29928, SACKO_13810, SACKO_13799, SACKO_13803, SACKO_13818, SACKO_13798, SACKO_13815, SACKO_13813, SACKO_13812
OG0000600	STRPU_18065	SACKO_34109
OG0000600	STRPU_18063	SACKO_34187
OG0000600	STRPU_00672, STRPU_18954	SACKO_27569
OG0000602	STRPU_06890, STRPU_06914	SACKO_18486
OG0000602	STRPU_06715	SACKO_15757, SACKO_11346, SACKO_18509
OG0000603	STRPU_00284, STRPU_21569	SACKO_31604
OG0000604	STRPU_20713	SACKO_11960
OG0000607	STRPU_01642, STRPU_11978	SACKO_23896
OG0000608	STRPU_05642, STRPU_05582	SACKO_04086
OG0000609	STRPU_24853	SACKO_07030
OG0000609	STRPU_24616	SACKO_07908
OG0000610	STRPU_27140, STRPU_27141	SACKO_22412
OG0000610	STRPU_19602	SACKO_14590
OG0000611	STRPU_05045, STRPU_05119	SACKO_14478
OG0000611	STRPU_26016	SACKO_26761
OG0000612	STRPU_09717, STRPU_09761	SACKO_10524
OG0000612	STRPU_26031	SACKO_16423
OG0000613	STRPU_24692, STRPU_24700	SACKO_12488, SACKO_18352
OG0000614	STRPU_25312	SACKO_19940
OG0000614	STRPU_21878	SACKO_31628, SACKO_31587
OG0000615	STRPU_06171	SACKO_26394
OG0000616	STRPU_03576	SACKO_26877
OG0000617	STRPU_22373	SACKO_26070
OG0000617	STRPU_22397	SACKO_15016
OG0000618	STRPU_07199	SACKO_12964
OG0000619	STRPU_06659	SACKO_18510
OG0000621	STRPU_20608, STRPU_20609	SACKO_20435, SACKO_20425, SACKO_09993, SACKO_06637, SACKO_06640, SACKO_06646, SACKO_06659
OG0000621	STRPU_17540, STRPU_17541	SACKO_20461, SACKO_20441, SACKO_20468
OG0000622	STRPU_17169, STRPU_04373	SACKO_03091, SACKO_08665, SACKO_17555, SACKO_17602, SACKO_17590, SACKO_17596
OG0000623	STRPU_07960, STRPU_07951	SACKO_21523, SACKO_18029
OG0000624	STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382	SACKO_27238
OG0000625	STRPU_03700, STRPU_02905	SACKO_11899
OG0000626	STRPU_24334	SACKO_21363
OG0000627	STRPU_03283, STRPU_03246	SACKO_02990
OG0000628	STRPU_17753	SACKO_05282
OG0000628	STRPU_07211	SACKO_26977
OG0000630	STRPU_23125	SACKO_10460, SACKO_08401, SACKO_02760
OG0000630	STRPU_16241, STRPU_07931, STRPU_15456, STRPU_21948, STRPU_03829, STRPU_09053, STRPU_06360, STRPU_06359, STRPU_01732	SACKO_31719, SACKO_18519, SACKO_07143, SACKO_26725, SACKO_02061, SACKO_12214, SACKO_28843, SACKO_17380, SACKO_32273, SACKO_06105, SACKO_08108, SACKO_17636
OG0000633	STRPU_21010	SACKO_05062
OG0000634	STRPU_00599	SACKO_28150, SACKO_28152
OG0000635	STRPU_25070	SACKO_29305
OG0000635	STRPU_17828	SACKO_29739, SACKO_14557
OG0000636	STRPU_09946	SACKO_16616
OG0000637	STRPU_20362	SACKO_13417
OG0000637	STRPU_19277	SACKO_00824
OG0000638	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232	SACKO_07670, SACKO_07656, SACKO_07663, SACKO_09257, SACKO_07658, SACKO_07676, SACKO_24281
OG0000639	STRPU_27017	SACKO_22469
OG0000639	STRPU_25405	SACKO_30392
OG0000642	STRPU_04607, STRPU_04606, STRPU_04846	SACKO_21799
OG0000643	STRPU_14556	SACKO_16201, SACKO_00735
OG0000645	STRPU_25221	SACKO_19857
OG0000645	STRPU_22046	SACKO_17093
OG0000646	STRPU_11448	SACKO_00864
OG0000646	STRPU_25760	SACKO_28271
OG0000647	STRPU_06712	SACKO_00037, SACKO_00065
OG0000648	STRPU_00211	SACKO_12118
OG0000648	STRPU_25924	SACKO_17289
OG0000649	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415	SACKO_06908
OG0000649	STRPU_00020, STRPU_13871, STRPU_13879	SACKO_27756, SACKO_26807
OG0000650	STRPU_24960	SACKO_04649
OG0000651	STRPU_22117	SACKO_14845
OG0000652	STRPU_21926	SACKO_15084
OG0000654	STRPU_25001	SACKO_30168
OG0000656	STRPU_14279	SACKO_15053, SACKO_13960
OG0000657	STRPU_17299, STRPU_17301	SACKO_27378
OG0000657	STRPU_22434	SACKO_14254
OG0000658	STRPU_18794	SACKO_23223
OG0000659	STRPU_00752, STRPU_20000, STRPU_23016	SACKO_01760, SACKO_22901, SACKO_20511, SACKO_33494, SACKO_27820
OG0000659	STRPU_25885	SACKO_13697, SACKO_12545, SACKO_24678, SACKO_18959, SACKO_22986, SACKO_18828
OG0000660	STRPU_13999	SACKO_30045
OG0000660	STRPU_02267, STRPU_17655	SACKO_33063
OG0000662	STRPU_09696, STRPU_09739	SACKO_06148
OG0000662	STRPU_08344	SACKO_28738
OG0000663	STRPU_19333	SACKO_03887
OG0000664	STRPU_23931	SACKO_26065
OG0000664	STRPU_24936	SACKO_23068
OG0000665	STRPU_26452	SACKO_03470
OG0000666	STRPU_22324	SACKO_01360
OG0000667	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308	SACKO_09373, SACKO_32782
OG0000670	STRPU_06883	SACKO_21893
OG0000671	STRPU_24917	SACKO_02900
OG0000671	STRPU_24916	SACKO_33234
OG0000672	STRPU_06933	SACKO_21164
OG0000672	STRPU_20779	SACKO_29531
OG0000673	STRPU_02717	SACKO_09351
OG0000674	STRPU_26356	SACKO_29269
OG0000674	STRPU_12631	SACKO_21136
OG0000676	STRPU_24012	SACKO_30866
OG0000676	STRPU_06999	SACKO_08481
OG0000678	STRPU_08255	SACKO_05460
OG0000680	STRPU_08041	SACKO_13665
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	SACKO_21650, SACKO_21648, SACKO_21651
OG0000681	STRPU_05744	SACKO_14440
OG0000681	STRPU_12569, STRPU_12568	SACKO_06296
OG0000682	STRPU_09978, STRPU_09955	SACKO_15215, SACKO_25895
OG0000683	STRPU_06350	SACKO_30847
OG0000683	STRPU_18850	SACKO_25632
OG0000685	STRPU_08752, STRPU_01415	SACKO_06289
OG0000690	STRPU_08035	SACKO_13982
OG0000690	STRPU_17155	SACKO_03682
OG0000690	STRPU_18294, STRPU_01161	SACKO_00508
OG0000691	STRPU_25430	SACKO_07972
OG0000691	STRPU_24302	SACKO_11293
OG0000692	STRPU_19316, STRPU_01823	SACKO_04812
OG0000692	STRPU_20690, STRPU_24956, STRPU_15312	SACKO_07150, SACKO_07117
OG0000693	STRPU_19430, STRPU_19438	SACKO_25307
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	SACKO_10312
OG0000695	STRPU_11403	SACKO_07260
OG0000696	STRPU_24482	SACKO_05595
OG0000696	STRPU_21259	SACKO_15257
OG0000696	STRPU_10267, STRPU_23135	SACKO_07580
OG0000697	STRPU_22408	SACKO_07543
OG0000698	STRPU_21595	SACKO_33282, SACKO_00937, SACKO_00966, SACKO_00931
OG0000698	STRPU_21594	SACKO_00996
OG0000699	STRPU_06143, STRPU_06144	SACKO_27167
OG0000700	STRPU_16384, STRPU_16362	SACKO_00811
OG0000701	STRPU_09920, STRPU_09919	SACKO_25617, SACKO_32176, SACKO_03805
OG0000702	STRPU_23036, STRPU_00912	SACKO_27079
OG0000703	STRPU_04784	SACKO_21811
OG0000706	STRPU_23155	SACKO_24560
OG0000706	STRPU_11620, STRPU_01329	SACKO_28453
OG0000708	STRPU_18963, STRPU_18977	SACKO_22452
OG0000708	STRPU_00882, STRPU_23008	SACKO_25480
OG0000709	STRPU_20537	SACKO_18089
OG0000709	STRPU_21274, STRPU_21845	SACKO_22198
OG0000710	STRPU_25484	SACKO_13452, SACKO_13463
OG0000711	STRPU_12186	SACKO_19139
OG0000711	STRPU_11659	SACKO_19149
OG0000712	STRPU_05053, STRPU_05129	SACKO_16099
OG0000713	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	SACKO_26669
OG0000715	STRPU_13461	SACKO_31209
OG0000716	STRPU_17012	SACKO_08963
OG0000717	STRPU_19580	SACKO_00278
OG0000717	STRPU_19581	SACKO_00279
OG0000718	STRPU_04006, STRPU_04005	SACKO_32613
OG0000720	STRPU_22043	SACKO_00764
OG0000720	STRPU_22492, STRPU_22468	SACKO_27801
OG0000721	STRPU_14994, STRPU_14964	SACKO_29734
OG0000722	STRPU_21044	SACKO_06070
OG0000722	STRPU_20560	SACKO_06069
OG0000723	STRPU_22942, STRPU_22941, STRPU_22940, STRPU_22939	SACKO_19700, SACKO_28805
OG0000724	STRPU_21597	SACKO_29558
OG0000725	STRPU_19812, STRPU_00755	SACKO_27384
OG0000725	STRPU_12601	SACKO_03561
OG0000726	STRPU_13494	SACKO_17190
OG0000730	STRPU_13747, STRPU_01502	SACKO_27783
OG0000730	STRPU_18715	SACKO_19325
OG0000731	STRPU_06695	SACKO_26280, SACKO_26277
OG0000732	STRPU_06871	SACKO_20871
OG0000733	STRPU_21566	SACKO_32345
OG0000733	STRPU_20797	SACKO_17671
OG0000734	STRPU_20020	SACKO_08224
OG0000735	STRPU_24284	SACKO_26054
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	SACKO_27734, SACKO_27737
OG0000736	STRPU_22089	SACKO_10396
OG0000737	STRPU_09307	SACKO_25903
OG0000739	STRPU_24946	SACKO_18136
OG0000740	STRPU_13396, STRPU_13375	SACKO_24861
OG0000740	STRPU_04815	SACKO_02011
OG0000742	STRPU_06432	SACKO_32083, SACKO_05122
OG0000743	STRPU_08228	SACKO_25573
OG0000743	STRPU_08229	SACKO_25597
OG0000745	STRPU_20528	SACKO_22243, SACKO_22171
OG0000745	STRPU_20529	SACKO_22180
