Orthogroup	STRPU_ok	YEAST
OG0004359	STRPU_23834, STRPU_23872	YEAST01873
OG0004364	STRPU_21818	YEAST00647
OG0004366	STRPU_25733	YEAST01097
OG0004369	STRPU_19645, STRPU_19675	YEAST04013
OG0004370	STRPU_06731	YEAST02378
OG0004374	STRPU_14956, STRPU_14987	YEAST00556
OG0004377	STRPU_13587, STRPU_01605	YEAST05181
OG0004378	STRPU_14220	YEAST03291
OG0004379	STRPU_12632	YEAST02180, YEAST04152
OG0004380	STRPU_04047	YEAST04825
OG0004382	STRPU_26803	YEAST03218
OG0004394	STRPU_05865	YEAST00619
OG0004396	STRPU_10960	YEAST01668
OG0004400	STRPU_24835	YEAST03238, YEAST03731
OG0004401	STRPU_00105, STRPU_22184	YEAST04219
OG0004404	STRPU_03631	YEAST00833, YEAST00883
OG0004417	STRPU_19276, STRPU_00411	YEAST03358
OG0004425	STRPU_24641	YEAST04958
OG0004426	STRPU_20530, STRPU_20532	YEAST01028
OG0004460	STRPU_26151	YEAST06162
OG0004462	STRPU_06172	YEAST03397
OG0004468	STRPU_15279	YEAST04439
OG0004472	STRPU_10341	YEAST06199
OG0004479	STRPU_25490	YEAST00474
OG0004484	STRPU_11038, STRPU_00376	YEAST01989
OG0004486	STRPU_25549, STRPU_00815	YEAST00968
OG0004489	STRPU_01983, STRPU_22823	YEAST03700
OG0004490	STRPU_10416	YEAST02887
OG0004492	STRPU_14985, STRPU_14954	YEAST05415, YEAST01368
OG0004494	STRPU_08650	YEAST03738
OG0004495	STRPU_20165, STRPU_20159	YEAST00946
OG0004498	STRPU_25250	YEAST02716
OG0004500	STRPU_07478	YEAST04651
OG0004503	STRPU_05123, STRPU_05048	YEAST02385
OG0004505	STRPU_24031, STRPU_02633	YEAST01701
OG0004506	STRPU_09238	YEAST06061
OG0004507	STRPU_26831	YEAST04994
OG0004512	STRPU_21468	YEAST01510
OG0004513	STRPU_24975	YEAST04235
OG0004515	STRPU_09715, STRPU_09759	YEAST05737
OG0004519	STRPU_23291	YEAST01596
OG0004520	STRPU_06769	YEAST06001, YEAST05696
OG0004525	STRPU_08186	YEAST03937
OG0004526	STRPU_19898, STRPU_19872	YEAST02603
OG0004529	STRPU_24902	YEAST03981
OG0004535	STRPU_20971	YEAST02221
OG0004538	STRPU_21077	YEAST02750
OG0004541	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409	YEAST02645, YEAST03788, YEAST04781
OG0004542	STRPU_12852, STRPU_12862	YEAST04816, YEAST04623
OG0004545	STRPU_18557	YEAST02071
OG0004546	STRPU_20037	YEAST04485
OG0004551	STRPU_13302	YEAST00426
OG0004554	STRPU_16784	YEAST05640, YEAST04172
OG0004559	STRPU_01434, STRPU_08736	YEAST04428
OG0004563	STRPU_12094	YEAST04325
OG0004566	STRPU_07797	YEAST02192
OG0004567	STRPU_24575	YEAST05747
OG0004571	STRPU_00500, STRPU_15931	YEAST02127
OG0004573	STRPU_15071	YEAST00677
OG0004577	STRPU_26190	YEAST02283
OG0004579	STRPU_22367	YEAST00134
OG0004581	STRPU_06299, STRPU_06345	YEAST03583, YEAST04618
OG0004582	STRPU_18765	YEAST04377
OG0004583	STRPU_07152	YEAST05833
OG0004584	STRPU_16995	YEAST03457
OG0004585	STRPU_25453	YEAST01153
OG0004590	STRPU_02506, STRPU_15126	YEAST03622, YEAST00886
OG0004593	STRPU_09569	YEAST01231
OG0004606	STRPU_24552	YEAST05926
OG0004609	STRPU_14843	YEAST05326
OG0004610	STRPU_26960	YEAST04487, YEAST01427
OG0004611	STRPU_19068	YEAST04613
OG0004612	STRPU_22551	YEAST02359
OG0004616	STRPU_24959	YEAST00250, YEAST02830
OG0004619	STRPU_13721	YEAST03531
OG0004621	STRPU_23746	YEAST00178
OG0004623	STRPU_00487, STRPU_15916, STRPU_00488, STRPU_15917, STRPU_15918	YEAST04421
OG0004626	STRPU_26240, STRPU_02827	YEAST00427
OG0004630	STRPU_17376	YEAST01322, YEAST02951
OG0004633	STRPU_10593	YEAST03510
OG0004634	STRPU_11068	YEAST00262, YEAST00249
OG0004635	STRPU_03202	YEAST02703
OG0004639	STRPU_19843	YEAST02924
OG0004648	STRPU_26366	YEAST04721, YEAST05892
OG0004649	STRPU_14306	YEAST02284
OG0004651	STRPU_15638	YEAST01146
OG0004654	STRPU_01730, STRPU_16755	YEAST00988
OG0004655	STRPU_12453	YEAST01640
OG0004656	STRPU_27342, STRPU_27341	YEAST04281
OG0004657	STRPU_10556	YEAST00473
OG0004658	STRPU_17373	YEAST04140
OG0004659	STRPU_23697	YEAST02251
OG0004660	STRPU_17218	YEAST06221, YEAST00721
OG0004663	STRPU_15121, STRPU_02502	YEAST01161
OG0004664	STRPU_06426	YEAST05162
OG0004668	STRPU_20801	YEAST01610
OG0004669	STRPU_00267, STRPU_03175	YEAST00949
OG0004670	STRPU_24120, STRPU_24116, STRPU_24111	YEAST03416
OG0004671	STRPU_14675	YEAST02606
OG0004674	STRPU_19075	YEAST05448
OG0004675	STRPU_08042	YEAST05072, YEAST02983
OG0004676	STRPU_21235	YEAST05785, YEAST00056, YEAST02694
OG0004678	STRPU_19781, STRPU_00789	YEAST02777, YEAST04846
OG0004682	STRPU_01134, STRPU_18312	YEAST02876
OG0004683	STRPU_21453	YEAST00676
OG0004684	STRPU_20897, STRPU_20861	YEAST05643
OG0004685	STRPU_14434, STRPU_14451	YEAST04200
OG0004687	STRPU_23891	YEAST00982
OG0004691	STRPU_21357	YEAST00819
OG0004699	STRPU_14477	YEAST05453
OG0004702	STRPU_23035, STRPU_00911, STRPU_00910, STRPU_23034	YEAST03387
OG0004703	STRPU_14615, STRPU_14633	YEAST00841
OG0004705	STRPU_04948	YEAST05591
OG0004708	STRPU_14404	YEAST04540
OG0004711	STRPU_15942, STRPU_00504	YEAST03281
OG0004728	STRPU_25586	YEAST04662, YEAST00882
OG0004733	STRPU_26994	YEAST06337
OG0004735	STRPU_15708	YEAST04508
OG0004739	STRPU_08689	YEAST01817
OG0004740	STRPU_20673	YEAST04029
OG0004743	STRPU_13380, STRPU_13403	YEAST04299
OG0004747	STRPU_26212	YEAST01134
OG0004748	STRPU_26332	YEAST03942
OG0004749	STRPU_26258	YEAST05904
OG0004753	STRPU_10592	YEAST04746
OG0004755	STRPU_05953	YEAST03690
OG0004756	STRPU_24829	YEAST03704
OG0004759	STRPU_21118	YEAST02912
OG0004760	STRPU_09566	YEAST01847
OG0004764	STRPU_00681, STRPU_18946	YEAST04443, YEAST04345
OG0004765	STRPU_19109	YEAST02487
OG0004766	STRPU_03594, STRPU_03529	YEAST01053
OG0004767	STRPU_08127	YEAST03559
OG0004768	STRPU_05242	YEAST02666
OG0004769	STRPU_20357	YEAST06228
OG0004770	STRPU_17911	YEAST03432
OG0004774	STRPU_08367	YEAST06062
OG0004785	STRPU_13970	YEAST04153
OG0004786	STRPU_13760, STRPU_01488	YEAST01015
OG0004787	STRPU_11506	YEAST02164
OG0004792	STRPU_00418, STRPU_14208	YEAST02299
OG0004795	STRPU_15105, STRPU_02482	YEAST02163
OG0004797	STRPU_07568, STRPU_07565	YEAST00371
OG0004805	STRPU_06445, STRPU_06446	YEAST03570
OG0004808	STRPU_10771	YEAST02354
OG0004811	STRPU_26197	YEAST01683
OG0004814	STRPU_13183	YEAST05710
OG0004816	STRPU_12652	YEAST04664
OG0004819	STRPU_24434	YEAST00279
OG0004820	STRPU_18016	YEAST05404
OG0004822	STRPU_21965	YEAST03199
OG0004833	STRPU_04546	YEAST01309
OG0004836	STRPU_14324	YEAST00658
OG0004840	STRPU_19684, STRPU_19632	YEAST01399
OG0004841	STRPU_26329	YEAST01375
OG0004842	STRPU_26129	YEAST05083
OG0004843	STRPU_26133	YEAST03163
OG0004844	STRPU_09908	YEAST01571
OG0004848	STRPU_12927	YEAST02387
OG0004849	STRPU_17746	YEAST06335
OG0004850	STRPU_03694	YEAST05082, YEAST02977
OG0004851	STRPU_27358	YEAST02907
OG0004852	STRPU_20129	YEAST00825
OG0004854	STRPU_05257, STRPU_05273	YEAST00889, YEAST04304
OG0004855	STRPU_05316	YEAST03252
OG0004856	STRPU_05076, STRPU_05153	YEAST05973
OG0004858	STRPU_14635, STRPU_14617	YEAST04268
OG0004863	STRPU_12571	YEAST00862
OG0004864	STRPU_22370	YEAST00264
OG0004874	STRPU_25254	YEAST04564
OG0004875	STRPU_19031, STRPU_00459	YEAST02491
OG0004877	STRPU_05767	YEAST05247
OG0004879	STRPU_06939, STRPU_06958	YEAST01311
OG0004880	STRPU_08112, STRPU_08125	YEAST06046
OG0004881	STRPU_11343	YEAST00141
OG0004886	STRPU_06167	YEAST05077
OG0004887	STRPU_07672	YEAST05734
OG0004893	STRPU_07546, STRPU_00578	YEAST04667
OG0004896	STRPU_20031, STRPU_20032	YEAST06193
OG0004897	STRPU_04569	YEAST03127, YEAST00642
OG0004898	STRPU_02957, STRPU_02944	YEAST01269
OG0004902	STRPU_20496	YEAST00933
OG0004903	STRPU_25355	YEAST03539
OG0004906	STRPU_08937	YEAST02770
OG0004911	STRPU_08092	YEAST04765
OG0004913	STRPU_06094	YEAST01636
OG0004914	STRPU_14742	YEAST03369
OG0004917	STRPU_07169	YEAST00244
OG0004922	STRPU_26354	YEAST03302
OG0004924	STRPU_24409	YEAST03555, YEAST03277
OG0004928	STRPU_24477	YEAST00311
OG0004932	STRPU_26247	YEAST04654
OG0004935	STRPU_19740	YEAST02167
OG0004940	STRPU_07541, STRPU_00573	YEAST05107, YEAST05559
OG0004941	STRPU_22636	YEAST03194
OG0004947	STRPU_23618	YEAST05164
OG0004948	STRPU_12534	YEAST02275
OG0004949	STRPU_13012	YEAST04201
OG0004952	STRPU_20796	YEAST02477
OG0004954	STRPU_08007	YEAST06058
OG0004962	STRPU_13744, STRPU_01506	YEAST04400
OG0004963	STRPU_03338, STRPU_03333	YEAST04940
OG0004964	STRPU_13973	YEAST04104
OG0004968	STRPU_25826	YEAST03489
OG0004969	STRPU_06009	YEAST02591
OG0004970	STRPU_17292	YEAST04414
OG0004971	STRPU_18056	YEAST05364
OG0004972	STRPU_08274	YEAST03511
OG0004975	STRPU_18856, STRPU_18940	YEAST00144, YEAST01994
OG0004976	STRPU_05919	YEAST05983
OG0004977	STRPU_13723	YEAST06017
OG0004979	STRPU_13521	YEAST06027
OG0004980	STRPU_04372	YEAST05221
OG0004981	STRPU_16842	YEAST03914, YEAST04639
OG0004982	STRPU_19653, STRPU_19667	YEAST03625
OG0004985	STRPU_23754	YEAST03498
OG0004988	STRPU_15132, STRPU_02514	YEAST05990
OG0004989	STRPU_11711	YEAST04576
OG0004990	STRPU_23966, STRPU_23942	YEAST04419
OG0004992	STRPU_20208, STRPU_20209	YEAST05627
OG0004996	STRPU_23830, STRPU_23868, STRPU_23831, STRPU_23867	YEAST04793
OG0004997	STRPU_09760, STRPU_09716	YEAST01342
OG0005002	STRPU_26738, STRPU_26754	YEAST05414
OG0005003	STRPU_09945	YEAST02467, YEAST00216
OG0005006	STRPU_23765	YEAST06096
OG0005007	STRPU_06387	YEAST03893
OG0005014	STRPU_14514	YEAST02538
OG0005015	STRPU_04597, STRPU_14106	YEAST01649, YEAST01932
OG0005038	STRPU_22415	YEAST02861
OG0005040	STRPU_17431	YEAST04778
OG0005047	STRPU_05922	YEAST01837
OG0005053	STRPU_18810, STRPU_00246	YEAST00680
OG0005055	STRPU_20766	YEAST02159
OG0005059	STRPU_19891, STRPU_19864	YEAST03737
OG0005067	STRPU_22082	YEAST06051
OG0005069	STRPU_16032	YEAST03130
OG0005073	STRPU_24827	YEAST00873
OG0005076	STRPU_26988	YEAST04563
OG0005081	STRPU_25207, STRPU_01890	YEAST03124
OG0005083	STRPU_17228	YEAST00678, YEAST05235
OG0005084	STRPU_22839	YEAST03782
OG0005085	STRPU_18292, STRPU_01163	YEAST06159
OG0005086	STRPU_23179	YEAST00205
OG0005087	STRPU_03641, STRPU_03659	YEAST00816
OG0005088	STRPU_18320, STRPU_01126	YEAST05769, YEAST03125
OG0005089	STRPU_27106	YEAST04644
OG0005090	STRPU_01406, STRPU_08757	YEAST00338
OG0005091	STRPU_05816	YEAST05089
OG0005093	STRPU_18070, STRPU_01761	YEAST01810
OG0005095	STRPU_02771	YEAST04437
OG0005096	STRPU_08160	YEAST00667
OG0005097	STRPU_09221, STRPU_02184	YEAST05071
OG0005099	STRPU_08366	YEAST01396
OG0005100	STRPU_25922	YEAST02389
OG0005104	STRPU_25502	YEAST05248
OG0005106	STRPU_05329	YEAST06065, YEAST00421
OG0005107	STRPU_11749	YEAST06099
OG0005109	STRPU_13972	YEAST05204, YEAST00612
OG0005111	STRPU_10824	YEAST06212, YEAST04032
OG0005114	STRPU_10459	YEAST02131
OG0005117	STRPU_11313, STRPU_11295, STRPU_00042	YEAST06050
OG0005121	STRPU_16484	YEAST02052
OG0005124	STRPU_21411	YEAST04099
OG0005130	STRPU_05396	YEAST03863
OG0005139	STRPU_17070	YEAST04015
OG0005142	STRPU_11187	YEAST03890
OG0005143	STRPU_06139	YEAST00443
OG0005144	STRPU_19013	YEAST04065
OG0005146	STRPU_20659	YEAST02971
OG0005149	STRPU_17682	YEAST03025, YEAST02738
OG0005151	STRPU_06556, STRPU_06542	YEAST03382
OG0005152	STRPU_09380, STRPU_01576	YEAST00847
OG0005157	STRPU_13927, STRPU_13912	YEAST02981
OG0005160	STRPU_15358	YEAST06113
OG0005164	STRPU_12460	YEAST06283
OG0005167	STRPU_08958	YEAST03924
OG0005168	STRPU_21133, STRPU_21135	YEAST06272
OG0005169	STRPU_20522	YEAST00459
OG0005175	STRPU_20816	YEAST05445
OG0005176	STRPU_15001	YEAST00218
OG0005178	STRPU_05042, STRPU_05117	YEAST04497
OG0005179	STRPU_05161, STRPU_05082	YEAST05659
OG0005183	STRPU_12444	YEAST05308
OG0005184	STRPU_05040, STRPU_05114	YEAST00492
OG0005187	STRPU_00668	YEAST05234
OG0005188	STRPU_13694, STRPU_02382	YEAST01554
OG0005191	STRPU_19238	YEAST00993
OG0005192	STRPU_18718	YEAST05720
OG0005194	STRPU_09321, STRPU_09322	YEAST04086
OG0005196	STRPU_11540	YEAST01388
OG0005198	STRPU_12928	YEAST00327
OG0005200	STRPU_00546, STRPU_10700	YEAST01016
OG0005201	STRPU_03628	YEAST00082
OG0005203	STRPU_22051	YEAST02207
OG0005204	STRPU_19844	YEAST01178
OG0005205	STRPU_13243	YEAST01046
OG0005208	STRPU_20021	YEAST01429
OG0005212	STRPU_08768, STRPU_01390	YEAST06147
OG0005220	STRPU_05323	YEAST04357
OG0005221	STRPU_10317	YEAST03209
OG0005222	STRPU_25871	YEAST05518
OG0005224	STRPU_21292	YEAST06324
OG0005225	STRPU_11466	YEAST05094
OG0005227	STRPU_05469	YEAST05529
OG0005228	STRPU_09310	YEAST05916
OG0005229	STRPU_05943	YEAST04766
OG0005231	STRPU_19298, STRPU_01849	YEAST02681
OG0005233	STRPU_11354	YEAST00564
OG0005237	STRPU_21180	YEAST05398
OG0005238	STRPU_19979, STRPU_01208, STRPU_19980	YEAST00351
OG0005239	STRPU_21838	YEAST04499
OG0005240	STRPU_23382	YEAST03058
OG0005244	STRPU_00792, STRPU_19778	YEAST06021
OG0005247	STRPU_25497	YEAST06314
OG0005249	STRPU_00797, STRPU_19773	YEAST03446
OG0005251	STRPU_17311, STRPU_17303	YEAST00934
OG0005254	STRPU_08404	YEAST00814
OG0005259	STRPU_23667, STRPU_23641	YEAST04276
OG0005261	STRPU_24559	YEAST01831
OG0005262	STRPU_00347, STRPU_11007	YEAST05458
OG0005264	STRPU_06948	YEAST03506
OG0005267	STRPU_20585	YEAST03513
OG0005269	STRPU_23278	YEAST03314
OG0005273	STRPU_17316, STRPU_17333	YEAST04916
OG0005275	STRPU_23138	YEAST03695
OG0005277	STRPU_18405	YEAST04186
OG0005279	STRPU_25890	YEAST05219
OG0005280	STRPU_09964, STRPU_09985	YEAST00305
OG0005281	STRPU_09986, STRPU_09965	YEAST05694
OG0005285	STRPU_15902	YEAST03115
OG0005289	STRPU_14376	YEAST03438
OG0005292	STRPU_25025	YEAST01718
OG0005293	STRPU_24465	YEAST03033
OG0005294	STRPU_18290, STRPU_01165	YEAST01981
OG0005298	STRPU_04868	YEAST03696
OG0005299	STRPU_14413	YEAST00788
OG0005300	STRPU_22780, STRPU_01938	YEAST04941
OG0005304	STRPU_20416	YEAST05397
OG0005309	STRPU_04132	YEAST03670
OG0005312	STRPU_19953	YEAST05201, YEAST04689
OG0005316	STRPU_25494	YEAST02690
OG0005317	STRPU_17680	YEAST03232
OG0005318	STRPU_12177, STRPU_12135	YEAST02932
OG0005319	STRPU_27120	YEAST00507
OG0005323	STRPU_27299	YEAST01809
OG0005324	STRPU_20025	YEAST02894
OG0005326	STRPU_25489	YEAST02113
OG0005360	STRPU_27393	YEAST05037
OG0005365	STRPU_04377	YEAST00555
OG0005366	STRPU_21326	YEAST05488
OG0005370	STRPU_08003	YEAST06092
OG0005371	STRPU_22543	YEAST06170
OG0005373	STRPU_06388	YEAST05422
OG0005374	STRPU_17193, STRPU_17194	YEAST05714
OG0005375	STRPU_25120	YEAST03962
OG0005379	STRPU_05284	YEAST03216
OG0005390	STRPU_18553	YEAST03532
OG0005391	STRPU_25279	YEAST02166
OG0005393	STRPU_25587	YEAST04280
OG0005394	STRPU_25496	YEAST00853
OG0005396	STRPU_06564, STRPU_06536	YEAST05100
OG0005399	STRPU_10762	YEAST03052
OG0005402	STRPU_00390, STRPU_11050	YEAST00454, YEAST00455
OG0005403	STRPU_27005	YEAST03894
OG0005406	STRPU_03511, STRPU_03556	YEAST00801
OG0005409	STRPU_25711, STRPU_25693, STRPU_25710	YEAST01305
OG0005412	STRPU_14017	YEAST00286
OG0005413	STRPU_22172, STRPU_22165	YEAST00212
OG0005417	STRPU_08416	YEAST02517
OG0005422	STRPU_21664, STRPU_21663, STRPU_21727	YEAST00744
OG0005430	STRPU_26211	YEAST02046
OG0005431	STRPU_07670	YEAST00653
OG0005432	STRPU_14995, STRPU_14965	YEAST00083
OG0005433	STRPU_27302	YEAST00126
OG0005435	STRPU_22855	YEAST02973
OG0005437	STRPU_21555	YEAST04554
OG0005438	STRPU_20419	YEAST03985
OG0005439	STRPU_24295	YEAST00480, YEAST02388
OG0005446	STRPU_17943	YEAST02856
OG0005448	STRPU_17912	YEAST00061
OG0005451	STRPU_07609	YEAST02174
OG0005455	STRPU_13490	YEAST01906
OG0005464	STRPU_26048	YEAST03289
OG0005465	STRPU_21146	YEAST02925
OG0005466	STRPU_23396	YEAST04413
OG0005468	STRPU_25503	YEAST03549
OG0005469	STRPU_25633	YEAST03750
OG0005470	STRPU_18165, STRPU_18149	YEAST05805
OG0005471	STRPU_14864, STRPU_14846	YEAST02704
OG0005474	STRPU_08208	YEAST05625
OG0005476	STRPU_23644, STRPU_23669	YEAST00929
OG0005479	STRPU_26167	YEAST06140
OG0005481	STRPU_17876	YEAST02988
OG0005482	STRPU_00281, STRPU_21573	YEAST06080
OG0005484	STRPU_05527, STRPU_05589	YEAST05993
OG0005488	STRPU_14659	YEAST02834
OG0005489	STRPU_22568	YEAST02006
OG0005490	STRPU_23431, STRPU_01005	YEAST02289
OG0005493	STRPU_09612	YEAST03669
OG0005495	STRPU_06752	YEAST04982
OG0005498	STRPU_00441, STRPU_13704	YEAST02944
OG0005499	STRPU_04311, STRPU_04338	YEAST00316
OG0005503	STRPU_03008	YEAST01883
OG0005504	STRPU_21558	YEAST02859
OG0005508	STRPU_22224, STRPU_22223	YEAST05735
OG0005511	STRPU_19315, STRPU_01824	YEAST04889
OG0005514	STRPU_14577	YEAST00756
OG0005524	STRPU_08209	YEAST04752
OG0005527	STRPU_12817	YEAST05177
OG0005531	STRPU_22020, STRPU_22019	YEAST02508
OG0005533	STRPU_15926, STRPU_00495	YEAST05670
OG0005535	STRPU_02515, STRPU_15133	YEAST03305
OG0005537	STRPU_17419	YEAST00932
OG0005539	STRPU_07949, STRPU_07958	YEAST01881
OG0005540	STRPU_06611	YEAST04214
OG0005545	STRPU_22736	YEAST06273
OG0005554	STRPU_13732	YEAST01003
OG0005556	STRPU_15806, STRPU_15854	YEAST01807
OG0005559	STRPU_17542	YEAST02680
OG0005560	STRPU_07947, STRPU_07918	YEAST01996
OG0005561	STRPU_25548, STRPU_00814	YEAST05048
OG0005562	STRPU_03200	YEAST02317
OG0005563	STRPU_05366	YEAST03552
OG0005564	STRPU_20064	YEAST02525
OG0005566	STRPU_14898	YEAST02934
OG0005569	STRPU_12945	YEAST01288
OG0005570	STRPU_05004	YEAST05155
OG0005572	STRPU_06637	YEAST04844
OG0005573	STRPU_12870	YEAST00059
OG0005574	STRPU_27016	YEAST02083
OG0005575	STRPU_14790	YEAST02256
OG0005580	STRPU_11629, STRPU_01321	YEAST03612
OG0005582	STRPU_00296, STRPU_00285	YEAST06134
OG0005584	STRPU_26637	YEAST03140, YEAST03524
OG0005586	STRPU_02793, STRPU_26829, STRPU_26826	YEAST00364
OG0005589	STRPU_01034, STRPU_23405	YEAST06142
OG0005590	STRPU_24090	YEAST05462
OG0005592	STRPU_25992	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	STRPU_07081	YEAST04980
OG0005595	STRPU_09782	YEAST01803
OG0005597	STRPU_07006, STRPU_06987	YEAST02753
OG0005598	STRPU_06717	YEAST01870
OG0005599	STRPU_22924	YEAST01798
OG0005600	STRPU_23162	YEAST00206
OG0005604	STRPU_12907	YEAST03276
OG0005605	STRPU_04602	YEAST01083
OG0005613	STRPU_21112	YEAST02714
OG0005617	STRPU_19268	YEAST02068
OG0005618	STRPU_18370	YEAST04830
OG0005620	STRPU_23571	YEAST04915
OG0005622	STRPU_20686	YEAST05142
OG0005623	STRPU_13131, STRPU_02575	YEAST01590
OG0005626	STRPU_15356	YEAST02896
OG0005632	STRPU_20886, STRPU_20849	YEAST01025
OG0005636	STRPU_12024	YEAST04250, YEAST02533
OG0005641	STRPU_20526	YEAST05413
OG0005643	STRPU_14537	YEAST05368
OG0005645	STRPU_02698	YEAST03386
OG0005649	STRPU_17152	YEAST03683
OG0005652	STRPU_23662, STRPU_23636	YEAST02748
OG0005656	STRPU_10339	YEAST05558
OG0005660	STRPU_14412	YEAST04813
OG0005694	STRPU_26440	YEAST02311
OG0005701	STRPU_08625	YEAST03349
OG0005702	STRPU_05872	YEAST02337
OG0005703	STRPU_08717, STRPU_01457	YEAST00484
OG0005707	STRPU_27228	YEAST01682
OG0005715	STRPU_21975	YEAST05111
OG0005719	STRPU_11077	YEAST01866
OG0005723	STRPU_23964, STRPU_23939	YEAST05629
OG0005724	STRPU_10013	YEAST03029
OG0005728	STRPU_26034	YEAST03877
OG0005729	STRPU_17722	YEAST04879
OG0005731	STRPU_08963	YEAST04127
OG0005732	STRPU_08259	YEAST05411, YEAST00067
OG0005734	STRPU_00552, STRPU_10691	YEAST03845
OG0005747	STRPU_00328, STRPU_10991	YEAST02338
OG0005749	STRPU_12467	YEAST00550
OG0005750	STRPU_09294	YEAST05318
OG0005758	STRPU_06469	YEAST03970
OG0005764	STRPU_13948	YEAST03256
OG0005769	STRPU_20424	YEAST05614
OG0005774	STRPU_13525, STRPU_13524	YEAST01218
OG0005775	STRPU_08548	YEAST04199
OG0005779	STRPU_08148	YEAST03322
OG0005783	STRPU_01541, STRPU_09418	YEAST04090
OG0005784	STRPU_10310	YEAST06131
OG0005787	STRPU_22458, STRPU_22482	YEAST03651
OG0005789	STRPU_25529	YEAST06245
OG0005790	STRPU_20640	YEAST01022
OG0005792	STRPU_21805	YEAST02379
OG0005793	STRPU_11575, STRPU_01366	YEAST03437
OG0005794	STRPU_13536	YEAST03999
OG0005796	STRPU_04062	YEAST02169
OG0005797	STRPU_09784	YEAST04949
OG0005799	STRPU_21454	YEAST05573
OG0005800	STRPU_23401, STRPU_01039	YEAST03278
OG0005801	STRPU_00807, STRPU_25540	YEAST00340
OG0005803	STRPU_01875, STRPU_25191	YEAST05968
OG0005805	STRPU_14645	YEAST01806
OG0005807	STRPU_16945, STRPU_02020	YEAST01275
OG0005811	STRPU_21807	YEAST01007
OG0005812	STRPU_20595	YEAST06095, YEAST02696, YEAST03626
OG0005814	STRPU_19267	YEAST01475
OG0005815	STRPU_00424, STRPU_14203	YEAST03739
OG0005819	STRPU_18789	YEAST04896
OG0005823	STRPU_24738	YEAST01415
OG0005828	STRPU_15489	YEAST00547
OG0005831	STRPU_00960, STRPU_08861	YEAST05339
OG0005832	STRPU_25370	YEAST00468
OG0005835	STRPU_25028	YEAST01714
OG0005837	STRPU_19226	YEAST02139
OG0005842	STRPU_07126	YEAST02254
OG0005843	STRPU_24376	YEAST02236
OG0005845	STRPU_23253	YEAST00903
OG0005848	STRPU_13409	YEAST01451, YEAST02858
OG0005849	STRPU_22157	YEAST01002
OG0005850	STRPU_22163, STRPU_22158	YEAST01618
OG0005860	STRPU_22221	YEAST01211
OG0005864	STRPU_10139, STRPU_10075	YEAST04171
OG0005865	STRPU_00331, STRPU_10994	YEAST02036
OG0005866	STRPU_25266	YEAST02662, YEAST00926, YEAST05389
OG0005869	STRPU_25687, STRPU_25706	YEAST04361
OG0005872	STRPU_13684, STRPU_02391	YEAST00119
OG0005874	STRPU_13329	YEAST05241
OG0005880	STRPU_23630	YEAST00456
OG0005886	STRPU_20854, STRPU_20891	YEAST01320
OG0005887	STRPU_14589	YEAST02429, YEAST01660
OG0005888	STRPU_20094, STRPU_20115	YEAST01289, YEAST02921
OG0005889	STRPU_17783	YEAST02568
OG0005893	STRPU_05783, STRPU_05784	YEAST05434
OG0005897	STRPU_27001	YEAST04730
OG0005898	STRPU_08373	YEAST04411
OG0005899	STRPU_19676, STRPU_19644	YEAST01832
OG0005901	STRPU_26188	YEAST04462
OG0005902	STRPU_00812, STRPU_25546	YEAST03800
OG0005906	STRPU_13484	YEAST01796
OG0005909	STRPU_27365	YEAST01623
OG0005919	STRPU_19746	YEAST06039
OG0005921	STRPU_16843	YEAST01856
OG0005922	STRPU_22840	YEAST03364
OG0005925	STRPU_06264, STRPU_06308	YEAST05583
OG0005928	STRPU_19012	YEAST02001
OG0005931	STRPU_13894, STRPU_23211	YEAST04950
OG0005932	STRPU_23574	YEAST02495
OG0005933	STRPU_21783	YEAST05705
OG0005936	STRPU_12095	YEAST03224
OG0005940	STRPU_15031	YEAST04035
OG0005943	STRPU_02138, STRPU_09176	YEAST00579
OG0005944	STRPU_20638	YEAST01316
OG0005946	STRPU_01024, STRPU_23413	YEAST05608
OG0005949	STRPU_14172, STRPU_14148	YEAST06253
OG0005952	STRPU_09763, STRPU_09719	YEAST03507
OG0005954	STRPU_14525	YEAST01233
OG0005955	STRPU_09339	YEAST00616
OG0005960	STRPU_10397	YEAST04608
OG0005961	STRPU_23573	YEAST00672
OG0005965	STRPU_09992	YEAST02033
OG0005966	STRPU_00119, STRPU_08812	YEAST04113
OG0005968	STRPU_25825	YEAST05417
OG0005969	STRPU_20508	YEAST04558, YEAST04559
OG0005970	STRPU_18555	YEAST05328
OG0005974	STRPU_19881, STRPU_19856	YEAST06068
OG0005976	STRPU_08501	YEAST02136
OG0005978	STRPU_22052	YEAST01891
OG0005980	STRPU_16838	YEAST06132
OG0005984	STRPU_19150	YEAST04078, YEAST01479
OG0005985	STRPU_23556	YEAST00726
OG0005986	STRPU_20977	YEAST02056
OG0005987	STRPU_06677	YEAST05748
OG0005989	STRPU_11653	YEAST04850
OG0005991	STRPU_05268, STRPU_05252	YEAST06034
OG0005993	STRPU_12807	YEAST04496
OG0005995	STRPU_06966	YEAST01813
OG0005996	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006	YEAST02670
OG0005998	STRPU_14411	YEAST04034
