Orthogroup	STRPU_ok	YEAST
OG0000779	STRPU_20061, STRPU_15696	YEAST03812
OG0000782	STRPU_27022	YEAST01393, YEAST05616
OG0000791	STRPU_13705, STRPU_00440	YEAST02375
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	YEAST04627
OG0000800	STRPU_09950, STRPU_09973, STRPU_07425, STRPU_15030	YEAST03636
OG0000809	STRPU_18374	YEAST01998
OG0000817	STRPU_22107, STRPU_04676	YEAST00389
OG0000817	STRPU_14081, STRPU_00839	YEAST06112
OG0000824	STRPU_25265	YEAST01319, YEAST02883
OG0000828	STRPU_23372	YEAST00945, YEAST05476, YEAST00075
OG0000828	STRPU_15585, STRPU_02220	YEAST02290
OG0000837	STRPU_24375	YEAST06222
OG0000841	STRPU_25231	YEAST02416
OG0000847	STRPU_14471	YEAST02530, YEAST00209
OG0000849	STRPU_02904	YEAST04475
OG0000850	STRPU_01821, STRPU_19318, STRPU_01567, STRPU_09392	YEAST04287
OG0000852	STRPU_27397, STRPU_26323	YEAST01266
OG0000855	STRPU_14665, STRPU_26339, STRPU_26337, STRPU_26336	YEAST04755
OG0000857	STRPU_01644, STRPU_11981, STRPU_11980	YEAST00309
OG0000868	STRPU_21550, STRPU_16752	YEAST06157
OG0000871	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286, STRPU_09793, STRPU_09788, STRPU_09787	YEAST03857
OG0000872	STRPU_11965, STRPU_01626	YEAST03222, YEAST03741
OG0000875	STRPU_19189, STRPU_13557	YEAST00077
OG0000876	STRPU_24157	YEAST05556
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	YEAST06123
OG0000888	STRPU_27059, STRPU_04199, STRPU_04237	YEAST00288
OG0000889	STRPU_21634, STRPU_21635, STRPU_14204, STRPU_00423	YEAST00175
OG0000894	STRPU_00073, STRPU_05725, STRPU_08351, STRPU_08352	YEAST03763
OG0000896	STRPU_02181, STRPU_09218	YEAST02476
OG0000896	STRPU_21363	YEAST04923
OG0000898	STRPU_18627, STRPU_18582	YEAST06255, YEAST03431
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	YEAST00599
OG0000907	STRPU_19282, STRPU_00404	YEAST02193
OG0000913	STRPU_05760	YEAST03557, YEAST05101
OG0000914	STRPU_23164	YEAST04745
OG0000921	STRPU_01492, STRPU_13755, STRPU_02601, STRPU_19926	YEAST02526
OG0000925	STRPU_18396, STRPU_06765, STRPU_06773	YEAST05667, YEAST06025
OG0000932	STRPU_14600, STRPU_14601	YEAST03525
OG0000933	STRPU_21205	YEAST06306
OG0000934	STRPU_17512	YEAST02582, YEAST06252
OG0000934	STRPU_12472	YEAST05040
OG0000935	STRPU_00845, STRPU_14076	YEAST02843
OG0000943	STRPU_04161, STRPU_22662, STRPU_22663, STRPU_15088	YEAST03805
OG0000944	STRPU_04925	YEAST04878
OG0000954	STRPU_14000, STRPU_08333	YEAST05503, YEAST01249
OG0000955	STRPU_19275, STRPU_00412	YEAST00837
OG0000955	STRPU_05708	YEAST04295
OG0000963	STRPU_01836	YEAST03685, YEAST00482, YEAST01749
OG0000964	STRPU_17480, STRPU_17483, STRPU_17484	YEAST04606
OG0000965	STRPU_04296, STRPU_04326, STRPU_04357	YEAST02552
OG0000965	STRPU_25366	YEAST02050
OG0000967	STRPU_04947, STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	YEAST05075
OG0000970	STRPU_15449, STRPU_15417	YEAST04028
OG0000982	STRPU_22197	YEAST01182
OG0000984	STRPU_27147, STRPU_05828, STRPU_16245, STRPU_16206	YEAST01493, YEAST00575
OG0000986	STRPU_04549	YEAST01481, YEAST04073
OG0000987	STRPU_24310	YEAST04734, YEAST02734
OG0000994	STRPU_24886, STRPU_10294	YEAST02360
OG0000996	STRPU_06423	YEAST00033
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919, STRPU_06896, STRPU_06918	YEAST00341
OG0001003	STRPU_14729	YEAST00644
OG0001006	STRPU_16623, STRPU_19160	YEAST04513
OG0001016	STRPU_13418, STRPU_22033	YEAST00830
OG0001018	STRPU_17343, STRPU_17363, STRPU_20600	YEAST01172
OG0001024	STRPU_04414, STRPU_04310, STRPU_04337, STRPU_04853, STRPU_04411, STRPU_04412	YEAST01024, YEAST00308
OG0001033	STRPU_01715, STRPU_16742	YEAST02124
OG0001064	STRPU_07076, STRPU_07075	YEAST00458
OG0001066	STRPU_00995, STRPU_23446, STRPU_23443, STRPU_23442, STRPU_23441, STRPU_00997, STRPU_23439, STRPU_00998, STRPU_13739	YEAST06311
OG0001075	STRPU_24305	YEAST05636
OG0001076	STRPU_05726	YEAST01570
OG0001081	STRPU_11527, STRPU_11523, STRPU_11522, STRPU_12200, STRPU_12201	YEAST04460
OG0001082	STRPU_13254, STRPU_13255, STRPU_22896, STRPU_22911	YEAST03919, YEAST02905, YEAST05331
OG0001094	STRPU_20715	YEAST03837
OG0001095	STRPU_23398	YEAST00773
OG0001096	STRPU_19489, STRPU_20335, STRPU_15056	YEAST01384
OG0001101	STRPU_22666	YEAST03434
OG0001108	STRPU_22947, STRPU_14644	YEAST06309
OG0001111	STRPU_25873, STRPU_21368, STRPU_21367, STRPU_06851	YEAST06003
OG0001113	STRPU_05723, STRPU_05716	YEAST05320
OG0001113	STRPU_26700	YEAST00954
OG0001114	STRPU_22227	YEAST00036, YEAST05811
OG0001124	STRPU_08314, STRPU_19131	YEAST02719
OG0001132	STRPU_27222	YEAST05421
OG0001133	STRPU_20402	YEAST04296
OG0001133	STRPU_18983	YEAST03271
OG0001134	STRPU_01420, STRPU_08748	YEAST05015
OG0001135	STRPU_12730, STRPU_05675	YEAST03641
OG0001136	STRPU_27024	YEAST05047, YEAST02997
OG0001140	STRPU_08005, STRPU_07640	YEAST03519
OG0001142	STRPU_24402	YEAST04001
OG0001163	STRPU_04187	YEAST02433
OG0001164	STRPU_15250, STRPU_15192, STRPU_15190, STRPU_15248	YEAST03454
OG0001171	STRPU_07714, STRPU_07717, STRPU_07719	YEAST04620, YEAST03578
OG0001175	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557	YEAST00534
OG0001177	STRPU_25237, STRPU_24518, STRPU_25236	YEAST06137
OG0001179	STRPU_26217, STRPU_26015, STRPU_25325	YEAST00368, YEAST04831, YEAST02287
OG0001181	STRPU_02570, STRPU_13125	YEAST02051
OG0001184	STRPU_19999, STRPU_09552	YEAST01681
OG0001185	STRPU_07407	YEAST04969
OG0001186	STRPU_26002, STRPU_25391	YEAST04605, YEAST01886
OG0001191	STRPU_09337	YEAST04707
OG0001197	STRPU_21581, STRPU_24733	YEAST01499
OG0001201	STRPU_26014	YEAST05452
OG0001204	STRPU_14562	YEAST05200
OG0001207	STRPU_16506, STRPU_24022, STRPU_02640	YEAST04258
OG0001210	STRPU_21013	YEAST05511
OG0001210	STRPU_11288	YEAST02318
OG0001212	STRPU_05194, STRPU_05195	YEAST03971
OG0001214	STRPU_22695	YEAST00577
OG0001216	STRPU_10937, STRPU_25702, STRPU_25683, STRPU_25682, STRPU_25701	YEAST00145
OG0001219	STRPU_24669	YEAST03867
OG0001236	STRPU_10838, STRPU_10857	YEAST03325, YEAST02687, YEAST03269
OG0001237	STRPU_12648, STRPU_22266	YEAST04380
OG0001238	STRPU_09768, STRPU_09725, STRPU_01032	YEAST04481
OG0001241	STRPU_07496	YEAST02002
OG0001241	STRPU_06648, STRPU_06647	YEAST03967, YEAST01074
OG0001243	STRPU_22072	YEAST00739, YEAST05004
OG0001249	STRPU_18988	YEAST01062, YEAST02067
OG0001250	STRPU_08807	YEAST02968, YEAST01339
OG0001251	STRPU_23397	YEAST00750
OG0001251	STRPU_25431	YEAST01707
OG0001253	STRPU_14588, STRPU_23835, STRPU_23873	YEAST03998
OG0001254	STRPU_22240	YEAST04309
OG0001262	STRPU_19745, STRPU_19744, STRPU_19743, STRPU_20298	YEAST00911
OG0001263	STRPU_04426, STRPU_03468	YEAST00172
OG0001268	STRPU_26888, STRPU_23502	YEAST03495
OG0001270	STRPU_08488	YEAST01703
OG0001270	STRPU_08385	YEAST02398
OG0001271	STRPU_13644, STRPU_02419, STRPU_13643, STRPU_02421	YEAST05227, YEAST00662
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453, STRPU_24861	YEAST01893
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	YEAST03070
OG0001280	STRPU_26559	YEAST00846
OG0001282	STRPU_11958, STRPU_01619	YEAST03744
OG0001284	STRPU_00110, STRPU_13473, STRPU_26961	YEAST00567, YEAST01498
OG0001286	STRPU_12903	YEAST00588, YEAST01486, YEAST03604
OG0001291	STRPU_04348	YEAST04453, YEAST04334
OG0001300	STRPU_00543, STRPU_15986	YEAST01098
OG0001302	STRPU_18961, STRPU_18975	YEAST02328
OG0001302	STRPU_14524	YEAST00299
OG0001310	STRPU_21314, STRPU_15962, STRPU_00518	YEAST00887
OG0001318	STRPU_12148, STRPU_12116, STRPU_17591	YEAST03712
OG0001319	STRPU_06818	YEAST01678
OG0001321	STRPU_22556	YEAST02280, YEAST01901
OG0001322	STRPU_12583, STRPU_21322	YEAST06128
OG0001324	STRPU_25173	YEAST00078
OG0001325	STRPU_04898	YEAST00793
OG0001326	STRPU_10219	YEAST05395
OG0001327	STRPU_24460, STRPU_23965, STRPU_23941	YEAST03176
OG0001332	STRPU_19162, STRPU_19163	YEAST03929, YEAST02705, YEAST00687
OG0001333	STRPU_12708	YEAST00728
OG0001341	STRPU_22449	YEAST06006
OG0001345	STRPU_23708	YEAST03613
OG0001353	STRPU_21554, STRPU_00577, STRPU_07545	YEAST00020, YEAST04041
OG0001363	STRPU_20296	YEAST06180
OG0001364	STRPU_10674, STRPU_00565	YEAST06038, YEAST00402
OG0001367	STRPU_24795	YEAST04688
OG0001368	STRPU_21464	YEAST01821
OG0001370	STRPU_22194, STRPU_15723	YEAST04067, YEAST05195, YEAST00897
OG0001371	STRPU_08143, STRPU_02082, STRPU_09113	YEAST00532, YEAST03976
OG0001372	STRPU_19138	YEAST00070
OG0001372	STRPU_25409, STRPU_25404	YEAST02226
OG0001375	STRPU_07312, STRPU_07355	YEAST05499, YEAST05567
OG0001378	STRPU_09539	YEAST02300
OG0001379	STRPU_06776, STRPU_06758	YEAST04155
OG0001386	STRPU_25053, STRPU_17223	YEAST05114
OG0001397	STRPU_09545, STRPU_10313	YEAST05731
OG0001400	STRPU_01874, STRPU_25189	YEAST02931
OG0001409	STRPU_03382	YEAST00885, YEAST04659
OG0001410	STRPU_05515, STRPU_25411	YEAST05046
OG0001411	STRPU_05251, STRPU_05267	YEAST04834
OG0001412	STRPU_09369	YEAST04490
OG0001413	STRPU_14983, STRPU_14952, STRPU_26501	YEAST04294
OG0001414	STRPU_21522, STRPU_10366	YEAST06070, YEAST01920
OG0001415	STRPU_14239	YEAST04230
OG0001415	STRPU_06370, STRPU_06372, STRPU_06371, STRPU_06373	YEAST00964
OG0001421	STRPU_20976	YEAST05252
OG0001422	STRPU_17021	YEAST05588, YEAST01363
OG0001424	STRPU_22200, STRPU_24308	YEAST01127
OG0001427	STRPU_07408	YEAST01885
OG0001428	STRPU_11278, STRPU_11240	YEAST04862, YEAST05862, YEAST02749, YEAST03037
OG0001430	STRPU_21288	YEAST01712
OG0001434	STRPU_17874, STRPU_17872	YEAST03991
OG0001437	STRPU_25775, STRPU_25792	YEAST01264, YEAST02900
OG0001445	STRPU_16668, STRPU_16697	YEAST01715
OG0001449	STRPU_07648	YEAST03188
OG0001449	STRPU_25089	YEAST05764
OG0001452	STRPU_26368	YEAST05900
OG0001454	STRPU_05075, STRPU_05152, STRPU_05150, STRPU_05074, STRPU_05151	YEAST01495, YEAST00573
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	YEAST00365
OG0001459	STRPU_12776, STRPU_02363	YEAST03073, YEAST03464
OG0001461	STRPU_23343	YEAST05255
OG0001468	STRPU_25091	YEAST03875, YEAST03904
OG0001469	STRPU_10391	YEAST02070
OG0001469	STRPU_17509, STRPU_17361, STRPU_17345	YEAST02765
OG0001470	STRPU_02226, STRPU_15577	YEAST00369, YEAST05375
OG0001472	STRPU_27210, STRPU_27194, STRPU_25563, STRPU_00832	YEAST03031
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	YEAST05711
OG0001474	STRPU_13493, STRPU_08774	YEAST01416, YEAST05312
OG0001478	STRPU_21182	YEAST01984
OG0001478	STRPU_09284	YEAST02078
OG0001479	STRPU_19441	YEAST01132
OG0001503	STRPU_26383	YEAST03032
OG0001503	STRPU_08277	YEAST02920
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	YEAST05406
OG0001505	STRPU_11360	YEAST03361
OG0001508	STRPU_12972	YEAST04143
OG0001520	STRPU_24561	YEAST03872
OG0001524	STRPU_10326, STRPU_25252	YEAST03912
OG0001525	STRPU_15038, STRPU_15039, STRPU_15040, STRPU_15037	YEAST00757
OG0001527	STRPU_14392, STRPU_25264	YEAST01395
OG0001529	STRPU_13250, STRPU_00143	YEAST01143
OG0001530	STRPU_04902	YEAST00643
OG0001546	STRPU_20460	YEAST03111
OG0001550	STRPU_21280, STRPU_20475	YEAST02405, YEAST05953
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	YEAST04817
OG0001553	STRPU_04052	YEAST05147, YEAST01586
OG0001557	STRPU_12321	YEAST04671
OG0001557	STRPU_23129	YEAST04551
OG0001558	STRPU_20040	YEAST04449
OG0001559	STRPU_21439	YEAST00445, YEAST02434
OG0001561	STRPU_22097	YEAST06176
OG0001564	STRPU_06537, STRPU_06563	YEAST05390
OG0001570	STRPU_18190, STRPU_25866	YEAST04678
OG0001573	STRPU_18175	YEAST03285
OG0001578	STRPU_09755, STRPU_09711	YEAST01872
OG0001580	STRPU_25493	YEAST06270
OG0001590	STRPU_17388, STRPU_26879	YEAST03476, YEAST00717, YEAST03955
OG0001594	STRPU_23743, STRPU_17908	YEAST03418
OG0001597	STRPU_14448, STRPU_14431, STRPU_15998	YEAST01702
OG0001603	STRPU_20376, STRPU_20015	YEAST02584
OG0001604	STRPU_20664, STRPU_14571	YEAST01428
OG0001605	STRPU_25478, STRPU_12565	YEAST04101
OG0001609	STRPU_06891, STRPU_23497	YEAST02739
OG0001610	STRPU_24471	YEAST00596
OG0001612	STRPU_17129	YEAST01109
OG0001628	STRPU_20435, STRPU_21204	YEAST04790
OG0001653	STRPU_18928, STRPU_18930, STRPU_18865	YEAST01151
OG0001655	STRPU_05327	YEAST03354
OG0001657	STRPU_14732	YEAST00101, YEAST00944
OG0001663	STRPU_22095	YEAST05642
OG0001676	STRPU_04793	YEAST02848
OG0001676	STRPU_22887	YEAST06155
OG0001679	STRPU_06814, STRPU_17392, STRPU_17100, STRPU_17115	YEAST05302, YEAST02334, YEAST02449, YEAST01523
OG0001680	STRPU_20436	YEAST01119, YEAST04022
OG0001685	STRPU_05303	YEAST01147
OG0001687	STRPU_25158, STRPU_24138	YEAST05279
OG0001691	STRPU_15006	YEAST01315
OG0001704	STRPU_05453	YEAST01293
OG0001706	STRPU_05229	YEAST03424
OG0001707	STRPU_24819	YEAST06049, YEAST00407, YEAST04739
OG0001708	STRPU_06608	YEAST05744, YEAST05745
OG0001709	STRPU_05233	YEAST04440
OG0001713	STRPU_10631, STRPU_25915	YEAST04039
OG0001718	STRPU_20683	YEAST01537
OG0001721	STRPU_14647	YEAST04881, YEAST05253, YEAST00698
OG0001723	STRPU_06356	YEAST01435
OG0001727	STRPU_21219	YEAST04543
OG0001728	STRPU_26695	YEAST03347
OG0001730	STRPU_18631, STRPU_18614	YEAST00177
OG0001736	STRPU_25454	YEAST04588
OG0001739	STRPU_12635	YEAST03760
OG0001745	STRPU_26910	YEAST01431
OG0001750	STRPU_13411	YEAST03628
OG0001754	STRPU_17742	YEAST03682
OG0001755	STRPU_24786	YEAST05131
OG0001756	STRPU_09620, STRPU_09617, STRPU_04685	YEAST00620
OG0001769	STRPU_04596, STRPU_14107, STRPU_20984	YEAST04726
OG0001770	STRPU_17113, STRPU_16408	YEAST02590
OG0001774	STRPU_09937, STRPU_23744	YEAST05166
OG0001775	STRPU_26768	YEAST05594
OG0001780	STRPU_14799	YEAST03768
OG0001781	STRPU_13577, STRPU_01597, STRPU_20058	YEAST01882
OG0001782	STRPU_26752, STRPU_26766, STRPU_04678	YEAST02421
OG0001785	STRPU_06427	YEAST02713
OG0001787	STRPU_17941	YEAST03546
OG0001792	STRPU_27220	YEAST04595
OG0001793	STRPU_23388, STRPU_24396	YEAST02466
OG0001805	STRPU_12761, STRPU_02348	YEAST05496, YEAST01242
OG0001807	STRPU_24677	YEAST05464
OG0001808	STRPU_00247, STRPU_18809	YEAST01298
OG0001818	STRPU_00061	YEAST05902, YEAST04712
OG0001822	STRPU_12353	YEAST04378, YEAST01659
OG0001826	STRPU_07008	YEAST04777, YEAST01697, YEAST05781
OG0001828	STRPU_14046	YEAST04676
OG0001829	STRPU_26227	YEAST01613, YEAST00136, YEAST02008
OG0001831	STRPU_09256	YEAST00024
OG0001832	STRPU_23928, STRPU_22029	YEAST05376
OG0001846	STRPU_27133	YEAST04351, YEAST04434
OG0001846	STRPU_07479, STRPU_07116, STRPU_07129, STRPU_07361	YEAST05067
OG0001850	STRPU_25933, STRPU_04723	YEAST01913
OG0001852	STRPU_23919	YEAST03121
OG0001853	STRPU_26165, STRPU_25636	YEAST05176
OG0001857	STRPU_08062	YEAST04741
OG0001860	STRPU_12706	YEAST00188
OG0001861	STRPU_17421	YEAST05779, YEAST04773
OG0001863	STRPU_16802, STRPU_08055	YEAST03017
OG0001866	STRPU_16646	YEAST05095, YEAST05570
OG0001867	STRPU_02073, STRPU_09102	YEAST01669
OG0001873	STRPU_21706, STRPU_21642, STRPU_05848, STRPU_21114	YEAST00981, YEAST00267
OG0001875	STRPU_00655, STRPU_23068, STRPU_04899	YEAST04137
OG0001877	STRPU_20768	YEAST04134
OG0001886	STRPU_19685, STRPU_19631	YEAST03260
OG0001888	STRPU_18384	YEAST05749, YEAST01573
OG0001893	STRPU_19363	YEAST01023
OG0001894	STRPU_10413	YEAST00433
OG0001899	STRPU_21547	YEAST01210, YEAST04466
OG0001903	STRPU_18003, STRPU_18004, STRPU_18006, STRPU_18005, STRPU_18002, STRPU_17168, STRPU_21061, STRPU_21026	YEAST06020
OG0001913	STRPU_10199	YEAST05520
OG0001915	STRPU_17939	YEAST04791
OG0001917	STRPU_18955, STRPU_00671	YEAST01859
OG0001923	STRPU_18625, STRPU_18584	YEAST05881
OG0001926	STRPU_18373	YEAST02948
OG0001932	STRPU_06651	YEAST03770, YEAST03179
OG0001934	STRPU_02193, STRPU_09229	YEAST00877
OG0001935	STRPU_24558, STRPU_25146	YEAST00431
OG0001938	STRPU_12630	YEAST03931
OG0001940	STRPU_14325	YEAST04188, YEAST05646
OG0001943	STRPU_07623	YEAST02393, YEAST05966
OG0001945	STRPU_17291	YEAST01671
OG0001947	STRPU_23003, STRPU_00878	YEAST02570
OG0001951	STRPU_22044	YEAST00941, YEAST05396
OG0001952	STRPU_07473, STRPU_12536	YEAST04673, YEAST01990, YEAST00155
OG0001965	STRPU_01429, STRPU_01430, STRPU_08740	YEAST04582
OG0001968	STRPU_09871, STRPU_20270	YEAST04910
OG0001969	STRPU_27401	YEAST06173
OG0001972	STRPU_11351	YEAST01822, YEAST03363
OG0001985	STRPU_14835	YEAST04959
OG0001992	STRPU_21804	YEAST02679
OG0001998	STRPU_14372	YEAST00890
OG0002001	STRPU_22133, STRPU_08080	YEAST00502, YEAST03944
OG0002003	STRPU_21851	YEAST02826, YEAST03671
OG0002008	STRPU_04363	YEAST00768
OG0002010	STRPU_08441	YEAST00609
OG0002013	STRPU_21921, STRPU_22925, STRPU_22926	YEAST03040
OG0002014	STRPU_22668	YEAST02422
OG0002015	STRPU_08637	YEAST05525
OG0002025	STRPU_09069, STRPU_02045	YEAST03650
OG0002026	STRPU_15399, STRPU_05265, STRPU_05250	YEAST01247
OG0002029	STRPU_03590, STRPU_03525	YEAST02646
OG0002031	STRPU_22129, STRPU_00644, STRPU_23058	YEAST02752
OG0002032	STRPU_03804	YEAST01221
OG0002042	STRPU_04785	YEAST02880
OG0002043	STRPU_07222	YEAST04003
OG0002059	STRPU_19592	YEAST05893, YEAST04718
OG0002062	STRPU_22454	YEAST05454
OG0002063	STRPU_11651, STRPU_23098	YEAST00838
OG0002067	STRPU_08273	YEAST03444
OG0002069	STRPU_24856	YEAST05962
OG0002073	STRPU_09676	YEAST04552
OG0002076	STRPU_23547	YEAST02206
OG0002078	STRPU_14012, STRPU_08704, STRPU_01468	YEAST06232
OG0002079	STRPU_05491	YEAST05765, YEAST00483
OG0002080	STRPU_12273	YEAST05220, YEAST04736
OG0002084	STRPU_09835	YEAST04529
OG0002087	STRPU_22994, STRPU_22996, STRPU_22991, STRPU_23597, STRPU_20103, STRPU_20076	YEAST05702
OG0002090	STRPU_08335, STRPU_08336, STRPU_25222, STRPU_25225, STRPU_25223, STRPU_25224	YEAST02246
OG0002093	STRPU_12871	YEAST02255
OG0002097	STRPU_06535, STRPU_06565	YEAST02697
OG0002101	STRPU_19346	YEAST03902
OG0002103	STRPU_21394	YEAST05974
OG0002106	STRPU_19950	YEAST03654
OG0002108	STRPU_21693, STRPU_21758	YEAST03715
OG0002123	STRPU_07154	YEAST02444
OG0002125	STRPU_23305	YEAST05183
OG0002131	STRPU_26857, STRPU_27387	YEAST04275
OG0002137	STRPU_21090, STRPU_18345, STRPU_18353, STRPU_18358	YEAST04320
OG0002138	STRPU_12939, STRPU_12957	YEAST02406
OG0002144	STRPU_15216, STRPU_15163	YEAST02673
OG0002146	STRPU_23230, STRPU_23218	YEAST04333, YEAST00109, YEAST03088, YEAST04454
OG0002147	STRPU_11081	YEAST04532, YEAST01219
OG0002148	STRPU_21577, STRPU_20962	YEAST02060
OG0002152	STRPU_07904, STRPU_07930	YEAST05624
OG0002156	STRPU_05360, STRPU_05070, STRPU_05146	YEAST03007
OG0002160	STRPU_08290	YEAST03960
OG0002165	STRPU_26072	YEAST04504
OG0002168	STRPU_24315, STRPU_19155	YEAST00516
OG0002169	STRPU_10191	YEAST02258
OG0002175	STRPU_19597	YEAST04956
OG0002184	STRPU_18607, STRPU_18606, STRPU_18635	YEAST00242
OG0002185	STRPU_25310	YEAST05212
OG0002188	STRPU_23046	YEAST04638, YEAST03913
OG0002189	STRPU_19345	YEAST02882, YEAST04447
OG0002213	STRPU_21333	YEAST01241, YEAST05495
OG0002216	STRPU_22652	YEAST06040
OG0002217	STRPU_19421	YEAST06033
OG0002222	STRPU_11454	YEAST03240
OG0002224	STRPU_04620	YEAST01574
OG0002225	STRPU_20789	YEAST04939
OG0002226	STRPU_18952, STRPU_00675	YEAST00948
OG0002228	STRPU_08800	YEAST04154, YEAST05632
OG0002233	STRPU_07753, STRPU_07589, STRPU_07766, STRPU_07763	YEAST00277
OG0002239	STRPU_27056	YEAST01621
OG0002241	STRPU_15218, STRPU_15166	YEAST02005
OG0002243	STRPU_04202, STRPU_04242	YEAST04599, YEAST03601, YEAST04600
OG0002244	STRPU_04996	YEAST02768
OG0002252	STRPU_08300	YEAST00826
OG0002261	STRPU_08447, STRPU_08414	YEAST00472
OG0002264	STRPU_17295	YEAST01705
OG0002279	STRPU_06852	YEAST05800
OG0002282	STRPU_19538	YEAST00881
OG0002288	STRPU_04687	YEAST01591, YEAST05154
OG0002316	STRPU_17537	YEAST01805
OG0002318	STRPU_19786, STRPU_00784, STRPU_10456, STRPU_10457, STRPU_22054	YEAST02923
OG0002319	STRPU_06337, STRPU_06292	YEAST00329
OG0002321	STRPU_10154, STRPU_10091	YEAST02461
OG0002324	STRPU_13570, STRPU_01589, STRPU_14002, STRPU_14003	YEAST02615, YEAST06287
OG0002326	STRPU_21342	YEAST00310, YEAST02699
OG0002327	STRPU_23595	YEAST00346, YEAST06217
OG0002331	STRPU_26088	YEAST01653
OG0002332	STRPU_04027	YEAST01606, YEAST05184, YEAST00285
OG0002341	STRPU_05759	YEAST03640, YEAST04562
OG0002344	STRPU_14480	YEAST02312, YEAST02019
OG0002346	STRPU_01631, STRPU_11970	YEAST02012
OG0002348	STRPU_21258, STRPU_04971	YEAST01845
OG0002355	STRPU_05391	YEAST00016
OG0002356	STRPU_13024	YEAST00259
OG0002361	STRPU_20865, STRPU_20902, STRPU_21152	YEAST01027
OG0002367	STRPU_00096, STRPU_19014, STRPU_26541	YEAST01179
OG0002369	STRPU_21201	YEAST03766
OG0002374	STRPU_16223, STRPU_00101, STRPU_26262, STRPU_25329	YEAST02010, YEAST00133
OG0002377	STRPU_20991	YEAST05000
OG0002406	STRPU_10508	YEAST05509
OG0002407	STRPU_04443	YEAST00012
OG0002409	STRPU_23292	YEAST05834
OG0002409	STRPU_22412	YEAST02027
OG0002411	STRPU_02645, STRPU_16168	YEAST05950, YEAST02407
OG0002412	STRPU_20533	YEAST06171
OG0002413	STRPU_18616, STRPU_24368	YEAST01196
OG0002415	STRPU_04146, STRPU_04145	YEAST01271
OG0002421	STRPU_27357, STRPU_25383	YEAST02982
OG0002422	STRPU_17611, STRPU_17617	YEAST05026
OG0002426	STRPU_08743, STRPU_01426	YEAST00184
OG0002441	STRPU_17739	YEAST00068, YEAST02278, YEAST05821
OG0002442	STRPU_25860	YEAST05932
OG0002443	STRPU_23447, STRPU_00994	YEAST04906
OG0002446	STRPU_02116, STRPU_09151	YEAST04254
OG0002448	STRPU_04423	YEAST00626
OG0002448	STRPU_04344	YEAST03419
OG0002450	STRPU_26697	YEAST04575
OG0002453	STRPU_03521, STRPU_03584	YEAST00512
OG0002476	STRPU_25129, STRPU_25898	YEAST05799
OG0002486	STRPU_25111	YEAST01433
OG0002492	STRPU_06750, STRPU_06747	YEAST01624
OG0002494	STRPU_12559, STRPU_12558	YEAST02402
OG0002495	STRPU_01889, STRPU_25206	YEAST02772
OG0002497	STRPU_14057, STRPU_00867	YEAST02747
OG0002500	STRPU_14559	YEAST05648
OG0002505	STRPU_13547	YEAST02959
OG0002510	STRPU_03146, STRPU_03126, STRPU_03104	YEAST04753
OG0002516	STRPU_03861	YEAST00066
OG0002518	STRPU_00560, STRPU_10679	YEAST02890
OG0002520	STRPU_04851	YEAST05256
OG0002523	STRPU_23311	YEAST06234
OG0002527	STRPU_20128	YEAST01639
OG0002528	STRPU_09781	YEAST00372
OG0002530	STRPU_26632	YEAST05530, YEAST03790
OG0002532	STRPU_08489	YEAST03235
OG0002533	STRPU_14961, STRPU_14991	YEAST04525
OG0002543	STRPU_15054	YEAST00527
OG0002557	STRPU_25407	YEAST06243
OG0002561	STRPU_20465, STRPU_20515, STRPU_20545, STRPU_20520	YEAST04438, YEAST02106
OG0002562	STRPU_19181	YEAST03992
OG0002564	STRPU_08467	YEAST02186
OG0002565	STRPU_10373	YEAST04224, YEAST02499
OG0002570	STRPU_26462	YEAST00592
OG0002574	STRPU_20737, STRPU_00733	YEAST05657
OG0002594	STRPU_26054	YEAST06174
OG0002598	STRPU_18497	YEAST04621, YEAST03577
OG0002605	STRPU_19114	YEAST06332
OG0002608	STRPU_12429	YEAST03716, YEAST02846
OG0002609	STRPU_26812	YEAST01355
OG0002610	STRPU_25580	YEAST01078, YEAST03973
OG0002612	STRPU_23590	YEAST03508
OG0002617	STRPU_05735	YEAST00866
OG0002618	STRPU_08357	YEAST06247
OG0002621	STRPU_07219, STRPU_07125	YEAST05551
OG0002629	STRPU_21973, STRPU_24885	YEAST05919
OG0002632	STRPU_26761, STRPU_26747	YEAST02755
OG0002633	STRPU_20983	YEAST04206
OG0002636	STRPU_08552	YEAST01664, YEAST06215
