Orthogroup	STRPU_ok	AENJA_ok
OG0000629	STRPU_11562	AENJA_26558
OG0000633	STRPU_21010	AENJA_05498
OG0000633	STRPU_15058	AENJA_21962, AENJA_21535
OG0000633	STRPU_25151, STRPU_25150	AENJA_18151
OG0000633	STRPU_18495, STRPU_11416	AENJA_01137
OG0000634	STRPU_00599	AENJA_04829
OG0000634	STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950	AENJA_15030, AENJA_04831, AENJA_11956, AENJA_02531, AENJA_15029
OG0000635	STRPU_17828	AENJA_16658
OG0000636	STRPU_09946	AENJA_07463
OG0000637	STRPU_20362	AENJA_16161
OG0000638	STRPU_17473, STRPU_17456, STRPU_16890, STRPU_23957, STRPU_17471, STRPU_17454, STRPU_17472, STRPU_17455, STRPU_23958, STRPU_23932, STRPU_14026, STRPU_17232	AENJA_10628, AENJA_09520
OG0000639	STRPU_27017	AENJA_10965
OG0000639	STRPU_25405	AENJA_22126
OG0000642	STRPU_04607, STRPU_04606	AENJA_02487
OG0000642	STRPU_04846	AENJA_00389, AENJA_26018
OG0000645	STRPU_25221	AENJA_00673
OG0000645	STRPU_22046	AENJA_22405
OG0000646	STRPU_11448	AENJA_01294, AENJA_21315
OG0000646	STRPU_25760	AENJA_07139
OG0000647	STRPU_09897	AENJA_07172
OG0000647	STRPU_06712	AENJA_01826
OG0000648	STRPU_00211	AENJA_04823
OG0000648	STRPU_25924	AENJA_04819
OG0000649	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415	AENJA_11680
OG0000649	STRPU_00020	AENJA_09384
OG0000649	STRPU_13871, STRPU_13879	AENJA_14703
OG0000650	STRPU_24960	AENJA_10994
OG0000651	STRPU_22117	AENJA_15937
OG0000652	STRPU_21926	AENJA_18509
OG0000654	STRPU_25001	AENJA_23986
OG0000656	STRPU_09024, STRPU_22306, STRPU_23486	AENJA_11353, AENJA_01287
OG0000656	STRPU_14279	AENJA_04198
OG0000657	STRPU_17299, STRPU_17301	AENJA_06847
OG0000657	STRPU_22434	AENJA_01439
OG0000657	STRPU_00184, STRPU_17300	AENJA_14948
OG0000658	STRPU_18794	AENJA_24472
OG0000658	STRPU_00253, STRPU_00251, STRPU_13056, STRPU_13058, STRPU_25438, STRPU_13017, STRPU_13827, STRPU_15682, STRPU_12629, STRPU_03579, STRPU_15684, STRPU_13020, STRPU_17803, STRPU_13054, STRPU_12354, STRPU_12626, STRPU_15687, STRPU_15685, STRPU_13069, STRPU_13080, STRPU_13021, STRPU_03578, STRPU_15662, STRPU_15664, STRPU_12628	AENJA_05246, AENJA_14317, AENJA_14438, AENJA_16525, AENJA_16524, AENJA_24157, AENJA_09452, AENJA_02467, AENJA_16481, AENJA_08740, AENJA_21280
OG0000659	STRPU_00752, STRPU_20000, STRPU_23016	AENJA_04377, AENJA_21077
OG0000660	STRPU_02267, STRPU_17655	AENJA_07533, AENJA_06621
OG0000662	STRPU_09621	AENJA_08142
OG0000662	STRPU_09696, STRPU_09739	AENJA_09173
OG0000662	STRPU_08344	AENJA_21495
OG0000664	STRPU_23931	AENJA_14841
OG0000664	STRPU_24936	AENJA_15036
OG0000665	STRPU_26452	AENJA_18167
OG0000666	STRPU_22324	AENJA_19016
OG0000667	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308	AENJA_23727
OG0000670	STRPU_06883	AENJA_07203
OG0000671	STRPU_24917	AENJA_01967
OG0000671	STRPU_24916	AENJA_09440
OG0000672	STRPU_06933	AENJA_11032
OG0000672	STRPU_20779	AENJA_02173
OG0000673	STRPU_23610, STRPU_18424	AENJA_11805, AENJA_15067
OG0000673	STRPU_23552	AENJA_20834
OG0000673	STRPU_22162, STRPU_02541	AENJA_18402, AENJA_17362, AENJA_03628
OG0000673	STRPU_02717	AENJA_15070
OG0000674	STRPU_26356	AENJA_03705
OG0000675	STRPU_10541, STRPU_04200, STRPU_04240	AENJA_15560
OG0000675	STRPU_06740	AENJA_09004
OG0000675	STRPU_16651	AENJA_04399
OG0000676	STRPU_24012	AENJA_15570
OG0000676	STRPU_06999	AENJA_04404
OG0000679	STRPU_26838	AENJA_07461
OG0000680	STRPU_08041	AENJA_14535
OG0000680	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476	AENJA_08373
OG0000681	STRPU_05744	AENJA_12150
OG0000682	STRPU_09978, STRPU_09955	AENJA_14433
OG0000683	STRPU_06350	AENJA_18458
OG0000683	STRPU_18850	AENJA_20329
OG0000684	STRPU_25416	AENJA_20633
OG0000685	STRPU_08752, STRPU_01415, STRPU_12322	AENJA_25532
OG0000689	STRPU_07940, STRPU_19567, STRPU_15739, STRPU_11347, STRPU_03589	AENJA_00257
OG0000689	STRPU_14957, STRPU_02908, STRPU_17465, STRPU_04655	AENJA_05612
OG0000690	STRPU_08035	AENJA_04544
OG0000690	STRPU_18294, STRPU_01161	AENJA_00603
OG0000691	STRPU_25430	AENJA_08029
OG0000691	STRPU_24302	AENJA_00795
OG0000692	STRPU_19316, STRPU_01823	AENJA_13840
OG0000692	STRPU_20690	AENJA_02403
OG0000692	STRPU_15312	AENJA_00938
OG0000693	STRPU_11407	AENJA_01709
OG0000693	STRPU_19430, STRPU_19438	AENJA_03923
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	AENJA_02666, AENJA_15805
OG0000695	STRPU_11403	AENJA_05557
OG0000696	STRPU_24482	AENJA_12321
OG0000696	STRPU_21259	AENJA_10033
OG0000696	STRPU_10267, STRPU_23135	AENJA_06971
OG0000697	STRPU_22408	AENJA_07893, AENJA_21762
OG0000698	STRPU_21594	AENJA_10581
OG0000699	STRPU_06143, STRPU_06144	AENJA_20559
OG0000699	STRPU_06710	AENJA_12576
OG0000700	STRPU_16384, STRPU_16362	AENJA_14030
OG0000701	STRPU_09920, STRPU_09919	AENJA_18091
OG0000702	STRPU_23036, STRPU_00912	AENJA_23407
OG0000703	STRPU_04784	AENJA_26449
OG0000708	STRPU_18963, STRPU_18977	AENJA_10491
OG0000708	STRPU_00882, STRPU_23008	AENJA_04787
OG0000709	STRPU_20711	AENJA_11142, AENJA_19288
OG0000709	STRPU_21274, STRPU_21845	AENJA_01143
OG0000710	STRPU_25484	AENJA_02261
OG0000711	STRPU_00066, STRPU_12186	AENJA_12494
OG0000711	STRPU_11659	AENJA_02057
OG0000712	STRPU_05053, STRPU_05129	AENJA_04728
OG0000713	STRPU_00026	AENJA_08677
OG0000715	STRPU_13461	AENJA_15913
OG0000716	STRPU_17012	AENJA_17206
OG0000717	STRPU_19581	AENJA_19227
OG0000718	STRPU_04006, STRPU_04005	AENJA_24056, AENJA_24052, AENJA_21088
OG0000720	STRPU_22043	AENJA_14612
OG0000720	STRPU_22492, STRPU_22468	AENJA_19624
OG0000720	STRPU_22503, STRPU_22500, STRPU_22475, STRPU_22501	AENJA_01444
OG0000721	STRPU_14994, STRPU_14964	AENJA_16007
OG0000722	STRPU_21044	AENJA_07772
OG0000722	STRPU_20560	AENJA_02846
OG0000725	STRPU_12601	AENJA_09106
OG0000726	STRPU_13494	AENJA_14697
OG0000730	STRPU_13747, STRPU_01502	AENJA_08838
OG0000730	STRPU_18715	AENJA_11200
OG0000730	STRPU_18716	AENJA_04711
OG0000731	STRPU_06695	AENJA_07204
OG0000732	STRPU_06871	AENJA_23886
OG0000732	STRPU_18394	AENJA_07798
OG0000733	STRPU_21566	AENJA_07801
OG0000734	STRPU_20020	AENJA_10770
OG0000735	STRPU_24284	AENJA_15834
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445	AENJA_24261
OG0000736	STRPU_22089	AENJA_25876
OG0000739	STRPU_24946	AENJA_25642, AENJA_00232
OG0000740	STRPU_13396, STRPU_13375	AENJA_11591
OG0000740	STRPU_04815	AENJA_00649
OG0000742	STRPU_06432	AENJA_23881
OG0000743	STRPU_08228	AENJA_13371
OG0000743	STRPU_08229	AENJA_13756, AENJA_04913
OG0000744	STRPU_25504, STRPU_25505, STRPU_25506	AENJA_07063, AENJA_07064
OG0000745	STRPU_20528	AENJA_16763
OG0000745	STRPU_20529	AENJA_16764
OG0000745	STRPU_19598	AENJA_19385
OG0000747	STRPU_01792, STRPU_18103	AENJA_11144, AENJA_11146, AENJA_17531
OG0000748	STRPU_22034	AENJA_15960
OG0000749	STRPU_21644, STRPU_21708	AENJA_18432
OG0000750	STRPU_21563	AENJA_26108
OG0000751	STRPU_13591, STRPU_01611	AENJA_22604
OG0000752	STRPU_17910	AENJA_00591
OG0000752	STRPU_19015	AENJA_26667
OG0000753	STRPU_23569	AENJA_01120
OG0000753	STRPU_03838	AENJA_10740
OG0000753	STRPU_23562	AENJA_09401
OG0000754	STRPU_25589	AENJA_22413, AENJA_09669, AENJA_19942, AENJA_20836, AENJA_08599, AENJA_19495, AENJA_09482, AENJA_17604, AENJA_07628, AENJA_02394, AENJA_12375, AENJA_16394, AENJA_07140, AENJA_19135, AENJA_07428, AENJA_22791, AENJA_05737, AENJA_02457, AENJA_05221, AENJA_14350, AENJA_10367, AENJA_22060, AENJA_24927, AENJA_10555
OG0000755	STRPU_26250	AENJA_02216
OG0000757	STRPU_14828	AENJA_15686
OG0000758	STRPU_24891	AENJA_07914
OG0000759	STRPU_25007	AENJA_12039
OG0000760	STRPU_01895, STRPU_22741	AENJA_12914
OG0000761	STRPU_19482	AENJA_13286
OG0000762	STRPU_24145	AENJA_17187
OG0000763	STRPU_26640	AENJA_17341
OG0000764	STRPU_19433, STRPU_19427	AENJA_20419
OG0000765	STRPU_20844, STRPU_20882	AENJA_22260
OG0000765	STRPU_20883, STRPU_20845	AENJA_22263
OG0000766	STRPU_26502, STRPU_12701	AENJA_22560
OG0000767	STRPU_20571	AENJA_23872
OG0000768	STRPU_23593	AENJA_24479
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	AENJA_24869, AENJA_00651
OG0000773	STRPU_19947, STRPU_02579, STRPU_11217, STRPU_11254	AENJA_10021, AENJA_10020
OG0000773	STRPU_18826	AENJA_13664
OG0000773	STRPU_25654	AENJA_13641
OG0000774	STRPU_01825, STRPU_19314	AENJA_01594
OG0000774	STRPU_09065, STRPU_02041	AENJA_14294
OG0000774	STRPU_23589	AENJA_06861
OG0000776	STRPU_25591	AENJA_14162, AENJA_14158
OG0000777	STRPU_26898, STRPU_26897, STRPU_08984	AENJA_05898, AENJA_04500
OG0000779	STRPU_15696	AENJA_08422
OG0000780	STRPU_21536	AENJA_22246
OG0000780	STRPU_23123	AENJA_22232
OG0000780	STRPU_18748	AENJA_14707
OG0000781	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701	AENJA_15224
OG0000781	STRPU_25935	AENJA_20107
OG0000782	STRPU_27022	AENJA_17040
OG0000786	STRPU_15453	AENJA_06215
OG0000786	STRPU_15092	AENJA_00262
OG0000787	STRPU_04197, STRPU_04234	AENJA_00390
OG0000788	STRPU_11964, STRPU_01625	AENJA_19776
OG0000788	STRPU_26569	AENJA_01187
OG0000789	STRPU_05122, STRPU_05047	AENJA_04524
OG0000790	STRPU_22128	AENJA_05227, AENJA_22178, AENJA_20968
OG0000791	STRPU_13705, STRPU_00440	AENJA_05472
OG0000792	STRPU_25047	AENJA_06794
OG0000792	STRPU_14909	AENJA_22407
OG0000793	STRPU_26762, STRPU_26748	AENJA_10797
OG0000794	STRPU_16063	AENJA_11312
OG0000795	STRPU_05667, STRPU_05863, STRPU_03826, STRPU_03807, STRPU_05860, STRPU_05862, STRPU_05668, STRPU_05669, STRPU_05670	AENJA_11455, AENJA_13539, AENJA_18437
OG0000796	STRPU_06080	AENJA_11925
OG0000797	STRPU_04347	AENJA_12225
OG0000798	STRPU_05696	AENJA_13993
OG0000799	STRPU_09727, STRPU_09770	AENJA_16513
OG0000801	STRPU_23079, STRPU_00663	AENJA_25017
OG0000802	STRPU_18369	AENJA_19187
OG0000803	STRPU_12487, STRPU_12512	AENJA_21679
OG0000808	STRPU_00425, STRPU_23126	AENJA_01583, AENJA_20475
OG0000809	STRPU_18374	AENJA_02164
OG0000810	STRPU_19223	AENJA_24609
OG0000810	STRPU_16445	AENJA_02925
OG0000811	STRPU_14640	AENJA_04170
OG0000812	STRPU_12749, STRPU_03038	AENJA_20651, AENJA_14625, AENJA_14618, AENJA_17242
OG0000813	STRPU_04740, STRPU_04739	AENJA_03651, AENJA_14254
OG0000814	STRPU_21983	AENJA_25867
OG0000814	STRPU_10972	AENJA_03765, AENJA_17687, AENJA_08768, AENJA_09662
OG0000815	STRPU_26905	AENJA_11775
OG0000815	STRPU_06613	AENJA_11031
OG0000815	STRPU_24245, STRPU_01059	AENJA_05553
OG0000816	STRPU_21113	AENJA_21712
OG0000816	STRPU_04037, STRPU_00076	AENJA_05704
OG0000817	STRPU_22107	AENJA_07214
OG0000817	STRPU_04676	AENJA_18385
OG0000817	STRPU_14081, STRPU_00839	AENJA_14055
OG0000818	STRPU_08499	AENJA_07677
OG0000819	STRPU_13106, STRPU_13090	AENJA_23147
OG0000819	STRPU_15366	AENJA_10746
OG0000819	STRPU_02243, STRPU_15556	AENJA_24188
OG0000822	STRPU_11821	AENJA_26562
OG0000824	STRPU_25265	AENJA_00764
OG0000825	STRPU_12931	AENJA_01783
OG0000827	STRPU_26359	AENJA_05092
OG0000827	STRPU_26513	AENJA_07505
OG0000828	STRPU_15585, STRPU_02220	AENJA_14692
OG0000829	STRPU_03315	AENJA_07432
OG0000829	STRPU_10209	AENJA_18083
OG0000830	STRPU_06656, STRPU_06577, STRPU_06522	AENJA_07868
OG0000830	STRPU_26494	AENJA_15149
OG0000831	STRPU_25894, STRPU_25422, STRPU_25896	AENJA_09091
OG0000832	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067	AENJA_09731, AENJA_09723
OG0000833	STRPU_18167, STRPU_18151	AENJA_13518
OG0000834	STRPU_24585, STRPU_24596	AENJA_26552
OG0000834	STRPU_24584, STRPU_24595	AENJA_15508
OG0000835	STRPU_11532	AENJA_22772
OG0000836	STRPU_22902, STRPU_22889	AENJA_19604
OG0000836	STRPU_22890, STRPU_22905	AENJA_19607
OG0000837	STRPU_24375	AENJA_25179
OG0000841	STRPU_25231	AENJA_00152
OG0000842	STRPU_22935	AENJA_00962
OG0000843	STRPU_14670	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148
OG0000844	STRPU_10513	AENJA_02377
OG0000845	STRPU_17166, STRPU_17173	AENJA_08427
OG0000845	STRPU_16991	AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163
OG0000845	STRPU_17391	AENJA_11386
OG0000846	STRPU_11905, STRPU_11945	AENJA_26559
OG0000846	STRPU_11815	AENJA_23518
OG0000847	STRPU_14471	AENJA_05909
OG0000848	STRPU_04979	AENJA_06120
OG0000848	STRPU_21912	AENJA_26421
OG0000849	STRPU_02904	AENJA_06598
OG0000850	STRPU_01821, STRPU_19318	AENJA_06947, AENJA_14500
OG0000850	STRPU_01567, STRPU_09392	AENJA_26527
OG0000851	STRPU_04950	AENJA_07613
OG0000852	STRPU_27397	AENJA_20937
OG0000852	STRPU_26323	AENJA_07998
OG0000853	STRPU_16201, STRPU_16240	AENJA_11433
OG0000855	STRPU_14665	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000857	STRPU_01644, STRPU_11981	AENJA_19063
OG0000858	STRPU_03252, STRPU_03287	AENJA_19600
OG0000859	STRPU_26362	AENJA_20729
OG0000860	STRPU_19409	AENJA_22939
OG0000866	STRPU_25209, STRPU_01892	AENJA_00019
OG0000867	STRPU_09886	AENJA_06630, AENJA_23208, AENJA_23219
OG0000867	STRPU_09668	AENJA_00664
OG0000867	STRPU_22473	AENJA_12616, AENJA_23217
OG0000867	STRPU_10432	AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629
OG0000869	STRPU_11325	AENJA_03586
OG0000869	STRPU_18300, STRPU_01157	AENJA_21120
OG0000869	STRPU_19045	AENJA_23274
OG0000870	STRPU_21877	AENJA_12705
OG0000871	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286	AENJA_15433
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	AENJA_06473
OG0000872	STRPU_11965, STRPU_01626	AENJA_06798
OG0000873	STRPU_27121	AENJA_07645
OG0000874	STRPU_05906	AENJA_07937
OG0000874	STRPU_25374	AENJA_07996
OG0000875	STRPU_19189	AENJA_08703
OG0000875	STRPU_13557	AENJA_14919
OG0000876	STRPU_24157	AENJA_08833
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	AENJA_09093
OG0000878	STRPU_12243	AENJA_09436
OG0000878	STRPU_24918	AENJA_13562
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	AENJA_14015
OG0000880	STRPU_21962	AENJA_17126
OG0000881	STRPU_19362	AENJA_19719
OG0000881	STRPU_14886	AENJA_21849
OG0000882	STRPU_07358, STRPU_07357	AENJA_23321
OG0000887	STRPU_13716	AENJA_21693
OG0000888	STRPU_27059	AENJA_02929
OG0000888	STRPU_04199, STRPU_04237	AENJA_02481
OG0000889	STRPU_14204, STRPU_00423	AENJA_05911
OG0000890	STRPU_17572	AENJA_09730
OG0000891	STRPU_08642, STRPU_08643	AENJA_13613
OG0000893	STRPU_11138, STRPU_11115, STRPU_17260	AENJA_16180
OG0000894	STRPU_00073, STRPU_05725	AENJA_24655
OG0000894	STRPU_08351	AENJA_16901
OG0000895	STRPU_22560	AENJA_17147
OG0000896	STRPU_02181, STRPU_09218	AENJA_17963, AENJA_20857
OG0000896	STRPU_21363	AENJA_26740
OG0000897	STRPU_22622	AENJA_25522
OG0000897	STRPU_22853, STRPU_22852, STRPU_22851	AENJA_19794, AENJA_19793
OG0000898	STRPU_18627, STRPU_18582	AENJA_20658
OG0000899	STRPU_05178	AENJA_23421
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	AENJA_02063
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	AENJA_03454, AENJA_12044
OG0000906	STRPU_15997	AENJA_16891
OG0000908	STRPU_04140	AENJA_26233
OG0000908	STRPU_15367	AENJA_06962, AENJA_10955, AENJA_14737, AENJA_14738
OG0000909	STRPU_17078, STRPU_17082	AENJA_07565
OG0000910	STRPU_06749, STRPU_00701	AENJA_26790
OG0000910	STRPU_09033	AENJA_23046
OG0000911	STRPU_22245	AENJA_08748
OG0000912	STRPU_09304	AENJA_11633
OG0000912	STRPU_14305	AENJA_09966
OG0000913	STRPU_05760	AENJA_11700
OG0000914	STRPU_23164	AENJA_16081
OG0000915	STRPU_23266	AENJA_20431
OG0000921	STRPU_01492, STRPU_13755	AENJA_16626
OG0000921	STRPU_02601, STRPU_19926	AENJA_00754
OG0000922	STRPU_25216	AENJA_22296, AENJA_01118, AENJA_20381, AENJA_02240, AENJA_01031, AENJA_07393, AENJA_11100, AENJA_08125, AENJA_02314, AENJA_19564, AENJA_03908
OG0000923	STRPU_24165	AENJA_09851
OG0000923	STRPU_25213	AENJA_01177
OG0000924	STRPU_05778	AENJA_17499
OG0000924	STRPU_05548	AENJA_01733
OG0000924	STRPU_05777	AENJA_17498
OG0000924	STRPU_22629	AENJA_10467
OG0000925	STRPU_18396	AENJA_14502
OG0000925	STRPU_06765, STRPU_06773	AENJA_01829
OG0000926	STRPU_26971	AENJA_05944
OG0000926	STRPU_16992	AENJA_07568
OG0000927	STRPU_06645	AENJA_05801
OG0000928	STRPU_26844	AENJA_06210
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	AENJA_24686
OG0000930	STRPU_20011	AENJA_19720
OG0000930	STRPU_01207, STRPU_19978, STRPU_01206, STRPU_19977, STRPU_19992	AENJA_14448, AENJA_07379
OG0000931	STRPU_10318	AENJA_08166
OG0000932	STRPU_14600	AENJA_10313
OG0000932	STRPU_14601	AENJA_10314
OG0000933	STRPU_21205	AENJA_12056
OG0000934	STRPU_17512	AENJA_23792
OG0000934	STRPU_12472	AENJA_12733
OG0000935	STRPU_00845, STRPU_14076	AENJA_14023
OG0000936	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305	AENJA_22898
OG0000936	STRPU_09371, STRPU_09370, STRPU_18688	AENJA_26348
OG0000936	STRPU_19010	AENJA_14048
OG0000942	STRPU_20563	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006
OG0000943	STRPU_04161	AENJA_02078
OG0000943	STRPU_15088	AENJA_00401
OG0000944	STRPU_04925	AENJA_00580
OG0000945	STRPU_26122	AENJA_21590
OG0000946	STRPU_11548	AENJA_01969
OG0000946	STRPU_12293	AENJA_16618
OG0000946	STRPU_12288	AENJA_16617
OG0000947	STRPU_23678, STRPU_23653	AENJA_22086
OG0000947	STRPU_23988	AENJA_02339
OG0000949	STRPU_17047, STRPU_01811	AENJA_04000
OG0000950	STRPU_14496	AENJA_04588
OG0000951	STRPU_26714	AENJA_21157
OG0000951	STRPU_17422	AENJA_04673
OG0000952	STRPU_05319	AENJA_05461
OG0000952	STRPU_05320	AENJA_05453
OG0000953	STRPU_15034	AENJA_06554
OG0000954	STRPU_14000	AENJA_24386
OG0000954	STRPU_08333	AENJA_08232
OG0000955	STRPU_19275, STRPU_00412	AENJA_09334, AENJA_19306
OG0000955	STRPU_05708	AENJA_26657
OG0000956	STRPU_08405, STRPU_12402, STRPU_24282	AENJA_23169
OG0000957	STRPU_26358	AENJA_17037, AENJA_17036
OG0000958	STRPU_01979, STRPU_22820	AENJA_19017
OG0000959	STRPU_02523, STRPU_15331, STRPU_01783, STRPU_08378, STRPU_03571, STRPU_11693, STRPU_00870, STRPU_15029, STRPU_14028, STRPU_14030, STRPU_15014, STRPU_15026, STRPU_15337, STRPU_15335, STRPU_03982, STRPU_13795, STRPU_15276, STRPU_14832	AENJA_19897
OG0000960	STRPU_25823	AENJA_23956
OG0000963	STRPU_01836	AENJA_06323
OG0000964	STRPU_17480, STRPU_17483, STRPU_17484	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	STRPU_04296, STRPU_04326	AENJA_05586
OG0000965	STRPU_04357	AENJA_05584
OG0000965	STRPU_25366	AENJA_02282
OG0000966	STRPU_14353	AENJA_02547
OG0000967	STRPU_04947	AENJA_02972
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	AENJA_22529
OG0000968	STRPU_12147, STRPU_12115	AENJA_03154
OG0000968	STRPU_15550, STRPU_02249	AENJA_10751
OG0000969	STRPU_04503, STRPU_13343, STRPU_13345	AENJA_03216
OG0000970	STRPU_15449	AENJA_09659
OG0000970	STRPU_15417	AENJA_03395
OG0000972	STRPU_15045	AENJA_03845
OG0000972	STRPU_04339, STRPU_04312	AENJA_26036
OG0000973	STRPU_06911, STRPU_06928, STRPU_06929, STRPU_06912, STRPU_06930	AENJA_21959, AENJA_04060, AENJA_04066, AENJA_21958
OG0000973	STRPU_20263	AENJA_19754, AENJA_10901
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	AENJA_05735, AENJA_05736
OG0000977	STRPU_25429	AENJA_08030
OG0000977	STRPU_23395	AENJA_16263
OG0000977	STRPU_13208	AENJA_11682
OG0000978	STRPU_26153	AENJA_08414
OG0000979	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248	AENJA_08501
OG0000981	STRPU_21843, STRPU_10922, STRPU_21844	AENJA_25036
OG0000981	STRPU_26885	AENJA_08762
OG0000982	STRPU_22197	AENJA_09037
OG0000983	STRPU_16630, STRPU_16640, STRPU_07532, STRPU_07600, STRPU_07601, STRPU_06056	AENJA_10857, AENJA_15336, AENJA_25077
OG0000984	STRPU_05828	AENJA_13820
OG0000985	STRPU_04359	AENJA_14891
OG0000987	STRPU_24310	AENJA_23574
OG0000988	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149	AENJA_25125
OG0000992	STRPU_08115, STRPU_08101	AENJA_01350
OG0000992	STRPU_00060, STRPU_09680	AENJA_08136
OG0000993	STRPU_23797, STRPU_23665, STRPU_23639	AENJA_01756, AENJA_19598
OG0000994	STRPU_24886	AENJA_20560
OG0000994	STRPU_10294	AENJA_02296
OG0000995	STRPU_08653	AENJA_04072
OG0000996	STRPU_06423	AENJA_04444, AENJA_26096
OG0000997	STRPU_26880, STRPU_05728, STRPU_05450	AENJA_04964
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405	AENJA_06143
OG0000999	STRPU_22531	AENJA_06760, AENJA_09403
OG0000999	STRPU_11511	AENJA_10712
OG0001000	STRPU_17978	AENJA_07118
OG0001001	STRPU_06920, STRPU_06897, STRPU_06919, STRPU_06896, STRPU_06918	AENJA_07866
OG0001002	STRPU_12183	AENJA_11066
OG0001002	STRPU_11724, STRPU_11725	AENJA_21965
OG0001003	STRPU_14729	AENJA_13424
OG0001004	STRPU_19334	AENJA_16016
OG0001005	STRPU_22006	AENJA_17128
OG0001006	STRPU_16623	AENJA_21663
OG0001006	STRPU_19160	AENJA_25248
OG0001007	STRPU_19408	AENJA_23659
OG0001008	STRPU_12298	AENJA_24757
OG0001009	STRPU_08468, STRPU_08469	AENJA_24783
OG0001015	STRPU_09285	AENJA_19717, AENJA_00951
OG0001016	STRPU_13418	AENJA_26608
OG0001016	STRPU_22033	AENJA_01521, AENJA_14403, AENJA_15956
OG0001018	STRPU_17343, STRPU_17363	AENJA_02393
OG0001018	STRPU_20600	AENJA_12182
OG0001019	STRPU_25464, STRPU_25463	AENJA_02456
OG0001019	STRPU_25574, STRPU_26008, STRPU_05263, STRPU_05248, STRPU_25311	AENJA_20626
OG0001021	STRPU_20988	AENJA_25578
OG0001022	STRPU_06174, STRPU_06175	AENJA_03120
OG0001023	STRPU_11672	AENJA_03151
OG0001024	STRPU_04414	AENJA_11445
OG0001025	STRPU_14539	AENJA_08654
OG0001025	STRPU_21609, STRPU_09303, STRPU_04391	AENJA_06896
OG0001025	STRPU_19213, STRPU_18041, STRPU_20431, STRPU_00421, STRPU_01593, STRPU_21334, STRPU_21880, STRPU_00887	AENJA_04375
OG0001026	STRPU_08439	AENJA_04437
OG0001027	STRPU_19955, STRPU_01186	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	STRPU_26808	AENJA_07594
OG0001029	STRPU_25961, STRPU_00221	AENJA_24200
OG0001029	STRPU_17667, STRPU_02254	AENJA_07743
OG0001030	STRPU_26818	AENJA_12462
