Orthogroup	STRPU_ok	AENJA_ok
OG0000055	STRPU_20957, STRPU_01318, STRPU_11632	AENJA_19390, AENJA_19388, AENJA_19387
OG0000056	STRPU_26180	AENJA_20111
OG0000056	STRPU_19327	AENJA_20268
OG0000056	STRPU_18531, STRPU_18489	AENJA_20270
OG0000056	STRPU_12248, STRPU_11783	AENJA_05228
OG0000056	STRPU_05523	AENJA_14653
OG0000057	STRPU_15511, STRPU_15515, STRPU_15513, STRPU_15522, STRPU_15517, STRPU_15521, STRPU_15512, STRPU_15518, STRPU_15524, STRPU_15520, STRPU_15523, STRPU_15510, STRPU_15514, STRPU_06456, STRPU_18393, STRPU_10377, STRPU_10376, STRPU_03172, STRPU_10378, STRPU_10379, STRPU_11849, STRPU_11850, STRPU_11851, STRPU_10380, STRPU_16444, STRPU_10382	AENJA_05247, AENJA_22751, AENJA_20208, AENJA_16752, AENJA_23652
OG0000057	STRPU_13541, STRPU_06452	AENJA_17618, AENJA_26136, AENJA_26132, AENJA_08684, AENJA_22887, AENJA_05276, AENJA_22882, AENJA_00547, AENJA_00284, AENJA_08678, AENJA_20325, AENJA_14624, AENJA_22206, AENJA_08076, AENJA_04680, AENJA_04677
OG0000057	STRPU_09580	AENJA_11025
OG0000057	STRPU_10530, STRPU_02305, STRPU_18108, STRPU_09940	AENJA_15044, AENJA_21589, AENJA_13773
OG0000058	STRPU_10155, STRPU_10092	AENJA_23345
OG0000058	STRPU_09783	AENJA_12354
OG0000058	STRPU_22659, STRPU_20114, STRPU_20092, STRPU_20113, STRPU_20091, STRPU_20112, STRPU_20090, STRPU_01463, STRPU_08710, STRPU_08708, STRPU_01464	AENJA_14024
OG0000058	STRPU_08638	AENJA_10634
OG0000058	STRPU_13907, STRPU_00581	AENJA_08370
OG0000059	STRPU_05220	AENJA_13132
OG0000059	STRPU_05822	AENJA_17651
OG0000059	STRPU_26445	AENJA_20505, AENJA_00656
OG0000059	STRPU_19725	AENJA_18423, AENJA_19757
OG0000059	STRPU_02976	AENJA_26400
OG0000059	STRPU_24694, STRPU_24697, STRPU_24828, STRPU_24005	AENJA_11199, AENJA_02561, AENJA_02562
OG0000060	STRPU_24855	AENJA_17233
OG0000060	STRPU_18179	AENJA_19748
OG0000060	STRPU_17613	AENJA_06413
OG0000060	STRPU_12994	AENJA_23597
