Orthogroup	STRPU_ok	CAPO3
OG0001416	STRPU_10614	CAPO300753
OG0001418	STRPU_01132, STRPU_01131, STRPU_18315	CAPO300218
OG0001420	STRPU_20535	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	STRPU_17021	CAPO308345, CAPO303120
OG0001423	STRPU_20339	CAPO301310
OG0001424	STRPU_22200, STRPU_24308	CAPO304776
OG0001425	STRPU_15993	CAPO302275, CAPO302850
OG0001426	STRPU_10439	CAPO302841
OG0001427	STRPU_07408	CAPO302723
OG0001428	STRPU_11278, STRPU_11240	CAPO303027
OG0001430	STRPU_21288	CAPO300562
OG0001431	STRPU_22263	CAPO308230
OG0001437	STRPU_25775, STRPU_25792	CAPO304955
OG0001440	STRPU_25215, STRPU_25642, STRPU_25888	CAPO305450
OG0001445	STRPU_16668, STRPU_16697	CAPO301958
OG0001446	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307	CAPO304614
OG0001447	STRPU_20657, STRPU_20658	CAPO307093
OG0001449	STRPU_07648	CAPO306822
OG0001451	STRPU_14371, STRPU_17131	CAPO300036
OG0001452	STRPU_26368	CAPO301933
OG0001454	STRPU_05075, STRPU_05152, STRPU_05150, STRPU_05074, STRPU_05151	CAPO303806
OG0001456	STRPU_27191, STRPU_27192, STRPU_27208	CAPO307965
OG0001459	STRPU_12776, STRPU_02363	CAPO307035
OG0001460	STRPU_04119, STRPU_06222, STRPU_06201	CAPO300988
OG0001460	STRPU_04118	CAPO305875
OG0001463	STRPU_25835, STRPU_25655, STRPU_25656	CAPO304054
OG0001466	STRPU_07749, STRPU_04674	CAPO305831
OG0001467	STRPU_19577, STRPU_05130, STRPU_05054	CAPO304882
OG0001468	STRPU_25091	CAPO306475
OG0001469	STRPU_10391	CAPO306371
OG0001469	STRPU_17361, STRPU_17345	CAPO301724
OG0001470	STRPU_02226, STRPU_15577	CAPO305163
OG0001472	STRPU_27210, STRPU_27194	CAPO300986
OG0001472	STRPU_25563, STRPU_00832	CAPO305311
OG0001473	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879	CAPO304310
OG0001474	STRPU_08774	CAPO306191
OG0001475	STRPU_11303, STRPU_11319, STRPU_11092	CAPO305552
OG0001476	STRPU_17798	CAPO305062
OG0001478	STRPU_21182	CAPO303095
OG0001478	STRPU_09284	CAPO304965
OG0001479	STRPU_19441	CAPO306515
OG0001482	STRPU_14389	CAPO307610
OG0001484	STRPU_13892, STRPU_23212, STRPU_23225	CAPO301411
OG0001485	STRPU_26365	CAPO301954
OG0001486	STRPU_11997, STRPU_01663	CAPO302441
OG0001490	STRPU_20507	CAPO305433
OG0001492	STRPU_14187	CAPO305155
OG0001495	STRPU_23172	CAPO302008
OG0001496	STRPU_09305, STRPU_09648, STRPU_09646	CAPO301356
OG0001500	STRPU_06633	CAPO300054
OG0001501	STRPU_21031	CAPO305474
OG0001503	STRPU_26383	CAPO305666
OG0001503	STRPU_08277	CAPO307598
OG0001504	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973	CAPO307661
OG0001505	STRPU_11360	CAPO301009
OG0001506	STRPU_11331	CAPO300953
OG0001507	STRPU_21330	CAPO304204
OG0001511	STRPU_06130	CAPO306127, CAPO305043
OG0001512	STRPU_23091	CAPO301118
OG0001516	STRPU_18551	CAPO300345
OG0001517	STRPU_19850, STRPU_23529	CAPO303690
OG0001519	STRPU_27135	CAPO306949
OG0001522	STRPU_20946, STRPU_03073	CAPO303667
OG0001524	STRPU_10326	CAPO300996
OG0001524	STRPU_25252	CAPO308304
OG0001525	STRPU_15038	CAPO303907
OG0001526	STRPU_20380	CAPO305679
OG0001527	STRPU_14392	CAPO300128
OG0001527	STRPU_25264	CAPO307636
OG0001529	STRPU_13250, STRPU_00143	CAPO300593
OG0001530	STRPU_04902	CAPO302602
OG0001532	STRPU_10950	CAPO300282
OG0001533	STRPU_24952	CAPO306032
OG0001534	STRPU_08320, STRPU_08319	CAPO304425
OG0001545	STRPU_27363	CAPO300895
OG0001548	STRPU_03439	CAPO301500
OG0001551	STRPU_21860, STRPU_21899, STRPU_21891	CAPO306604
OG0001553	STRPU_04052	CAPO308172
OG0001554	STRPU_02015, STRPU_16951	CAPO302370
OG0001557	STRPU_23129	CAPO304176
OG0001558	STRPU_20040	CAPO301132
OG0001559	STRPU_21439	CAPO301785
OG0001561	STRPU_22097	CAPO301999
OG0001563	STRPU_26909, STRPU_13288, STRPU_13360	CAPO306378
OG0001564	STRPU_06537, STRPU_06563	CAPO301061
OG0001567	STRPU_24800, STRPU_14545, STRPU_14538	CAPO300948
OG0001568	STRPU_08839, STRPU_00977	CAPO301468
OG0001570	STRPU_18190	CAPO303364
OG0001572	STRPU_17033, STRPU_01799	CAPO304756
OG0001572	STRPU_25872	CAPO304137
OG0001573	STRPU_18175	CAPO305125, CAPO303819
OG0001576	STRPU_26967	CAPO306270
OG0001578	STRPU_09755, STRPU_09711	CAPO300715
OG0001580	STRPU_25493	CAPO307900
OG0001581	STRPU_21852, STRPU_21108	CAPO306056
OG0001582	STRPU_06829, STRPU_06376, STRPU_15059, STRPU_06375	CAPO307073
OG0001583	STRPU_09827	CAPO306289
OG0001584	STRPU_06055	CAPO301068
OG0001589	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159	CAPO303301, CAPO304004
OG0001590	STRPU_26879	CAPO302386
OG0001593	STRPU_22521	CAPO305942
OG0001594	STRPU_23743	CAPO307886
OG0001597	STRPU_14448, STRPU_14431	CAPO302703
OG0001599	STRPU_08993	CAPO300887
OG0001600	STRPU_07559, STRPU_00590	CAPO305994
OG0001603	STRPU_20376, STRPU_20015	CAPO306228
OG0001604	STRPU_14571	CAPO303898
OG0001605	STRPU_25478, STRPU_12565	CAPO307473
OG0001609	STRPU_06891	CAPO304683
OG0001609	STRPU_23497	CAPO302057
OG0001611	STRPU_20967	CAPO305038
OG0001612	STRPU_17129	CAPO302202
OG0001614	STRPU_27003	CAPO303895
OG0001614	STRPU_00963, STRPU_08858	CAPO307630
OG0001615	STRPU_12203	CAPO300749
OG0001617	STRPU_23604	CAPO302798
OG0001621	STRPU_05699	CAPO302875
OG0001622	STRPU_09518	CAPO302121
OG0001634	STRPU_20042	CAPO305688
OG0001634	STRPU_21767, STRPU_21703	CAPO305614
OG0001638	STRPU_14215	CAPO303528
OG0001641	STRPU_24984	CAPO303281
OG0001643	STRPU_03592, STRPU_03527	CAPO306838
OG0001644	STRPU_07026	CAPO303665
OG0001652	STRPU_21641, STRPU_00295, STRPU_00191	CAPO302838
OG0001653	STRPU_18928, STRPU_18930, STRPU_18865	CAPO305118
OG0001655	STRPU_05327	CAPO302812
OG0001657	STRPU_14732	CAPO304165, CAPO303952
OG0001660	STRPU_04934	CAPO305930
OG0001661	STRPU_15061	CAPO302789
OG0001661	STRPU_25156	CAPO304920
OG0001663	STRPU_22095	CAPO301057
OG0001664	STRPU_19099	CAPO303152
OG0001665	STRPU_01425, STRPU_08744, STRPU_01424, STRPU_08745	CAPO302331
OG0001672	STRPU_23272	CAPO301880
OG0001673	STRPU_21686, STRPU_21751	CAPO305520
OG0001674	STRPU_23906	CAPO301357
OG0001675	STRPU_07480	CAPO307574
OG0001676	STRPU_04793	CAPO300524
OG0001676	STRPU_22887	CAPO305992
OG0001677	STRPU_14147, STRPU_14173, STRPU_16258, STRPU_12978, STRPU_10003	CAPO307978
OG0001679	STRPU_06814, STRPU_17392, STRPU_17100, STRPU_17115	CAPO302155, CAPO305784
OG0001680	STRPU_20436	CAPO304235, CAPO304477
OG0001684	STRPU_14377, STRPU_14381	CAPO300563
OG0001685	STRPU_05303	CAPO307707
OG0001686	STRPU_26044	CAPO307138
OG0001687	STRPU_25158, STRPU_24138	CAPO302907
OG0001688	STRPU_05297	CAPO300133
OG0001690	STRPU_21406, STRPU_07013, STRPU_07014, STRPU_06107, STRPU_06079	CAPO304820
OG0001691	STRPU_15006	CAPO307420
OG0001704	STRPU_05453	CAPO304434
OG0001706	STRPU_05229	CAPO301033
OG0001707	STRPU_24819	CAPO303836
OG0001708	STRPU_06608	CAPO303804
OG0001709	STRPU_05233	CAPO304969
OG0001711	STRPU_21095, STRPU_21094	CAPO301872
OG0001713	STRPU_10631	CAPO308041
OG0001713	STRPU_25915	CAPO302278
OG0001714	STRPU_08986	CAPO306669
OG0001714	STRPU_20557	CAPO300188
OG0001718	STRPU_20683	CAPO301559, CAPO301838
OG0001720	STRPU_14657	CAPO303957
OG0001721	STRPU_14647	CAPO302302
OG0001723	STRPU_06356	CAPO308089
OG0001724	STRPU_18093, STRPU_01781	CAPO306474
OG0001727	STRPU_21219	CAPO301729
OG0001730	STRPU_18631, STRPU_18614	CAPO303469
OG0001732	STRPU_06110	CAPO304710
OG0001733	STRPU_09898	CAPO306615
OG0001734	STRPU_04186, STRPU_22772, STRPU_01931, STRPU_24587, STRPU_24599	CAPO306594
OG0001735	STRPU_02435, STRPU_13629	CAPO301389
OG0001736	STRPU_25454	CAPO300355
OG0001738	STRPU_12582	CAPO301655
OG0001739	STRPU_12635	CAPO304154
OG0001743	STRPU_19741	CAPO306128
OG0001746	STRPU_01643, STRPU_11979	CAPO306662
OG0001750	STRPU_13411	CAPO304954
OG0001755	STRPU_12732	CAPO300413
OG0001756	STRPU_09617	CAPO301153
OG0001756	STRPU_04685	CAPO306605
OG0001769	STRPU_04596, STRPU_14107	CAPO300754
OG0001769	STRPU_20984	CAPO306748
OG0001770	STRPU_17113, STRPU_16408	CAPO304551
OG0001772	STRPU_21190, STRPU_21191	CAPO303731
OG0001774	STRPU_09937, STRPU_23744	CAPO302411
OG0001775	STRPU_26768	CAPO300385, CAPO303998
OG0001778	STRPU_25828	CAPO303585
OG0001781	STRPU_13577, STRPU_01597	CAPO304059
OG0001781	STRPU_20058	CAPO306335
OG0001782	STRPU_26752, STRPU_26766	CAPO302329
OG0001783	STRPU_06159	CAPO302497
OG0001787	STRPU_17941	CAPO302384
OG0001789	STRPU_15451, STRPU_15452	CAPO303597
OG0001792	STRPU_27220	CAPO302146
OG0001793	STRPU_23388	CAPO302934
OG0001793	STRPU_24396	CAPO300098
OG0001794	STRPU_12642, STRPU_12643	CAPO305037
OG0001797	STRPU_09943, STRPU_09876	CAPO305230
OG0001799	STRPU_14816	CAPO307439
OG0001800	STRPU_22920	CAPO302099, CAPO301494
OG0001801	STRPU_12836	CAPO301631, CAPO300406, CAPO302328, CAPO300564
OG0001802	STRPU_25094, STRPU_20193, STRPU_23624	CAPO307992
OG0001804	STRPU_14674	CAPO307706
OG0001805	STRPU_12761, STRPU_02348	CAPO301307
OG0001807	STRPU_24677	CAPO305640
OG0001808	STRPU_00247, STRPU_18809	CAPO300354
OG0001809	STRPU_19392, STRPU_19394	CAPO307543
OG0001814	STRPU_24614	CAPO305508
OG0001816	STRPU_18814, STRPU_00243	CAPO300431
OG0001818	STRPU_00061	CAPO302088
OG0001819	STRPU_01919, STRPU_22763	CAPO307172
OG0001820	STRPU_04399, STRPU_04054	CAPO300515
OG0001822	STRPU_12353	CAPO301119
OG0001825	STRPU_02037, STRPU_08032	CAPO306238
OG0001827	STRPU_20293, STRPU_20294, STRPU_20292	CAPO303060
OG0001830	STRPU_07804	CAPO300316
OG0001831	STRPU_09256	CAPO306824
OG0001832	STRPU_22029	CAPO300612
OG0001834	STRPU_13381, STRPU_13361	CAPO301512
OG0001846	STRPU_27133	CAPO305028
OG0001846	STRPU_07116	CAPO307118
OG0001849	STRPU_18500, STRPU_13261	CAPO303014
OG0001850	STRPU_25933, STRPU_04723	CAPO301689
OG0001851	STRPU_25598	CAPO303828
OG0001852	STRPU_23919	CAPO303604
OG0001857	STRPU_08062	CAPO306766
OG0001859	STRPU_17769, STRPU_17768, STRPU_17767	CAPO304942
OG0001860	STRPU_12706	CAPO306960
OG0001861	STRPU_17421	CAPO303333
OG0001863	STRPU_08055	CAPO300966
OG0001864	STRPU_07954, STRPU_07964, STRPU_07955	CAPO300448
OG0001866	STRPU_16646	CAPO306683
OG0001867	STRPU_02073, STRPU_09102	CAPO302026
OG0001870	STRPU_24888	CAPO303422
OG0001871	STRPU_04980	CAPO300664
OG0001873	STRPU_21706, STRPU_21642, STRPU_05848, STRPU_21114	CAPO305494
OG0001875	STRPU_00655, STRPU_23068	CAPO303129
OG0001875	STRPU_04899	CAPO300770
OG0001877	STRPU_20768	CAPO305419
OG0001878	STRPU_05520	CAPO300594
OG0001879	STRPU_14847, STRPU_14863	CAPO302675
OG0001879	STRPU_08597, STRPU_00313	CAPO304068
OG0001882	STRPU_13936, STRPU_13937	CAPO302587
OG0001883	STRPU_08144	CAPO304395
OG0001886	STRPU_19685, STRPU_19631	CAPO301013
OG0001888	STRPU_18384	CAPO307373
OG0001894	STRPU_10413	CAPO305070
OG0001895	STRPU_26056, STRPU_22586, STRPU_22577	CAPO300178
OG0001898	STRPU_20689	CAPO303887
OG0001900	STRPU_20504	CAPO306468, CAPO308362
OG0001901	STRPU_04970	CAPO302174
OG0001903	STRPU_21061, STRPU_21026	CAPO301651
OG0001913	STRPU_10199	CAPO308270
OG0001914	STRPU_14735, STRPU_08619, STRPU_08614	CAPO308187
OG0001915	STRPU_17939	CAPO305922
OG0001916	STRPU_21260, STRPU_20551	CAPO304398
OG0001917	STRPU_18955, STRPU_00671	CAPO303937
OG0001919	STRPU_05032	CAPO305966
OG0001919	STRPU_04340	CAPO300799
OG0001923	STRPU_18625, STRPU_18584	CAPO300364
OG0001926	STRPU_18373	CAPO308203
OG0001927	STRPU_10118, STRPU_10044	CAPO303832
OG0001928	STRPU_24330	CAPO303627
OG0001930	STRPU_07044, STRPU_07042	CAPO301567
OG0001931	STRPU_26681	CAPO306905
OG0001932	STRPU_06651	CAPO304653
OG0001935	STRPU_24558, STRPU_25146	CAPO301339
OG0001937	STRPU_22093, STRPU_02390, STRPU_13685, STRPU_23257	CAPO301986
OG0001939	STRPU_25917, STRPU_25918	CAPO304703
OG0001940	STRPU_14325	CAPO307447
OG0001941	STRPU_25034	CAPO303660
OG0001943	STRPU_07623	CAPO304272
OG0001945	STRPU_17291	CAPO302125, CAPO302413
OG0001947	STRPU_23003, STRPU_00878	CAPO306182
OG0001948	STRPU_20590	CAPO307548
OG0001949	STRPU_15208, STRPU_15265	CAPO303945
OG0001951	STRPU_22044	CAPO305792
OG0001953	STRPU_01422, STRPU_08746	CAPO306993
OG0001956	STRPU_22561	CAPO302405
OG0001957	STRPU_14318	CAPO307027
OG0001961	STRPU_16845	CAPO301591
OG0001963	STRPU_26701	CAPO304559
OG0001964	STRPU_06679	CAPO306144
OG0001965	STRPU_01429, STRPU_01430, STRPU_08740	CAPO305377
OG0001966	STRPU_22003, STRPU_22004, STRPU_22002, STRPU_22658	CAPO308069
OG0001968	STRPU_09871, STRPU_20270	CAPO303436
OG0001969	STRPU_27401	CAPO301897
OG0001972	STRPU_11351	CAPO302726
OG0001985	STRPU_14835	CAPO307425
OG0001988	STRPU_07708	CAPO301454
OG0001989	STRPU_02360, STRPU_12771	CAPO303699
OG0001992	STRPU_21804	CAPO301694
OG0001994	STRPU_14768, STRPU_02555	CAPO307422
OG0001998	STRPU_14372	CAPO304168
OG0001999	STRPU_00626, STRPU_08926, STRPU_01637, STRPU_11973	CAPO303159
OG0002000	STRPU_18721, STRPU_18730, STRPU_23109, STRPU_23095	CAPO305912
OG0002001	STRPU_22133	CAPO301730, CAPO305766
OG0002003	STRPU_21851	CAPO306645
OG0002004	STRPU_27416, STRPU_24569, STRPU_26702	CAPO305661, CAPO300359
OG0002006	STRPU_20323, STRPU_14074, STRPU_00846	CAPO302881
OG0002007	STRPU_04341, STRPU_04313	CAPO301764
OG0002008	STRPU_04363	CAPO308237
OG0002009	STRPU_06125	CAPO305521
OG0002010	STRPU_08441	CAPO303286
OG0002011	STRPU_25413	CAPO305222
OG0002014	STRPU_22668	CAPO305309
OG0002015	STRPU_08637	CAPO304377
OG0002016	STRPU_04754	CAPO301238
OG0002016	STRPU_04756	CAPO300736, CAPO303360
OG0002019	STRPU_13253	CAPO303943, CAPO301189
OG0002020	STRPU_09473	CAPO301809, CAPO306607
OG0002024	STRPU_19639, STRPU_19678	CAPO300776
OG0002025	STRPU_09069, STRPU_02045	CAPO301502
OG0002026	STRPU_15399, STRPU_05265, STRPU_05250	CAPO307889, CAPO306582
OG0002027	STRPU_06369	CAPO307021
OG0002029	STRPU_03590, STRPU_03525	CAPO303181
OG0002030	STRPU_02910	CAPO303987
OG0002031	STRPU_22129, STRPU_00644, STRPU_23058	CAPO300135
OG0002032	STRPU_03804	CAPO304689
OG0002034	STRPU_25889	CAPO306318
OG0002042	STRPU_04785	CAPO300525
OG0002043	STRPU_07222	CAPO306649
OG0002058	STRPU_10768, STRPU_10570, STRPU_10571	CAPO300289
OG0002061	STRPU_09301	CAPO307339
OG0002062	STRPU_22454	CAPO301382
OG0002063	STRPU_11651	CAPO302417
OG0002066	STRPU_00055, STRPU_00589, STRPU_07555	CAPO300576
OG0002067	STRPU_08273	CAPO302721
OG0002068	STRPU_20506	CAPO303650
OG0002069	STRPU_24856	CAPO306402
OG0002073	STRPU_09676	CAPO302333
OG0002074	STRPU_12818	CAPO304152
OG0002076	STRPU_23547	CAPO303117
OG0002078	STRPU_14012, STRPU_08704, STRPU_01468	CAPO302217
OG0002080	STRPU_12273	CAPO307474, CAPO307552
OG0002081	STRPU_05901, STRPU_05902	CAPO300584
OG0002084	STRPU_09835	CAPO300150
OG0002087	STRPU_22994, STRPU_22996, STRPU_22991, STRPU_23597, STRPU_20103, STRPU_20076	CAPO306536
OG0002093	STRPU_12871	CAPO304254
OG0002094	STRPU_23249, STRPU_23832, STRPU_23869	CAPO303399
OG0002097	STRPU_06535, STRPU_06565	CAPO302111
OG0002099	STRPU_21840	CAPO306675
OG0002101	STRPU_19346	CAPO307803
OG0002103	STRPU_21394	CAPO305235
OG0002108	STRPU_21693, STRPU_21758	CAPO303834
OG0002122	STRPU_05448, STRPU_23914	CAPO300191
OG0002123	STRPU_07154	CAPO303373
OG0002124	STRPU_12980	CAPO300980
OG0002129	STRPU_05442	CAPO305068
OG0002130	STRPU_17881	CAPO301943
OG0002131	STRPU_26857, STRPU_27387	CAPO302159
OG0002135	STRPU_16889	CAPO300616, CAPO300802
OG0002136	STRPU_15656, STRPU_15673	CAPO300292
OG0002137	STRPU_21090, STRPU_18345, STRPU_18353, STRPU_18358	CAPO306593
OG0002138	STRPU_12939, STRPU_12957	CAPO304101
OG0002140	STRPU_07066, STRPU_07071	CAPO300489
OG0002141	STRPU_05738	CAPO300491
OG0002144	STRPU_15216, STRPU_15163	CAPO308205
OG0002145	STRPU_23880, STRPU_01920, STRPU_22764	CAPO305963
OG0002146	STRPU_23230, STRPU_23218	CAPO303694
OG0002148	STRPU_21577, STRPU_20962	CAPO301311
OG0002150	STRPU_22562	CAPO305991
OG0002151	STRPU_08939	CAPO300513
OG0002152	STRPU_07904, STRPU_07930	CAPO305214
OG0002156	STRPU_05360, STRPU_05070, STRPU_05146	CAPO307789
OG0002158	STRPU_07732	CAPO300426
OG0002159	STRPU_04751, STRPU_04752, STRPU_12853, STRPU_12863	CAPO301618
OG0002160	STRPU_08290	CAPO306354
OG0002165	STRPU_26072	CAPO306860
OG0002166	STRPU_14593	CAPO300536
OG0002168	STRPU_24315, STRPU_19155	CAPO305846
OG0002169	STRPU_10191	CAPO305188, CAPO305186
OG0002170	STRPU_00895, STRPU_23022, STRPU_15901	CAPO306065
OG0002171	STRPU_26259	CAPO300657
OG0002172	STRPU_01335	CAPO300117
OG0002173	STRPU_14738, STRPU_27218	CAPO300163
OG0002177	STRPU_21636	CAPO303715
OG0002178	STRPU_08141	CAPO300762
OG0002179	STRPU_21296	CAPO301344
OG0002182	STRPU_23612	CAPO300304
OG0002184	STRPU_18607, STRPU_18606, STRPU_18635	CAPO302808
OG0002185	STRPU_25310	CAPO306894
OG0002187	STRPU_20018	CAPO303260
OG0002188	STRPU_23046	CAPO307308
OG0002189	STRPU_19345	CAPO302919, CAPO302901
OG0002190	STRPU_03778	CAPO305794
OG0002191	STRPU_25105	CAPO306349
OG0002193	STRPU_18710	CAPO307827, CAPO303661
OG0002194	STRPU_20624, STRPU_20625	CAPO306073
OG0002201	STRPU_25369	CAPO305256
OG0002216	STRPU_22652	CAPO308083
OG0002217	STRPU_19421	CAPO303403
OG0002219	STRPU_24548	CAPO301953
OG0002222	STRPU_11454	CAPO300961
OG0002224	STRPU_04620	CAPO304952
OG0002225	STRPU_20789	CAPO301769
OG0002226	STRPU_18952, STRPU_00675	CAPO307804
OG0002227	STRPU_09398, STRPU_01560	CAPO307820, CAPO307799
OG0002228	STRPU_08800	CAPO301630, CAPO300068
OG0002229	STRPU_15198, STRPU_15255	CAPO308040
OG0002235	STRPU_09805	CAPO303035
OG0002237	STRPU_17380	CAPO306506
OG0002239	STRPU_27056	CAPO301966
OG0002240	STRPU_10910	CAPO306707
OG0002241	STRPU_15218, STRPU_15166	CAPO303979
OG0002243	STRPU_04202, STRPU_04242	CAPO301335, CAPO300484
OG0002244	STRPU_04996	CAPO303840
OG0002245	STRPU_24404	CAPO302737
OG0002246	STRPU_27096, STRPU_27097, STRPU_27086	CAPO301929
OG0002251	STRPU_09471	CAPO302537
OG0002252	STRPU_08300	CAPO304306
OG0002255	STRPU_00240, STRPU_25979, STRPU_26128	CAPO301475, CAPO302337
OG0002257	STRPU_20518, STRPU_00192, STRPU_20517, STRPU_20547	CAPO303721
OG0002258	STRPU_14466, STRPU_14465	CAPO302229
OG0002261	STRPU_08447, STRPU_08414	CAPO303559
OG0002263	STRPU_06874	CAPO304694
OG0002264	STRPU_17295	CAPO304810
OG0002266	STRPU_08422	CAPO307392
OG0002270	STRPU_22303, STRPU_22321	CAPO302042
OG0002272	STRPU_16446	CAPO301905
OG0002282	STRPU_19538	CAPO300014
OG0002284	STRPU_23250	CAPO304167
OG0002285	STRPU_01550, STRPU_09408	CAPO305012
OG0002287	STRPU_25356	CAPO306430
OG0002288	STRPU_04687	CAPO306855
OG0002292	STRPU_12320	CAPO301471
OG0002293	STRPU_17875	CAPO302207
OG0002294	STRPU_19133	CAPO300522
OG0002296	STRPU_09585, STRPU_09584	CAPO307746
OG0002316	STRPU_17537	CAPO302192
OG0002317	STRPU_21329	CAPO301129
OG0002318	STRPU_19786, STRPU_00784, STRPU_10456, STRPU_10457, STRPU_22054	CAPO302292
OG0002319	STRPU_06337, STRPU_06292	CAPO306342
OG0002321	STRPU_10154, STRPU_10091	CAPO300390
OG0002322	STRPU_08602	CAPO300979
OG0002323	STRPU_24285	CAPO308299
OG0002324	STRPU_13570, STRPU_01589, STRPU_14002, STRPU_14003	CAPO301866
OG0002325	STRPU_03805, STRPU_03824	CAPO300458
OG0002326	STRPU_21342	CAPO302239
OG0002327	STRPU_23595	CAPO302954
OG0002330	STRPU_15858, STRPU_15813	CAPO300172
OG0002331	STRPU_26088	CAPO302246
OG0002332	STRPU_04027	CAPO300761
OG0002337	STRPU_15351	CAPO307155
OG0002340	STRPU_26084	CAPO307906
OG0002343	STRPU_11537	CAPO303889
OG0002344	STRPU_14480	CAPO307434
OG0002345	STRPU_12488, STRPU_12513	CAPO304277
OG0002346	STRPU_01631, STRPU_11970	CAPO307106
OG0002348	STRPU_21258, STRPU_04971	CAPO302095
OG0002354	STRPU_26150, STRPU_25861	CAPO306383
OG0002356	STRPU_13024	CAPO305051
OG0002357	STRPU_21637, STRPU_00290	CAPO302341
OG0002358	STRPU_12621	CAPO307788
OG0002359	STRPU_04441, STRPU_04440, STRPU_04439	CAPO302128
OG0002361	STRPU_20865, STRPU_20902, STRPU_21152	CAPO304727
OG0002362	STRPU_26957	CAPO301902
OG0002363	STRPU_08483	CAPO302980
OG0002364	STRPU_10485	CAPO306488
OG0002367	STRPU_26541	CAPO304316
OG0002368	STRPU_20691	CAPO301447
OG0002369	STRPU_21201	CAPO301279
OG0002370	STRPU_08158, STRPU_08155, STRPU_08154	CAPO303015
OG0002371	STRPU_21823	CAPO304426
OG0002372	STRPU_14679	CAPO303540
OG0002372	STRPU_09460	CAPO303041
OG0002373	STRPU_04172, STRPU_04171	CAPO306145, CAPO306206
OG0002374	STRPU_16223, STRPU_00101, STRPU_26262, STRPU_25329	CAPO302309
OG0002375	STRPU_22143, STRPU_22144	CAPO305178, CAPO300285
OG0002376	STRPU_21584, STRPU_21585	CAPO304863
OG0002377	STRPU_20991	CAPO301847
OG0002379	STRPU_06263, STRPU_06307	CAPO301214
OG0002396	STRPU_21072	CAPO302410
OG0002398	STRPU_05219	CAPO306938
OG0002405	STRPU_05677	CAPO300119
OG0002406	STRPU_10508	CAPO304138
OG0002407	STRPU_04443	CAPO301366
OG0002409	STRPU_22412	CAPO301533
OG0002410	STRPU_08063	CAPO305170
OG0002411	STRPU_02645, STRPU_16168	CAPO305052
OG0002413	STRPU_18616	CAPO307797
OG0002413	STRPU_24368	CAPO304716
OG0002414	STRPU_24737	CAPO304631
OG0002415	STRPU_04146, STRPU_04145	CAPO304905
OG0002417	STRPU_04030, STRPU_04033, STRPU_04149, STRPU_04148, STRPU_04162	CAPO307671
OG0002418	STRPU_11282, STRPU_11243	CAPO303802
OG0002419	STRPU_25523, STRPU_08164	CAPO303825
OG0002421	STRPU_25383	CAPO305365
OG0002422	STRPU_17611, STRPU_17617	CAPO302014
OG0002425	STRPU_19998	CAPO304491
OG0002426	STRPU_08743, STRPU_01426	CAPO303294
OG0002429	STRPU_00222, STRPU_25962	CAPO305260
OG0002433	STRPU_09122, STRPU_02094	CAPO302444
OG0002435	STRPU_01127, STRPU_18319	CAPO304613
OG0002436	STRPU_15482	CAPO307054
OG0002437	STRPU_19870, STRPU_19871, STRPU_19897	CAPO303352
OG0002439	STRPU_12224	CAPO302565
OG0002441	STRPU_17739	CAPO304429
OG0002442	STRPU_25860	CAPO300535
OG0002443	STRPU_23447, STRPU_00994	CAPO301424
OG0002445	STRPU_16901	CAPO304782
OG0002446	STRPU_02116, STRPU_09151	CAPO303707
OG0002448	STRPU_04423, STRPU_04344	CAPO308204
OG0002453	STRPU_03521, STRPU_03584	CAPO305834
OG0002454	STRPU_14731	CAPO305157
OG0002476	STRPU_25129, STRPU_25898	CAPO307617
OG0002484	STRPU_10100, STRPU_10163	CAPO305360
OG0002486	STRPU_25111	CAPO303598
OG0002489	STRPU_09635	CAPO304231
OG0002490	STRPU_23133	CAPO307409, CAPO300849
OG0002492	STRPU_06750, STRPU_06747	CAPO305743
OG0002494	STRPU_12559, STRPU_12558	CAPO307620
OG0002495	STRPU_01889, STRPU_25206	CAPO306559
OG0002496	STRPU_18653	CAPO300997
OG0002497	STRPU_14057, STRPU_00867	CAPO301629
OG0002499	STRPU_15787, STRPU_15790, STRPU_15793	CAPO308309
OG0002500	STRPU_14559	CAPO305159
OG0002501	STRPU_15145, STRPU_02526, STRPU_02522, STRPU_15141	CAPO305150
OG0002502	STRPU_04223, STRPU_04259, STRPU_12834, STRPU_19040	CAPO304947
OG0002503	STRPU_05769	CAPO301024
OG0002505	STRPU_13547	CAPO302692
OG0002506	STRPU_24659	CAPO301029
OG0002507	STRPU_18656	CAPO303215
OG0002509	STRPU_16015	CAPO305905, CAPO306732
OG0002510	STRPU_03146, STRPU_03126, STRPU_03104	CAPO305793
OG0002511	STRPU_24965	CAPO303146
OG0002516	STRPU_03861	CAPO307569
OG0002518	STRPU_00560, STRPU_10679	CAPO304200
OG0002519	STRPU_05579, STRPU_05638	CAPO302874
OG0002523	STRPU_23311	CAPO301008
OG0002525	STRPU_16648	CAPO300787
OG0002526	STRPU_07903, STRPU_07929	CAPO303145
