Orthogroup	STRPU_ok	CAPO3
OG0000467	STRPU_23158	CAPO302214
OG0000468	STRPU_14586, STRPU_14584, STRPU_14583, STRPU_14585, STRPU_12712, STRPU_12711, STRPU_05357, STRPU_15078	CAPO302003, CAPO303185
OG0000469	STRPU_23215, STRPU_23221	CAPO306584, CAPO302277
OG0000469	STRPU_26522	CAPO302982
OG0000470	STRPU_08272, STRPU_21506	CAPO307521
OG0000474	STRPU_23394	CAPO307766
OG0000475	STRPU_25082, STRPU_25084, STRPU_25083, STRPU_25081	CAPO303779
OG0000476	STRPU_19628, STRPU_19687	CAPO306104
OG0000479	STRPU_17435	CAPO303549
OG0000479	STRPU_14315	CAPO304267
OG0000480	STRPU_11203, STRPU_11000, STRPU_00339, STRPU_11321, STRPU_00362, STRPU_11025	CAPO307201
OG0000481	STRPU_14885	CAPO300053
OG0000481	STRPU_19958, STRPU_01189	CAPO304800
OG0000481	STRPU_04460	CAPO304355
OG0000484	STRPU_19234	CAPO304750
OG0000485	STRPU_13289, STRPU_13296, STRPU_03873	CAPO303224, CAPO303026
OG0000486	STRPU_20016, STRPU_18622, STRPU_08732	CAPO306048, CAPO306972
OG0000491	STRPU_04966	CAPO305506
OG0000494	STRPU_15055, STRPU_15147, STRPU_02528	CAPO300277
OG0000506	STRPU_06642	CAPO304587
OG0000508	STRPU_13773	CAPO303408, CAPO307945
OG0000508	STRPU_22049	CAPO302590
OG0000510	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102	CAPO303128, CAPO305095
OG0000511	STRPU_09341, STRPU_10354	CAPO301322
OG0000514	STRPU_08933	CAPO307292
OG0000516	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368	CAPO302072
OG0000519	STRPU_14240, STRPU_14241, STRPU_14510, STRPU_14504, STRPU_14502, STRPU_14501, STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505, STRPU_14497, STRPU_14232, STRPU_14226, STRPU_14228, STRPU_14235, STRPU_02530, STRPU_15149	CAPO300709
OG0000520	STRPU_02843, STRPU_02884, STRPU_02842	CAPO304720
OG0000522	STRPU_09848, STRPU_09558, STRPU_09785	CAPO306204
OG0000528	STRPU_10713, STRPU_21360, STRPU_23137	CAPO300417
OG0000530	STRPU_19193	CAPO306919
OG0000532	STRPU_21297, STRPU_21298, STRPU_20648, STRPU_20646, STRPU_20647	CAPO301913
OG0000538	STRPU_13554	CAPO300039
OG0000548	STRPU_10337, STRPU_20610, STRPU_22797, STRPU_01956	CAPO307253, CAPO307370
OG0000549	STRPU_26919, STRPU_26917, STRPU_12468, STRPU_12545	CAPO305341
OG0000551	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417	CAPO305700
OG0000552	STRPU_01962, STRPU_22803, STRPU_05705	CAPO302805
OG0000553	STRPU_23171, STRPU_03995, STRPU_03988, STRPU_09287	CAPO302261
OG0000554	STRPU_16675, STRPU_16708	CAPO300205
OG0000561	STRPU_21549	CAPO307817, CAPO304686, CAPO304296
OG0000563	STRPU_18400, STRPU_02520, STRPU_15138, STRPU_15426, STRPU_15425, STRPU_18402, STRPU_18401, STRPU_18397, STRPU_18398, STRPU_18399	CAPO305151
OG0000566	STRPU_22145, STRPU_14680	CAPO306820
OG0000567	STRPU_20922, STRPU_20921, STRPU_26517, STRPU_18559	CAPO300710, CAPO302895
OG0000569	STRPU_18127, STRPU_18130, STRPU_21438, STRPU_18131, STRPU_18126, STRPU_18128, STRPU_27168, STRPU_27167, STRPU_27164, STRPU_27163, STRPU_27169, STRPU_21052, STRPU_27223	CAPO302672
OG0000572	STRPU_21193, STRPU_11231, STRPU_11269	CAPO302048
OG0000573	STRPU_11052, STRPU_00392	CAPO301573
OG0000573	STRPU_27100, STRPU_27089	CAPO300482
OG0000574	STRPU_09296, STRPU_08865, STRPU_00956, STRPU_00802, STRPU_19767	CAPO303025
OG0000578	STRPU_21618	CAPO305505
OG0000583	STRPU_17032, STRPU_01798	CAPO302594
OG0000585	STRPU_22740, STRPU_01894	CAPO302010
OG0000586	STRPU_11843	CAPO304818
OG0000587	STRPU_06588, STRPU_06512	CAPO304868
OG0000588	STRPU_17075	CAPO300701
OG0000590	STRPU_25115	CAPO302664
OG0000590	STRPU_25616	CAPO307990
OG0000591	STRPU_08932	CAPO300885
OG0000591	STRPU_06603	CAPO301508, CAPO306921
OG0000592	STRPU_16888, STRPU_15820, STRPU_15868	CAPO302552
OG0000593	STRPU_09183, STRPU_02152	CAPO303950
OG0000594	STRPU_12480, STRPU_23519, STRPU_26491, STRPU_23518	CAPO305185
OG0000597	STRPU_14406	CAPO305949
OG0000600	STRPU_18065, STRPU_18063, STRPU_00672, STRPU_18954	CAPO302133
OG0000603	STRPU_00284, STRPU_21569	CAPO300286
OG0000604	STRPU_20714, STRPU_20713	CAPO304248
OG0000609	STRPU_24616	CAPO306415
OG0000611	STRPU_05045, STRPU_05119	CAPO305139
OG0000611	STRPU_26016	CAPO302505
OG0000612	STRPU_09717, STRPU_09761	CAPO308174
OG0000612	STRPU_26031	CAPO300901
OG0000613	STRPU_24692, STRPU_24700, STRPU_26787	CAPO306741, CAPO303985
OG0000614	STRPU_25312	CAPO308097
OG0000614	STRPU_21878	CAPO306138, CAPO304207
OG0000616	STRPU_03576, STRPU_03499, STRPU_03575, STRPU_03497	CAPO301011
OG0000617	STRPU_22397	CAPO305351, CAPO305350, CAPO301395, CAPO308110, CAPO305569, CAPO302463, CAPO301963, CAPO307719, CAPO308046, CAPO302479, CAPO302684, CAPO303925
OG0000619	STRPU_06659	CAPO303580
OG0000623	STRPU_07960, STRPU_07951	CAPO306891
OG0000623	STRPU_00318	CAPO306678
OG0000624	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382	CAPO304034, CAPO304035
OG0000627	STRPU_03283, STRPU_03246	CAPO301912
OG0000628	STRPU_17753, STRPU_07211	CAPO306878
OG0000629	STRPU_19527, STRPU_11562, STRPU_11888, STRPU_11933	CAPO304632
OG0000634	STRPU_00599, STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950	CAPO305866
OG0000636	STRPU_09946	CAPO300927, CAPO308236
OG0000637	STRPU_20164, STRPU_11852, STRPU_12519, STRPU_20362, STRPU_19277	CAPO306492
OG0000639	STRPU_27017	CAPO300322
OG0000639	STRPU_25405	CAPO305269
OG0000642	STRPU_04607, STRPU_04606, STRPU_04846	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	STRPU_14556	CAPO301316
OG0000645	STRPU_25221	CAPO306925
OG0000645	STRPU_22046	CAPO307784, CAPO304648
OG0000648	STRPU_00211	CAPO306715
OG0000648	STRPU_25924	CAPO307568
OG0000650	STRPU_24960	CAPO302429
OG0000651	STRPU_22117	CAPO301045
OG0000652	STRPU_21926	CAPO307163
OG0000657	STRPU_00184, STRPU_17300	CAPO304462
OG0000660	STRPU_13999	CAPO304213
OG0000662	STRPU_09621, STRPU_09696, STRPU_09739, STRPU_08344	CAPO308235
OG0000663	STRPU_08014, STRPU_19333	CAPO303713
OG0000664	STRPU_23931, STRPU_24936	CAPO305353
OG0000665	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242	CAPO304505, CAPO304163
OG0000666	STRPU_22324	CAPO306172
OG0000667	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308, STRPU_26568	CAPO305865
OG0000672	STRPU_06933	CAPO301072
OG0000672	STRPU_20779	CAPO301848
OG0000674	STRPU_26356, STRPU_12631	CAPO303746
OG0000676	STRPU_24012	CAPO304343, CAPO305288
OG0000676	STRPU_06999	CAPO300920, CAPO304680
OG0000683	STRPU_06350	CAPO304912
OG0000683	STRPU_18850	CAPO305392, CAPO303509
OG0000684	STRPU_25416	CAPO306227
OG0000690	STRPU_08035	CAPO306653
OG0000690	STRPU_17155	CAPO306445
OG0000690	STRPU_18294, STRPU_01161	CAPO304114
OG0000691	STRPU_25430, STRPU_24302	CAPO301028
OG0000692	STRPU_19316, STRPU_01823	CAPO306980
OG0000693	STRPU_11407	CAPO300633
OG0000693	STRPU_19430, STRPU_19438	CAPO307538
OG0000694	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822	CAPO302468
OG0000696	STRPU_24482	CAPO305456
OG0000696	STRPU_21259	CAPO305466
OG0000696	STRPU_10267, STRPU_23135	CAPO301422
OG0000697	STRPU_22408	CAPO304466, CAPO306724
OG0000701	STRPU_09920, STRPU_09919	CAPO306727
OG0000703	STRPU_04784	CAPO308078
OG0000706	STRPU_23155, STRPU_11620, STRPU_01329	CAPO301985
OG0000708	STRPU_18963, STRPU_18977	CAPO302130
OG0000708	STRPU_00882, STRPU_23008	CAPO300640
OG0000709	STRPU_20537	CAPO305451
OG0000711	STRPU_11658, STRPU_11655, STRPU_11657, STRPU_00066, STRPU_12186, STRPU_11659	CAPO304713
OG0000713	STRPU_00026, STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767	CAPO302804
OG0000715	STRPU_13461	CAPO305197
OG0000716	STRPU_17012	CAPO306457, CAPO306957
OG0000717	STRPU_19580, STRPU_19581	CAPO302989
OG0000718	STRPU_04006, STRPU_04005	CAPO301597, CAPO306021
OG0000721	STRPU_14994, STRPU_14964, STRPU_17945	CAPO305154, CAPO301906
OG0000724	STRPU_21597	CAPO300826
OG0000726	STRPU_13494	CAPO302910
OG0000731	STRPU_06695	CAPO304569
OG0000732	STRPU_06871	CAPO304867
OG0000732	STRPU_18394	CAPO302445
OG0000733	STRPU_21566, STRPU_20797	CAPO301695
OG0000735	STRPU_24284	CAPO302824
OG0000736	STRPU_21933, STRPU_07453, STRPU_07445, STRPU_22089	CAPO306770
OG0000737	STRPU_09307	CAPO304586
OG0000743	STRPU_08228, STRPU_08229	CAPO306268
OG0000747	STRPU_01792, STRPU_18103, STRPU_22661, STRPU_03822, STRPU_03836, STRPU_01813	CAPO303187
OG0000748	STRPU_22034	CAPO301276
OG0000751	STRPU_13591, STRPU_01611	CAPO302771
OG0000752	STRPU_17910	CAPO300507
OG0000752	STRPU_19015	CAPO305335
OG0000753	STRPU_23569	CAPO301378
OG0000754	STRPU_25589, STRPU_13133, STRPU_02578	CAPO300911, CAPO306986, CAPO303353
OG0000755	STRPU_26250	CAPO300267
OG0000757	STRPU_14828	CAPO307096
OG0000758	STRPU_24891	CAPO305275
OG0000759	STRPU_25007	CAPO300473
OG0000761	STRPU_19482	CAPO305655
OG0000765	STRPU_20844, STRPU_20882	CAPO301853
OG0000766	STRPU_26502, STRPU_12701	CAPO300388
OG0000767	STRPU_20571	CAPO305367
OG0000768	STRPU_23593	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	STRPU_04727, STRPU_04734, STRPU_04728	CAPO304708, CAPO302709
OG0000774	STRPU_01825, STRPU_19314, STRPU_09065, STRPU_02041, STRPU_23589	CAPO306995
OG0000775	STRPU_21116, STRPU_23930, STRPU_07226	CAPO306201
OG0000776	STRPU_25591, STRPU_07752	CAPO307356
OG0000777	STRPU_08368	CAPO304271
OG0000779	STRPU_20061	CAPO305943
OG0000779	STRPU_15696	CAPO300301
OG0000788	STRPU_11964, STRPU_01625, STRPU_26569	CAPO304590
OG0000791	STRPU_13705, STRPU_00440	CAPO304699
OG0000792	STRPU_25047, STRPU_14909	CAPO305838
OG0000793	STRPU_26762, STRPU_26748	CAPO301604
OG0000794	STRPU_15852, STRPU_15804, STRPU_16063	CAPO304031
OG0000796	STRPU_06083	CAPO301075
OG0000797	STRPU_04347	CAPO307534
OG0000803	STRPU_12487, STRPU_12512	CAPO301668
OG0000810	STRPU_19223, STRPU_16445	CAPO305098, CAPO306601
OG0000813	STRPU_04740, STRPU_04739	CAPO300040, CAPO308168
OG0000814	STRPU_21983, STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083, STRPU_10972	CAPO307227
OG0000815	STRPU_26905, STRPU_06613, STRPU_24245, STRPU_01059	CAPO300838
OG0000816	STRPU_21113, STRPU_04037, STRPU_00076	CAPO304990
OG0000818	STRPU_08499	CAPO307656
OG0000820	STRPU_14124	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	STRPU_25265	CAPO303788
OG0000825	STRPU_05131, STRPU_05055, STRPU_12931	CAPO305165, CAPO306157, CAPO306129
OG0000826	STRPU_25465, STRPU_25466, STRPU_00190, STRPU_14464, STRPU_25836, STRPU_17366, STRPU_17338, STRPU_26046, STRPU_26045, STRPU_06291	CAPO306060
OG0000827	STRPU_26359, STRPU_24864, STRPU_24863, STRPU_24060, STRPU_26513	CAPO304578
OG0000828	STRPU_23372	CAPO306023
OG0000828	STRPU_15585, STRPU_02220	CAPO307153
OG0000834	STRPU_24585, STRPU_24596, STRPU_24584, STRPU_24595	CAPO306233
OG0000836	STRPU_22902, STRPU_22889, STRPU_22890, STRPU_22905	CAPO306019, CAPO307821
OG0000837	STRPU_24375	CAPO308104, CAPO303511
OG0000838	STRPU_12478, STRPU_12822, STRPU_12344	CAPO303856
OG0000841	STRPU_25231	CAPO307470
OG0000844	STRPU_10513	CAPO306591, CAPO307267
OG0000845	STRPU_17166, STRPU_17173, STRPU_16991, STRPU_17391	CAPO303615
OG0000847	STRPU_14471	CAPO308298
OG0000849	STRPU_02904	CAPO304492
OG0000850	STRPU_01821, STRPU_19318	CAPO302141
OG0000850	STRPU_01567, STRPU_09392	CAPO306299
OG0000851	STRPU_04950	CAPO304092
OG0000852	STRPU_26323	CAPO307622
OG0000857	STRPU_01644, STRPU_11981	CAPO302559
OG0000858	STRPU_23570	CAPO302161
OG0000858	STRPU_03252, STRPU_03287	CAPO306693
OG0000860	STRPU_19409	CAPO306338
OG0000871	STRPU_09793, STRPU_09788, STRPU_09787	CAPO300407
OG0000872	STRPU_11965, STRPU_01626	CAPO308293
OG0000873	STRPU_27121	CAPO307878
OG0000875	STRPU_19189, STRPU_13557	CAPO303418, CAPO302903
OG0000876	STRPU_24157	CAPO302150
OG0000877	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110	CAPO304981
OG0000879	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863	CAPO301982
OG0000881	STRPU_19362	CAPO301333, CAPO300020
OG0000881	STRPU_14886	CAPO308042
OG0000888	STRPU_27059	CAPO300320
OG0000889	STRPU_21634, STRPU_21635	CAPO302257
OG0000889	STRPU_14204, STRPU_00423	CAPO304144
OG0000890	STRPU_17572	CAPO304283
OG0000891	STRPU_08642, STRPU_08643	CAPO307358
OG0000894	STRPU_00073, STRPU_05725	CAPO300968, CAPO300967
OG0000894	STRPU_08351, STRPU_08352	CAPO301227
OG0000896	STRPU_02181, STRPU_09218	CAPO301183
OG0000896	STRPU_21363	CAPO304049
OG0000897	STRPU_22622, STRPU_22853, STRPU_22852, STRPU_22851	CAPO306059
OG0000898	STRPU_18627, STRPU_18582	CAPO302619
OG0000899	STRPU_05178	CAPO300655
OG0000904	STRPU_04732, STRPU_04725, STRPU_04724	CAPO305539
OG0000905	STRPU_01236, STRPU_12062, STRPU_12061	CAPO303384
OG0000909	STRPU_17078, STRPU_17082	CAPO300878
OG0000911	STRPU_22245	CAPO302608
OG0000912	STRPU_09304, STRPU_14305	CAPO302397
OG0000913	STRPU_05760	CAPO300255
OG0000914	STRPU_23164	CAPO302002
OG0000915	STRPU_23266	CAPO306555
OG0000921	STRPU_01492, STRPU_13755	CAPO300272
OG0000925	STRPU_18396, STRPU_06765, STRPU_06773	CAPO304563
OG0000928	STRPU_26844	CAPO301245
OG0000929	STRPU_17708, STRPU_13746, STRPU_01503	CAPO303494
OG0000931	STRPU_10319, STRPU_10318	CAPO303586
OG0000932	STRPU_14601	CAPO306783
OG0000934	STRPU_17512	CAPO306946, CAPO300619
OG0000934	STRPU_12472	CAPO304006
OG0000935	STRPU_00845, STRPU_14076	CAPO307401
OG0000944	STRPU_04925	CAPO304090
OG0000952	STRPU_05317, STRPU_05319, STRPU_05320	CAPO300179
OG0000954	STRPU_14000	CAPO303535
OG0000954	STRPU_08333	CAPO305800
OG0000955	STRPU_19275, STRPU_00412	CAPO303429
OG0000955	STRPU_05708	CAPO308190
OG0000960	STRPU_25824, STRPU_25823	CAPO304728
OG0000963	STRPU_01836	CAPO303990
OG0000965	STRPU_04296, STRPU_04326, STRPU_04357	CAPO305928
OG0000965	STRPU_25366	CAPO302148
OG0000967	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306	CAPO304786
OG0000970	STRPU_15417	CAPO301807
OG0000974	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223	CAPO306940
OG0000978	STRPU_26153	CAPO306307
OG0000982	STRPU_22197	CAPO301371
OG0000984	STRPU_27147, STRPU_05828, STRPU_16245, STRPU_16206	CAPO307940
OG0000985	STRPU_04359	CAPO304864
OG0000986	STRPU_04549	CAPO305058
OG0000987	STRPU_24310	CAPO306365
OG0000992	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680	CAPO308244
OG0000993	STRPU_23797, STRPU_23665, STRPU_23639	CAPO303930
OG0000994	STRPU_24886	CAPO306999
OG0000996	STRPU_06423	CAPO304603
OG0000997	STRPU_26880, STRPU_05728, STRPU_05450	CAPO306501
OG0000998	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405, STRPU_16517, STRPU_16404, STRPU_11825	CAPO302508
OG0000999	STRPU_22531, STRPU_11511	CAPO303484, CAPO302236
OG0001006	STRPU_16623, STRPU_19160	CAPO308145
OG0001009	STRPU_08409, STRPU_08408, STRPU_08403, STRPU_08468, STRPU_08469	CAPO305830
OG0001015	STRPU_09285	CAPO304771
OG0001016	STRPU_13418	CAPO300038
OG0001016	STRPU_22033	CAPO302596
OG0001018	STRPU_20600	CAPO305732
OG0001024	STRPU_04414, STRPU_04310, STRPU_04337, STRPU_04853, STRPU_04411, STRPU_04412	CAPO300862
OG0001033	STRPU_04287, STRPU_04317	CAPO305083
OG0001033	STRPU_01715, STRPU_16742	CAPO300376
OG0001036	STRPU_24843	CAPO301917
OG0001037	STRPU_19516	CAPO306107
OG0001039	STRPU_14369, STRPU_23336	CAPO305080
OG0001042	STRPU_23315	CAPO301530
OG0001044	STRPU_26930, STRPU_26500	CAPO305401, CAPO306389
OG0001045	STRPU_07680, STRPU_07695, STRPU_07678, STRPU_07655	CAPO300115
OG0001046	STRPU_08450	CAPO304357
OG0001048	STRPU_04789, STRPU_04416	CAPO306868
OG0001049	STRPU_10627	CAPO305769
OG0001050	STRPU_02998	CAPO306760
OG0001060	STRPU_04924	CAPO302777
OG0001062	STRPU_18503	CAPO300111
OG0001064	STRPU_07076, STRPU_07075	CAPO304594
OG0001066	STRPU_00995, STRPU_23446, STRPU_23443, STRPU_23442, STRPU_23441, STRPU_00997, STRPU_23439, STRPU_00998, STRPU_13739	CAPO305156
OG0001072	STRPU_15409, STRPU_05942, STRPU_14672	CAPO304331
OG0001073	STRPU_05291	CAPO307880
OG0001075	STRPU_24305	CAPO305658
OG0001076	STRPU_05726	CAPO306580
OG0001078	STRPU_12443	CAPO300211
OG0001082	STRPU_13254, STRPU_13255, STRPU_22896, STRPU_22911	CAPO306944
OG0001083	STRPU_10283	CAPO306339
OG0001085	STRPU_23261	CAPO305936
OG0001092	STRPU_05311, STRPU_05313	CAPO303664
OG0001095	STRPU_23398	CAPO303064
OG0001096	STRPU_19489, STRPU_20335, STRPU_15056	CAPO308143
OG0001101	STRPU_22666	CAPO301529
OG0001104	STRPU_22549	CAPO306923
OG0001106	STRPU_26780, STRPU_26785, STRPU_26795, STRPU_22601	CAPO307850
OG0001108	STRPU_22947, STRPU_14644	CAPO300863
OG0001113	STRPU_05723, STRPU_05716	CAPO302840
OG0001113	STRPU_26700	CAPO304589
OG0001116	STRPU_22023, STRPU_22022	CAPO303103
OG0001120	STRPU_25444, STRPU_25447	CAPO300555
OG0001121	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317	CAPO305030
OG0001122	STRPU_00958, STRPU_08863	CAPO300744
OG0001123	STRPU_22432	CAPO305010
OG0001124	STRPU_08314, STRPU_19131	CAPO307326
OG0001126	STRPU_06496	CAPO301067
OG0001126	STRPU_22287	CAPO308119
OG0001128	STRPU_21281	CAPO301710
OG0001129	STRPU_25428, STRPU_25608	CAPO306230
OG0001130	STRPU_26872, STRPU_26378, STRPU_26876	CAPO305636
OG0001132	STRPU_27222	CAPO303538
OG0001133	STRPU_20402	CAPO302577
OG0001133	STRPU_18983	CAPO300360
OG0001134	STRPU_01420, STRPU_08748	CAPO304261
OG0001135	STRPU_12730, STRPU_05675	CAPO300673, CAPO304787
OG0001136	STRPU_27024	CAPO301949
OG0001137	STRPU_21237	CAPO308164
OG0001139	STRPU_12820	CAPO300537
OG0001140	STRPU_08005, STRPU_07640	CAPO308326
OG0001142	STRPU_24402	CAPO304790
OG0001143	STRPU_23389	CAPO304300
OG0001144	STRPU_23771	CAPO307577
OG0001146	STRPU_10664	CAPO300511
OG0001147	STRPU_14364	CAPO306370
OG0001149	STRPU_19355, STRPU_19354	CAPO305549
OG0001156	STRPU_14120	CAPO306962
OG0001157	STRPU_26232, STRPU_04350	CAPO304789
OG0001158	STRPU_25921, STRPU_10745	CAPO302639
OG0001160	STRPU_12451	CAPO304743
OG0001161	STRPU_22036	CAPO301112
OG0001163	STRPU_04187	CAPO301684, CAPO307755, CAPO304886
OG0001167	STRPU_21389	CAPO307849
OG0001168	STRPU_25599	CAPO301546
OG0001169	STRPU_09862	CAPO301751
OG0001170	STRPU_17744	CAPO302766
OG0001171	STRPU_07714, STRPU_07717	CAPO300420
OG0001171	STRPU_07719	CAPO303195, CAPO305267
OG0001175	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557	CAPO304133, CAPO306812
OG0001179	STRPU_26217, STRPU_26015, STRPU_25325	CAPO300184
OG0001181	STRPU_02570, STRPU_13125	CAPO301983
OG0001183	STRPU_23983	CAPO301096
OG0001184	STRPU_19999	CAPO306392
OG0001185	STRPU_07407	CAPO303366
OG0001186	STRPU_26002	CAPO302303
OG0001186	STRPU_25391	CAPO307451
OG0001188	STRPU_21827	CAPO300558
OG0001196	STRPU_03085	CAPO301570
OG0001197	STRPU_21581	CAPO306552
OG0001199	STRPU_17588, STRPU_17562, STRPU_00161	CAPO305690
OG0001201	STRPU_26014	CAPO302220
OG0001202	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672	CAPO306186
OG0001207	STRPU_16506	CAPO305627
OG0001207	STRPU_24022, STRPU_02640	CAPO302093
OG0001208	STRPU_21909	CAPO300830
OG0001209	STRPU_22073	CAPO302948
OG0001210	STRPU_21013	CAPO300919
OG0001210	STRPU_11288	CAPO302555
OG0001213	STRPU_09878	CAPO304729
OG0001213	STRPU_15274	CAPO303632
OG0001215	STRPU_22254	CAPO302583
OG0001216	STRPU_10937, STRPU_25702, STRPU_25683, STRPU_25682, STRPU_25701	CAPO307997
OG0001217	STRPU_16981	CAPO306810
OG0001218	STRPU_10657	CAPO307457
OG0001221	STRPU_25669	CAPO307765
OG0001222	STRPU_13517, STRPU_13378, STRPU_13402, STRPU_13504, STRPU_13520	CAPO301496, CAPO301391, CAPO303918
OG0001226	STRPU_17224, STRPU_17225, STRPU_17227	CAPO307936
OG0001232	STRPU_08583, STRPU_00299	CAPO304224
OG0001233	STRPU_17062, STRPU_05868, STRPU_05206, STRPU_05204, STRPU_23981	CAPO303591
OG0001234	STRPU_26230	CAPO307897
OG0001241	STRPU_07496	CAPO303368
OG0001241	STRPU_06648, STRPU_06647	CAPO304888
OG0001247	STRPU_22721	CAPO303193, CAPO307423
OG0001248	STRPU_21972	CAPO303079
OG0001249	STRPU_18988	CAPO306922
OG0001250	STRPU_08807	CAPO302323
OG0001251	STRPU_23397	CAPO304205
OG0001251	STRPU_25431	CAPO302019
OG0001252	STRPU_19076	CAPO300016
OG0001253	STRPU_14588, STRPU_23835, STRPU_23873	CAPO306156
OG0001254	STRPU_22240	CAPO307546
OG0001261	STRPU_05296	CAPO302839
OG0001263	STRPU_04426, STRPU_03468	CAPO301777
OG0001267	STRPU_04944, STRPU_14642	CAPO307578
OG0001268	STRPU_26888, STRPU_23502	CAPO303692
OG0001270	STRPU_08488	CAPO306176
OG0001270	STRPU_23322	CAPO306096
OG0001270	STRPU_08385	CAPO304393
OG0001271	STRPU_13644, STRPU_02419, STRPU_13643, STRPU_02421	CAPO302779
OG0001272	STRPU_15049	CAPO305566
OG0001273	STRPU_26636	CAPO301889
OG0001274	STRPU_20009	CAPO308194
OG0001276	STRPU_05244	CAPO302888
OG0001278	STRPU_00086, STRPU_24452, STRPU_24453, STRPU_24861	CAPO306229
OG0001279	STRPU_20599, STRPU_20598, STRPU_20627	CAPO302733
OG0001280	STRPU_26559	CAPO300326
OG0001281	STRPU_12491, STRPU_21186, STRPU_21018	CAPO304088, CAPO303543
OG0001282	STRPU_11958, STRPU_01619	CAPO303595
OG0001284	STRPU_00110, STRPU_13473, STRPU_26961	CAPO300970
OG0001285	STRPU_09952, STRPU_09975	CAPO304179
OG0001286	STRPU_12903	CAPO303892
OG0001287	STRPU_05909	CAPO302822, CAPO304538
OG0001288	STRPU_26804	CAPO302651
OG0001289	STRPU_24491, STRPU_11656	CAPO306071
OG0001290	STRPU_26728	CAPO302574
OG0001291	STRPU_04348	CAPO300695
OG0001294	STRPU_21633	CAPO304223
OG0001295	STRPU_21991	CAPO306210
OG0001296	STRPU_21312, STRPU_00052	CAPO308260
OG0001297	STRPU_12690	CAPO305437
OG0001300	STRPU_00543, STRPU_15986	CAPO300154
OG0001302	STRPU_18961, STRPU_18975	CAPO302654
OG0001302	STRPU_14524	CAPO302215
OG0001304	STRPU_26082	CAPO302419
OG0001305	STRPU_20309	CAPO304488
OG0001308	STRPU_04711	CAPO300432
OG0001309	STRPU_25014, STRPU_25016	CAPO300871
OG0001310	STRPU_21314	CAPO305405
OG0001310	STRPU_15962, STRPU_00518	CAPO300151
OG0001311	STRPU_10949, STRPU_00838, STRPU_14082	CAPO300585
OG0001312	STRPU_18010, STRPU_24489, STRPU_17750	CAPO304811
OG0001314	STRPU_17673, STRPU_17675, STRPU_19730	CAPO306642
OG0001317	STRPU_23522, STRPU_17298, STRPU_17302	CAPO302225
OG0001318	STRPU_12148, STRPU_12116	CAPO306280
OG0001318	STRPU_17591	CAPO303315
OG0001319	STRPU_06818	CAPO304915
OG0001320	STRPU_26137, STRPU_26135	CAPO307498
