Orthogroup	HELIO_ok	SCHMD
OG0003392	HELIO_03752	SCHMD20046
OG0003394	HELIO_02875	SCHMD10224, SCHMD24281, SCHMD27274, SCHMD29722, SCHMD24179, SCHMD14774
OG0003419	HELIO_02457	SCHMD02792
OG0003421	HELIO_01521	SCHMD25644, SCHMD14414
OG0003422	HELIO_08753	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	HELIO_11455	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	HELIO_05969	SCHMD11714
OG0003430	HELIO_07216	SCHMD03690
OG0003431	HELIO_02627	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	HELIO_08552	SCHMD05639, SCHMD06055
OG0003435	HELIO_06428	SCHMD22101, SCHMD18693
OG0003439	HELIO_01786	SCHMD00949
OG0003443	HELIO_11420	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	HELIO_08929	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	HELIO_11640	SCHMD02071
OG0003449	HELIO_09169	SCHMD06404
OG0003450	HELIO_01298	SCHMD01589
OG0003451	HELIO_02050, HELIO_02049, HELIO_04392	SCHMD08838
OG0003453	HELIO_03721	SCHMD09929
OG0003454	HELIO_07210	SCHMD10872, SCHMD17895
OG0003455	HELIO_04761	SCHMD27744, SCHMD09301
OG0003456	HELIO_11022	SCHMD08769
OG0003458	HELIO_01103	SCHMD20564
OG0003460	HELIO_03777	SCHMD01967, SCHMD01966
OG0003462	HELIO_10720	SCHMD28411
OG0003463	HELIO_02234	SCHMD00720, SCHMD00721
OG0003464	HELIO_08682, HELIO_08683	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	HELIO_11762	SCHMD04832
OG0003466	HELIO_07353, HELIO_00851	SCHMD14345
OG0003467	HELIO_09149	SCHMD08398
OG0003468	HELIO_03925	SCHMD23347, SCHMD26554, SCHMD18382
OG0003468	HELIO_03353	SCHMD28745, SCHMD18984
OG0003473	HELIO_10680	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	HELIO_09101, HELIO_09102	SCHMD11005
OG0003476	HELIO_03292	SCHMD14696
OG0003477	HELIO_08724	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	HELIO_07187	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	HELIO_04296	SCHMD07504, SCHMD03144
OG0003480	HELIO_09170	SCHMD01806
OG0003483	HELIO_09297	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	HELIO_02087	SCHMD12754
OG0003487	HELIO_01481	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	HELIO_03650	SCHMD09112, SCHMD22268
OG0003489	HELIO_11702	SCHMD27620
OG0003490	HELIO_09531	SCHMD10202
OG0003491	HELIO_12169	SCHMD07566
OG0003492	HELIO_04826	SCHMD17580
OG0003496	HELIO_05812	SCHMD21889, SCHMD26712, SCHMD21890
OG0003497	HELIO_01513	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	HELIO_09734	SCHMD19260
OG0003501	HELIO_00872	SCHMD02846
OG0003502	HELIO_11773	SCHMD05683
OG0003503	HELIO_07145	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003505	HELIO_03524	SCHMD08229, SCHMD08228
OG0003508	HELIO_02722	SCHMD00810
OG0003509	HELIO_11968	SCHMD12054
OG0003510	HELIO_01753	SCHMD06295
OG0003511	HELIO_09304	SCHMD10744
OG0003513	HELIO_06774	SCHMD25986, SCHMD27084
OG0003515	HELIO_01150	SCHMD16232, SCHMD28533
OG0003516	HELIO_02977	SCHMD28216
OG0003518	HELIO_01357	SCHMD05084
OG0003519	HELIO_05466	SCHMD04577
OG0003520	HELIO_06238, HELIO_06922	SCHMD04339
OG0003522	HELIO_08738	SCHMD02972
OG0003523	HELIO_02927	SCHMD11220
OG0003524	HELIO_04962, HELIO_06954, HELIO_06651	SCHMD06675
OG0003525	HELIO_08996, HELIO_04858	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	HELIO_01821	SCHMD16028
OG0003527	HELIO_03465	SCHMD28971
OG0003528	HELIO_06120	SCHMD21896, SCHMD26214
OG0003530	HELIO_11962	SCHMD08166
OG0003531	HELIO_05168	SCHMD02486
OG0003532	HELIO_02994	SCHMD04373
OG0003533	HELIO_04997	SCHMD29432, SCHMD23787
OG0003534	HELIO_09244	SCHMD19910
OG0003539	HELIO_06853	SCHMD18718, SCHMD20290
OG0003543	HELIO_01891	SCHMD01295, SCHMD04172
OG0003544	HELIO_03400	SCHMD22197, SCHMD21841
OG0003545	HELIO_05328	SCHMD18885, SCHMD15544
OG0003548	HELIO_03258	SCHMD25865, SCHMD23815
OG0003550	HELIO_10135	SCHMD01327
OG0003551	HELIO_11131	SCHMD07949
OG0003552	HELIO_01828	SCHMD10623, SCHMD08451
OG0003554	HELIO_04654	SCHMD11710, SCHMD08877
OG0003555	HELIO_03076	SCHMD03932
OG0003556	HELIO_04836, HELIO_07224	SCHMD03452
OG0003558	HELIO_09026	SCHMD04257
OG0003561	HELIO_03510	SCHMD07358
OG0003562	HELIO_07501	SCHMD00923
OG0003563	HELIO_02254	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	HELIO_08585	SCHMD19445, SCHMD14913
OG0003566	HELIO_03423	SCHMD26756, SCHMD15301
OG0003567	HELIO_02904	SCHMD15008, SCHMD04442
OG0003568	HELIO_09743, HELIO_09744	SCHMD15819
OG0003570	HELIO_06559	SCHMD08962
OG0003571	HELIO_02351	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	HELIO_09111	SCHMD03521
OG0003577	HELIO_10105	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	HELIO_08279, HELIO_08278	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	HELIO_05944	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	HELIO_04947	SCHMD12451, SCHMD16671
OG0003597	HELIO_02664	SCHMD07116
OG0003598	HELIO_10451	SCHMD21244
OG0003599	HELIO_08540	SCHMD21154
OG0003600	HELIO_08008	SCHMD02224
OG0003603	HELIO_04475	SCHMD02011
OG0003604	HELIO_00754	SCHMD03287
OG0003606	HELIO_00969	SCHMD17964, SCHMD15106
OG0003607	HELIO_09021	SCHMD28540, SCHMD28541
OG0003610	HELIO_12163	SCHMD10025, SCHMD05007
OG0003611	HELIO_01894	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	HELIO_04409	SCHMD05843, SCHMD05841
OG0003613	HELIO_01893	SCHMD04176
OG0003615	HELIO_01584	SCHMD13214
OG0003617	HELIO_03494	SCHMD19266, SCHMD24604
OG0003619	HELIO_07057	SCHMD13518, SCHMD08597
OG0003620	HELIO_09212	SCHMD10079, SCHMD29362
OG0003621	HELIO_07026	SCHMD12479
OG0003622	HELIO_11126	SCHMD23632
OG0003624	HELIO_09617	SCHMD09570
OG0003625	HELIO_08066	SCHMD13173, SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	HELIO_07783	SCHMD06623
OG0003627	HELIO_01019	SCHMD19934, SCHMD24898
OG0003630	HELIO_01750	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	HELIO_10254	SCHMD10913
OG0003635	HELIO_08551	SCHMD09927
OG0003636	HELIO_11667	SCHMD16813
OG0003638	HELIO_00190	SCHMD08904, SCHMD12994
OG0003639	HELIO_03103	SCHMD20935, SCHMD20934
OG0003640	HELIO_10891	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	HELIO_02002	SCHMD03638
OG0003646	HELIO_10542	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	HELIO_08435	SCHMD03661, SCHMD03659
OG0003649	HELIO_09186	SCHMD11461
OG0003651	HELIO_01012	SCHMD19273, SCHMD24605
OG0003652	HELIO_05306	SCHMD11274
OG0003653	HELIO_00722	SCHMD17511, SCHMD11246
OG0003654	HELIO_11410	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	HELIO_12535	SCHMD09541
OG0003657	HELIO_09755	SCHMD25752, SCHMD28011
OG0003658	HELIO_10115	SCHMD16613, SCHMD29667
OG0003659	HELIO_01564	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	HELIO_00776	SCHMD05074, SCHMD11069
OG0003668	HELIO_12712	SCHMD16966
OG0003669	HELIO_09100	SCHMD19438
OG0003670	HELIO_08906	SCHMD27614, SCHMD13168
OG0003671	HELIO_01352	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	HELIO_03464	SCHMD06465, SCHMD13496
OG0003673	HELIO_06532	SCHMD04574
OG0003674	HELIO_02183	SCHMD21242
OG0003675	HELIO_07191	SCHMD10343
OG0003676	HELIO_07728	SCHMD09933
OG0003678	HELIO_06802	SCHMD18909
OG0003679	HELIO_01849	SCHMD14973
OG0003682	HELIO_01433	SCHMD00097
OG0003685	HELIO_09044	SCHMD02813
OG0003687	HELIO_06361	SCHMD06543
OG0003688	HELIO_05020	SCHMD02218
OG0003690	HELIO_12684	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	HELIO_09987	SCHMD07452
OG0003694	HELIO_05422	SCHMD01774
OG0003695	HELIO_02593	SCHMD02002
OG0003696	HELIO_11257	SCHMD10456, SCHMD19979
OG0003698	HELIO_09605	SCHMD04069
OG0003699	HELIO_09663	SCHMD25089, SCHMD23737
OG0003701	HELIO_05490, HELIO_11557	SCHMD15850
OG0003703	HELIO_02888	SCHMD03850
OG0003705	HELIO_09455	SCHMD16984
OG0003706	HELIO_11708	SCHMD03464, SCHMD03465
OG0003710	HELIO_06500	SCHMD01072
OG0003712	HELIO_03886	SCHMD07204
OG0003712	HELIO_08547	SCHMD01556
OG0003713	HELIO_10395	SCHMD09387
OG0003716	HELIO_05664, HELIO_06645	SCHMD16362
OG0003717	HELIO_05515	SCHMD02266
OG0003720	HELIO_08336	SCHMD23149, SCHMD11812
OG0003721	HELIO_10032, HELIO_03702	SCHMD06738
OG0003722	HELIO_03347	SCHMD13809
OG0003724	HELIO_10508	SCHMD11616
OG0003725	HELIO_02882	SCHMD27474, SCHMD20596
OG0003728	HELIO_02348	SCHMD02160
OG0003729	HELIO_11354	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	HELIO_08006	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	HELIO_04511, HELIO_05539	SCHMD22514
OG0003732	HELIO_12303	SCHMD03758
OG0003734	HELIO_06093	SCHMD00609
OG0003736	HELIO_03063	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	HELIO_10888	SCHMD26875, SCHMD23789
OG0003739	HELIO_08892	SCHMD03999
OG0003740	HELIO_05574	SCHMD13948, SCHMD17686
OG0003741	HELIO_02790	SCHMD28597, SCHMD28496
OG0003742	HELIO_08883	SCHMD03803
OG0003743	HELIO_02787	SCHMD05330, SCHMD03268
OG0003744	HELIO_04674	SCHMD04258
OG0003746	HELIO_00144	SCHMD20571
OG0003747	HELIO_06022	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	HELIO_02988	SCHMD12963, SCHMD26791
OG0003750	HELIO_02076	SCHMD10740, SCHMD21692
OG0003751	HELIO_08716	SCHMD29178, SCHMD29232
OG0003755	HELIO_08454	SCHMD24630
OG0003757	HELIO_08330	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	HELIO_04986	SCHMD10568
OG0003759	HELIO_08276	SCHMD02168
OG0003763	HELIO_07298	SCHMD15410
OG0003764	HELIO_10540	SCHMD03437
OG0003767	HELIO_03825	SCHMD06286
OG0003771	HELIO_09996	SCHMD05134
OG0003774	HELIO_12386	SCHMD05085
OG0003775	HELIO_08498	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	HELIO_02001	SCHMD01854
OG0003777	HELIO_01826	SCHMD09329, SCHMD03918
OG0003778	HELIO_12734	SCHMD06996
OG0003779	HELIO_09039	SCHMD15868, SCHMD25797
OG0003794	HELIO_01699	SCHMD05999
OG0003795	HELIO_00713	SCHMD22731
OG0003798	HELIO_10316	SCHMD13971, SCHMD04164
OG0003803	HELIO_02425	SCHMD27722, SCHMD27442
OG0003806	HELIO_00384	SCHMD21156
OG0003808	HELIO_04304	SCHMD27875, SCHMD11284
OG0003811	HELIO_07404	SCHMD22928, SCHMD13669
OG0003812	HELIO_07959	SCHMD04985
OG0003813	HELIO_02391	SCHMD01244
OG0003818	HELIO_04533	SCHMD10822, SCHMD17278
OG0003821	HELIO_04733	SCHMD10138
OG0003825	HELIO_12444	SCHMD05990
OG0003826	HELIO_03295	SCHMD18514
OG0003826	HELIO_02592	SCHMD20348
OG0003827	HELIO_10529	SCHMD03936
OG0003828	HELIO_03989	SCHMD01189, SCHMD27415
OG0003831	HELIO_00414	SCHMD17115
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	SCHMD28965
OG0003834	HELIO_10627	SCHMD01451
OG0003837	HELIO_01037	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	HELIO_09299	SCHMD05207
OG0003839	HELIO_00548	SCHMD05702, SCHMD10139
OG0003841	HELIO_08429	SCHMD14946
OG0003843	HELIO_09017	SCHMD16158
OG0003844	HELIO_00051	SCHMD09963
OG0003845	HELIO_09710	SCHMD00835
OG0003846	HELIO_07722	SCHMD06517
OG0003850	HELIO_01423	SCHMD24952, SCHMD16801
OG0003853	HELIO_12441	SCHMD14514, SCHMD07343
OG0003856	HELIO_05722	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	HELIO_12190	SCHMD05301
OG0003863	HELIO_09867	SCHMD02612
OG0003865	HELIO_11073	SCHMD10111
OG0003866	HELIO_03099	SCHMD07937, SCHMD00211
OG0003868	HELIO_08898	SCHMD15677
OG0003869	HELIO_08492	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	HELIO_02741	SCHMD01263
OG0003872	HELIO_02970	SCHMD13742, SCHMD13511
OG0003875	HELIO_08274	SCHMD07244
OG0003876	HELIO_02667	SCHMD06770
OG0003877	HELIO_08344	SCHMD08239
OG0003878	HELIO_10989	SCHMD04321
OG0003879	HELIO_05565	SCHMD18366
OG0003881	HELIO_07709	SCHMD06054, SCHMD03369
OG0003882	HELIO_05979	SCHMD13622
OG0003883	HELIO_12699	SCHMD24582
OG0003884	HELIO_00594	SCHMD04417
OG0003885	HELIO_08959	SCHMD09959
OG0003886	HELIO_06325	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	HELIO_07770	SCHMD20058, SCHMD18207
OG0003888	HELIO_07431	SCHMD05192
OG0003892	HELIO_08263	SCHMD07588
OG0003894	HELIO_00555	SCHMD11863
OG0003896	HELIO_00287	SCHMD28716
OG0003897	HELIO_07895	SCHMD20071
OG0003904	HELIO_03811	SCHMD00688
OG0003906	HELIO_09388	SCHMD03168
OG0003911	HELIO_02034	SCHMD20892
OG0003912	HELIO_00546	SCHMD04955
OG0003914	HELIO_10475	SCHMD00070
OG0003916	HELIO_04220	SCHMD05573
OG0003917	HELIO_10729	SCHMD02873
OG0003918	HELIO_12096	SCHMD00222
OG0003919	HELIO_10423	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	HELIO_09202	SCHMD03027
OG0003921	HELIO_11518	SCHMD06689
OG0003923	HELIO_10280	SCHMD25596, SCHMD09715
OG0003925	HELIO_11080	SCHMD25912, SCHMD09602
OG0003926	HELIO_01471	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	HELIO_09096	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	HELIO_03284	SCHMD03275
OG0003931	HELIO_04058	SCHMD03615
OG0003933	HELIO_08038	SCHMD23983
OG0003934	HELIO_00565	SCHMD00793
OG0003936	HELIO_03090	SCHMD01877
OG0003938	HELIO_03125	SCHMD19197
OG0003939	HELIO_10160	SCHMD05579
OG0003940	HELIO_07463	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	HELIO_10059	SCHMD07685
OG0003944	HELIO_01693	SCHMD10666
OG0003945	HELIO_03032	SCHMD04737
OG0003946	HELIO_10205	SCHMD19360, SCHMD00465
OG0003947	HELIO_08689	SCHMD06484
OG0003950	HELIO_06986	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	HELIO_01607	SCHMD04397
OG0003953	HELIO_08151	SCHMD22038
OG0003954	HELIO_06270	SCHMD06088
OG0003955	HELIO_02651	SCHMD06589
OG0003956	HELIO_03913	SCHMD07488
OG0003958	HELIO_12507	SCHMD13631, SCHMD28091
OG0003961	HELIO_06293	SCHMD04675
OG0003965	HELIO_04316	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	HELIO_08316	SCHMD20971, SCHMD24367
OG0003969	HELIO_08398	SCHMD08592
OG0003972	HELIO_01757	SCHMD13668
OG0003973	HELIO_12484	SCHMD06454
OG0003998	HELIO_03539, HELIO_03537, HELIO_03538	SCHMD17536, SCHMD17537
OG0004000	HELIO_09085	SCHMD05012
OG0004002	HELIO_10165	SCHMD02849
OG0004004	HELIO_03478	SCHMD03887, SCHMD03888
OG0004007	HELIO_06360	SCHMD27653
OG0004009	HELIO_08149	SCHMD12539
OG0004010	HELIO_03872	SCHMD11857
OG0004015	HELIO_02952	SCHMD06396
OG0004017	HELIO_04459	SCHMD27630
OG0004018	HELIO_09142	SCHMD09657
OG0004021	HELIO_12459	SCHMD12686
OG0004023	HELIO_00840	SCHMD07791
OG0004025	HELIO_01715	SCHMD25773
OG0004027	HELIO_11552	SCHMD07935
OG0004028	HELIO_09218	SCHMD03770
OG0004029	HELIO_08811	SCHMD25820
OG0004030	HELIO_04441	SCHMD13880, SCHMD26900
OG0004032	HELIO_06753	SCHMD08571
OG0004035	HELIO_09748	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	HELIO_02636	SCHMD07559, SCHMD09846
OG0004037	HELIO_05087	SCHMD06653
OG0004038	HELIO_07048	SCHMD08999, SCHMD03883
OG0004040	HELIO_02944	SCHMD09208
OG0004041	HELIO_00736	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	HELIO_09649	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	HELIO_07517	SCHMD00046
OG0004044	HELIO_01126	SCHMD16907
OG0004047	HELIO_11567	SCHMD07813
OG0004048	HELIO_08523	SCHMD05765
OG0004051	HELIO_01563	SCHMD05269, SCHMD18831
OG0004052	HELIO_04471	SCHMD01378
OG0004053	HELIO_01246	SCHMD09663
OG0004054	HELIO_06113	SCHMD03170
OG0004056	HELIO_06474	SCHMD06405
OG0004059	HELIO_11889	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	HELIO_07720	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	HELIO_06868	SCHMD03370
OG0004065	HELIO_02317	SCHMD04935
OG0004066	HELIO_03143	SCHMD01420
OG0004067	HELIO_11851	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	HELIO_04572	SCHMD04738
OG0004069	HELIO_03583	SCHMD07928
OG0004078	HELIO_08021	SCHMD08036
OG0004079	HELIO_11417	SCHMD22313, SCHMD19146
OG0004080	HELIO_12370	SCHMD18517
OG0004081	HELIO_02694	SCHMD03804
OG0004083	HELIO_08699, HELIO_03393	SCHMD05538
OG0004084	HELIO_01688	SCHMD13360
OG0004085	HELIO_05065	SCHMD20233
OG0004087	HELIO_07687	SCHMD13153, SCHMD13154
OG0004090	HELIO_00003	SCHMD19142
OG0004091	HELIO_07817	SCHMD20986, SCHMD10374
OG0004092	HELIO_00826	SCHMD01973
OG0004094	HELIO_11334	SCHMD10011
OG0004096	HELIO_09267	SCHMD01632
OG0004097	HELIO_00420	SCHMD00017
OG0004099	HELIO_02315	SCHMD07433
OG0004100	HELIO_02283	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	HELIO_10904	SCHMD01669
OG0004102	HELIO_11193	SCHMD16352
OG0004103	HELIO_08288, HELIO_12649	SCHMD06708, SCHMD03618
OG0004105	HELIO_07467	SCHMD08794, SCHMD16310
OG0004107	HELIO_08614	SCHMD01035
OG0004112	HELIO_11079	SCHMD04301
OG0004113	HELIO_04150, HELIO_08443	SCHMD09954, SCHMD11157
OG0004114	HELIO_03462	SCHMD11428
OG0004115	HELIO_08676	SCHMD08639
OG0004116	HELIO_11516	SCHMD22991, SCHMD19169
OG0004119	HELIO_04014	SCHMD24339, SCHMD11856
OG0004120	HELIO_04260	SCHMD02931
OG0004121	HELIO_12052	SCHMD00644
OG0004122	HELIO_05729	SCHMD09920
OG0004123	HELIO_10333	SCHMD24840
OG0004124	HELIO_09543	SCHMD09788
OG0004125	HELIO_07953	SCHMD03017
OG0004126	HELIO_02454	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	HELIO_08267	SCHMD14115
OG0004128	HELIO_11719	SCHMD29366
OG0004130	HELIO_11752	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	HELIO_11815	SCHMD08788
OG0004134	HELIO_03479	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	HELIO_06715	SCHMD21074, SCHMD14863
OG0004137	HELIO_03498	SCHMD09676
OG0004138	HELIO_10436	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004140	HELIO_12443	SCHMD01399
OG0004142	HELIO_03819	SCHMD08558
OG0004144	HELIO_03451	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	HELIO_11658	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	HELIO_06881	SCHMD09010
OG0004148	HELIO_00788	SCHMD06808
OG0004150	HELIO_10914	SCHMD13649
OG0004153	HELIO_03342	SCHMD07819, SCHMD03631
OG0004154	HELIO_11120	SCHMD06235
OG0004158	HELIO_08947	SCHMD07419
OG0004161	HELIO_08593	SCHMD08136
OG0004164	HELIO_04076	SCHMD24669, SCHMD09145
OG0004166	HELIO_06402	SCHMD16044
OG0004167	HELIO_12312	SCHMD10205
OG0004168	HELIO_10439	SCHMD09579
OG0004168	HELIO_10438	SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	HELIO_10123	SCHMD20780
OG0004171	HELIO_01888	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	HELIO_09733	SCHMD15010
OG0004178	HELIO_01141	SCHMD09644, SCHMD15102
OG0004179	HELIO_02899	SCHMD00790
OG0004181	HELIO_03220	SCHMD09842
OG0004186	HELIO_03712	SCHMD22129
OG0004188	HELIO_05848	SCHMD11027
OG0004190	HELIO_06104	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004215	HELIO_12650	SCHMD23456, SCHMD09930
OG0004216	HELIO_04339	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	HELIO_12612	SCHMD15443
OG0004218	HELIO_02237	SCHMD25832
OG0004219	HELIO_03890	SCHMD02021
OG0004220	HELIO_07241	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	HELIO_01516	SCHMD02604
OG0004223	HELIO_02208	SCHMD04451
OG0004227	HELIO_04190	SCHMD11794, SCHMD14206
OG0004229	HELIO_10319	SCHMD20367, SCHMD19492
OG0004230	HELIO_03067	SCHMD12329, SCHMD13516
OG0004231	HELIO_02803	SCHMD18343, SCHMD20951
OG0004232	HELIO_08424	SCHMD02245
OG0004233	HELIO_11199	SCHMD23521
OG0004235	HELIO_06406	SCHMD00900
OG0004236	HELIO_09356	SCHMD13419, SCHMD19318
OG0004239	HELIO_10562	SCHMD04162
OG0004240	HELIO_07818	SCHMD15203, SCHMD12624
OG0004243	HELIO_08298	SCHMD02806
OG0004244	HELIO_02306	SCHMD04165
OG0004246	HELIO_10928	SCHMD25240, SCHMD27704
OG0004247	HELIO_02696	SCHMD10596
OG0004249	HELIO_00455, HELIO_00454	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	HELIO_10569	SCHMD12623
OG0004251	HELIO_09481	SCHMD08633
OG0004252	HELIO_01174	SCHMD02811
OG0004254	HELIO_03429	SCHMD07480
OG0004255	HELIO_06018	SCHMD00865
OG0004257	HELIO_08894, HELIO_08895	SCHMD08129
OG0004258	HELIO_08732	SCHMD13120, SCHMD23840, SCHMD13122
OG0004259	HELIO_07775	SCHMD18232
OG0004260	HELIO_03739	SCHMD23376
OG0004261	HELIO_00002	SCHMD16623
OG0004262	HELIO_03447	SCHMD16537
OG0004263	HELIO_12287	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	HELIO_09429	SCHMD14398
OG0004267	HELIO_11484	SCHMD14468
OG0004268	HELIO_09066	SCHMD24258, SCHMD19847
OG0004269	HELIO_06762	SCHMD06048
OG0004270	HELIO_06659	SCHMD06231
OG0004273	HELIO_01145	SCHMD15470
OG0004276	HELIO_03812	SCHMD07051
OG0004278	HELIO_12691	SCHMD07808
OG0004279	HELIO_08783	SCHMD09109
OG0004280	HELIO_01147	SCHMD24977
OG0004281	HELIO_10274	SCHMD15072
OG0004287	HELIO_08219, HELIO_08218	SCHMD02791
OG0004288	HELIO_02021	SCHMD04750
OG0004289	HELIO_05881	SCHMD10655
OG0004291	HELIO_06310	SCHMD11768, SCHMD11769
OG0004292	HELIO_01648	SCHMD02072
OG0004294	HELIO_01475	SCHMD06402
OG0004295	HELIO_07746	SCHMD05169
OG0004296	HELIO_11270	SCHMD13298
OG0004299	HELIO_07815	SCHMD15087, SCHMD15086
OG0004301	HELIO_02301	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	HELIO_11348	SCHMD08203, SCHMD10637, SCHMD22462
OG0004303	HELIO_05977	SCHMD17944, SCHMD18972
OG0004304	HELIO_10121	SCHMD17338
OG0004306	HELIO_01476	SCHMD09232
OG0004307	HELIO_06021	SCHMD20615
OG0004308	HELIO_02621	SCHMD08570
OG0004309	HELIO_02544, HELIO_11686	SCHMD11977, SCHMD17117
OG0004310	HELIO_05755	SCHMD15088
OG0004312	HELIO_09858	SCHMD10505
OG0004316	HELIO_08782	SCHMD07217
OG0004317	HELIO_01651	SCHMD03544
OG0004318	HELIO_04611, HELIO_04568	SCHMD07900
OG0004321	HELIO_05529	SCHMD00773, SCHMD22413
OG0004322	HELIO_03250, HELIO_03251	SCHMD06269, SCHMD13954
OG0004324	HELIO_06380	SCHMD07700
OG0004327	HELIO_00022, HELIO_06094	SCHMD11268
OG0004328	HELIO_03031	SCHMD18966, SCHMD09751
OG0004329	HELIO_08973	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004331	HELIO_04862	SCHMD28298, SCHMD09132
OG0004332	HELIO_03735	SCHMD00454
OG0004335	HELIO_10063	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	HELIO_02735	SCHMD11859, SCHMD21650, SCHMD20028
OG0004344	HELIO_05104	SCHMD12044
OG0004348	HELIO_02969	SCHMD00729
OG0004350	HELIO_09167	SCHMD16920, SCHMD07665
