Orthogroup	HELIO_ok	SCHMD
OG0001357	HELIO_07642	SCHMD16921
OG0001362	HELIO_09857	SCHMD26327
OG0001363	HELIO_03084	SCHMD05287, SCHMD16288, SCHMD05291
OG0001364	HELIO_04728	SCHMD27572, SCHMD21273
OG0001367	HELIO_12197	SCHMD04624
OG0001368	HELIO_02045	SCHMD12524, SCHMD12925, SCHMD10124, SCHMD12523, SCHMD08134, SCHMD19303, SCHMD02343
OG0001369	HELIO_00430	SCHMD15727, SCHMD16208, SCHMD22520, SCHMD04521
OG0001370	HELIO_08459	SCHMD12004
OG0001370	HELIO_09154	SCHMD18225, SCHMD11963
OG0001371	HELIO_02393, HELIO_07671	SCHMD02523
OG0001372	HELIO_07415	SCHMD12353, SCHMD23970
OG0001372	HELIO_09833, HELIO_00197	SCHMD29815
OG0001374	HELIO_10870	SCHMD12937
OG0001375	HELIO_04841, HELIO_01574	SCHMD18333
OG0001378	HELIO_02964	SCHMD12504, SCHMD07107
OG0001379	HELIO_04200	SCHMD15234
OG0001381	HELIO_03557	SCHMD02869, SCHMD02871, SCHMD02870
OG0001383	HELIO_10404, HELIO_09985	SCHMD28197, SCHMD18572
OG0001386	HELIO_02823	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001386	HELIO_02822	SCHMD21484, SCHMD16845, SCHMD00665, SCHMD00661, SCHMD00664, SCHMD14822, SCHMD16844
OG0001389	HELIO_06611	SCHMD02031, SCHMD17776
OG0001394	HELIO_10885	SCHMD23211, SCHMD24249
OG0001395	HELIO_02673	SCHMD11706, SCHMD08832
OG0001397	HELIO_01273	SCHMD08548, SCHMD08095
OG0001399	HELIO_05014, HELIO_08757	SCHMD20091, SCHMD16432
OG0001400	HELIO_09621	SCHMD26317
OG0001401	HELIO_05514, HELIO_00801, HELIO_10489	SCHMD15712
OG0001402	HELIO_06192	SCHMD06853
OG0001404	HELIO_08622	SCHMD14856
OG0001404	HELIO_06483	SCHMD14853
OG0001405	HELIO_02155	SCHMD16175
OG0001406	HELIO_05795	SCHMD13359, SCHMD19152
OG0001408	HELIO_02887	SCHMD23659, SCHMD15840, SCHMD15841
OG0001409	HELIO_05260	SCHMD04792
OG0001410	HELIO_07114	SCHMD09832
OG0001410	HELIO_01417	SCHMD09687
OG0001411	HELIO_03361	SCHMD13416, SCHMD19137
OG0001412	HELIO_06209	SCHMD13223
OG0001413	HELIO_11436	SCHMD02827
OG0001413	HELIO_10258	SCHMD02718
OG0001414	HELIO_00745	SCHMD19649
OG0001415	HELIO_06445	SCHMD01522, SCHMD16066, SCHMD16500, SCHMD15947
OG0001417	HELIO_07751	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	HELIO_02587	SCHMD14208
OG0001422	HELIO_00344	SCHMD18897, SCHMD04981, SCHMD04982
OG0001424	HELIO_01935	SCHMD23260, SCHMD24676
OG0001425	HELIO_01653	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	HELIO_02149	SCHMD02033
OG0001428	HELIO_11579	SCHMD06125
OG0001430	HELIO_08384	SCHMD00026
OG0001432	HELIO_11010, HELIO_11878	SCHMD22173
OG0001434	HELIO_10029, HELIO_10027	SCHMD11795
OG0001439	HELIO_02716	SCHMD07462, SCHMD14352
OG0001440	HELIO_03196	SCHMD08958, SCHMD08957
OG0001445	HELIO_12183	SCHMD04082
OG0001447	HELIO_04829	SCHMD14223
OG0001449	HELIO_03720	SCHMD11900
OG0001449	HELIO_09662	SCHMD21822
OG0001450	HELIO_10816	SCHMD11712, SCHMD07895, SCHMD05056, SCHMD20237, SCHMD06489, SCHMD06487, SCHMD13375, SCHMD10521
OG0001451	HELIO_05972	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001453	HELIO_11229, HELIO_03802, HELIO_09980	SCHMD06884, SCHMD06825
OG0001454	HELIO_04552	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	HELIO_05822	SCHMD09779, SCHMD21676, SCHMD21247, SCHMD23564, SCHMD17786, SCHMD27690, SCHMD19082, SCHMD00110
OG0001456	HELIO_09922	SCHMD22269, SCHMD26154
OG0001460	HELIO_01716	SCHMD10311, SCHMD23647
OG0001460	HELIO_12669	SCHMD10312, SCHMD23646
OG0001464	HELIO_00437	SCHMD20463
OG0001466	HELIO_00231	SCHMD12996, SCHMD13074
OG0001467	HELIO_11527	SCHMD12343
OG0001467	HELIO_06233	SCHMD19099
OG0001468	HELIO_09103	SCHMD00390
OG0001469	HELIO_10093	SCHMD09394
OG0001469	HELIO_12462	SCHMD24067, SCHMD10449
OG0001470	HELIO_04948	SCHMD02321, SCHMD02318
OG0001470	HELIO_03568	SCHMD02316, SCHMD02317
OG0001472	HELIO_05084	SCHMD12948
OG0001472	HELIO_09162	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	HELIO_08603	SCHMD07415
OG0001474	HELIO_05046	SCHMD11576, SCHMD26877
OG0001475	HELIO_12116, HELIO_06079	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001478	HELIO_10243	SCHMD22576, SCHMD26017
OG0001479	HELIO_00677	SCHMD12413, SCHMD08686
OG0001480	HELIO_03092	SCHMD13493
OG0001481	HELIO_00125	SCHMD19667
OG0001482	HELIO_08972	SCHMD02244
OG0001483	HELIO_02368	SCHMD00397
OG0001484	HELIO_03855	SCHMD14277
OG0001488	HELIO_06877, HELIO_00238	SCHMD21551
OG0001490	HELIO_10701	SCHMD08286, SCHMD07637
OG0001492	HELIO_09966	SCHMD23516, SCHMD26961, SCHMD25275, SCHMD13787, SCHMD04408, SCHMD08526, SCHMD03207, SCHMD22383, SCHMD21998, SCHMD05531, SCHMD02901, SCHMD18008, SCHMD25870, SCHMD01545, SCHMD02176, SCHMD21595, SCHMD22373, SCHMD22752, SCHMD09908, SCHMD16982, SCHMD26364, SCHMD01591
OG0001501	HELIO_09204	SCHMD02704
OG0001502	HELIO_00925	SCHMD06697
OG0001503	HELIO_00871	SCHMD25279, SCHMD19928
OG0001503	HELIO_00967	SCHMD25148
OG0001504	HELIO_02828, HELIO_12551	SCHMD05964
OG0001506	HELIO_05280	SCHMD04881
OG0001508	HELIO_05840	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001510	HELIO_10061	SCHMD18904, SCHMD27815, SCHMD18903
OG0001511	HELIO_10472	SCHMD14385
OG0001512	HELIO_06404	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001514	HELIO_10777	SCHMD13607, SCHMD17180
OG0001515	HELIO_11317	SCHMD18483
OG0001516	HELIO_05144	SCHMD07784
OG0001517	HELIO_02409	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001522	HELIO_00391, HELIO_11736	SCHMD06814
OG0001524	HELIO_05163	SCHMD08154
OG0001524	HELIO_01459	SCHMD06432
OG0001525	HELIO_07734	SCHMD08330
OG0001526	HELIO_03062	SCHMD16304
OG0001527	HELIO_04544	SCHMD05435
OG0001527	HELIO_10434	SCHMD08837
OG0001530	HELIO_09208	SCHMD09337
OG0001531	HELIO_03563	SCHMD25753
OG0001531	HELIO_03562	SCHMD19431, SCHMD25771
OG0001532	HELIO_07182	SCHMD11603, SCHMD11604
OG0001534	HELIO_02863	SCHMD13063
OG0001536	HELIO_00034	SCHMD04145
OG0001538	HELIO_05127	SCHMD03674
OG0001551	HELIO_02886	SCHMD21975
OG0001553	HELIO_04975	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	HELIO_02815	SCHMD11035
OG0001555	HELIO_06994	SCHMD28090, SCHMD24412, SCHMD21363, SCHMD25892, SCHMD18696, SCHMD09131, SCHMD01581
OG0001557	HELIO_06596	SCHMD13972
OG0001558	HELIO_02760	SCHMD18412, SCHMD28405
OG0001559	HELIO_06123	SCHMD02521
OG0001561	HELIO_08393	SCHMD21318
OG0001562	HELIO_06572	SCHMD12692
OG0001563	HELIO_06516	SCHMD18145
OG0001566	HELIO_11200, HELIO_02258	SCHMD02705
OG0001567	HELIO_06880	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	HELIO_05132	SCHMD04206
OG0001570	HELIO_02540	SCHMD04583
OG0001571	HELIO_00290	SCHMD26358
OG0001571	HELIO_11750	SCHMD20861, SCHMD22039
OG0001572	HELIO_04693	SCHMD04033
OG0001575	HELIO_05293	SCHMD13351
OG0001576	HELIO_11858	SCHMD23672
OG0001578	HELIO_08790, HELIO_08789	SCHMD10414
OG0001580	HELIO_11365	SCHMD08361, SCHMD16167, SCHMD15393
OG0001583	HELIO_12114	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001589	HELIO_12278	SCHMD27652, SCHMD23084
OG0001590	HELIO_11606	SCHMD09240
OG0001593	HELIO_04977	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
OG0001594	HELIO_11160	SCHMD14548, SCHMD07059
OG0001597	HELIO_01769	SCHMD15780, SCHMD26075
OG0001602	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749	SCHMD05345, SCHMD00022
OG0001603	HELIO_09786	SCHMD29423
OG0001604	HELIO_12168	SCHMD02109
OG0001609	HELIO_04479	SCHMD16467
OG0001609	HELIO_00769	SCHMD16231, SCHMD10959, SCHMD10960
OG0001611	HELIO_10992	SCHMD04102, SCHMD12631
OG0001612	HELIO_03470	SCHMD18636, SCHMD18391
OG0001612	HELIO_09022	SCHMD14255, SCHMD22594
OG0001614	HELIO_09695	SCHMD04001
OG0001615	HELIO_04146	SCHMD14018
OG0001617	HELIO_06430	SCHMD05139
OG0001617	HELIO_03713	SCHMD05141
OG0001620	HELIO_04031	SCHMD22740, SCHMD18214
OG0001621	HELIO_05621, HELIO_05048	SCHMD26761, SCHMD18496
OG0001623	HELIO_12088	SCHMD12998, SCHMD29690, SCHMD08483
OG0001625	HELIO_03741	SCHMD22149
OG0001627	HELIO_03358, HELIO_11162	SCHMD06117
OG0001629	HELIO_11337	SCHMD24158, SCHMD07179, SCHMD15006, SCHMD06466, SCHMD05240, SCHMD17637, SCHMD25524
OG0001630	HELIO_11857	SCHMD04044, SCHMD04169, SCHMD01052
OG0001633	HELIO_09239	SCHMD06756
OG0001634	HELIO_00787	SCHMD04359, SCHMD08780, SCHMD05004
OG0001635	HELIO_00639	SCHMD28110
OG0001636	HELIO_06373	SCHMD19517, SCHMD28241, SCHMD18669, SCHMD18668
OG0001638	HELIO_10751	SCHMD00159, SCHMD00160
OG0001639	HELIO_03546	SCHMD07144
OG0001640	HELIO_12233	SCHMD02843
OG0001642	HELIO_00859, HELIO_00858	SCHMD20801, SCHMD12647
OG0001644	HELIO_10610	SCHMD20924
OG0001651	HELIO_08544	SCHMD15448
OG0001653	HELIO_02536	SCHMD13946
OG0001655	HELIO_08331	SCHMD06776
OG0001656	HELIO_09773	SCHMD22556
OG0001657	HELIO_09713	SCHMD07705, SCHMD10000, SCHMD12957
OG0001659	HELIO_01990	SCHMD19168
OG0001660	HELIO_04664	SCHMD01572, SCHMD29332
OG0001662	HELIO_07941	SCHMD19275
OG0001662	HELIO_12598	SCHMD25740
OG0001665	HELIO_08876, HELIO_01144	SCHMD19795
OG0001666	HELIO_07524, HELIO_03742	SCHMD03955, SCHMD03098, SCHMD26493, SCHMD18331
OG0001667	HELIO_04686, HELIO_06712	SCHMD18800, SCHMD13601, SCHMD20100
OG0001668	HELIO_03082	SCHMD04958
OG0001670	HELIO_10177, HELIO_03065	SCHMD00224
OG0001671	HELIO_08248, HELIO_08266	SCHMD21324
OG0001672	HELIO_11405	SCHMD11260, SCHMD13294, SCHMD11259
OG0001676	HELIO_09572	SCHMD13666
OG0001677	HELIO_10400	SCHMD13425
OG0001682	HELIO_05143, HELIO_05018, HELIO_05865, HELIO_05905	SCHMD04767
OG0001682	HELIO_04037	SCHMD04768
OG0001683	HELIO_10892	SCHMD09006, SCHMD12944, SCHMD06427
OG0001685	HELIO_02127	SCHMD20869, SCHMD15163, SCHMD14291, SCHMD14561, SCHMD03324, SCHMD25640, SCHMD02880, SCHMD13866, SCHMD13867, SCHMD17545, SCHMD20045, SCHMD19660, SCHMD24220, SCHMD28371, SCHMD22627, SCHMD12886, SCHMD21854, SCHMD19999, SCHMD27827, SCHMD23046, SCHMD22626
OG0001688	HELIO_04799	SCHMD12122, SCHMD25973, SCHMD11868
OG0001689	HELIO_03264	SCHMD23267, SCHMD11416
OG0001690	HELIO_12652	SCHMD02947, SCHMD02948, SCHMD29617
OG0001691	HELIO_03141	SCHMD00990, SCHMD08142
OG0001693	HELIO_01536, HELIO_01082, HELIO_05406, HELIO_00833	SCHMD18507, SCHMD16544
OG0001707	HELIO_04517	SCHMD28717, SCHMD29464, SCHMD20857
OG0001708	HELIO_01586	SCHMD28849, SCHMD14466, SCHMD06180
OG0001711	HELIO_09636	SCHMD04571
OG0001716	HELIO_07127	SCHMD03299
OG0001718	HELIO_08374	SCHMD15790
OG0001720	HELIO_01666	SCHMD15757
OG0001721	HELIO_04710	SCHMD13571, SCHMD02927, SCHMD02924, SCHMD01779, SCHMD07361, SCHMD01469, SCHMD01470, SCHMD13572, SCHMD02923, SCHMD02926
OG0001724	HELIO_09512	SCHMD24845, SCHMD14505, SCHMD24846
OG0001726	HELIO_12477	SCHMD06142, SCHMD13209
OG0001726	HELIO_10937	SCHMD14995, SCHMD16386
OG0001727	HELIO_00379	SCHMD10475, SCHMD05882, SCHMD07424, SCHMD10474
OG0001728	HELIO_06859, HELIO_02961	SCHMD17375
OG0001729	HELIO_07800	SCHMD13670, SCHMD12911, SCHMD05814, SCHMD09420, SCHMD04561, SCHMD11586, SCHMD22783, SCHMD11159
OG0001730	HELIO_09660	SCHMD11237, SCHMD15709
OG0001732	HELIO_08312	SCHMD09964
OG0001733	HELIO_06708, HELIO_05078	SCHMD11880
OG0001735	HELIO_08576	SCHMD04334
OG0001736	HELIO_04175	SCHMD13051
OG0001738	HELIO_00898	SCHMD28176
OG0001739	HELIO_08138	SCHMD04721
OG0001744	HELIO_00852	SCHMD05424
OG0001750	HELIO_09724	SCHMD22591
OG0001751	HELIO_11274	SCHMD05355
OG0001752	HELIO_07873	SCHMD04217
OG0001754	HELIO_12416	SCHMD16498
OG0001755	HELIO_03611	SCHMD00304
OG0001758	HELIO_11236, HELIO_11503, HELIO_11718	SCHMD21919
OG0001769	HELIO_00478	SCHMD03951
OG0001770	HELIO_10082	SCHMD22893, SCHMD22374
OG0001774	HELIO_11501	SCHMD06607
OG0001775	HELIO_07189	SCHMD11489, SCHMD03765, SCHMD10862
OG0001777	HELIO_09392	SCHMD28966, SCHMD22772
OG0001777	HELIO_09391	SCHMD18771, SCHMD10802, SCHMD22773
OG0001780	HELIO_10081	SCHMD19255, SCHMD20118
OG0001781	HELIO_01738	SCHMD11700, SCHMD23557, SCHMD23630
OG0001783	HELIO_02058	SCHMD15033, SCHMD26133
OG0001785	HELIO_10072	SCHMD16367, SCHMD26545
OG0001785	HELIO_04363	SCHMD16368
OG0001786	HELIO_06139	SCHMD10589, SCHMD26010, SCHMD14133, SCHMD22280
OG0001786	HELIO_11267	SCHMD28589
OG0001787	HELIO_11607	SCHMD15982
OG0001788	HELIO_03507	SCHMD08885
OG0001797	HELIO_04449, HELIO_00752	SCHMD12550
OG0001798	HELIO_12260	SCHMD06352, SCHMD07989
OG0001805	HELIO_06016	SCHMD01576
OG0001807	HELIO_02837	SCHMD01495
OG0001808	HELIO_02461	SCHMD04780
OG0001809	HELIO_10155	SCHMD03279
OG0001810	HELIO_10709	SCHMD28471, SCHMD25400
OG0001813	HELIO_03146	SCHMD18416, SCHMD08786
OG0001818	HELIO_10184	SCHMD13473, SCHMD29528, SCHMD15135
OG0001819	HELIO_03116	SCHMD06459
OG0001820	HELIO_08557, HELIO_09627	SCHMD14228, SCHMD02398
OG0001821	HELIO_08607	SCHMD28800, SCHMD18321
OG0001822	HELIO_05027	SCHMD21605, SCHMD12240
OG0001823	HELIO_12209	SCHMD00776, SCHMD09499
OG0001824	HELIO_09735	SCHMD14996, SCHMD09508
OG0001825	HELIO_02386	SCHMD06748
OG0001826	HELIO_08793	SCHMD25796, SCHMD02997
OG0001827	HELIO_08093	SCHMD17765, SCHMD19189
OG0001828	HELIO_08349	SCHMD18304, SCHMD22290
OG0001829	HELIO_08800	SCHMD09587
OG0001832	HELIO_12779, HELIO_12753	SCHMD09061
OG0001834	HELIO_07484	SCHMD04020, SCHMD20048
OG0001844	HELIO_10574	SCHMD18062
OG0001846	HELIO_07000	SCHMD09924
OG0001849	HELIO_03244	SCHMD05416
OG0001852	HELIO_00847	SCHMD01397
OG0001853	HELIO_01954, HELIO_07750	SCHMD00353
OG0001857	HELIO_11313	SCHMD00486
OG0001860	HELIO_02411	SCHMD14531, SCHMD12432
OG0001863	HELIO_05463	SCHMD26126
OG0001863	HELIO_10538	SCHMD14322, SCHMD28681
OG0001866	HELIO_08400	SCHMD17047
OG0001867	HELIO_02515	SCHMD06149
OG0001868	HELIO_06158	SCHMD21478, SCHMD10606, SCHMD18490
OG0001869	HELIO_04326	SCHMD19852
OG0001870	HELIO_11367	SCHMD08001, SCHMD03109
OG0001872	HELIO_12105	SCHMD20627
OG0001873	HELIO_07677, HELIO_06086	SCHMD09003
OG0001874	HELIO_01670	SCHMD05368, SCHMD29268, SCHMD05367, SCHMD25092, SCHMD10032
OG0001875	HELIO_10950	SCHMD29147, SCHMD28237
OG0001877	HELIO_09122	SCHMD14827
OG0001878	HELIO_05924	SCHMD18520
OG0001881	HELIO_11210	SCHMD18117
OG0001883	HELIO_04758	SCHMD08058, SCHMD14396, SCHMD14395
OG0001884	HELIO_09046	SCHMD09575
OG0001886	HELIO_07679	SCHMD00538
OG0001887	HELIO_12128	SCHMD22103, SCHMD03399, SCHMD24336
OG0001888	HELIO_08194	SCHMD15696, SCHMD08492
OG0001889	HELIO_09642	SCHMD03474
OG0001890	HELIO_02855	SCHMD07009
OG0001894	HELIO_04194	SCHMD11512
OG0001897	HELIO_10470, HELIO_10469	SCHMD10904, SCHMD14627
OG0001898	HELIO_04077, HELIO_12763	SCHMD21587, SCHMD18283
OG0001900	HELIO_03722	SCHMD02044
OG0001903	HELIO_08222	SCHMD21188, SCHMD20979, SCHMD22850, SCHMD27584, SCHMD18188
OG0001906	HELIO_01042	SCHMD06594
OG0001913	HELIO_10845	SCHMD08198, SCHMD01162
OG0001914	HELIO_12364	SCHMD04908
OG0001914	HELIO_08172	SCHMD07662
OG0001915	HELIO_02308	SCHMD25861, SCHMD26425, SCHMD11585, SCHMD06004
OG0001916	HELIO_08357	SCHMD10605
OG0001917	HELIO_00213	SCHMD07933
OG0001918	HELIO_07821	SCHMD11138, SCHMD23731
OG0001919	HELIO_06163	SCHMD23775, SCHMD20085
OG0001920	HELIO_09697	SCHMD25326
OG0001923	HELIO_01788	SCHMD05921
OG0001925	HELIO_10825	SCHMD03004, SCHMD23545, SCHMD17243
OG0001926	HELIO_02998	SCHMD20309, SCHMD16846
OG0001927	HELIO_04718	SCHMD08910
OG0001928	HELIO_00908	SCHMD26836
OG0001929	HELIO_05265	SCHMD19346, SCHMD06936
OG0001932	HELIO_03169	SCHMD17903
OG0001932	HELIO_03170	SCHMD00368
OG0001933	HELIO_09564	SCHMD01181
OG0001935	HELIO_09449, HELIO_05458	SCHMD23048
OG0001937	HELIO_04900, HELIO_06992	SCHMD08104, SCHMD08105
OG0001938	HELIO_02477	SCHMD19401
OG0001942	HELIO_07609, HELIO_06576	SCHMD16279, SCHMD09808
OG0001943	HELIO_10645	SCHMD03979
OG0001946	HELIO_08201	SCHMD08506
OG0001947	HELIO_03774	SCHMD00740
OG0001949	HELIO_12106	SCHMD16576
OG0001950	HELIO_09752	SCHMD07266
OG0001951	HELIO_04565	SCHMD10937, SCHMD17652, SCHMD16242
OG0001952	HELIO_06639, HELIO_02821	SCHMD08803, SCHMD19932
OG0001953	HELIO_05793	SCHMD03889
OG0001956	HELIO_08427	SCHMD16218
OG0001957	HELIO_11767	SCHMD03964
OG0001958	HELIO_07906	SCHMD10594
OG0001961	HELIO_03253	SCHMD03837
OG0001963	HELIO_02883	SCHMD24660
OG0001964	HELIO_02293	SCHMD09357, SCHMD08651, SCHMD21843, SCHMD09356
OG0001965	HELIO_01378	SCHMD15198
OG0001966	HELIO_12247, HELIO_05868	SCHMD10097
OG0001968	HELIO_11042, HELIO_10670	SCHMD12918
OG0001971	HELIO_09862	SCHMD02201, SCHMD22610, SCHMD17361, SCHMD12554, SCHMD24973, SCHMD18252
OG0001972	HELIO_04798	SCHMD07972, SCHMD26110
OG0001974	HELIO_09499	SCHMD21474, SCHMD19631, SCHMD27482, SCHMD26329, SCHMD18178, SCHMD06138
OG0001975	HELIO_08246, HELIO_10907	SCHMD05235, SCHMD17920, SCHMD14286, SCHMD10863, SCHMD10861, SCHMD17692, SCHMD21511, SCHMD16018, SCHMD18913
OG0001985	HELIO_03642	SCHMD04898
OG0001987	HELIO_11331, HELIO_11332	SCHMD01486, SCHMD17074, SCHMD18675, SCHMD17073
OG0001988	HELIO_07776	SCHMD17373
OG0001989	HELIO_03695	SCHMD11266
OG0001992	HELIO_10036	SCHMD10680
OG0001993	HELIO_10948	SCHMD04073
OG0001994	HELIO_02654, HELIO_02655	SCHMD12538
OG0001996	HELIO_03603	SCHMD23397, SCHMD13355, SCHMD14732, SCHMD10995, SCHMD04576
OG0001998	HELIO_01282	SCHMD19391
OG0001999	HELIO_06267	SCHMD10953
OG0002000	HELIO_07944	SCHMD09206
OG0002001	HELIO_11853, HELIO_12151	SCHMD04245
OG0002003	HELIO_03803	SCHMD25539
OG0002005	HELIO_12220	SCHMD01316, SCHMD27910, SCHMD18360
OG0002006	HELIO_12425	SCHMD01886, SCHMD11267, SCHMD12678
OG0002006	HELIO_07537	SCHMD06801
OG0002008	HELIO_10242, HELIO_04821	SCHMD06021
OG0002011	HELIO_09289	SCHMD13609, SCHMD07842
OG0002013	HELIO_06898	SCHMD05928, SCHMD05926
OG0002015	HELIO_05227	SCHMD07213, SCHMD12123
OG0002017	HELIO_02990	SCHMD02967
OG0002018	HELIO_08541	SCHMD24155, SCHMD22495
OG0002024	HELIO_08970, HELIO_08969	SCHMD06250
OG0002026	HELIO_08421, HELIO_11050	SCHMD11077, SCHMD01664
OG0002027	HELIO_00634	SCHMD07869
OG0002028	HELIO_04604	SCHMD21205, SCHMD23213, SCHMD07644, SCHMD21204, SCHMD23215
OG0002029	HELIO_05876	SCHMD15250
OG0002031	HELIO_07245	SCHMD21628, SCHMD14088
OG0002032	HELIO_01093	SCHMD15998, SCHMD17430
OG0002033	HELIO_00178	SCHMD16213
OG0002035	HELIO_03679	SCHMD19062, SCHMD21913
OG0002036	HELIO_01904	SCHMD00699, SCHMD09634, SCHMD10556, SCHMD02252, SCHMD02638
OG0002037	HELIO_11181	SCHMD17138
OG0002042	HELIO_06664	SCHMD29492
OG0002043	HELIO_03396	SCHMD03148
OG0002057	HELIO_10449	SCHMD14251, SCHMD14250
OG0002059	HELIO_03914	SCHMD13857
OG0002062	HELIO_06049	SCHMD21892, SCHMD10982, SCHMD10983, SCHMD06072
OG0002063	HELIO_07475	SCHMD21953, SCHMD12086, SCHMD11388
OG0002068	HELIO_11283	SCHMD20105
OG0002070	HELIO_01660	SCHMD04912
OG0002073	HELIO_09897	SCHMD20304, SCHMD22775, SCHMD03169
OG0002076	HELIO_08411	SCHMD28435, SCHMD28300
OG0002077	HELIO_03623	SCHMD01377
OG0002079	HELIO_08843	SCHMD11302, SCHMD04787
OG0002080	HELIO_05901	SCHMD17826, SCHMD20969, SCHMD28760
OG0002081	HELIO_08258	SCHMD26344, SCHMD21808
OG0002081	HELIO_08257	SCHMD20577, SCHMD12884, SCHMD21807
OG0002086	HELIO_03197	SCHMD03131
OG0002087	HELIO_10536, HELIO_09035	SCHMD07766
OG0002088	HELIO_05951, HELIO_01061	SCHMD01447
OG0002091	HELIO_01447	SCHMD18712, SCHMD22802
OG0002095	HELIO_04059, HELIO_00799	SCHMD10707
OG0002096	HELIO_10504	SCHMD19108, SCHMD19170
OG0002097	HELIO_00551	SCHMD26720, SCHMD27803, SCHMD17588, SCHMD19424
OG0002099	HELIO_12497	SCHMD02814
OG0002101	HELIO_03548	SCHMD15902
OG0002103	HELIO_08047	SCHMD03652
OG0002104	HELIO_10363	SCHMD13430, SCHMD13219, SCHMD07798
OG0002105	HELIO_06912	SCHMD04684
OG0002106	HELIO_06196	SCHMD29823, SCHMD29437
OG0002107	HELIO_03046	SCHMD17132, SCHMD27313
OG0002108	HELIO_01842	SCHMD09134, SCHMD15631, SCHMD01006, SCHMD16981, SCHMD05153
OG0002122	HELIO_06970	SCHMD07269, SCHMD02288
OG0002123	HELIO_11783	SCHMD07146
OG0002124	HELIO_07566	SCHMD03099
OG0002127	HELIO_05095	SCHMD03483
OG0002129	HELIO_00729	SCHMD22869
OG0002131	HELIO_00247, HELIO_08098	SCHMD13328, SCHMD15542
OG0002134	HELIO_10778	SCHMD15178
OG0002138	HELIO_10372	SCHMD05605
OG0002139	HELIO_07955	SCHMD09027
OG0002141	HELIO_11644	SCHMD13856
OG0002142	HELIO_07986	SCHMD02227
OG0002144	HELIO_01280	SCHMD08032
OG0002145	HELIO_04062	SCHMD12978
OG0002146	HELIO_02638	SCHMD03633, SCHMD03634
OG0002148	HELIO_04883	SCHMD13024, SCHMD06006
OG0002149	HELIO_11475	SCHMD00788
OG0002152	HELIO_07905	SCHMD18533, SCHMD18027, SCHMD20477
OG0002155	HELIO_05579	SCHMD08600
OG0002156	HELIO_12738, HELIO_03634	SCHMD11093
OG0002159	HELIO_09826	SCHMD10603, SCHMD12359
OG0002160	HELIO_00185	SCHMD03531, SCHMD05686, SCHMD13784, SCHMD24695, SCHMD12476, SCHMD27951, SCHMD03338
OG0002163	HELIO_08396	SCHMD00119
OG0002164	HELIO_10824	SCHMD13046, SCHMD17370, SCHMD21313
OG0002166	HELIO_08775	SCHMD22548
OG0002167	HELIO_02415	SCHMD06677
OG0002168	HELIO_07698, HELIO_12373	SCHMD00757
OG0002169	HELIO_05746, HELIO_06281	SCHMD19182, SCHMD07925
OG0002170	HELIO_08216	SCHMD16963
OG0002171	HELIO_11666	SCHMD05133, SCHMD13789
OG0002172	HELIO_02383	SCHMD03160, SCHMD03161
OG0002174	HELIO_05516, HELIO_07239, HELIO_07488	SCHMD24186, SCHMD11866
OG0002175	HELIO_07325	SCHMD09343, SCHMD14948
OG0002177	HELIO_06435	SCHMD05408
OG0002178	HELIO_00881	SCHMD23121
OG0002179	HELIO_11957	SCHMD03680
OG0002182	HELIO_07381	SCHMD00111
OG0002184	HELIO_03187, HELIO_03186	SCHMD08545
OG0002185	HELIO_02280	SCHMD21333, SCHMD22216, SCHMD29197, SCHMD24560, SCHMD27585, SCHMD24649, SCHMD25294, SCHMD27000, SCHMD26724, SCHMD10687, SCHMD07408, SCHMD07407
OG0002186	HELIO_01212	SCHMD16440
OG0002186	HELIO_08791	SCHMD11250
OG0002188	HELIO_11286	SCHMD07090
OG0002189	HELIO_09345	SCHMD03295
OG0002190	HELIO_11217	SCHMD06253, SCHMD20396
OG0002191	HELIO_05501	SCHMD16045
OG0002196	HELIO_02312	SCHMD04892, SCHMD04891
OG0002209	HELIO_00063	SCHMD05613
OG0002211	HELIO_10863, HELIO_07293	SCHMD29435
OG0002213	HELIO_09582	SCHMD01017
OG0002216	HELIO_08118	SCHMD20521
