Orthogroup	HELIO_ok	AENJA_ok
OG0000824	HELIO_00999	AENJA_00764
OG0000825	HELIO_00080, HELIO_08583	AENJA_01783
OG0000827	HELIO_03128	AENJA_05092
OG0000827	HELIO_07218	AENJA_07505
OG0000828	HELIO_08756	AENJA_14692
OG0000829	HELIO_06164	AENJA_18083
OG0000830	HELIO_02579	AENJA_07868
OG0000831	HELIO_07082	AENJA_09091
OG0000833	HELIO_03677, HELIO_04782	AENJA_13518
OG0000834	HELIO_05184	AENJA_26552
OG0000834	HELIO_06529	AENJA_15508
OG0000835	HELIO_04941	AENJA_22772
OG0000836	HELIO_03410	AENJA_19604
OG0000836	HELIO_08284	AENJA_19607
OG0000837	HELIO_06103	AENJA_25179
OG0000841	HELIO_01420	AENJA_00152
OG0000842	HELIO_07760	AENJA_00962
OG0000843	HELIO_06707	AENJA_02747, AENJA_14271, AENJA_24948, AENJA_24949, AENJA_12199, AENJA_05702, AENJA_14424, AENJA_13496, AENJA_13501, AENJA_13502, AENJA_21264, AENJA_13497, AENJA_21262, AENJA_10445, AENJA_10446, AENJA_18645, AENJA_22372, AENJA_19051, AENJA_23616, AENJA_12680, AENJA_09531, AENJA_23613, AENJA_19343, AENJA_23612, AENJA_23615, AENJA_23614, AENJA_09523, AENJA_09530, AENJA_24947, AENJA_26256, AENJA_01640, AENJA_12679, AENJA_18642, AENJA_01644, AENJA_18638, AENJA_18639, AENJA_18641, AENJA_18640, AENJA_18643, AENJA_11148
OG0000844	HELIO_12719	AENJA_02377
OG0000845	HELIO_09887	AENJA_08427
OG0000845	HELIO_12283	AENJA_15398, AENJA_14681, AENJA_15397, AENJA_04163
OG0000845	HELIO_12001	AENJA_11386
OG0000846	HELIO_09270	AENJA_26559
OG0000846	HELIO_11047	AENJA_23518
OG0000847	HELIO_07547	AENJA_05909
OG0000848	HELIO_03626	AENJA_06120
OG0000848	HELIO_01690	AENJA_26421
OG0000849	HELIO_02567	AENJA_06598
OG0000850	HELIO_09938	AENJA_06947, AENJA_14500
OG0000850	HELIO_06017	AENJA_26527
OG0000851	HELIO_11326	AENJA_07613
OG0000852	HELIO_03095	AENJA_20937
OG0000852	HELIO_01058	AENJA_07998
OG0000853	HELIO_07536	AENJA_11433
OG0000855	HELIO_00071	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000857	HELIO_09917	AENJA_19063
OG0000858	HELIO_10581	AENJA_19600
OG0000859	HELIO_05061	AENJA_20729
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	AENJA_22939
OG0000866	HELIO_06913	AENJA_00019
OG0000867	HELIO_12607	AENJA_06630, AENJA_23208, AENJA_23219, AENJA_00664, AENJA_12616, AENJA_23217
OG0000867	HELIO_06561, HELIO_10726	AENJA_14316, AENJA_23216, AENJA_23213, AENJA_12617, AENJA_06629
OG0000869	HELIO_09192	AENJA_03586
OG0000869	HELIO_12015	AENJA_21120
OG0000869	HELIO_00917	AENJA_23274
OG0000870	HELIO_07670	AENJA_12705
OG0000871	HELIO_05455, HELIO_10685, HELIO_01060	AENJA_15433
OG0000871	HELIO_09841	AENJA_06473
OG0000872	HELIO_10138	AENJA_06798
OG0000873	HELIO_12140	AENJA_07645
OG0000874	HELIO_10498	AENJA_07937
OG0000875	HELIO_11887	AENJA_08703
OG0000876	HELIO_09814	AENJA_08833
OG0000877	HELIO_03881	AENJA_09093
OG0000878	HELIO_11704	AENJA_13562
OG0000879	HELIO_12212, HELIO_12213	AENJA_14015
OG0000880	HELIO_01486	AENJA_17126
OG0000881	HELIO_08698	AENJA_19719
OG0000881	HELIO_01944	AENJA_21849
OG0000882	HELIO_12401	AENJA_23321
OG0000887	HELIO_02768	AENJA_21693
OG0000888	HELIO_05889	AENJA_02929
OG0000888	HELIO_01489	AENJA_02481
OG0000891	HELIO_05993, HELIO_06566	AENJA_13613
OG0000893	HELIO_04931, HELIO_07627	AENJA_16180
OG0000894	HELIO_06317	AENJA_24655
OG0000894	HELIO_06932	AENJA_16901
OG0000896	HELIO_12759	AENJA_17963, AENJA_20857
OG0000896	HELIO_06843	AENJA_26740
OG0000897	HELIO_09055	AENJA_25522
OG0000897	HELIO_12050	AENJA_19794, AENJA_19793
OG0000898	HELIO_04279	AENJA_20658
OG0000899	HELIO_09464	AENJA_23421
OG0000903	HELIO_05769	AENJA_16167, AENJA_00942
OG0000904	HELIO_11725, HELIO_04556	AENJA_02063
OG0000905	HELIO_07570	AENJA_03454, AENJA_12044
OG0000908	HELIO_11059	AENJA_26233
OG0000908	HELIO_00194	AENJA_06962, AENJA_10955, AENJA_14737, AENJA_14738
OG0000909	HELIO_00246	AENJA_07565
OG0000911	HELIO_10858	AENJA_08748
OG0000912	HELIO_10841	AENJA_11633
OG0000912	HELIO_12695, HELIO_12697	AENJA_09966
OG0000913	HELIO_06048	AENJA_11700
OG0000914	HELIO_08250	AENJA_16081
OG0000915	HELIO_03730	AENJA_20431
OG0000921	HELIO_03668	AENJA_00754
OG0000922	HELIO_01941	AENJA_01118, AENJA_20381, AENJA_02240, AENJA_01031, AENJA_07393, AENJA_11100, AENJA_08125, AENJA_02314, AENJA_19564
OG0000923	HELIO_12673	AENJA_01176
OG0000923	HELIO_06362	AENJA_01177
OG0000924	HELIO_03010	AENJA_17499
OG0000924	HELIO_06727	AENJA_17498
OG0000925	HELIO_09608	AENJA_14502
OG0000925	HELIO_02417	AENJA_01829
OG0000926	HELIO_00674, HELIO_04672	AENJA_02966
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	AENJA_06210
OG0000929	HELIO_11603, HELIO_11221	AENJA_24686
OG0000930	HELIO_11376	AENJA_19720
OG0000930	HELIO_08286, HELIO_04315	AENJA_14448, AENJA_07379
OG0000931	HELIO_09729	AENJA_08166
OG0000932	HELIO_12492	AENJA_10313
OG0000932	HELIO_07928	AENJA_10314
OG0000933	HELIO_10228	AENJA_12056
OG0000934	HELIO_01254	AENJA_23792
OG0000934	HELIO_02606	AENJA_12733
OG0000935	HELIO_05900	AENJA_14023
OG0000936	HELIO_12637	AENJA_26348
OG0000936	HELIO_05548	AENJA_14048
OG0000942	HELIO_10867	AENJA_19311, AENJA_08215, AENJA_25662, AENJA_09547, AENJA_00177, AENJA_15507, AENJA_15626, AENJA_24314, AENJA_25006
OG0000943	HELIO_08389	AENJA_02078
OG0000943	HELIO_02892	AENJA_00401
OG0000944	HELIO_00838, HELIO_00839	AENJA_00580
OG0000945	HELIO_09173	AENJA_21590
OG0000946	HELIO_00131	AENJA_16618
OG0000947	HELIO_05356	AENJA_22086
OG0000947	HELIO_05079	AENJA_02339
OG0000949	HELIO_03725	AENJA_04000
OG0000950	HELIO_04261	AENJA_04588
OG0000951	HELIO_12483	AENJA_21157
OG0000951	HELIO_09646, HELIO_09647	AENJA_04673
OG0000952	HELIO_10871	AENJA_05461
OG0000952	HELIO_06071	AENJA_05453
OG0000954	HELIO_08553	AENJA_24386
OG0000954	HELIO_10186	AENJA_08232
OG0000955	HELIO_03286	AENJA_09334, AENJA_19306
OG0000955	HELIO_07820	AENJA_26657
OG0000956	HELIO_06834	AENJA_23169
OG0000957	HELIO_09500	AENJA_17037, AENJA_17036
OG0000959	HELIO_00380, HELIO_07202	AENJA_19897
OG0000960	HELIO_04120	AENJA_23956
OG0000963	HELIO_01247	AENJA_01165
OG0000963	HELIO_02112	AENJA_06323
OG0000964	HELIO_02016	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	HELIO_02433	AENJA_05586
OG0000965	HELIO_01613	AENJA_05584
OG0000965	HELIO_02543	AENJA_02282
OG0000966	HELIO_12553	AENJA_02547
OG0000967	HELIO_05380	AENJA_02972
OG0000967	HELIO_03536, HELIO_01717	AENJA_22529
OG0000968	HELIO_03389	AENJA_03154
OG0000969	HELIO_04198, HELIO_02734	AENJA_03216
OG0000970	HELIO_10364	AENJA_09659
OG0000970	HELIO_01898	AENJA_03395
OG0000971	HELIO_04852	AENJA_23081, AENJA_10536, AENJA_25049, AENJA_03560
OG0000972	HELIO_03437	AENJA_03845
OG0000972	HELIO_10088	AENJA_26036
OG0000973	HELIO_11690, HELIO_06787, HELIO_06764	AENJA_21959, AENJA_04060, AENJA_04066, AENJA_21958
OG0000973	HELIO_11192	AENJA_19754, AENJA_10901
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	AENJA_05735, AENJA_05736
OG0000977	HELIO_05595	AENJA_08030
OG0000977	HELIO_10196	AENJA_16263
OG0000978	HELIO_07153	AENJA_08414
OG0000979	HELIO_10893, HELIO_10640, HELIO_04188	AENJA_08501
OG0000981	HELIO_05192, HELIO_11353	AENJA_25036
OG0000981	HELIO_10861	AENJA_08762
OG0000982	HELIO_07584	AENJA_09037
OG0000983	HELIO_12757, HELIO_06440, HELIO_03876	AENJA_10857, AENJA_15336, AENJA_25077
OG0000984	HELIO_08631	AENJA_13820
OG0000985	HELIO_01102	AENJA_14891
OG0000986	HELIO_03699	AENJA_19042
OG0000987	HELIO_01520	AENJA_23574
OG0000988	HELIO_06322	AENJA_25125
OG0000992	HELIO_10125	AENJA_01350
OG0000992	HELIO_02780	AENJA_08136
OG0000993	HELIO_04159, HELIO_11266	AENJA_01756, AENJA_19598
OG0000994	HELIO_02373	AENJA_20560
OG0000994	HELIO_07661	AENJA_02296
OG0000995	HELIO_03487, HELIO_06963	AENJA_04072
OG0000996	HELIO_08470	AENJA_04444, AENJA_26096
OG0000997	HELIO_05396, HELIO_07704, HELIO_07669	AENJA_04964
OG0000998	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576	AENJA_06143
OG0000999	HELIO_01942	AENJA_06760, AENJA_09403
OG0000999	HELIO_05906	AENJA_10712
OG0001000	HELIO_11748	AENJA_07118
OG0001001	HELIO_03180, HELIO_03179, HELIO_08058	AENJA_07866
OG0001002	HELIO_11589	AENJA_11066
OG0001002	HELIO_11592	AENJA_21965
OG0001003	HELIO_03157, HELIO_03158	AENJA_13424
OG0001004	HELIO_01908, HELIO_01907	AENJA_16016
OG0001005	HELIO_11378	AENJA_17128
OG0001006	HELIO_12602	AENJA_21663
OG0001006	HELIO_03139	AENJA_25248
OG0001007	HELIO_09775	AENJA_23659
OG0001009	HELIO_05966	AENJA_24783
OG0001015	HELIO_11230	AENJA_19717, AENJA_00951
OG0001016	HELIO_06921	AENJA_26608
OG0001016	HELIO_03156	AENJA_01521, AENJA_14403, AENJA_15956
OG0001018	HELIO_02325	AENJA_02393
OG0001018	HELIO_10601	AENJA_12182
OG0001019	HELIO_09832, HELIO_08139	AENJA_02456
OG0001019	HELIO_05304	AENJA_20626
OG0001021	HELIO_12585	AENJA_25578
OG0001022	HELIO_07003	AENJA_03120
OG0001023	HELIO_03660	AENJA_03151
OG0001025	HELIO_09229, HELIO_10990, HELIO_02730	AENJA_06896
OG0001026	HELIO_01202	AENJA_04437
OG0001027	HELIO_00869	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	HELIO_12036	AENJA_07594
OG0001029	HELIO_12058	AENJA_24200
OG0001029	HELIO_00445	AENJA_07743
OG0001030	HELIO_02439	AENJA_12462
OG0001031	HELIO_05592	AENJA_12602
OG0001032	HELIO_01696	AENJA_13410
OG0001033	HELIO_09215	AENJA_13779
OG0001034	HELIO_08529	AENJA_14415
OG0001036	HELIO_01681	AENJA_19830
OG0001037	HELIO_10784	AENJA_20909
OG0001038	HELIO_09434	AENJA_24181
OG0001039	HELIO_03051	AENJA_24765
OG0001041	HELIO_05713, HELIO_03864	AENJA_16900, AENJA_17398, AENJA_00205, AENJA_20089, AENJA_12433, AENJA_20073, AENJA_24468
OG0001042	HELIO_08977	AENJA_00375
OG0001043	HELIO_04349, HELIO_06070, HELIO_12731, HELIO_12419, HELIO_11111, HELIO_11763, HELIO_09025, HELIO_12512	AENJA_23325
OG0001043	HELIO_07857	AENJA_11468
OG0001044	HELIO_11285	AENJA_01430, AENJA_04864
OG0001045	HELIO_01258	AENJA_04878, AENJA_00728, AENJA_06741
OG0001046	HELIO_07188	AENJA_01047
OG0001047	HELIO_10070	AENJA_13898
OG0001048	HELIO_00893	AENJA_02250
OG0001048	HELIO_12024	AENJA_17677
OG0001049	HELIO_09140	AENJA_02745
OG0001049	HELIO_12069	AENJA_16062
OG0001050	HELIO_07822	AENJA_03323
OG0001052	HELIO_07737	AENJA_06392
OG0001053	HELIO_00232	AENJA_05825
OG0001053	HELIO_06885	AENJA_03704
OG0001055	HELIO_11495, HELIO_06295	AENJA_17939
OG0001056	HELIO_03441	AENJA_05377
OG0001057	HELIO_02463	AENJA_07435
OG0001058	HELIO_10312	AENJA_07821
OG0001059	HELIO_11528	AENJA_08095
OG0001060	HELIO_01609	AENJA_25129, AENJA_22672, AENJA_08454
OG0001061	HELIO_04768, HELIO_11228	AENJA_10234, AENJA_12054, AENJA_12047, AENJA_21829, AENJA_21830, AENJA_23517
OG0001062	HELIO_10831	AENJA_10657
OG0001063	HELIO_12546	AENJA_15475
OG0001063	HELIO_01134	AENJA_15321, AENJA_15322
OG0001064	HELIO_06789	AENJA_16034
OG0001065	HELIO_04289	AENJA_19195
OG0001065	HELIO_05198, HELIO_05792, HELIO_04038, HELIO_02275	AENJA_26769
OG0001067	HELIO_08543	AENJA_20835
OG0001068	HELIO_11318	AENJA_21475
OG0001072	HELIO_02051	AENJA_03396
OG0001072	HELIO_11812	AENJA_18929
OG0001073	HELIO_10163	AENJA_00575
OG0001075	HELIO_03042	AENJA_00807
OG0001076	HELIO_10241	AENJA_01569
OG0001077	HELIO_00459	AENJA_01679
OG0001078	HELIO_05283	AENJA_10264
OG0001079	HELIO_01927	AENJA_03947
OG0001080	HELIO_05367	AENJA_04073
OG0001080	HELIO_07062	AENJA_09896
OG0001081	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737	AENJA_16503, AENJA_04238
OG0001082	HELIO_11176	AENJA_06872, AENJA_21482
OG0001082	HELIO_04668	AENJA_09332
OG0001084	HELIO_02656	AENJA_07749
OG0001085	HELIO_07664	AENJA_21401
OG0001086	HELIO_00354	AENJA_12710
OG0001087	HELIO_00979	AENJA_12759
OG0001088	HELIO_00164	AENJA_13196
OG0001088	HELIO_06971	AENJA_22489
OG0001089	HELIO_12254	AENJA_16474
OG0001090	HELIO_04216	AENJA_16877
OG0001091	HELIO_12660, HELIO_12659	AENJA_17138
OG0001092	HELIO_09890	AENJA_18221
OG0001095	HELIO_00438	AENJA_25247
OG0001101	HELIO_11659	AENJA_00373
OG0001102	HELIO_10839	AENJA_00718
OG0001103	HELIO_09466	AENJA_19577
OG0001103	HELIO_03297	AENJA_01387
OG0001104	HELIO_02923	AENJA_02199
OG0001105	HELIO_08271	AENJA_15729
OG0001105	HELIO_10656	AENJA_25097
OG0001106	HELIO_08971	AENJA_23681, AENJA_03788
OG0001107	HELIO_04866	AENJA_04030
OG0001108	HELIO_00460	AENJA_04372, AENJA_04373
OG0001109	HELIO_04286	AENJA_05558
OG0001110	HELIO_10394	AENJA_06070
OG0001112	HELIO_11241	AENJA_06304
OG0001113	HELIO_11363	AENJA_06313
OG0001115	HELIO_03889	AENJA_18602
OG0001115	HELIO_08018	AENJA_18256
OG0001115	HELIO_01170	AENJA_09261
OG0001116	HELIO_11648	AENJA_25869, AENJA_12085
OG0001118	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000	AENJA_12960
OG0001119	HELIO_04951	AENJA_13579
OG0001121	HELIO_02833, HELIO_04338	AENJA_14865
OG0001123	HELIO_05833	AENJA_20117
OG0001123	HELIO_11888	AENJA_15687
OG0001124	HELIO_11497	AENJA_16308
OG0001125	HELIO_10314	AENJA_19655
OG0001126	HELIO_07432	AENJA_21731
OG0001126	HELIO_08150	AENJA_21732
OG0001126	HELIO_09972	AENJA_22248
OG0001127	HELIO_07919	AENJA_26609
OG0001128	HELIO_07418	AENJA_26741
OG0001129	HELIO_05218	AENJA_00009
OG0001129	HELIO_02379	AENJA_00007
OG0001130	HELIO_08960	AENJA_08024
OG0001130	HELIO_05662	AENJA_00712
OG0001130	HELIO_00771	AENJA_24701
OG0001131	HELIO_11533	AENJA_00720
OG0001132	HELIO_09410	AENJA_02927
OG0001133	HELIO_03341	AENJA_13174
OG0001133	HELIO_10368	AENJA_07797
OG0001134	HELIO_12460	AENJA_06301
OG0001135	HELIO_07754	AENJA_06307
OG0001137	HELIO_03163	AENJA_06755
OG0001138	HELIO_09443	AENJA_08339
OG0001139	HELIO_04488	AENJA_08828
OG0001140	HELIO_11252	AENJA_10711
OG0001141	HELIO_08701, HELIO_05429	AENJA_11192
OG0001142	HELIO_05081	AENJA_13577
OG0001143	HELIO_02868	AENJA_25253, AENJA_15506
OG0001144	HELIO_08158	AENJA_15840
OG0001146	HELIO_04581	AENJA_19404
OG0001147	HELIO_06369	AENJA_21747, AENJA_21745, AENJA_21753
OG0001148	HELIO_12317	AENJA_25511
OG0001149	HELIO_07596	AENJA_26319, AENJA_26318
OG0001155	HELIO_01105	AENJA_24946
OG0001156	HELIO_05032	AENJA_01685
OG0001157	HELIO_11854, HELIO_11231	AENJA_02080
OG0001158	HELIO_03567	AENJA_02265
OG0001158	HELIO_07771	AENJA_16983
OG0001159	HELIO_09181	AENJA_02590
OG0001160	HELIO_10702	AENJA_03496, AENJA_15940
OG0001161	HELIO_01628	AENJA_15958
OG0001162	HELIO_09342, HELIO_11797	AENJA_09881, AENJA_03826
OG0001163	HELIO_12002	AENJA_23044
OG0001164	HELIO_09308	AENJA_14441
OG0001165	HELIO_08812	AENJA_18566
OG0001165	HELIO_00728	AENJA_05192
OG0001166	HELIO_00329	AENJA_05454
OG0001167	HELIO_08270	AENJA_06024
OG0001168	HELIO_00913	AENJA_26059, AENJA_06080, AENJA_26060
OG0001169	HELIO_01933	AENJA_06689
OG0001170	HELIO_06339	AENJA_14574, AENJA_07116
OG0001171	HELIO_07445	AENJA_07498
OG0001172	HELIO_12376	AENJA_08737
OG0001172	HELIO_03682	AENJA_15031
OG0001173	HELIO_09432, HELIO_09438	AENJA_16896
OG0001174	HELIO_03977	AENJA_10268
OG0001175	HELIO_05555	AENJA_19603
OG0001176	HELIO_06263	AENJA_11857
OG0001177	HELIO_06526	AENJA_12717
OG0001177	HELIO_10848	AENJA_23960, AENJA_22118
OG0001178	HELIO_07560, HELIO_03485	AENJA_12752
OG0001178	HELIO_05752	AENJA_14989
OG0001179	HELIO_04085	AENJA_13625
OG0001179	HELIO_04405	AENJA_13628
OG0001179	HELIO_06718	AENJA_26058
OG0001181	HELIO_05206	AENJA_14047
OG0001182	HELIO_05272, HELIO_04697	AENJA_14313
OG0001183	HELIO_08524	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	HELIO_12185	AENJA_17799
OG0001184	HELIO_02728	AENJA_15086
OG0001185	HELIO_12657	AENJA_17542
OG0001186	HELIO_09188	AENJA_21307
OG0001186	HELIO_01928	AENJA_18825
OG0001187	HELIO_05364	AENJA_19216, AENJA_19215
OG0001188	HELIO_03558	AENJA_22812
OG0001189	HELIO_02935, HELIO_12493	AENJA_23358
OG0001190	HELIO_03395	AENJA_24531
OG0001196	HELIO_04183	AENJA_00058
OG0001197	HELIO_04520	AENJA_00493
OG0001198	HELIO_03508	AENJA_01200
OG0001198	HELIO_05572	AENJA_21857
OG0001199	HELIO_10405	AENJA_01327
OG0001199	HELIO_01130	AENJA_24392
OG0001200	HELIO_10259	AENJA_01547
OG0001201	HELIO_08628	AENJA_02210
OG0001202	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869	AENJA_03117
OG0001204	HELIO_07269	AENJA_20148
OG0001205	HELIO_04532, HELIO_09648	AENJA_04101
OG0001205	HELIO_09513	AENJA_26398
OG0001206	HELIO_03823	AENJA_25058, AENJA_08783, AENJA_18881
OG0001207	HELIO_10416	AENJA_18056
OG0001207	HELIO_09377	AENJA_07276
OG0001208	HELIO_05489	AENJA_09031
OG0001209	HELIO_05535	AENJA_09041
OG0001210	HELIO_01552	AENJA_18956
OG0001210	HELIO_03776	AENJA_09591
OG0001211	HELIO_12099	AENJA_09699
OG0001212	HELIO_03454, HELIO_05237	AENJA_14546, AENJA_09958
OG0001213	HELIO_11611	AENJA_11717
OG0001213	HELIO_01934	AENJA_11254
OG0001214	HELIO_04580	AENJA_11388
OG0001215	HELIO_00251	AENJA_15953
OG0001216	HELIO_01588	AENJA_16979
OG0001217	HELIO_09665	AENJA_17612
OG0001218	HELIO_10349	AENJA_18179
OG0001219	HELIO_07847	AENJA_18562
OG0001220	HELIO_12730	AENJA_21603
OG0001220	HELIO_10065	AENJA_19416
OG0001221	HELIO_07645	AENJA_19765
OG0001223	HELIO_08053	AENJA_21588
OG0001224	HELIO_01823	AENJA_22625
OG0001225	HELIO_09303	AENJA_23700
OG0001229	HELIO_05930	AENJA_01479
OG0001229	HELIO_04145	AENJA_14357, AENJA_08430
OG0001230	HELIO_06157	AENJA_02568, AENJA_08528
OG0001231	HELIO_02150	AENJA_02177
OG0001232	HELIO_07324	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	HELIO_01721, HELIO_05738	AENJA_02446
OG0001235	HELIO_04539	AENJA_23880, AENJA_09381, AENJA_13870, AENJA_07973, AENJA_12250
OG0001237	HELIO_09190, HELIO_06015	AENJA_19599
OG0001238	HELIO_06977	AENJA_07960
OG0001239	HELIO_10768	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569
OG0001240	HELIO_05508	AENJA_07030
OG0001241	HELIO_03226	AENJA_21346
OG0001241	HELIO_12192	AENJA_07588
OG0001242	HELIO_06262	AENJA_07671, AENJA_07672, AENJA_07670, AENJA_07673, AENJA_07669, AENJA_07675
OG0001243	HELIO_09478	AENJA_09040
OG0001245	HELIO_09453	AENJA_11242
OG0001246	HELIO_03726, HELIO_03727	AENJA_11976
OG0001247	HELIO_00879	AENJA_24053
OG0001248	HELIO_05974	AENJA_17279
OG0001250	HELIO_01985	AENJA_18393
OG0001252	HELIO_06077	AENJA_20096
OG0001253	HELIO_12144	AENJA_21103
OG0001254	HELIO_05460	AENJA_25593
OG0001261	HELIO_03943	AENJA_00856
OG0001263	HELIO_01885	AENJA_02283
OG0001263	HELIO_04331	AENJA_25444
OG0001264	HELIO_12570	AENJA_02714
OG0001265	HELIO_04752	AENJA_02852
OG0001265	HELIO_09251	AENJA_13872
OG0001266	HELIO_03369	AENJA_02853
OG0001266	HELIO_12361	AENJA_06321
OG0001267	HELIO_05562	AENJA_03493
OG0001267	HELIO_09471	AENJA_10310
OG0001268	HELIO_07801	AENJA_03712
OG0001270	HELIO_02110	AENJA_04208
OG0001270	HELIO_09609	AENJA_17726
OG0001270	HELIO_02804	AENJA_21003
OG0001271	HELIO_11242	AENJA_04651
OG0001273	HELIO_12680	AENJA_05090
OG0001274	HELIO_06326	AENJA_06074
OG0001275	HELIO_04684, HELIO_02615	AENJA_09059
OG0001275	HELIO_03038	AENJA_07370
OG0001276	HELIO_11104	AENJA_07718, AENJA_07717
OG0001277	HELIO_05345	AENJA_26086
OG0001277	HELIO_05307, HELIO_05801, HELIO_03274, HELIO_02113	AENJA_17983, AENJA_08016
OG0001278	HELIO_10541, HELIO_03037	AENJA_09367
OG0001279	HELIO_12791	AENJA_09382
OG0001281	HELIO_06990	AENJA_11305
OG0001282	HELIO_03746	AENJA_12223
OG0001284	HELIO_06649	AENJA_14056
OG0001284	HELIO_03045	AENJA_21135
OG0001285	HELIO_05581	AENJA_14208
OG0001286	HELIO_12601	AENJA_16309
OG0001288	HELIO_10795	AENJA_22039
OG0001289	HELIO_12067, HELIO_10917	AENJA_19878
OG0001290	HELIO_11508	AENJA_21150
OG0001291	HELIO_10055	AENJA_21434
OG0001292	HELIO_11499	AENJA_21781
OG0001293	HELIO_07956	AENJA_23236
OG0001294	HELIO_08951	AENJA_25092
OG0001295	HELIO_12648	AENJA_25589
OG0001296	HELIO_12075	AENJA_26215
OG0001300	HELIO_09555	AENJA_00411
OG0001302	HELIO_02616	AENJA_13024
OG0001302	HELIO_08651	AENJA_01840
OG0001303	HELIO_05449	AENJA_10030, AENJA_02307, AENJA_18292, AENJA_15069
OG0001304	HELIO_08289	AENJA_02458
OG0001304	HELIO_08290	AENJA_14579
OG0001305	HELIO_07982	AENJA_03926
OG0001306	HELIO_11276	AENJA_13028
OG0001306	HELIO_04068, HELIO_02369	AENJA_24214
OG0001308	HELIO_12210	AENJA_05647
OG0001309	HELIO_06983	AENJA_07716
OG0001310	HELIO_02438	AENJA_06272
OG0001310	HELIO_09331	AENJA_10879
OG0001311	HELIO_02223	AENJA_06702
OG0001311	HELIO_00805	AENJA_15801
OG0001313	HELIO_11988	AENJA_13129
OG0001314	HELIO_05745	AENJA_15162
OG0001314	HELIO_06186	AENJA_11562, AENJA_07754
OG0001315	HELIO_06768	AENJA_08369, AENJA_13343
OG0001315	HELIO_00584	AENJA_26453
OG0001316	HELIO_08864	AENJA_08714
OG0001317	HELIO_08857	AENJA_08900
OG0001317	HELIO_08319	AENJA_20026
OG0001318	HELIO_01897	AENJA_09435
OG0001319	HELIO_09125	AENJA_09605
OG0001320	HELIO_07097	AENJA_12368
OG0001320	HELIO_01606	AENJA_16608
OG0001321	HELIO_11153	AENJA_14609
OG0001322	HELIO_12344	AENJA_15110
OG0001322	HELIO_07391	AENJA_16813
OG0001323	HELIO_04274	AENJA_15789
OG0001324	HELIO_11046	AENJA_15995
OG0001325	HELIO_02148	AENJA_16492
OG0001326	HELIO_01722	AENJA_18964
OG0001327	HELIO_06372	AENJA_18352
OG0001327	HELIO_03453	AENJA_26627
OG0001328	HELIO_02341	AENJA_18594
OG0001329	HELIO_12348	AENJA_19033
OG0001330	HELIO_07773	AENJA_20881
OG0001333	HELIO_07137	AENJA_23772
OG0001334	HELIO_08981, HELIO_10039, HELIO_08980	AENJA_25606
OG0001339	HELIO_08381	AENJA_18051
OG0001343	HELIO_10099	AENJA_01193, AENJA_19784, AENJA_14364, AENJA_24249, AENJA_19571, AENJA_04196, AENJA_01558, AENJA_15572, AENJA_17314, AENJA_22381
OG0001343	HELIO_04553	AENJA_09376
OG0001344	HELIO_02566	AENJA_01361
OG0001345	HELIO_00586	AENJA_17713
OG0001348	HELIO_05226	AENJA_01884
OG0001349	HELIO_05986	AENJA_16365, AENJA_04454, AENJA_04452, AENJA_16650, AENJA_26153
OG0001351	HELIO_09749	AENJA_06682
OG0001352	HELIO_06067	AENJA_06720, AENJA_06721, AENJA_06723
OG0001353	HELIO_07889	AENJA_06742
OG0001354	HELIO_01003	AENJA_07753
OG0001355	HELIO_05179	AENJA_08188
OG0001356	HELIO_09355	AENJA_08269
OG0001357	HELIO_07642	AENJA_08567
OG0001358	HELIO_05651, HELIO_04483	AENJA_09138
OG0001359	HELIO_00338	AENJA_11211
OG0001360	HELIO_11152	AENJA_25001
OG0001360	HELIO_12349	AENJA_11441
OG0001361	HELIO_12234	AENJA_11584
OG0001363	HELIO_03084	AENJA_12332
OG0001364	HELIO_01882	AENJA_13074
OG0001365	HELIO_08493	AENJA_13131
OG0001366	HELIO_09509	AENJA_14917
OG0001367	HELIO_12197	AENJA_16641
OG0001368	HELIO_02045	AENJA_16737
OG0001369	HELIO_00430	AENJA_17277
OG0001370	HELIO_08459	AENJA_17284
OG0001371	HELIO_02393	AENJA_17844
OG0001371	HELIO_07671	AENJA_24112
OG0001372	HELIO_07415	AENJA_25899
OG0001372	HELIO_09833, HELIO_00197	AENJA_17922
OG0001373	HELIO_06748	AENJA_17959
OG0001374	HELIO_10870	AENJA_18703
OG0001375	HELIO_04841	AENJA_25362
OG0001375	HELIO_01574	AENJA_20082
OG0001376	HELIO_12299	AENJA_20854
OG0001377	HELIO_10836	AENJA_21043
