Orthogroup	HELIO_ok	AENJA_ok
OG0003489	HELIO_11702	AENJA_11004
OG0003490	HELIO_09531	AENJA_11053
OG0003491	HELIO_12169	AENJA_11118
OG0003492	HELIO_04826	AENJA_11247
OG0003493	HELIO_09058	AENJA_20319, AENJA_11275
OG0003494	HELIO_11095	AENJA_14727, AENJA_14732, AENJA_24201, AENJA_11375, AENJA_23985
OG0003495	HELIO_09765	AENJA_11780
OG0003496	HELIO_05812	AENJA_12011
OG0003497	HELIO_01513	AENJA_12369
OG0003498	HELIO_09734	AENJA_12653
OG0003499	HELIO_04566, HELIO_04195	AENJA_12654
OG0003500	HELIO_10237	AENJA_12709
OG0003501	HELIO_00872	AENJA_13025
OG0003502	HELIO_11773	AENJA_13200
OG0003503	HELIO_07145	AENJA_13216
OG0003505	HELIO_03524	AENJA_13629
OG0003506	HELIO_08087	AENJA_13681
OG0003507	HELIO_09678	AENJA_13693
OG0003508	HELIO_02722	AENJA_13894
OG0003509	HELIO_11968	AENJA_14027
OG0003510	HELIO_01753	AENJA_15122, AENJA_14984
OG0003511	HELIO_09304	AENJA_15214
OG0003512	HELIO_03822	AENJA_15313
OG0003513	HELIO_06774	AENJA_15883
OG0003514	HELIO_08202	AENJA_16077
OG0003515	HELIO_01150	AENJA_16192
OG0003516	HELIO_02977	AENJA_16746
OG0003517	HELIO_00750	AENJA_16771
OG0003518	HELIO_01357	AENJA_16797
OG0003519	HELIO_05466	AENJA_16830
OG0003520	HELIO_06238, HELIO_06922	AENJA_17161
OG0003521	HELIO_05214	AENJA_17538
OG0003522	HELIO_08738	AENJA_17840
OG0003524	HELIO_04962, HELIO_06954, HELIO_06651	AENJA_17999
OG0003525	HELIO_08996, HELIO_04858	AENJA_18452
OG0003526	HELIO_09793	AENJA_18515
OG0003528	HELIO_06120	AENJA_18722
OG0003529	HELIO_09756	AENJA_23756, AENJA_18730
OG0003530	HELIO_11962	AENJA_18943
OG0003531	HELIO_05168	AENJA_19107
OG0003532	HELIO_02994	AENJA_19405
OG0003533	HELIO_04997	AENJA_19980
OG0003534	HELIO_09244	AENJA_20224
OG0003535	HELIO_02930	AENJA_20349
OG0003536	HELIO_03615	AENJA_20549
OG0003537	HELIO_05338	AENJA_20711, AENJA_20710
OG0003538	HELIO_07947	AENJA_20720
OG0003539	HELIO_06853	AENJA_20975
OG0003540	HELIO_02732	AENJA_21095
OG0003541	HELIO_02897	AENJA_21308
OG0003542	HELIO_10371	AENJA_21494
OG0003543	HELIO_01891	AENJA_21659
OG0003544	HELIO_03400	AENJA_21703
OG0003545	HELIO_05328	AENJA_21908
OG0003546	HELIO_08740	AENJA_21963
OG0003547	HELIO_11264	AENJA_22029
OG0003548	HELIO_03258	AENJA_22613
OG0003549	HELIO_01543	AENJA_22669
OG0003550	HELIO_10135	AENJA_22695
OG0003551	HELIO_11131	AENJA_22715
OG0003552	HELIO_01828	AENJA_22940
OG0003553	HELIO_05191	AENJA_23077
OG0003554	HELIO_04654	AENJA_23083
OG0003555	HELIO_03076	AENJA_23304
OG0003556	HELIO_04836, HELIO_07224	AENJA_23329
OG0003558	HELIO_09026	AENJA_23724
OG0003560	HELIO_02403	AENJA_24076
OG0003561	HELIO_03510	AENJA_24294
OG0003562	HELIO_07501	AENJA_24391
OG0003563	HELIO_02254	AENJA_24776
OG0003564	HELIO_08585	AENJA_24810
OG0003565	HELIO_07480	AENJA_24872
OG0003566	HELIO_03423	AENJA_25138
OG0003567	HELIO_02904	AENJA_25441
OG0003568	HELIO_09743, HELIO_09744	AENJA_25542
OG0003569	HELIO_07355	AENJA_25887
OG0003570	HELIO_06559	AENJA_26158
OG0003571	HELIO_02351	AENJA_26245
OG0003573	HELIO_09111	AENJA_26698
OG0003597	HELIO_02664	AENJA_00060
OG0003598	HELIO_10451	AENJA_00099
OG0003599	HELIO_08540	AENJA_06205
OG0003600	HELIO_08008	AENJA_00154
OG0003601	HELIO_07255	AENJA_00200
OG0003603	HELIO_04475	AENJA_00222
OG0003604	HELIO_00754	AENJA_00307
OG0003606	HELIO_00969	AENJA_00589
OG0003607	HELIO_09021	AENJA_05386, AENJA_00747, AENJA_01115
OG0003608	HELIO_09737	AENJA_00758
OG0003609	HELIO_10480, HELIO_03846, HELIO_05497	AENJA_00773, AENJA_25644
OG0003610	HELIO_12163	AENJA_00983
OG0003611	HELIO_01894	AENJA_04941
OG0003613	HELIO_01893	AENJA_01172
OG0003614	HELIO_05465, HELIO_05736	AENJA_15812, AENJA_01209
OG0003615	HELIO_01584	AENJA_06537
OG0003619	HELIO_07057	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	HELIO_09212	AENJA_01724
OG0003621	HELIO_07026	AENJA_01959
OG0003622	HELIO_11126	AENJA_02334
OG0003624	HELIO_09617	AENJA_02868
OG0003625	HELIO_08066	AENJA_02944, AENJA_07610
OG0003626	HELIO_07783	AENJA_05658
OG0003627	HELIO_01019	AENJA_03181
OG0003628	HELIO_05594	AENJA_12461, AENJA_03215
OG0003629	HELIO_07219	AENJA_03286
OG0003630	HELIO_01750	AENJA_03435
OG0003631	HELIO_10254	AENJA_25153, AENJA_03572
OG0003633	HELIO_08998	AENJA_03746
OG0003634	HELIO_04555	AENJA_03758
OG0003635	HELIO_03898	AENJA_24258
OG0003635	HELIO_08551	AENJA_03933
OG0003636	HELIO_11667	AENJA_04212, AENJA_04213, AENJA_04214
OG0003637	HELIO_01461, HELIO_11069	AENJA_04713
OG0003637	HELIO_09829	AENJA_04366
OG0003638	HELIO_00190	AENJA_04417
OG0003640	HELIO_10891	AENJA_05057
OG0003641	HELIO_07553	AENJA_05255
OG0003642	HELIO_02432	AENJA_05368, AENJA_23786
OG0003644	HELIO_02002	AENJA_06076
OG0003645	HELIO_02632	AENJA_06128
OG0003646	HELIO_10542	AENJA_06203
OG0003647	HELIO_08435	AENJA_06206
OG0003648	HELIO_08542	AENJA_06252
OG0003649	HELIO_09186	AENJA_06343
OG0003650	HELIO_11983, HELIO_06323	AENJA_06545
OG0003651	HELIO_01012	AENJA_06546
OG0003652	HELIO_05306	AENJA_07122
OG0003653	HELIO_00722	AENJA_07144
OG0003654	HELIO_11410	AENJA_07431
OG0003655	HELIO_12535	AENJA_07748
OG0003656	HELIO_01092	AENJA_08284
OG0003657	HELIO_09755	AENJA_08341
OG0003658	HELIO_10115	AENJA_08342
OG0003659	HELIO_01564	AENJA_08800
OG0003660	HELIO_06666	AENJA_08993
OG0003661	HELIO_00776	AENJA_09036
OG0003662	HELIO_12127	AENJA_09164
OG0003663	HELIO_00775	AENJA_09628
OG0003664	HELIO_10185	AENJA_09805
OG0003665	HELIO_10497, HELIO_07311	AENJA_10034
OG0003668	HELIO_12712	AENJA_10387
OG0003669	HELIO_09100	AENJA_10658
OG0003670	HELIO_08905	AENJA_10682
OG0003670	HELIO_04739, HELIO_08906, HELIO_08904	AENJA_13048
OG0003671	HELIO_01352	AENJA_11068
OG0003672	HELIO_03464	AENJA_11161, AENJA_24103
OG0003673	HELIO_10262	AENJA_11294
OG0003675	HELIO_07191	AENJA_11744
OG0003676	HELIO_07728	AENJA_11880
OG0003677	HELIO_12600	AENJA_11975
OG0003678	HELIO_06802	AENJA_12097
OG0003679	HELIO_01849	AENJA_12320
OG0003680	HELIO_06689	AENJA_12855
OG0003681	HELIO_01500	AENJA_12857
OG0003682	HELIO_01433	AENJA_12915
OG0003683	HELIO_01924	AENJA_12947
OG0003685	HELIO_09044	AENJA_13298
OG0003686	HELIO_08163	AENJA_13621
OG0003687	HELIO_06361	AENJA_13636
OG0003688	HELIO_05020	AENJA_13670
OG0003689	HELIO_02422	AENJA_14017
OG0003690	HELIO_12684	AENJA_20908, AENJA_14230
OG0003691	HELIO_02530, HELIO_02531, HELIO_04964	AENJA_17487
OG0003692	HELIO_09987	AENJA_14437
OG0003693	HELIO_12474	AENJA_14583
OG0003694	HELIO_05422	AENJA_14806
OG0003695	HELIO_02593	AENJA_14941
OG0003697	HELIO_12071	AENJA_15049
OG0003698	HELIO_09605	AENJA_15085
OG0003699	HELIO_02714	AENJA_23754
OG0003699	HELIO_09663	AENJA_23514, AENJA_15170
OG0003700	HELIO_11457	AENJA_15228
OG0003702	HELIO_12767	AENJA_15340
OG0003703	HELIO_02888	AENJA_15513
OG0003705	HELIO_09455	AENJA_15880, AENJA_16444
OG0003706	HELIO_11708	AENJA_15986
OG0003707	HELIO_10348	AENJA_16247
OG0003709	HELIO_00709	AENJA_17152
OG0003710	HELIO_06500	AENJA_17579
OG0003711	HELIO_12137	AENJA_17736
OG0003712	HELIO_08547	AENJA_17842
OG0003713	HELIO_10395	AENJA_17988
OG0003716	HELIO_05664	AENJA_18178
OG0003717	HELIO_05515	AENJA_18567
OG0003719	HELIO_06363	AENJA_18681
OG0003720	HELIO_08336	AENJA_18939
OG0003721	HELIO_10032, HELIO_03702	AENJA_19137
OG0003722	HELIO_03347	AENJA_19232
OG0003723	HELIO_00154	AENJA_20344
OG0003724	HELIO_10508	AENJA_19400
OG0003725	HELIO_02882	AENJA_19411
OG0003727	HELIO_02912	AENJA_19507
OG0003728	HELIO_02348	AENJA_19716
OG0003729	HELIO_11354	AENJA_19798
OG0003730	HELIO_08006	AENJA_19955
OG0003731	HELIO_04511, HELIO_05539	AENJA_19989
OG0003733	HELIO_03136	AENJA_20334
OG0003734	HELIO_06093	AENJA_20690
OG0003735	HELIO_01294	AENJA_20826
OG0003736	HELIO_03063	AENJA_20853
OG0003737	HELIO_10888	AENJA_20913
OG0003738	HELIO_10176	AENJA_21039
OG0003739	HELIO_08892	AENJA_21483
OG0003740	HELIO_05574	AENJA_21680
OG0003741	HELIO_02790	AENJA_21770
OG0003742	HELIO_08883	AENJA_22403
OG0003743	HELIO_02787	AENJA_22572
OG0003744	HELIO_04674	AENJA_22829
OG0003745	HELIO_09559	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	HELIO_00144	AENJA_23348
OG0003747	HELIO_06022	AENJA_23433
OG0003749	HELIO_02988	AENJA_23639
OG0003750	HELIO_02076	AENJA_23963
OG0003751	HELIO_08716	AENJA_24526
OG0003752	HELIO_08739	AENJA_24562
OG0003753	HELIO_02945	AENJA_24858
OG0003754	HELIO_09263	AENJA_24910
OG0003755	HELIO_08454	AENJA_24952
OG0003757	HELIO_08330	AENJA_25326
OG0003758	HELIO_04986	AENJA_25591
OG0003759	HELIO_08276	AENJA_25619
OG0003760	HELIO_10329	AENJA_26295
OG0003761	HELIO_09527	AENJA_26423
OG0003762	HELIO_00794	AENJA_26451
OG0003794	HELIO_01699	AENJA_00002
OG0003795	HELIO_00713	AENJA_00051
OG0003798	HELIO_10316	AENJA_00181
OG0003803	HELIO_02425	AENJA_00564
OG0003805	HELIO_09416, HELIO_07970, HELIO_01250	AENJA_00932, AENJA_01598
OG0003806	HELIO_00384	AENJA_00944
OG0003807	HELIO_07147	AENJA_00967
OG0003808	HELIO_04304	AENJA_00978
OG0003809	HELIO_07339	AENJA_01422
OG0003810	HELIO_06395	AENJA_01566
OG0003811	HELIO_07404	AENJA_01571
OG0003812	HELIO_07959	AENJA_01871
OG0003813	HELIO_02391	AENJA_02053
OG0003815	HELIO_11390	AENJA_02172
OG0003816	HELIO_04161, HELIO_05586	AENJA_02254
OG0003817	HELIO_00561	AENJA_02398
OG0003818	HELIO_04533	AENJA_02475
OG0003819	HELIO_02449	AENJA_02807, AENJA_24411, AENJA_02804, AENJA_02806, AENJA_25341, AENJA_02805, AENJA_24832
OG0003820	HELIO_12732, HELIO_12713	AENJA_02870, AENJA_19572, AENJA_02872
OG0003821	HELIO_04733	AENJA_02911
OG0003822	HELIO_04930, HELIO_07244	AENJA_02938
OG0003823	HELIO_12718	AENJA_02946
OG0003824	HELIO_02077	AENJA_02975
OG0003825	HELIO_12444	AENJA_02982
OG0003826	HELIO_02592	AENJA_03131
OG0003827	HELIO_10529	AENJA_03548
OG0003828	HELIO_03989	AENJA_03700
OG0003829	HELIO_04115	AENJA_03792
OG0003830	HELIO_07812	AENJA_26357, AENJA_19327
OG0003831	HELIO_00414	AENJA_03886
OG0003832	HELIO_04229	AENJA_03902
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	AENJA_04439
OG0003834	HELIO_10627	AENJA_04549, AENJA_04550
OG0003835	HELIO_00960	AENJA_12493, AENJA_04664
OG0003836	HELIO_02274	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	HELIO_01037	AENJA_04856
OG0003838	HELIO_09299	AENJA_04967
OG0003839	HELIO_00548	AENJA_06897
OG0003840	HELIO_07119	AENJA_07883
OG0003841	HELIO_08429	AENJA_05729
OG0003842	HELIO_06073	AENJA_05895
OG0003843	HELIO_09017	AENJA_06254
OG0003844	HELIO_00051	AENJA_06372
OG0003845	HELIO_09710	AENJA_06384
OG0003846	HELIO_07722	AENJA_06476
OG0003847	HELIO_04738	AENJA_06829
OG0003848	HELIO_02520	AENJA_06904
OG0003850	HELIO_01423	AENJA_07117, AENJA_21595
OG0003851	HELIO_06451	AENJA_07129
OG0003852	HELIO_11600	AENJA_07216
OG0003853	HELIO_12441	AENJA_07482, AENJA_19998
OG0003854	HELIO_03527	AENJA_07506
OG0003855	HELIO_07181	AENJA_07705
OG0003856	HELIO_05722	AENJA_08084
OG0003857	HELIO_12190	AENJA_08085
OG0003858	HELIO_08687	AENJA_08566
OG0003859	HELIO_02262	AENJA_08612
OG0003860	HELIO_03691	AENJA_11742
OG0003861	HELIO_09460	AENJA_08913
OG0003862	HELIO_04377	AENJA_19217
OG0003863	HELIO_09867	AENJA_09171
OG0003864	HELIO_10875	AENJA_09391
OG0003866	HELIO_03099	AENJA_09527
OG0003867	HELIO_01829	AENJA_09761
OG0003868	HELIO_08898	AENJA_09827
OG0003869	HELIO_08492	AENJA_17460, AENJA_09977
OG0003870	HELIO_02612	AENJA_10263
OG0003871	HELIO_02741	AENJA_10643
OG0003872	HELIO_02970	AENJA_10747
OG0003873	HELIO_09899	AENJA_10784
OG0003874	HELIO_04369	AENJA_10799
OG0003876	HELIO_02667	AENJA_10876
OG0003877	HELIO_08344	AENJA_11020
OG0003878	HELIO_10989	AENJA_11046
OG0003879	HELIO_05565	AENJA_11207
OG0003880	HELIO_02020	AENJA_11227
OG0003881	HELIO_07709	AENJA_11372
OG0003882	HELIO_05979	AENJA_11663
OG0003883	HELIO_12699	AENJA_11694
OG0003884	HELIO_00594	AENJA_11725
OG0003885	HELIO_08959	AENJA_11785, AENJA_23431
OG0003886	HELIO_06325	AENJA_12066
OG0003887	HELIO_07770	AENJA_12157
OG0003888	HELIO_07431	AENJA_12506
OG0003890	HELIO_12503	AENJA_21991, AENJA_12959
OG0003892	HELIO_08263	AENJA_22782
OG0003893	HELIO_05290	AENJA_13141
OG0003894	HELIO_00555	AENJA_13190
OG0003895	HELIO_10007	AENJA_13220
OG0003896	HELIO_00287	AENJA_13916
OG0003897	HELIO_07895	AENJA_14064
OG0003898	HELIO_09951	AENJA_14091
OG0003899	HELIO_00617	AENJA_14656
OG0003900	HELIO_07367	AENJA_15786
OG0003901	HELIO_12439	AENJA_15961
OG0003902	HELIO_00533	AENJA_22186, AENJA_22184, AENJA_16067
OG0003903	HELIO_11262	AENJA_16074
OG0003904	HELIO_03811	AENJA_16228
OG0003905	HELIO_06976	AENJA_16345
OG0003906	HELIO_09388	AENJA_16374
OG0003907	HELIO_06149	AENJA_25978, AENJA_17207
OG0003911	HELIO_02034	AENJA_17893
OG0003912	HELIO_00546	AENJA_18106
OG0003913	HELIO_06151	AENJA_18124
OG0003914	HELIO_10475	AENJA_20252
OG0003916	HELIO_04220	AENJA_18832
OG0003918	HELIO_12096	AENJA_19068
OG0003919	HELIO_10423	AENJA_19176
OG0003920	HELIO_09202	AENJA_19805
OG0003921	HELIO_11518	AENJA_19828
OG0003922	HELIO_04815	AENJA_19834
OG0003923	HELIO_10280	AENJA_19884
OG0003925	HELIO_11080	AENJA_20055
OG0003926	HELIO_01471	AENJA_20056
OG0003927	HELIO_07361	AENJA_20528
OG0003928	HELIO_10922	AENJA_20623
OG0003929	HELIO_09096	AENJA_20627
OG0003930	HELIO_03284	AENJA_20961
OG0003931	HELIO_04058	AENJA_21038
OG0003932	HELIO_09810	AENJA_21377
OG0003933	HELIO_08038	AENJA_21761
OG0003934	HELIO_00565	AENJA_21817
OG0003935	HELIO_11530	AENJA_22316
OG0003936	HELIO_03090	AENJA_22324
OG0003937	HELIO_05246	AENJA_22426
OG0003938	HELIO_03125	AENJA_22573
OG0003939	HELIO_10160	AENJA_22721
OG0003940	HELIO_07463	AENJA_22828
OG0003942	HELIO_02681	AENJA_23165
OG0003943	HELIO_11312	AENJA_23357
OG0003944	HELIO_01693	AENJA_23555
OG0003945	HELIO_03032	AENJA_23594
OG0003946	HELIO_10205	AENJA_24350
OG0003947	HELIO_08689	AENJA_24809
OG0003948	HELIO_12286	AENJA_24828
OG0003949	HELIO_10884	AENJA_25294
OG0003950	HELIO_06986	AENJA_25298
OG0003951	HELIO_01607	AENJA_25520
OG0003952	HELIO_11462	AENJA_25812
OG0003953	HELIO_08151	AENJA_25981
OG0003954	HELIO_06270	AENJA_26001
OG0003955	HELIO_02651	AENJA_26253
OG0003956	HELIO_03913	AENJA_26347
OG0003957	HELIO_11006	AENJA_26465
OG0003958	HELIO_12507	AENJA_26545
OG0003959	HELIO_12450	AENJA_26551
OG0003960	HELIO_08480	AENJA_26560
OG0003961	HELIO_06293	AENJA_26616
OG0003962	HELIO_02374	AENJA_26659
OG0003997	HELIO_09041	AENJA_08113
OG0003998	HELIO_03538	AENJA_00732
OG0003999	HELIO_02420	AENJA_00953
OG0004000	HELIO_09085	AENJA_01025
OG0004002	HELIO_10165	AENJA_01139, AENJA_01146
OG0004003	HELIO_03377	AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	HELIO_03478	AENJA_01405
OG0004005	HELIO_02225	AENJA_01410, AENJA_01411
OG0004006	HELIO_08721	AENJA_01567
OG0004007	HELIO_06360	AENJA_01716
OG0004009	HELIO_08149	AENJA_01997
OG0004010	HELIO_03872	AENJA_02161
OG0004011	HELIO_00202	AENJA_02252
OG0004013	HELIO_11075	AENJA_09231, AENJA_24628, AENJA_22514, AENJA_02859
OG0004014	HELIO_02037	AENJA_12582
OG0004015	HELIO_02952	AENJA_03648
OG0004016	HELIO_08840	AENJA_25499
OG0004017	HELIO_04459	AENJA_03846
OG0004018	HELIO_09142	AENJA_22270
OG0004019	HELIO_01152	AENJA_04085
OG0004020	HELIO_10808	AENJA_04089
OG0004021	HELIO_12459	AENJA_04438
OG0004022	HELIO_10188	AENJA_04720
OG0004023	HELIO_00840	AENJA_04821
OG0004024	HELIO_09279	AENJA_04835
OG0004025	HELIO_01715	AENJA_05271
OG0004026	HELIO_08094	AENJA_06293, AENJA_25143
OG0004027	HELIO_11552	AENJA_05469
OG0004028	HELIO_09218	AENJA_05585
OG0004029	HELIO_08811	AENJA_05822
OG0004030	HELIO_04441	AENJA_05896
OG0004031	HELIO_01995	AENJA_06023
OG0004032	HELIO_06753	AENJA_06151
OG0004034	HELIO_10112, HELIO_10111	AENJA_06781
OG0004035	HELIO_09748	AENJA_07045
OG0004036	HELIO_02636	AENJA_07123
OG0004037	HELIO_05087	AENJA_07206
OG0004038	HELIO_07048	AENJA_07209
OG0004039	HELIO_10042, HELIO_10041	AENJA_07640
OG0004040	HELIO_02944	AENJA_07720
OG0004041	HELIO_00736	AENJA_07773, AENJA_07774
OG0004042	HELIO_09649	AENJA_07854
OG0004043	HELIO_07517	AENJA_07877
OG0004044	HELIO_01126	AENJA_07917
OG0004045	HELIO_11902	AENJA_07957
OG0004047	HELIO_11567	AENJA_08079
OG0004048	HELIO_08523	AENJA_08141
OG0004049	HELIO_01172	AENJA_08248
OG0004050	HELIO_07692	AENJA_08476
OG0004051	HELIO_01563	AENJA_08973
OG0004052	HELIO_04471	AENJA_09045
OG0004053	HELIO_01246	AENJA_09308
OG0004054	HELIO_06113	AENJA_09386
OG0004055	HELIO_02053, HELIO_02052	AENJA_10626
OG0004056	HELIO_06474	AENJA_09747
OG0004057	HELIO_08994	AENJA_09847
OG0004058	HELIO_09716	AENJA_15238
OG0004059	HELIO_11889	AENJA_10120
OG0004060	HELIO_07720	AENJA_10222
OG0004061	HELIO_02573	AENJA_10245
OG0004063	HELIO_06207	AENJA_10560
OG0004064	HELIO_06868	AENJA_10715
OG0004065	HELIO_02317	AENJA_10915
OG0004066	HELIO_03143	AENJA_20918
OG0004067	HELIO_11851	AENJA_11072, AENJA_11073
OG0004068	HELIO_04572	AENJA_11291
OG0004069	HELIO_03583	AENJA_11462
OG0004070	HELIO_11759	AENJA_11512
OG0004073	HELIO_08817	AENJA_11745
OG0004074	HELIO_08579	AENJA_11761
OG0004075	HELIO_07242	AENJA_11909, AENJA_25684
OG0004078	HELIO_08021	AENJA_12075
OG0004079	HELIO_11417	AENJA_12149
OG0004080	HELIO_12370	AENJA_12559
OG0004081	HELIO_02694	AENJA_12579
OG0004082	HELIO_03318	AENJA_12648
OG0004083	HELIO_08699, HELIO_03393	AENJA_12814
OG0004084	HELIO_01688	AENJA_13049
OG0004085	HELIO_05065	AENJA_13446
OG0004086	HELIO_05655	AENJA_13483, AENJA_16966
OG0004087	HELIO_07687	AENJA_13678
OG0004088	HELIO_01964	AENJA_13695, AENJA_24137
OG0004089	HELIO_12017	AENJA_13857
OG0004090	HELIO_00003	AENJA_14113
OG0004091	HELIO_07817	AENJA_14498
OG0004092	HELIO_00826	AENJA_14629
OG0004093	HELIO_09995	AENJA_14743
OG0004094	HELIO_11334	AENJA_14786
OG0004095	HELIO_09898	AENJA_14906
OG0004096	HELIO_09267	AENJA_14942
OG0004097	HELIO_00420	AENJA_15032
OG0004098	HELIO_11081	AENJA_15282
OG0004099	HELIO_02315	AENJA_15456
OG0004100	HELIO_02283	AENJA_16101, AENJA_16102
OG0004101	HELIO_10904	AENJA_16349
OG0004102	HELIO_11193	AENJA_16425
OG0004103	HELIO_08288, HELIO_12649	AENJA_16652, AENJA_16649
OG0004104	HELIO_10999	AENJA_17043
OG0004105	HELIO_07467	AENJA_17274
OG0004107	HELIO_08614	AENJA_17526
OG0004108	HELIO_07935, HELIO_07936	AENJA_17850
OG0004109	HELIO_02983	AENJA_17887, AENJA_17889, AENJA_17888
OG0004111	HELIO_11415	AENJA_17987
OG0004113	HELIO_08443	AENJA_18290
OG0004114	HELIO_03462	AENJA_18362
OG0004115	HELIO_08676	AENJA_18384
OG0004116	HELIO_11516	AENJA_18624
OG0004117	HELIO_02091, HELIO_02092	AENJA_18937
OG0004118	HELIO_03448	AENJA_19037
OG0004119	HELIO_04014	AENJA_19319
OG0004121	HELIO_12052	AENJA_19585
OG0004122	HELIO_05729	AENJA_19610
OG0004123	HELIO_10333	AENJA_19882
OG0004124	HELIO_09543	AENJA_20051
OG0004125	HELIO_07953	AENJA_20094
OG0004126	HELIO_02454	AENJA_20213
OG0004127	HELIO_08267	AENJA_20390
OG0004128	HELIO_11719	AENJA_20435
OG0004129	HELIO_09825	AENJA_20438
OG0004130	HELIO_11752	AENJA_20514
OG0004131	HELIO_02810	AENJA_20546
OG0004132	HELIO_08967	AENJA_20581
OG0004133	HELIO_11815	AENJA_20684
OG0004134	HELIO_03479	AENJA_20800
OG0004135	HELIO_00077	AENJA_21037
OG0004136	HELIO_06715	AENJA_21121
OG0004138	HELIO_10436	AENJA_21636, AENJA_21637
OG0004139	HELIO_09145	AENJA_22066
OG0004140	HELIO_12443	AENJA_22122
OG0004141	HELIO_08049	AENJA_22209
OG0004142	HELIO_03819	AENJA_22247
OG0004143	HELIO_12725	AENJA_22570
OG0004144	HELIO_03451	AENJA_22601
OG0004145	HELIO_11658	AENJA_22813
OG0004146	HELIO_08871	AENJA_22878
OG0004147	HELIO_06881	AENJA_22980
OG0004148	HELIO_00788	AENJA_23349
OG0004149	HELIO_04989	AENJA_23391
OG0004150	HELIO_10914	AENJA_23752
OG0004153	HELIO_03342	AENJA_24230
OG0004154	HELIO_11120	AENJA_24263
OG0004155	HELIO_00571	AENJA_24334
OG0004156	HELIO_02466	AENJA_24369, AENJA_24722
OG0004157	HELIO_11710	AENJA_24370
OG0004158	HELIO_08947	AENJA_24429
OG0004159	HELIO_10966	AENJA_24852
OG0004160	HELIO_00518	AENJA_25025
OG0004161	HELIO_08593	AENJA_25182
OG0004162	HELIO_03885	AENJA_25282
OG0004163	HELIO_10420	AENJA_25392
OG0004164	HELIO_04076	AENJA_25479
OG0004166	HELIO_06402	AENJA_25748
OG0004167	HELIO_12312	AENJA_26097
OG0004168	HELIO_10439	AENJA_26286
OG0004169	HELIO_10123	AENJA_26454
OG0004170	HELIO_02685	AENJA_26593
OG0004171	HELIO_01888	AENJA_26685
OG0004214	HELIO_08081	AENJA_00165
OG0004215	HELIO_12650	AENJA_00310
OG0004216	HELIO_04339	AENJA_00516
OG0004217	HELIO_12612	AENJA_00550
OG0004218	HELIO_02237	AENJA_00935
OG0004219	HELIO_03890	AENJA_01020
OG0004220	HELIO_07241	AENJA_01203
OG0004222	HELIO_01516	AENJA_01486
OG0004223	HELIO_02208	AENJA_01506
OG0004224	HELIO_05818, HELIO_05541	AENJA_01584, AENJA_01587
OG0004225	HELIO_00473	AENJA_01633
OG0004227	HELIO_04190	AENJA_01705
OG0004228	HELIO_10279	AENJA_01729
OG0004229	HELIO_10319	AENJA_02064
OG0004231	HELIO_02803	AENJA_02278
OG0004232	HELIO_08424	AENJA_02302
OG0004233	HELIO_11199	AENJA_02374
OG0004234	HELIO_07633	AENJA_02411
OG0004235	HELIO_06406	AENJA_02425
OG0004236	HELIO_09356	AENJA_02429
OG0004237	HELIO_00276	AENJA_07147
OG0004239	HELIO_10562	AENJA_02668
OG0004240	HELIO_07818	AENJA_03070
OG0004242	HELIO_01219	AENJA_03219
OG0004243	HELIO_08298	AENJA_03297
OG0004244	HELIO_02306	AENJA_03379
OG0004245	HELIO_07870	AENJA_03416
OG0004246	HELIO_10928	AENJA_08975, AENJA_03476
OG0004248	HELIO_05247, HELIO_06414	AENJA_03763
OG0004249	HELIO_00455, HELIO_00454	AENJA_03888
OG0004250	HELIO_10569	AENJA_04014
OG0004251	HELIO_09481	AENJA_20691
OG0004252	HELIO_01174	AENJA_04057
OG0004254	HELIO_03429	AENJA_04427, AENJA_09254
OG0004255	HELIO_06018	AENJA_21176, AENJA_04555
OG0004257	HELIO_08894, HELIO_08895	AENJA_04594
OG0004258	HELIO_08732	AENJA_15676, AENJA_04921
OG0004259	HELIO_07775	AENJA_05091
OG0004260	HELIO_03739	AENJA_05573
OG0004261	HELIO_00002	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	HELIO_03447	AENJA_05767
OG0004263	HELIO_12287	AENJA_05819
OG0004264	HELIO_02131	AENJA_05851
OG0004265	HELIO_09429	AENJA_06209
OG0004266	HELIO_03550	AENJA_06218
OG0004267	HELIO_11484	AENJA_06337
OG0004268	HELIO_09066	AENJA_06438
OG0004269	HELIO_06762	AENJA_06472
OG0004270	HELIO_06659	AENJA_06731
OG0004271	HELIO_12035	AENJA_06979
OG0004272	HELIO_09365	AENJA_06984
OG0004273	HELIO_01145	AENJA_07053
OG0004274	HELIO_10268	AENJA_07138
OG0004275	HELIO_12661	AENJA_07307
OG0004276	HELIO_03812	AENJA_07382
OG0004277	HELIO_06678	AENJA_07626
OG0004278	HELIO_12691	AENJA_08435
OG0004279	HELIO_08783	AENJA_17815
OG0004280	HELIO_01147	AENJA_07853
OG0004281	HELIO_09492	AENJA_07872, AENJA_20214
OG0004281	HELIO_10274	AENJA_13461
OG0004282	HELIO_05309	AENJA_07918
