Orthogroup	HELIO_ok	APOSC_ok
OG0000822	HELIO_00217	APOSC_02360, APOSC_25612
OG0000824	HELIO_00999	APOSC_26516
OG0000825	HELIO_05366	APOSC_17271
OG0000825	HELIO_00080, HELIO_08583	APOSC_03303
OG0000827	HELIO_03128	APOSC_10934
OG0000827	HELIO_06494	APOSC_24620, APOSC_19492
OG0000827	HELIO_07218	APOSC_06325
OG0000828	HELIO_02812	APOSC_05791
OG0000828	HELIO_08756	APOSC_22977, APOSC_11571
OG0000829	HELIO_06164	APOSC_25803, APOSC_25804
OG0000830	HELIO_01263	APOSC_07203, APOSC_07204
OG0000830	HELIO_02579	APOSC_18116
OG0000831	HELIO_07082	APOSC_01145
OG0000833	HELIO_03677, HELIO_04782	APOSC_26082, APOSC_26081
OG0000834	HELIO_06529	APOSC_04739, APOSC_27269
OG0000835	HELIO_04941	APOSC_18417
OG0000836	HELIO_03410	APOSC_15778
OG0000836	HELIO_08284	APOSC_06642
OG0000837	HELIO_06103	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000838	HELIO_00849	APOSC_26520
OG0000838	HELIO_10009	APOSC_02486
OG0000841	HELIO_01420	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	HELIO_07760	APOSC_09796
OG0000843	HELIO_06707	APOSC_15224, APOSC_12714
OG0000844	HELIO_12719	APOSC_10362
OG0000845	HELIO_09887	APOSC_21723, APOSC_21724
OG0000845	HELIO_12283	APOSC_15428
OG0000845	HELIO_12001	APOSC_11449
OG0000846	HELIO_09270, HELIO_11047	APOSC_25695
OG0000846	HELIO_12785	APOSC_22439, APOSC_15488
OG0000847	HELIO_07547	APOSC_11562
OG0000848	HELIO_03626	APOSC_20382
OG0000848	HELIO_01690	APOSC_18151, APOSC_18150
OG0000849	HELIO_02567	APOSC_27634, APOSC_09266
OG0000850	HELIO_09938	APOSC_08264
OG0000850	HELIO_06017	APOSC_23927
OG0000851	HELIO_11326	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	HELIO_03095	APOSC_20285, APOSC_20286
OG0000852	HELIO_01058	APOSC_02824
OG0000853	HELIO_07536	APOSC_14872, APOSC_14873, APOSC_14871, APOSC_04190
OG0000855	HELIO_00071, HELIO_07301	APOSC_08922, APOSC_08923, APOSC_26256
OG0000857	HELIO_09917	APOSC_24744
OG0000858	HELIO_11496	APOSC_14953
OG0000858	HELIO_10581	APOSC_23576
OG0000859	HELIO_05061	APOSC_20756, APOSC_20755, APOSC_20757
OG0000860	HELIO_06728, HELIO_10827, HELIO_04489	APOSC_17954
OG0000868	HELIO_01384	APOSC_13101
OG0000869	HELIO_09192	APOSC_14843
OG0000869	HELIO_12015	APOSC_18698
OG0000869	HELIO_00917	APOSC_10798
OG0000870	HELIO_07670	APOSC_06340
OG0000871	HELIO_05455, HELIO_10685	APOSC_20272
OG0000871	HELIO_01060	APOSC_28302, APOSC_27777
OG0000871	HELIO_09841	APOSC_14488
OG0000872	HELIO_10138	APOSC_01621, APOSC_01620
OG0000873	HELIO_12140	APOSC_27618
OG0000875	HELIO_11887	APOSC_06925, APOSC_26698, APOSC_26697
OG0000876	HELIO_09814	APOSC_13414
OG0000877	HELIO_03881	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000878	HELIO_11704	APOSC_12538
OG0000879	HELIO_12212, HELIO_12213	APOSC_25589, APOSC_19618
OG0000880	HELIO_01486	APOSC_11063
OG0000882	HELIO_12401	APOSC_22975
OG0000887	HELIO_02768	APOSC_07943
OG0000888	HELIO_05889	APOSC_22842
OG0000888	HELIO_01489	APOSC_02163
OG0000889	HELIO_04264	APOSC_15049, APOSC_07753
OG0000889	HELIO_00210	APOSC_09768
OG0000891	HELIO_05993, HELIO_06566	APOSC_21662, APOSC_19871, APOSC_18925, APOSC_08985, APOSC_04933, APOSC_06099, APOSC_25735, APOSC_11370, APOSC_07457, APOSC_17994, APOSC_05702
OG0000893	HELIO_04931, HELIO_07627	APOSC_13888, APOSC_05778
OG0000894	HELIO_06317	APOSC_05906, APOSC_06317
OG0000894	HELIO_06932	APOSC_02796, APOSC_02797
OG0000896	HELIO_06843	APOSC_16669
OG0000897	HELIO_09055	APOSC_09636
OG0000897	HELIO_12050	APOSC_15460, APOSC_17372
OG0000898	HELIO_04279	APOSC_16195
OG0000899	HELIO_09464	APOSC_14711
OG0000904	HELIO_11725, HELIO_04556	APOSC_17702, APOSC_14302, APOSC_14303
OG0000905	HELIO_07570	APOSC_09225, APOSC_09226
OG0000906	HELIO_00505	APOSC_04764
OG0000907	HELIO_12545	APOSC_00840
OG0000908	HELIO_00145	APOSC_14771
OG0000908	HELIO_11059	APOSC_27466
OG0000909	HELIO_00246	APOSC_25304, APOSC_25305, APOSC_25306
OG0000911	HELIO_10858	APOSC_15133, APOSC_15134
OG0000912	HELIO_10841	APOSC_27960, APOSC_27961
OG0000912	HELIO_12695, HELIO_12697	APOSC_29074
OG0000913	HELIO_06048	APOSC_04388
OG0000914	HELIO_08250	APOSC_12098
OG0000915	HELIO_03730	APOSC_07775
OG0000921	HELIO_03668	APOSC_24063
OG0000922	HELIO_01941	APOSC_26104, APOSC_17712, APOSC_07423, APOSC_27187, APOSC_28235
OG0000923	HELIO_06362	APOSC_00356
OG0000924	HELIO_00989	APOSC_24384
OG0000924	HELIO_03010	APOSC_05973
OG0000924	HELIO_06727	APOSC_19207
OG0000925	HELIO_09608	APOSC_04534
OG0000925	HELIO_02417	APOSC_05628
OG0000926	HELIO_12722	APOSC_08443
OG0000926	HELIO_00674, HELIO_04672	APOSC_09291, APOSC_26871
OG0000928	HELIO_10500, HELIO_10501, HELIO_01658	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	HELIO_11603, HELIO_11221	APOSC_28960
OG0000930	HELIO_11376, HELIO_08286, HELIO_04315	APOSC_24569, APOSC_24571, APOSC_24568, APOSC_24572
OG0000931	HELIO_09729	APOSC_10285
OG0000932	HELIO_12492	APOSC_20073
OG0000932	HELIO_07928	APOSC_27821, APOSC_27820
OG0000933	HELIO_10228	APOSC_28945
OG0000934	HELIO_01254	APOSC_15771
OG0000934	HELIO_02606	APOSC_01130
OG0000935	HELIO_05900	APOSC_07475
OG0000936	HELIO_12637	APOSC_26821, APOSC_20781, APOSC_04602, APOSC_04603
OG0000936	HELIO_05548	APOSC_00147
OG0000937	HELIO_04808	APOSC_17318
OG0000943	HELIO_08389, HELIO_02640	APOSC_21318
OG0000943	HELIO_02892	APOSC_16658
OG0000944	HELIO_00838, HELIO_00839	APOSC_18987
OG0000945	HELIO_12211, HELIO_09173	APOSC_00213
OG0000946	HELIO_00131	APOSC_29057
OG0000947	HELIO_05356	APOSC_14595
OG0000947	HELIO_05079	APOSC_00712
OG0000949	HELIO_03725	APOSC_12498
OG0000950	HELIO_04261	APOSC_07812, APOSC_23885, APOSC_28280
OG0000951	HELIO_12483	APOSC_13115, APOSC_13394
OG0000952	HELIO_10871	APOSC_07711
OG0000952	HELIO_06071	APOSC_03764, APOSC_03765
OG0000953	HELIO_10829, HELIO_11999, HELIO_00087	APOSC_11055
OG0000954	HELIO_08553	APOSC_16116, APOSC_16117
OG0000954	HELIO_10186	APOSC_17406, APOSC_17405
OG0000955	HELIO_03286	APOSC_05735
OG0000955	HELIO_07820	APOSC_04505
OG0000956	HELIO_04252	APOSC_09898
OG0000956	HELIO_06834	APOSC_19178
OG0000957	HELIO_09500	APOSC_18814
OG0000960	HELIO_04120	APOSC_11917, APOSC_11916
OG0000963	HELIO_01247	APOSC_02511
OG0000963	HELIO_02112	APOSC_02848
OG0000964	HELIO_02016	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	HELIO_02433	APOSC_23312, APOSC_23311
OG0000965	HELIO_02543	APOSC_09972
OG0000966	HELIO_12553	APOSC_26602
OG0000967	HELIO_05380	APOSC_19736
OG0000967	HELIO_03536	APOSC_16830, APOSC_16829
OG0000967	HELIO_01717	APOSC_28756
OG0000968	HELIO_03389	APOSC_16459
OG0000969	HELIO_04198, HELIO_02734	APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	HELIO_10364	APOSC_21804
OG0000970	HELIO_01898	APOSC_22645
OG0000971	HELIO_04852	APOSC_04524
OG0000971	HELIO_05470, HELIO_04766	APOSC_23034, APOSC_00944, APOSC_00943, APOSC_00942, APOSC_23033
OG0000972	HELIO_03437	APOSC_08203
OG0000972	HELIO_10088	APOSC_06797
OG0000973	HELIO_11690, HELIO_06787, HELIO_06764	APOSC_12417, APOSC_12418
OG0000973	HELIO_11192	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	HELIO_11927, HELIO_03653, HELIO_04736	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000977	HELIO_05595	APOSC_07409
OG0000977	HELIO_10196	APOSC_00474
OG0000978	HELIO_07153	APOSC_07678
OG0000979	HELIO_10893	APOSC_15019, APOSC_17422
OG0000981	HELIO_05192, HELIO_11353	APOSC_22053, APOSC_15946, APOSC_14553, APOSC_08758
OG0000981	HELIO_10861	APOSC_19493
OG0000982	HELIO_07584	APOSC_05256, APOSC_05255
OG0000983	HELIO_03876	APOSC_18110, APOSC_06126, APOSC_13813, APOSC_23821
OG0000984	HELIO_08631	APOSC_25912
OG0000985	HELIO_01102	APOSC_19761
OG0000986	HELIO_03699	APOSC_16486
OG0000987	HELIO_01520	APOSC_18102
OG0000988	HELIO_06322	APOSC_04357, APOSC_13757
OG0000992	HELIO_10125	APOSC_10110, APOSC_22971
OG0000992	HELIO_02780	APOSC_24901
OG0000993	HELIO_04159, HELIO_11266	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603
OG0000994	HELIO_02373	APOSC_21838
OG0000994	HELIO_07661	APOSC_16646
OG0000995	HELIO_03487, HELIO_06963	APOSC_26873, APOSC_26872
OG0000996	HELIO_08470	APOSC_26134, APOSC_26133
OG0000997	HELIO_05396, HELIO_07704, HELIO_07669	APOSC_11276
OG0000998	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576	APOSC_02804
OG0000999	HELIO_05906	APOSC_24853, APOSC_24852
OG0001000	HELIO_11748	APOSC_22545, APOSC_22546
OG0001001	HELIO_03180, HELIO_03179	APOSC_09664
OG0001002	HELIO_11589	APOSC_12230
OG0001002	HELIO_11592	APOSC_20234
OG0001003	HELIO_03157, HELIO_03158	APOSC_02292
OG0001004	HELIO_01908, HELIO_01907	APOSC_07819
OG0001005	HELIO_11378	APOSC_05743, APOSC_05745
OG0001006	HELIO_12602	APOSC_03092, APOSC_20430
OG0001006	HELIO_03139	APOSC_16381
OG0001007	HELIO_09775	APOSC_06868, APOSC_06866
OG0001009	HELIO_00710, HELIO_05419	APOSC_15733, APOSC_04114, APOSC_04113, APOSC_15732, APOSC_04115
OG0001009	HELIO_05966	APOSC_07787
OG0001015	HELIO_11230	APOSC_22160
OG0001016	HELIO_06921	APOSC_19695
OG0001016	HELIO_03156	APOSC_06741
OG0001017	HELIO_05638, HELIO_05629	APOSC_27698, APOSC_27697
OG0001018	HELIO_02325	APOSC_00082
OG0001018	HELIO_10601	APOSC_00204
OG0001019	HELIO_09832, HELIO_08139	APOSC_27053, APOSC_00529, APOSC_06795
OG0001021	HELIO_12585	APOSC_24595, APOSC_24596, APOSC_10647
OG0001022	HELIO_07003	APOSC_27056, APOSC_27057
OG0001023	HELIO_03660	APOSC_14370
OG0001024	HELIO_04378	APOSC_23658
OG0001025	HELIO_05107	APOSC_04480
OG0001026	HELIO_01202	APOSC_16961, APOSC_16960
OG0001027	HELIO_03833, HELIO_00869	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	HELIO_12036	APOSC_08654
OG0001029	HELIO_12058	APOSC_00202
OG0001030	HELIO_02439	APOSC_09604
OG0001030	HELIO_10962	APOSC_11729
OG0001031	HELIO_05592	APOSC_26056
OG0001032	HELIO_01696	APOSC_22643, APOSC_22642
OG0001033	HELIO_09215	APOSC_15664
OG0001033	HELIO_06818	APOSC_27603
OG0001034	HELIO_10699	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	HELIO_01681	APOSC_22682
OG0001037	HELIO_10784	APOSC_08095, APOSC_08094
OG0001038	HELIO_09434	APOSC_19793
OG0001039	HELIO_06687	APOSC_04027
OG0001039	HELIO_03051	APOSC_21961, APOSC_21960
OG0001041	HELIO_05713, HELIO_03864	APOSC_25866, APOSC_28586, APOSC_02528, APOSC_05089
OG0001042	HELIO_08977	APOSC_11804, APOSC_11802, APOSC_11803
OG0001043	HELIO_04349, HELIO_06070, HELIO_12731, HELIO_12419, HELIO_11111, HELIO_11763, HELIO_09025, HELIO_12512	APOSC_02147
OG0001043	HELIO_07857	APOSC_25991
OG0001044	HELIO_11285	APOSC_09771
OG0001045	HELIO_01258	APOSC_25428, APOSC_17544
OG0001046	HELIO_07188	APOSC_10057
OG0001047	HELIO_10070	APOSC_07498, APOSC_07497
OG0001048	HELIO_00893	APOSC_27676
OG0001048	HELIO_12024	APOSC_08099
OG0001049	HELIO_09140	APOSC_13075
OG0001049	HELIO_12069	APOSC_00313
OG0001050	HELIO_07822	APOSC_28063
OG0001052	HELIO_07737	APOSC_21889
OG0001052	HELIO_06284, HELIO_08117	APOSC_07407
OG0001053	HELIO_00232	APOSC_25635
OG0001053	HELIO_06885	APOSC_21499
OG0001055	HELIO_11495, HELIO_06295	APOSC_10851, APOSC_16805, APOSC_03145, APOSC_17030, APOSC_17029
OG0001056	HELIO_03441	APOSC_00339
OG0001057	HELIO_02463	APOSC_03585
OG0001058	HELIO_10312	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	HELIO_11528	APOSC_04077
OG0001060	HELIO_04663	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001061	HELIO_04768, HELIO_11228	APOSC_21195
OG0001061	HELIO_08345	APOSC_17050, APOSC_16833, APOSC_16832
OG0001061	HELIO_11133, HELIO_05956	APOSC_15699
OG0001062	HELIO_10831	APOSC_18657
OG0001063	HELIO_12546	APOSC_06298, APOSC_18602
OG0001063	HELIO_01134	APOSC_25113, APOSC_25112
OG0001065	HELIO_04289	APOSC_06320
OG0001065	HELIO_05198, HELIO_05792, HELIO_04038, HELIO_02275	APOSC_24476, APOSC_06121
OG0001067	HELIO_08543	APOSC_06521
OG0001068	HELIO_11318	APOSC_05419
OG0001072	HELIO_02051	APOSC_21913
OG0001072	HELIO_11812	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	HELIO_10163	APOSC_26376
OG0001075	HELIO_03042	APOSC_01609
OG0001076	HELIO_10241	APOSC_12173
OG0001077	HELIO_00459	APOSC_11437
OG0001078	HELIO_05283	APOSC_27568
OG0001079	HELIO_01927	APOSC_10027
OG0001080	HELIO_05367	APOSC_05170
OG0001080	HELIO_07062	APOSC_12416
OG0001081	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737	APOSC_07539
OG0001082	HELIO_11176	APOSC_13677
OG0001084	HELIO_02656	APOSC_05222
OG0001085	HELIO_07664	APOSC_12993, APOSC_12994
OG0001086	HELIO_03188	APOSC_17266, APOSC_17267
OG0001088	HELIO_00164	APOSC_08580
OG0001089	HELIO_12254	APOSC_27366
OG0001090	HELIO_04216	APOSC_08889, APOSC_26557, APOSC_00452
OG0001091	HELIO_12660, HELIO_12659	APOSC_06445
OG0001092	HELIO_09889	APOSC_09742
OG0001095	HELIO_00438	APOSC_09493
OG0001096	HELIO_10964, HELIO_06053	APOSC_12731
OG0001097	HELIO_03978	APOSC_08044
OG0001101	HELIO_11659	APOSC_01614
OG0001102	HELIO_10839	APOSC_16629
OG0001103	HELIO_09466	APOSC_16274
OG0001103	HELIO_09522	APOSC_04714
OG0001103	HELIO_03297	APOSC_00044
OG0001104	HELIO_02923	APOSC_01233, APOSC_01232
OG0001105	HELIO_08271	APOSC_29086
OG0001105	HELIO_10656	APOSC_10933
OG0001106	HELIO_08971, HELIO_05464	APOSC_10543
OG0001107	HELIO_04866	APOSC_02863, APOSC_02862
OG0001108	HELIO_00460	APOSC_04910
OG0001108	HELIO_08728	APOSC_18668
OG0001109	HELIO_04286	APOSC_01699
OG0001110	HELIO_10394	APOSC_02158
OG0001112	HELIO_11241	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	HELIO_11363	APOSC_04032
OG0001114	HELIO_01619	APOSC_06726
OG0001115	HELIO_03889	APOSC_25449
OG0001115	HELIO_08018	APOSC_20837
OG0001116	HELIO_11648	APOSC_23270, APOSC_23271, APOSC_23272
OG0001117	HELIO_10761, HELIO_05009	APOSC_03244, APOSC_03243, APOSC_03245
OG0001118	HELIO_04035, HELIO_06127, HELIO_08101, HELIO_04000	APOSC_16049, APOSC_28446
OG0001119	HELIO_04951	APOSC_27990, APOSC_15333, APOSC_27989
OG0001121	HELIO_02833, HELIO_04338	APOSC_08497, APOSC_08496
OG0001123	HELIO_05833	APOSC_27910
OG0001123	HELIO_11888	APOSC_06480
OG0001124	HELIO_05892	APOSC_05655
OG0001124	HELIO_11497	APOSC_14707
OG0001125	HELIO_03784	APOSC_24352, APOSC_24351, APOSC_01493
OG0001126	HELIO_07432	APOSC_00716
OG0001126	HELIO_08150	APOSC_00715, APOSC_12884
OG0001126	HELIO_09972	APOSC_12885
OG0001127	HELIO_07919	APOSC_22052
OG0001128	HELIO_07418	APOSC_17039
OG0001129	HELIO_05218	APOSC_09504, APOSC_09503, APOSC_09505
OG0001129	HELIO_02379	APOSC_07928
OG0001130	HELIO_08960	APOSC_23929
OG0001130	HELIO_05662	APOSC_10394
OG0001130	HELIO_00771	APOSC_19470, APOSC_05583
OG0001131	HELIO_11533	APOSC_10660
OG0001132	HELIO_09410	APOSC_22214
OG0001133	HELIO_10368	APOSC_26387
OG0001134	HELIO_12460	APOSC_03277
OG0001135	HELIO_07754	APOSC_26040, APOSC_23817, APOSC_07139, APOSC_21672, APOSC_23479
OG0001137	HELIO_03163	APOSC_03121, APOSC_03122
OG0001138	HELIO_09443	APOSC_17070, APOSC_17069
OG0001139	HELIO_04488	APOSC_22795
OG0001140	HELIO_11252	APOSC_21510
OG0001141	HELIO_08701, HELIO_05429	APOSC_14638
OG0001141	HELIO_04831	APOSC_05629, APOSC_15128
OG0001142	HELIO_04691	APOSC_21303, APOSC_21299
OG0001142	HELIO_05081	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	HELIO_02868	APOSC_15154
OG0001144	HELIO_08158	APOSC_19392
OG0001148	HELIO_12317	APOSC_26031
OG0001149	HELIO_07596	APOSC_21673, APOSC_19665
OG0001155	HELIO_01105	APOSC_20228
OG0001156	HELIO_05032	APOSC_02186
OG0001158	HELIO_03567	APOSC_02675
OG0001158	HELIO_07771	APOSC_10531
OG0001159	HELIO_09181	APOSC_12530
OG0001160	HELIO_10702	APOSC_19351
OG0001161	HELIO_01628	APOSC_06254
OG0001162	HELIO_09342, HELIO_11797	APOSC_12922, APOSC_12923
OG0001163	HELIO_12002	APOSC_13361
OG0001164	HELIO_09308	APOSC_13012
OG0001165	HELIO_08812	APOSC_20051
OG0001165	HELIO_00728	APOSC_23971
OG0001166	HELIO_00329	APOSC_26232, APOSC_26233, APOSC_26234
OG0001167	HELIO_08270	APOSC_15750, APOSC_15751
OG0001168	HELIO_00913	APOSC_07839, APOSC_20079
OG0001169	HELIO_01933	APOSC_16441
OG0001170	HELIO_06339	APOSC_23119, APOSC_09798, APOSC_25465, APOSC_23121, APOSC_23122
OG0001171	HELIO_07445	APOSC_10831
OG0001172	HELIO_12376	APOSC_01434
OG0001172	HELIO_03682	APOSC_19424
OG0001173	HELIO_09432, HELIO_09438	APOSC_05813
OG0001174	HELIO_03977	APOSC_02636, APOSC_02635
OG0001175	HELIO_05555	APOSC_21521
OG0001176	HELIO_06263	APOSC_09966
OG0001177	HELIO_06526	APOSC_27862
OG0001177	HELIO_10848	APOSC_09067
OG0001178	HELIO_07560, HELIO_03485	APOSC_13380
OG0001178	HELIO_05752	APOSC_10092
OG0001179	HELIO_04405	APOSC_24042
OG0001179	HELIO_06718	APOSC_00450
OG0001181	HELIO_05206	APOSC_08671
OG0001182	HELIO_05272, HELIO_04697	APOSC_00719, APOSC_23474, APOSC_12486, APOSC_22228
OG0001183	HELIO_08525	APOSC_23108
OG0001183	HELIO_08524	APOSC_17193, APOSC_17194
OG0001184	HELIO_12185	APOSC_28467
OG0001184	HELIO_02728	APOSC_19647
OG0001185	HELIO_12657	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697
OG0001186	HELIO_09188	APOSC_22932
OG0001186	HELIO_01928	APOSC_07366
OG0001188	HELIO_03558	APOSC_22816, APOSC_01840
OG0001189	HELIO_02935, HELIO_12493	APOSC_16284, APOSC_02204
OG0001190	HELIO_03395	APOSC_04573
OG0001191	HELIO_06301	APOSC_16893
OG0001196	HELIO_04183	APOSC_17916
OG0001197	HELIO_04520	APOSC_08492
OG0001197	HELIO_09598	APOSC_20448
OG0001198	HELIO_03508	APOSC_22302
OG0001198	HELIO_05572	APOSC_22586
OG0001199	HELIO_10405	APOSC_03972
OG0001199	HELIO_01130	APOSC_23577
OG0001201	HELIO_08628	APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392
OG0001202	HELIO_10671	APOSC_09292
OG0001202	HELIO_01708, HELIO_07869	APOSC_07425, APOSC_23731
OG0001203	HELIO_05203	APOSC_25464
OG0001204	HELIO_07269	APOSC_02297, APOSC_24480
OG0001205	HELIO_04532, HELIO_09648	APOSC_09031
OG0001205	HELIO_09513	APOSC_18711, APOSC_19139
OG0001206	HELIO_03823	APOSC_20400
OG0001207	HELIO_09377	APOSC_12551
OG0001208	HELIO_05489	APOSC_16730
OG0001209	HELIO_05535	APOSC_10899
OG0001210	HELIO_01552	APOSC_23126
OG0001210	HELIO_03776	APOSC_24521, APOSC_24519, APOSC_24520
OG0001211	HELIO_12099	APOSC_18685
OG0001212	HELIO_03454	APOSC_05728
OG0001213	HELIO_11611	APOSC_26742
OG0001213	HELIO_01934	APOSC_18014, APOSC_16372
OG0001214	HELIO_04580	APOSC_14933, APOSC_14935, APOSC_14934
OG0001215	HELIO_00251	APOSC_13978
OG0001216	HELIO_01588	APOSC_27401, APOSC_24924
OG0001216	HELIO_04477	APOSC_01787
OG0001217	HELIO_09665	APOSC_19625
OG0001218	HELIO_10349	APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001219	HELIO_07847	APOSC_17654
OG0001220	HELIO_12730	APOSC_05642
OG0001220	HELIO_10065	APOSC_04679
OG0001221	HELIO_07645	APOSC_24815
OG0001223	HELIO_08053	APOSC_26454
OG0001224	HELIO_01823	APOSC_21055
OG0001225	HELIO_09303	APOSC_15265
OG0001227	HELIO_03789	APOSC_26346
OG0001229	HELIO_04145	APOSC_14712
OG0001230	HELIO_06157	APOSC_01640, APOSC_01639
OG0001231	HELIO_02150	APOSC_20643
OG0001232	HELIO_07324	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148
OG0001235	HELIO_04539	APOSC_29053, APOSC_20948, APOSC_10858, APOSC_15135, APOSC_00513, APOSC_16180, APOSC_10129, APOSC_29054
OG0001236	HELIO_09754	APOSC_08290, APOSC_12875
OG0001237	HELIO_09190, HELIO_06015	APOSC_10087
OG0001238	HELIO_06977	APOSC_09179
OG0001239	HELIO_10768	APOSC_03435
OG0001240	HELIO_05508	APOSC_24416, APOSC_24417
OG0001241	HELIO_03226	APOSC_23343
OG0001241	HELIO_12192	APOSC_04462
OG0001242	HELIO_06262	APOSC_15728, APOSC_21012
OG0001243	HELIO_09478	APOSC_18938
OG0001245	HELIO_09453	APOSC_07109, APOSC_07108
OG0001247	HELIO_00879	APOSC_08850
OG0001248	HELIO_05974	APOSC_19998
OG0001250	HELIO_01985	APOSC_01792
OG0001251	HELIO_03697	APOSC_09632
OG0001252	HELIO_06077	APOSC_19009
OG0001253	HELIO_12144	APOSC_11036
OG0001254	HELIO_05460	APOSC_13372
OG0001256	HELIO_03181	APOSC_14777, APOSC_14776
OG0001262	HELIO_07069, HELIO_09573	APOSC_09805, APOSC_09807, APOSC_09806, APOSC_09804
OG0001262	HELIO_00924	APOSC_24190
OG0001263	HELIO_04331	APOSC_14146
OG0001264	HELIO_12570	APOSC_15051, APOSC_15050
OG0001266	HELIO_03369	APOSC_19801, APOSC_19802
OG0001266	HELIO_01463	APOSC_14232
OG0001266	HELIO_12361	APOSC_00128, APOSC_00129
OG0001267	HELIO_05562	APOSC_17932
OG0001267	HELIO_09471	APOSC_02561
OG0001268	HELIO_07801	APOSC_21922
OG0001268	HELIO_12028	APOSC_07653
OG0001270	HELIO_02110	APOSC_07392
OG0001270	HELIO_02804	APOSC_26062
OG0001271	HELIO_11242	APOSC_28116
OG0001272	HELIO_01808	APOSC_02691, APOSC_10352, APOSC_17558
OG0001273	HELIO_12680	APOSC_21600
OG0001274	HELIO_06326	APOSC_21306
OG0001275	HELIO_03038	APOSC_18046
OG0001276	HELIO_11104	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287
OG0001277	HELIO_11303, HELIO_05345	APOSC_15580
OG0001277	HELIO_05307	APOSC_28192
OG0001277	HELIO_05801, HELIO_03274, HELIO_02113	APOSC_23616, APOSC_07317, APOSC_00868, APOSC_26305, APOSC_07316, APOSC_24398, APOSC_03738, APOSC_16089
OG0001278	HELIO_10541, HELIO_03037	APOSC_09194
OG0001278	HELIO_09526	APOSC_17287
OG0001279	HELIO_12791	APOSC_10702, APOSC_10701
OG0001281	HELIO_06990	APOSC_05353
OG0001282	HELIO_03746	APOSC_02603, APOSC_02605
OG0001284	HELIO_06649	APOSC_07511
OG0001284	HELIO_03045	APOSC_23659
OG0001285	HELIO_05581	APOSC_22604, APOSC_22605
OG0001286	HELIO_12601	APOSC_05067
OG0001288	HELIO_10795	APOSC_05127
OG0001289	HELIO_12067	APOSC_26710
OG0001289	HELIO_10917	APOSC_18302
OG0001290	HELIO_11508	APOSC_26089
OG0001291	HELIO_10055	APOSC_25701
OG0001292	HELIO_11499	APOSC_09434, APOSC_09433
OG0001293	HELIO_07956	APOSC_02639
OG0001294	HELIO_08951	APOSC_15979, APOSC_15980, APOSC_15981
OG0001295	HELIO_12648	APOSC_18506, APOSC_18505
OG0001296	HELIO_12075	APOSC_21716
OG0001297	HELIO_05910	APOSC_13620, APOSC_10275
OG0001300	HELIO_09555	APOSC_24410
OG0001302	HELIO_02616	APOSC_13642
OG0001302	HELIO_08651	APOSC_27436
OG0001303	HELIO_05449	APOSC_17987
OG0001304	HELIO_08289	APOSC_15954, APOSC_15955
OG0001305	HELIO_07982	APOSC_04550
OG0001306	HELIO_11276	APOSC_25565
OG0001306	HELIO_04068, HELIO_02369	APOSC_16313
OG0001308	HELIO_12210	APOSC_19468
OG0001309	HELIO_06983	APOSC_28082, APOSC_26759
OG0001310	HELIO_02438	APOSC_16039
OG0001310	HELIO_09331	APOSC_12794
OG0001311	HELIO_02223	APOSC_06535, APOSC_06536
OG0001311	HELIO_00805	APOSC_26409
OG0001313	HELIO_11988	APOSC_28195
