Orthogroup	OWEFU	XENTR
OG0003347	OFUSG24290.1.p1	XENTR05381
OG0003348	OFUSG13744.1.p1	XENTR12378, XENTR08608
OG0003349	OFUSG10388.1.p1	XENTR05563, XENTR07550
OG0003350	OFUSG13782.1.p1	XENTR14406, XENTR06191
OG0003352	OFUSG13425.1.p1	XENTR08399, XENTR03180
OG0003353	OFUSG07023.1.p1	XENTR00740
OG0003354	OFUSG23240.2.p1, OFUSG23240.1.p1	XENTR14729
OG0003355	OFUSG10561.1.p1, OFUSG10561.2.p1	XENTR08296, XENTR14300
OG0003356	OFUSG10104.1.p1	XENTR01788, XENTR19056
OG0003359	OFUSG07857.1.p1, OFUSG07857.2.p1	XENTR15397
OG0003360	OFUSG22028.1.p1	XENTR03049, XENTR03048
OG0003361	OFUSG11224.2.p1, OFUSG11224.1.p1	XENTR13092
OG0003362	OFUSG03496.1.p1	XENTR04367
OG0003364	OFUSG01690.1.p1	XENTR14029, XENTR16714
OG0003365	OFUSG20980.1.p1	XENTR02850, XENTR01233
OG0003366	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1	XENTR04144
OG0003368	OFUSG05859.1.p1	XENTR08859
OG0003369	OFUSG10684.1.p1	XENTR02694, XENTR17149
OG0003371	OFUSG20508.1.p1	XENTR00505, XENTR02439
OG0003372	OFUSG13267.1.p1	XENTR00441
OG0003373	OFUSG01669.1.p1	XENTR14268
OG0003374	OFUSG26002.1.p1	XENTR00231, XENTR13931
OG0003375	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1	XENTR18878, XENTR00570
OG0003376	OFUSG18728.1.p1	XENTR08868
OG0003378	OFUSG07334.1.p1	XENTR05665
OG0003378	OFUSG07334.2.p1	XENTR16000
OG0003379	OFUSG17212.1.p1	XENTR05021
OG0003380	OFUSG22136.1.p1	XENTR00830
OG0003381	OFUSG25596.1.p1	XENTR16745, XENTR08704
OG0003382	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1	XENTR06748
OG0003383	OFUSG13207.1.p1	XENTR17067, XENTR06946, XENTR06945
OG0003384	OFUSG18647.1.p1	XENTR01965
OG0003385	OFUSG17259.1.p1, OFUSG17258.2.p1, OFUSG17258.1.p1	XENTR03792
OG0003386	OFUSG23636.1.p1	XENTR15284
OG0003387	OFUSG24168.1.p1, OFUSG06341.1.p1	XENTR16576, XENTR16577
OG0003388	OFUSG12062.1.p1	XENTR06699
OG0003391	OFUSG22091.1.p1	XENTR13531
OG0003392	OFUSG10509.1.p1	XENTR09804
OG0003392	OFUSG22637.1.p1	XENTR00995, XENTR07310
OG0003396	OFUSG01792.1.p1	XENTR16644
OG0003398	OFUSG00475.1.p1, OFUSG23703.1.p1, OFUSG20463.1.p1, OFUSG08377.1.p1	XENTR07669, XENTR06579
OG0003401	OFUSG25539.1.p1	XENTR01481
OG0003419	OFUSG08581.1.p1	XENTR16940
OG0003420	OFUSG07245.1.p1	XENTR12609
OG0003421	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1	XENTR04887
OG0003422	OFUSG07879.1.p1	XENTR08946, XENTR08947
OG0003424	OFUSG11149.1.p1	XENTR01798
OG0003425	OFUSG08435.1.p1, OFUSG08435.2.p1	XENTR08256
OG0003426	OFUSG05883.1.p1	XENTR14116
OG0003428	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1	XENTR12198
OG0003429	OFUSG00245.1.p1	XENTR12279
OG0003430	OFUSG08825.1.p1	XENTR15234
OG0003431	OFUSG04536.1.p1	XENTR08565, XENTR08564, XENTR09172
OG0003432	OFUSG21006.1.p1	XENTR12177
OG0003433	OFUSG14095.1.p1	XENTR13812
OG0003434	OFUSG21297.1.p1	XENTR01877
OG0003437	OFUSG26497.1.p1	XENTR07320, XENTR05601
OG0003439	OFUSG25767.1.p1	XENTR17504, XENTR10921, XENTR10920
OG0003440	OFUSG17782.5.p1, OFUSG17782.3.p1, OFUSG02835.1.p1, OFUSG17782.4.p1, OFUSG02835.5.p1, OFUSG02835.4.p1, OFUSG17782.2.p1, OFUSG17782.1.p1, OFUSG02835.2.p1, OFUSG02835.3.p1	XENTR02723, XENTR02722
OG0003441	OFUSG06295.1.p1	XENTR00766, XENTR04826
OG0003442	OFUSG02753.1.p1	XENTR16044, XENTR02332
OG0003443	OFUSG21541.1.p1	XENTR07991, XENTR13306
OG0003444	OFUSG01048.1.p1	XENTR10884
OG0003445	OFUSG08071.1.p1	XENTR07728
OG0003447	OFUSG06024.1.p1, OFUSG12698.1.p1, OFUSG26757.1.p1, OFUSG20272.1.p1, OFUSG26758.1.p1, OFUSG15514.1.p1, OFUSG15514.2.p1	XENTR05985
OG0003448	OFUSG05291.1.p1	XENTR05059
OG0003450	OFUSG07443.2.p1, OFUSG07443.1.p1	XENTR11136
OG0003451	OFUSG00773.1.p1	XENTR03958
OG0003452	OFUSG05896.1.p1	XENTR14210
OG0003453	OFUSG15317.1.p1	XENTR12517
OG0003454	OFUSG03914.1.p1	XENTR06943, XENTR12431
OG0003455	OFUSG08118.1.p1	XENTR18377
OG0003456	OFUSG10937.1.p1	XENTR10526
OG0003457	OFUSG13164.1.p1, OFUSG13164.2.p1	XENTR04624, XENTR08027
OG0003458	OFUSG16862.2.p1, OFUSG16862.1.p1	XENTR11788
OG0003459	OFUSG26819.1.p1	XENTR01653
OG0003460	OFUSG11662.1.p1	XENTR05095
OG0003461	OFUSG09875.1.p1	XENTR15751
OG0003462	OFUSG25414.1.p1	XENTR16197
OG0003463	OFUSG12535.1.p1	XENTR11861, XENTR11992
OG0003464	OFUSG18296.1.p1	XENTR00966
OG0003465	OFUSG07312.1.p1	XENTR06176
OG0003466	OFUSG05792.1.p1	XENTR11842, XENTR10915
OG0003467	OFUSG23203.1.p1	XENTR17927
OG0003468	OFUSG11635.2.p1, OFUSG11635.1.p1	XENTR02404
OG0003469	OFUSG20501.1.p1	XENTR12948
OG0003470	OFUSG08818.2.p1, OFUSG08818.1.p1	XENTR05074
OG0003471	OFUSG21826.1.p1	XENTR06561
OG0003472	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1	XENTR13142
OG0003473	OFUSG09701.1.p1	XENTR00629, XENTR14470
OG0003474	OFUSG17217.1.p1	XENTR05119, XENTR13688
OG0003475	OFUSG01118.2.p1, OFUSG01118.1.p1	XENTR16240
OG0003476	OFUSG18748.2.p1, OFUSG18748.1.p1	XENTR00760
OG0003477	OFUSG16889.1.p1	XENTR08073
OG0003478	OFUSG11376.1.p1, OFUSG11376.2.p1	XENTR12098
OG0003479	OFUSG18679.1.p1	XENTR02579, XENTR16286, XENTR11231
OG0003480	OFUSG05021.1.p1	XENTR09961, XENTR17800
OG0003481	OFUSG05255.1.p1	XENTR05415
OG0003482	OFUSG07809.1.p1	XENTR09273, XENTR18489
OG0003483	OFUSG10301.1.p1	XENTR07509
OG0003484	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1	XENTR05070, XENTR17032
OG0003485	OFUSG17960.1.p1	XENTR10111
OG0003486	OFUSG00463.1.p1	XENTR14251, XENTR14252
OG0003487	OFUSG19263.1.p1	XENTR18643
OG0003488	OFUSG21414.5.p1, OFUSG21414.2.p1, OFUSG21414.1.p1, OFUSG21414.4.p1, OFUSG21414.3.p1	XENTR06590
OG0003489	OFUSG16880.2.p1, OFUSG16880.1.p1	XENTR05327, XENTR05749
OG0003490	OFUSG22551.1.p1	XENTR10771
OG0003491	OFUSG14265.1.p1, OFUSG14263.1.p1	XENTR03228, XENTR07233
OG0003492	OFUSG10309.1.p1	XENTR01960, XENTR06706
OG0003493	OFUSG16867.1.p1	XENTR00341
OG0003495	OFUSG12797.1.p1	XENTR15577
OG0003495	OFUSG17060.1.p1	XENTR04647
OG0003496	OFUSG02218.1.p1	XENTR05780
OG0003497	OFUSG09698.1.p1	XENTR06024, XENTR18982
OG0003498	OFUSG16874.1.p1	XENTR03494
OG0003500	OFUSG22059.1.p1	XENTR02385
OG0003502	OFUSG24055.1.p1	XENTR06321
OG0003503	OFUSG18080.1.p1	XENTR13845
OG0003504	OFUSG11194.1.p1	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	OFUSG05340.1.p1	XENTR00482
OG0003506	OFUSG02297.1.p1, OFUSG02297.2.p1	XENTR11659, XENTR05517
OG0003507	OFUSG26289.1.p1	XENTR10640, XENTR00027
OG0003508	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1	XENTR17069, XENTR08767
OG0003509	OFUSG17524.1.p1	XENTR18947
OG0003511	OFUSG19651.1.p1	XENTR05842
OG0003512	OFUSG15649.1.p1	XENTR01185
OG0003513	OFUSG16489.1.p1, OFUSG16489.2.p1	XENTR16163, XENTR15086
OG0003514	OFUSG06882.1.p1, OFUSG06882.3.p1, OFUSG06882.2.p1	XENTR07062, XENTR05972
OG0003515	OFUSG03772.1.p1	XENTR10827, XENTR01032
OG0003516	OFUSG05769.1.p1	XENTR16307
OG0003517	OFUSG00110.1.p1	XENTR17629, XENTR11506
OG0003518	OFUSG20266.1.p1	XENTR08349
OG0003519	OFUSG16099.1.p1	XENTR16950
OG0003520	OFUSG25302.1.p1	XENTR02410
OG0003521	OFUSG03096.1.p1	XENTR17130
OG0003522	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1	XENTR04224
OG0003523	OFUSG12732.1.p1	XENTR06238
OG0003525	OFUSG06719.1.p1	XENTR04572
OG0003526	OFUSG21956.1.p1	XENTR07495, XENTR09052
OG0003528	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1	XENTR10782
OG0003529	OFUSG03865.1.p1	XENTR04193, XENTR18482
OG0003530	OFUSG07887.1.p1	XENTR08393
OG0003531	OFUSG12011.1.p1	XENTR02395, XENTR17644
OG0003532	OFUSG18965.1.p1	XENTR10579
OG0003533	OFUSG18691.1.p1	XENTR06013
OG0003534	OFUSG21581.1.p1, OFUSG21581.2.p1	XENTR09091, XENTR03027
OG0003535	OFUSG05602.1.p1	XENTR02215, XENTR09303
OG0003536	OFUSG13226.1.p1	XENTR04485, XENTR12968, XENTR16655
OG0003538	OFUSG03109.1.p1	XENTR16304
OG0003539	OFUSG03901.1.p1	XENTR17518
OG0003541	OFUSG05329.2.p1, OFUSG05329.1.p1	XENTR10222
OG0003542	OFUSG10628.1.p1	XENTR11066
OG0003543	OFUSG08206.1.p1	XENTR00214
OG0003544	OFUSG00118.1.p1	XENTR13004, XENTR07985
OG0003545	OFUSG10958.1.p1	XENTR01366, XENTR13128
OG0003546	OFUSG18888.1.p1	XENTR06379, XENTR00109
OG0003547	OFUSG08232.1.p1	XENTR05429, XENTR12061
OG0003548	OFUSG18862.1.p1	XENTR15263
OG0003549	OFUSG00426.1.p1, OFUSG00426.2.p1	XENTR16034, XENTR03980
OG0003550	OFUSG26575.1.p1	XENTR11802, XENTR05398
OG0003551	OFUSG20908.1.p1	XENTR04301
OG0003552	OFUSG09931.1.p1	XENTR01989
OG0003553	OFUSG06674.1.p1	XENTR06457
OG0003554	OFUSG06869.1.p1	XENTR12448
OG0003555	OFUSG11192.1.p1, OFUSG11190.1.p1	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003557	OFUSG07715.2.p1, OFUSG07715.1.p1	XENTR02226
OG0003558	OFUSG09260.1.p1	XENTR09307, XENTR11536
OG0003561	OFUSG00906.1.p1	XENTR09143, XENTR09144, XENTR15956
OG0003562	OFUSG12910.2.p1, OFUSG12910.1.p1	XENTR13770
OG0003563	OFUSG10547.1.p1, OFUSG10547.2.p1	XENTR00974
OG0003564	OFUSG18905.1.p1	XENTR01915, XENTR08979
OG0003565	OFUSG20630.1.p1	XENTR01961
OG0003566	OFUSG01327.1.p1	XENTR08703
OG0003567	OFUSG10595.1.p1	XENTR12992
OG0003568	OFUSG22628.1.p1	XENTR01200
OG0003569	OFUSG06908.1.p1	XENTR00379, XENTR02589, XENTR02786
OG0003570	OFUSG09014.1.p1, OFUSG09014.2.p1	XENTR15222
OG0003571	OFUSG20726.1.p1	XENTR05133, XENTR16524
OG0003573	OFUSG24084.1.p1	XENTR18024
OG0003576	OFUSG04770.2.p1, OFUSG04770.1.p1	XENTR04491, XENTR04492, XENTR02968, XENTR03721
OG0003578	OFUSG22248.1.p1	XENTR14689, XENTR00880
OG0003579	OFUSG10676.1.p1	XENTR01923, XENTR05581, XENTR05580
OG0003581	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1	XENTR18268
OG0003582	OFUSG18764.1.p1	XENTR13303
OG0003584	OFUSG17484.2.p1, OFUSG17484.1.p1	XENTR16533, XENTR03225, XENTR04095
OG0003597	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1	XENTR18049
OG0003598	OFUSG08278.1.p1	XENTR12005
OG0003601	OFUSG04554.1.p1, OFUSG04554.2.p1	XENTR01099, XENTR05348, XENTR05349
OG0003603	OFUSG10841.1.p1, OFUSG10841.2.p1	XENTR07586
OG0003604	OFUSG15335.1.p1	XENTR09462, XENTR01204
OG0003606	OFUSG00045.1.p1	XENTR08447
OG0003607	OFUSG21698.1.p1	XENTR04132
OG0003608	OFUSG07112.1.p1	XENTR09171
OG0003610	OFUSG17078.1.p1	XENTR18364
OG0003611	OFUSG05675.1.p1	XENTR13792
OG0003612	OFUSG13568.1.p1, OFUSG13568.2.p1	XENTR12924
OG0003613	OFUSG06331.1.p1	XENTR07063, XENTR18350
OG0003615	OFUSG23707.1.p1, OFUSG23707.2.p1	XENTR11541
OG0003616	OFUSG05484.2.p1, OFUSG05484.1.p1	XENTR17934
OG0003617	OFUSG09939.1.p1	XENTR18835
OG0003619	OFUSG02086.1.p1	XENTR14382
OG0003620	OFUSG16976.2.p1, OFUSG16976.1.p1	XENTR11610
OG0003621	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1	XENTR08477, XENTR08478
OG0003622	OFUSG23767.1.p1, OFUSG21558.1.p1, OFUSG21558.2.p1	XENTR00588
OG0003623	OFUSG26432.1.p1	XENTR02019
OG0003624	OFUSG06588.1.p1, OFUSG06588.2.p1	XENTR04842
OG0003627	OFUSG03441.1.p1	XENTR03252
OG0003628	OFUSG08759.1.p1	XENTR05281
OG0003629	OFUSG24613.1.p1	XENTR03081
OG0003630	OFUSG24001.2.p1, OFUSG24001.1.p1	XENTR17948
OG0003632	OFUSG12731.1.p1	XENTR10135, XENTR00270
OG0003634	OFUSG23671.1.p1	XENTR10016
OG0003635	OFUSG03012.1.p1	XENTR09260
OG0003636	OFUSG11925.2.p1, OFUSG11925.1.p1	XENTR14237
OG0003638	OFUSG08839.1.p1	XENTR03036
OG0003640	OFUSG04490.1.p1	XENTR07366, XENTR07389, XENTR15717
OG0003641	OFUSG04999.1.p1	XENTR07679
OG0003642	OFUSG19621.1.p1	XENTR10056, XENTR06735
OG0003643	OFUSG06611.1.p1	XENTR16883
OG0003644	OFUSG08254.1.p1	XENTR17108
OG0003645	OFUSG02977.1.p1, OFUSG02977.2.p1	XENTR03915, XENTR07317
OG0003646	OFUSG13054.2.p1, OFUSG13054.1.p1	XENTR17031, XENTR17030
OG0003647	OFUSG09021.1.p1	XENTR05840
OG0003648	OFUSG12169.1.p1	XENTR11369
OG0003649	OFUSG09804.1.p1	XENTR11535
OG0003650	OFUSG17294.1.p1	XENTR18719
OG0003651	OFUSG20951.1.p1	XENTR07797
OG0003652	OFUSG01151.1.p1	XENTR05790, XENTR01212
OG0003653	OFUSG05169.1.p1	XENTR00241, XENTR07273, XENTR15919
OG0003654	OFUSG12938.1.p1	XENTR14703, XENTR07464
OG0003655	OFUSG01510.2.p1, OFUSG01510.1.p1	XENTR16032, XENTR04379
OG0003656	OFUSG04633.1.p1	XENTR08122, XENTR09683
OG0003657	OFUSG13329.1.p1, OFUSG13329.2.p1	XENTR07176
OG0003658	OFUSG13331.1.p1	XENTR03326
OG0003659	OFUSG16187.1.p1	XENTR06944
OG0003660	OFUSG18031.1.p1	XENTR09436
OG0003662	OFUSG19280.1.p1, OFUSG19280.2.p1	XENTR13147, XENTR18370
OG0003664	OFUSG09947.1.p1	XENTR01685
OG0003665	OFUSG11634.1.p1	XENTR03871
OG0003666	OFUSG06309.1.p1	XENTR15411, XENTR03926
OG0003667	OFUSG22163.1.p1	XENTR07700, XENTR00535
OG0003668	OFUSG20064.1.p1	XENTR02672
OG0003669	OFUSG17201.1.p1	XENTR08683
OG0003671	OFUSG06897.2.p1, OFUSG06897.1.p1	XENTR13386, XENTR15446
OG0003672	OFUSG10902.1.p1	XENTR07314
OG0003674	OFUSG10012.1.p1	XENTR09128
OG0003675	OFUSG16158.1.p1	XENTR14931
OG0003676	OFUSG25502.1.p1	XENTR00677
OG0003676	OFUSG02343.1.p1	XENTR01874
OG0003677	OFUSG16450.1.p1	XENTR08610, XENTR17285, XENTR15109
OG0003678	OFUSG26385.1.p1, OFUSG26385.2.p1	XENTR00079, XENTR17514
OG0003679	OFUSG13359.1.p1	XENTR18397, XENTR12379
OG0003680	OFUSG15795.1.p1, OFUSG15795.2.p1	XENTR05231
OG0003681	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1	XENTR16296, XENTR16295, XENTR04463
OG0003682	OFUSG11924.1.p1	XENTR13445
OG0003684	OFUSG20469.1.p1	XENTR04969
OG0003685	OFUSG04005.1.p1	XENTR15247, XENTR08131
OG0003686	OFUSG20794.1.p1	XENTR05887
OG0003687	OFUSG03946.1.p1	XENTR05213, XENTR00134
OG0003688	OFUSG13593.1.p1	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	OFUSG04570.1.p1	XENTR05380
OG0003690	OFUSG11565.1.p1	XENTR02409
OG0003691	OFUSG02029.1.p1	XENTR14452
OG0003692	OFUSG05600.1.p1	XENTR01955
OG0003693	OFUSG06103.1.p1	XENTR10718, XENTR18258
OG0003694	OFUSG16805.1.p1	XENTR17179
OG0003695	OFUSG25573.1.p1	XENTR07743, XENTR03931
OG0003696	OFUSG05739.1.p1	XENTR02869
OG0003697	OFUSG20990.1.p1	XENTR07348, XENTR07379
OG0003698	OFUSG06501.1.p1	XENTR09545, XENTR01970
OG0003700	OFUSG10293.1.p1	XENTR15169, XENTR07388
OG0003702	OFUSG11457.1.p1, OFUSG11457.2.p1	XENTR18826, XENTR08512
OG0003703	OFUSG00686.1.p1	XENTR16337, XENTR12841
OG0003704	OFUSG13029.1.p1	XENTR14777, XENTR00061
OG0003705	OFUSG16726.1.p1	XENTR12388
OG0003706	OFUSG26114.2.p1, OFUSG26114.1.p1, OFUSG26117.1.p1	XENTR15599
OG0003707	OFUSG07911.1.p1	XENTR17466, XENTR01423
OG0003708	OFUSG01108.1.p1	XENTR08453
OG0003710	OFUSG00436.1.p1, OFUSG00436.2.p1	XENTR06304
OG0003711	OFUSG16117.1.p1, OFUSG16117.2.p1	XENTR14138
OG0003712	OFUSG10374.1.p1	XENTR01274, XENTR12990
OG0003713	OFUSG13204.1.p1	XENTR03924
OG0003714	OFUSG23674.1.p1	XENTR10015
OG0003716	OFUSG23366.1.p1	XENTR10549
OG0003717	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1	XENTR08367
OG0003718	OFUSG16508.1.p1	XENTR10379
OG0003720	OFUSG17956.1.p1	XENTR01280, XENTR11759
OG0003721	OFUSG25364.1.p1	XENTR09504
OG0003722	OFUSG08157.1.p1	XENTR13252, XENTR06780
OG0003724	OFUSG13589.1.p1	XENTR10087
OG0003725	OFUSG23512.1.p1	XENTR00052, XENTR12224, XENTR12471
OG0003726	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1	XENTR05750
OG0003727	OFUSG08827.1.p1	XENTR08237
OG0003729	OFUSG16645.2.p1, OFUSG16645.1.p1	XENTR03157
OG0003730	OFUSG06924.1.p1	XENTR02013
OG0003731	OFUSG12284.1.p1	XENTR04923
OG0003732	OFUSG14808.2.p1, OFUSG14808.1.p1	XENTR18126
OG0003733	OFUSG23436.1.p1	XENTR04294
OG0003734	OFUSG07747.1.p1	XENTR16422
OG0003735	OFUSG07143.1.p1	XENTR05792
OG0003736	OFUSG07991.1.p1	XENTR09558
OG0003737	OFUSG09928.1.p1	XENTR06182, XENTR09163
OG0003738	OFUSG18301.1.p1, OFUSG18301.2.p1	XENTR17869
OG0003739	OFUSG15848.1.p1	XENTR15714
OG0003740	OFUSG07576.1.p1	XENTR15199
OG0003741	OFUSG12262.1.p1	XENTR17057
OG0003742	OFUSG17127.2.p1, OFUSG17127.1.p1	XENTR03179, XENTR03778
OG0003743	OFUSG01059.1.p1	XENTR12518
OG0003744	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1	XENTR06835, XENTR16465
OG0003745	OFUSG23746.1.p1, OFUSG23969.1.p1	XENTR00802
OG0003746	OFUSG03863.1.p1	XENTR04180, XENTR06934, XENTR16848
OG0003747	OFUSG12626.1.p1	XENTR05018
OG0003748	OFUSG18694.1.p1	XENTR00377
OG0003749	OFUSG07087.2.p1, OFUSG07087.1.p1	XENTR16748
OG0003750	OFUSG09220.1.p1	XENTR02453
OG0003751	OFUSG09214.1.p1	XENTR09919, XENTR09920
OG0003752	OFUSG17066.1.p1	XENTR05303
OG0003753	OFUSG10261.1.p1	XENTR13127
OG0003754	OFUSG07080.1.p1	XENTR10153, XENTR11505
OG0003755	OFUSG15040.1.p1	XENTR04060
OG0003756	OFUSG22980.1.p1	XENTR06642
OG0003758	OFUSG17693.1.p1	XENTR10842, XENTR07110
OG0003759	OFUSG12849.1.p1	XENTR16557, XENTR14606
OG0003761	OFUSG16012.1.p1, OFUSG16012.2.p1	XENTR05309, XENTR05308, XENTR07160
OG0003763	OFUSG00488.1.p1	XENTR17599
OG0003764	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1	XENTR10248
OG0003765	OFUSG19192.1.p1	XENTR13156, XENTR06386
OG0003766	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1	XENTR01718
OG0003769	OFUSG20297.1.p1	XENTR12425
OG0003770	OFUSG20677.1.p1	XENTR14731
OG0003771	OFUSG11060.1.p1	XENTR13739, XENTR03911
OG0003772	OFUSG23284.1.p1	XENTR05943
OG0003773	OFUSG09985.1.p1	XENTR01780, XENTR13130
OG0003776	OFUSG09068.1.p1	XENTR07141
OG0003778	OFUSG01438.1.p1	XENTR10711
OG0003779	OFUSG13787.1.p1, OFUSG13787.2.p1	XENTR17121
OG0003780	OFUSG24721.1.p1	XENTR09649, XENTR09270, XENTR06188
OG0003781	OFUSG05514.1.p1, OFUSG05514.2.p1	XENTR11089, XENTR16719, XENTR16718
OG0003794	OFUSG04954.1.p1	XENTR06585, XENTR05055
OG0003795	OFUSG06423.1.p1	XENTR19254
OG0003798	OFUSG25667.1.p1	XENTR01114, XENTR07104
OG0003803	OFUSG06983.1.p1	XENTR01279
OG0003806	OFUSG10861.1.p1	XENTR07356
OG0003807	OFUSG10356.1.p1	XENTR01368, XENTR01369, XENTR01367
OG0003808	OFUSG17077.1.p1	XENTR13676
OG0003809	OFUSG10992.1.p1	XENTR08847, XENTR04264
OG0003811	OFUSG03655.1.p1	XENTR05500
OG0003813	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1	XENTR10561, XENTR06474
OG0003816	OFUSG10850.1.p1, OFUSG10850.2.p1	XENTR07578
OG0003817	OFUSG09065.1.p1	XENTR01494
OG0003818	OFUSG03705.1.p1	XENTR08826
OG0003820	OFUSG08762.1.p1	XENTR15816, XENTR15817
OG0003821	OFUSG19123.1.p1	XENTR02570, XENTR07045
OG0003823	OFUSG23560.1.p1	XENTR12892
OG0003824	OFUSG05766.1.p1	XENTR02218
OG0003825	OFUSG06668.1.p1	XENTR01217
OG0003826	OFUSG22650.1.p1	XENTR01516
OG0003827	OFUSG17366.1.p1	XENTR11304, XENTR18626
OG0003828	OFUSG05118.1.p1	XENTR14525
OG0003829	OFUSG07448.1.p1	XENTR04012
OG0003830	OFUSG01217.1.p1, OFUSG01216.1.p1	XENTR18560, XENTR14254
OG0003831	OFUSG05930.2.p1, OFUSG05930.1.p1	XENTR03490
OG0003832	OFUSG06066.1.p1	XENTR00382, XENTR01228, XENTR01229
OG0003834	OFUSG05404.1.p1	XENTR04978, XENTR18533
OG0003835	OFUSG13762.1.p1	XENTR12732, XENTR12733
OG0003836	OFUSG03236.1.p1	XENTR11782, XENTR15896
OG0003837	OFUSG05284.1.p1, OFUSG11129.1.p1	XENTR02506
OG0003838	OFUSG02211.1.p1	XENTR00914, XENTR03476
OG0003839	OFUSG14221.1.p1	XENTR13884
OG0003840	OFUSG26167.1.p1	XENTR12159
OG0003841	OFUSG25707.1.p1	XENTR12939
OG0003843	OFUSG25141.1.p1	XENTR12778, XENTR12779
OG0003844	OFUSG19682.1.p1	XENTR07150
OG0003845	OFUSG11473.1.p1	XENTR04055
OG0003846	OFUSG06704.1.p1	XENTR02190, XENTR11317
OG0003847	OFUSG24334.1.p1	XENTR05448
OG0003848	OFUSG07600.1.p1	XENTR09160
OG0003849	OFUSG02757.1.p1, OFUSG08843.1.p1	XENTR02659, XENTR08320
OG0003850	OFUSG01254.1.p1	XENTR05454
OG0003851	OFUSG13241.1.p1	XENTR02901
OG0003852	OFUSG04274.2.p1, OFUSG04274.1.p1	XENTR01443, XENTR00580
OG0003853	OFUSG11282.1.p1	XENTR16563
OG0003854	OFUSG09820.1.p1	XENTR09846, XENTR03116
OG0003855	OFUSG13289.1.p1	XENTR18199
OG0003856	OFUSG18199.1.p1	XENTR05612
OG0003857	OFUSG18520.1.p1	XENTR10397
OG0003859	OFUSG18306.1.p1	XENTR18118
OG0003860	OFUSG03969.1.p1	XENTR19064, XENTR06357
OG0003861	OFUSG01289.1.p1, OFUSG01289.2.p1	XENTR12844
OG0003862	OFUSG26482.2.p1, OFUSG26482.1.p1	XENTR03149
OG0003863	OFUSG06768.1.p1	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	OFUSG21533.1.p1, OFUSG21530.1.p1	XENTR11994
OG0003865	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1	XENTR08410, XENTR08547
OG0003866	OFUSG01635.2.p1, OFUSG01635.1.p1	XENTR06311
OG0003867	OFUSG26425.1.p1	XENTR02863
OG0003868	OFUSG25488.1.p1	XENTR14790, XENTR09159, XENTR09158
OG0003869	OFUSG04233.1.p1	XENTR16798
OG0003870	OFUSG26220.1.p1, OFUSG26220.2.p1	XENTR11422
OG0003871	OFUSG14206.1.p1	XENTR10829
OG0003872	OFUSG00219.1.p1	XENTR00808
OG0003873	OFUSG12835.1.p1	XENTR00180
OG0003874	OFUSG08683.1.p1	XENTR15862
OG0003875	OFUSG26181.1.p1	XENTR04436
OG0003876	OFUSG23627.1.p1	XENTR17136
OG0003877	OFUSG14257.1.p1	XENTR02745
OG0003878	OFUSG19403.1.p1	XENTR02554
OG0003879	OFUSG20056.1.p1	XENTR11236
OG0003880	OFUSG24988.1.p1	XENTR13950, XENTR06094
OG0003881	OFUSG18789.1.p1	XENTR04081
OG0003882	OFUSG23207.1.p1, OFUSG23207.2.p1	XENTR16402
OG0003883	OFUSG06274.1.p1	XENTR14642, XENTR14643, XENTR08760
OG0003884	OFUSG16361.1.p1	XENTR02661
