Orthogroup	OWEFU	XENTR
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	XENTR03358, XENTR00118
OG0000752	OFUSG06577.1.p1	XENTR14203
OG0000752	OFUSG01816.1.p1	XENTR03680
OG0000752	OFUSG23281.1.p1	XENTR00306, XENTR11450
OG0000753	OFUSG03990.1.p1	XENTR13232
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	XENTR16935, XENTR06041, XENTR06042
OG0000755	OFUSG22904.1.p1	XENTR15916, XENTR06639, XENTR08361, XENTR08360
OG0000758	OFUSG26565.1.p1	XENTR12870, XENTR12401, XENTR02503, XENTR06058
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352
OG0000760	OFUSG06964.1.p1	XENTR10725, XENTR13468
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	XENTR17935, XENTR12007, XENTR15207, XENTR01309
OG0000763	OFUSG00086.1.p1, OFUSG08828.1.p1	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	XENTR01990, XENTR01184
OG0000766	OFUSG19864.1.p1	XENTR13873, XENTR17891, XENTR13807, XENTR00551
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	XENTR03830, XENTR11683, XENTR00589
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	XENTR00756, XENTR13472, XENTR18974
OG0000772	OFUSG02068.1.p1	XENTR07457, XENTR07456, XENTR07455
OG0000772	OFUSG05265.1.p1	XENTR08353
OG0000775	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	XENTR09141
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	XENTR04910, XENTR05244
OG0000777	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1	XENTR13724
OG0000778	OFUSG11453.1.p1	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100
OG0000779	OFUSG07668.1.p1	XENTR06178
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	XENTR02460, XENTR07467, XENTR06587
OG0000780	OFUSG11326.1.p1	XENTR11708
OG0000780	OFUSG12906.1.p1	XENTR10194
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	XENTR15057
OG0000782	OFUSG08693.1.p1	XENTR15723, XENTR08315, XENTR12833, XENTR02660
OG0000784	OFUSG06112.1.p1	XENTR13377
OG0000786	OFUSG11819.1.p1	XENTR02070, XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186
OG0000786	OFUSG15626.2.p1, OFUSG15626.1.p1, OFUSG08760.1.p1	XENTR12489
OG0000787	OFUSG11014.1.p1	XENTR02696, XENTR08733, XENTR12281, XENTR08846
OG0000788	OFUSG00699.1.p1	XENTR04467, XENTR16399
OG0000788	OFUSG19658.1.p1	XENTR15693, XENTR18205
OG0000790	OFUSG03972.1.p1, OFUSG06375.1.p1, OFUSG03971.1.p1	XENTR03512, XENTR08093
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	XENTR01881, XENTR06218, XENTR04189
OG0000792	OFUSG04365.1.p1	XENTR02294
OG0000792	OFUSG22559.1.p1	XENTR01146
OG0000793	OFUSG09289.1.p1	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126
OG0000797	OFUSG10229.1.p1	XENTR01630, XENTR05651
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	XENTR07369, XENTR01010
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	XENTR08849, XENTR10335, XENTR08757, XENTR01900
OG0000801	OFUSG04291.1.p1, OFUSG04291.2.p1	XENTR05278, XENTR05077
OG0000802	OFUSG21207.1.p1	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147
OG0000803	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	XENTR10876, XENTR10877
OG0000810	OFUSG13316.1.p1	XENTR00056
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	XENTR17048, XENTR16257
OG0000813	OFUSG10957.1.p1, OFUSG10956.1.p1	XENTR13150, XENTR13151
OG0000814	OFUSG16546.1.p1	XENTR13230
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	XENTR03397
OG0000815	OFUSG24917.1.p1	XENTR02731
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	XENTR05406, XENTR02911
OG0000816	OFUSG12543.1.p1	XENTR12785, XENTR13049, XENTR02094
OG0000816	OFUSG10926.1.p1	XENTR05575, XENTR16977
OG0000817	OFUSG23697.1.p1	XENTR05219
OG0000817	OFUSG18100.1.p1	XENTR09302
OG0000817	OFUSG04259.1.p1	XENTR17704, XENTR17705
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	XENTR00964, XENTR01697, XENTR05672
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	XENTR09864
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	XENTR10193, XENTR10192
OG0000820	OFUSG16562.1.p1	XENTR05390
OG0000822	OFUSG12185.1.p1	XENTR08343
OG0000822	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1	XENTR17339
OG0000824	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1	XENTR04940, XENTR04939, XENTR11038
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	XENTR01022, XENTR10589, XENTR16089
OG0000825	OFUSG19469.1.p1	XENTR09274
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	XENTR02499
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1	XENTR18584
OG0000828	OFUSG16610.1.p1	XENTR00582
OG0000828	OFUSG14927.1.p1	XENTR06348
OG0000829	OFUSG05943.1.p1	XENTR05273, XENTR00567, XENTR08272, XENTR01966, XENTR19142
OG0000832	OFUSG10360.1.p1	XENTR08500
OG0000833	OFUSG12738.1.p1	XENTR05865, XENTR12214, XENTR04296, XENTR00046
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	XENTR08567, XENTR17187, XENTR03386, XENTR12342
OG0000836	OFUSG04483.1.p1	XENTR10284, XENTR11931, XENTR11932
OG0000837	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	XENTR04077, XENTR09514, XENTR18045
OG0000838	OFUSG07503.1.p1	XENTR08945
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800
OG0000842	OFUSG17660.1.p1	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	XENTR17965, XENTR18460, XENTR06250
OG0000845	OFUSG00051.1.p1	XENTR10269, XENTR12604
OG0000845	OFUSG00112.1.p1	XENTR08484
OG0000847	OFUSG15294.1.p1	XENTR18143, XENTR18591
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	XENTR00819
OG0000848	OFUSG02732.1.p1	XENTR13197, XENTR13196, XENTR12202
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	XENTR08322, XENTR02654
OG0000849	OFUSG09067.1.p1	XENTR02560
OG0000850	OFUSG12712.1.p1	XENTR00057
OG0000850	OFUSG06085.1.p1	XENTR12447
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	XENTR10592, XENTR01014
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	XENTR17178
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	XENTR02441, XENTR15626
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1	XENTR02574, XENTR02573
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1	XENTR16440, XENTR16441, XENTR14487
OG0000857	OFUSG01227.1.p1	XENTR11492
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	XENTR15971
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	XENTR10077, XENTR10078
OG0000859	OFUSG09251.1.p1	XENTR19026, XENTR03127, XENTR05830, XENTR10647, XENTR10646
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	XENTR06781, XENTR03999
OG0000863	OFUSG16665.1.p1, OFUSG05886.1.p1	XENTR05892
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	XENTR12438
OG0000868	OFUSG11760.1.p1	XENTR08506
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	XENTR08068
OG0000869	OFUSG16947.1.p1	XENTR11026
OG0000871	OFUSG00730.1.p1	XENTR14179
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	XENTR10169
OG0000874	OFUSG03220.1.p1	XENTR03555, XENTR18666
OG0000875	OFUSG13364.1.p1	XENTR15432
OG0000875	OFUSG16237.1.p1	XENTR08213
OG0000877	OFUSG04094.1.p1, OFUSG04093.1.p1	XENTR02432, XENTR02438, XENTR19180
OG0000878	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1	XENTR10168
OG0000878	OFUSG16664.1.p1	XENTR09205
OG0000879	OFUSG04088.1.p1	XENTR03813
OG0000880	OFUSG05701.1.p1	XENTR11909, XENTR11908, XENTR02551, XENTR02382
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	XENTR12933, XENTR12934
OG0000881	OFUSG22311.1.p1	XENTR11112, XENTR11328
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051
OG0000883	OFUSG14124.1.p1	XENTR11240, XENTR08110
OG0000887	OFUSG26529.1.p1, OFUSG26529.2.p1	XENTR02978
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	XENTR06287
OG0000888	OFUSG09295.1.p1	XENTR12831, XENTR13292, XENTR13291
OG0000888	OFUSG10796.1.p1	XENTR01928
OG0000889	OFUSG12102.1.p1	XENTR17043
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	XENTR01359, XENTR16287, XENTR07052, XENTR07051
OG0000896	OFUSG13178.1.p1	XENTR18869
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	XENTR13448, XENTR09474
OG0000897	OFUSG18741.1.p1	XENTR01334, XENTR01333
OG0000897	OFUSG06433.1.p1	XENTR01226, XENTR03509
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	XENTR03982, XENTR12217
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	XENTR11770, XENTR11769, XENTR03655
OG0000904	OFUSG17921.1.p1	XENTR10340, XENTR08923
OG0000906	OFUSG07758.1.p1	XENTR15532, XENTR06172
OG0000907	OFUSG26462.1.p1	XENTR04660
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184
OG0000908	OFUSG10578.1.p1	XENTR04273
OG0000909	OFUSG00497.1.p1	XENTR10672, XENTR12839, XENTR08443
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	XENTR18175
OG0000911	OFUSG13934.1.p1	XENTR13431, XENTR10007, XENTR05207
OG0000912	OFUSG05604.1.p1	XENTR06455, XENTR12826, XENTR08744, XENTR17481
OG0000912	OFUSG23879.1.p1	XENTR06537
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	XENTR01593, XENTR13952
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	XENTR06376, XENTR07971, XENTR14552, XENTR15550
OG0000921	OFUSG26697.1.p1	XENTR09161
OG0000923	OFUSG04091.1.p1	XENTR08773
OG0000923	OFUSG16107.1.p1	XENTR13432, XENTR09911, XENTR09912, XENTR09913
OG0000925	OFUSG21493.1.p1	XENTR13985
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	XENTR02311
OG0000927	OFUSG26854.1.p1	XENTR00283, XENTR14712, XENTR05915, XENTR18984
OG0000928	OFUSG08901.1.p1	XENTR05033, XENTR05285
OG0000929	OFUSG01585.1.p1	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469
OG0000934	OFUSG01031.1.p1	XENTR14739, XENTR18207
OG0000934	OFUSG08244.1.p1	XENTR11383, XENTR18032
OG0000935	OFUSG16551.1.p1	XENTR12574, XENTR06757, XENTR07228, XENTR08768
OG0000938	OFUSG24703.1.p1	XENTR03541, XENTR03542
OG0000940	OFUSG14533.1.p1	XENTR08691, XENTR08692
OG0000943	OFUSG24129.1.p1	XENTR06447
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	XENTR14742, XENTR14462, XENTR00679
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	XENTR09889
OG0000946	OFUSG00368.1.p1, OFUSG00634.1.p1, OFUSG01913.2.p1, OFUSG01913.1.p1	XENTR14125
OG0000947	OFUSG17100.1.p1	XENTR08808, XENTR01875
OG0000949	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671
OG0000950	OFUSG23770.1.p1	XENTR06315, XENTR14022
OG0000951	OFUSG09305.1.p1	XENTR11436, XENTR10439
OG0000952	OFUSG02484.1.p1	XENTR06419, XENTR10974
OG0000952	OFUSG02485.1.p1	XENTR07516, XENTR10972, XENTR10973
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	XENTR16006, XENTR05020, XENTR10025
OG0000954	OFUSG16223.1.p1	XENTR04163
OG0000954	OFUSG04263.1.p1	XENTR07349, XENTR07350
OG0000955	OFUSG21035.1.p1	XENTR15251
OG0000955	OFUSG02908.1.p1	XENTR15299
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	XENTR13219, XENTR13218, XENTR09672, XENTR08642
OG0000958	OFUSG06196.1.p1, OFUSG06197.1.p1, OFUSG06896.1.p1	XENTR16151
OG0000960	OFUSG05056.1.p1	XENTR00488, XENTR11786, XENTR16830, XENTR19097
OG0000963	OFUSG26256.1.p1	XENTR00065
OG0000964	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1	XENTR15845
OG0000965	OFUSG10177.1.p1	XENTR14312
OG0000965	OFUSG05283.1.p1	XENTR16944
OG0000966	OFUSG15060.2.p1, OFUSG15060.1.p1	XENTR04933, XENTR10311
OG0000967	OFUSG03652.1.p1	XENTR08823
OG0000967	OFUSG18109.1.p1	XENTR06702
OG0000968	OFUSG01481.1.p1, OFUSG01481.2.p1, OFUSG01481.3.p1	XENTR08955, XENTR17733
OG0000968	OFUSG15086.1.p1	XENTR04038, XENTR04039, XENTR04535
OG0000969	OFUSG16049.1.p1, OFUSG16049.2.p1	XENTR08014
OG0000970	OFUSG24111.1.p1	XENTR01182
OG0000972	OFUSG22434.1.p1, OFUSG22451.1.p1	XENTR13483, XENTR14024
OG0000972	OFUSG10857.2.p1, OFUSG10857.1.p1	XENTR02207
OG0000974	OFUSG12017.1.p1	XENTR01619
OG0000976	OFUSG19744.1.p1, OFUSG08682.1.p1, OFUSG19714.1.p1, OFUSG23174.1.p1, OFUSG23175.1.p1, OFUSG22926.1.p1, OFUSG22927.1.p1	XENTR13946, XENTR10262
OG0000978	OFUSG05262.1.p1	XENTR01707, XENTR17274, XENTR04595
OG0000979	OFUSG20447.2.p1, OFUSG20447.1.p1	XENTR08662, XENTR08663, XENTR16278
OG0000981	OFUSG03861.1.p1	XENTR14084
OG0000982	OFUSG16732.3.p1, OFUSG16732.2.p1, OFUSG16732.1.p1, OFUSG16732.4.p1, OFUSG16732.5.p1	XENTR15733, XENTR18658, XENTR06997
OG0000984	OFUSG19991.1.p1	XENTR03417
OG0000984	OFUSG07902.1.p1	XENTR01286, XENTR01285
OG0000985	OFUSG11040.1.p1	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319
OG0000986	OFUSG09980.1.p1	XENTR04261, XENTR01926
OG0000987	OFUSG21084.2.p1, OFUSG21084.1.p1	XENTR06356, XENTR03812
OG0000988	OFUSG21531.1.p1	XENTR12762, XENTR06777, XENTR06778, XENTR09929
OG0000989	OFUSG21595.2.p1, OFUSG21595.1.p1, OFUSG14205.1.p1, OFUSG01995.1.p1, OFUSG03735.1.p1, OFUSG03280.1.p1, OFUSG01996.1.p1, OFUSG18238.1.p1, OFUSG14204.1.p1, OFUSG20701.1.p1, OFUSG02051.1.p1	XENTR18216, XENTR17530, XENTR16739, XENTR18881, XENTR18450, XENTR18330, XENTR16503
OG0000992	OFUSG06018.1.p1	XENTR15056, XENTR11894
OG0000993	OFUSG07943.2.p1, OFUSG07943.1.p1, OFUSG16895.1.p1, OFUSG16895.2.p1	XENTR14928
OG0000994	OFUSG05737.1.p1	XENTR15055
OG0000994	OFUSG19359.1.p1	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000995	OFUSG10864.1.p1, OFUSG10864.2.p1, OFUSG10864.3.p1	XENTR04796, XENTR07312
OG0000996	OFUSG14358.1.p1	XENTR00689, XENTR11665, XENTR03250
OG0000999	OFUSG00108.1.p1	XENTR05421, XENTR17674, XENTR18093, XENTR05336
OG0001001	OFUSG14675.1.p1	XENTR17916
OG0001002	OFUSG15973.1.p1, OFUSG16764.2.p1, OFUSG16764.1.p1	XENTR05426, XENTR04429
OG0001003	OFUSG24187.1.p1	XENTR06440, XENTR12183
OG0001004	OFUSG26573.1.p1, OFUSG26573.2.p1	XENTR11947, XENTR13944, XENTR00348, XENTR12222
OG0001005	OFUSG06280.1.p1	XENTR17351
OG0001006	OFUSG07003.3.p1, OFUSG07003.1.p1, OFUSG07003.2.p1	XENTR01787
OG0001006	OFUSG17480.1.p1	XENTR11011, XENTR15378, XENTR09358
OG0001008	OFUSG01608.1.p1	XENTR01253, XENTR07071, XENTR13709
OG0001009	OFUSG03141.1.p1	XENTR09611
OG0001009	OFUSG10208.1.p1, OFUSG06733.1.p1, OFUSG03374.1.p1, OFUSG20943.1.p1	XENTR19086, XENTR04072
OG0001012	OFUSG14895.1.p1	XENTR07888, XENTR11929, XENTR14474, XENTR14475, XENTR17590, XENTR17589, XENTR10096, XENTR14494, XENTR18695, XENTR15180
OG0001013	OFUSG10524.1.p1	XENTR01268, XENTR12519, XENTR05681, XENTR13123
OG0001015	OFUSG17894.2.p1, OFUSG17894.1.p1, OFUSG17894.3.p1	XENTR03903, XENTR02699, XENTR16275
OG0001016	OFUSG16289.1.p1	XENTR06361
OG0001016	OFUSG17257.1.p1	XENTR11007
OG0001018	OFUSG20884.1.p1	XENTR12838
OG0001018	OFUSG25182.1.p1	XENTR13405
OG0001019	OFUSG04762.2.p1, OFUSG04762.1.p1	XENTR19055, XENTR18997
OG0001022	OFUSG14113.1.p1	XENTR18242, XENTR09212, XENTR08786, XENTR08785
OG0001023	OFUSG01359.1.p1	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481
OG0001024	OFUSG17905.1.p1	XENTR05573, XENTR09290, XENTR01956
OG0001026	OFUSG10458.1.p1	XENTR01794
OG0001027	OFUSG15315.1.p1	XENTR18376
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	XENTR08088, XENTR09574, XENTR09575
OG0001029	OFUSG23212.2.p1, OFUSG23212.1.p1	XENTR00509, XENTR04608
OG0001029	OFUSG00715.1.p1	XENTR00697, XENTR10786, XENTR11720
OG0001030	OFUSG09158.1.p1	XENTR10641, XENTR13221
OG0001030	OFUSG11700.1.p1	XENTR11652, XENTR00593
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	XENTR08916
OG0001031	OFUSG14788.2.p1, OFUSG14788.1.p1	XENTR11732
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	XENTR01314, XENTR15209, XENTR06823
OG0001033	OFUSG17922.1.p1	XENTR11737, XENTR02706
OG0001033	OFUSG07728.1.p1, OFUSG07728.2.p1	XENTR00028, XENTR04288, XENTR04289, XENTR10639
OG0001034	OFUSG04414.1.p1	XENTR13970, XENTR02918
OG0001036	OFUSG23486.1.p1	XENTR15810, XENTR02160
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	XENTR08755, XENTR10905, XENTR13375
OG0001039	OFUSG18772.1.p1	XENTR10799, XENTR11115
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	XENTR15139, XENTR17123, XENTR16376
OG0001044	OFUSG23994.1.p1	XENTR05073, XENTR01479
OG0001044	OFUSG09207.1.p1	XENTR18041
OG0001046	OFUSG10400.1.p1	XENTR01853, XENTR03892, XENTR03891, XENTR10518
OG0001047	OFUSG13920.1.p1	XENTR15460, XENTR09715, XENTR19101, XENTR05905
OG0001048	OFUSG11109.1.p1	XENTR06473, XENTR14297, XENTR16609
OG0001049	OFUSG17397.1.p1	XENTR00286
OG0001049	OFUSG21106.1.p1	XENTR03223
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902
OG0001051	OFUSG13657.1.p1, OFUSG05091.1.p1	XENTR08792, XENTR02327
OG0001052	OFUSG10412.2.p1, OFUSG10412.1.p1	XENTR06692
OG0001053	OFUSG16393.1.p1	XENTR14072, XENTR07099, XENTR01123
OG0001053	OFUSG18424.1.p1	XENTR07525, XENTR04868, XENTR07295
OG0001054	OFUSG18550.2.p1, OFUSG18550.1.p1	XENTR05688, XENTR01830, XENTR04823, XENTR17976, XENTR05689
OG0001057	OFUSG10093.2.p1, OFUSG10093.1.p1	XENTR09898, XENTR13492, XENTR07434, XENTR15414
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	XENTR09698, XENTR10813
OG0001059	OFUSG12919.1.p1	XENTR16833
OG0001060	OFUSG11519.1.p1	XENTR14378
OG0001060	OFUSG03037.1.p1	XENTR15320
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	XENTR02358, XENTR00517, XENTR00439
OG0001063	OFUSG11469.1.p1	XENTR01633
OG0001065	OFUSG12064.1.p1	XENTR14400, XENTR14851
OG0001067	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1	XENTR15131, XENTR06306, XENTR12290
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	XENTR01131
OG0001072	OFUSG23887.1.p1, OFUSG23887.2.p1	XENTR14054
OG0001073	OFUSG03347.1.p1	XENTR13757, XENTR03448, XENTR09013
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	XENTR05482, XENTR14239, XENTR06059
OG0001076	OFUSG03330.1.p1	XENTR04369, XENTR03450
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	XENTR02919
OG0001077	OFUSG04034.1.p1	XENTR03172
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	XENTR16491, XENTR12278, XENTR05427, XENTR16318
OG0001079	OFUSG22304.1.p1	XENTR05981
OG0001079	OFUSG06804.1.p1	XENTR02342, XENTR18570
OG0001080	OFUSG16677.1.p1	XENTR17306
OG0001080	OFUSG00008.1.p1	XENTR00219, XENTR05053
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	XENTR11483, XENTR11482
OG0001082	OFUSG04037.1.p1	XENTR04166, XENTR03787
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	XENTR14939, XENTR08964, XENTR02202, XENTR09760
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	XENTR03176
OG0001085	OFUSG06361.1.p1	XENTR14464, XENTR18960, XENTR05968, XENTR02550
OG0001088	OFUSG13450.1.p1, OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1, OFUSG11008.1.p1	XENTR12091
OG0001088	OFUSG11487.2.p1, OFUSG11487.1.p1	XENTR01178
OG0001089	OFUSG19616.1.p1	XENTR12503
OG0001089	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1	XENTR06021
OG0001091	OFUSG17661.2.p1, OFUSG17661.1.p1	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804
OG0001092	OFUSG02473.1.p1	XENTR04356, XENTR03567, XENTR04358
OG0001093	OFUSG16311.1.p1	XENTR14801, XENTR06916, XENTR05391
OG0001094	OFUSG12462.1.p1	XENTR06671, XENTR12802, XENTR09938
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	XENTR12897, XENTR04215
OG0001102	OFUSG12472.1.p1	XENTR00597
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	XENTR08075
OG0001103	OFUSG12330.1.p1	XENTR11707
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	XENTR08189
OG0001104	OFUSG23716.1.p1	XENTR13239
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	XENTR00250
OG0001105	OFUSG18002.1.p1	XENTR09104
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1	XENTR12570
OG0001107	OFUSG24708.1.p1	XENTR10533, XENTR02061, XENTR02717
OG0001108	OFUSG17063.1.p1	XENTR08568
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	XENTR01519
OG0001109	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458
OG0001110	OFUSG08276.1.p1	XENTR01316, XENTR07736
