Orthogroup	OWEFU	APOSJ_ok
OG0002742	OFUSG18256.1.p1	APOSJ_01176, APOSJ_01175
OG0002743	OFUSG16819.1.p1	APOSJ_06403, APOSJ_15493
OG0002744	OFUSG08357.1.p1	APOSJ_21384, APOSJ_04646
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581
OG0002746	OFUSG09016.1.p1	APOSJ_37776
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	APOSJ_16814, APOSJ_16813
OG0002748	OFUSG25527.1.p1	APOSJ_14556, APOSJ_58086
OG0002749	OFUSG08546.1.p1	APOSJ_34941, APOSJ_15942
OG0002750	OFUSG02806.1.p1	APOSJ_05418
OG0002751	OFUSG05851.1.p1	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917
OG0002753	OFUSG05932.1.p1	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244
OG0002756	OFUSG24104.1.p1	APOSJ_06329
OG0002757	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1	APOSJ_52815, APOSJ_51626, APOSJ_51624
OG0002758	OFUSG15087.1.p1	APOSJ_08249, APOSJ_29321, APOSJ_58263
OG0002759	OFUSG01273.2.p1, OFUSG01273.1.p1	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	APOSJ_38596
OG0002762	OFUSG06435.1.p1	APOSJ_00439, APOSJ_04500, APOSJ_04499
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002764	OFUSG23602.1.p1	APOSJ_42508
OG0002765	OFUSG20514.1.p1	APOSJ_11905
OG0002766	OFUSG25034.1.p1	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718, APOSJ_23221, APOSJ_42807
OG0002767	OFUSG03685.1.p1	APOSJ_60003, APOSJ_60004, APOSJ_60002
OG0002768	OFUSG06807.1.p1	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061
OG0002769	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1	APOSJ_55086, APOSJ_40803
OG0002770	OFUSG06074.1.p1	APOSJ_38958, APOSJ_38959
OG0002771	OFUSG11277.1.p1	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048
OG0002772	OFUSG06709.1.p1	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	APOSJ_24254, APOSJ_24252, APOSJ_24253
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205
OG0002775	OFUSG22089.1.p1	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393
OG0002778	OFUSG09154.1.p1	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735
OG0002778	OFUSG18807.1.p1	APOSJ_34737
OG0002781	OFUSG15810.1.p1	APOSJ_28539
OG0002783	OFUSG23510.1.p1	APOSJ_10533, APOSJ_55166, APOSJ_07046, APOSJ_55168, APOSJ_48553, APOSJ_48548, APOSJ_35505, APOSJ_10534, APOSJ_10535, APOSJ_55167, APOSJ_10531, APOSJ_55164, APOSJ_35504, APOSJ_48552, APOSJ_07041, APOSJ_55169, APOSJ_37692, APOSJ_48554, APOSJ_10536, APOSJ_55165, APOSJ_48547, APOSJ_59696, APOSJ_59796, APOSJ_10532
OG0002784	OFUSG20347.1.p1, OFUSG05299.1.p1	APOSJ_24190, APOSJ_53546, APOSJ_24191, APOSJ_15017, APOSJ_08962, APOSJ_03249, APOSJ_08965, APOSJ_03250, APOSJ_15020, APOSJ_08963, APOSJ_30230, APOSJ_15022, APOSJ_03247, APOSJ_57160, APOSJ_15018, APOSJ_08966, APOSJ_03248, APOSJ_08964, APOSJ_03251, APOSJ_29039, APOSJ_15021, APOSJ_20160, APOSJ_29032, APOSJ_15023
OG0002785	OFUSG17300.1.p1	APOSJ_47547, APOSJ_50712, APOSJ_09205
OG0002786	OFUSG19625.1.p1	APOSJ_46976, APOSJ_46977
OG0002787	OFUSG04751.1.p1	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278
OG0002788	OFUSG01564.1.p1	APOSJ_44752, APOSJ_49851
OG0002789	OFUSG22548.1.p1, OFUSG26403.1.p1, OFUSG15445.1.p1	APOSJ_21091, APOSJ_21089, APOSJ_21090, APOSJ_21092, APOSJ_25143, APOSJ_35007, APOSJ_14410, APOSJ_14411, APOSJ_14408, APOSJ_25149, APOSJ_25141, APOSJ_25137, APOSJ_14409
OG0002790	OFUSG03365.1.p1	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139
OG0002791	OFUSG13923.1.p1	APOSJ_62540
OG0002792	OFUSG04701.2.p1, OFUSG04701.1.p1	APOSJ_21150, APOSJ_21151, APOSJ_35971, APOSJ_35973, APOSJ_21152, APOSJ_35977, APOSJ_21147, APOSJ_21148, APOSJ_35972, APOSJ_21153, APOSJ_35974, APOSJ_21149, APOSJ_25090, APOSJ_35978, APOSJ_35975, APOSJ_21146, APOSJ_35976
OG0002793	OFUSG11360.1.p1	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254
OG0002794	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1	APOSJ_54777, APOSJ_54776
OG0002795	OFUSG16642.1.p1	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943
OG0002811	OFUSG05869.2.p1, OFUSG05869.1.p1	APOSJ_39522, APOSJ_27187
OG0002812	OFUSG23571.1.p1, OFUSG23571.2.p1	APOSJ_14711
OG0002813	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1	APOSJ_11945, APOSJ_11946
OG0002814	OFUSG17968.1.p1	APOSJ_38259, APOSJ_38260
OG0002815	OFUSG00006.1.p1	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194
OG0002816	OFUSG21501.1.p1	APOSJ_64186, APOSJ_46639
OG0002817	OFUSG22074.1.p1	APOSJ_16949
OG0002818	OFUSG06912.1.p1	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946
OG0002821	OFUSG12824.1.p1, OFUSG12868.1.p1	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490
OG0002822	OFUSG10280.1.p1	APOSJ_09867, APOSJ_09866
OG0002823	OFUSG19489.1.p1	APOSJ_31174
OG0002824	OFUSG16938.1.p1	APOSJ_35964
OG0002825	OFUSG07952.1.p1	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909
OG0002826	OFUSG25180.1.p1	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655
OG0002827	OFUSG01136.1.p1	APOSJ_53626
OG0002828	OFUSG20560.1.p1, OFUSG19694.1.p1	APOSJ_34741
OG0002829	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1	APOSJ_53648, APOSJ_53650, APOSJ_65394, APOSJ_10762, APOSJ_37284, APOSJ_10761, APOSJ_10760, APOSJ_16549, APOSJ_38584, APOSJ_22964, APOSJ_03204, APOSJ_48873, APOSJ_37280, APOSJ_48870
OG0002830	OFUSG11249.1.p1, OFUSG11249.2.p1	APOSJ_23697, APOSJ_23698
OG0002831	OFUSG00744.1.p1	APOSJ_36477, APOSJ_26584
OG0002832	OFUSG13113.1.p1	APOSJ_31562, APOSJ_02845, APOSJ_02844, APOSJ_02847, APOSJ_31563, APOSJ_02846, APOSJ_31561
OG0002833	OFUSG10565.1.p1	APOSJ_35386, APOSJ_35388
OG0002835	OFUSG13154.1.p1	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363
OG0002836	OFUSG21241.1.p1	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654
OG0002837	OFUSG03666.1.p1	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730
OG0002838	OFUSG18105.1.p1, OFUSG04576.1.p1	APOSJ_45261, APOSJ_45262, APOSJ_45260, APOSJ_16084
OG0002839	OFUSG04543.1.p1	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086
OG0002840	OFUSG04749.1.p1, OFUSG04749.2.p1	APOSJ_62308, APOSJ_30887, APOSJ_30885, APOSJ_30886, APOSJ_30888, APOSJ_30884, APOSJ_30883, APOSJ_62313
OG0002841	OFUSG06346.1.p1	APOSJ_20424
OG0002842	OFUSG26331.1.p1	APOSJ_58956
OG0002843	OFUSG22264.1.p1	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451
OG0002844	OFUSG06933.1.p1	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552
OG0002846	OFUSG02542.1.p1	APOSJ_45964, APOSJ_45588
OG0002847	OFUSG15328.1.p1	APOSJ_44697, APOSJ_44698, APOSJ_56334
OG0002848	OFUSG20933.1.p1	APOSJ_09676, APOSJ_32851, APOSJ_32850, APOSJ_03976, APOSJ_03975, APOSJ_03979, APOSJ_09674, APOSJ_03977, APOSJ_24672, APOSJ_09677, APOSJ_09675, APOSJ_03978
OG0002849	OFUSG16116.1.p1	APOSJ_51136, APOSJ_51137
OG0002850	OFUSG26286.1.p1, OFUSG26286.2.p1	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286
OG0002851	OFUSG00457.1.p1	APOSJ_62786, APOSJ_12424
OG0002852	OFUSG20544.1.p1	APOSJ_46939, APOSJ_07456, APOSJ_07457, APOSJ_07458, APOSJ_19308, APOSJ_19307
OG0002853	OFUSG20007.1.p1	APOSJ_59651, APOSJ_28071, APOSJ_14866, APOSJ_14868, APOSJ_14867
OG0002854	OFUSG24402.1.p1	APOSJ_25148, APOSJ_13047, APOSJ_16816, APOSJ_24828, APOSJ_25140, APOSJ_13046, APOSJ_13048, APOSJ_24832, APOSJ_13049, APOSJ_24827, APOSJ_13045
OG0002856	OFUSG09744.1.p1	APOSJ_36875, APOSJ_36874
OG0002857	OFUSG23665.1.p1	APOSJ_26324
OG0002858	OFUSG20592.1.p1	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111
OG0002859	OFUSG26370.1.p1	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625
OG0002860	OFUSG10816.1.p1	APOSJ_33844
OG0002861	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1	APOSJ_35852, APOSJ_35851, APOSJ_46755, APOSJ_35849, APOSJ_35850, APOSJ_35848
OG0002862	OFUSG01203.1.p1	APOSJ_22210, APOSJ_05803, APOSJ_22209, APOSJ_21167, APOSJ_22206, APOSJ_22211
OG0002864	OFUSG04409.1.p1	APOSJ_42693, APOSJ_42695
OG0002865	OFUSG05215.1.p1	APOSJ_62439, APOSJ_01468, APOSJ_01467, APOSJ_01465, APOSJ_01466, APOSJ_01462, APOSJ_01463, APOSJ_01464, APOSJ_01461
OG0002866	OFUSG00718.1.p1	APOSJ_18570, APOSJ_18569
OG0002867	OFUSG20621.1.p1	APOSJ_05737, APOSJ_38530, APOSJ_44652, APOSJ_63068, APOSJ_38529, APOSJ_41382, APOSJ_39778, APOSJ_63077, APOSJ_39773, APOSJ_44645, APOSJ_12752, APOSJ_38526, APOSJ_44647, APOSJ_05736, APOSJ_41384, APOSJ_33082, APOSJ_39775, APOSJ_44646, APOSJ_38525, APOSJ_38527, APOSJ_05738, APOSJ_63072, APOSJ_12753, APOSJ_39777, APOSJ_44651, APOSJ_38528, APOSJ_29677, APOSJ_39770, APOSJ_39774, APOSJ_39771, APOSJ_41387, APOSJ_39776, APOSJ_38535
OG0002869	OFUSG26444.1.p1	APOSJ_38172
OG0002870	OFUSG01831.1.p1	APOSJ_23719, APOSJ_23718, APOSJ_59990, APOSJ_06668, APOSJ_47672, APOSJ_23712, APOSJ_59988, APOSJ_50074, APOSJ_14175, APOSJ_59985, APOSJ_59989, APOSJ_59991, APOSJ_59987, APOSJ_59986, APOSJ_14173, APOSJ_30456
OG0002871	OFUSG25447.1.p1	APOSJ_11950, APOSJ_12239, APOSJ_12242, APOSJ_12238, APOSJ_11949, APOSJ_55307, APOSJ_12241, APOSJ_55306, APOSJ_53855, APOSJ_12243, APOSJ_53918
OG0002872	OFUSG20208.1.p1	APOSJ_33725, APOSJ_57180, APOSJ_18572, APOSJ_26124, APOSJ_57178, APOSJ_26123, APOSJ_57183, APOSJ_26127, APOSJ_33729, APOSJ_33726, APOSJ_26129, APOSJ_57184, APOSJ_60944, APOSJ_26126, APOSJ_57181, APOSJ_57179, APOSJ_64747, APOSJ_57182
OG0002873	OFUSG10642.1.p1	APOSJ_14384, APOSJ_14383, APOSJ_24938, APOSJ_14380, APOSJ_24940, APOSJ_14382, APOSJ_24951, APOSJ_14381
OG0002874	OFUSG06465.1.p1	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439
OG0002875	OFUSG25099.1.p1	APOSJ_17891, APOSJ_04454, APOSJ_04452, APOSJ_27739, APOSJ_04451, APOSJ_08308, APOSJ_35833, APOSJ_04453, APOSJ_35836, APOSJ_27740
OG0002876	OFUSG07618.1.p1	APOSJ_08793, APOSJ_08790, APOSJ_56117, APOSJ_08792
OG0002877	OFUSG09062.2.p1, OFUSG09062.1.p1	APOSJ_02089, APOSJ_60900, APOSJ_02092, APOSJ_02088, APOSJ_60905, APOSJ_60909, APOSJ_53024, APOSJ_02090, APOSJ_60903, APOSJ_53028, APOSJ_60899, APOSJ_53023, APOSJ_02091
OG0002878	OFUSG26924.1.p1	APOSJ_02885
OG0002879	OFUSG00445.1.p1	APOSJ_41050, APOSJ_60981
OG0002880	OFUSG17371.1.p1, OFUSG17371.2.p1	APOSJ_63786, APOSJ_62485, APOSJ_62484, APOSJ_10125
OG0002881	OFUSG13652.1.p1	APOSJ_64404
OG0002881	OFUSG13651.2.p1, OFUSG13651.1.p1	APOSJ_09724
OG0002882	OFUSG17576.1.p1	APOSJ_39783, APOSJ_39784
OG0002883	OFUSG22592.1.p1	APOSJ_51983, APOSJ_12925, APOSJ_12928, APOSJ_12929, APOSJ_12927, APOSJ_12924, APOSJ_19958, APOSJ_12923, APOSJ_19960, APOSJ_12926
OG0002884	OFUSG01224.1.p1	APOSJ_42468, APOSJ_26803, APOSJ_00564, APOSJ_26806, APOSJ_42472, APOSJ_26801, APOSJ_26805, APOSJ_42469, APOSJ_42470, APOSJ_42471, APOSJ_26804
OG0002885	OFUSG24644.1.p1	APOSJ_25927, APOSJ_53416, APOSJ_53411, APOSJ_63131, APOSJ_53415, APOSJ_63123, APOSJ_01287, APOSJ_63126
OG0002886	OFUSG09862.1.p1, OFUSG09896.1.p1, OFUSG09868.1.p1, OFUSG09881.2.p1, OFUSG09881.1.p1, OFUSG25424.1.p1, OFUSG25424.2.p1	APOSJ_64988, APOSJ_53777
OG0002887	OFUSG17477.1.p1	APOSJ_01678, APOSJ_01680, APOSJ_01682, APOSJ_36289, APOSJ_01679, APOSJ_36286, APOSJ_01681, APOSJ_36290, APOSJ_26914, APOSJ_36285, APOSJ_36288, APOSJ_36292, APOSJ_36291, APOSJ_36287
OG0002888	OFUSG18365.1.p1	APOSJ_59922, APOSJ_59919, APOSJ_59920, APOSJ_59921
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	APOSJ_05177
OG0002890	OFUSG23123.1.p1, OFUSG23123.2.p1	APOSJ_11570, APOSJ_11571
OG0002891	OFUSG13187.1.p1	APOSJ_25188, APOSJ_27730, APOSJ_25189, APOSJ_12575, APOSJ_12567, APOSJ_25185, APOSJ_12342, APOSJ_29943, APOSJ_25187, APOSJ_25186, APOSJ_29944
OG0002893	OFUSG14671.1.p1, OFUSG14674.1.p1	APOSJ_48470
OG0002894	OFUSG25047.1.p1	APOSJ_11324, APOSJ_11322, APOSJ_11323, APOSJ_11321
OG0002895	OFUSG18676.1.p1	APOSJ_26606, APOSJ_26608, APOSJ_26610, APOSJ_26609, APOSJ_26605
OG0002896	OFUSG14237.1.p1	APOSJ_45523, APOSJ_45520, APOSJ_45522, APOSJ_45521, APOSJ_45519
OG0002897	OFUSG17101.1.p1	APOSJ_33105, APOSJ_26458
OG0002898	OFUSG11484.1.p1	APOSJ_00660, APOSJ_02099, APOSJ_43120, APOSJ_43119
OG0002899	OFUSG21253.1.p1	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925
OG0002900	OFUSG19632.1.p1	APOSJ_56992, APOSJ_30063
OG0002901	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1	APOSJ_65273, APOSJ_65272, APOSJ_65274, APOSJ_65271
OG0002902	OFUSG05328.1.p1	APOSJ_31066, APOSJ_62531
OG0002902	OFUSG10184.1.p1	APOSJ_05793, APOSJ_05792
OG0002904	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1	APOSJ_19129, APOSJ_19131, APOSJ_19134, APOSJ_19135, APOSJ_23721, APOSJ_19130, APOSJ_19127, APOSJ_23720, APOSJ_23722, APOSJ_19128, APOSJ_19133, APOSJ_19132
OG0002905	OFUSG23411.1.p1	APOSJ_43847, APOSJ_43845, APOSJ_37810, APOSJ_43843, APOSJ_37809, APOSJ_37811, APOSJ_36736, APOSJ_36735, APOSJ_43846, APOSJ_36734, APOSJ_43844
OG0002906	OFUSG05126.1.p1, OFUSG05126.2.p1	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362
OG0002907	OFUSG19626.1.p1	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908
OG0002908	OFUSG16213.1.p1	APOSJ_41049, APOSJ_41048
OG0002908	OFUSG05174.1.p1	APOSJ_00968, APOSJ_00966, APOSJ_00967, APOSJ_00969
OG0002909	OFUSG18769.1.p1	APOSJ_42655, APOSJ_42656
OG0002910	OFUSG01086.1.p1	APOSJ_19905, APOSJ_19904
OG0002911	OFUSG19353.2.p1, OFUSG19353.1.p1	APOSJ_38670, APOSJ_38671
OG0002912	OFUSG20904.1.p1	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754
OG0002913	OFUSG04257.1.p1	APOSJ_47280, APOSJ_26666
OG0002914	OFUSG08374.1.p1	APOSJ_55617
OG0002915	OFUSG20878.1.p1	APOSJ_21025, APOSJ_52601, APOSJ_52602
OG0002916	OFUSG21167.1.p1	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204
OG0002917	OFUSG14554.1.p1	APOSJ_48174
OG0002919	OFUSG20197.1.p1, OFUSG20197.2.p1	APOSJ_18306, APOSJ_19042, APOSJ_19041
OG0002921	OFUSG15321.1.p1	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870
OG0002922	OFUSG06794.1.p1	APOSJ_63518, APOSJ_42218, APOSJ_05816, APOSJ_17087
OG0002923	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1	APOSJ_24415, APOSJ_50520, APOSJ_22686, APOSJ_24417, APOSJ_24414, APOSJ_24420
OG0002924	OFUSG03913.1.p1	APOSJ_52951, APOSJ_52952, APOSJ_52954, APOSJ_52953, APOSJ_59897, APOSJ_52950, APOSJ_52955, APOSJ_60511
OG0002925	OFUSG23710.1.p1	APOSJ_38140, APOSJ_33448, APOSJ_38141, APOSJ_38135, APOSJ_38142, APOSJ_38712, APOSJ_38139, APOSJ_38137, APOSJ_38136, APOSJ_38138
OG0002926	OFUSG08908.1.p1	APOSJ_06972, APOSJ_06973, APOSJ_06975, APOSJ_06974
OG0002927	OFUSG04039.2.p1, OFUSG04039.1.p1	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156
OG0002928	OFUSG09565.1.p1	APOSJ_46594, APOSJ_64170, APOSJ_53939, APOSJ_41293, APOSJ_60430, APOSJ_00546, APOSJ_41290, APOSJ_42317, APOSJ_53936, APOSJ_41287, APOSJ_40685, APOSJ_12898, APOSJ_40686, APOSJ_40688, APOSJ_58349, APOSJ_41292, APOSJ_40687, APOSJ_53937, APOSJ_60431, APOSJ_06806, APOSJ_06804, APOSJ_60429, APOSJ_53938, APOSJ_40689, APOSJ_60428, APOSJ_53935, APOSJ_41289, APOSJ_41288, APOSJ_53940, APOSJ_06803, APOSJ_40684, APOSJ_41286, APOSJ_49943, APOSJ_49944, APOSJ_43242, APOSJ_49942, APOSJ_60427, APOSJ_06805
OG0002944	OFUSG26530.1.p1	APOSJ_59286, APOSJ_30367, APOSJ_06364
OG0002945	OFUSG10545.1.p1	APOSJ_48648, APOSJ_20590, APOSJ_17785, APOSJ_47516, APOSJ_12046, APOSJ_12047, APOSJ_12049, APOSJ_47519, APOSJ_12048, APOSJ_47515, APOSJ_47520, APOSJ_47514, APOSJ_12044, APOSJ_12045, APOSJ_47517
OG0002947	OFUSG06938.1.p1, OFUSG05617.1.p1	APOSJ_02647, APOSJ_02648, APOSJ_54387, APOSJ_46768
OG0002948	OFUSG13662.1.p1	APOSJ_47013
OG0002952	OFUSG03363.1.p1	APOSJ_38185
OG0002953	OFUSG21854.1.p1	APOSJ_06750, APOSJ_21712
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427
OG0002956	OFUSG09190.1.p1	APOSJ_24900, APOSJ_14367
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	APOSJ_56271, APOSJ_56272
OG0002958	OFUSG08696.2.p1, OFUSG08696.1.p1	APOSJ_19808, APOSJ_35061, APOSJ_35059, APOSJ_11287, APOSJ_05533
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	APOSJ_47581, APOSJ_29476
OG0002960	OFUSG07939.1.p1	APOSJ_46873
OG0002961	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1	APOSJ_48061, APOSJ_48062, APOSJ_48060
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063
OG0002963	OFUSG14189.1.p1, OFUSG24876.1.p1, OFUSG24812.1.p1	APOSJ_51818, APOSJ_51819
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	APOSJ_46194
OG0002965	OFUSG00878.1.p1	APOSJ_52959
OG0002966	OFUSG08150.1.p1, OFUSG08150.2.p1	APOSJ_19690, APOSJ_19691
OG0002967	OFUSG21907.1.p1	APOSJ_44455, APOSJ_44454
OG0002968	OFUSG13570.1.p1	APOSJ_21357, APOSJ_21358
OG0002969	OFUSG04125.1.p1	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845
OG0002971	OFUSG17150.1.p1	APOSJ_37915, APOSJ_29340, APOSJ_37910
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	APOSJ_42996
OG0002974	OFUSG04989.1.p1	APOSJ_65070
OG0002975	OFUSG21917.1.p1	APOSJ_55740, APOSJ_40908, APOSJ_55741
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712
OG0002977	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1	APOSJ_04874, APOSJ_04873
OG0002978	OFUSG12256.1.p1	APOSJ_64685, APOSJ_45730
OG0002979	OFUSG00218.2.p1, OFUSG00218.1.p1	APOSJ_30422, APOSJ_30421
OG0002980	OFUSG05550.1.p1	APOSJ_44816, APOSJ_54109, APOSJ_57718, APOSJ_19826, APOSJ_19827, APOSJ_19828
OG0002981	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1	APOSJ_48720, APOSJ_61926, APOSJ_10226, APOSJ_42619, APOSJ_48721, APOSJ_34442, APOSJ_10225, APOSJ_30362, APOSJ_42621, APOSJ_61925, APOSJ_59198, APOSJ_48719, APOSJ_48722, APOSJ_42620, APOSJ_43870, APOSJ_48718
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1	APOSJ_31495, APOSJ_31494
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311
