Orthogroup	OWEFU	APOSJ_ok
OG0001020	OFUSG16974.1.p1	APOSJ_46458, APOSJ_59840, APOSJ_46964, APOSJ_28408, APOSJ_06293, APOSJ_48481, APOSJ_50595, APOSJ_59834, APOSJ_54681, APOSJ_59842, APOSJ_06287, APOSJ_28402, APOSJ_29654, APOSJ_59835, APOSJ_28405, APOSJ_34684, APOSJ_29663, APOSJ_34682, APOSJ_29662, APOSJ_18010, APOSJ_59838, APOSJ_00681, APOSJ_34681, APOSJ_39799, APOSJ_39793, APOSJ_43170, APOSJ_39795, APOSJ_39794, APOSJ_39798, APOSJ_43167, APOSJ_43168, APOSJ_43169, APOSJ_39792, APOSJ_06607, APOSJ_46721, APOSJ_49708, APOSJ_49703, APOSJ_57963
OG0001022	OFUSG14113.1.p1, OFUSG14117.1.p1	APOSJ_05266, APOSJ_05268, APOSJ_05267
OG0001023	OFUSG01359.1.p1	APOSJ_37628
OG0001024	OFUSG17905.1.p1	APOSJ_05017
OG0001025	OFUSG22144.1.p1	APOSJ_31046
OG0001026	OFUSG10458.1.p1	APOSJ_35709, APOSJ_41682, APOSJ_53540, APOSJ_41677, APOSJ_41678, APOSJ_41680, APOSJ_59357, APOSJ_41683, APOSJ_29439, APOSJ_23858, APOSJ_23846, APOSJ_07549, APOSJ_19505, APOSJ_09935, APOSJ_41685, APOSJ_23843, APOSJ_29443, APOSJ_35704, APOSJ_12520, APOSJ_22315, APOSJ_09938, APOSJ_07431, APOSJ_29440, APOSJ_35703, APOSJ_41679, APOSJ_41686, APOSJ_41684, APOSJ_41681, APOSJ_29442, APOSJ_29441, APOSJ_29437, APOSJ_35702, APOSJ_35705
OG0001027	OFUSG15315.1.p1	APOSJ_32879, APOSJ_32143, APOSJ_56963, APOSJ_56964, APOSJ_56962, APOSJ_18165, APOSJ_18168, APOSJ_18166
OG0001028	OFUSG08945.1.p1, OFUSG08945.2.p1	APOSJ_29644
OG0001029	OFUSG23212.2.p1, OFUSG23212.1.p1	APOSJ_39135, APOSJ_44878
OG0001030	OFUSG09158.1.p1	APOSJ_29201
OG0001031	OFUSG10916.2.p1, OFUSG10916.3.p1, OFUSG10916.1.p1, OFUSG10915.1.p1	APOSJ_07513, APOSJ_47258
OG0001032	OFUSG05074.1.p1, OFUSG07488.1.p1, OFUSG07488.2.p1	APOSJ_04537
OG0001033	OFUSG17922.1.p1	APOSJ_38678
OG0001033	OFUSG07728.1.p1, OFUSG07728.2.p1	APOSJ_30056, APOSJ_30055
OG0001034	OFUSG04414.1.p1	APOSJ_19523, APOSJ_19524
OG0001036	OFUSG23486.1.p1	APOSJ_45992, APOSJ_45991, APOSJ_62205, APOSJ_65418, APOSJ_45993, APOSJ_45994, APOSJ_20388, APOSJ_65361, APOSJ_65420, APOSJ_65417, APOSJ_62207, APOSJ_45995, APOSJ_65421, APOSJ_65422, APOSJ_62208, APOSJ_20387, APOSJ_45989, APOSJ_62206, APOSJ_65419, APOSJ_20346, APOSJ_62210, APOSJ_62204, APOSJ_62209, APOSJ_62212, APOSJ_62211, APOSJ_45990, APOSJ_45988
OG0001038	OFUSG06632.3.p1, OFUSG06632.1.p1, OFUSG06632.2.p1, OFUSG06632.4.p1	APOSJ_21588, APOSJ_13547, APOSJ_02121, APOSJ_13552, APOSJ_13546, APOSJ_21587, APOSJ_64976, APOSJ_21586, APOSJ_13549, APOSJ_13548, APOSJ_13550, APOSJ_13551, APOSJ_19631
OG0001039	OFUSG22530.1.p1	APOSJ_37039
OG0001039	OFUSG18772.1.p1	APOSJ_01116
OG0001041	OFUSG24963.1.p1, OFUSG04474.1.p1, OFUSG06262.1.p1, OFUSG24957.1.p1	APOSJ_36847, APOSJ_64821, APOSJ_64820, APOSJ_53685, APOSJ_40729, APOSJ_24421, APOSJ_60243, APOSJ_60245, APOSJ_34620, APOSJ_60242, APOSJ_60244, APOSJ_31448, APOSJ_35566
OG0001042	OFUSG18717.1.p1, OFUSG18717.2.p1	APOSJ_46719, APOSJ_46717, APOSJ_46718, APOSJ_46720
OG0001043	OFUSG17849.1.p1, OFUSG17610.1.p1, OFUSG17609.1.p1	APOSJ_11354, APOSJ_47559, APOSJ_36363, APOSJ_24296, APOSJ_24297
OG0001044	OFUSG23994.1.p1	APOSJ_62309, APOSJ_46948
OG0001046	OFUSG10400.1.p1	APOSJ_24766, APOSJ_55065, APOSJ_05953, APOSJ_57514, APOSJ_05952, APOSJ_09219, APOSJ_37743, APOSJ_24765, APOSJ_05951
OG0001047	OFUSG13920.1.p1	APOSJ_45242, APOSJ_45243
OG0001048	OFUSG11109.1.p1	APOSJ_27594, APOSJ_41848, APOSJ_20345
OG0001049	OFUSG17397.1.p1	APOSJ_16760
OG0001049	OFUSG21106.1.p1	APOSJ_46323
OG0001050	OFUSG06846.1.p1, OFUSG09204.1.p1, OFUSG19968.1.p1, OFUSG09691.1.p1	APOSJ_46949
OG0001052	OFUSG10412.2.p1, OFUSG10412.1.p1	APOSJ_09889, APOSJ_09886, APOSJ_09888, APOSJ_09887
OG0001052	OFUSG10259.2.p1, OFUSG10259.1.p1	APOSJ_62429, APOSJ_62427, APOSJ_46754, APOSJ_62428, APOSJ_62426, APOSJ_62430, APOSJ_38662, APOSJ_38661
OG0001053	OFUSG16393.1.p1	APOSJ_02413
OG0001054	OFUSG18430.1.p1, OFUSG18550.2.p1, OFUSG18550.1.p1	APOSJ_17274
OG0001055	OFUSG01701.1.p1, OFUSG25546.1.p1, OFUSG23915.1.p1, OFUSG26007.1.p1	APOSJ_10962, APOSJ_16061, APOSJ_12498, APOSJ_35533, APOSJ_16074, APOSJ_61309, APOSJ_42643, APOSJ_42642
OG0001055	OFUSG08271.1.p1, OFUSG03490.1.p1, OFUSG03488.1.p1, OFUSG03489.1.p1	APOSJ_25379
OG0001057	OFUSG10093.2.p1, OFUSG10093.1.p1	APOSJ_33205, APOSJ_33207, APOSJ_33206, APOSJ_11790, APOSJ_24529
OG0001058	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1	APOSJ_48611, APOSJ_53333, APOSJ_34828, APOSJ_34832, APOSJ_53285, APOSJ_48612, APOSJ_34827, APOSJ_18802, APOSJ_63702, APOSJ_63616, APOSJ_34833, APOSJ_34829, APOSJ_18801, APOSJ_53339, APOSJ_48613, APOSJ_48614, APOSJ_48615, APOSJ_48610, APOSJ_18800, APOSJ_34830
OG0001059	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1	APOSJ_19752, APOSJ_44465, APOSJ_19754, APOSJ_19755
OG0001060	OFUSG03037.1.p1	APOSJ_20350, APOSJ_20347, APOSJ_20348
OG0001061	OFUSG03847.1.p1	APOSJ_33833, APOSJ_55080, APOSJ_17482, APOSJ_44690, APOSJ_44691
OG0001062	OFUSG17199.1.p1, OFUSG17199.2.p1	APOSJ_06165, APOSJ_06163, APOSJ_38748, APOSJ_39590, APOSJ_39591, APOSJ_38754, APOSJ_39589, APOSJ_38752, APOSJ_06167, APOSJ_06168, APOSJ_06161, APOSJ_06162
OG0001063	OFUSG11469.1.p1	APOSJ_14499, APOSJ_25664
OG0001063	OFUSG12080.1.p1	APOSJ_08878, APOSJ_08877, APOSJ_08879
OG0001065	OFUSG12064.1.p1	APOSJ_34370, APOSJ_34369
OG0001065	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1	APOSJ_56898
OG0001066	OFUSG05685.1.p1	APOSJ_40782, APOSJ_48950
OG0001067	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1	APOSJ_30538, APOSJ_30537
OG0001068	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1	APOSJ_58219, APOSJ_58221, APOSJ_58220
OG0001072	OFUSG14989.1.p1, OFUSG14989.2.p1	APOSJ_31299
OG0001072	OFUSG23887.1.p1, OFUSG23887.2.p1	APOSJ_37742, APOSJ_37741, APOSJ_37740, APOSJ_52931
OG0001073	OFUSG03347.1.p1	APOSJ_44600, APOSJ_44598, APOSJ_02115, APOSJ_44601, APOSJ_44603, APOSJ_44596, APOSJ_44604, APOSJ_44599, APOSJ_44602, APOSJ_10539, APOSJ_44597, APOSJ_02114
OG0001073	OFUSG03346.1.p1	APOSJ_15120, APOSJ_15122
OG0001075	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1	APOSJ_43886, APOSJ_55214
OG0001076	OFUSG03330.1.p1	APOSJ_20280
OG0001077	OFUSG15956.1.p1, OFUSG15957.1.p1	APOSJ_32144, APOSJ_05175, APOSJ_05176
OG0001078	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1	APOSJ_01341
OG0001079	OFUSG06804.1.p1	APOSJ_48407
OG0001080	OFUSG16677.1.p1	APOSJ_02975
OG0001080	OFUSG00008.1.p1	APOSJ_50278
OG0001081	OFUSG14342.1.p1, OFUSG07840.1.p1	APOSJ_19313, APOSJ_18432, APOSJ_18433, APOSJ_51296, APOSJ_18436, APOSJ_06899, APOSJ_05795, APOSJ_18435
OG0001082	OFUSG04037.1.p1	APOSJ_50344, APOSJ_55101, APOSJ_30098, APOSJ_55093, APOSJ_08785, APOSJ_55094, APOSJ_32224, APOSJ_55097, APOSJ_06626, APOSJ_06627
OG0001083	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1	APOSJ_38880, APOSJ_38874, APOSJ_38151, APOSJ_38152, APOSJ_38150, APOSJ_31067, APOSJ_38149, APOSJ_38873
OG0001084	OFUSG00659.1.p1, OFUSG00659.2.p1	APOSJ_54407, APOSJ_03690, APOSJ_54409, APOSJ_45657, APOSJ_53106, APOSJ_54408, APOSJ_63134, APOSJ_63135, APOSJ_61049, APOSJ_07255, APOSJ_03689, APOSJ_45666, APOSJ_07254, APOSJ_07256, APOSJ_54406, APOSJ_07252, APOSJ_63118, APOSJ_45669, APOSJ_03688, APOSJ_45660, APOSJ_45661, APOSJ_63130, APOSJ_07253
OG0001085	OFUSG06361.1.p1	APOSJ_60767, APOSJ_60764, APOSJ_63024
OG0001086	OFUSG12287.2.p1, OFUSG12287.1.p1	APOSJ_30188
OG0001087	OFUSG03054.1.p2, OFUSG03745.1.p1	APOSJ_49388, APOSJ_25834, APOSJ_25833, APOSJ_25832
OG0001087	OFUSG17195.1.p1	APOSJ_62802
OG0001087	OFUSG21462.1.p1	APOSJ_16706, APOSJ_16707, APOSJ_43869, APOSJ_43867, APOSJ_38992, APOSJ_08440, APOSJ_55685, APOSJ_55683, APOSJ_38990, APOSJ_08441, APOSJ_55684, APOSJ_38995, APOSJ_08438, APOSJ_38993, APOSJ_38991, APOSJ_38996, APOSJ_55686, APOSJ_38994, APOSJ_08436, APOSJ_12357, APOSJ_08437, APOSJ_55682, APOSJ_44061, APOSJ_55681, APOSJ_55678, APOSJ_08435, APOSJ_55680
OG0001088	OFUSG12190.1.p1	APOSJ_60103
OG0001088	OFUSG15120.4.p1, OFUSG15120.1.p1, OFUSG15120.2.p1, OFUSG15120.3.p1	APOSJ_03808, APOSJ_23624, APOSJ_03809
OG0001088	OFUSG11487.2.p1, OFUSG11487.1.p1	APOSJ_62411
OG0001089	OFUSG19616.1.p1	APOSJ_44329
OG0001092	OFUSG02473.1.p1	APOSJ_34458, APOSJ_16950, APOSJ_34460, APOSJ_34459
OG0001094	OFUSG12462.1.p1	APOSJ_43517
OG0001095	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1	APOSJ_21298
OG0001102	OFUSG12472.1.p1	APOSJ_20394, APOSJ_20392, APOSJ_20393
OG0001102	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1	APOSJ_62424, APOSJ_01923, APOSJ_09690
OG0001103	OFUSG12330.1.p1	APOSJ_18790, APOSJ_53872, APOSJ_18791
OG0001103	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1	APOSJ_28765, APOSJ_28766, APOSJ_28767
OG0001104	OFUSG23716.1.p1	APOSJ_63115
OG0001105	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1	APOSJ_26419, APOSJ_14625, APOSJ_14622, APOSJ_36785
OG0001106	OFUSG09718.2.p1, OFUSG09718.1.p1, OFUSG06264.1.p1, OFUSG06257.1.p1	APOSJ_42254, APOSJ_64987
OG0001107	OFUSG24708.1.p1	APOSJ_21580, APOSJ_21590, APOSJ_21589, APOSJ_21582, APOSJ_21584, APOSJ_05877, APOSJ_21585, APOSJ_21583
OG0001108	OFUSG17063.1.p1	APOSJ_02969, APOSJ_02970
OG0001108	OFUSG24077.2.p1, OFUSG24077.1.p1	APOSJ_19593
OG0001110	OFUSG08273.1.p1, OFUSG08276.1.p1	APOSJ_15855, APOSJ_15853, APOSJ_15854, APOSJ_15851, APOSJ_15852, APOSJ_15850
OG0001111	OFUSG11298.1.p1	APOSJ_24368
OG0001111	OFUSG11299.1.p1	APOSJ_02457
OG0001112	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1	APOSJ_41571, APOSJ_41572
OG0001113	OFUSG01933.1.p1	APOSJ_62872, APOSJ_49690, APOSJ_62875, APOSJ_62876
OG0001113	OFUSG14818.1.p1	APOSJ_49287
OG0001114	OFUSG04229.1.p1	APOSJ_15885, APOSJ_20381, APOSJ_20380
OG0001115	OFUSG04191.1.p1	APOSJ_11052, APOSJ_11048, APOSJ_11050, APOSJ_11047, APOSJ_11051, APOSJ_11049
OG0001118	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1	APOSJ_00995, APOSJ_55077, APOSJ_06498, APOSJ_06499, APOSJ_55078
OG0001121	OFUSG00225.1.p1, OFUSG00225.2.p1	APOSJ_32181, APOSJ_51004, APOSJ_32180, APOSJ_34465, APOSJ_32179, APOSJ_50971, APOSJ_34466, APOSJ_34463, APOSJ_17002, APOSJ_32178, APOSJ_32177
OG0001122	OFUSG14506.1.p1, OFUSG24260.1.p1	APOSJ_27337, APOSJ_11485, APOSJ_44410, APOSJ_13950, APOSJ_43812
OG0001123	OFUSG12701.1.p1	APOSJ_12564, APOSJ_07738
OG0001123	OFUSG22297.1.p1	APOSJ_35407, APOSJ_35406
OG0001124	OFUSG10854.1.p1	APOSJ_50119, APOSJ_64959, APOSJ_50120
OG0001124	OFUSG07596.1.p1	APOSJ_06928, APOSJ_19612, APOSJ_43744, APOSJ_06929
OG0001125	OFUSG23339.1.p1	APOSJ_02616
OG0001125	OFUSG23343.1.p1	APOSJ_31336, APOSJ_10806, APOSJ_22931, APOSJ_42983
OG0001125	OFUSG23334.1.p1	APOSJ_52656
OG0001125	OFUSG23335.1.p1	APOSJ_62260, APOSJ_05546
OG0001126	OFUSG24750.1.p1	APOSJ_30661, APOSJ_61227, APOSJ_30660, APOSJ_34351, APOSJ_30658, APOSJ_34352, APOSJ_61230, APOSJ_30659, APOSJ_34349, APOSJ_30655, APOSJ_34350
OG0001126	OFUSG06152.1.p1	APOSJ_52110, APOSJ_52111, APOSJ_52109
OG0001127	OFUSG16574.1.p1, OFUSG16574.2.p1	APOSJ_37145, APOSJ_37142, APOSJ_37143, APOSJ_37141
OG0001128	OFUSG11491.1.p1	APOSJ_57260, APOSJ_18952
OG0001129	OFUSG05147.2.p1, OFUSG05147.1.p1	APOSJ_25816, APOSJ_25817, APOSJ_25818
OG0001130	OFUSG08598.1.p1	APOSJ_45980, APOSJ_45981
OG0001131	OFUSG21658.1.p1	APOSJ_45169, APOSJ_59509, APOSJ_59504, APOSJ_59505, APOSJ_59507, APOSJ_52861, APOSJ_34886, APOSJ_46529, APOSJ_40439, APOSJ_46532, APOSJ_46530, APOSJ_40442, APOSJ_34889, APOSJ_46527, APOSJ_46535, APOSJ_28173, APOSJ_29139, APOSJ_34885, APOSJ_40441, APOSJ_46534, APOSJ_45168, APOSJ_47747, APOSJ_59506, APOSJ_59501, APOSJ_59508, APOSJ_47746, APOSJ_34891, APOSJ_46528, APOSJ_34890, APOSJ_34887
OG0001132	OFUSG20144.1.p1	APOSJ_17244, APOSJ_11493, APOSJ_11488, APOSJ_11495, APOSJ_11496, APOSJ_17243, APOSJ_11490, APOSJ_11492, APOSJ_59966, APOSJ_47442, APOSJ_28964, APOSJ_28968, APOSJ_47445, APOSJ_28966, APOSJ_47446, APOSJ_59964, APOSJ_47441, APOSJ_59963, APOSJ_32987, APOSJ_28965, APOSJ_47439, APOSJ_59961, APOSJ_17245, APOSJ_17242, APOSJ_11489, APOSJ_11494, APOSJ_17241, APOSJ_00742, APOSJ_17247, APOSJ_11491, APOSJ_47443, APOSJ_17246, APOSJ_28967, APOSJ_59962, APOSJ_47444, APOSJ_28969, APOSJ_28963, APOSJ_59965, APOSJ_47440
OG0001133	OFUSG08388.1.p1	APOSJ_43053, APOSJ_43052
OG0001133	OFUSG21360.1.p1	APOSJ_30572, APOSJ_30571, APOSJ_30570
OG0001134	OFUSG10062.2.p1, OFUSG10062.1.p1	APOSJ_46103, APOSJ_39342
OG0001135	OFUSG17784.2.p1, OFUSG17784.1.p1	APOSJ_18187
OG0001136	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1	APOSJ_60014, APOSJ_58081, APOSJ_60019, APOSJ_60022
OG0001137	OFUSG11347.1.p1	APOSJ_07767, APOSJ_07766
OG0001138	OFUSG13035.1.p1, OFUSG13035.2.p1	APOSJ_48351
OG0001139	OFUSG26881.1.p1	APOSJ_39764, APOSJ_06912, APOSJ_06911
OG0001139	OFUSG25576.1.p1	APOSJ_12993
OG0001140	OFUSG20072.1.p1, OFUSG00173.1.p1	APOSJ_35608, APOSJ_23309
OG0001141	OFUSG09098.2.p1, OFUSG09098.1.p1	APOSJ_14268, APOSJ_58207, APOSJ_64480, APOSJ_64479
OG0001142	OFUSG10654.1.p1	APOSJ_21965, APOSJ_61915, APOSJ_51026, APOSJ_39756, APOSJ_48881, APOSJ_48879, APOSJ_16159, APOSJ_21967, APOSJ_48880, APOSJ_45036, APOSJ_41992, APOSJ_45034, APOSJ_12989, APOSJ_45038, APOSJ_45037, APOSJ_45032, APOSJ_21973, APOSJ_51022, APOSJ_51024, APOSJ_51347, APOSJ_45033, APOSJ_16163, APOSJ_01149, APOSJ_45035, APOSJ_48882, APOSJ_01134, APOSJ_48877
OG0001143	OFUSG16015.1.p1	APOSJ_50743, APOSJ_50744, APOSJ_53351, APOSJ_47727, APOSJ_50745, APOSJ_47725
OG0001144	OFUSG23430.1.p1	APOSJ_14988, APOSJ_12514, APOSJ_14987, APOSJ_14986, APOSJ_14989
OG0001146	OFUSG16918.1.p1	APOSJ_18240, APOSJ_18241, APOSJ_49551
OG0001148	OFUSG04841.1.p1	APOSJ_36458, APOSJ_27843, APOSJ_36457, APOSJ_36456
OG0001149	OFUSG26608.1.p1, OFUSG26608.2.p1	APOSJ_33950, APOSJ_33949
OG0001155	OFUSG23517.1.p1	APOSJ_15552
OG0001155	OFUSG22403.1.p1	APOSJ_15648, APOSJ_15647
OG0001156	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1	APOSJ_18425
OG0001158	OFUSG20905.2.p1, OFUSG20905.1.p1	APOSJ_62821, APOSJ_10981, APOSJ_10980, APOSJ_04235
OG0001159	OFUSG11338.1.p1, OFUSG20958.1.p1	APOSJ_51472, APOSJ_51719
OG0001160	OFUSG07954.1.p1	APOSJ_45582, APOSJ_28225, APOSJ_28221, APOSJ_28222, APOSJ_28223
OG0001161	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1	APOSJ_18705, APOSJ_18703, APOSJ_18704, APOSJ_18706, APOSJ_65292, APOSJ_00565, APOSJ_11477, APOSJ_11474
OG0001162	OFUSG20181.1.p1	APOSJ_60627, APOSJ_64538, APOSJ_64537
OG0001163	OFUSG11184.1.p1, OFUSG11184.2.p1	APOSJ_07955, APOSJ_07957, APOSJ_49878, APOSJ_07956, APOSJ_07959, APOSJ_07958, APOSJ_46878, APOSJ_11189, APOSJ_63692, APOSJ_44713, APOSJ_44711, APOSJ_33342, APOSJ_13133
OG0001164	OFUSG24177.1.p1	APOSJ_01946
OG0001165	OFUSG13166.1.p1	APOSJ_07921, APOSJ_28147, APOSJ_28137, APOSJ_04506, APOSJ_04505, APOSJ_47651, APOSJ_28149, APOSJ_07922, APOSJ_28148, APOSJ_28150, APOSJ_28146
OG0001165	OFUSG14678.1.p1, OFUSG14678.2.p1	APOSJ_62646, APOSJ_62647, APOSJ_62643, APOSJ_62645
OG0001166	OFUSG02486.1.p1	APOSJ_24788, APOSJ_24784, APOSJ_24786, APOSJ_24782, APOSJ_24785, APOSJ_24888, APOSJ_24783, APOSJ_24787
OG0001167	OFUSG21708.1.p1	APOSJ_55239, APOSJ_63932, APOSJ_48587, APOSJ_55240, APOSJ_48606, APOSJ_63850, APOSJ_55243, APOSJ_48588, APOSJ_48591, APOSJ_48609, APOSJ_48593, APOSJ_48590, APOSJ_55238, APOSJ_55241, APOSJ_48592, APOSJ_48594, APOSJ_55242, APOSJ_48899, APOSJ_42628, APOSJ_48608, APOSJ_55237, APOSJ_48589, APOSJ_48595
OG0001168	OFUSG18913.1.p1	APOSJ_28988, APOSJ_36650, APOSJ_29205, APOSJ_28989, APOSJ_24017, APOSJ_22126
OG0001169	OFUSG02492.1.p1	APOSJ_34689, APOSJ_05561, APOSJ_05560, APOSJ_05559
OG0001170	OFUSG01257.1.p1	APOSJ_58947, APOSJ_53815, APOSJ_65389, APOSJ_65390, APOSJ_53814, APOSJ_65388, APOSJ_65384, APOSJ_44064, APOSJ_44065
OG0001171	OFUSG16690.1.p1	APOSJ_32394, APOSJ_32395
OG0001172	OFUSG24342.1.p1	APOSJ_56461
OG0001173	OFUSG04683.1.p1	APOSJ_61633
OG0001174	OFUSG06404.1.p1, OFUSG06737.1.p1	APOSJ_37059, APOSJ_31995, APOSJ_37055, APOSJ_31992, APOSJ_37057, APOSJ_37060, APOSJ_37056, APOSJ_31947, APOSJ_37053, APOSJ_37058, APOSJ_37054, APOSJ_31999, APOSJ_31998, APOSJ_31996, APOSJ_31997, APOSJ_31994
OG0001176	OFUSG10722.1.p1	APOSJ_42572, APOSJ_01076, APOSJ_42571, APOSJ_42573
OG0001177	OFUSG21017.1.p1, OFUSG21015.1.p1	APOSJ_52104, APOSJ_44813
OG0001177	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1	APOSJ_29427, APOSJ_53427, APOSJ_29429, APOSJ_51390, APOSJ_29921, APOSJ_29919, APOSJ_29920
OG0001178	OFUSG12774.1.p1	APOSJ_56479
OG0001178	OFUSG25843.1.p1	APOSJ_53354, APOSJ_62824
OG0001179	OFUSG23169.1.p1	APOSJ_18554, APOSJ_27224, APOSJ_39766, APOSJ_27225
OG0001180	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1	APOSJ_34257, APOSJ_34256
OG0001180	OFUSG19622.1.p1	APOSJ_60339
OG0001181	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1	APOSJ_49272, APOSJ_49277, APOSJ_49275, APOSJ_63759, APOSJ_49276, APOSJ_63757, APOSJ_63760, APOSJ_49271, APOSJ_39251, APOSJ_39252, APOSJ_49273, APOSJ_49274
OG0001182	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1	APOSJ_21032, APOSJ_21033, APOSJ_44807, APOSJ_16090, APOSJ_44810, APOSJ_00240
OG0001183	OFUSG16750.2.p1, OFUSG16750.1.p1	APOSJ_29047
OG0001183	OFUSG16748.1.p1	APOSJ_15455, APOSJ_15454
OG0001184	OFUSG07947.1.p1, OFUSG07947.2.p1	APOSJ_14036, APOSJ_14034, APOSJ_14037, APOSJ_14035
OG0001184	OFUSG05984.1.p1	APOSJ_33065, APOSJ_09294, APOSJ_33062, APOSJ_33061
OG0001185	OFUSG20935.1.p1	APOSJ_55269, APOSJ_55273, APOSJ_55270, APOSJ_55272, APOSJ_55274, APOSJ_55271, APOSJ_55268, APOSJ_07581
OG0001186	OFUSG20541.1.p1	APOSJ_65059, APOSJ_49100, APOSJ_61207, APOSJ_61209, APOSJ_49105, APOSJ_49101, APOSJ_49102, APOSJ_40051, APOSJ_61206
OG0001188	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1	APOSJ_02458, APOSJ_02460, APOSJ_02459
OG0001189	OFUSG13394.1.p1, OFUSG13393.2.p1, OFUSG13393.1.p1	APOSJ_07607, APOSJ_46552, APOSJ_46567, APOSJ_07604, APOSJ_07601, APOSJ_07600, APOSJ_07603, APOSJ_32759, APOSJ_07605
OG0001190	OFUSG17154.1.p1	APOSJ_25935, APOSJ_25929, APOSJ_32431, APOSJ_32429, APOSJ_25932, APOSJ_25931, APOSJ_52256, APOSJ_25930, APOSJ_56333, APOSJ_52255, APOSJ_52257, APOSJ_48161, APOSJ_60883, APOSJ_25934, APOSJ_52259, APOSJ_56323, APOSJ_48157
OG0001191	OFUSG19246.1.p1	APOSJ_42790, APOSJ_42793, APOSJ_14790, APOSJ_42792, APOSJ_14832, APOSJ_38916, APOSJ_42794
OG0001196	OFUSG09460.1.p1	APOSJ_50475, APOSJ_28945, APOSJ_28943, APOSJ_28944
OG0001197	OFUSG12312.1.p1	APOSJ_02421, APOSJ_14617, APOSJ_14615, APOSJ_35771
OG0001197	OFUSG26563.2.p1, OFUSG26563.1.p1	APOSJ_49286, APOSJ_49285
OG0001198	OFUSG09269.1.p1	APOSJ_04989, APOSJ_04990
OG0001198	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1	APOSJ_58834, APOSJ_58833
OG0001199	OFUSG01516.1.p1	APOSJ_51306, APOSJ_51308
OG0001199	OFUSG23535.1.p1, OFUSG23535.2.p1	APOSJ_05930, APOSJ_37640, APOSJ_05933, APOSJ_05929, APOSJ_05932
OG0001200	OFUSG25224.1.p1	APOSJ_32054, APOSJ_56754, APOSJ_18890, APOSJ_37081, APOSJ_30917, APOSJ_18885, APOSJ_18891, APOSJ_37078, APOSJ_18886, APOSJ_20274, APOSJ_30911, APOSJ_20270, APOSJ_20275, APOSJ_37075, APOSJ_54506, APOSJ_18887, APOSJ_18892, APOSJ_30913, APOSJ_63778, APOSJ_30918, APOSJ_37084, APOSJ_20273, APOSJ_30916, APOSJ_63775, APOSJ_32050, APOSJ_56751, APOSJ_18888, APOSJ_37076, APOSJ_10745, APOSJ_30912, APOSJ_30910, APOSJ_30909, APOSJ_20271, APOSJ_37079
OG0001201	OFUSG05227.1.p1	APOSJ_61343, APOSJ_61344, APOSJ_52026, APOSJ_49436, APOSJ_36541
OG0001202	OFUSG14587.1.p1	APOSJ_53516, APOSJ_53517, APOSJ_53518, APOSJ_53519
OG0001203	OFUSG11251.2.p1, OFUSG11251.1.p1	APOSJ_41014, APOSJ_46802, APOSJ_53052
OG0001204	OFUSG22699.1.p1	APOSJ_07019, APOSJ_07070, APOSJ_21696, APOSJ_35408, APOSJ_41668, APOSJ_39539, APOSJ_53773, APOSJ_46990, APOSJ_53249, APOSJ_30340, APOSJ_30345, APOSJ_30338, APOSJ_30339, APOSJ_30343, APOSJ_30342, APOSJ_30344, APOSJ_30341
