Orthogroup	OWEFU	HELIO_ok
OG0000591	OFUSG14784.1.p1	HELIO_09984
OG0000592	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1	HELIO_11966
OG0000592	OFUSG08220.1.p1, OFUSG08220.2.p1	HELIO_10886
OG0000593	OFUSG11138.1.p1	HELIO_01727
OG0000594	OFUSG06784.1.p1	HELIO_09059
OG0000596	OFUSG19257.1.p1, OFUSG14210.1.p1	HELIO_01409
OG0000597	OFUSG24146.1.p1, OFUSG24148.1.p1	HELIO_02513
OG0000600	OFUSG01055.1.p1	HELIO_06427
OG0000600	OFUSG16956.1.p1	HELIO_09191
OG0000601	OFUSG23109.1.p1, OFUSG06003.1.p1	HELIO_00228, HELIO_06365
OG0000602	OFUSG14405.1.p1	HELIO_08958
OG0000602	OFUSG14404.1.p1	HELIO_03692
OG0000603	OFUSG11716.1.p1, OFUSG11716.2.p1	HELIO_08442
OG0000604	OFUSG21656.1.p1, OFUSG21649.1.p1	HELIO_10843, HELIO_10844
OG0000607	OFUSG00975.1.p1	HELIO_06937
OG0000608	OFUSG01950.1.p1	HELIO_04490
OG0000609	OFUSG21513.1.p1	HELIO_02166
OG0000609	OFUSG16039.1.p1	HELIO_01095
OG0000610	OFUSG20066.1.p1, OFUSG09506.1.p1	HELIO_08233
OG0000610	OFUSG08338.1.p1	HELIO_08205
OG0000611	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1	HELIO_03068
OG0000611	OFUSG22888.1.p1	HELIO_06952
OG0000612	OFUSG06644.1.p1	HELIO_12611
OG0000612	OFUSG23094.1.p1	HELIO_07229, HELIO_04425
OG0000613	OFUSG08463.1.p1	HELIO_12531
OG0000614	OFUSG04886.1.p1	HELIO_08984
OG0000614	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1	HELIO_11672
OG0000615	OFUSG13992.1.p1, OFUSG13992.2.p1	HELIO_02362
OG0000616	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1	HELIO_12592
OG0000618	OFUSG00935.1.p1, OFUSG13446.2.p1, OFUSG13446.1.p1	HELIO_09707
OG0000619	OFUSG13853.1.p1, OFUSG13853.2.p1	HELIO_07452, HELIO_07453
OG0000621	OFUSG12004.1.p1	HELIO_00303, HELIO_09086, HELIO_09806
OG0000622	OFUSG10556.1.p1, OFUSG02071.1.p1, OFUSG02070.1.p1, OFUSG15189.1.p1, OFUSG21737.1.p1	HELIO_00047, HELIO_01403
OG0000623	OFUSG17186.1.p1	HELIO_01153
OG0000623	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1	HELIO_01575
OG0000624	OFUSG24408.1.p1, OFUSG24408.2.p1	HELIO_12110, HELIO_04396, HELIO_02075
OG0000625	OFUSG19939.1.p1	HELIO_10043, HELIO_12510
OG0000626	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1	HELIO_08657, HELIO_08658
OG0000627	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1	HELIO_01431
OG0000628	OFUSG13391.1.p1	HELIO_07284
OG0000629	OFUSG07455.1.p1	HELIO_03651
OG0000629	OFUSG00777.1.p1	HELIO_10813
OG0000629	OFUSG01023.1.p1	HELIO_09172
OG0000633	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1	HELIO_05275, HELIO_11901, HELIO_00334
OG0000634	OFUSG25455.1.p1, OFUSG13962.1.p1	HELIO_04856
OG0000635	OFUSG20393.1.p1, OFUSG20393.3.p1, OFUSG20393.2.p1, OFUSG20394.1.p1	HELIO_12781
OG0000636	OFUSG19283.1.p1	HELIO_06623, HELIO_05388
OG0000637	OFUSG08218.1.p1	HELIO_11151
OG0000638	OFUSG00868.2.p1, OFUSG00868.1.p1	HELIO_04881, HELIO_07357, HELIO_07420
OG0000639	OFUSG09740.1.p1	HELIO_03049, HELIO_03048
OG0000639	OFUSG05397.1.p1	HELIO_09484
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	HELIO_06112, HELIO_06155
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	HELIO_10380
OG0000645	OFUSG05054.1.p1	HELIO_03716
OG0000645	OFUSG04671.1.p1	HELIO_08748
OG0000646	OFUSG17652.1.p1	HELIO_00539
OG0000646	OFUSG20855.1.p1	HELIO_03107
OG0000648	OFUSG23086.1.p1	HELIO_05483
OG0000648	OFUSG23087.1.p1	HELIO_02387
OG0000650	OFUSG04430.1.p1	HELIO_09037, HELIO_09036
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	HELIO_06636
OG0000652	OFUSG06175.2.p1, OFUSG06175.1.p1	HELIO_05827
OG0000654	OFUSG04714.1.p1	HELIO_03848
OG0000657	OFUSG00339.1.p1	HELIO_00368
OG0000657	OFUSG04303.1.p1	HELIO_07143
OG0000657	OFUSG00337.1.p1	HELIO_10387
OG0000658	OFUSG21109.1.p1	HELIO_03521
OG0000660	OFUSG16300.1.p1	HELIO_01158
OG0000660	OFUSG00254.1.p1	HELIO_12701
OG0000662	OFUSG19351.1.p1	HELIO_03239, HELIO_05920
OG0000664	OFUSG06083.1.p1	HELIO_01686
OG0000664	OFUSG16644.1.p1	HELIO_03266
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	HELIO_07542
OG0000667	OFUSG09757.2.p1, OFUSG09757.1.p1	HELIO_00177
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	HELIO_05028
OG0000671	OFUSG24508.1.p1, OFUSG24509.2.p1, OFUSG24509.1.p1	HELIO_10697
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	HELIO_01185
OG0000672	OFUSG12085.1.p1	HELIO_02468
OG0000674	OFUSG08473.1.p1	HELIO_04125
OG0000674	OFUSG07969.1.p1	HELIO_00323
OG0000675	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1	HELIO_05909, HELIO_04780, HELIO_02721, HELIO_12589, HELIO_04711
OG0000676	OFUSG21048.1.p1	HELIO_11959
OG0000676	OFUSG14430.1.p1	HELIO_04321
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	HELIO_03849, HELIO_07287
OG0000680	OFUSG12758.1.p1	HELIO_05397
OG0000680	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	HELIO_06924, HELIO_00172, HELIO_00682
OG0000681	OFUSG02151.1.p1	HELIO_09932
OG0000681	OFUSG07049.2.p1, OFUSG07049.1.p1	HELIO_01469, HELIO_03320
OG0000682	OFUSG06498.1.p1	HELIO_03672
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	HELIO_12315
OG0000683	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1	HELIO_10017
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	HELIO_08779
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	HELIO_04662, HELIO_03080, HELIO_03079
OG0000690	OFUSG21408.1.p1	HELIO_00922
OG0000690	OFUSG00182.1.p1	HELIO_02624
OG0000690	OFUSG17680.1.p1	HELIO_05919
OG0000691	OFUSG20437.2.p1, OFUSG20437.1.p1	HELIO_08803
OG0000691	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1	HELIO_03421
OG0000692	OFUSG17216.1.p1	HELIO_12014
OG0000693	OFUSG17230.1.p1, OFUSG17230.2.p1	HELIO_09915
OG0000693	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1	HELIO_07892
OG0000694	OFUSG08082.1.p1	HELIO_05625
OG0000696	OFUSG17219.1.p1	HELIO_04265
OG0000696	OFUSG11698.1.p1	HELIO_06426
OG0000696	OFUSG06947.1.p1	HELIO_08090
OG0000698	OFUSG25096.1.p1	HELIO_09681
OG0000698	OFUSG25097.1.p1	HELIO_12417
OG0000699	OFUSG13838.2.p1, OFUSG13838.1.p1	HELIO_11713
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	HELIO_09403
OG0000703	OFUSG18539.1.p1	HELIO_02836
OG0000706	OFUSG06700.1.p1	HELIO_02299
OG0000706	OFUSG07052.1.p1	HELIO_07131
OG0000708	OFUSG21283.1.p1	HELIO_04126
OG0000708	OFUSG18936.1.p1	HELIO_01919
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	HELIO_07079
OG0000709	OFUSG06507.1.p1	HELIO_05292
OG0000710	OFUSG04812.1.p1	HELIO_04299
OG0000711	OFUSG00761.1.p1	HELIO_01631
OG0000711	OFUSG00164.1.p1	HELIO_03110
OG0000712	OFUSG02312.2.p1, OFUSG02312.1.p1	HELIO_10286
OG0000713	OFUSG13986.1.p1	HELIO_07275, HELIO_11463, HELIO_06463, HELIO_00543, HELIO_02508
OG0000715	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1	HELIO_06043
OG0000716	OFUSG00381.1.p1	HELIO_06181, HELIO_07464
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	HELIO_06882
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	HELIO_08422
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	HELIO_02774
OG0000720	OFUSG04001.1.p1	HELIO_01382
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	HELIO_03399
OG0000722	OFUSG11385.1.p1, OFUSG17120.1.p1, OFUSG17120.2.p1	HELIO_05630
OG0000723	OFUSG18482.2.p1, OFUSG18482.1.p1, OFUSG17448.1.p1	HELIO_03967
OG0000723	OFUSG02103.1.p1, OFUSG02270.1.p1, OFUSG02273.1.p1	HELIO_05103
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	HELIO_09105
OG0000725	OFUSG07689.1.p1	HELIO_00657
OG0000726	OFUSG16555.1.p1	HELIO_04091
OG0000728	OFUSG00996.1.p1	HELIO_02920
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	HELIO_11029
OG0000732	OFUSG24914.1.p1	HELIO_08995
OG0000733	OFUSG22012.1.p1	HELIO_03055
OG0000733	OFUSG11826.1.p1	HELIO_00314
OG0000734	OFUSG08307.1.p1	HELIO_05137
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	HELIO_11007
OG0000736	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1	HELIO_10996, HELIO_10609
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	HELIO_05852
OG0000743	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1	HELIO_11272
OG0000743	OFUSG10972.1.p1	HELIO_06669
OG0000744	OFUSG23163.1.p1	HELIO_12402, HELIO_04178
OG0000745	OFUSG21266.1.p1, OFUSG06279.1.p1	HELIO_02255
OG0000746	OFUSG07705.1.p1	HELIO_07396, HELIO_03637
OG0000747	OFUSG01556.1.p1, OFUSG01548.1.p1, OFUSG06100.1.p1, OFUSG17491.1.p1, OFUSG16945.2.p1, OFUSG16945.1.p1, OFUSG16946.1.p1, OFUSG00244.1.p1, OFUSG25616.1.p1, OFUSG25615.1.p1, OFUSG25614.1.p1	HELIO_08407, HELIO_11171, HELIO_00507
OG0000748	OFUSG23274.1.p1	HELIO_03440
OG0000749	OFUSG11790.1.p1	HELIO_00765, HELIO_00764
OG0000750	OFUSG18554.1.p1, OFUSG18074.1.p1	HELIO_00373
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	HELIO_11590
OG0000752	OFUSG06577.1.p1	HELIO_01912
OG0000752	OFUSG01816.1.p1	HELIO_05368
OG0000752	OFUSG23281.1.p1	HELIO_02501
OG0000753	OFUSG03990.1.p1	HELIO_08985, HELIO_08986
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	HELIO_11488
OG0000755	OFUSG22904.1.p1	HELIO_04915
OG0000757	OFUSG15507.1.p1	HELIO_03294
OG0000758	OFUSG26565.1.p1	HELIO_08482, HELIO_08479
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	HELIO_08744
OG0000760	OFUSG06964.1.p1	HELIO_03123
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	HELIO_06744, HELIO_05323
OG0000763	OFUSG08828.1.p1	HELIO_12574
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	HELIO_01379
OG0000766	OFUSG19864.1.p1	HELIO_09234, HELIO_02323, HELIO_06179
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	HELIO_00359
OG0000772	OFUSG02068.1.p1	HELIO_08462
OG0000772	OFUSG05265.1.p1	HELIO_06060, HELIO_07606, HELIO_02715
OG0000773	OFUSG14919.1.p1	HELIO_08088
OG0000773	OFUSG05570.1.p1, OFUSG05571.1.p1, OFUSG19253.1.p1	HELIO_11822
OG0000774	OFUSG18867.1.p1	HELIO_08272
OG0000775	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	HELIO_06059, HELIO_08032, HELIO_04698
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	HELIO_04225, HELIO_09018
OG0000777	OFUSG10317.1.p1, OFUSG10318.1.p1	HELIO_06142
OG0000778	OFUSG11453.1.p1	HELIO_07926
OG0000779	OFUSG07668.1.p1	HELIO_11967
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	HELIO_02465
OG0000780	OFUSG11326.1.p1	HELIO_08617
OG0000780	OFUSG16803.1.p1	HELIO_08643
OG0000780	OFUSG12906.1.p1	HELIO_08333
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	HELIO_04968, HELIO_03850, HELIO_03059
OG0000782	OFUSG08693.1.p1	HELIO_03195
OG0000786	OFUSG11819.1.p1	HELIO_02925
OG0000787	OFUSG11014.1.p1	HELIO_09002
OG0000788	OFUSG00699.1.p1	HELIO_09954
OG0000788	OFUSG19658.1.p1	HELIO_02295
OG0000790	OFUSG03971.1.p1	HELIO_01517
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	HELIO_07748
OG0000792	OFUSG04365.1.p1	HELIO_05838
OG0000792	OFUSG22559.1.p1	HELIO_03909
OG0000793	OFUSG09289.1.p1	HELIO_04742
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	HELIO_07646
OG0000796	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1	HELIO_06590
OG0000797	OFUSG10229.1.p1	HELIO_10217
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	HELIO_09953
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	HELIO_12010
OG0000800	OFUSG06584.1.p1	HELIO_11766
OG0000801	OFUSG04291.1.p1, OFUSG04291.2.p1	HELIO_05282
OG0000802	OFUSG21207.1.p1	HELIO_00036
OG0000803	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	HELIO_01765
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	HELIO_01972
OG0000810	OFUSG13316.1.p1	HELIO_02012
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	HELIO_12250
OG0000812	OFUSG16288.1.p2, OFUSG26263.2.p2, OFUSG08214.1.p2	HELIO_06900, HELIO_08476
OG0000813	OFUSG10957.1.p1, OFUSG10956.1.p1	HELIO_06105, HELIO_05174
OG0000814	OFUSG16546.1.p1	HELIO_12587
OG0000814	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1	HELIO_12586, HELIO_06788
OG0000814	OFUSG20971.1.p1	HELIO_00245, HELIO_05814
OG0000815	OFUSG09614.1.p1, OFUSG09614.3.p1, OFUSG09614.2.p1	HELIO_02679
OG0000815	OFUSG21400.1.p1	HELIO_09051
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	HELIO_00716
OG0000816	OFUSG12543.1.p1	HELIO_09415
OG0000816	OFUSG10926.1.p1	HELIO_05766
OG0000817	OFUSG23697.1.p1	HELIO_10156
OG0000817	OFUSG18100.1.p1	HELIO_06308
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	HELIO_09790
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	HELIO_01104
OG0000819	OFUSG22242.1.p1	HELIO_09273
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	HELIO_11548
OG0000822	OFUSG12185.1.p1	HELIO_09040
OG0000822	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1	HELIO_08036
OG0000822	OFUSG03485.1.p1	HELIO_00217
OG0000824	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1	HELIO_00999
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	HELIO_05366
OG0000825	OFUSG19469.1.p1	HELIO_00080, HELIO_08583
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1	HELIO_06494
OG0000828	OFUSG16610.1.p1	HELIO_02812
OG0000828	OFUSG14927.1.p1	HELIO_08756
OG0000829	OFUSG05943.1.p1	HELIO_06164
OG0000833	OFUSG12738.1.p1	HELIO_03677, HELIO_04782
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	HELIO_05184, HELIO_06529
OG0000836	OFUSG04483.1.p1	HELIO_03410
OG0000837	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	HELIO_06103
OG0000838	OFUSG07503.1.p1	HELIO_00849
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	HELIO_01420
OG0000842	OFUSG17660.1.p1	HELIO_07760
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	HELIO_12719
OG0000845	OFUSG00051.1.p1	HELIO_09887, HELIO_12283
OG0000845	OFUSG00112.1.p1	HELIO_12001
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	HELIO_07547
OG0000848	OFUSG02732.1.p1	HELIO_03626
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	HELIO_01690
OG0000849	OFUSG09067.1.p1	HELIO_02567
OG0000850	OFUSG12712.1.p1	HELIO_09938
OG0000850	OFUSG06085.1.p1	HELIO_06017
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	HELIO_11326
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	HELIO_03095
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	HELIO_01058
OG0000855	OFUSG08911.2.p1, OFUSG08911.1.p1, OFUSG10909.1.p1, OFUSG18514.1.p1	HELIO_00071
OG0000855	OFUSG14975.1.p1, OFUSG14975.2.p1	HELIO_07301
OG0000857	OFUSG01227.1.p1	HELIO_09917
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	HELIO_11496
OG0000858	OFUSG18650.1.p1	HELIO_09884
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	HELIO_10581
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	HELIO_06728, HELIO_10827, HELIO_04489
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	HELIO_06913
OG0000867	OFUSG06020.2.p1, OFUSG06020.1.p1, OFUSG06020.3.p1	HELIO_06561, HELIO_10726
OG0000868	OFUSG11760.1.p1	HELIO_01384
OG0000869	OFUSG13203.1.p1, OFUSG01355.1.p1	HELIO_09192
OG0000869	OFUSG16947.1.p1	HELIO_12015
OG0000871	OFUSG00730.1.p1	HELIO_05455, HELIO_10685, HELIO_01060
OG0000871	OFUSG06537.1.p1	HELIO_09841
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	HELIO_10138
OG0000873	OFUSG09849.1.p1	HELIO_12140
OG0000874	OFUSG03220.1.p1	HELIO_10498
OG0000875	OFUSG13364.1.p1	HELIO_11887
OG0000876	OFUSG16334.1.p1	HELIO_09814
OG0000878	OFUSG16664.1.p1	HELIO_11704
OG0000879	OFUSG04088.1.p1	HELIO_12212, HELIO_12213
OG0000880	OFUSG05701.1.p1	HELIO_01486
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	HELIO_08698
OG0000881	OFUSG22311.1.p1	HELIO_01944
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	HELIO_12401
OG0000887	OFUSG16699.1.p1, OFUSG16699.2.p1	HELIO_02768
OG0000888	OFUSG09295.1.p1	HELIO_05889
OG0000888	OFUSG10796.1.p1	HELIO_01489
OG0000889	OFUSG12102.1.p1	HELIO_04264, HELIO_00210
OG0000890	OFUSG00815.1.p1	HELIO_03516
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	HELIO_04931, HELIO_07627
OG0000896	OFUSG13178.1.p1	HELIO_12759
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	HELIO_06843
OG0000897	OFUSG18741.1.p1	HELIO_09055
OG0000897	OFUSG06433.1.p1	HELIO_12050
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	HELIO_04279
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	HELIO_09464
OG0000904	OFUSG17921.1.p1	HELIO_11725, HELIO_04556
OG0000905	OFUSG01251.1.p1	HELIO_07570
OG0000906	OFUSG07758.1.p1	HELIO_00505
OG0000907	OFUSG26462.1.p1	HELIO_12545
OG0000908	OFUSG05748.2.p1, OFUSG05748.4.p1, OFUSG05748.1.p1, OFUSG05748.3.p1	HELIO_00145
OG0000908	OFUSG10578.1.p1	HELIO_11059
OG0000908	OFUSG05747.1.p1, OFUSG01906.1.p1, OFUSG01905.1.p1, OFUSG10342.1.p1	HELIO_00194
OG0000909	OFUSG00497.1.p1	HELIO_00246
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1	HELIO_10858
OG0000912	OFUSG05604.1.p1	HELIO_10841
OG0000912	OFUSG23879.1.p1	HELIO_12695, HELIO_12697
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	HELIO_06048
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	HELIO_08250
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	HELIO_03730
OG0000921	OFUSG26697.1.p1	HELIO_03668
OG0000923	OFUSG16107.1.p1	HELIO_12673, HELIO_06362
OG0000924	OFUSG03258.1.p1	HELIO_03010
OG0000924	OFUSG03114.1.p1, OFUSG02502.1.p1	HELIO_06727
OG0000925	OFUSG21493.1.p1	HELIO_09608
OG0000925	OFUSG25811.2.p1, OFUSG25811.1.p1	HELIO_02417
OG0000926	OFUSG20594.1.p1	HELIO_12722
OG0000926	OFUSG01342.1.p1, OFUSG01342.2.p1, OFUSG20595.2.p1, OFUSG20595.1.p1	HELIO_00674, HELIO_04672
OG0000928	OFUSG08901.1.p1	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	OFUSG01585.1.p1	HELIO_11603, HELIO_11221
OG0000931	OFUSG05884.5.p1, OFUSG05884.3.p1, OFUSG05884.4.p1, OFUSG05884.2.p1, OFUSG05884.1.p1	HELIO_09729
OG0000932	OFUSG22608.1.p1	HELIO_07928
OG0000933	OFUSG11577.2.p1, OFUSG11577.1.p1	HELIO_10228
OG0000934	OFUSG01031.1.p1	HELIO_01254
OG0000934	OFUSG08244.1.p1	HELIO_02606
OG0000935	OFUSG16551.1.p1	HELIO_05900
OG0000942	OFUSG01806.1.p1	HELIO_10867
OG0000943	OFUSG10222.1.p1	HELIO_08389, HELIO_02640
OG0000943	OFUSG24129.1.p1	HELIO_02892
OG0000944	OFUSG02142.1.p1, OFUSG02142.4.p1, OFUSG02142.2.p1, OFUSG02142.3.p1	HELIO_00838, HELIO_00839
OG0000945	OFUSG22805.2.p1, OFUSG22805.1.p1, OFUSG24268.1.p1	HELIO_09173
OG0000946	OFUSG01913.2.p1, OFUSG01913.1.p1	HELIO_00131
OG0000947	OFUSG17100.1.p1	HELIO_05356
OG0000949	OFUSG01898.1.p1, OFUSG21190.1.p1, OFUSG20002.1.p1	HELIO_03725
OG0000951	OFUSG09305.1.p1	HELIO_12483
OG0000951	OFUSG00739.1.p1, OFUSG00739.2.p1	HELIO_09646, HELIO_09647
OG0000952	OFUSG02484.1.p1	HELIO_10871
OG0000952	OFUSG02485.1.p1	HELIO_06071
OG0000953	OFUSG13123.1.p1, OFUSG15200.1.p1, OFUSG23505.1.p1	HELIO_10829, HELIO_11999, HELIO_00087
OG0000954	OFUSG16223.1.p1	HELIO_08553
OG0000954	OFUSG04263.1.p1	HELIO_10186
OG0000955	OFUSG21035.1.p1	HELIO_03286
OG0000955	OFUSG02908.1.p1	HELIO_07820
OG0000956	OFUSG25963.1.p1	HELIO_04252, HELIO_06834
OG0000957	OFUSG09505.1.p1, OFUSG09505.2.p1	HELIO_09500
OG0000960	OFUSG05056.1.p1	HELIO_04120
OG0000963	OFUSG18073.1.p1	HELIO_01247
OG0000963	OFUSG26256.1.p1	HELIO_02112
OG0000964	OFUSG10365.1.p1, OFUSG20587.1.p1, OFUSG20586.1.p1, OFUSG20586.2.p1	HELIO_02016
