Orthogroup	OWEFU	HELIO_ok
OG0004529	OFUSG13290.1.p1	HELIO_04437
OG0004530	OFUSG03014.1.p1	HELIO_06657
OG0004531	OFUSG12734.2.p1, OFUSG12734.1.p1	HELIO_07234
OG0004533	OFUSG16086.1.p1	HELIO_08527
OG0004534	OFUSG03583.1.p1	HELIO_01164, HELIO_01163
OG0004536	OFUSG13349.2.p1, OFUSG13349.1.p1	HELIO_05759, HELIO_04117
OG0004537	OFUSG19069.1.p1	HELIO_11941
OG0004538	OFUSG25281.1.p1	HELIO_08825
OG0004539	OFUSG12073.1.p1	HELIO_10766
OG0004540	OFUSG16071.1.p1	HELIO_01984
OG0004542	OFUSG25591.2.p1, OFUSG25591.1.p1	HELIO_06841
OG0004543	OFUSG17197.1.p1	HELIO_11207
OG0004545	OFUSG23646.1.p1, OFUSG23649.1.p1	HELIO_12540
OG0004547	OFUSG06133.1.p1	HELIO_09117
OG0004548	OFUSG08416.1.p1	HELIO_08241
OG0004550	OFUSG00208.1.p1	HELIO_07318
OG0004551	OFUSG16195.1.p1, OFUSG16195.2.p1	HELIO_05424
OG0004552	OFUSG24698.1.p1	HELIO_10506
OG0004553	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1	HELIO_12007
OG0004554	OFUSG07017.1.p1	HELIO_08526
OG0004555	OFUSG20338.1.p1	HELIO_01600
OG0004556	OFUSG24005.2.p1, OFUSG24005.1.p1	HELIO_00978
OG0004558	OFUSG26445.1.p1	HELIO_11447
OG0004559	OFUSG09948.1.p1	HELIO_05624
OG0004560	OFUSG24827.1.p1	HELIO_02040, HELIO_02041
OG0004561	OFUSG24869.1.p1	HELIO_05341
OG0004563	OFUSG01035.1.p1	HELIO_10963
OG0004564	OFUSG11372.1.p1	HELIO_01798
OG0004565	OFUSG25212.1.p1	HELIO_09408
OG0004566	OFUSG17189.1.p1	HELIO_12744
OG0004567	OFUSG13070.1.p1	HELIO_07623
OG0004568	OFUSG11671.1.p1	HELIO_11657
OG0004569	OFUSG15462.1.p1	HELIO_01159
OG0004570	OFUSG21943.1.p1	HELIO_00155
OG0004571	OFUSG26032.1.p1, OFUSG26032.2.p1	HELIO_02695
OG0004573	OFUSG14867.1.p1	HELIO_11161
OG0004576	OFUSG06493.1.p1	HELIO_00640
OG0004577	OFUSG05229.1.p1	HELIO_01659
OG0004578	OFUSG08031.1.p1	HELIO_01050
OG0004579	OFUSG19362.1.p1	HELIO_04280
OG0004580	OFUSG13429.2.p1, OFUSG13429.1.p1	HELIO_09929
OG0004581	OFUSG26863.1.p1, OFUSG26863.2.p1	HELIO_05498
OG0004582	OFUSG21277.1.p1	HELIO_08565
OG0004583	OFUSG12908.1.p1	HELIO_00209
OG0004584	OFUSG16312.1.p1	HELIO_11293
OG0004585	OFUSG20357.1.p1	HELIO_05321
OG0004587	OFUSG02164.1.p1	HELIO_01138
OG0004588	OFUSG22313.1.p1	HELIO_01642
OG0004589	OFUSG24193.1.p1	HELIO_12707
OG0004590	OFUSG14930.2.p1, OFUSG14930.1.p1	HELIO_05349
OG0004591	OFUSG17812.1.p1	HELIO_01411
OG0004592	OFUSG21433.1.p1	HELIO_10984
OG0004593	OFUSG04892.1.p1	HELIO_00714
OG0004595	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1	HELIO_00583
OG0004599	OFUSG26506.1.p1	HELIO_07655
OG0004600	OFUSG14651.1.p1	HELIO_10167
OG0004601	OFUSG25669.1.p1	HELIO_03704
OG0004602	OFUSG18345.1.p1	HELIO_01820
OG0004603	OFUSG18121.1.p1	HELIO_01872
OG0004605	OFUSG10056.1.p1	HELIO_09439, HELIO_09440
OG0004608	OFUSG11818.1.p1	HELIO_11826
OG0004609	OFUSG07084.1.p1	HELIO_00052
OG0004610	OFUSG09759.1.p1	HELIO_00082
OG0004611	OFUSG13143.1.p1	HELIO_04196
OG0004612	OFUSG16853.2.p1, OFUSG16853.1.p1	HELIO_01397
OG0004613	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1	HELIO_10626
OG0004614	OFUSG11608.1.p1	HELIO_01801
OG0004616	OFUSG03912.1.p1	HELIO_01195
OG0004617	OFUSG01614.1.p1	HELIO_08369
OG0004618	OFUSG03094.1.p1, OFUSG03134.1.p1	HELIO_04389
OG0004619	OFUSG16672.1.p1	HELIO_09992
OG0004620	OFUSG20269.1.p1	HELIO_02984
OG0004621	OFUSG19375.1.p1, OFUSG19375.2.p1	HELIO_04659
OG0004622	OFUSG04709.2.p1, OFUSG04709.1.p1	HELIO_02761
OG0004624	OFUSG04529.1.p1	HELIO_07902
OG0004625	OFUSG15027.1.p1	HELIO_09081
OG0004627	OFUSG14785.1.p1, OFUSG14785.2.p1	HELIO_11945
OG0004628	OFUSG17226.1.p1	HELIO_07285
OG0004629	OFUSG14690.1.p1	HELIO_00929
OG0004630	OFUSG20291.1.p1, OFUSG20291.2.p1	HELIO_07827
OG0004631	OFUSG09085.1.p1, OFUSG09085.2.p1	HELIO_03167
OG0004632	OFUSG12694.1.p1	HELIO_07666
OG0004633	OFUSG13692.1.p1	HELIO_01232
OG0004634	OFUSG13542.1.p1	HELIO_03114
OG0004637	OFUSG05044.1.p1	HELIO_04732
OG0004638	OFUSG08345.2.p1, OFUSG08345.1.p1	HELIO_00200
OG0004639	OFUSG25724.1.p1	HELIO_02889
OG0004640	OFUSG16860.1.p1	HELIO_01802
OG0004641	OFUSG08286.1.p1	HELIO_09900
OG0004642	OFUSG05078.1.p1	HELIO_09909
OG0004643	OFUSG14661.1.p1	HELIO_11685
OG0004644	OFUSG11984.1.p1, OFUSG11984.2.p1	HELIO_11529
OG0004646	OFUSG08555.1.p1	HELIO_06813
OG0004647	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1	HELIO_00821
OG0004648	OFUSG25016.1.p1	HELIO_00369
OG0004649	OFUSG22259.1.p1	HELIO_03519
OG0004651	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1	HELIO_01360
OG0004655	OFUSG07897.1.p1	HELIO_05420
OG0004656	OFUSG13180.1.p1	HELIO_07103
OG0004657	OFUSG20946.1.p1	HELIO_01936
OG0004658	OFUSG00003.2.p1, OFUSG00003.1.p1	HELIO_07890
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	HELIO_03428
OG0004660	OFUSG00440.1.p1	HELIO_10181
OG0004661	OFUSG08935.1.p1	HELIO_10214
OG0004663	OFUSG15708.1.p1	HELIO_11837
OG0004664	OFUSG14191.1.p1	HELIO_11551
OG0004665	OFUSG03945.1.p1	HELIO_12653
OG0004666	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1	HELIO_08353
OG0004667	OFUSG05624.1.p1	HELIO_03362
OG0004668	OFUSG21754.1.p1	HELIO_08315
OG0004669	OFUSG09155.1.p1	HELIO_09536
OG0004670	OFUSG16156.1.p1	HELIO_02134
OG0004671	OFUSG15323.1.p1, OFUSG15323.2.p1	HELIO_07461
OG0004672	OFUSG20622.1.p1, OFUSG20623.1.p1	HELIO_04763
OG0004673	OFUSG04159.1.p1	HELIO_08420
OG0004674	OFUSG21156.1.p1	HELIO_03310
OG0004675	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1	HELIO_01458
OG0004676	OFUSG22032.1.p1, OFUSG22032.2.p1	HELIO_00427
OG0004677	OFUSG11726.1.p1	HELIO_11439
OG0004678	OFUSG08156.1.p1	HELIO_04212
OG0004679	OFUSG24186.1.p1	HELIO_08320
OG0004681	OFUSG15267.1.p1	HELIO_02279
OG0004683	OFUSG25029.1.p1	HELIO_11352
OG0004684	OFUSG11714.1.p1	HELIO_03586
OG0004685	OFUSG15144.1.p1	HELIO_10245
OG0004686	OFUSG15875.1.p1	HELIO_03694
OG0004687	OFUSG18909.1.p1	HELIO_08862
OG0004688	OFUSG22565.1.p1	HELIO_02857
OG0004689	OFUSG22250.1.p1, OFUSG22250.2.p1	HELIO_02078
OG0004690	OFUSG15804.1.p1	HELIO_09683
OG0004691	OFUSG11227.1.p1	HELIO_08399
OG0004692	OFUSG04470.1.p1, OFUSG25025.1.p1	HELIO_05109
OG0004694	OFUSG10511.1.p1, OFUSG10511.2.p1	HELIO_00653
OG0004696	OFUSG09958.1.p1	HELIO_00504
OG0004698	OFUSG10898.1.p1	HELIO_03210
OG0004699	OFUSG23870.1.p1	HELIO_08731
OG0004702	OFUSG00072.1.p1, OFUSG00087.1.p1	HELIO_04400
OG0004703	OFUSG14821.1.p1	HELIO_04914
OG0004704	OFUSG17192.1.p1	HELIO_01766
OG0004705	OFUSG02327.1.p1	HELIO_04709
OG0004706	OFUSG16861.1.p1	HELIO_03432
OG0004707	OFUSG02834.1.p1, OFUSG17783.1.p1	HELIO_10150
OG0004708	OFUSG24203.1.p1	HELIO_11900
OG0004711	OFUSG26677.1.p1	HELIO_02943
OG0004728	OFUSG19340.1.p1	HELIO_00269
OG0004729	OFUSG14953.1.p1, OFUSG14953.2.p1	HELIO_04890
OG0004730	OFUSG20134.2.p1, OFUSG20134.1.p1	HELIO_01714
OG0004731	OFUSG20985.1.p1, OFUSG20985.2.p1	HELIO_02044
OG0004732	OFUSG14904.1.p1	HELIO_05224
OG0004733	OFUSG09435.1.p1	HELIO_10171
OG0004735	OFUSG08126.1.p1	HELIO_02328, HELIO_02327
OG0004736	OFUSG02971.1.p1, OFUSG02971.3.p1, OFUSG02971.2.p1	HELIO_08313
OG0004738	OFUSG10899.1.p1	HELIO_07530
OG0004739	OFUSG11195.1.p1	HELIO_02404
OG0004740	OFUSG25163.1.p1	HELIO_09419
OG0004743	OFUSG04679.1.p1	HELIO_00353
OG0004744	OFUSG09993.1.p1	HELIO_08063
OG0004746	OFUSG00207.1.p1	HELIO_07122
OG0004747	OFUSG23171.1.p1	HELIO_00610
OG0004748	OFUSG08583.1.p1	HELIO_03593
OG0004749	OFUSG05430.1.p1	HELIO_03717
OG0004750	OFUSG16339.1.p1, OFUSG16339.2.p1	HELIO_03972
OG0004751	OFUSG21705.1.p1, OFUSG21706.1.p1	HELIO_12541
OG0004753	OFUSG13691.1.p1	HELIO_01929
OG0004754	OFUSG17881.2.p1, OFUSG17881.1.p1	HELIO_05829
OG0004755	OFUSG16567.1.p1	HELIO_02844
OG0004756	OFUSG23403.1.p1	HELIO_08574
OG0004757	OFUSG06894.1.p1	HELIO_05289
OG0004758	OFUSG05254.1.p1, OFUSG05254.2.p1	HELIO_08570
OG0004759	OFUSG11568.1.p1	HELIO_02858
OG0004760	OFUSG17160.2.p1, OFUSG17160.1.p1	HELIO_03633
OG0004761	OFUSG16790.1.p1	HELIO_09029
OG0004762	OFUSG17449.1.p1	HELIO_07675
OG0004762	OFUSG22137.1.p1, OFUSG22137.2.p1	HELIO_10598
OG0004763	OFUSG08982.1.p1	HELIO_07164
OG0004764	OFUSG13324.1.p1	HELIO_05384
OG0004765	OFUSG26546.1.p1	HELIO_12222
OG0004766	OFUSG20178.1.p1	HELIO_04193
OG0004769	OFUSG25501.1.p1	HELIO_01733
OG0004770	OFUSG00866.1.p1	HELIO_04370
OG0004771	OFUSG19474.1.p1, OFUSG21747.1.p1	HELIO_00257
OG0004771	OFUSG07800.1.p1	HELIO_03018
OG0004774	OFUSG10040.1.p1	HELIO_10117
OG0004775	OFUSG16316.1.p1	HELIO_03011
OG0004776	OFUSG15174.1.p1	HELIO_02825
OG0004777	OFUSG12752.1.p1	HELIO_09268
OG0004779	OFUSG14353.1.p1	HELIO_10120
OG0004782	OFUSG20600.1.p1, OFUSG20600.2.p1	HELIO_09097, HELIO_02647
OG0004783	OFUSG08888.1.p1, OFUSG08888.2.p1	HELIO_00739
OG0004784	OFUSG11398.1.p1	HELIO_10588
OG0004786	OFUSG04628.1.p1	HELIO_09763
OG0004787	OFUSG21388.1.p1	HELIO_11880
OG0004788	OFUSG22491.1.p1	HELIO_10690
OG0004789	OFUSG21579.2.p1, OFUSG21579.1.p1, OFUSG15292.1.p1	HELIO_02951
OG0004791	OFUSG19701.1.p1	HELIO_04438
OG0004792	OFUSG15044.1.p1	HELIO_00048
OG0004793	OFUSG19030.1.p1, OFUSG06876.1.p1	HELIO_04702
OG0004794	OFUSG13389.1.p1	HELIO_10483
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	HELIO_04401
OG0004797	OFUSG12917.1.p1	HELIO_09940
OG0004798	OFUSG20795.1.p1	HELIO_02146
OG0004799	OFUSG00163.1.p1	HELIO_09326
OG0004800	OFUSG16098.1.p1	HELIO_09344
OG0004801	OFUSG10453.1.p1	HELIO_06400
OG0004802	OFUSG04837.1.p1	HELIO_01976
OG0004803	OFUSG24825.1.p1	HELIO_08209
OG0004804	OFUSG10885.1.p1	HELIO_09510
OG0004805	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1	HELIO_08364
OG0004806	OFUSG11605.2.p1, OFUSG11605.1.p1	HELIO_00945
OG0004807	OFUSG15589.1.p1	HELIO_01224
OG0004808	OFUSG23681.1.p1	HELIO_09802
OG0004809	OFUSG12354.1.p1	HELIO_08380
OG0004810	OFUSG19265.1.p1	HELIO_12432
OG0004811	OFUSG04813.1.p1	HELIO_06670
OG0004812	OFUSG12662.1.p1	HELIO_07425
OG0004813	OFUSG17469.1.p1	HELIO_04418
OG0004814	OFUSG16286.1.p1	HELIO_10146
OG0004815	OFUSG05513.1.p1	HELIO_02878
OG0004816	OFUSG26076.1.p1	HELIO_09964
OG0004817	OFUSG13720.1.p1	HELIO_05937
OG0004818	OFUSG09386.1.p1	HELIO_08168
OG0004820	OFUSG00419.1.p1	HELIO_06487
OG0004822	OFUSG12693.1.p1	HELIO_06062
OG0004823	OFUSG00324.1.p1	HELIO_07983
OG0004824	OFUSG07500.1.p1	HELIO_02675
OG0004825	OFUSG09935.2.p1, OFUSG09935.1.p1	HELIO_12252
OG0004826	OFUSG12257.1.p1	HELIO_12537
OG0004827	OFUSG25294.1.p1, OFUSG01791.1.p1	HELIO_09668
OG0004827	OFUSG25292.1.p1, OFUSG25292.2.p1	HELIO_09669
OG0004828	OFUSG10685.1.p1	HELIO_11628
OG0004830	OFUSG19559.1.p2	HELIO_04244
OG0004831	OFUSG00901.1.p1	HELIO_11105
OG0004832	OFUSG00282.1.p1	HELIO_09217
OG0004834	OFUSG13864.1.p1	HELIO_03331
OG0004835	OFUSG22629.1.p1	HELIO_10353
OG0004836	OFUSG22338.1.p1	HELIO_02324
OG0004837	OFUSG06806.1.p1	HELIO_10521
OG0004838	OFUSG17247.2.p1, OFUSG17247.1.p1	HELIO_06565
OG0004839	OFUSG25809.1.p1, OFUSG25806.1.p1, OFUSG25806.2.p1, OFUSG20964.1.p1	HELIO_10868
OG0004840	OFUSG08308.1.p1	HELIO_02085
OG0004841	OFUSG05085.1.p1	HELIO_02585
OG0004842	OFUSG20852.2.p1, OFUSG20852.1.p1	HELIO_11832
OG0004843	OFUSG22774.1.p1	HELIO_00834
OG0004844	OFUSG06898.1.p1	HELIO_10522
OG0004845	OFUSG07494.1.p1	HELIO_03737, HELIO_05410
OG0004846	OFUSG09097.1.p1	HELIO_10819
OG0004848	OFUSG07019.1.p1	HELIO_00069
OG0004849	OFUSG01632.1.p1	HELIO_05423
OG0004850	OFUSG08815.1.p1	HELIO_00704
OG0004851	OFUSG08767.1.p1	HELIO_09616
OG0004854	OFUSG02448.1.p1	HELIO_03818
OG0004855	OFUSG03426.1.p1	HELIO_02533
OG0004856	OFUSG01983.1.p1	HELIO_07832
OG0004857	OFUSG08188.1.p1	HELIO_04137
OG0004859	OFUSG24360.1.p1, OFUSG24360.2.p1	HELIO_01723
OG0004860	OFUSG13245.1.p1	HELIO_10679
OG0004861	OFUSG12039.1.p1	HELIO_06812
OG0004862	OFUSG24024.1.p1, OFUSG24024.2.p1	HELIO_02985
OG0004863	OFUSG07011.1.p1	HELIO_03006
OG0004864	OFUSG19405.1.p1	HELIO_00612
OG0004865	OFUSG15043.1.p1	HELIO_10000
OG0004867	OFUSG12018.1.p1	HELIO_07092
OG0004868	OFUSG12184.1.p1	HELIO_12465
OG0004869	OFUSG24277.1.p1	HELIO_02239
OG0004870	OFUSG06513.1.p1	HELIO_01880
OG0004871	OFUSG15737.2.p1, OFUSG15737.1.p1	HELIO_05857
OG0004872	OFUSG23224.1.p1, OFUSG23224.2.p1	HELIO_12688
OG0004873	OFUSG23300.1.p1	HELIO_01289
OG0004874	OFUSG20579.1.p1	HELIO_08597
OG0004875	OFUSG21354.1.p1	HELIO_06367
OG0004877	OFUSG03033.1.p1	HELIO_07852
OG0004879	OFUSG25000.1.p1	HELIO_00955
OG0004880	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1	HELIO_05730
OG0004881	OFUSG13219.1.p1	HELIO_09700
OG0004882	OFUSG20302.1.p1	HELIO_11618
OG0004883	OFUSG10396.1.p1	HELIO_09764
OG0004884	OFUSG11374.1.p1	HELIO_04646
OG0004886	OFUSG05529.1.p1	HELIO_12663
OG0004887	OFUSG12649.1.p1, OFUSG12649.2.p1	HELIO_07078
OG0004888	OFUSG03915.1.p1, OFUSG03915.2.p1	HELIO_12304
OG0004889	OFUSG25415.1.p1	HELIO_00127
OG0004890	OFUSG24212.1.p1, OFUSG24212.2.p1	HELIO_07765
OG0004892	OFUSG19213.2.p1, OFUSG19213.1.p1	HELIO_09061
OG0004893	OFUSG17315.1.p1	HELIO_09946
OG0004894	OFUSG03703.1.p1	HELIO_07921, HELIO_07922
OG0004895	OFUSG24048.1.p1	HELIO_03296
OG0004896	OFUSG07793.1.p1	HELIO_06128
OG0004898	OFUSG09628.1.p1	HELIO_03240
OG0004899	OFUSG02790.1.p1	HELIO_05066
OG0004900	OFUSG24025.1.p1	HELIO_12225
OG0004901	OFUSG26074.1.p1, OFUSG26074.2.p1	HELIO_03599
OG0004902	OFUSG11830.1.p1	HELIO_00778
OG0004903	OFUSG04757.1.p1, OFUSG04757.2.p1	HELIO_11087
OG0004904	OFUSG02756.1.p1	HELIO_09534, HELIO_09535
OG0004906	OFUSG10778.1.p1	HELIO_11147
OG0004907	OFUSG11286.2.p1, OFUSG11286.1.p1	HELIO_07173
OG0004908	OFUSG13664.1.p1	HELIO_00139
OG0004909	OFUSG07225.2.p1, OFUSG07225.1.p1	HELIO_07487
OG0004911	OFUSG02913.1.p1, OFUSG02913.2.p1	HELIO_07544
OG0004913	OFUSG14507.1.p1	HELIO_03203
OG0004914	OFUSG23820.1.p1	HELIO_01774
OG0004915	OFUSG15367.1.p1	HELIO_01410
OG0004916	OFUSG04043.2.p1, OFUSG04043.1.p1	HELIO_03000
OG0004917	OFUSG07930.1.p1, OFUSG17153.1.p1	HELIO_12189
OG0004919	OFUSG17502.1.p1	HELIO_10921
OG0004920	OFUSG24410.1.p1	HELIO_01758
OG0004921	OFUSG17577.1.p1	HELIO_10067
OG0004922	OFUSG09234.1.p1	HELIO_01685
OG0004923	OFUSG11665.1.p1	HELIO_02565
OG0004924	OFUSG23542.1.p1	HELIO_01952
OG0004925	OFUSG16526.1.p1, OFUSG16527.1.p1	HELIO_02062, HELIO_11064
OG0004926	OFUSG07780.1.p1, OFUSG07780.2.p1	HELIO_12251
OG0004927	OFUSG12081.1.p1	HELIO_02619
OG0004928	OFUSG21085.1.p1	HELIO_07307
OG0004929	OFUSG03117.1.p1	HELIO_05264
OG0004930	OFUSG25755.1.p1	HELIO_04712
OG0004931	OFUSG09325.1.p1	HELIO_03708
OG0004932	OFUSG08167.1.p1	HELIO_07987
OG0004933	OFUSG11046.1.p1	HELIO_03228
OG0004934	OFUSG07146.1.p1	HELIO_06258
OG0004935	OFUSG25611.1.p1	HELIO_10326
OG0004936	OFUSG21765.2.p1, OFUSG21765.1.p1	HELIO_03754
OG0004938	OFUSG09690.1.p1	HELIO_02813
OG0004939	OFUSG09434.1.p1, OFUSG09433.1.p1	HELIO_07398
OG0004940	OFUSG23621.1.p1	HELIO_00273
OG0004941	OFUSG06184.1.p1	HELIO_05073
OG0004942	OFUSG13775.3.p1, OFUSG13775.1.p1, OFUSG13775.4.p1, OFUSG13775.2.p1	HELIO_10145
OG0004943	OFUSG13635.1.p1	HELIO_07312
OG0004944	OFUSG06302.1.p1	HELIO_03756
OG0004945	OFUSG21023.2.p1, OFUSG21023.1.p1	HELIO_06681
OG0004946	OFUSG21835.1.p1	HELIO_11986
OG0004947	OFUSG08209.1.p1	HELIO_05661
OG0004948	OFUSG26680.2.p1, OFUSG26680.1.p1	HELIO_02547
OG0004949	OFUSG07349.1.p1	HELIO_02589
OG0004950	OFUSG00434.1.p1	HELIO_12029, HELIO_12030
OG0004951	OFUSG00474.1.p1	HELIO_00782
OG0004952	OFUSG25086.1.p1	HELIO_07510
OG0004953	OFUSG05770.1.p1	HELIO_06904
OG0004954	OFUSG26340.1.p1	HELIO_00661
OG0004955	OFUSG16073.1.p1	HELIO_04551
OG0004957	OFUSG12660.3.p1, OFUSG12660.1.p1, OFUSG12660.2.p1	HELIO_07278
OG0004958	OFUSG08685.1.p1, OFUSG08685.2.p1	HELIO_10740
OG0004960	OFUSG00760.1.p1	HELIO_01905
OG0004961	OFUSG12860.1.p1	HELIO_08946, HELIO_08945
OG0004962	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1	HELIO_08746
OG0004963	OFUSG08855.1.p1	HELIO_03790
OG0004965	OFUSG04978.1.p1	HELIO_04859
OG0004967	OFUSG16340.1.p1, OFUSG16340.3.p1, OFUSG16340.2.p1	HELIO_01089
OG0004968	OFUSG05071.1.p1	HELIO_02336
OG0004969	OFUSG14464.1.p1	HELIO_09351
OG0004971	OFUSG00413.1.p1	HELIO_11333
OG0004972	OFUSG10755.1.p1	HELIO_04464
OG0004973	OFUSG23588.1.p1	HELIO_05536
OG0004974	OFUSG00214.1.p1	HELIO_10765
OG0004975	OFUSG21026.1.p1	HELIO_10270
OG0004976	OFUSG03681.1.p1	HELIO_01915
OG0004977	OFUSG16613.1.p1	HELIO_09387
OG0004978	OFUSG02539.2.p1, OFUSG02539.1.p1	HELIO_09650
OG0004979	OFUSG15948.1.p1	HELIO_00535
OG0004980	OFUSG10179.1.p1	HELIO_11727
OG0004981	OFUSG07554.1.p1	HELIO_00009
OG0004982	OFUSG26035.1.p1	HELIO_02000
OG0004983	OFUSG06730.1.p1	HELIO_12041
OG0004985	OFUSG19260.1.p1	HELIO_04047
OG0004986	OFUSG08758.1.p1, OFUSG08758.2.p1	HELIO_12245
OG0004988	OFUSG15118.1.p1	HELIO_09379
OG0004989	OFUSG00776.1.p1	HELIO_10003
OG0004990	OFUSG06430.1.p1	HELIO_07049
OG0004993	OFUSG09937.1.p1	HELIO_11040
OG0004994	OFUSG25438.1.p1	HELIO_08386, HELIO_04899
OG0004995	OFUSG09541.1.p1	HELIO_06193
OG0004996	OFUSG06298.1.p1	HELIO_07732
OG0004997	OFUSG19512.1.p1	HELIO_02145
OG0004998	OFUSG25017.1.p1	HELIO_08283
OG0004999	OFUSG11588.1.p1	HELIO_10797
OG0005000	OFUSG05914.1.p1	HELIO_00957
OG0005002	OFUSG08714.1.p1	HELIO_00270
OG0005003	OFUSG06515.1.p1	HELIO_12173
OG0005005	OFUSG11048.2.p1, OFUSG11048.1.p1	HELIO_12196
OG0005006	OFUSG16850.1.p1	HELIO_11768
OG0005008	OFUSG23737.1.p1, OFUSG20770.1.p1, OFUSG20770.2.p1	HELIO_11090
OG0005009	OFUSG19561.1.p1	HELIO_08064
OG0005011	OFUSG11799.1.p1	HELIO_05735
OG0005012	OFUSG09265.1.p1	HELIO_02335
OG0005013	OFUSG03228.1.p1	HELIO_11789
OG0005014	OFUSG22246.1.p1	HELIO_08846
OG0005038	OFUSG06564.1.p1	HELIO_08881
OG0005040	OFUSG00734.1.p1	HELIO_03252
OG0005041	OFUSG07553.1.p1, OFUSG12509.1.p1, OFUSG01662.1.p1	HELIO_00372
OG0005044	OFUSG15749.2.p1, OFUSG15749.1.p1	HELIO_11709
OG0005045	OFUSG26381.1.p1	HELIO_00283
OG0005046	OFUSG06171.1.p1	HELIO_04884
OG0005047	OFUSG01990.1.p1	HELIO_00479
OG0005048	OFUSG20128.1.p1	HELIO_11538
OG0005049	OFUSG06098.1.p1	HELIO_01695
OG0005050	OFUSG19156.1.p1	HELIO_02201
OG0005053	OFUSG12823.1.p1	HELIO_06875
OG0005054	OFUSG26483.1.p1	HELIO_00874
OG0005055	OFUSG21796.1.p1, OFUSG21792.1.p1	HELIO_10170
OG0005058	OFUSG19365.1.p1	HELIO_12265
OG0005059	OFUSG07313.1.p1	HELIO_07564
OG0005060	OFUSG03701.1.p1	HELIO_08432
OG0005061	OFUSG17372.1.p1	HELIO_05370, HELIO_01775, HELIO_12377
OG0005062	OFUSG04061.1.p1, OFUSG04061.2.p1	HELIO_06933
OG0005063	OFUSG11181.1.p1	HELIO_00762
OG0005064	OFUSG09745.1.p1, OFUSG09745.2.p1	HELIO_09180
OG0005065	OFUSG03998.1.p1	HELIO_10053
OG0005066	OFUSG21561.1.p1, OFUSG21568.1.p1, OFUSG21563.1.p1, OFUSG21566.1.p1, OFUSG21570.1.p1	HELIO_10207
OG0005067	OFUSG17239.1.p1	HELIO_09151
OG0005068	OFUSG12654.1.p1	HELIO_00432
OG0005069	OFUSG07392.1.p1	HELIO_00608
OG0005070	OFUSG17800.1.p1	HELIO_06189
OG0005071	OFUSG26858.1.p1, OFUSG26858.2.p1	HELIO_07733
OG0005072	OFUSG02933.1.p1, OFUSG02933.2.p1	HELIO_07254
OG0005073	OFUSG21089.1.p1	HELIO_01773
OG0005074	OFUSG13880.1.p1, OFUSG13880.2.p1	HELIO_00880
OG0005075	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1	HELIO_01457
OG0005076	OFUSG08872.1.p1	HELIO_03009
OG0005077	OFUSG05535.1.p1	HELIO_12239, HELIO_11769
OG0005079	OFUSG11915.1.p1	HELIO_05403
OG0005081	OFUSG04195.1.p1	HELIO_10431
OG0005082	OFUSG15109.1.p1, OFUSG15109.2.p1	HELIO_03627
OG0005083	OFUSG00464.1.p1	HELIO_09753
OG0005084	OFUSG19044.1.p1	HELIO_04922
OG0005086	OFUSG19095.1.p1	HELIO_12467
OG0005087	OFUSG16893.1.p1, OFUSG16893.2.p1	HELIO_03767
OG0005088	OFUSG26589.1.p1, OFUSG26589.2.p1	HELIO_03847
OG0005089	OFUSG08719.1.p1	HELIO_03232
OG0005090	OFUSG18630.1.p1	HELIO_07695
OG0005092	OFUSG06269.1.p1	HELIO_10004
OG0005093	OFUSG00062.1.p1	HELIO_11993
OG0005094	OFUSG20778.1.p1	HELIO_07446
OG0005096	OFUSG11096.1.p1	HELIO_05731
OG0005097	OFUSG10863.1.p1	HELIO_03002
OG0005098	OFUSG04126.1.p1	HELIO_12132
OG0005099	OFUSG10319.1.p1	HELIO_10118
OG0005100	OFUSG05439.1.p1	HELIO_05545
OG0005102	OFUSG10959.2.p1, OFUSG10959.1.p1, OFUSG12787.1.p1, OFUSG12786.1.p1	HELIO_03306
OG0005103	OFUSG00175.1.p1	HELIO_05844
OG0005104	OFUSG23594.1.p1	HELIO_08531
OG0005105	OFUSG11099.1.p1	HELIO_09063
OG0005108	OFUSG04152.1.p1	HELIO_09620
OG0005109	OFUSG04385.1.p1	HELIO_06364
OG0005110	OFUSG10358.1.p1	HELIO_07929
OG0005111	OFUSG13491.1.p1	HELIO_00407
OG0005112	OFUSG25210.1.p1	HELIO_12392
OG0005113	OFUSG11486.1.p1	HELIO_12429
OG0005114	OFUSG00172.1.p1, OFUSG21152.1.p1	HELIO_08371
