Orthogroup	OWEFU	NEMVE
OG0002682	OFUSG17355.1.p1	NEMVE13468, NEMVE05362
OG0002683	OFUSG17573.1.p2	NEMVE07779
OG0002685	OFUSG01490.1.p1	NEMVE25133
OG0002703	OFUSG19745.2.p1, OFUSG19745.1.p1	NEMVE01236, NEMVE16030
OG0002705	OFUSG23521.2.p1, OFUSG23521.1.p1	NEMVE14386
OG0002706	OFUSG10469.1.p1	NEMVE13185
OG0002707	OFUSG12558.1.p1	NEMVE10215, NEMVE10213, NEMVE11805
OG0002708	OFUSG00085.1.p1	NEMVE05514
OG0002709	OFUSG01022.2.p1, OFUSG01022.1.p1	NEMVE18118
OG0002712	OFUSG02353.1.p1	NEMVE13853
OG0002715	OFUSG06599.1.p1, OFUSG06599.3.p1, OFUSG06599.2.p1	NEMVE05588
OG0002716	OFUSG09527.1.p1	NEMVE15936
OG0002717	OFUSG02824.1.p1	NEMVE22661
OG0002718	OFUSG20941.1.p1, OFUSG20941.2.p1	NEMVE13409
OG0002719	OFUSG04545.1.p1	NEMVE04964
OG0002720	OFUSG20349.1.p1	NEMVE22329, NEMVE14278
OG0002721	OFUSG09992.1.p1	NEMVE11852
OG0002722	OFUSG21829.1.p1	NEMVE25372
OG0002724	OFUSG23259.1.p1	NEMVE22445
OG0002725	OFUSG06872.1.p1	NEMVE02531, NEMVE06162, NEMVE08566, NEMVE08564
OG0002726	OFUSG10760.1.p1	NEMVE07352
OG0002728	OFUSG24207.1.p1, OFUSG24205.1.p1	NEMVE23767
OG0002729	OFUSG25664.1.p1, OFUSG02975.1.p1	NEMVE08752
OG0002730	OFUSG00020.1.p1	NEMVE10147
OG0002731	OFUSG08355.1.p1	NEMVE23784
OG0002732	OFUSG18697.1.p1	NEMVE09100
OG0002734	OFUSG12291.1.p1	NEMVE17892
OG0002736	OFUSG00222.1.p1	NEMVE17741
OG0002738	OFUSG17862.1.p1	NEMVE02040
OG0002739	OFUSG02929.1.p1	NEMVE01084, NEMVE21818
OG0002740	OFUSG17183.1.p1	NEMVE10432
OG0002741	OFUSG09210.1.p1, OFUSG09210.2.p1	NEMVE14870
OG0002742	OFUSG18256.1.p1	NEMVE22055
OG0002743	OFUSG16819.1.p1	NEMVE14452, NEMVE13517
OG0002744	OFUSG08357.1.p1	NEMVE05534
OG0002745	OFUSG18242.2.p1, OFUSG18242.1.p1	NEMVE14885
OG0002746	OFUSG09016.1.p1	NEMVE14034
OG0002747	OFUSG25884.2.p1, OFUSG25884.1.p1	NEMVE10058
OG0002748	OFUSG25533.1.p1	NEMVE17865, NEMVE24782, NEMVE08633
OG0002749	OFUSG08546.1.p1	NEMVE18522
OG0002750	OFUSG02806.1.p1	NEMVE06505
OG0002751	OFUSG05851.1.p1	NEMVE13229
OG0002752	OFUSG01980.2.p1, OFUSG01980.1.p1	NEMVE14798
OG0002753	OFUSG05932.1.p1	NEMVE01848
OG0002754	OFUSG21211.1.p1, OFUSG21211.2.p1	NEMVE21810
OG0002755	OFUSG06793.1.p1	NEMVE21361
OG0002756	OFUSG24104.1.p1	NEMVE15690
OG0002758	OFUSG15087.1.p1	NEMVE14585
OG0002760	OFUSG19010.1.p1, OFUSG19009.1.p1	NEMVE15085
OG0002761	OFUSG26078.1.p1	NEMVE10992, NEMVE15148
OG0002762	OFUSG06435.1.p1	NEMVE01403, NEMVE23067
OG0002763	OFUSG04521.1.p1, OFUSG04521.2.p1	NEMVE04792
OG0002764	OFUSG23602.1.p1	NEMVE22629, NEMVE15240, NEMVE15234
OG0002765	OFUSG20514.1.p1	NEMVE13625
OG0002766	OFUSG25034.1.p1	NEMVE19107
OG0002767	OFUSG03685.1.p1	NEMVE13082
OG0002768	OFUSG06807.1.p1	NEMVE04716
OG0002769	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1	NEMVE23276
OG0002770	OFUSG06074.1.p1	NEMVE01948
OG0002771	OFUSG11277.1.p1	NEMVE16523
OG0002772	OFUSG06709.1.p1	NEMVE13724
OG0002773	OFUSG26880.2.p1, OFUSG26880.1.p1	NEMVE14937
OG0002774	OFUSG08706.1.p1, OFUSG08706.2.p1	NEMVE11224
OG0002775	OFUSG22089.1.p1	NEMVE15309
OG0002776	OFUSG17830.2.p1, OFUSG17830.1.p1	NEMVE10201
OG0002778	OFUSG09154.1.p1, OFUSG18807.1.p1	NEMVE23464
OG0002779	OFUSG01706.1.p1	NEMVE20429, NEMVE24259
OG0002780	OFUSG10170.1.p1, OFUSG10170.2.p1	NEMVE17788, NEMVE19824
OG0002781	OFUSG15810.1.p1	NEMVE14606
OG0002785	OFUSG17300.1.p1	NEMVE16275
OG0002786	OFUSG19625.1.p1	NEMVE14195
OG0002787	OFUSG04751.1.p1	NEMVE07799
OG0002788	OFUSG01564.1.p1	NEMVE07382
OG0002790	OFUSG03365.1.p1	NEMVE06424
OG0002791	OFUSG13923.1.p1	NEMVE21833
OG0002792	OFUSG04701.2.p1, OFUSG04701.1.p1	NEMVE20428, NEMVE15888
OG0002793	OFUSG11358.1.p1, OFUSG11360.1.p1	NEMVE01483
OG0002794	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1	NEMVE09879
OG0002795	OFUSG16642.1.p1	NEMVE23134
OG0002799	OFUSG15023.2.p1, OFUSG15023.1.p1	NEMVE05411
OG0002811	OFUSG05869.2.p1, OFUSG05869.1.p1	NEMVE16853
OG0002812	OFUSG23571.1.p1, OFUSG23571.2.p1	NEMVE09330
OG0002813	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1	NEMVE24107
OG0002814	OFUSG17968.1.p1	NEMVE08977
OG0002815	OFUSG00006.1.p1	NEMVE22680
OG0002816	OFUSG21501.1.p1	NEMVE06143
OG0002817	OFUSG22074.1.p1	NEMVE09140
OG0002818	OFUSG06912.1.p1	NEMVE06616
OG0002819	OFUSG12989.1.p1, OFUSG12989.2.p1	NEMVE10321
OG0002821	OFUSG12824.1.p1, OFUSG12868.1.p1	NEMVE01772
OG0002822	OFUSG10280.1.p1	NEMVE14520
OG0002823	OFUSG07633.1.p1	NEMVE19703
OG0002823	OFUSG19489.1.p1	NEMVE22966
OG0002824	OFUSG16938.1.p1	NEMVE22929
OG0002825	OFUSG07952.1.p1	NEMVE24994
OG0002826	OFUSG25180.1.p1	NEMVE14159
OG0002827	OFUSG01136.1.p1	NEMVE07233
OG0002828	OFUSG20560.1.p1, OFUSG19694.1.p1	NEMVE01026
OG0002829	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1	NEMVE23024, NEMVE15553
OG0002831	OFUSG00744.1.p1	NEMVE11024
OG0002832	OFUSG13113.1.p1	NEMVE16400
OG0002833	OFUSG10565.1.p1	NEMVE05241
OG0002835	OFUSG13154.1.p1	NEMVE13928
OG0002836	OFUSG21241.1.p1	NEMVE14108
OG0002837	OFUSG03666.1.p1	NEMVE22356
OG0002838	OFUSG18105.1.p1, OFUSG04576.1.p1	NEMVE05515, NEMVE13260
OG0002839	OFUSG04543.1.p1	NEMVE06645
OG0002840	OFUSG04749.1.p1, OFUSG04749.2.p1	NEMVE18795
OG0002841	OFUSG06346.1.p1	NEMVE15108
OG0002842	OFUSG26331.1.p1	NEMVE25355
OG0002843	OFUSG22264.1.p1	NEMVE25122
OG0002844	OFUSG06933.1.p1	NEMVE24215
OG0002846	OFUSG02542.1.p1	NEMVE25327
OG0002847	OFUSG15328.1.p1	NEMVE13774, NEMVE01467
OG0002848	OFUSG20933.1.p1	NEMVE02441
OG0002849	OFUSG16116.1.p1	NEMVE01699
OG0002850	OFUSG26286.1.p1, OFUSG26286.2.p1	NEMVE09779
OG0002851	OFUSG00457.1.p1	NEMVE03383
OG0002852	OFUSG20544.1.p1	NEMVE13661
OG0002853	OFUSG20007.1.p1	NEMVE19935
OG0002854	OFUSG24402.1.p1	NEMVE23019, NEMVE20541
OG0002855	OFUSG01482.2.p1, OFUSG01482.1.p1	NEMVE13942
OG0002856	OFUSG09744.1.p1	NEMVE25625
OG0002857	OFUSG23665.1.p1	NEMVE13563
OG0002858	OFUSG20592.1.p1	NEMVE02414
OG0002859	OFUSG26370.1.p1	NEMVE06208
OG0002860	OFUSG10816.1.p1	NEMVE07076
OG0002861	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1	NEMVE23961
OG0002864	OFUSG04409.1.p1	NEMVE00985
OG0002866	OFUSG00718.1.p1	NEMVE17504
OG0002868	OFUSG03072.1.p1	NEMVE14448
OG0002869	OFUSG26444.1.p1	NEMVE01770
OG0002870	OFUSG01831.1.p1	NEMVE07654
OG0002872	OFUSG20208.1.p1	NEMVE16067
OG0002873	OFUSG10642.1.p1	NEMVE21268, NEMVE05265, NEMVE12775
OG0002874	OFUSG06464.2.p1, OFUSG06464.1.p1	NEMVE06390
OG0002874	OFUSG06465.1.p1	NEMVE17692
OG0002875	OFUSG25099.1.p1	NEMVE22501
OG0002876	OFUSG07618.1.p1	NEMVE07039
OG0002879	OFUSG00445.1.p1	NEMVE16982
OG0002880	OFUSG17371.1.p1, OFUSG17371.2.p1	NEMVE08232
OG0002881	OFUSG13652.1.p1	NEMVE07673
OG0002881	OFUSG13651.2.p1, OFUSG13651.1.p1	NEMVE07676
OG0002882	OFUSG12338.1.p1, OFUSG22314.1.p1	NEMVE14727, NEMVE01029
OG0002883	OFUSG22592.1.p1	NEMVE06407
OG0002883	OFUSG22588.1.p1	NEMVE09679
OG0002884	OFUSG01224.1.p1	NEMVE13675
OG0002886	OFUSG09862.1.p1, OFUSG09896.1.p1, OFUSG09868.1.p1, OFUSG09881.2.p1, OFUSG09881.1.p1, OFUSG25424.1.p1, OFUSG25424.2.p1	NEMVE16793, NEMVE02608, NEMVE07918
OG0002887	OFUSG17477.1.p1	NEMVE14564
OG0002888	OFUSG18365.1.p1	NEMVE09800
OG0002889	OFUSG05655.2.p1, OFUSG05655.1.p1	NEMVE02255
OG0002890	OFUSG23123.1.p1, OFUSG23123.2.p1	NEMVE25436
OG0002891	OFUSG13187.1.p1	NEMVE14385
OG0002892	OFUSG08144.1.p1	NEMVE01470
OG0002894	OFUSG25047.1.p1	NEMVE03536
OG0002895	OFUSG18676.1.p1	NEMVE21938
OG0002897	OFUSG17101.1.p1	NEMVE06961
OG0002899	OFUSG21253.1.p1	NEMVE04557
OG0002900	OFUSG19632.1.p1	NEMVE23547
OG0002901	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1	NEMVE20872, NEMVE23803
OG0002902	OFUSG10184.1.p1	NEMVE22439, NEMVE18562
OG0002904	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1	NEMVE00938
OG0002906	OFUSG05126.1.p1, OFUSG05126.2.p1	NEMVE04843
OG0002907	OFUSG19626.1.p1	NEMVE02943
OG0002908	OFUSG16213.1.p1	NEMVE14541
OG0002908	OFUSG05174.1.p1	NEMVE22083
OG0002909	OFUSG18769.1.p1	NEMVE04695
OG0002910	OFUSG01086.1.p1	NEMVE10376, NEMVE06917, NEMVE21001
OG0002911	OFUSG19353.2.p1, OFUSG19353.1.p1	NEMVE20293, NEMVE08989
OG0002912	OFUSG20904.1.p1	NEMVE02596, NEMVE09847
OG0002913	OFUSG04257.1.p1	NEMVE10491
OG0002914	OFUSG08374.1.p1	NEMVE23150
OG0002915	OFUSG20878.1.p1	NEMVE19643
OG0002917	OFUSG14554.1.p1	NEMVE14947, NEMVE20867
OG0002919	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1	NEMVE25654
OG0002921	OFUSG15321.1.p1	NEMVE25771
OG0002922	OFUSG06794.1.p1	NEMVE10039
OG0002923	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1	NEMVE25758
OG0002924	OFUSG03913.1.p1	NEMVE08139
OG0002925	OFUSG23710.1.p1	NEMVE07774, NEMVE12372
OG0002926	OFUSG03640.1.p1, OFUSG08908.1.p1	NEMVE14101
OG0002927	OFUSG04039.2.p1, OFUSG04039.1.p1	NEMVE23439, NEMVE21167
OG0002944	OFUSG26530.1.p1	NEMVE07941, NEMVE14748
OG0002945	OFUSG10545.1.p1	NEMVE20667, NEMVE25829, NEMVE19739
OG0002946	OFUSG12136.1.p1	NEMVE20091, NEMVE15761, NEMVE20044, NEMVE23258
OG0002947	OFUSG06938.1.p1, OFUSG05617.1.p1	NEMVE06658, NEMVE13386
OG0002948	OFUSG13662.1.p1, OFUSG13656.1.p1	NEMVE08172
OG0002949	OFUSG18300.1.p1	NEMVE02841
OG0002950	OFUSG10158.2.p1, OFUSG10158.1.p1	NEMVE08674
OG0002952	OFUSG03363.1.p1	NEMVE14872
OG0002953	OFUSG21854.1.p1	NEMVE01967
OG0002955	OFUSG25162.2.p1, OFUSG25162.1.p1	NEMVE23334
OG0002956	OFUSG09190.1.p1	NEMVE09856
OG0002957	OFUSG26845.2.p1, OFUSG26845.1.p1	NEMVE24351
OG0002958	OFUSG08696.2.p1, OFUSG08696.1.p1	NEMVE21529
OG0002959	OFUSG12174.1.p1, OFUSG12174.2.p1	NEMVE08292
OG0002960	OFUSG07939.1.p1	NEMVE24935
OG0002961	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1	NEMVE15141, NEMVE21670, NEMVE13757, NEMVE24574
OG0002962	OFUSG10611.1.p1, OFUSG10611.2.p1	NEMVE13850
OG0002964	OFUSG09989.1.p1, OFUSG09989.2.p1	NEMVE23109, NEMVE00411
OG0002967	OFUSG21907.1.p1	NEMVE00059, NEMVE11778
OG0002968	OFUSG13570.1.p1	NEMVE08461
OG0002969	OFUSG04125.1.p1	NEMVE16923
OG0002970	OFUSG26338.1.p1, OFUSG14333.1.p1, OFUSG14335.1.p1, OFUSG11856.1.p1	NEMVE20957
OG0002973	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1	NEMVE14446
OG0002974	OFUSG04989.1.p1	NEMVE16053, NEMVE12234
OG0002975	OFUSG21917.1.p1	NEMVE00359, NEMVE05044, NEMVE05062
OG0002976	OFUSG20137.1.p1, OFUSG20137.2.p1	NEMVE16983
OG0002977	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1	NEMVE23902
OG0002978	OFUSG12256.1.p1	NEMVE18285
OG0002979	OFUSG00218.2.p1, OFUSG00218.1.p1	NEMVE20703
OG0002981	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1	NEMVE13758
OG0002982	OFUSG01882.1.p1, OFUSG01880.1.p1, OFUSG01879.1.p1	NEMVE19019
OG0002983	OFUSG00158.2.p1, OFUSG00158.1.p1	NEMVE14799
OG0002984	OFUSG04262.1.p1	NEMVE24430
OG0002985	OFUSG03673.2.p1, OFUSG03673.1.p1	NEMVE09374
OG0002987	OFUSG18861.2.p1, OFUSG18861.1.p1	NEMVE13966
OG0002988	OFUSG04569.2.p1, OFUSG04569.1.p1	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	OFUSG10225.1.p1	NEMVE16158
OG0002989	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1	NEMVE24838
OG0002990	OFUSG06081.2.p1, OFUSG06081.1.p1	NEMVE22509
OG0002991	OFUSG11187.1.p1, OFUSG11187.2.p1	NEMVE10995, NEMVE19941
OG0002991	OFUSG11186.1.p1	NEMVE20870
OG0002992	OFUSG12615.1.p1	NEMVE15343
OG0002994	OFUSG04802.1.p1, OFUSG04806.1.p1	NEMVE07053, NEMVE14678
OG0002995	OFUSG25101.2.p1, OFUSG25101.1.p1	NEMVE01173
OG0002996	OFUSG06256.1.p1	NEMVE10362
OG0002997	OFUSG26855.1.p1, OFUSG23413.1.p1	NEMVE10464, NEMVE15011
OG0002998	OFUSG14182.1.p1	NEMVE21235, NEMVE07505
OG0003000	OFUSG20510.1.p1, OFUSG05401.1.p1, OFUSG04050.2.p1, OFUSG04050.1.p1, OFUSG04051.1.p1	NEMVE18438
OG0003001	OFUSG15796.1.p1	NEMVE04781
OG0003002	OFUSG16733.1.p1	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	OFUSG11480.1.p1	NEMVE01048
OG0003005	OFUSG11245.1.p1	NEMVE06949
OG0003006	OFUSG17958.1.p1	NEMVE13182
OG0003008	OFUSG25480.1.p1, OFUSG25480.2.p1	NEMVE02620
OG0003010	OFUSG00054.1.p1	NEMVE05883
OG0003011	OFUSG02280.1.p1, OFUSG02280.2.p1	NEMVE16402
OG0003012	OFUSG06422.1.p1	NEMVE14500
OG0003013	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1	NEMVE06720
OG0003014	OFUSG15945.1.p1	NEMVE14970
OG0003016	OFUSG03152.1.p1	NEMVE13442
OG0003018	OFUSG03127.1.p1	NEMVE13086
OG0003020	OFUSG05105.1.p1, OFUSG23454.1.p1	NEMVE13860, NEMVE14831
OG0003021	OFUSG12843.1.p1	NEMVE17537, NEMVE17536
OG0003022	OFUSG14229.1.p1	NEMVE16219
OG0003023	OFUSG15695.1.p1, OFUSG15693.1.p1	NEMVE03872
OG0003024	OFUSG12479.1.p1	NEMVE15701, NEMVE14428
OG0003025	OFUSG17289.1.p1	NEMVE18058
OG0003026	OFUSG08234.1.p1	NEMVE16626
OG0003027	OFUSG21402.1.p1	NEMVE24954
OG0003028	OFUSG13558.1.p1	NEMVE23714
OG0003029	OFUSG20710.1.p1	NEMVE01153
OG0003030	OFUSG25379.1.p1	NEMVE22656
OG0003031	OFUSG16648.1.p1	NEMVE15133
OG0003032	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1	NEMVE01025
OG0003033	OFUSG01453.1.p1	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	OFUSG02654.1.p1	NEMVE18430
OG0003035	OFUSG01253.1.p1	NEMVE09016
OG0003036	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1	NEMVE14583
OG0003037	OFUSG12491.1.p1	NEMVE16728
OG0003037	OFUSG12495.1.p1	NEMVE16727
OG0003038	OFUSG09156.1.p1	NEMVE01498
OG0003039	OFUSG09451.1.p1	NEMVE01445
OG0003041	OFUSG26411.1.p1	NEMVE00931
OG0003042	OFUSG04534.1.p1	NEMVE06974, NEMVE01686
OG0003043	OFUSG18158.1.p1	NEMVE04685
OG0003044	OFUSG22295.1.p1	NEMVE23709, NEMVE22835
OG0003045	OFUSG04172.1.p1	NEMVE10197
OG0003045	OFUSG24692.1.p1, OFUSG24692.2.p1	NEMVE22197
OG0003046	OFUSG21357.1.p1	NEMVE00912
OG0003048	OFUSG20691.1.p1, OFUSG20691.2.p1	NEMVE11900
OG0003049	OFUSG26252.1.p1	NEMVE13400, NEMVE20256
OG0003051	OFUSG07901.1.p1, OFUSG07901.2.p1	NEMVE13742
OG0003052	OFUSG06790.1.p1	NEMVE21843, NEMVE16809
OG0003053	OFUSG19169.1.p1	NEMVE09913
OG0003054	OFUSG25793.1.p1	NEMVE10073
OG0003055	OFUSG21161.1.p1	NEMVE03488
OG0003056	OFUSG13218.1.p1	NEMVE08587
OG0003057	OFUSG01472.1.p1	NEMVE15860, NEMVE22167
OG0003058	OFUSG09761.1.p1	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	OFUSG21767.1.p1, OFUSG21766.1.p1, OFUSG21766.2.p1	NEMVE14365
OG0003060	OFUSG21496.1.p1	NEMVE06198
OG0003062	OFUSG22987.1.p1	NEMVE24622
OG0003063	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1	NEMVE05637
OG0003064	OFUSG16596.1.p1	NEMVE14804
OG0003065	OFUSG09629.1.p1	NEMVE19798, NEMVE01502
OG0003066	OFUSG01613.1.p1	NEMVE23872
OG0003067	OFUSG05476.1.p1	NEMVE22043
OG0003069	OFUSG24012.1.p1, OFUSG01954.1.p1	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	OFUSG02538.1.p1	NEMVE22922
OG0003072	OFUSG19220.1.p1	NEMVE06185
OG0003073	OFUSG23369.1.p1	NEMVE15009
OG0003074	OFUSG22963.1.p1	NEMVE07409
OG0003075	OFUSG03295.1.p1	NEMVE08481, NEMVE06766
OG0003077	OFUSG10101.1.p1	NEMVE26018, NEMVE14523
OG0003078	OFUSG11722.1.p1	NEMVE06351
OG0003079	OFUSG19620.1.p1	NEMVE15110
OG0003081	OFUSG15389.2.p1, OFUSG15389.1.p1, OFUSG21783.1.p1, OFUSG04069.1.p1, OFUSG07806.1.p1, OFUSG25676.1.p1, OFUSG07651.1.p1, OFUSG07653.1.p1, OFUSG13296.1.p1, OFUSG10054.1.p1, OFUSG01598.1.p1, OFUSG10350.1.p1, OFUSG08944.1.p1	NEMVE03177, NEMVE13909
OG0003084	OFUSG03409.1.p1, OFUSG03411.1.p1, OFUSG03410.1.p1, OFUSG03412.1.p1, OFUSG02633.1.p1	NEMVE17306
OG0003086	OFUSG20429.1.p1	NEMVE01170, NEMVE01723
OG0003099	OFUSG05847.1.p1, OFUSG09770.1.p1, OFUSG01575.1.p1	NEMVE16155
OG0003101	OFUSG26512.1.p1	NEMVE07960
OG0003103	OFUSG03657.1.p1	NEMVE09551
OG0003104	OFUSG25660.1.p1	NEMVE05338
OG0003105	OFUSG19655.1.p1	NEMVE20895, NEMVE14871, NEMVE08962
OG0003107	OFUSG05270.1.p1, OFUSG05271.1.p1	NEMVE04878
OG0003108	OFUSG01270.1.p1, OFUSG01270.2.p1	NEMVE21879
OG0003109	OFUSG18499.1.p1, OFUSG18499.3.p1, OFUSG18499.2.p1	NEMVE22295
OG0003110	OFUSG25812.1.p1	NEMVE22391
OG0003111	OFUSG12678.1.p1	NEMVE22410
OG0003112	OFUSG18595.1.p1	NEMVE05734
OG0003113	OFUSG17339.1.p1	NEMVE15155, NEMVE20084, NEMVE03544
OG0003114	OFUSG12552.1.p1, OFUSG12552.2.p1	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951
OG0003115	OFUSG09196.1.p1	NEMVE00301
OG0003116	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1	NEMVE13077
OG0003118	OFUSG13259.2.p1, OFUSG13259.1.p1	NEMVE06986
OG0003119	OFUSG19562.1.p1	NEMVE25471
OG0003121	OFUSG19684.1.p1	NEMVE06066
OG0003122	OFUSG11284.1.p1	NEMVE14780
OG0003122	OFUSG05488.1.p1	NEMVE01334
OG0003123	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	OFUSG24113.1.p1	NEMVE07294
OG0003125	OFUSG09603.1.p1	NEMVE08001
OG0003126	OFUSG17303.1.p1	NEMVE22974
OG0003127	OFUSG12113.1.p1	NEMVE23321, NEMVE12556
OG0003128	OFUSG22958.1.p1	NEMVE24270
OG0003129	OFUSG06580.1.p1, OFUSG25634.1.p1	NEMVE13080, NEMVE11504
OG0003130	OFUSG24116.1.p1	NEMVE01488, NEMVE21603
OG0003131	OFUSG24004.1.p1	NEMVE22604
OG0003132	OFUSG13365.1.p1, OFUSG13365.2.p1	NEMVE18843
OG0003133	OFUSG04998.1.p1	NEMVE01926
OG0003135	OFUSG22017.1.p1	NEMVE14450
OG0003136	OFUSG11408.1.p1	NEMVE18312
OG0003138	OFUSG26552.1.p1	NEMVE08372
OG0003140	OFUSG09635.1.p1	NEMVE23520
OG0003141	OFUSG17507.1.p1	NEMVE13946
OG0003142	OFUSG20057.1.p1	NEMVE18327
OG0003143	OFUSG09019.1.p1	NEMVE19221
OG0003143	OFUSG09017.1.p1	NEMVE19688
OG0003144	OFUSG00084.1.p1	NEMVE13803
OG0003145	OFUSG07280.1.p1	NEMVE22594, NEMVE14437
OG0003146	OFUSG17076.2.p1, OFUSG17076.1.p1	NEMVE21927
OG0003147	OFUSG05907.1.p1	NEMVE02983
OG0003148	OFUSG12277.1.p1	NEMVE09246
OG0003149	OFUSG20155.1.p1, OFUSG20155.2.p1	NEMVE13799
OG0003150	OFUSG24838.1.p1	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003151	OFUSG05073.1.p1	NEMVE16806, NEMVE23231
OG0003153	OFUSG04951.1.p1	NEMVE14674
OG0003154	OFUSG17694.1.p1	NEMVE25099
OG0003155	OFUSG10120.1.p1, OFUSG10039.1.p1	NEMVE02938
OG0003156	OFUSG00543.1.p1	NEMVE21986
OG0003157	OFUSG02293.1.p1, OFUSG02291.1.p1	NEMVE04632
OG0003158	OFUSG04551.1.p1	NEMVE04924
OG0003159	OFUSG05248.1.p1, OFUSG15803.1.p1, OFUSG00694.1.p1, OFUSG10284.1.p1	NEMVE13613, NEMVE14314
OG0003160	OFUSG19116.1.p1	NEMVE13326
OG0003161	OFUSG12513.1.p1	NEMVE04772
OG0003162	OFUSG12213.1.p1	NEMVE13463
OG0003164	OFUSG03455.1.p1	NEMVE17247
OG0003165	OFUSG01448.1.p1	NEMVE08402
OG0003166	OFUSG13956.1.p1	NEMVE23899
OG0003167	OFUSG15741.1.p1	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003168	OFUSG10969.1.p1, OFUSG17285.1.p1, OFUSG16380.1.p1	NEMVE22739, NEMVE15186, NEMVE18014
OG0003168	OFUSG07441.1.p1	NEMVE18601
OG0003169	OFUSG16524.1.p1	NEMVE23426
OG0003171	OFUSG07971.1.p1	NEMVE00958
OG0003172	OFUSG04307.1.p1	NEMVE13880
OG0003173	OFUSG20390.1.p1	NEMVE25437
OG0003174	OFUSG03000.1.p1	NEMVE00181, NEMVE14667
OG0003175	OFUSG16466.1.p1	NEMVE10111, NEMVE15002
OG0003176	OFUSG20448.1.p1	NEMVE05784, NEMVE14676
OG0003178	OFUSG25106.1.p1	NEMVE05084
OG0003179	OFUSG18054.1.p1	NEMVE14494, NEMVE20675
OG0003180	OFUSG15647.1.p1	NEMVE24273
OG0003181	OFUSG10646.1.p1	NEMVE09804
OG0003182	OFUSG23178.1.p1	NEMVE14953
OG0003183	OFUSG23715.1.p1	NEMVE14853
OG0003184	OFUSG09950.1.p1, OFUSG09950.2.p1, OFUSG09949.2.p1, OFUSG09949.1.p1, OFUSG09949.3.p1	NEMVE14706
OG0003185	OFUSG01650.1.p1	NEMVE11277, NEMVE11278
OG0003186	OFUSG01205.1.p1, OFUSG01205.2.p1	NEMVE01537
OG0003187	OFUSG26287.1.p1	NEMVE20444, NEMVE23086
OG0003188	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1	NEMVE13336
OG0003189	OFUSG02491.1.p1	NEMVE07613
OG0003191	OFUSG12992.1.p1	NEMVE13976
OG0003192	OFUSG16446.1.p1, OFUSG17260.1.p1	NEMVE03402
OG0003193	OFUSG24759.1.p1	NEMVE09272
OG0003194	OFUSG08196.1.p1	NEMVE21245, NEMVE03000
OG0003195	OFUSG10102.1.p1	NEMVE25963, NEMVE10862
OG0003196	OFUSG05394.1.p1	NEMVE09009, NEMVE09005
OG0003197	OFUSG14583.1.p1	NEMVE09274
OG0003199	OFUSG06190.1.p1	NEMVE25466
OG0003200	OFUSG20992.1.p1	NEMVE06404, NEMVE11235
OG0003202	OFUSG10285.1.p1, OFUSG10285.2.p1	NEMVE08285
OG0003203	OFUSG17108.1.p1	NEMVE23504
OG0003204	OFUSG02698.1.p1	NEMVE04641
