Orthogroup	OWEFU	NEMVE
OG0000633	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1	NEMVE15822
OG0000634	OFUSG25455.1.p1, OFUSG13962.1.p1	NEMVE11198, NEMVE11196, NEMVE09232
OG0000636	OFUSG19283.1.p1	NEMVE13522
OG0000637	OFUSG03336.1.p1	NEMVE20561
OG0000637	OFUSG09346.1.p1	NEMVE04658
OG0000637	OFUSG19806.1.p1	NEMVE02330, NEMVE07023
OG0000637	OFUSG08218.1.p1	NEMVE11757
OG0000637	OFUSG21914.1.p1	NEMVE22914
OG0000639	OFUSG09740.1.p1	NEMVE13335
OG0000639	OFUSG05397.1.p1	NEMVE13125, NEMVE04888
OG0000642	OFUSG10098.1.p1, OFUSG10098.2.p1	NEMVE06951
OG0000643	OFUSG26510.1.p1	NEMVE06808
OG0000643	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1	NEMVE10252, NEMVE10253
OG0000644	OFUSG11814.1.p1, OFUSG06650.1.p1	NEMVE23248
OG0000645	OFUSG05054.1.p1	NEMVE09157
OG0000645	OFUSG04671.1.p1	NEMVE23952
OG0000646	OFUSG17652.1.p1	NEMVE08138
OG0000646	OFUSG20855.1.p1	NEMVE10645
OG0000647	OFUSG06535.1.p1, OFUSG06075.1.p1, OFUSG06534.1.p1	NEMVE14504, NEMVE21056
OG0000648	OFUSG23086.1.p1	NEMVE15084
OG0000648	OFUSG23087.1.p1	NEMVE22274
OG0000649	OFUSG04155.1.p1, OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1	NEMVE05779
OG0000650	OFUSG18209.1.p1	NEMVE00579, NEMVE08484, NEMVE16607
OG0000651	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1	NEMVE14632
OG0000652	OFUSG06176.1.p1	NEMVE15799
OG0000654	OFUSG04714.1.p1	NEMVE10112
OG0000656	OFUSG23789.1.p1, OFUSG08558.1.p1	NEMVE03009, NEMVE02980
OG0000657	OFUSG00339.1.p1	NEMVE20473
OG0000657	OFUSG00337.1.p1	NEMVE21856
OG0000658	OFUSG21109.1.p1, OFUSG26042.1.p1, OFUSG26628.2.p1, OFUSG26628.1.p1, OFUSG07483.1.p1, OFUSG26626.1.p1, OFUSG26627.1.p1, OFUSG26632.1.p1	NEMVE23262, NEMVE15764
OG0000660	OFUSG16300.1.p1	NEMVE09574
OG0000660	OFUSG00254.1.p1	NEMVE22331
OG0000662	OFUSG19351.1.p1	NEMVE13299, NEMVE13159
OG0000662	OFUSG11101.1.p1	NEMVE01041
OG0000663	OFUSG26455.1.p1	NEMVE12167
OG0000664	OFUSG06083.1.p1	NEMVE05215
OG0000664	OFUSG16644.1.p1	NEMVE23867
OG0000665	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1	NEMVE13408, NEMVE06240
OG0000670	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1	NEMVE22694
OG0000672	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1	NEMVE22550, NEMVE12239
OG0000672	OFUSG12085.1.p1	NEMVE22511
OG0000674	OFUSG02734.1.p1	NEMVE18582
OG0000674	OFUSG08473.1.p1	NEMVE08889
OG0000674	OFUSG07969.1.p1	NEMVE21073, NEMVE10599
OG0000676	OFUSG21048.1.p1	NEMVE24025
OG0000676	OFUSG14430.1.p1	NEMVE10858, NEMVE20237, NEMVE10856
OG0000678	OFUSG10078.1.p1, OFUSG10078.2.p1	NEMVE09555, NEMVE13917, NEMVE20139, NEMVE18563
OG0000680	OFUSG12758.1.p1, OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1	NEMVE06900, NEMVE06887, NEMVE25832
OG0000681	OFUSG02151.1.p1	NEMVE03851
OG0000681	OFUSG07049.2.p1, OFUSG07049.1.p1	NEMVE04836
OG0000682	OFUSG06498.1.p1	NEMVE17718
OG0000683	OFUSG25839.2.p1, OFUSG25839.1.p1	NEMVE21952
OG0000683	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1	NEMVE09341
OG0000684	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1	NEMVE05474
OG0000685	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1	NEMVE02060, NEMVE21758, NEMVE15319
OG0000688	OFUSG10559.1.p1	NEMVE25153
OG0000690	OFUSG21408.1.p1	NEMVE04578
OG0000690	OFUSG00182.1.p1	NEMVE25619
OG0000690	OFUSG17680.1.p1	NEMVE08336
OG0000691	OFUSG20437.2.p1, OFUSG20437.1.p1	NEMVE22438
OG0000691	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1	NEMVE12723
OG0000692	OFUSG17216.1.p1	NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	OFUSG09308.1.p1	NEMVE18773
OG0000692	OFUSG22030.1.p1, OFUSG22031.2.p1, OFUSG22031.1.p1	NEMVE10690
OG0000693	OFUSG17230.1.p1, OFUSG17230.2.p1	NEMVE08217, NEMVE08755
OG0000693	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1	NEMVE20668, NEMVE09217
OG0000694	OFUSG08082.1.p1	NEMVE18564
OG0000696	OFUSG17219.1.p1	NEMVE01737
OG0000696	OFUSG11698.1.p1	NEMVE25020
OG0000696	OFUSG06947.1.p1	NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1	NEMVE14547
OG0000698	OFUSG25096.1.p1	NEMVE22163, NEMVE01912, NEMVE22218
OG0000698	OFUSG11683.1.p1	NEMVE25334
OG0000699	OFUSG11422.1.p1	NEMVE13812, NEMVE21875, NEMVE05953
OG0000700	OFUSG11440.1.p1, OFUSG06990.1.p1, OFUSG06990.2.p1, OFUSG06990.4.p1, OFUSG06990.3.p1	NEMVE20231, NEMVE20652
OG0000702	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1	NEMVE17196
OG0000703	OFUSG18539.1.p1	NEMVE15172
OG0000706	OFUSG06700.1.p1	NEMVE06133, NEMVE16186
OG0000708	OFUSG21283.1.p1	NEMVE25462
OG0000708	OFUSG18936.1.p1	NEMVE24967
OG0000709	OFUSG21845.2.p1, OFUSG21845.1.p1	NEMVE22208
OG0000710	OFUSG04812.1.p1, OFUSG06971.1.p1, OFUSG24793.2.p1, OFUSG24793.1.p1	NEMVE10055
OG0000711	OFUSG01514.1.p1, OFUSG00761.1.p1, OFUSG00164.1.p1	NEMVE22699
OG0000714	OFUSG19894.1.p1, OFUSG09276.1.p1, OFUSG20276.1.p1, OFUSG02621.1.p1	NEMVE18677
OG0000714	OFUSG14566.1.p1, OFUSG18170.1.p1, OFUSG20682.1.p1, OFUSG00124.1.p1, OFUSG13961.1.p1, OFUSG25652.1.p1	NEMVE19873, NEMVE21196, NEMVE25962
OG0000715	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1	NEMVE04746
OG0000716	OFUSG00381.1.p1	NEMVE01624
OG0000717	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1	NEMVE21831
OG0000718	OFUSG19609.1.p1, OFUSG19609.2.p1	NEMVE14726, NEMVE25058
OG0000720	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1	NEMVE07453
OG0000720	OFUSG04001.1.p1	NEMVE14810
OG0000721	OFUSG22702.2.p1, OFUSG22702.1.p1	NEMVE22360
OG0000721	OFUSG01480.1.p1, OFUSG01480.2.p1	NEMVE25732
OG0000722	OFUSG11385.1.p1, OFUSG17120.1.p1, OFUSG17120.2.p1	NEMVE02310
OG0000723	OFUSG21286.1.p1, OFUSG18482.2.p1, OFUSG18482.1.p1, OFUSG17448.1.p1, OFUSG02103.1.p1, OFUSG02270.1.p1, OFUSG02273.1.p1	NEMVE02161, NEMVE02153
OG0000724	OFUSG12294.1.p1, OFUSG12294.2.p1	NEMVE05669
OG0000725	OFUSG07689.1.p1	NEMVE13886
OG0000725	OFUSG07873.1.p1	NEMVE15404, NEMVE03108
OG0000726	OFUSG16555.1.p1	NEMVE24264
OG0000730	OFUSG15932.1.p1, OFUSG20088.1.p1	NEMVE15279
OG0000730	OFUSG17597.1.p1	NEMVE09750
OG0000731	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1	NEMVE14724
OG0000732	OFUSG24914.1.p1	NEMVE16239
OG0000732	OFUSG26355.1.p1, OFUSG26355.2.p1	NEMVE22346
OG0000733	OFUSG22012.1.p1	NEMVE13174
OG0000733	OFUSG11826.1.p1	NEMVE00072
OG0000734	OFUSG08307.1.p1	NEMVE19740
OG0000735	OFUSG16966.1.p1, OFUSG16966.2.p1	NEMVE14467
OG0000737	OFUSG06204.2.p1, OFUSG06204.1.p1	NEMVE10658
OG0000740	OFUSG16696.1.p1	NEMVE01913
OG0000740	OFUSG11518.1.p1	NEMVE19718, NEMVE22222, NEMVE02336, NEMVE18361
OG0000741	OFUSG20104.1.p1	NEMVE17618, NEMVE19675
OG0000741	OFUSG23015.1.p1	NEMVE18484, NEMVE19599, NEMVE18691, NEMVE24163
OG0000742	OFUSG25416.1.p1	NEMVE10316
OG0000743	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1	NEMVE10602, NEMVE15509, NEMVE05453
OG0000744	OFUSG23163.1.p1	NEMVE09152
OG0000745	OFUSG11725.1.p1, OFUSG21266.1.p1, OFUSG06279.1.p1, OFUSG03164.1.p1	NEMVE09518, NEMVE18143
OG0000746	OFUSG12473.1.p1, OFUSG12474.1.p1, OFUSG16020.1.p1, OFUSG16019.1.p1, OFUSG16018.1.p1, OFUSG16127.1.p1, OFUSG07704.1.p1	NEMVE09896
OG0000747	OFUSG16945.2.p1, OFUSG16945.1.p1, OFUSG16946.1.p1, OFUSG00244.1.p1, OFUSG25616.1.p1, OFUSG25615.1.p1, OFUSG25614.1.p1	NEMVE17249, NEMVE13791
OG0000748	OFUSG04648.1.p1	NEMVE07396
OG0000748	OFUSG23274.1.p1	NEMVE13110
OG0000749	OFUSG11790.1.p1	NEMVE13534
OG0000750	OFUSG12214.1.p1	NEMVE05904, NEMVE11347
OG0000750	OFUSG18554.1.p1, OFUSG18074.1.p1	NEMVE04853, NEMVE04866, NEMVE22873
OG0000751	OFUSG16377.1.p1, OFUSG16377.2.p1	NEMVE06350
OG0000752	OFUSG01816.1.p1	NEMVE14796, NEMVE20340
OG0000752	OFUSG23281.1.p1	NEMVE15527
OG0000753	OFUSG03990.1.p1	NEMVE09279, NEMVE20008
OG0000753	OFUSG09322.2.p1, OFUSG09322.1.p1	NEMVE09763
OG0000754	OFUSG23658.1.p1	NEMVE25123, NEMVE22557
OG0000754	OFUSG04456.1.p1, OFUSG09883.1.p1, OFUSG00604.1.p1	NEMVE04613
OG0000755	OFUSG22904.1.p1	NEMVE04854
OG0000757	OFUSG15507.1.p1	NEMVE25201
OG0000759	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1	NEMVE07127, NEMVE15354
OG0000761	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1	NEMVE07056
OG0000764	OFUSG08398.1.p1	NEMVE12589
OG0000765	OFUSG21598.1.p1, OFUSG21598.2.p1	NEMVE15020
OG0000766	OFUSG19864.1.p1	NEMVE13890
OG0000767	OFUSG07632.1.p1, OFUSG11580.1.p1	NEMVE21839
OG0000768	OFUSG19400.2.p1, OFUSG19400.1.p1	NEMVE24837, NEMVE20124
OG0000771	OFUSG08478.1.p1, OFUSG01734.1.p1, OFUSG19476.1.p1, OFUSG18532.1.p1, OFUSG06936.1.p1, OFUSG11420.1.p1, OFUSG16786.1.p1, OFUSG20737.1.p1, OFUSG00341.1.p1, OFUSG01998.1.p1, OFUSG10706.1.p1, OFUSG19593.1.p1, OFUSG25423.1.p1, OFUSG00596.1.p1, OFUSG09961.1.p1, OFUSG09020.1.p1, OFUSG00106.1.p1, OFUSG16544.1.p1, OFUSG19785.1.p1, OFUSG18978.1.p1, OFUSG21989.1.p1, OFUSG16838.1.p1, OFUSG04741.1.p1, OFUSG23692.1.p1, OFUSG25494.1.p1, OFUSG03563.1.p1, OFUSG04869.1.p1, OFUSG23461.1.p1, OFUSG12499.1.p1, OFUSG05453.1.p1, OFUSG20368.1.p1, OFUSG10520.1.p1, OFUSG22272.1.p1, OFUSG01841.1.p1	NEMVE25578
OG0000772	OFUSG19486.1.p1	NEMVE03979
OG0000772	OFUSG02068.1.p1	NEMVE14663, NEMVE13205
OG0000772	OFUSG05265.1.p1	NEMVE10521, NEMVE10515, NEMVE14130, NEMVE06923
OG0000773	OFUSG14919.1.p1	NEMVE08204
OG0000773	OFUSG19254.2.p1, OFUSG19254.1.p1, OFUSG19252.1.p1, OFUSG05570.1.p1, OFUSG05571.1.p1, OFUSG19253.1.p1	NEMVE10496
OG0000774	OFUSG18867.1.p1	NEMVE14955, NEMVE01618
OG0000775	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1	NEMVE13607, NEMVE14906
OG0000776	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1	NEMVE25221, NEMVE11470, NEMVE23261
OG0000777	OFUSG10317.1.p1, OFUSG10318.1.p1	NEMVE21910, NEMVE15143
OG0000778	OFUSG11453.1.p1, OFUSG12710.1.p1	NEMVE13753
OG0000779	OFUSG07668.1.p1	NEMVE24334
OG0000779	OFUSG25635.2.p1, OFUSG25635.1.p1	NEMVE02313
OG0000780	OFUSG11326.1.p1	NEMVE09488
OG0000780	OFUSG16803.1.p1	NEMVE02513, NEMVE00281, NEMVE20933, NEMVE05745
OG0000780	OFUSG12906.1.p1	NEMVE05870
OG0000781	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1	NEMVE23221, NEMVE21745, NEMVE06147, NEMVE10644
OG0000782	OFUSG08693.1.p1	NEMVE10772
OG0000784	OFUSG06112.1.p1, OFUSG01425.1.p1, OFUSG01425.2.p1, OFUSG13540.1.p1	NEMVE16267
OG0000786	OFUSG15626.2.p1, OFUSG15626.1.p1	NEMVE03694
OG0000786	OFUSG08760.1.p1	NEMVE10021, NEMVE17992
OG0000787	OFUSG11014.1.p1	NEMVE12098
OG0000788	OFUSG00699.1.p1	NEMVE01862
OG0000788	OFUSG19658.1.p1	NEMVE24569
OG0000789	OFUSG18594.1.p1, OFUSG24789.1.p1, OFUSG24792.1.p1, OFUSG01000.1.p1	NEMVE07737, NEMVE03438, NEMVE04012, NEMVE19529
OG0000789	OFUSG24790.1.p1	NEMVE20059
OG0000791	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1	NEMVE13487
OG0000792	OFUSG15258.2.p1, OFUSG15258.1.p1, OFUSG15258.3.p1	NEMVE13648
OG0000792	OFUSG04365.1.p1	NEMVE08948
OG0000793	OFUSG09289.1.p1	NEMVE19406
OG0000794	OFUSG08224.1.p1, OFUSG08224.2.p1	NEMVE13875
OG0000795	OFUSG26685.1.p1, OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1, OFUSG02821.1.p1	NEMVE18602
OG0000796	OFUSG14797.1.p1, OFUSG14797.2.p1, OFUSG14797.3.p1	NEMVE06742
OG0000797	OFUSG10229.1.p1	NEMVE07332, NEMVE20914
OG0000798	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1	NEMVE05537
OG0000799	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1	NEMVE24041
OG0000800	OFUSG22750.1.p1	NEMVE14672, NEMVE19724, NEMVE21859, NEMVE14222, NEMVE11273, NEMVE13140
OG0000800	OFUSG06584.1.p1	NEMVE06468
OG0000802	OFUSG21207.1.p1	NEMVE11136, NEMVE06054
OG0000803	OFUSG07577.1.p1, OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1	NEMVE22189
OG0000809	OFUSG17351.1.p1, OFUSG17351.2.p1	NEMVE08335, NEMVE12321
OG0000810	OFUSG13316.1.p1	NEMVE18390
OG0000810	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1	NEMVE02291
OG0000812	OFUSG20097.1.p1	NEMVE11476, NEMVE12174
OG0000812	OFUSG16288.1.p2, OFUSG26263.2.p2, OFUSG08214.1.p2, OFUSG00290.1.p1, OFUSG01508.1.p2	NEMVE19850
OG0000813	OFUSG10957.1.p1, OFUSG10956.1.p1	NEMVE25754, NEMVE22200, NEMVE24635
OG0000814	OFUSG16546.1.p1, OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1, OFUSG20971.1.p1	NEMVE06776, NEMVE16660
OG0000815	OFUSG09614.1.p1, OFUSG09614.3.p1, OFUSG09614.2.p1	NEMVE13365
OG0000815	OFUSG04646.2.p1, OFUSG04646.1.p1	NEMVE13499
OG0000816	OFUSG12543.1.p1, OFUSG10926.1.p1	NEMVE14127, NEMVE00812
OG0000817	OFUSG23697.1.p1	NEMVE14686
OG0000817	OFUSG18100.1.p1	NEMVE01689, NEMVE21825
OG0000817	OFUSG04259.1.p1	NEMVE14311
OG0000818	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1	NEMVE08706
OG0000819	OFUSG25384.2.p1, OFUSG25384.1.p1	NEMVE14350
OG0000819	OFUSG22242.1.p1	NEMVE21753, NEMVE17271, NEMVE13337, NEMVE08410, NEMVE19184, NEMVE14132
OG0000819	OFUSG22325.2.p1, OFUSG22325.1.p1	NEMVE07543, NEMVE14834
OG0000820	OFUSG16562.1.p1	NEMVE08902
OG0000822	OFUSG00549.1.p1	NEMVE02295, NEMVE16784, NEMVE05381, NEMVE05821, NEMVE02268
OG0000822	OFUSG12185.1.p1, OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1, OFUSG03485.1.p1	NEMVE07227
OG0000823	OFUSG25821.1.p1, OFUSG25821.2.p1	NEMVE00095
OG0000824	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1	NEMVE05752
OG0000825	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1	NEMVE07795, NEMVE11350
OG0000825	OFUSG19469.1.p1	NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057
OG0000826	OFUSG20773.1.p1, OFUSG20775.1.p1	NEMVE01532, NEMVE25209
OG0000827	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1	NEMVE06012
OG0000828	OFUSG16610.1.p1	NEMVE13102, NEMVE13594
OG0000828	OFUSG14927.1.p1	NEMVE15094
OG0000829	OFUSG05943.1.p1	NEMVE08791
OG0000832	OFUSG10360.1.p1	NEMVE01204, NEMVE18227, NEMVE20901, NEMVE16417, NEMVE04715
OG0000833	OFUSG25526.1.p1	NEMVE07049
OG0000833	OFUSG12738.1.p1	NEMVE18727
OG0000834	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1	NEMVE05968, NEMVE05965
OG0000835	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1	NEMVE10452
OG0000836	OFUSG11517.1.p1	NEMVE05982
OG0000836	OFUSG04483.1.p1	NEMVE01499
OG0000837	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1	NEMVE25541
OG0000838	OFUSG07503.1.p1	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040
OG0000841	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1	NEMVE05492
OG0000842	OFUSG17660.1.p1	NEMVE20517, NEMVE23509, NEMVE25014, NEMVE03321, NEMVE17616, NEMVE24628, NEMVE17617
OG0000844	OFUSG21494.2.p1, OFUSG21494.1.p1	NEMVE07470, NEMVE07462
OG0000845	OFUSG00051.1.p1	NEMVE08579, NEMVE13814, NEMVE01849
OG0000845	OFUSG00112.1.p1	NEMVE19954, NEMVE05692
OG0000847	OFUSG15294.1.p1	NEMVE17291, NEMVE07778
OG0000847	OFUSG24225.1.p1, OFUSG24225.2.p1	NEMVE08888
OG0000848	OFUSG02732.1.p1	NEMVE21784
OG0000848	OFUSG03989.1.p1, OFUSG03989.2.p1	NEMVE13752
OG0000849	OFUSG09067.1.p1	NEMVE14809
OG0000850	OFUSG12712.1.p1	NEMVE15099
OG0000850	OFUSG06085.1.p1	NEMVE12252, NEMVE21917
OG0000851	OFUSG02239.1.p1, OFUSG02239.2.p1	NEMVE23273
OG0000852	OFUSG09153.1.p1, OFUSG09153.2.p1	NEMVE25782
OG0000852	OFUSG04815.3.p1, OFUSG04815.2.p1, OFUSG04815.1.p1	NEMVE07789
OG0000853	OFUSG07722.2.p1, OFUSG07722.1.p1, OFUSG07722.4.p1, OFUSG07722.3.p1, OFUSG07723.1.p1	NEMVE23651
OG0000854	OFUSG16270.1.p1	NEMVE02919, NEMVE09672, NEMVE06236, NEMVE07456
OG0000856	OFUSG19294.1.p1, OFUSG19295.1.p1, OFUSG18678.1.p1	NEMVE05473, NEMVE14626, NEMVE21694
OG0000857	OFUSG01227.1.p1	NEMVE18201
OG0000858	OFUSG19534.1.p1, OFUSG19534.2.p1	NEMVE13289
OG0000858	OFUSG18650.1.p1	NEMVE05037
OG0000858	OFUSG19764.2.p1, OFUSG19764.1.p1	NEMVE05877
OG0000859	OFUSG09251.1.p1	NEMVE19193, NEMVE00437
OG0000860	OFUSG07489.1.p1, OFUSG07489.2.p1	NEMVE23955, NEMVE13259
OG0000863	OFUSG16665.1.p1, OFUSG05886.1.p1	NEMVE07030, NEMVE18750, NEMVE13303, NEMVE13302, NEMVE13474, NEMVE06880
OG0000866	OFUSG24066.1.p1, OFUSG00680.1.p1, OFUSG05730.1.p1, OFUSG06216.1.p1, OFUSG17520.1.p1, OFUSG05526.1.p1, OFUSG14753.1.p1	NEMVE20292, NEMVE18737, NEMVE19120, NEMVE19080, NEMVE20220, NEMVE19768
OG0000869	OFUSG01355.1.p1	NEMVE07859
OG0000869	OFUSG16947.1.p1	NEMVE23299
OG0000870	OFUSG02115.1.p1, OFUSG20438.1.p1, OFUSG01347.1.p1, OFUSG21908.1.p1	NEMVE02461, NEMVE01574
OG0000871	OFUSG00730.1.p1	NEMVE16871
OG0000871	OFUSG06537.1.p1	NEMVE14071
OG0000872	OFUSG00869.2.p1, OFUSG00869.3.p1, OFUSG00869.5.p1, OFUSG00869.1.p1, OFUSG00869.4.p1	NEMVE14190
OG0000873	OFUSG09850.1.p1	NEMVE10811
OG0000873	OFUSG09849.1.p1	NEMVE11481
OG0000874	OFUSG03220.1.p1, OFUSG08483.1.p1	NEMVE13256
OG0000875	OFUSG13364.1.p1	NEMVE12865
OG0000875	OFUSG16237.1.p1	NEMVE14079
OG0000876	OFUSG16334.1.p1	NEMVE02940, NEMVE11949
OG0000878	OFUSG01895.1.p1, OFUSG01893.1.p1, OFUSG01893.2.p1, OFUSG01894.1.p1, OFUSG16664.1.p1	NEMVE02420
OG0000879	OFUSG04088.1.p1	NEMVE13129
OG0000880	OFUSG05701.1.p1	NEMVE13288
OG0000881	OFUSG25601.3.p1, OFUSG25601.2.p1, OFUSG25601.4.p1, OFUSG25601.1.p1, OFUSG25601.5.p1	NEMVE13265
OG0000881	OFUSG22311.1.p1	NEMVE14845
OG0000882	OFUSG17466.4.p1, OFUSG17466.1.p1, OFUSG17466.3.p1, OFUSG17466.2.p1	NEMVE02007
OG0000885	OFUSG25357.1.p1, OFUSG00673.1.p1	NEMVE19889
OG0000887	OFUSG26529.1.p1, OFUSG26529.2.p1, OFUSG16699.1.p1, OFUSG16699.2.p1	NEMVE10146
OG0000888	OFUSG09295.1.p1	NEMVE10813
OG0000888	OFUSG10796.1.p1	NEMVE11848
OG0000889	OFUSG12102.1.p1	NEMVE22565
OG0000893	OFUSG08896.1.p1, OFUSG08897.1.p1	NEMVE20101, NEMVE02240, NEMVE02067, NEMVE02075
OG0000896	OFUSG13178.1.p1	NEMVE21907
OG0000896	OFUSG11490.1.p1, OFUSG11490.3.p1, OFUSG11490.2.p1	NEMVE10977
OG0000897	OFUSG18741.1.p1	NEMVE06224, NEMVE12475
OG0000897	OFUSG06433.1.p1	NEMVE14979
OG0000898	OFUSG21363.2.p1, OFUSG21363.1.p1	NEMVE14546, NEMVE21727
OG0000899	OFUSG02805.1.p1, OFUSG02805.2.p1	NEMVE18761
OG0000904	OFUSG17921.1.p1	NEMVE08753
OG0000905	OFUSG01251.1.p1	NEMVE24633
OG0000906	OFUSG07758.1.p1	NEMVE15755
OG0000906	OFUSG24653.1.p1	NEMVE08831, NEMVE02278
OG0000906	OFUSG09788.1.p1	NEMVE03808
OG0000907	OFUSG26462.1.p1	NEMVE00986
OG0000909	OFUSG00497.1.p1	NEMVE10272
OG0000910	OFUSG01945.1.p1	NEMVE20194
OG0000910	OFUSG01944.1.p1	NEMVE17424
OG0000910	OFUSG03948.1.p1	NEMVE16541, NEMVE18507
OG0000911	OFUSG23257.1.p1, OFUSG23257.2.p1, OFUSG13934.1.p1	NEMVE24020
OG0000912	OFUSG05604.1.p1	NEMVE23980
OG0000912	OFUSG23879.1.p1	NEMVE23705
OG0000913	OFUSG03065.4.p1, OFUSG03065.3.p1, OFUSG03065.1.p1, OFUSG03065.2.p1, OFUSG03065.5.p1	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	OFUSG18797.2.p1, OFUSG18797.1.p1	NEMVE08606
OG0000915	OFUSG06406.1.p1, OFUSG06406.2.p1	NEMVE05638
